time/episodes,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,train/n_updates,time/fps,train/actor_loss,train/critic_loss,train/learning_rate,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
192,8495,71.99,61,8412,139,-31.383555257043174,6.460977273828843,0.001,130.13221214,,
196,8745,74.09,62,8671,139,-32.63571829795838,8.036681923270226,0.001,134.48417796,,
200,8988,76.01,64,8883,140,-34.17694074457342,7.077112971411811,0.001,138.44507385,,
,9000,,,8961,,-34.7695255279541,8.109319145862873,0.001,,144.2880421578884,75.2
204,9303,77.53,66,9187,139,-35.76989323384053,9.79479437192281,0.001,141.71973746,,
208,9657,79.37,69,9541,139,-38.41543397036466,13.992298879406668,0.001,145.58904685,,
,10000,,,9897,,-39.59933649698893,15.639013662443055,0.001,,196.92050053477288,106.3
212,10009,81.96,72,,137,,,,151.00849301,,
216,10351,83.74,74,10242,138,-40.95674272862876,18.047976720623854,0.001,154.72626574,,
220,10752,84.36,77,10574,139,-41.678783507574174,19.178479993199726,0.001,155.8922221,,
,11000,,,10890,,-43.487083168916925,16.861592141319722,0.001,,161.58620696663857,82.7
224,11086,84.34,80,10974,137,-43.85123234703427,17.59911801133837,0.001,155.98193578000001,,
228,11431,84.49,82,11315,138,-44.216391216624864,17.900883864272725,0.001,156.53673652,,
232,11788,84.79,84,11671,138,-45.47374369303385,16.693981726964314,0.001,157.46767696999999,,
,12000,,,11940,,-45.82287495930989,16.411334164937337,0.001,,179.25921643972396,89.6
236,12146,85.34,88,12031,137,-46.40132319132487,20.047864599542304,0.001,159.05202462999998,,
240,12483,85.62,90,12379,138,-47.01602451975753,16.970809982483644,0.001,159.90352051,,
244,12808,85.88,92,12696,138,-48.465878582000734,18.15581020116806,0.001,160.64634938,,
,13000,,,12955,,-49.010043299475385,17.78814596908037,0.001,,177.58385482430458,89.2
248,13162,86.53,95,13047,137,-48.37583757483441,18.29595871593641,0.001,162.29155867999998,,
252,13531,87.59,97,13411,138,-49.28568392214568,18.04016093284853,0.001,164.84733068000003,,
256,13894,88.33,100,13777,138,-49.13966539171007,18.796604580349392,0.001,166.69443849000004,,
,14000,,,13957,,-50.0970472547743,18.003411716885036,0.001,,181.9636242210865,91.1
260,14258,88.61,103,14140,137,-50.71438026428223,18.39813076413196,0.001,167.61266593,,
264,14623,88.87,105,14505,138,-51.4714804304407,16.39811376772429,0.001,168.44946196,,
268,14959,88.83,108,14846,138,-51.740185601370676,15.511191924413046,0.001,168.48233352,,
,15000,,,14932,,-52.07912595881972,14.05163456118384,0.001,,158.99639582037926,82.4
272,15283,88.64,111,15175,137,-52.061954400478264,14.357378501158495,0.001,168.04830470999997,,
276,15636,89.37,113,15520,138,-53.85681177775065,14.152813397096784,0.001,169.75716756999998,,
280,15993,91.13,115,15876,138,-53.3295022715693,19.064504398094428,0.001,173.48919332000006,,
,16000,,,15966,,-54.12677137586805,17.28490071826511,0.001,,175.43124511241913,88.1
284,16353,91.41,118,16236,137,-54.44503858815069,15.01068204837841,0.001,173.94594970999998,,
288,16712,85.38,120,16593,138,-55.046492936876085,15.825997161865235,0.001,167.87571649999998,,
,17000,,,16951,,-55.47363064505837,15.617125752266872,0.001,,179.606218791008,89.7
292,17068,85.73,123,,137,,,,168.77288585000002,,
296,17410,86.65,126,17304,137,-56.264301465905234,16.35366125728773,0.001,170.71527383,,
300,17725,87.37,128,17619,138,-57.24541708139273,18.33557152748108,0.001,172.17359313999998,,
,18000,,,17944,,-57.52465394485829,19.999595081104953,0.001,,151.6217021226883,78.9
304,18049,87.46,131,,137,,,,172.42895585,,
308,18368,87.11,133,18263,137,-58.47002066635504,17.17451138031192,0.001,171.55900868,,
312,18686,86.77,135,18578,137,-58.83340520858765,17.074980407953262,0.001,170.74325047,,
,19000,,,18896,,-58.787918621980694,16.193366711652732,0.001,,156.97488827109336,79.8
316,19113,87.62,138,18976,137,-59.659773445129396,15.488289779424667,0.001,171.57576298,,
,20000,,,19342,,-59.53329318502675,15.006716313569441,0.001,,989.9110459983349,1000.0
320,20369,96.17,153,,132,,,,179.09562095000004,,
,21000,,,20423,,-64.26590948104858,19.704694936304918,0.001,,990.1645643293857,1000.0
,22000,,,21423,,-65.83580384063721,18.974861010551454,0.001,,994.4725590705872,1000.0
,23000,,,22423,,-68.42015661621093,21.749372675895692,0.001,,946.4868719607591,915.4
324,23450,123.64,204,,114,,,,204.21253860999997,,
,24000,,,23423,,-74.28436767578125,24.095437516212463,0.001,,1014.2137955665588,1000.0
328,24567,131.36,227,24496,108,-79.75974408318015,17.481023239366937,0.001,208.9650965,,
332,24726,129.38,228,24662,108,-79.56332863701715,46.632347928153145,0.001,203.87942226999994,,
336,24872,127.26,229,24820,108,-79.40133993966239,120.67768868945893,0.001,198.66867383000002,,
340,24997,125.14,230,24933,108,-81.10875936654898,27.666653951009113,0.001,193.70526206000002,,
,25000,,,24970,,-82.945262708162,36.78976615699562,0.001,,49.21622008085251,35.5
344,25125,123.17,231,25067,108,-82.46460469563802,90.81115142822266,0.001,189.20767106,,
348,25229,120.67,232,25178,108,-82.26565987723214,47.48395674569266,0.001,183.44023319999997,,
352,25327,117.96,232,25276,108,-82.37604713439941,59.61515498161316,0.001,177.24468302000002,,
356,25415,115.21,233,25365,108,-82.8718428178267,30.183255195617676,0.001,171.04721531999996,,
360,25509,112.51,233,25461,109,-83.74047724405925,174.900115814209,0.001,164.88399147999996,,
364,25614,109.91,234,25560,109,-84.44844465989333,112.6009324147151,0.001,158.86116540999998,,
368,25727,107.68,235,25664,109,-84.81212674654446,48.73556071061354,0.001,153.74075599999998,,
372,25935,106.52,235,25780,109,-84.42262377057757,138.99284492220198,0.001,151.04906322000002,,
,26000,,,25965,,-85.08941977364677,117.0815886135759,0.001,,28.284763205051423,24.8
376,26047,104.11,237,25990,109,-86.7239749615009,90.8874552154541,0.001,145.28058335000003,,
380,26152,101.59,238,26098,109,-87.99774333408901,119.75092308861869,0.001,139.40672941999998,,
384,26257,99.04,238,26205,109,-90.11644040621243,67.40653242888274,0.001,133.42815622,,
388,26362,96.5,239,26309,110,-87.01813289097377,174.6988193648202,0.001,127.48488320999999,,
392,26468,94.0,240,26415,110,-88.62195880596454,112.71755857820864,0.001,121.44851159,,
396,26584,91.74,241,26529,110,-90.49204799107143,135.195570255148,0.001,116.07575841000002,,
,27000,,,26586,,-89.5881357828776,70.89909001054436,0.001,,450.46635791659355,415.0
,28000,,,27504,,-96.36539331240851,114.82078890914751,0.001,,1024.9087495982646,1000.0
,29000,,,28504,,-104.37272947692871,101.86604360580445,0.001,,559.007616007328,470.0
400,29041,113.16,277,,104,,,,137.03516555000002,,
,30000,,,29777,,-118.50532650497725,133.4077539039108,0.001,,775.4950404405594,646.3
404,30780,127.31,297,30447,103,-123.44575245415986,140.19482218614266,0.001,152.45161879,,
,31000,,,30753,,-128.40101533777573,162.84484247132843,0.001,,511.6726919353008,322.1
,32000,,,31751,,-137.18262326515327,184.4405165121589,0.001,,643.8207827448845,471.2
408,32249,138.81,314,,102,,,,167.90271292,,
,33000,,,32702,,-142.98440974553426,138.69183625777563,0.001,,504.6086092054844,338.1
412,33789,151.03,328,33386,102,-147.7979761024431,176.28898053929424,0.001,183.88807675000004,,
,34000,,,33762,,-150.21812138658888,156.5741925239563,0.001,,499.9407452225685,330.8
,35000,,,34849,,-155.9214263584303,162.40946681603143,0.001,,480.92140622138976,315.1
416,35199,160.86,346,,101,,,,197.13333458,,
,36000,,,35950,,-163.55123309235074,162.22315539505118,0.001,,926.0765074610711,852.6
420,36423,160.54,362,36203,100,-166.02485838390533,145.29379907992518,0.001,200.53460224000003,,
,37000,,,36396,,-166.61225120308472,178.39082787073954,0.001,,616.2853957533837,507.5
,38000,,,37583,,-170.52276299589423,172.61390153609494,0.001,,1076.5558267891406,1000.0
,39000,,,38583,,-171.8660273742676,141.73158513259887,0.001,,552.6133979856968,408.1
424,39012,155.62,397,,98,,,,199.01394497,,
,40000,,,39779,,-172.14100780952268,146.47875132409905,0.001,,585.3141393065453,435.4
,41000,,,40211,,-173.23529928701896,134.59500092047233,0.001,,1063.494912713766,1000.0
428,41238,166.71,423,,97,,,,214.79329245999998,,
,42000,,,41211,,-173.92717166137695,140.80338415145874,0.001,,1042.5638453662395,1000.0
,43000,,,42211,,-172.92594821166992,130.04776434326172,0.001,,1040.1021433651447,1000.0
,44000,,,43211,,-175.59135336303711,130.20041662597657,0.001,,1050.26057356596,1000.0
,45000,,,44211,,-176.6305115661621,116.49383910179138,0.001,,998.9637595891952,1000.0
432,45238,205.12,492,,91,,,,254.13417287999997,,
,46000,,,45211,,-180.72150314331054,119.4825948009491,0.001,,1025.8302048623561,1000.0
,47000,,,46211,,-182.81614041137695,120.79790753746033,0.001,,997.9321365833282,1000.0
436,47721,228.49,532,47242,89,-176.91732501983643,81.9792863169024,0.001,277.08618428,,
,48000,,,47922,,-180.5114336515728,117.59353130323845,0.001,,297.1444358289242,150.2
,49000,,,48268,,-179.99907011144302,94.81235968008549,0.001,,555.2420290201902,380.6
440,49295,242.98,544,,90,,,,295.57004197000003,,
444,49791,246.66,552,49619,90,-181.43032001999188,99.7787450214602,0.001,306.1696539,,
,50000,,,49901,,-181.29324744729433,95.79166924692419,0.001,,280.3386587023735,132.4
448,50369,251.4,557,50196,90,-180.81619638939426,106.73168904814001,0.001,318.04633661,,
452,50984,256.57,561,50823,90,-180.26591270848326,89.83790193196215,0.001,330.30331774999996,,
,51000,,,50957,,-181.5916096701551,94.63685195125751,0.001,,316.0463165462017,135.0
456,51561,261.46,566,51385,91,-179.98502823069126,100.84791367009001,0.001,342.3701968499999,,
,52000,,,51911,,-180.0338845147027,82.71785164939033,0.001,,319.78170082569125,149.6
460,52268,267.59,572,52062,91,-178.66957333213404,84.9189672785879,0.001,355.5272531300001,,
,53000,,,52612,,-178.8065201515375,100.02097002665202,0.001,,919.9748020529747,785.4
464,53916,283.02,590,53612,91,-179.42324267578124,95.17164355754852,0.001,377.01612274,,
,54000,,,53889,,-179.4074439449587,107.89850588223564,0.001,,398.5152691602707,210.7
468,54676,289.49,597,54476,91,-177.63291150470113,103.53014805150586,0.001,390.8215940900001,,
,55000,,,54966,,-178.15967735877405,80.6869874611879,0.001,,330.20423449873925,167.8
472,55406,294.71,604,55126,91,-175.53732528686524,73.44453915953636,0.001,401.78206146,,
,56000,,,55962,,-174.90108351934524,87.95558518909273,0.001,,352.6593601644039,190.0
476,56180,301.33,611,,91,,,,415.44993879000003,,
480,56933,307.81,616,56666,92,-173.36801013317736,86.58744733412188,0.001,428.44186053000004,,
,57000,,,56906,,-172.1838431040446,78.1399701754252,0.001,,371.465280777216,181.9
484,57668,314.11,622,57451,92,-171.76419951698998,64.78964432215287,0.001,442.00047228999995,,
,58000,,,57803,,-169.74790954589844,85.49799630671372,0.001,,377.00673576593397,190.7
488,58350,319.88,628,58149,92,-170.20250533463118,71.75972977551547,0.001,454.8780436699999,,
,59000,,,58870,,-168.14111750176613,66.82406572862105,0.001,,372.1285550415516,192.1
492,59090,326.22,635,,92,,,,468.1823798699999,,
,60000,,,59656,,-168.630969099565,52.61412588899786,0.001,,456.82165266871453,279.6
496,60078,334.94,642,,93,,,,483.80112676,,
500,60960,319.19,650,60724,93,-165.64545213130484,59.63665242132111,0.001,472.2852467,,
,61000,,,60933,,-167.29727451617902,55.55343653482684,0.001,,440.47520619630814,251.0
504,61847,310.67,658,61613,93,-166.67679739898105,72.773472439568,0.001,466.90233731999996,,
,62000,,,61820,,-164.4706858121432,59.655859795169555,0.001,,421.9049279689789,232.3
508,62750,305.01,665,62494,94,-165.58350791587486,57.04289933797475,0.001,461.8251027400001,,
,63000,,,62723,,-165.36488730447334,65.34924498395628,0.001,,866.7313963770866,844.0
,64000,,,63942,,-165.03570681485263,66.52148677442716,0.001,,1084.6249313533306,994.1
,65000,,,64942,,-164.41521072387695,53.84745526313782,0.001,,452.44928790926934,260.1
512,65229,314.4,702,,92,,,,468.82115579,,
,66000,,,65752,,-164.43479399504486,64.19661850752654,0.001,,464.79663314819334,273.3
516,66356,311.57,711,66018,93,-163.6902984389685,42.9046137565957,0.001,466.84266089000005,,
,67000,,,66921,,-163.41990133048662,51.723373319588454,0.001,,524.4776883542538,333.9
520,67660,312.37,722,67249,93,-161.77895271487353,48.86557334806861,0.001,469.0662741799999,,
,68000,,,67967,,-160.68852133379724,44.21153687288661,0.001,,659.0301098167896,463.6
,69000,,,68918,,-159.6732792225919,41.77738078682168,0.001,,609.8162467539311,420.2
524,69371,303.59,742,,93,,,,463.73030736,,
,70000,,,69824,,-158.15991929372152,50.19118630091349,0.001,,583.7143233716488,392.5
528,70968,297.3,756,70576,93,-156.57963478172218,42.616729218769336,0.001,460.13218580999995,,
,71000,,,70941,,-156.36659978510258,50.506092055856364,0.001,,641.8880931735039,445.9
,72000,,,71725,,-154.95942476571324,40.47024715808501,0.001,,487.6176989853382,312.4
532,72346,271.08,772,72049,93,-154.16850017029563,44.35802110624902,0.001,439.85524676,,
,73000,,,72686,,-153.30369775191596,47.28806537503443,0.001,,498.36886976361274,305.1
536,73836,261.15,783,73456,94,-153.10890359393622,50.87672803963825,0.001,437.48882943000007,,
,74000,,,73809,,-152.9183570688421,40.82831312644245,0.001,,539.3759702920913,351.9
,75000,,,74943,,-151.36547329551294,33.94683770307406,0.001,,502.21322934627534,310.1
540,75362,260.67,799,,94,,,,440.06577288000005,,
,76000,,,75779,,-149.4772918976105,41.83843123590624,0.001,,535.1927677929401,351.4
544,76778,269.87,812,76489,94,-149.03193488192917,41.43575020052081,0.001,449.41975741999994,,
,77000,,,76751,,-148.39224452826812,29.92185812870055,0.001,,706.1522416949272,518.0
,78000,,,77885,,-147.34074669915276,49.86505200878886,0.001,,1073.6809054017067,1000.0
548,78912,285.43,836,,94,,,,463.88391802000007,,
,79000,,,78885,,-147.39311015319825,33.12379306221008,0.001,,1022.8855676174164,881.3
,80000,,,79654,,-146.63577752051415,33.18413807914843,0.001,,1047.9378715634346,1000.0
,81000,,,80654,,-146.91061743164062,32.77276787614822,0.001,,1013.3210768401623,1000.0
,82000,,,81654,,-147.59794885253908,32.159152339458466,0.001,,1007.8112002193927,1000.0
552,82681,316.97,897,,92,,,,490.81033622999996,,
,83000,,,82654,,-148.36349884033203,35.663809006214144,0.001,,1006.3127017259598,1000.0
,84000,,,83654,,-147.7624790649414,40.397446481227874,0.001,,995.828988957405,1000.0
,85000,,,84654,,-147.7490113220215,33.70156743431091,0.001,,488.31422520279887,517.1
556,85721,341.6,944,85204,90,-146.51278059525924,31.242377557754516,0.001,507.71042940000007,,
,86000,,,85694,,-146.67959762884647,22.502361676157737,0.001,,747.4912837803364,775.7
,87000,,,86573,,-146.27624101573622,39.207624773387884,0.001,,992.8112143218517,1000.0
,88000,,,87573,,-146.33063626098632,30.218944462776186,0.001,,1003.1163870573043,1000.0
,89000,,,88573,,-145.5990235595703,29.61448021745682,0.001,,1011.757686305046,1000.0
560,89600,373.32,1004,,89,,,,532.03947839,,
,90000,,,89573,,-144.68742208862304,29.817435342788695,0.001,,1015.0242031872273,1000.0
,91000,,,90573,,-144.096185546875,27.613212178707123,0.001,,1018.5427257061004,1000.0
,92000,,,91573,,-143.98749659729003,26.63721137714386,0.001,,1024.9235136270522,1000.0
,93000,,,92573,,-143.48602157592774,24.976814682483674,0.001,,1030.141545379162,1000.0
564,93600,396.84,1072,,87,,,,550.19937627,,
,94000,,,93573,,-143.33615197753906,28.351188899993897,0.001,,1032.5595997154712,1000.0
,95000,,,94573,,-142.72927206420897,27.810037471771242,0.001,,1038.320312511921,1000.0
,96000,,,95573,,-142.72400122070312,22.670557782173155,0.001,,1036.430044424534,1000.0
,97000,,,96573,,-142.05325442504883,24.961171622276307,0.001,,1037.9650776326657,1000.0
568,97600,429.24,1137,,85,,,,576.4817356399999,,
,98000,,,97836,,-142.25466664632162,21.927148290169544,0.001,,313.50739295482634,123.6
572,98139,427.33,1146,97981,85,-142.36553213331433,27.23826576430222,0.001,575.14780498,,
576,98661,424.81,1149,98477,85,-141.6900082212506,39.652214686075844,0.001,572.25877372,,
,99000,,,98774,,-141.25931418282644,17.32081835610526,0.001,,508.03443652391434,354.4
,100000,,,99001,,-141.79558016346618,23.337761927281182,0.001,,895.7047296106815,807.2
580,100146,432.13,1170,100001,85,-141.73553646850587,29.012930292129518,0.001,578.21020453,,
,101000,,,100472,,-142.6611792522928,30.917314745213865,0.001,,1039.549524408579,1000.0
584,101499,438.31,1185,,85,,,,581.8744163099999,,
,102000,,,101826,,-142.97628195389458,25.01159523354202,0.001,,359.40064779520037,152.7
588,102117,437.67,1195,101973,85,-141.65373794346638,17.129844032988256,0.001,581.2967266600001,,
,103000,,,102090,,-141.1338210025076,18.62736463546753,0.001,,1061.3811882257462,1000.0
,104000,,,103399,,-144.70517636651863,20.523249342016978,0.001,,926.8558777570724,848.4
592,104426,453.36,1225,,85,,,,594.91834744,,
,105000,,,104729,,-154.8944723195043,28.125144450961265,0.001,,716.8487371861935,607.1
,106000,,,105113,,-157.69668515523276,27.809327465792496,0.001,,1030.0246573746203,1000.0
596,106140,460.62,1255,,84,,,,599.63753474,,
,107000,,,106113,,-158.43703628540038,30.272233077526092,0.001,,1031.8207696199418,1000.0
,108000,,,107113,,-157.6627035217285,30.311476231336595,0.001,,1021.9246638655662,1000.0
,109000,,,108113,,-157.45584838867188,30.754839451789856,0.001,,993.4702464818954,1000.0
,110000,,,109113,,-156.56757647705078,26.580574540138244,0.001,,1008.4107104122638,1000.0
600,110140,491.8,1322,,83,,,,624.6650761900001,,
,111000,,,110113,,-156.26985107421876,26.90435899782181,0.001,,1002.2655842125416,1000.0
,112000,,,111113,,-155.24869686889647,25.094160720825194,0.001,,1007.2881892621517,1000.0
,113000,,,112113,,-154.84330377197264,31.024388673305513,0.001,,1042.2538822770118,1000.0
,114000,,,113113,,-154.27371560668945,25.224623554706575,0.001,,1037.237284219265,1000.0
604,114140,522.93,1392,,81,,,,649.1972873999999,,
,115000,,,114113,,-153.70756988525392,27.253133182764053,0.001,,1021.7212883710861,1000.0
,116000,,,115113,,-153.38265200805665,25.31492041039467,0.001,,1004.1131839632988,1000.0
,117000,,,116138,,-153.03179931640625,18.590291290283204,0.001,,777.4265833673999,765.6
608,117165,544.15,1442,,81,,,,663.35910571,,
,118000,,,117138,,-153.09304846191407,26.718828398227693,0.001,,1008.458967924118,1000.0
,119000,,,118138,,-151.42605575561524,28.80084074139595,0.001,,997.4452331155538,1000.0
,120000,,,119138,,-151.22530654907226,27.085967148065567,0.001,,991.9216565310956,1000.0
,121000,,,120138,,-150.92674197387694,22.998009554624556,0.001,,1010.9434433817863,1000.0
612,121165,559.36,1512,,80,,,,674.2324482700001,,
,122000,,,121138,,-149.97784573364257,22.81974397134781,0.001,,993.1761781096459,1000.0
,123000,,,122245,,-148.00180888625812,14.408088742015519,0.001,,996.5533921420574,1000.0
,124000,,,123245,,-147.965813079834,21.41508036375046,0.001,,1024.5600862622262,1000.0
616,124272,579.16,1565,,79,,,,686.3553023400001,,
,125000,,,124245,,-146.91981958007813,21.70815713405609,0.001,,1027.1031623780727,1000.0
,126000,,,125245,,-146.16904272460937,19.212001156330107,0.001,,1031.527417230606,1000.0
,127000,,,126245,,-145.18236013793944,20.226361315250397,0.001,,1036.0282043278216,1000.0
,128000,,,127245,,-144.55272512817382,18.302996383309363,0.001,,1081.9179955303669,1000.0
620,128272,606.12,1634,,78,,,,707.31281231,,
,129000,,,128245,,-144.34639709472657,18.56755002093315,0.001,,1061.6006694734097,1000.0
624,129405,600.34,1657,129344,78,-146.11147953913763,32.72617430312961,0.001,694.09736567,,
,130000,,,129855,,-145.26341981976947,27.48152922639202,0.001,,1053.2619383215904,1000.0
,131000,,,130855,,-145.1999639892578,23.733112347602844,0.001,,1033.6399801194668,1000.0
628,131882,609.14,1688,,78,,,,696.46496527,,
,132000,,,131855,,-144.52220278930665,19.230054787635805,0.001,,1048.410595649481,1000.0
,133000,,,132855,,-143.9612389526367,17.843975051403046,0.001,,1068.3121646046638,1000.0
,134000,,,133855,,-143.06162185668944,21.767500656366348,0.001,,1017.3662045240402,1000.0
,135000,,,134855,,-142.2646272277832,19.909149615049362,0.001,,1038.795641207695,1000.0
632,135882,635.36,1752,,77,,,,717.0550396800002,,
,136000,,,135855,,-141.6687917175293,19.064030074596406,0.001,,1047.5734131336212,1000.0
,137000,,,136855,,-140.64831317138672,15.83960710656643,0.001,,1046.1762031674384,1000.0
,138000,,,137855,,-139.78215533447266,17.19606767177582,0.001,,1065.731030547619,1000.0
,139000,,,138855,,-138.5669317779541,17.350264302492143,0.001,,542.3585662126541,344.8
636,139458,656.22,1811,,76,,,,734.11677125,,
,140000,,,139431,,-137.79356847869025,12.727234948426485,0.001,,908.284561008215,704.5
,141000,,,140226,,-137.16274986075396,18.31384485352714,0.001,,1065.595907497406,1000.0
,142000,,,141226,,-136.0023983154297,17.28744992220402,0.001,,1051.5900831878184,1000.0
,143000,,,142226,,-135.4650808868408,16.48125883746147,0.001,,1052.7958137452601,1000.0
640,143253,678.91,1878,,76,,,,753.176481,,
,144000,,,143226,,-135.15457781982423,15.258452303290367,0.001,,1053.4833017230035,1000.0
644,144825,680.47,1906,144743,75,-133.7121902010334,10.226378212224192,0.001,752.2275033400002,,
,145000,,,144857,,-134.7344547140187,5.798002036951356,0.001,,368.39810076951983,172.7
648,145367,664.55,1911,145208,76,-134.0527249764705,15.687698654506518,0.001,736.4503219899999,,
,146000,,,145853,,-133.4629924043696,17.814575433414873,0.001,,369.2908294200897,168.0
652,146182,635.01,1918,145991,76,-133.5208429530047,17.801388771637626,0.001,712.4212598700001,,
,147000,,,146633,,-132.9098109654018,13.944464004039764,0.001,,456.811749458313,265.4
656,147004,612.83,1925,,76,,,,698.34491537,,
660,147543,579.43,1930,147385,76,-132.8990296125412,13.416478233744007,0.001,672.41407011,,
,148000,,,147933,,-131.8846083931301,12.542688827720477,0.001,,314.87844388484956,130.0
664,148089,544.89,1936,,76,,,,644.9375814099999,,
668,148604,510.04,1939,148447,76,-132.21621627807616,12.135205513238907,0.001,615.6561081699999,,
,149000,,,148845,,-132.0632412854363,14.455060916788439,0.001,,324.46143773794176,132.0
672,149133,509.94,1944,148977,76,-132.06783722386217,11.77846736980207,0.001,615.05540202,,
676,149675,510.14,1948,149516,76,-131.85096468990795,14.578684684348433,0.001,616.41990637,,
