time/episodes,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,train/n_updates,time/fps,train/actor_loss,train/critic_loss,train/learning_rate,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
,150000,,,149929,,-131.91711551195954,20.366787586082406,0.001,,305.84026551246643,127.8
680,150216,500.7,1953,150056,76,-131.53222334384918,18.774994390217337,0.001,608.97535165,,
684,150766,492.67,1957,150597,77,-131.19561397007533,18.4279552436044,0.001,603.6860973700001,,
,151000,,,150885,,-131.52975108525524,22.86205071945713,0.001,,331.9192554593086,139.0
688,151347,492.3,1962,151175,77,-132.35220275878908,18.709697477075437,0.001,604.2285720799999,,
692,151921,474.95,1966,151757,77,-132.69067533251265,13.582305058627062,0.001,590.1973376899999,,
,152000,,,151894,,-132.11370186183763,23.627326076048135,0.001,,322.6349184215069,131.7
696,152452,463.12,1971,152281,77,-131.91871349628155,17.84889731682264,0.001,581.1898514100001,,
,153000,,,152835,,-132.25530535554233,16.606689023644957,0.001,,326.73771771788597,139.5
700,153003,428.63,1976,,77,,,,553.5066416999999,,
704,153571,394.31,1980,153405,77,-133.1904338200887,16.508046504524017,0.001,525.9010245900001,,
,154000,,,153919,,-133.64466190338135,21.447169985622168,0.001,,313.1903890609741,129.3
708,154077,369.12,1985,,77,,,,507.4552326200001,,
712,154589,334.24,1988,154423,77,-134.61651488273375,21.59384079170227,0.001,479.9243968999999,,
,155000,,,154831,,-134.55249321460724,19.64276054315269,0.001,,389.1127473950386,143.2
716,155129,308.57,1993,154975,77,-134.8327119615343,16.916823474897278,0.001,462.75423323999996,,
720,155658,273.86,1997,155498,77,-136.4279697302616,12.441324088409656,0.001,433.75558414,,
,156000,,,155890,,-136.76865868201622,8.35235325495402,0.001,,304.93844636678693,125.9
724,156175,267.7,2002,156018,78,-137.2175521850586,7.918886037543416,0.001,434.79549768000004,,
728,156761,248.79,2005,156586,78,-137.3399463452791,21.024597542850596,0.001,423.8691977099999,,
,157000,,,156874,,-137.87894984654017,16.591005550112044,0.001,,328.35484929084777,135.7
732,157328,214.46,2011,157160,78,-138.78528285670924,24.728483225848223,0.001,396.25722719999993,,
736,157880,184.22,2015,157723,78,-140.83908574030949,12.333993416706114,0.001,370.36112936999996,,
,158000,,,157853,,-141.93377732496995,17.19101475752317,0.001,,329.45942410230634,135.1
740,158421,151.68,2020,158256,78,-141.4395987374442,38.83580476556506,0.001,341.71062061,,
744,158966,141.41,2024,158812,78,-143.03412859367603,11.47858614411973,0.001,335.05366021000003,,
,159000,,,158939,,-141.85278538295202,15.698875410350288,0.001,,317.72087943553925,129.2
748,159512,141.45,2029,159350,78,-142.54874619704026,19.937641264842107,0.001,336.78448990000004,,
,160000,,,159898,,-143.26951731806216,12.188832911261677,0.001,,320.6016281366348,134.4
752,160060,138.78,2034,,78,,,,333.92258205999997,,
756,160625,136.21,2038,160451,78,-143.79815172467912,24.538221526145936,0.001,332.10233676,,
,161000,,,160892,,-143.23048706054686,18.29874694188436,0.001,,374.5368430137634,148.4
760,161219,136.76,2043,161038,78,-143.4102868903173,21.54463946166104,0.001,334.52715155000004,,
764,161771,136.82,2047,161612,79,-144.21463056291853,17.04254153626306,0.001,334.63369677000003,,
,162000,,,161891,,-144.51739543758026,20.823262987493656,0.001,,377.9937355875969,147.1
768,162379,137.75,2053,162211,79,-143.5815576171875,17.556459381090885,0.001,338.28728835000004,,
772,162910,137.77,2056,162741,79,-144.91175091083232,14.439440898312867,0.001,338.71227747000006,,
,163000,,,162883,,-143.74527278416593,18.82294346748943,0.001,,320.6511898756027,133.6
776,163432,137.57,2061,163279,79,-144.89180980009192,15.980179457103505,0.001,338.08448380999994,,
780,163972,137.56,2064,163797,79,-144.03662204742432,28.36550354218298,0.001,338.69323732000004,,
,164000,,,163945,,-144.38209224391628,19.90030662433521,0.001,,328.61647523641585,130.7
784,164476,137.1,2069,164321,79,-144.98401968819755,21.64475386861771,0.001,338.0850736,,
,165000,,,164857,,-144.79988390778843,11.647034588314238,0.001,,337.3452900648117,139.4
788,165023,136.76,2074,,79,,,,337.28036333000006,,
792,165631,137.1,2077,165472,79,-145.82964935302735,20.089330362823773,0.001,339.00687102999996,,
,166000,,,165904,,-145.1484690084086,20.12253254067664,0.001,,399.0842796325684,167.1
796,166261,138.09,2083,166089,79,-144.8141225731891,22.140359899160025,0.001,340.49663799999996,,
800,166850,138.47,2086,166682,79,-145.58604835602173,11.284186905080622,0.001,341.51449035999997,,
,167000,,,166823,,-145.82791137695312,11.760110692774996,0.001,,402.31032478809357,196.5
804,167437,138.66,2092,167273,80,-146.29350148076597,21.172479034327775,0.001,341.4961543,,
,168000,,,167896,,-146.3849230598001,17.254303851776573,0.001,,359.7530177116394,148.5
808,168065,139.88,2097,,80,,,,345.16270446000004,,
812,168711,141.22,2101,168531,80,-147.42317888813633,13.282789455947055,0.001,348.6042336000001,,
,169000,,,168970,,-147.1168893178304,16.843959870038333,0.001,,371.1525324702263,144.4
816,169282,141.53,2106,169108,80,-147.34125728883606,30.842277882755667,0.001,348.55103862000004,,
820,169835,141.77,2109,169671,80,-147.46053480065387,22.664832191190857,0.001,349.76021595000003,,
,170000,,,169948,,-147.06129891531808,22.447163258280074,0.001,,362.4861859202385,135.8
824,170398,142.23,2114,170225,80,-147.56013424295776,18.09405506328798,0.001,352.38478328,,
828,170974,142.13,2117,170803,80,-148.31198935312767,25.981721740190675,0.001,352.4840806,,
,171000,,,170947,,-147.55360391404895,15.924790137343937,0.001,,537.5457643866539,241.2
832,171722,143.94,2125,171545,80,-148.27334307502298,13.966511132424337,0.001,357.69060862000003,,
,172000,,,171838,,-148.5422060224745,14.825683735467337,0.001,,448.7816055774689,154.0
836,172299,144.19,2130,172134,80,-149.0195924913561,26.738253852948038,0.001,360.11304981,,
840,172883,144.62,2134,172710,80,-148.08504795383763,19.01716639882042,0.001,363.2604045899999,,
,173000,,,172856,,-148.0482643859027,14.623452911638234,0.001,,431.40552854537964,165.1
844,173509,145.43,2140,173332,81,-148.382321871244,12.63564020587552,0.001,366.33404302,,
,174000,,,173870,,-148.17851416546367,26.4472641830859,0.001,,783.3499621510506,591.6
,175000,,,174205,,-148.3198028381713,17.16308498169059,0.001,,690.2198909819126,500.1
848,175232,157.2,2158,,81,,,,378.94370785000007,,
,176000,,,175205,,-148.76169165039062,18.130545597314836,0.001,,1076.3932163476943,1000.0
,177000,,,176205,,-149.15746954345704,19.619189879179,0.001,,1074.6569487929344,1000.0
,178000,,,177205,,-148.55035931396483,18.42609207880497,0.001,,1073.1853337943553,1000.0
852,178446,183.86,2215,178205,80,-148.69663452148438,18.651389526486398,0.001,403.56259900999993,,
,179000,,,178419,,-148.12857069924613,14.047315755737163,0.001,,1034.2208004295826,925.0
,180000,,,179907,,-147.28548223322088,17.330568191292997,0.001,,500.08915137052537,193.3
856,180116,194.91,2239,,80,,,,417.70538606,,
860,180952,197.33,2244,180640,80,-147.0622865144197,15.545980645520654,0.001,424.74880894,,
,181000,,,180925,,-147.1558845412563,13.730497812388236,0.001,,652.242504042387,313.3
864,181626,198.55,2252,181447,80,-146.5653899056571,9.49070855005253,0.001,430.83450209,,
,182000,,,181906,,-146.9850293209678,19.562252380345996,0.001,,605.2102815151214,199.2
868,182321,199.42,2258,182125,80,-146.51734392358622,20.222181927667904,0.001,434.80775654999997,,
872,182957,200.47,2262,182762,80,-146.85741176605225,21.67445137947798,0.001,439.6579487000001,,
,183000,,,182930,,-146.52999768938338,27.34615486150696,0.001,,433.34861372709275,155.3
876,183691,202.59,2269,183473,80,-145.44240350832885,19.887077717945495,0.001,448.0491501700001,,
,184000,,,183833,,-146.1619393484933,19.423057063796815,0.001,,576.8503052771091,196.1
880,184415,204.43,2276,184220,81,-145.22194476460302,13.435997301755949,0.001,455.18131913999997,,
,185000,,,184810,,-145.01612542902382,21.09040552898518,0.001,,560.5386438369751,204.3
884,185239,207.63,2283,185014,81,-145.3918036666571,17.266335379843618,0.001,466.58627668,,
888,185951,209.28,2288,185719,81,-145.16370406240787,16.47394243388806,0.001,472.90901750000006,,
,186000,,,185924,,-145.6286127775618,14.54442870500611,0.001,,388.47265552282335,154.7
892,186691,210.6,2294,186458,81,-144.61610227642637,19.306428212108035,0.001,478.23197540000007,,
,187000,,,186808,,-144.5366121927897,19.074469539854263,0.001,,692.5516160726547,244.1
896,187521,212.6,2302,187288,81,-144.31873584615772,18.128158006833228,0.001,486.73050914999993,,
,188000,,,187912,,-144.64068195607402,19.569027485233722,0.001,,493.06930935382843,177.0
900,188292,214.42,2309,188062,81,-144.3029044596354,21.858841621081034,0.001,495.34986374,,
,189000,,,188843,,-144.68438913040802,20.995874087680832,0.001,,661.9668844938278,216.1
904,189077,216.4,2316,,81,,,,505.24325966,,
908,189890,218.25,2322,189674,81,-145.80653396162015,18.62497110832028,0.001,512.77086315,,
,190000,,,189863,,-144.76148597230303,20.03822141728073,0.001,,388.5673534154892,150.2
912,190585,218.74,2329,190352,81,-145.17691903162483,19.947557419237466,0.001,516.51487281,,
,191000,,,190930,,-146.06619635687935,19.704017309347787,0.001,,646.4656397223473,205.6
916,191356,220.74,2337,191135,81,-146.27442513260186,15.364402430231978,0.001,526.4129969500001,,
,192000,,,191849,,-146.1641053852282,19.078311754146796,0.001,,642.4650746464729,205.8
920,192083,222.48,2345,,81,,,,534.0067462,,
924,192878,224.8,2351,192660,82,-146.10529268704929,22.88181241122997,0.001,543.42119466,,
,193000,,,192851,,-146.9839962607936,22.31352797603108,0.001,,535.147865664959,177.2
928,193569,225.95,2359,193404,82,-147.30128024174616,18.729139052904568,0.001,548.2293930499999,,
,194000,,,193971,,-146.90872531467014,24.407954333564653,0.001,,552.5305194735527,185.0
932,194327,226.05,2366,194155,82,-147.34086874256963,17.507476060286812,0.001,551.57520255,,
,195000,,,194931,,-147.5613961434579,24.58858541754989,0.001,,531.427575469017,178.7
936,195145,228.46,2373,,82,,,,560.3982170900001,,
940,195771,228.88,2378,195599,82,-146.25545556994453,16.346654698145475,0.001,560.04785153,,
,196000,,,195883,,-147.70494455531025,29.758504718327693,0.001,,665.9983133733273,229.4
944,196571,230.62,2385,196330,82,-148.0353083024945,30.871340720138885,0.001,565.5213537300001,,
,197000,,,196746,,-147.96907058564744,26.472668530917403,0.001,,641.3756381869316,230.9
948,197425,221.93,2393,197255,82,-148.34703408148056,26.674143242925293,0.001,562.14575219,,
,198000,,,197961,,-149.2514472051498,23.235489237199136,0.001,,685.334959256649,216.9
952,198194,197.48,2400,,82,,,,546.2628893699999,,
956,198974,188.58,2405,198735,82,-149.5718710763114,27.332574283683694,0.001,542.02614955,,
,199000,,,198947,,-149.58135453710017,25.833060964098518,0.001,,718.8821588754654,230.7
960,199837,188.85,2413,199585,82,-149.34627746582032,22.268852965748724,0.001,546.7164454299999,,
,200000,,,199810,,-150.40412160147608,19.218421717749703,0.001,,726.4844242870807,240.3
