rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/episodes,time/total_timesteps,time/time_elapsed,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss,eval/mean_reward,eval/mean_ep_length
22.75,12.7314175,3472,4,91,0,,,,,,
19.5,12.164606375,547,8,156,0,0.001,0.02370502632111311,55,-0.6571765661239624,,
16.333333333333332,9.92484225,416,12,196,0,0.001,0.003294856776483357,95,-0.7472144961357117,,
16.25,12.98953075,354,16,260,0,0.001,0.00959015433380211,147,-1.1155792691490867,,
17.5,18.2900778,296,20,350,1,0.001,0.027420268140055916,237,-1.640695658597079,,
18.25,21.6958405,275,24,438,1,0.001,0.05541416820646687,325,-2.080226854844527,,
18.821428571428573,24.201248749999998,258,28,527,2,0.001,0.0795204382051121,414,-2.539406581358476,,
19.25,24.8379865625,245,32,616,2,0.001,0.1004227189855142,502,-2.989037665453824,,
19.083333333333332,21.933052638888892,238,36,687,2,0.001,0.09610449336469173,579,-3.0513825151655407,,
18.95,19.6097285,235,40,758,3,0.001,0.10556554476566174,649,-2.971576690673828,,
18.84090909090909,17.714005954545456,234,44,829,3,0.001,0.15868468541238043,720,-2.8705607255299888,,
18.770833333333332,16.129407562500003,232,48,901,3,0.001,0.11424179457955891,792,-3.033816761440701,,
18.692307692307693,14.789690557692309,228,52,972,4,0.001,0.18997876760032442,864,-2.9548697471618652,,
,,,,1000,,0.001,0.2315487405833076,898,-3.0574929184383817,-1.322775922715664,17.9
18.607142857142858,13.656532535714287,219,56,1042,4,0.001,0.15486637546735652,933,-2.760605424642563,,
18.55,12.660055683333333,217,60,1113,5,0.001,0.1391478149841229,1004,-2.7050903373294406,,
18.5,11.795002859375,217,64,1184,5,0.001,0.1868291948404577,1075,-2.7636483245425754,,
18.470588235294116,11.024667102941176,218,68,1256,5,0.001,0.18415046255621645,1147,-2.658987283706665,,
18.430555555555557,10.338563694444444,218,72,1327,6,0.001,0.1634698326096815,1218,-2.6741503609551325,,
18.407894736842106,9.715763171052632,216,76,1399,6,0.001,0.24401644824279678,1290,-2.3957160313924155,,
18.3875,9.15908,216,80,1471,6,0.001,0.26280611753463745,1362,-2.5187271303600736,,
18.36904761904762,8.655051880952382,216,84,1543,7,0.001,0.1774155336121718,1434,-2.310266892115275,,
18.34090909090909,8.200730545454546,216,88,1614,7,0.001,0.20052619588871798,1505,-2.1165966855155096,,
18.32608695652174,7.774726304347827,216,92,1686,7,0.001,0.20976404804322454,1577,-2.0182215107811823,,
18.416666666666668,7.846766583333333,215,96,1768,8,0.001,0.2135230228304863,1654,-2.23406575123469,,
18.56,9.087760249999999,215,100,1856,8,0.001,0.4852408047603524,1743,-2.7554936625740747,,
18.83,10.668142090000002,215,104,1974,9,0.001,0.6370909535222583,1861,-3.1587402387098833,,
,,,,2000,,0.001,0.6748167852109129,1883,-3.128819292241877,75.4422953248024,41.4
19.33,12.267092969999998,209,108,2089,9,0.001,0.6518787694248286,1976,-3.800959977236661,,
19.81,13.60289193,209,112,2177,10,0.001,0.5751504167204812,2063,-3.9235100507736207,,
