time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/fps,train/critic_loss,train/actor_loss,train/learning_rate,train/n_updates,eval/mean_reward,eval/mean_ep_length
168,321.03752462,185.19,28751,165,173,4.259203822645422,-52.46331174657979,0.001,28507,,
,,,29000,,,4.107264063345692,-52.46715728272783,0.001,28867,318.818753734231,168.7
172,322.35102670000003,184.68,29365,169,173,4.434585394337773,-52.66268581151962,0.001,29140,,
,,,30000,,,3.9454744516100204,-53.34158978517028,0.001,29781,326.3953514993191,167.8
176,323.86498091,184.41,30050,172,173,,,,,,
180,325.84930137,184.76,30827,176,175,3.8672670677730014,-53.744158470767665,0.001,30535,,
,,,31000,,,4.230831049348666,-53.846226813576436,0.001,30754,375.03899201750755,203.8
184,331.49897853999994,187.8,31595,180,174,4.0808278246623715,-54.70481139538335,0.001,31331,,
,,,32000,,,3.7025027821735783,-55.0843500829005,0.001,31898,353.63559676408767,181.5
188,335.01093919000004,189.36,32341,185,174,3.7496547931750146,-55.17538097926548,0.001,32067,,
,,,33000,,,3.721415442545057,-55.470372456770676,0.001,32850,335.1280945241451,179.8
192,336.95763023,189.44,33131,189,174,,,,,,
196,340.66114504000006,190.84,33875,192,175,3.9786542719537086,-56.13933802174998,0.001,33589,,
,,,34000,,,3.736205093737499,-56.43514201797058,0.001,33802,360.3844815611839,191.5
200,342.88787701999996,191.96,34586,196,175,4.096193420536378,-56.42438922208898,0.001,34317,,
,,,35000,,,3.671008967301425,-57.22097234164967,0.001,34817,226.8495224535465,128.0
204,342.40993399000007,191.66,35176,199,175,3.9133856239772977,-57.460789937821644,0.001,34943,,
208,342.36738999,191.42,35849,202,176,4.000796006176923,-57.472830577563215,0.001,35612,,
,,,36000,,,4.252568925468667,-57.321350621242146,0.001,35879,278.44483612775804,155.4
212,339.7257606199999,190.02,36384,205,176,3.844825095990125,-57.97104538188261,0.001,36159,,
216,338.6962771800001,189.27,36993,208,177,4.412502685614995,-58.19495958600726,0.001,36782,,
,,,37000,,,4.3541436108989995,-57.79480815279311,0.001,36920,218.2477494597435,118.8
220,336.09897225000003,187.94,37584,211,177,4.186424493789673,-58.26688143850743,0.001,37360,,
,,,38000,,,4.035382900816021,-58.95907022866858,0.001,37820,250.4512714266777,137.7
224,334.55551439000004,186.76,38181,214,177,4.266980601847171,-58.54268274307251,0.001,37980,,
228,331.66185329000007,185.1,38712,217,178,4.281778381716821,-58.85197504105106,0.001,38491,,
,,,39000,,,4.295532230346922,-58.89574196225121,0.001,38765,292.8114909172058,149.2
232,328.41997927000006,182.62,39319,221,177,4.389148504235024,-58.72352050071539,0.001,39103,,
236,324.40941041,180.16,39939,224,177,4.3885360627561,-59.24705762448518,0.001,39717,,
,,,40000,,,4.266777139382074,-58.776790873209634,0.001,39866,276.84222892522814,139.4
240,320.40183497,178.2,40496,228,177,4.058194685351941,-59.35474753379822,0.001,40301,,
,,,41000,,,4.105984277384621,-59.18254852294922,0.001,40839,267.2716131746769,140.1
244,316.06352142,175.58,41051,231,177,,,,,,
248,312.58929248,173.7,41683,234,177,4.343932946908821,-59.31642628641962,0.001,41464,,
,,,42000,,,4.283666934607164,-59.327416038513185,0.001,41902,292.0161937025376,157.1
252,306.98253284000003,170.31,42293,238,177,4.278264158731931,-59.815306824523134,0.001,42056,,
256,307.39715696999997,169.27,42940,241,177,4.3842845944797295,-59.64477090274586,0.001,42672,,
,,,43000,,,4.1494417178325165,-59.73438176420546,0.001,42867,285.57179019451144,166.9
260,306.08945602999995,166.55,43596,245,177,4.090881986990987,-59.87574963039822,0.001,43342,,
,,,44000,,,4.243429709970951,-60.04542512893677,0.001,43881,260.9379750147462,147.5
264,301.27779697,163.74,44250,249,177,4.08392755134956,-59.97039800220065,0.001,44024,,
268,295.99799035,161.31,44882,251,178,4.280091363191604,-60.70479437510173,0.001,44647,,
,,,45000,,,4.192968830650235,-60.25707037654924,0.001,44809,279.20774989128114,155.9
272,293.8499546,160.78,45443,255,178,4.293711055408824,-60.77525069978502,0.001,45242,,
,,,46000,,,4.648024562835693,-60.83778896029033,0.001,45804,201.06140326187014,117.5
276,291.48977058,159.93,46043,258,178,,,,,,
280,289.68762476,158.96,46723,261,178,3.9676622669947776,-60.56517836922094,0.001,46509,,
,,,47000,,,4.6555790062993765,-60.87028741836548,0.001,46806,294.84927958380433,159.2
284,283.47823933,156.29,47224,264,178,4.130603278739543,-61.18876696236526,0.001,46964,,
288,280.32500012,154.99,47840,266,179,4.009369777066865,-61.5327711796415,0.001,47580,,
,,,48000,,,4.2117151716813686,-61.146351598924205,0.001,47767,315.97161275446416,186.9
292,278.56858432999996,154.36,48567,271,179,4.264537288481931,-61.43687452752906,0.001,48327,,
,,,49000,,,4.086807277467516,-61.40190447293795,0.001,48866,292.1185104250908,167.9
296,275.66984819000004,153.7,49245,274,179,4.020695098753898,-61.79535997068727,0.001,49021,,
300,275.20863175000005,153.72,49958,277,179,4.159434752726773,-61.715660130212065,0.001,49722,,
,,,50000,,,3.9088218738696328,-61.452863858069904,0.001,49885,313.3516122937202,187.5
304,276.83576001,154.72,50648,281,179,3.8152390397511997,-61.81201431078789,0.001,50373,,
,,,51000,,,4.090988688130197,-61.67862173227164,0.001,50921,341.2029147982597,190.1
308,277.72535044,155.18,51367,286,179,3.9821845112620173,-61.889146086990195,0.001,51106,,
,,,52000,,,4.112499541449315,-61.94721521914584,0.001,51704,366.8329676032066,204.6
312,282.83605506,158.11,52195,290,179,3.931984072285039,-62.060931307928904,0.001,51928,,
,,,53000,,,4.022451567503572,-62.36160664499542,0.001,52763,361.7931230470538,191.5
316,287.35082161,160.72,53065,295,179,,,,,,
320,291.24343897,162.55,53839,298,180,3.8368848193632927,-62.35962953065571,0.001,53576,,
,,,54000,,,3.8869259884482936,-62.42484660901521,0.001,53766,382.1670370042324,197.9
324,296.60945339,165.76,54757,302,180,3.956575429217416,-62.3691227759844,0.001,54308,,
,,,55000,,,3.718529936394405,-62.48660588526464,0.001,54867,290.64842704534533,164.1
328,301.47592659000003,168.15,55527,307,180,3.640646947688194,-62.56969197591146,0.001,55191,,
,,,56000,,,3.6827492905943187,-62.770020955403645,0.001,55890,299.0517348523252,184.2
332,304.03591561,170.0,56319,311,180,3.7904190606084365,-62.578394148084854,0.001,56035,,
,,,57000,,,3.399737487356347,-62.904078747852736,0.001,56768,322.36073689460756,186.3
336,305.18800322000004,170.94,57033,315,180,,,,,,
340,306.40819085000004,171.42,57638,318,181,3.480935471256574,-62.96855506896973,0.001,57404,,
,,,58000,,,3.4852910089221867,-63.14868532527577,0.001,57914,335.04436762332915,180.7
344,308.55389987,172.59,58310,322,180,3.7170451155507753,-63.20502439800062,0.001,58105,,
,,,59000,,,3.568622453792675,-63.65731368193755,0.001,58863,262.19652898311614,142.3
348,311.55709045000003,173.91,59074,326,181,,,,,,
352,312.46474733,173.93,59686,329,181,3.4010640160146965,-63.46093478834773,0.001,59473,,
,,,60000,,,3.6728077328320845,-63.42800329263928,0.001,59819,356.571657371521,177.7
356,317.19503877,176.09,60549,333,181,3.6883204933104476,-63.82237265362003,0.001,60236,,
,,,61000,,,3.551300626864536,-63.706013555112094,0.001,60871,359.40219495892524,184.3
360,316.49156032999997,175.04,61100,337,181,,,,,,
364,315.51421177,173.89,61639,339,181,3.4628474929797575,-63.463405752182005,0.001,61446,,
,,,62000,,,3.467797339680683,-64.00606987275273,0.001,61886,295.7684662818909,155.1
368,316.98162866,173.81,62263,343,181,3.5840504437685015,-63.639039754867554,0.001,62046,,
372,320.17665395999995,175.12,62955,345,181,3.5271497317302374,-64.06833220116886,0.001,62686,,
,,,63000,,,3.4684460953790315,-63.793541149217255,0.001,62882,283.1940756611526,162.2
376,320.96852273999997,175.13,63556,349,181,3.526344837026393,-64.15319625424667,0.001,63302,,
,,,64000,,,3.5676503990688464,-64.04205367144417,0.001,63827,320.30682928562163,164.4
380,322.8758965899999,175.52,64275,353,181,3.5905459382954765,-64.46161090626435,0.001,63997,,
384,328.75350832,177.68,64992,357,181,3.99534396101667,-64.60292639481393,0.001,64769,,
,,,65000,,,3.4958765808741252,-64.3244785563151,0.001,64919,263.0904773827642,183.5
388,330.14642802,178.32,65672,362,181,3.742720382375867,-64.16930615901947,0.001,65416,,
,,,66000,,,3.3813051357865334,-64.44846534729004,0.001,65918,368.7932052535005,230.2
392,332.19103544999996,178.78,66445,367,180,3.489674270876989,-64.69962943472514,0.001,66165,,
,,,67000,,,4.027110535689075,-64.4840580333363,0.001,66858,547.1756302654743,287.8
396,331.17376543,181.05,67350,373,180,3.9829037623935277,-64.45006769044059,0.001,67083,,
,,,68000,,,4.00992504948903,-64.95845796989673,0.001,67874,340.60738983649645,319.4
400,338.1179649,184.98,68456,380,179,4.020824480466065,-64.48334013182541,0.001,68107,,
,,,69000,,,3.907967696706933,-65.44881089911404,0.001,68549,588.2421546603503,425.7
404,340.5935531100001,191.48,69796,389,178,4.413158285312163,-64.94737847878115,0.001,69306,,
,,,70000,,,4.330024206952797,-64.9701274908506,0.001,69723,350.3818105220795,176.0
408,342.72898634000006,191.91,70558,395,178,4.634976626444264,-65.0242045426569,0.001,70302,,
,,,71000,,,4.301127336241982,-64.14369058609009,0.001,70817,429.0005097150803,218.4
412,347.72917647,193.36,71531,401,178,4.0205604123722845,-64.71589762001221,0.001,71230,,
,,,72000,,,4.621259130022061,-64.93278384208679,0.001,71828,309.0754554152489,154.1
416,346.04461625000005,191.63,72228,404,178,4.26575281813338,-65.33236318021207,0.001,71976,,
,,,73000,,,4.054463581866528,-64.95014158501682,0.001,72805,358.9243047773838,187.4
420,346.7010285500001,191.97,73036,410,178,,,,,,
424,343.66989287,190.04,73761,413,178,4.4459322523779985,-65.23296449242568,0.001,73506,,
,,,74000,,,4.283789657629454,-64.9472668825925,0.001,73688,368.34864777326584,199.3
428,345.00849466999995,191.23,74650,419,177,4.266195279765504,-65.18233658640008,0.001,74423,,
,,,75000,,,4.477898859641921,-64.85482197076502,0.001,74719,532.7683674275875,273.3
432,351.06545721000003,193.62,75681,426,177,4.14881631364795,-65.25256526402065,0.001,75448,,
,,,76000,,,4.427089088352014,-65.43571888808663,0.001,75890,310.41732835173605,164.5
436,355.7851219200001,197.01,76734,431,178,4.237216856168664,-65.112008365584,0.001,76246,,
,,,77000,,,4.470092068346896,-65.26090057136477,0.001,76919,923.8030723066535,557.3
,,,78000,,,4.595609847926207,-65.5624605072588,0.001,77672,504.70402176976205,247.1
440,375.50740464999996,206.94,78332,443,176,4.609436484270318,-65.61356646219889,0.001,77973,,
,,,79000,,,4.994815595864039,-65.50444276683827,0.001,78653,967.0464702606201,506.3
444,393.5243455599999,214.98,79808,453,176,4.77721508027433,-65.89407753158402,0.001,79465,,
,,,80000,,,4.578022104722482,-65.58242755466037,0.001,79735,834.7740837275982,405.2
,,,81000,,,4.721467231088595,-65.74133194470015,0.001,80222,904.0025737992953,599.6
448,413.03352056999995,227.05,81779,468,174,5.081222402767872,-65.88734658308856,0.001,81476,,
,,,82000,,,5.032904379264168,-65.75035645858101,0.001,81706,658.3743398450315,399.8
,,,83000,,,4.8257444539377765,-65.62781516454552,0.001,82550,622.3765792064369,395.0
452,426.15275269,235.1,83196,478,173,,,,,,
,,,84000,,,4.889149496132125,-65.95391861765009,0.001,83692,608.0291306495667,327.7
456,437.03226445,243.37,84886,489,173,5.145330501067174,-65.63987132481166,0.001,84264,,
,,,85000,,,5.386033142416421,-65.54267806728392,0.001,84813,535.8953495740891,270.8
,,,86000,,,5.597710669887522,-65.36539209645478,0.001,85917,1366.423983124271,845.0
460,456.4222326699999,254.77,86577,504,171,5.251595975783876,-65.53635567214889,0.001,86311,,
,,,87000,,,5.342478566699558,-65.51504798451806,0.001,86819,507.4168718516827,291.2
464,466.17714213,261.3,87769,510,171,5.3330773991397304,-65.16958402976012,0.001,87331,,
,,,88000,,,5.304443832773429,-64.97324730799748,0.001,87904,512.539221727848,258.6
468,472.50408222,264.28,88691,516,171,5.527275809186249,-64.76560307299997,0.001,88384,,
,,,89000,,,5.386374557367429,-65.39708033329299,0.001,88857,429.71475610136986,231.6
,,,90000,,,5.545097008266964,-64.61978418363941,0.001,89740,592.4387917041779,307.6
472,482.63727351,270.99,90054,525,171,,,,,,
,,,91000,,,5.538444538761799,-64.32894323822251,0.001,90247,785.5806965649128,526.1
,,,92000,,,5.7630227644652035,-64.56169387817383,0.001,91196,1517.332669186592,899.4
476,514.01664756,292.54,92810,544,170,5.667452093839645,-64.26545593261719,0.001,92196,,
,,,93000,,,5.699018025794884,-64.04928740042227,0.001,92737,468.3869691133499,282.1
480,520.65282138,296.26,93901,552,169,5.8712713895406266,-63.343849416364705,0.001,93611,,
,,,94000,,,5.549855346503895,-63.602716358429795,0.001,93828,902.5342439934611,629.5
484,524.6852793999999,299.13,94905,560,169,5.5747556982740845,-63.056934228104154,0.001,94588,,
,,,95000,,,5.79566584063358,-63.124567407076476,0.001,94832,1181.7284348785877,655.9
,,,96000,,,5.746593853712082,-62.91118099975586,0.001,95832,1123.9853712797164,717.8
,,,97000,,,5.741863798549157,-62.23503386519337,0.001,96922,1127.5053950786591,652.0
488,552.9179732,316.16,97288,581,167,,,,,,
,,,98000,,,5.970809536147048,-61.93713294628055,0.001,97558,744.7956827782094,391.9
,,,99000,,,5.908557140195852,-61.37728734016419,0.001,98653,788.073588449508,421.2
492,567.4910804,325.59,99004,593,166,,,,,,
,,,100000,,,5.820299086716253,-61.19311405235613,0.001,99783,890.3380532924086,493.0
,,,101000,,,5.903276107496762,-60.413493737407116,0.001,100752,1260.034958645026,697.7
496,605.6623686700001,344.75,101825,610,166,,,,,,
,,,102000,,,6.007284201622009,-60.418184776306155,0.001,101752,737.2080453636357,467.0
,,,103000,,,6.022229226301033,-59.94704385425734,0.001,102121,968.0422642178834,600.9
,,,104000,,,6.032093254025377,-59.181395287294265,0.001,103598,717.9248738408089,362.7
500,626.7137280200001,357.79,104235,630,165,,,,,,
,,,105000,,,6.125199904395837,-58.64238857146233,0.001,104819,912.1071422353386,497.4
504,640.3105911199999,360.07,105803,639,165,5.904885412483085,-58.319518212558464,0.001,105112,,
,,,106000,,,5.998157415575194,-58.184497561655384,0.001,105730,824.7630919709802,485.9
,,,107000,,,5.791459471895424,-57.65539063933146,0.001,106834,684.1252756476403,398.1
508,648.1002063699999,365.96,107154,651,164,,,,,,
,,,108000,,,5.917194808324178,-57.02410135950361,0.001,107721,874.1409224397503,568.9
512,658.28750343,374.29,108960,662,164,5.999786599388336,-56.677876808123884,0.001,108437,,
,,,109000,,,6.111616081661648,-56.42892834133572,0.001,108887,560.7266764722765,313.2
,,,110000,,,5.955774898451518,-56.34214066296089,0.001,109712,1068.0552701491747,575.1
516,672.5640588299998,381.69,110397,675,163,6.0615891881926895,-55.89543963538276,0.001,110073,,
,,,111000,,,5.932951094375716,-55.815350426567925,0.001,110821,837.7045083403588,370.0
520,683.3436432400001,386.42,111678,682,163,6.133731372363575,-55.50232139176237,0.001,111154,,
,,,112000,,,6.137537728116362,-55.17698073229253,0.001,111906,535.481091862917,295.3
524,697.04399899,391.77,112938,691,163,6.405948125108888,-55.09564846376829,0.001,112538,,
,,,113000,,,6.152518101059333,-54.62939925866624,0.001,112865,567.368710321188,279.3
,,,114000,,,5.954997770156634,-54.44613733235195,0.001,113840,490.5154958486557,239.7
528,706.52356302,395.25,114175,699,163,,,,,,
,,,115000,,,6.1195410331944835,-54.09644216084652,0.001,114895,498.14811368584634,241.5
532,707.7889262099999,394.8,115161,706,163,,,,,,
,,,116000,,,6.1856836342230075,-53.90919131717166,0.001,115744,426.2716818451183,276.1
536,711.4544141800002,395.26,116260,712,163,6.0669125917088635,-53.89032108500852,0.001,115981,,
,,,117000,,,5.999683266313969,-53.269883577940895,0.001,116706,559.6675483524799,266.7
540,702.59232179,390.67,117399,718,163,5.987777212484559,-53.40111635402291,0.001,117041,,
,,,118000,,,5.88847019856806,-53.45452461453433,0.001,117688,701.4650870484766,345.7
,,,119000,,,5.697089089749166,-53.15614289707608,0.001,118342,915.2535688106524,478.9
544,709.4334981100001,396.07,119415,729,163,,,,,,
,,,120000,,,6.018277550763625,-52.721171358798415,0.001,119922,776.1171191328206,372.0
548,699.2230661499999,388.0,120579,739,163,6.168039713887607,-52.56072547015022,0.001,120262,,
,,,121000,,,6.114569451421352,-52.46919011834807,0.001,120912,570.2466665700078,275.7
552,698.38791466,385.5,121746,746,163,5.897538956300712,-52.31493890480917,0.001,121446,,
,,,122000,,,6.12751258631884,-52.40865025277865,0.001,121909,516.4337159514428,246.6
556,691.18920987,377.89,122675,751,163,5.93834063245895,-51.750153076954376,0.001,122369,,
,,,123000,,,5.867610402540727,-52.091029174136416,0.001,122877,494.18387833740564,246.4
560,681.4688980000001,370.84,123661,757,163,5.662695139173477,-51.81344913301014,0.001,123298,,
,,,124000,,,5.792682492436039,-51.754637772696356,0.001,123869,618.9145515441894,318.5
,,,125000,,,5.68849515063422,-51.88390657499239,0.001,124515,563.9938812496606,308.6
564,687.91318315,372.41,125010,766,163,,,,,,
,,,126000,,,5.8561899930739,-51.66076707611814,0.001,125752,458.7163603728171,237.8
568,695.5367029199999,376.84,126375,775,162,5.547913470438549,-51.617595774786814,0.001,125976,,
,,,127000,,,5.796319715019797,-51.568881104209204,0.001,126743,559.1968144736951,324.3
572,699.54452018,376.93,127747,783,162,5.667558250427246,-51.77877899452492,0.001,127405,,
,,,128000,,,5.685892537236214,-51.65015826906477,0.001,127898,450.09452498555186,218.8
576,677.8392232299999,360.05,128815,789,163,5.592974599202474,-51.50088359948361,0.001,128454,,
,,,129000,,,5.6669698630770045,-51.552335553699066,0.001,128742,593.2950228409725,295.5
580,680.8685726199999,359.96,129897,796,163,5.895358603471403,-51.51223312669499,0.001,129591,,
,,,130000,,,5.859391582881944,-51.44439465775449,0.001,129824,628.0596357405186,267.9
584,685.8402107400001,360.09,130914,801,163,6.151028705007247,-51.340847539537734,0.001,130601,,
,,,131000,,,5.990645085771878,-51.344670581817624,0.001,130841,577.366458672285,259.5
588,668.2096833400001,346.63,131951,807,163,5.915615326318985,-51.52156057113256,0.001,131650,,
,,,132000,,,5.86393850309807,-51.316785979689215,0.001,131878,550.1594122081995,276.1
592,661.07262494,339.69,132973,813,163,6.039140987039059,-51.76737904369383,0.001,132651,,
,,,133000,,,5.827889316053276,-51.47399572753906,0.001,132900,546.4230505462735,267.4
596,633.2335341899999,321.06,133931,818,163,5.914377021606855,-51.321515643869645,0.001,133660,,
,,,134000,,,5.813956913321909,-51.56305960452918,0.001,133858,475.82461499236524,249.0
600,609.05767988,305.05,134740,823,163,5.780004141694408,-51.51578716798262,0.001,134483,,
,,,135000,,,5.7401441023311515,-50.980932682118514,0.001,134854,411.1675708737224,211.7
604,599.132327,298.92,135695,828,163,5.745991627375285,-51.26749532362994,0.001,135279,,
,,,136000,,,5.99484107169238,-51.33882464784564,0.001,135886,880.3145430713892,421.2
608,600.62223453,297.92,136946,837,163,5.746669159599798,-51.13563579559326,0.001,136673,,
,,,137000,,,5.597105702161789,-51.426717567443845,0.001,136873,567.6743621647358,247.3
612,590.1318120700001,288.5,137810,842,163,5.701495066874445,-51.62927891991355,0.001,137455,,
,,,138000,,,5.529855947967962,-51.53892343940464,0.001,137737,422.1919916540384,218.1
616,578.3160417600001,282.13,138610,847,163,5.4009695225867675,-51.44441549060414,0.001,138357,,
,,,139000,,,5.416929759548209,-51.60734219497509,0.001,138908,391.1654593229294,189.8
620,568.27090226,276.69,139347,852,163,5.357024799111069,-51.439078464302966,0.001,139094,,
,,,140000,,,5.379379175775062,-51.389770157840275,0.001,139882,424.1873408317566,207.5
624,557.8492671700001,272.1,140148,857,163,,,,,,
628,549.9195530400001,267.5,140925,860,163,5.381842329767015,-52.03744197421604,0.001,140655,,
,,,141000,,,5.569518918313351,-51.7868406507704,0.001,140852,424.5051365584135,206.4
632,547.2300464000001,266.24,141785,865,163,5.688060094725411,-51.72062855846477,0.001,141497,,
,,,142000,,,5.6684422149214635,-51.65117751227485,0.001,141712,530.8318340718746,238.7
636,546.8778572,265.63,142823,871,163,5.445465335031835,-51.91584087464867,0.001,142544,,
,,,143000,,,5.525681912320332,-51.8863990561476,0.001,142750,609.6225273489952,261.3
640,545.05911697,263.5,143749,877,163,5.298934498040572,-51.838795205821164,0.001,143478,,
,,,144000,,,5.2961399122841,-51.94745401541392,0.001,143869,464.116721701622,199.7
644,525.7209371700001,251.38,144553,882,163,5.690269206021283,-52.20481577005472,0.001,144293,,
,,,145000,,,5.531897387176595,-52.10531729840218,0.001,144879,462.6507716298103,198.8
648,520.77872463,247.67,145346,887,163,5.4144103797440675,-52.31160861929667,0.001,145073,,
,,,146000,,,5.620945309070831,-52.27873879290642,0.001,145874,430.452082914114,205.3
652,514.0498305,243.89,146135,892,163,,,,,,
,,,147000,,,5.617623434579077,-52.35059009898793,0.001,146750,513.3073862433433,243.0
656,514.17197376,243.98,147073,898,163,,,,,,
,,,148000,,,5.609205567647541,-52.30083574567522,0.001,147867,438.390725761652,209.7
660,517.27363935,244.94,148155,904,163,,,,,,
,,,149000,,,5.533208513029532,-52.238422027001015,0.001,148706,622.0299321174622,285.8
664,509.8621586500001,240.89,149099,910,163,,,,,,
