rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/episodes,time/total_timesteps,time/fps,train/learning_rate,train/actor_loss,train/n_updates,train/critic_loss,eval/mean_reward,eval/mean_ep_length
13.752862,0,17.0,4,68,3216,,,,,,
10.710274875,0,14.125,8,113,1152,0.001,-0.7661793927351633,12,0.3187069905300935,,
9.12672025,0,11.75,12,141,599,0.001,-0.9118012636899948,40,0.019505046840224947,,
8.333583375,0,10.5625,16,169,469,0.001,-0.9397261440753937,68,0.006464516278356314,,
7.852440899999998,0,9.85,20,197,385,0.001,-0.9749816954135895,96,0.004680264741182327,,
7.526660958333333,0,9.375,24,225,349,0.001,-1.0367715060710907,124,0.0029714608431926797,,
7.290759357142856,0,9.035714285714286,28,253,327,0.001,-1.0670220851898193,152,0.004187785188800522,,
7.116817875000001,0,8.78125,32,281,307,0.001,-1.0979392528533936,180,0.007415466010570526,,
6.981457416666668,1,8.583333333333334,36,309,296,0.001,-1.15140500664711,208,0.005418966590826001,,
6.873481125,1,8.425,40,337,286,0.001,-1.170944094657898,236,0.004660150967538357,,
6.786929727272727,1,8.295454545454545,44,365,278,0.001,-1.2339232861995697,264,0.0030407176985006246,,
6.7125484166666665,1,8.1875,48,393,274,0.001,-1.2619974315166473,292,0.006721796534423318,,
6.64829425,1,8.096153846153847,52,421,268,0.001,-1.2547312378883362,320,0.004451029002666473,,
6.594697035714286,1,8.017857142857142,56,449,263,0.001,-1.2944137752056122,348,0.004857371827321393,,
6.5470005,1,7.95,60,477,260,0.001,-1.331751435995102,376,0.014536254307521241,,
6.5095954375,1,7.890625,64,505,255,0.001,-1.3322061598300934,404,0.005400603038391897,,
6.473709588235294,2,7.838235294117647,68,533,252,0.001,-1.3651431798934937,432,0.005953872277002249,,
6.445386750000001,2,7.791666666666667,72,561,250,0.001,-1.4266722798347473,460,0.003718339738302997,,
6.415152960526316,2,7.75,76,589,248,0.001,-1.4787630140781403,488,0.004731632569538695,,
6.391156975000001,2,7.7125,80,617,247,0.001,-1.4928610622882843,516,0.00897850442145552,,
6.366269452380953,2,7.678571428571429,84,645,246,0.001,-1.5178068280220032,544,0.0181023338144379,,
6.344770988636364,2,7.6477272727272725,88,673,245,0.001,-1.527914583683014,572,0.007829927739554219,,
6.325515532608696,2,7.619565217391305,92,701,244,0.001,-1.5368817448616028,600,0.006309944737170424,,
6.308902833333335,3,7.59375,96,729,242,0.001,-1.561564415693283,628,0.005960181488522461,,
7.298244470000002,3,8.03,100,803,244,0.001,-1.9980011744932695,686,0.06341047411445867,,
8.28291068,3,8.22,104,890,232,0.001,-2.3591983318328857,774,0.12574545785107397,,
9.57819063,4,8.68,108,981,229,0.001,-2.9272299246354536,864,0.14252346872606061,,
,,,,1000,,0.001,-2.9409867850216953,887,0.16368735484454944,38.89345256090164,22.1
10.92246065,4,9.3,112,1071,217,0.001,-3.2464853633533823,955,0.21092002514911734,,
13.104289549999997,5,10.46,116,1215,225,0.001,-3.698351188139482,1045,0.24180477792802063,,
13.589523219999998,6,11.16,120,1313,216,0.001,-4.260693920983209,1201,0.36507492595248753,,
13.29167055,6,11.6,124,1385,216,0.001,-4.296984063254462,1273,0.37761668488383293,,
12.992268860000003,6,12.04,128,1457,215,0.001,-4.478122181362576,1345,0.40261254294051063,,
12.70022715,7,12.47,132,1528,214,0.001,-4.412653022342258,1417,0.312697880797916,,
12.807203030000004,7,12.95,136,1604,214,0.001,-4.608035299513075,1488,0.3721959951023261,,
14.106864690000004,7,13.55,140,1692,214,0.001,-4.929110908508301,1575,0.5165685064026287,,
15.420504450000001,8,14.16,144,1781,214,0.001,-5.202171282334761,1665,0.5146060067674388,,
16.720561319999998,8,14.76,148,1869,214,0.001,-5.478649486194957,1753,0.5402649376880039,,
18.02774173,9,15.36,152,1957,214,0.001,-5.7178215980529785,1840,0.5017592388959158,,
,,,,2000,,0.001,-5.99342003735629,1885,0.5295822017572143,38.78580940961838,22.2
19.333084569999997,9,15.96,156,2045,211,0.001,-5.963124491951683,1929,0.4983334622599862,,
20.62622305,10,16.55,160,2132,210,0.001,-6.436395385048606,2017,0.3603815236552195,,
21.94387397,10,17.16,164,2221,211,0.001,-6.833169026808306,2105,0.4893969361754981,,
23.256652060000008,10,17.77,168,2310,211,0.001,-6.974763909975688,2194,0.46151578879874683,,
24.587579260000002,11,18.39,172,2400,211,0.001,-7.465067299929532,2283,0.3885993395339359,,
25.914941000000002,11,19.01,176,2490,211,0.001,-7.721478418870405,2373,0.35745514556765556,,
27.217918769999997,12,19.61,180,2578,211,0.001,-8.134688594124533,2462,0.47585059702396393,,
28.52163376,12,20.21,184,2666,211,0.001,-8.253207206726074,2551,0.36798464540730824,,
29.83337603,12,20.81,188,2754,211,0.001,-8.94678631695834,2638,0.47872447019273584,,
31.15872579000001,13,21.42,192,2843,211,0.001,-9.300309788097035,2726,0.6609483171593059,,
32.47209214,13,22.02,196,2931,211,0.001,-9.284885146401145,2815,0.6278641755166261,,
,,,,3000,,0.001,-9.725614166259765,2901,0.6658575520628974,38.98573513031006,22.2
32.754835799999995,14,22.15,200,3018,206,,,,,,
32.78278191,15,22.17,204,3107,206,0.001,-10.10925206271085,2990,0.6650113562742869,,
32.740587569999995,15,22.15,208,3196,203,0.001,-10.180175383885702,3080,0.6679825277432151,,
32.69040726,16,22.12,212,3283,202,0.001,-10.584853432395242,3167,0.6847704662518068,,
31.82096528,16,21.56,216,3371,201,0.001,-10.962624376470393,3255,0.6052290472117338,,
32.66023798,17,21.47,220,3460,200,0.001,-10.765938845547764,3343,0.6167770928957246,,
34.277211349999995,17,21.64,224,3549,199,0.001,-11.384756088256836,3433,0.6586224151694257,,
35.89147258999999,18,21.8,228,3637,198,0.001,-11.473196029663086,3520,0.6208179869822094,,
37.51018391,18,21.98,232,3726,198,0.001,-11.887903993779963,3610,0.3959025259722363,,
38.68644216,19,22.09,236,3813,197,0.001,-12.038842114535244,3697,0.42443397505716846,,
38.71115958,19,22.1,240,3902,197,0.001,-12.547689958052201,3786,0.3943435021422126,,
38.70476504,20,22.09,244,3990,197,0.001,-12.776700886813076,3874,0.3566132851622321,,
,,,,4000,,0.001,-13.016431374983354,3896,0.4182160740548914,39.438951921463016,22.4
38.73390678,20,22.09,248,4078,195,0.001,-12.842171062122691,3962,0.3902529620311477,,
38.74252797,21,22.09,252,4166,195,0.001,-13.236215591430664,4050,0.266690693795681,,
38.761379670000004,21,22.1,256,4255,195,0.001,-13.190146793018688,4138,0.292506990107623,,
38.79541273999999,22,22.12,260,4344,194,0.001,-13.741393956271084,4228,0.24967133660208096,,
38.78627815,22,22.11,264,4432,194,0.001,-13.878406206766764,4316,0.2540080320575963,,
38.78688927,23,22.1,268,4520,194,0.001,-14.089350006797098,4404,0.26308395103974774,,
38.780247370000005,23,22.09,272,4609,193,0.001,-14.393484462391246,4492,0.26215084303509106,,
