time/fps,rollout/ep_len_mean,time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/n_updates,train/actor_loss,train/critic_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
168,58.15,192,39,81.29967848,6571,6349,-15.881092555939205,0.6096033299063134,0.001,,
,,,,,7000,6861,-16.848844485496407,0.6915499696980661,0.001,126.3,183.39368431568147
165,62.94,196,42,88.46366078999999,7078,,,,,,
167,67.93,200,45,95.86264039,7605,7383,-17.851789965774074,0.7391190280516943,0.001,,
,,,,,8000,7889,-18.7290316409752,0.7574028004475726,0.001,126.3,183.39368431568147
163,72.69,204,49,102.97474758999999,8109,,,,,,
165,77.49,208,52,110.14578343,8617,8400,-19.5592166149255,0.7540238199343208,0.001,,
,,,,,9000,8904,-20.256862848997116,0.8021741199681139,0.001,126.3,183.39368431568147
162,82.34,212,56,117.37584764000002,9130,,,,,,
161,87.03,216,59,124.41039541999999,9627,9414,-20.85744676282329,0.8367195030854594,0.001,,
,,,,,10000,9796,-21.3496174956813,0.8723520489804673,0.001,126.3,183.39368431568147
160,91.95,220,63,131.72544426,10147,9922,-21.596371241978236,0.8756543464130826,0.001,,
162,96.67,224,65,138.80776935999998,10647,10430,-22.09008445114386,0.9140328479106309,0.001,,
,,,,,11000,10805,-22.472659018731886,0.9153533153533936,0.001,126.3,183.39368431568147
161,101.39,228,68,145.88587341000002,11147,10930,-22.615485630338153,0.9155618748664855,0.001,,
163,106.23,232,71,153.09067474,11659,11435,-23.126334962390718,1.024855594313334,0.001,,
,,,,,12000,11813,-23.500253554313414,0.9915902605056762,0.001,126.3,183.39368431568147
162,110.98,236,74,160.17187479999998,12162,11937,-23.476805902296498,1.0840771390545754,0.001,,
163,115.71,240,77,167.24577007,12663,12439,-24.15696064118416,1.0988814387321473,0.001,,
,,,,,13000,12828,-24.41276755477443,1.0886827693744139,0.001,126.3,183.39368431568147
163,120.48,244,80,174.32349027,13168,12949,-24.53965228398641,1.0766132207941417,0.001,,
164,125.42,248,83,181.58674829,13690,13464,-24.9638908330132,1.0563624479152538,0.001,,
,,,,,14000,13861,-25.170430856592514,1.120744205573026,0.001,126.3,183.39368431568147
162,127.65,252,87,184.96787205999996,14207,13981,-25.3109117825826,1.1692233592271806,0.001,,
163,127.81,256,90,185.18798891999998,14721,14495,-25.57596676166241,1.135900049026196,0.001,,
,,,,,15000,14879,-25.74853900273641,1.2039790045131336,0.001,126.3,183.39368431568147
162,127.8,260,93,185.1615269,15224,15006,-25.7457757294178,1.2286752194870176,0.001,,
163,127.6,264,96,184.90886700000001,15725,15507,-26.13319556439509,1.2218943155202708,0.001,,
,,,,,16000,15882,-26.292652517557144,1.141546848230064,0.001,126.3,183.39368431568147
162,127.48,268,99,184.75336977000003,16223,16003,-26.415810267130535,1.2090996937318281,0.001,,
162,127.32,272,103,184.56494251000004,16737,16510,-26.612883538910836,1.2245158336379312,0.001,,
,,,,,17000,16898,-26.528644388372246,1.2418281336625416,0.001,126.3,183.39368431568147
161,127.35,276,106,184.60424835999999,17248,17027,-27.001151770353317,1.1753604453663493,0.001,,
162,127.22,280,109,184.44015538,17749,17527,-27.090642444671147,1.1900477319482774,0.001,,
,,,,,18000,17779,-26.965682398888372,1.4237638931274414,0.001,126.3,183.39368431568147
160,127.34,284,113,184.59771155,18269,18046,-27.1138026963419,1.2882344382149833,0.001,,
160,127.36,288,116,184.62062154999995,18796,18570,-27.52001275878022,1.235303909674178,0.001,,
,,,,,19000,18826,-27.57366907028925,1.2601476535797118,0.001,126.3,183.39368431568147
159,127.36,292,120,184.60313952000004,19307,19085,-27.596957597576203,1.1749259281933793,0.001,,
160,127.27,296,123,184.4781935,19805,19580,-27.61744976043701,1.1909396369611063,0.001,,
,,,,,20000,19843,-27.90918766368519,1.2294855758659822,0.001,126.3,183.39368431568147
159,127.21,300,127,184.40180107,20326,20111,-27.820058345794678,1.225909979904399,0.001,,
160,127.42,304,129,184.67055429999996,20851,20629,-28.11613130569458,1.2990616704611218,0.001,,
,,,,,21000,20883,-28.096743659367636,1.184444030908149,0.001,126.3,183.39368431568147
160,127.4,308,133,184.63115123,21357,21137,-28.106798387342884,1.3515007140174988,0.001,,
160,127.25,312,135,184.44672602999998,21855,21634,-28.2867107068078,1.3438427731142206,0.001,,
,,,,,22000,21889,-28.527601033449173,1.2573464503583982,0.001,126.3,183.39368431568147
160,127.39,316,139,184.61521693999998,22366,22136,-28.40133906167651,1.2835203219973852,0.001,,
161,127.25,320,141,184.44088601999997,22872,22649,-28.563947435409304,1.2985992138347928,0.001,,
,,,,,23000,22904,-28.97271576523781,1.342573540417228,0.001,126.3,183.39368431568147
160,127.31,324,145,184.50951808000002,23378,23160,-28.752564808679004,1.2653191938400268,0.001,,
161,127.31,328,148,184.48422552000002,23878,23658,-28.884510338306427,1.292221384724294,0.001,,
,,,,,24000,23783,-28.724640077160252,1.3466017894744873,0.001,126.3,183.39368431568147
160,127.1,332,151,184.21240978999995,24369,24151,-28.732120544679702,1.359797914981842,0.001,,
160,127.25,336,154,184.40267125999995,24887,24665,-29.02270883321762,1.2964059384539723,0.001,,
,,,,,25000,24792,-29.014424234628677,1.2906244641213904,0.001,126.3,183.39368431568147
159,127.37,340,158,184.55017279999996,25400,25176,-29.10467753334651,1.2735644888877868,0.001,,
160,127.48,344,161,184.70625692,25916,25700,-28.987145779737787,1.3512050153604194,0.001,,
,,,,,26000,25821,-29.200634765625,1.2720651271914647,0.001,126.3,183.39368431568147
159,127.27,348,165,184.43441336,26417,26195,-29.229873975118,1.2946100574879607,0.001,,
160,127.24,352,168,184.42566285,26931,26703,-29.170114335559663,1.3083210474862828,0.001,,
,,,,,27000,26836,-29.278410982729785,1.404284089579618,0.001,126.3,183.39368431568147
160,127.17,356,171,184.34270307,27438,27216,-29.07059354493112,1.397679893356381,0.001,,
160,127.11,360,174,184.26886670000005,27935,27715,-29.318324027522916,1.3831897142433351,0.001,,
,,,,,28000,27840,-28.979651890103778,1.4733664350509643,0.001,126.3,183.39368431568147
160,127.18,364,177,184.36087562999998,28443,28216,-29.174643652779714,1.4772308235168456,0.001,,
160,127.24,368,180,184.43836121999996,28947,28729,-29.168941740005735,1.4759700040178976,0.001,,
,,,,,29000,28852,-29.09508172927364,1.4412418608743,0.001,126.3,183.39368431568147
160,127.08,372,183,184.22800431999997,29445,29228,-28.91853452497913,1.5262040365033034,0.001,,
160,127.16,376,186,184.32871313000004,29964,29742,-29.268428127582258,1.4197164006935534,0.001,,
,,,,,30000,29869,-28.94266737075079,1.517442120811132,0.001,126.3,183.39368431568147
160,127.25,380,190,184.43642592,30474,30256,-29.024485848166726,1.4728365517754591,0.001,,
161,127.11,384,192,184.25286870999997,30980,30758,-28.821895720466735,1.4748376111984254,0.001,,
,,,,,31000,30885,-29.05812484499008,1.4792825851853437,0.001,126.3,183.39368431568147
160,126.82,388,195,183.89837873,31478,31263,-28.96081779116676,1.409350220646177,0.001,,
161,126.56,392,198,183.58925695000005,31963,31747,-29.17874039196577,1.359308090366301,0.001,,
,,,,,32000,31868,-29.172163916415855,1.4040792333193062,0.001,126.3,183.39368431568147
160,126.64,396,201,183.68222720999995,32469,32253,-28.94338883620042,1.3430676038448628,0.001,,
161,126.61,400,204,183.64319774999996,32987,32770,-29.14278149960646,1.362549850815221,0.001,,
,,,,,33000,32892,-29.5066276612829,1.3171753209145343,0.001,126.3,183.39368431568147
161,126.55,404,207,183.5751187,33506,33284,-29.239488895122822,1.2809309806934623,0.001,,
,,,,,34000,33792,-29.16427716612816,1.3702742168679833,0.001,126.3,183.39368431568147
161,126.6,408,211,183.62560154999994,34017,,,,,,
161,126.88,412,213,183.96505911,34543,34317,-29.00786446791429,1.2992935574971713,0.001,,
,,,,,35000,34826,-29.103969204810358,1.3286220421714168,0.001,126.3,183.39368431568147
161,126.84,416,217,183.92904887999998,35050,,,,,,
161,126.81,420,220,183.88508262,35553,35339,-29.17228395430768,1.363864713027829,0.001,,
,,,,,36000,35827,-29.223897578352588,1.4273565068083294,0.001,126.3,183.39368431568147
161,126.74,424,223,183.78479675999998,36052,,,,,,
162,126.82,428,225,183.90007881000002,36560,36337,-29.150361900898947,1.3478552805052864,0.001,,
,,,,,37000,36844,-29.319746017456055,1.4362283499222102,0.001,126.3,183.39368431568147
161,126.94,432,228,184.05753074000003,37063,,,,,,
162,126.95,436,231,184.0766719,37582,37351,-29.15147006322467,1.3761084610082972,0.001,,
,,,,,38000,37873,-29.107499706211375,1.470963094661485,0.001,126.3,183.39368431568147
162,126.98,440,234,184.10105423000002,38098,,,,,,
162,126.89,444,237,183.96703782,38605,38379,-28.98873948269203,1.4161623663049403,0.001,,
,,,,,39000,38889,-29.286491605970596,1.4127831411740137,0.001,126.3,183.39368431568147
162,126.9,448,240,184.00037096,39107,,,,,,
162,126.72,452,243,183.76637355,39603,39384,-29.198701828718185,1.4495179187506437,0.001,,
,,,,,40000,39897,-29.360602452204777,1.3355835323150342,0.001,126.3,183.39368431568147
162,126.78,456,247,183.82800219,40116,,,,,,
162,126.91,460,249,184.00573352,40626,40402,-29.56122492180496,1.4244169338804777,0.001,,
,,,,,41000,40799,-29.15460511409875,1.4627530189385092,0.001,126.3,183.39368431568147
162,126.97,464,253,184.07465096000004,41140,40926,-29.227200508117676,1.4370393340043195,0.001,,
162,127.0,468,255,184.11678552,41647,41421,-29.06780014663446,1.5762009215159494,0.001,,
,,,,,42000,41814,-29.093339350686144,1.4179113093596787,0.001,126.3,183.39368431568147
162,127.26,472,259,184.42999135000002,42171,41941,-29.14544057089185,1.4772055951629097,0.001,,
162,127.41,476,262,184.61842590999996,42705,42475,-29.08857700228691,1.4355871940768041,0.001,,
,,,,,43000,42858,-28.882530969286723,1.4547487894694011,0.001,126.3,183.39368431568147
162,127.27,480,265,184.45000619,43201,42984,-28.9079717605833,1.4152527432593087,0.001,,
162,127.35,484,268,184.54496594,43715,43496,-28.804259515577748,1.4501787627615579,0.001,,
,,,,,44000,43880,-28.78624182036429,1.2974419327396336,0.001,126.3,183.39368431568147
162,127.49,488,271,184.72501857999998,44227,44007,-28.810990621173193,1.2712308924029192,0.001,,
163,127.81,492,274,185.10380659999996,44744,44518,-28.848798006772995,1.2617369936779141,0.001,,
,,,,,45000,44777,-29.0488560795784,1.4294967879541218,0.001,126.3,183.39368431568147
162,127.81,496,277,185.11544562000003,45250,45026,-28.699319245385343,1.3835733439311508,0.001,,
163,127.69,500,280,184.96552152,45756,45540,-29.002180099487305,1.4033155902093197,0.001,,
,,,,,46000,45795,-29.014959306859257,1.3938364137464494,0.001,126.3,183.39368431568147
163,127.65,504,283,184.91064083999999,46271,46047,-29.033587877867653,1.3176470960749955,0.001,,
163,127.54,508,286,184.79290913000006,46771,46549,-28.93547815176157,1.3660610552017505,0.001,,
,,,,,47000,46813,-28.84215753218707,1.4367212457378415,0.001,126.3,183.39368431568147
163,127.47,512,288,184.70962896,47290,47064,-28.629706025123596,1.3882087944075465,0.001,,
164,127.49,516,291,184.72589818999998,47799,47569,-28.902003556489944,1.3160890047438443,0.001,,
,,,,,48000,47831,-28.990679423014324,1.3625437546902754,0.001,126.3,183.39368431568147
164,127.48,520,294,184.71776956999994,48301,48088,-28.96934896899808,1.3856521421863186,0.001,,
164,127.67,524,296,184.95245040999998,48819,48589,-28.73813912176317,1.4427125201225282,0.001,,
,,,,,49000,48851,-28.99951638115777,1.416927972177821,0.001,126.3,183.39368431568147
164,127.79,528,299,185.09698840999997,49339,49119,-28.735178687355734,1.3948101017511252,0.001,,
165,127.79,532,301,185.11149084999997,49842,49624,-28.640483704824295,1.4463687582015992,0.001,,
,,,,,50000,49867,-28.60201253890991,1.4091044331590334,0.001,126.3,183.39368431568147
165,127.75,536,304,185.04515228999998,50357,50132,-28.741917067307693,1.3468501387640488,0.001,,
165,127.7,540,306,184.97644368000002,50868,50638,-28.788983431729402,1.4686278402805328,0.001,,
,,,,,51000,50773,-28.722722067761776,1.4586539957258435,0.001,126.3,183.39368431568147
166,127.88,544,309,185.21038259,51393,51170,-28.79683000901166,1.3807489516980507,0.001,,
166,127.91,548,311,185.24858859999998,51898,51674,-28.653910319010418,1.452104705810547,0.001,,
,,,,,52000,51803,-28.66043221950531,1.3896934547165567,0.001,126.3,183.39368431568147
166,128.05,552,314,185.41765159,52408,52180,-28.73758152127266,1.413818588407021,0.001,,
167,128.08,556,316,185.44797923000002,52924,52695,-28.97833152044387,1.3011812156154996,0.001,,
,,,,,53000,52829,-28.819636956969305,1.3836711075768542,0.001,126.3,183.39368431568147
167,128.09,560,319,185.43882355999997,53435,53213,-28.69156328837077,1.3784275826007601,0.001,,
167,127.88,564,321,185.19074896,53928,53711,-28.57718769196541,1.4574723782077912,0.001,,
,,,,,54000,53833,-28.7646541595459,1.4264225915807192,0.001,126.3,183.39368431568147
167,127.82,568,324,185.10964224000003,54429,54206,-28.595997159443204,1.4446426038742066,0.001,,
168,127.69,572,326,184.94465492999998,54940,54716,-28.74930740805233,1.3908813684074968,0.001,,
,,,,,55000,54845,-28.77748391032219,1.3594857371130655,0.001,126.3,183.39368431568147
168,127.38,576,329,184.54062106,55443,55221,-28.669704252673732,1.5106949825286866,0.001,,
168,127.62,580,331,184.83249183,55963,55736,-28.775030659091087,1.4714611653358705,0.001,,
,,,,,56000,55868,-28.74435132922548,1.3439494552034321,0.001,126.3,183.39368431568147
168,127.52,584,334,184.70176539000005,56467,56248,-28.74203004410018,1.361124024803477,0.001,,
169,127.47,588,337,184.62935508999996,56974,56751,-28.50616373334612,1.3571024111339025,0.001,,
,,,,,57000,56879,-28.714622914791107,1.3864313773810863,0.001,126.3,183.39368431568147
169,127.43,592,339,184.60542577000004,57487,57268,-28.560583382844925,1.33339247177905,0.001,,
169,127.49,596,342,184.69042813,57999,57777,-28.749282954289363,1.3073473270122822,0.001,,
,,,,,58000,57904,-28.678085654973984,1.3347000597030159,0.001,126.3,183.39368431568147
169,127.57,600,344,184.80340841999998,58513,58291,-28.838136464357376,1.4489689958281815,0.001,,
,,,,,59000,58788,-28.84997142729212,1.3867800127376209,0.001,126.3,183.39368431568147
169,127.31,604,347,184.46590775,59002,,,,,,
169,127.48,608,350,184.68454220999996,59519,59293,-28.733155205136253,1.5457217500904414,0.001,,
,,,,,60000,59796,-28.653653514000677,1.3864663063995237,0.001,126.3,183.39368431568147
170,127.25,612,352,184.39700897,60015,,,,,,
170,127.24,616,355,184.38089094999998,60523,60298,-28.757800362326883,1.3964936546696962,0.001,,
,,,,,61000,60816,-28.524740159511566,1.4805593800357009,0.001,126.3,183.39368431568147
170,127.38,620,358,184.54610605999997,61039,,,,,,
170,127.36,624,360,184.53054705,61555,61334,-28.49556255340576,1.311622578650713,0.001,,
,,,,,62000,61831,-28.480817794799805,1.476994462942673,0.001,126.3,183.39368431568147
170,127.09,628,363,184.20360951000004,62048,,,,,,
171,127.18,632,365,184.30558128,62560,62334,-28.493375837802887,1.4520798935554922,0.001,,
,,,,,63000,62843,-28.349155087624826,1.396923053649164,0.001,126.3,183.39368431568147
171,127.08,636,368,184.20319188000002,63065,,,,,,
171,127.05,640,370,184.18949192,63573,63348,-28.51329255482507,1.2857638644793676,0.001,,
,,,,,64000,63852,-28.513744010299934,1.271230794367243,0.001,126.3,183.39368431568147
171,126.85,644,373,183.93842516000004,64078,,,,,,
171,126.94,648,375,184.05113063999997,64592,64369,-28.234147908137395,1.303332972068053,0.001,,
,,,,,65000,64874,-28.634663506159708,1.3278476605415344,0.001,126.3,183.39368431568147
171,126.86,652,378,183.94332060000005,65094,,,,,,
172,126.86,656,381,183.95982583999998,65610,65388,-28.507388039240762,1.310953299999237,0.001,,
,,,,,66000,65771,-28.22221397986779,1.3388537496100856,0.001,126.3,183.39368431568147
172,126.91,660,384,184.02632142,66126,65905,-28.425559570540244,1.3609925815418584,0.001,,
172,127.19,664,386,184.36053772000005,66647,66427,-28.491725266869388,1.436116723427132,0.001,,
,,,,,67000,66806,-28.376374274492264,1.4089677948651351,0.001,126.3,183.39368431568147
172,127.23,668,389,184.40751831,67152,66937,-28.590693957989032,1.4061947073645265,0.001,,
172,127.17,672,391,184.35259924,67657,67435,-28.63888340904599,1.4683536563332624,0.001,,
,,,,,68000,67802,-28.550670623779297,1.3944614453841064,0.001,126.3,183.39368431568147
172,127.11,676,394,184.29800453,68154,67935,-28.445707032174774,1.3349680389676775,0.001,,
173,127.07,680,396,184.24389505999997,68670,68446,-28.627548724412918,1.4794795527232913,0.001,,
,,,,,69000,68835,-28.4185124866998,1.4478450719989948,0.001,126.3,183.39368431568147
173,127.1,684,399,184.28130511999998,69177,68963,-28.519298434257507,1.3765765014104545,0.001,,
173,127.12,688,401,184.30550859000002,69686,69458,-28.50307599052054,1.3646572173134355,0.001,,
,,,,,70000,69844,-28.296532676333474,1.35649227007987,0.001,126.3,183.39368431568147
173,127.09,692,404,184.25338983999998,70196,69964,-28.4847926457723,1.4406709725658098,0.001,,
173,127.01,696,407,184.13610029,70700,70488,-28.56151806224476,1.414890007539229,0.001,,
,,,,,71000,70856,-28.438209475003756,1.4167906494103661,0.001,126.3,183.39368431568147
173,126.85,700,410,183.93682874,71198,70980,-28.538928062685073,1.361963866218444,0.001,,
173,127.04,704,412,184.17203883,71706,71487,-28.46326443552971,1.430938978989919,0.001,,
,,,,,72000,71869,-28.654011032798074,1.4195534976801478,0.001,126.3,183.39368431568147
173,127.17,708,415,184.31927793999995,72236,72003,-28.69120341628345,1.3902198134073571,0.001,,
174,127.28,712,417,184.46368047999997,72743,72519,-28.534770871772142,1.4270038033118013,0.001,,
,,,,,73000,72903,-28.567419271000094,1.3540940563209722,0.001,126.3,183.39368431568147
174,127.25,716,420,184.42581758,73248,73029,-28.602449810694136,1.359386631893733,0.001,,
174,127.19,720,422,184.36486198999995,73758,73533,-28.48735571689293,1.4562796349447917,0.001,,
,,,,,74000,73789,-28.492227705698166,1.364205840561125,0.001,126.3,183.39368431568147
174,127.0,724,425,184.12374979,74255,74041,-28.307900220155716,1.3396840593777597,0.001,,
174,127.14,728,427,184.28511536999994,74762,74539,-28.43008513369803,1.363724640437535,0.001,,
,,,,,75000,74792,-28.738024847848074,1.3608549461364745,0.001,126.3,183.39368431568147
174,127.08,732,430,184.21852905,75268,75045,-28.412290977709223,1.3881728434024896,0.001,,
175,127.17,736,432,184.30631565999997,75782,75551,-28.516106339751698,1.4485431880485722,0.001,,
,,,,,76000,75805,-28.446397264124982,1.3507601159103846,0.001,126.3,183.39368431568147
175,127.01,740,435,184.10900980000002,76274,76051,-28.386277814065256,1.296514102458954,0.001,,
175,127.06,744,437,184.16245355000004,76784,76568,-28.34533575306768,1.3371594791864827,0.001,,
,,,,,77000,76809,-28.504091612497966,1.4189634159207345,0.001,126.3,183.39368431568147
175,126.93,748,440,183.99872347000004,77285,77063,-28.522048886617025,1.390804893275102,0.001,,
175,127.0,752,442,184.09040765999998,77794,77572,-28.2843445193383,1.4350343947449038,0.001,,
,,,,,78000,77830,-28.421018109177098,1.3704208900000303,0.001,126.3,183.39368431568147
175,127.06,756,445,184.15980209,78316,78087,-28.50587597489357,1.3434695634059608,0.001,,
176,127.09,760,447,184.20413618000006,78835,78616,-28.27575226391063,1.3473041044341194,0.001,,
,,,,,79000,78862,-28.242005707787687,1.3450046191450025,0.001,126.3,183.39368431568147
176,126.97,764,450,184.07014671999997,79344,79124,-28.292171035987742,1.2506321914817975,0.001,,
176,126.94,768,453,184.03846433,79846,79633,-28.574331855773927,1.35501373503819,0.001,,
,,,,,80000,79875,-28.32942691926033,1.3473772906487989,0.001,126.3,183.39368431568147
176,126.79,772,455,183.82649673,80336,80118,-28.53731492360433,1.4115446450329627,0.001,,
176,126.86,776,458,183.91640615999998,80840,80614,-28.251042556762695,1.3480540308631768,0.001,,
,,,,,81000,80866,-28.29599780723697,1.3542769846837384,0.001,126.3,183.39368431568147
176,126.75,780,461,183.7880132,81345,81120,-28.26976066002479,1.3606264558873435,0.001,,
176,126.8,784,463,183.86689353000003,81857,81637,-28.311838564665422,1.3495446236237236,0.001,,
,,,,,82000,81901,-28.48359846032184,1.338350440958421,0.001,126.3,183.39368431568147
176,126.84,788,466,183.92470075999998,82370,82144,-28.44515368977531,1.3000142126043965,0.001,,
176,126.79,792,468,183.85365994,82875,82656,-28.30642365675706,1.4001046058743498,0.001,,
,,,,,83000,82780,-28.237836068676366,1.434563749259518,0.001,126.3,183.39368431568147
176,126.77,796,471,183.83233350999996,83377,83160,-28.486651905247424,1.4080013515519314,0.001,,
176,126.91,800,474,183.99926446000006,83889,83666,-28.162813248172885,1.4109940749983634,0.001,,
,,,,,84000,83794,-28.097156643867493,1.3317881943657994,0.001,126.3,183.39368431568147
176,126.88,804,477,183.97678955000003,84394,84174,-28.329419297438402,1.3442441779513692,0.001,,
177,126.61,808,479,183.65175391000005,84897,84678,-28.295475929014145,1.3654225410484686,0.001,,
,,,,,85000,84802,-28.18166185194446,1.3425156608704598,0.001,126.3,183.39368431568147
177,126.62,812,482,183.65526310999996,85405,85180,-28.424312440175857,1.323654611432363,0.001,,
177,126.55,816,484,183.56287383000003,85903,85687,-28.414050532925515,1.3560607433319092,0.001,,
,,,,,86000,85808,-28.278647000672386,1.3735084292317226,0.001,126.3,183.39368431568147
177,126.51,820,487,183.49871985000001,86409,86191,-28.33703096451298,1.277499450310584,0.001,,
177,126.58,824,489,183.59516576,86913,86691,-28.453688697209433,1.3147167378947848,0.001,,
,,,,,87000,86818,-28.18687877058983,1.2444794914853854,0.001,126.3,183.39368431568147
177,126.59,828,492,183.61310959,87421,87195,-28.433000858013447,1.3092214769989479,0.001,,
177,126.56,832,494,183.56029385999997,87924,87701,-28.271723678146582,1.3236057274583457,0.001,,
,,,,,88000,87829,-28.35547626018524,1.3128760680556297,0.001,126.3,183.39368431568147
177,126.47,836,497,183.45748297000003,88429,88209,-28.15994774500529,1.3690918437705553,0.001,,
177,126.68,840,499,183.70122435000002,88942,88719,-28.33261583721827,1.3484889642586784,0.001,,
,,,,,89000,88847,-28.3629612326622,1.3046208517625928,0.001,126.3,183.39368431568147
177,126.59,844,503,183.60879042,89443,89224,-28.39206292199307,1.3529581935679327,0.001,,
178,126.85,848,505,183.92775279,89970,89740,-28.386621674494958,1.424535536054355,0.001,,
,,,,,90000,89875,-28.25927520865825,1.3443075153562758,0.001,126.3,183.39368431568147
178,126.83,852,508,183.90154683,90477,90250,-28.407116938445526,1.3653371980634785,0.001,,
178,126.61,856,510,183.61756781999998,90977,90755,-28.258034547170002,1.3677906249960263,0.001,,
,,,,,91000,90882,-28.200118273496628,1.4427869390314958,0.001,126.3,183.39368431568147
178,126.57,860,513,183.56877872,91492,91267,-28.19425764817458,1.4256153125029343,0.001,,
