rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss,eval/mean_ep_length,eval/mean_reward
22.75,4,12.7314175,3470,0,91,,,,,,
19.5,8,12.164606249999999,470,0,156,0.001,0.02370502445846796,55,-0.6571765661239624,,
16.333333333333332,12,9.924842166666666,362,0,196,0.001,0.003294857102446258,95,-0.7472144961357117,,
16.25,16,12.989530875,320,0,260,0.001,0.009590153137899259,147,-1.115579290823503,,
17.5,20,18.290078049999998,282,1,350,0.001,0.027420265938748013,237,-1.6406957019459119,,
18.25,24,21.695840791666665,254,1,438,0.001,0.05541396776044911,325,-2.0802261395887895,,
18.821428571428573,28,24.20124932142857,244,2,527,0.001,0.07940301341427998,414,-2.539180712266402,,
19.25,32,26.03617571875,235,2,616,0.001,0.10062294487248767,502,-2.960873408751054,,
19.555555555555557,36,27.438599305555552,224,3,704,0.001,0.22576272724704308,591,-3.363376812501387,,
19.825,40,28.60171335,217,3,793,0.001,0.20996177196502686,681,-3.8066064444455234,,
20.795454545454547,44,30.95147995454545,208,4,915,0.001,0.30138038098812103,817,-4.617728074391683,,
19.645833333333332,48,28.863094291666666,207,4,943,0.001,0.2791864776185581,845,-4.682316939036052,,
18.673076923076923,52,27.09481213461538,205,4,971,0.001,0.4143498050315039,873,-4.818869908650716,,
17.839285714285715,56,25.581422160714283,203,4,999,0.001,0.3892189988068172,901,-4.95553716023763,,
,,,,,1000,0.001,0.2511947729757854,908,-4.73730742931366,7.0,5.92168231010437
17.116666666666667,60,24.273057299999994,200,5,1027,0.001,0.43953139441353933,929,-4.632722695668538,,
16.484375,64,23.126961734375,200,5,1055,0.001,0.3814196458884648,957,-4.681737581888835,,
15.926470588235293,68,22.112499073529413,200,5,1083,0.001,0.3302491477557591,985,-4.741565227508545,,
15.430555555555555,72,21.211744125,199,5,1111,0.001,0.314574841942106,1013,-4.506330331166585,,
14.986842105263158,76,20.407698578947368,199,5,1139,0.001,0.3567316617284502,1041,-4.7098612785339355,,
14.5875,80,19.6810605125,199,5,1167,0.001,0.21812083678586142,1069,-4.969423770904541,,
14.226190476190476,84,19.024928142857146,199,5,1195,0.001,0.3272438049316406,1097,-4.8747232755025225,,
13.897727272727273,88,18.431535625000002,199,6,1223,0.001,0.2409136454973902,1125,-4.881234645843506,,
13.597826086956522,92,17.88787308695652,199,6,1251,0.001,0.31028734360422405,1153,-4.911361535390218,,
13.322916666666666,96,17.390899479166666,199,6,1279,0.001,0.3017282315662929,1181,-4.978997866312663,,
13.07,100,16.93271242,199,6,1307,0.001,0.24703229750905717,1209,-4.786582787831624,,
12.44,104,16.660414270000004,198,6,1335,0.001,0.12272413979683604,1237,-4.7900675137837725,,
12.07,108,16.4317594,198,6,1363,0.001,0.3320789358445576,1265,-4.970252990722656,,
11.95,112,16.45242614,198,7,1391,0.001,0.21519097153629577,1293,-5.145341396331787,,
11.59,116,15.803087230000001,198,7,1419,0.001,0.2696698137692043,1321,-4.8778072992960615,,
10.97,120,14.458198410000001,197,7,1447,0.001,0.18577191978693008,1349,-4.830288092295329,,
10.37,124,13.146168519999998,197,7,1475,0.001,0.19534518250397273,1377,-4.830812772115071,,
9.76,128,11.814439899999998,197,7,1503,0.001,0.1888119833809989,1405,-5.201087951660156,,
9.15,132,10.49491504,196,7,1531,0.001,0.18298361556870596,1433,-4.7568613688151045,,
8.55,136,9.184971100000002,196,7,1559,0.001,0.2714087984391621,1461,-5.03274393081665,,
7.94,140,7.856478429999999,196,8,1587,0.001,0.27820809185504913,1489,-4.963396390279134,,
7.0,144,5.91347292,195,8,1615,0.001,0.3341622182301113,1517,-5.064443429311116,,
7.0,148,5.912149979999999,195,8,1643,0.001,0.2560896469014032,1545,-4.99104658762614,,
7.0,152,5.91116937,195,8,1671,0.001,0.18346301040479115,1573,-4.866761048634847,,
7.0,156,5.91040132,194,8,1699,0.001,0.43928861724478857,1601,-5.107890764872233,,
7.0,160,5.907578309999998,194,8,1727,0.001,0.36135742919785635,1629,-5.2888773282368975,,
7.0,164,5.90602906,194,9,1755,0.001,0.24977842611925943,1657,-5.093940893809001,,
7.0,168,5.90799347,193,9,1783,0.001,0.18060715815850667,1685,-5.02203909556071,,
7.0,172,5.90823969,193,9,1811,0.001,0.3013439157179424,1713,-4.983308633168538,,
7.0,176,5.90574257,193,9,1839,0.001,0.25139498178447994,1741,-5.008785565694173,,
7.0,180,5.906392089999998,193,9,1867,0.001,0.25976190183843884,1769,-5.026017347971599,,
7.0,184,5.90577915,193,9,1895,0.001,0.24291525674717768,1797,-5.178266366322835,,
7.0,188,5.903584889999999,193,9,1923,0.001,0.23089889117649623,1825,-5.1594258944193525,,
7.0,192,5.903922550000001,193,10,1951,0.001,0.2661498337984085,1853,-4.988955497741699,,
7.0,196,5.90353048,193,10,1979,0.001,0.4878170724425997,1881,-4.8422220547993975,,
,,,,,2000,0.001,0.2970050126314163,1902,-4.947146534919739,7.0,5.921775203943253
7.0,200,5.90205143,192,10,2007,0.001,0.22126422077417374,1909,-5.293526331583659,,
7.0,204,5.9006642099999995,192,10,2035,0.001,0.2066862295780863,1937,-5.049472332000732,,
7.0,208,5.90191109,192,10,2063,0.001,0.2201685490352767,1965,-5.41475772857666,,
7.0,212,5.898781209999999,192,10,2091,0.001,0.2975709927933557,1993,-4.892239411671956,,
7.0,216,5.89836695,192,11,2119,0.001,0.19232107645698956,2021,-5.062575499216716,,
7.0,220,5.90035317,192,11,2147,0.001,0.24471704874719893,2049,-5.426204999287923,,
7.0,224,5.89760931,192,11,2175,0.001,0.2908725216984749,2077,-5.333767255147298,,
7.0,228,5.896219010000001,192,11,2203,0.001,0.21429490510906493,2105,-4.942641258239746,,
7.0,232,5.896951260000001,192,11,2231,0.001,0.3568842890007155,2133,-4.957597573598226,,
7.0,236,5.896201479999998,192,11,2259,0.001,0.5298075675964355,2161,-4.8720167477925616,,
7.0,240,5.899013830000001,192,11,2287,0.001,0.14634123763867787,2189,-5.191582043965657,,
7.0,244,5.8988159399999995,192,12,2315,0.001,0.18916871505124228,2217,-4.648397127787272,,
7.0,248,5.90083376,191,12,2343,0.001,0.18388400652578898,2245,-4.911214351654053,,
7.0,252,5.903228600000001,191,12,2371,0.001,0.16116639439548766,2273,-4.854124704996745,,
7.0,256,5.902351520000001,191,12,2399,0.001,0.21129719274384634,2301,-5.154478867848714,,
7.0,260,5.90190912,191,12,2427,0.001,0.09908269771507808,2329,-4.777454853057861,,
7.0,264,5.90292663,191,12,2455,0.001,0.1981446599321706,2357,-5.001730759938558,,
7.0,268,5.903032240000003,191,12,2483,0.001,0.67850859356778,2385,-4.771008014678955,,
7.0,272,5.904783590000001,191,13,2511,0.001,0.1718281443629946,2413,-5.2260481516520185,,
7.0,276,5.906184559999999,191,13,2539,0.001,0.2435728715998786,2441,-5.0330119132995605,,
7.0,280,5.904691230000001,191,13,2567,0.001,0.39970324454563005,2469,-5.2365296681722,,
7.0,284,5.90761326,191,13,2595,0.001,0.35418667431388584,2497,-4.836223284403483,,
7.0,288,5.90626801,191,13,2623,0.001,0.24813675028937204,2525,-4.451736291249593,,
7.0,292,5.90594561,191,13,2651,0.001,0.2585290329796927,2553,-4.813622951507568,,
7.0,296,5.902366540000002,191,13,2679,0.001,0.5110650094492095,2581,-5.468489805857341,,
7.0,300,5.9001791500000005,191,14,2707,0.001,0.3438681662082672,2609,-5.150718688964844,,
7.0,304,5.90045619,191,14,2735,0.001,0.26208135219556944,2637,-5.284894625345866,,
7.0,308,5.898303880000001,191,14,2763,0.001,0.4083216594798224,2665,-4.985064347585042,,
7.0,312,5.899943580000001,191,14,2791,0.001,0.5611126013100147,2693,-5.03794797261556,,
7.0,316,5.89884766,191,14,2819,0.001,0.35710381610052927,2721,-4.82943852742513,,
7.0,320,5.898054229999999,192,14,2847,0.001,0.15673681667872838,2749,-5.002144018809001,,
7.0,324,5.90010757,192,14,2875,0.001,0.9083014215741839,2777,-4.813719431559245,,
7.0,328,5.900051340000001,192,15,2903,0.001,0.21288293600082397,2805,-5.225419203440349,,
7.0,332,5.8977829900000005,192,15,2931,0.001,0.21762639177697046,2833,-4.820566654205322,,
7.0,336,5.898523190000001,192,15,2959,0.001,0.31581478459494455,2861,-5.000825087229411,,
7.0,340,5.895957940000001,192,15,2987,0.001,0.22114602050610951,2889,-5.105844020843506,,
,,,,,3000,0.001,0.6041579736130578,2903,-4.891383647918701,7.0,5.921785831451416
7.0,344,5.900468489999998,191,15,3015,0.001,0.49531772413424086,2917,-5.102183659871419,,
7.0,348,5.898430309999998,191,15,3043,0.001,0.6022215592009681,2945,-4.703146934509277,,
7.0,352,5.8991965,191,16,3071,0.001,0.7532497633780751,2973,-5.165498415629069,,
7.0,356,5.90124221,191,16,3099,0.001,0.33048239776066374,3001,-5.278942267100017,,
7.0,360,5.904136179999999,191,16,3127,0.001,0.3005081095865795,3029,-4.815154552459717,,
7.0,364,5.90352472,191,16,3155,0.001,0.27548717175211224,3057,-4.946366469065349,,
7.0,368,5.90089918,191,16,3183,0.001,0.23574925639799663,3085,-4.831394036610921,,
7.0,372,5.9008895400000005,191,16,3211,0.001,0.37309726646968294,3113,-4.790850321451823,,
7.0,376,5.901456429999999,191,16,3239,0.001,0.5073836701256889,3141,-4.775198936462402,,
7.0,380,5.90421066,191,17,3267,0.001,0.22069279210908072,3169,-4.810170650482178,,
7.0,384,5.9004708400000005,191,17,3295,0.001,0.457310465829713,3197,-4.605287075042725,,
7.0,388,5.90193391,191,17,3323,0.001,0.39163979036467417,3225,-4.681884288787842,,
7.0,392,5.90313972,191,17,3351,0.001,0.2699890743408884,3253,-5.041321595509847,,
7.0,396,5.904149159999999,191,17,3379,0.001,0.1529304278748376,3281,-5.1927727063496905,,
7.0,400,5.907084910000001,191,17,3407,0.001,0.5091562739440373,3309,-5.484872817993164,,
7.81,404,7.593823550000001,192,18,3516,0.001,0.2713810622692108,3395,-6.298531413078308,,
