time/total_timesteps,train/actor_loss,train/learning_rate,time/fps,time/episodes,train/n_updates,train/critic_loss,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_ep_length,eval/mean_reward
16580,-47.43800836679887,0.001,153,348,16445,14.470389537136963,108,136.87963881,73.02,,
16855,-47.83987715186142,0.001,152,352,16801,10.8881374568474,110,137.09471972,73.21,,
16956,-48.03456783294678,0.001,153,356,16903,14.304178754488627,110,136.84288669999995,73.02,,
17000,-48.60176761333759,0.001,,,16954,22.075402717590332,,,,74.4,144.8907521367073
17223,-48.05395622253418,0.001,152,360,17112,15.677743920797035,112,140.48204743000002,74.72,,
17572,-49.04548471624201,0.001,153,364,17456,12.151564921455822,114,145.88330256,77.26,,
17917,-49.79911448160807,0.001,153,368,17804,13.928777973303633,116,151.11117642,79.71,,
18000,-48.70299405829851,0.001,,,17890,12.875798369562903,,,,90.4,178.8553273677826
18272,-50.11544356235238,0.001,152,372,18153,12.044388479964677,119,156.50926168,82.24,,
18627,-50.5436186356978,0.001,152,376,18511,12.314715795302659,121,156.44090919,82.2,,
18949,-50.51139351981027,0.001,153,380,18854,16.403924209730967,123,155.56777635999998,81.81,,
19000,-51.35169579001034,0.001,,,18922,15.524142293369069,,,,90.8,181.8680792093277
19310,-51.337679489799164,0.001,152,384,19191,13.507699074283723,126,155.86477911999998,81.87,,
19672,-51.445439960645594,0.001,153,388,19554,12.99140941965711,128,155.95187745,81.84,,
20000,-51.86123118193253,0.001,,,19920,11.261067641960395,,,,91.6,182.3120888710022
20036,,,152,392,,,131,155.75785557,81.68,,
20397,-52.165887572548606,0.001,153,396,20283,15.45108409632336,133,155.65094976999998,81.65,,
20746,-52.31732195073908,0.001,153,400,20633,10.590443968772888,134,155.26027057,81.5,,
21000,-53.32843606131417,0.001,,,20964,13.14404583322829,,,,88.7,174.93927839398384
21080,,,153,404,,,137,155.25679141,81.47,,
21433,-54.12801196358421,0.001,153,408,21319,15.204764046452262,139,155.73908336000002,81.69,,
21791,-54.13902825249566,0.001,154,412,21675,12.734273295932345,141,155.64767128,81.68,,
22000,-54.59154974895975,0.001,,,21947,14.69844888871716,,,,89.0,175.2407024025917
22153,-54.292129429903895,0.001,153,416,22035,12.123310685157776,144,157.00656985999998,82.32,,
22521,-55.06768035888672,0.001,153,420,22402,12.544807642698288,146,157.91778033999998,82.76,,
22894,-55.02905149045198,0.001,153,424,22773,11.492343751333093,148,160.96142891000002,84.17,,
23000,-56.212509070502385,0.001,,,22956,10.720546170566859,,,,95.1,189.12171306610108
23274,-54.84779901707426,0.001,153,428,23150,10.943296153494652,151,162.16321680000001,84.78,,
23640,-56.217268744180366,0.001,153,432,23518,10.38974294942968,154,163.20503687999997,85.17,,
24000,-55.961481989646444,0.001,,,23902,13.084962893505486,,,,94.3,184.8757281064987
24024,,,153,436,,,156,164.42032858,85.56,,
24400,-56.10589724170919,0.001,152,440,24279,11.84700160123864,159,165.76410311,85.7,,
24773,-56.78594719095433,0.001,152,444,24654,10.180971893858402,161,166.79068371999998,85.86,,
25000,-56.47244985898336,0.001,,,24937,9.922233742972216,,,,93.6,184.97924307584762
25155,-57.031305154164635,0.001,151,448,25033,11.888551046450933,165,167.92827758000004,85.75,,
25536,-57.20879340658382,0.001,151,452,25416,10.673571802906155,168,170.50284169,86.81,,
25915,-57.14362766431726,0.001,152,456,25791,9.946716862340127,170,176.41768741999996,89.59,,
26000,-57.13462814019651,0.001,,,25888,10.782346816407037,,,,93.7,187.715649920702
26294,-56.554829942419175,0.001,151,460,26173,10.48935110518273,173,178.76530399999996,90.71,,
26668,-57.54416291610055,0.001,152,464,26549,9.29471937046256,175,179.48026303000003,90.96,,
27000,-57.948215318762735,0.001,,,26921,13.162089078657088,,,,93.6,189.94109038710593
27042,,,152,468,,,177,180.29874518000005,91.25,,
27416,-58.11087679862976,0.001,152,472,27296,9.699347767076993,179,180.83999796000003,91.44,,
27790,-57.884528533272125,0.001,152,476,27669,9.3438176057672,181,181.34895734000003,91.63,,
28000,-57.80062330530045,0.001,,,27949,12.623045048815138,,,,92.9,189.96564564108849
28162,-58.54954480110331,0.001,152,480,28042,8.365847505548949,184,182.70577419,92.13,,
28536,-57.96137562203914,0.001,152,484,28415,9.396204638988413,186,183.06240642,92.26,,
28854,-59.3299472078364,0.001,153,488,28775,9.661843928884952,188,182.08012393,91.82,,
29000,-58.53415655582509,0.001,,,28920,9.25928158144797,,,,75.3,145.17334233522416
29212,-59.45143866031728,0.001,153,492,29092,9.712161920403922,190,182.05752024999998,91.76,,
29517,-59.71872016711113,0.001,153,496,29415,7.669938652943342,192,180.87414521000002,91.2,,
29822,-58.68598717137387,0.001,153,500,29720,11.363109296873995,194,179.94996454,90.76,,
30000,-58.65771995706761,0.001,,,29964,14.72118507405763,,,,85.5,171.2018399298191
30147,-60.018229166666664,0.001,153,504,30042,13.946400083028353,196,179.83909281999996,90.67,,
30490,-59.06126517437874,0.001,153,508,30370,10.276082766816971,198,179.63513155999996,90.57,,
30861,-59.943335740462594,0.001,154,512,30741,10.816370909628661,200,180.10592195,90.7,,
31000,-60.19307286688622,0.001,,,30928,10.235909908375842,,,,93.4,189.61423513293266
31235,-60.443305388740875,0.001,153,516,31115,9.172209816594277,202,180.5535177,90.82,,
31608,-60.74959832049431,0.001,154,520,31486,9.056738030525946,205,180.92787503999998,90.87,,
31976,-60.55988125271267,0.001,154,524,31857,9.49890823678656,207,180.93646295000002,90.82,,
32000,-60.61971855163574,0.001,,,31949,8.135900396367777,,,,91.5,185.28228985071183
32343,-60.84466610784116,0.001,154,528,32225,10.306540398494057,209,180.89606246,90.69,,
32711,-60.85856147434401,0.001,154,532,32592,9.738544692163883,211,181.15937318999997,90.71,,
33000,-60.58727516011989,0.001,,,32960,11.721811061264367,,,,92.3,187.34911383986474
33080,,,154,536,,,214,181.19767950000002,90.56,,
33448,-60.79433416283649,0.001,154,540,33329,7.603705051152603,216,181.25132014,90.48,,
33817,-60.9726387521495,0.001,154,544,33697,9.805963262267735,218,181.4145955,90.44,,
34000,-61.58210983276367,0.001,,,33881,10.017211010167888,,,,92.1,187.55156195163727
34185,-61.58470054294752,0.001,154,548,34065,10.078604760377303,221,181.34667007000004,90.3,,
34553,-61.11625074303669,0.001,154,552,34433,9.635220439537711,223,181.22219095,90.17,,
34922,-61.26403393952743,0.001,154,556,34803,8.800140344578287,225,181.13822793,90.07,,
35000,-61.744006032529086,0.001,,,34895,8.889957243981568,,,,92.4,188.0580127120018
35293,-61.562854849773906,0.001,154,560,35173,7.746523491714312,228,181.13612008000004,89.99,,
35662,-61.819837736046836,0.001,155,564,35543,7.862679271287815,230,181.08890123999998,89.94,,
36000,-61.28874271473986,0.001,,,35914,8.55485705111889,,,,93.4,188.67077257037164
36034,,,154,568,,,232,181.03783713000004,89.92,,
36411,-61.085837912052234,0.001,155,572,36291,11.596491156740392,234,181.00658730999996,89.95,,
36781,-61.81885130509086,0.001,155,576,36662,10.58791566931683,236,180.91990903,89.91,,
37000,-61.61770053620034,0.001,,,36940,7.769158878634053,,,,93.3,189.41174048185349
37152,-61.789713403453,0.001,155,580,37033,9.150213241577148,239,180.88844266,89.9,,
37524,-61.87875552887612,0.001,155,584,37404,7.586244606202649,241,180.79639321,89.88,,
37895,-62.01264422872792,0.001,155,588,37775,6.148093173580785,243,182.00655741000003,90.41,,
38000,-62.05795516967773,0.001,,,37959,7.1186140566081795,,,,93.0,188.96363360881804
38264,-61.78681353305249,0.001,155,592,38145,7.52388267821454,245,182.29893825000002,90.52,,
38635,-62.06059099280316,0.001,155,596,38516,6.4425627355990205,247,183.94346204,91.18,,
39000,-61.85712656767472,0.001,,,38883,7.241760111373404,,,,92.6,189.15743364691735
39003,,,155,600,,,250,185.62675389999995,91.81,,
39374,-61.94057174350905,0.001,155,604,39255,9.15582299360665,252,186.76079595999997,92.27,,
39746,-62.75059467813243,0.001,156,608,39627,6.534922571592434,254,187.56033127999999,92.56,,
40000,-62.45021552227913,0.001,,,39904,7.696093459283152,,,,91.3,186.5012085735798
40116,-62.42764008563498,0.001,155,612,39997,9.114211044003886,257,187.57305475999993,92.55,,
40446,-62.7154299736023,0.001,156,616,40339,7.2724424481391905,258,186.52975741999998,92.11,,
40794,-62.075366351069235,0.001,156,620,40682,6.296081002225581,260,186.04792202000002,91.86,,
41000,-63.13705169322879,0.001,,,40937,6.3811898724786165,,,,86.8,176.2694229543209
41135,-62.43397539715434,0.001,156,624,41022,9.48977430007037,263,185.46839349000004,91.59,,
41468,-62.499601173400876,0.001,156,628,41354,7.610402685403824,265,184.68098745999998,91.25,,
41815,-62.11217340608923,0.001,156,632,41693,5.550496159530267,266,184.40056270999997,91.04,,
42000,-62.35707511901855,0.001,,,41908,8.657698575655619,,,,96.2,213.5626378595829
42218,-63.41273231506348,0.001,156,636,42107,9.58518453836441,269,184.68649772,91.38,,
42617,-64.11241867963005,0.001,156,640,42490,8.190220575521488,271,186.11127804000003,91.69,,
43000,-63.37431335449219,0.001,,,42969,9.64622610145145,,,,94.6,212.07526274323465
43091,,,156,644,,,275,188.10117599,92.74,,
43437,-63.31798631317761,0.001,156,648,43361,7.205727830077663,278,188.24594218000001,92.52,,
43674,-64.06056642532349,0.001,156,652,43605,15.540151431388463,279,185.33166532000004,91.21,,
43933,-63.703148444493614,0.001,156,656,43848,9.661925879617533,281,182.89386405000005,90.11,,
44000,-63.8787956237793,0.001,,,43906,7.633915490117566,,,,58.7,104.75439454317093
44303,-64.30097621420155,0.001,156,660,44184,8.526439731535705,283,182.94080294,90.1,,
44674,-64.68662635139798,0.001,156,664,44555,8.784209261658372,285,182.95541522,90.12,,
45000,-64.57515683381453,0.001,,,44922,9.90940035685249,,,,92.4,191.75837001800537
45044,,,156,668,,,288,183.19634176000002,90.1,,
45401,-63.73979012862496,0.001,156,672,45275,8.67848611903447,290,183.28929886999998,89.9,,
45726,-63.81268086640731,0.001,156,676,45648,7.22100797943447,292,182.30930972,89.45,,
46000,-64.64673108470683,0.001,,,45896,7.252236349242074,,,,94.0,202.14019796848297
46064,-64.34441193290378,0.001,155,680,45988,12.213068026563395,295,181.96244500999993,89.12,,
46341,-65.05885557694869,0.001,155,684,46248,10.469787758450176,297,179.93066815999998,88.17,,
46700,-64.16395413145727,0.001,155,688,46573,10.135226196712917,299,180.13278630000002,88.05,,
47000,-64.59317239125569,0.001,,,46969,14.6840581347545,,,,98.4,226.08901464343072
47095,,,155,692,,,302,181.64820132999998,88.31,,
47464,-64.21537851032458,0.001,155,696,47336,15.090862210591634,304,182.07660622000003,88.29,,
47825,-64.17444578130194,0.001,155,700,47730,11.106418624837348,307,182.35152057000002,88.22,,
48000,-65.16405030955438,0.001,,,47890,8.66110241672267,,,,98.0,226.27841005325317
48131,-65.40525258382162,0.001,155,704,48047,9.174609152475993,310,181.02831791999998,87.57,,
48385,-64.93418423882846,0.001,155,708,48285,16.967245841848438,311,178.19465351000002,86.39,,
48696,-65.67762918183298,0.001,155,712,48568,13.002342195221871,313,177.03374868999998,85.8,,
48984,-66.37527487618583,0.001,155,716,48936,11.321931555651236,315,176.69299651999998,85.38,,
49000,-66.08443641662598,0.001,,,48957,14.812188591275897,,,,83.9,185.70353335142136
49139,-64.49568710327148,0.001,154,720,49094,13.366847980022431,317,172.54956909,83.45,,
49388,-66.33229198455811,0.001,155,724,49268,18.284131820385273,318,170.70051461,82.53,,
49614,-66.24863481521606,0.001,155,728,49546,19.972893451650936,320,168.42501678,81.46,,
50000,-66.90287741836237,0.001,,,49885,11.74402658987527,,,,97.7,226.51188554763795
50011,,,154,732,,,323,170.41466169,81.96,,
50408,-66.70137893676758,0.001,154,736,50282,20.57027875185013,325,171.77239971,81.9,,
50810,-66.31238883972168,0.001,154,740,50684,12.736256308025784,328,172.06401502000006,81.93,,
51000,-67.43247444152831,0.001,,,50883,12.37452403306961,,,,100.2,230.30822781324386
51209,-67.51910819259345,0.001,154,744,51084,13.921878845384805,331,171.80158185,81.18,,
51610,-67.46017066799864,0.001,154,748,51482,12.566217169469716,334,173.42643091000002,81.73,,
51922,-68.09255008039803,0.001,154,752,51842,18.57505116128085,336,175.50206333999998,82.48,,
52000,-68.2653917165903,0.001,,,51895,18.44517345248528,,,,99.9,229.72586528658866
52324,-68.53382050757314,0.001,154,756,52198,13.45689080965401,338,179.66584495000004,83.91,,
52730,-68.27448936462402,0.001,154,760,52601,15.831230475170777,341,181.29052322999996,84.27,,
53000,-68.83807314359225,0.001,,,52911,14.930241676477285,,,,98.4,227.40504828691482
53036,,,154,764,,,343,180.12576819000003,83.62,,
53438,-68.26431449890137,0.001,154,768,53310,19.975347800254823,345,181.40448874,83.94,,
53840,-69.13234588623047,0.001,154,772,53711,9.643850541350865,348,182.95056810000003,84.39,,
54000,-69.12953216552734,0.001,,,53913,11.033869144916535,,,,99.9,230.8378151476383
54238,-69.62397888183594,0.001,154,776,54112,12.462873153012207,352,185.61748745,85.12,,
54639,-68.4717332458496,0.001,154,780,54512,23.451347336769103,354,187.49540229,85.75,,
55000,-69.78998864865771,0.001,,,54914,15.567207512288991,,,,99.8,230.67836300134658
55041,,,153,784,,,357,191.21982310999996,87.0,,
55438,-68.8131559753418,0.001,153,788,55309,22.011480362415313,360,192.67412220000003,87.38,,
55839,-69.62546210195504,0.001,153,792,55712,18.476847816221785,363,192.77149885,87.44,,
56000,-69.89892181396485,0.001,,,55912,9.889756481647492,,,,100.9,229.0325035870075
56239,-69.97615315962811,0.001,153,796,56111,20.55907127565267,366,193.94462735999997,87.75,,
56633,-70.69030616760254,0.001,153,800,56507,13.785980296134948,369,195.19331542000003,88.08,,
57000,-70.19424617533781,0.001,,,56900,14.669495099661301,,,,95.4,222.00628035068513
57023,,,153,804,,,372,198.04330577000005,88.92,,
57415,-70.16270935058594,0.001,153,808,57290,18.474469821453095,374,202.33018056,90.3,,
57804,-70.95710721929022,0.001,153,812,57678,16.732530537471977,377,204.94304036999998,91.08,,
58000,-70.60245093520807,0.001,,,57874,12.880463408440658,,,,99.0,229.20792501568795
58199,-70.57294357299804,0.001,152,816,58074,12.564889794588089,380,207.90763517,92.15,,
58595,-70.01160337487046,0.001,153,820,58469,15.964225983378864,382,214.13978573999998,94.56,,
58989,-71.8129717768455,0.001,153,824,58864,11.935070762828905,385,218.32855379999998,96.01,,
59000,-70.97755852524115,0.001,,,58962,16.44539369855608,,,,98.8,228.10453541874887
59385,-71.5237030029297,0.001,152,828,59258,16.324767929134946,388,223.13835694000002,97.71,,
59784,-71.45022735595703,0.001,152,832,59657,12.153737868412886,391,223.17026796000002,97.73,,
60000,-72.69126051299426,0.001,,,59955,10.657394503102157,,,,99.8,230.07048112154007
60183,-71.76307373046875,0.001,152,836,60055,20.256404592990876,394,223.20684680000002,97.75,,
60581,-72.70464599609375,0.001,152,840,60454,9.167026517367121,396,223.18655785999997,97.71,,
60977,-71.5900766800861,0.001,152,844,60852,14.68963719630728,399,223.06902747,97.68,,
61000,-71.78926319978675,0.001,,,60950,11.638113342985815,,,,99.1,228.67880117297173
61370,-72.54870684941609,0.001,152,848,61245,9.590175943276316,402,222.92313929,97.6,,
61768,-72.87475692749024,0.001,152,852,61642,13.263025202751159,405,225.53246940999998,98.46,,
62000,-73.58266372680664,0.001,,,61940,12.40503767967224,,,,99.8,228.23734320402144
62167,-73.19046682241012,0.001,152,856,62039,13.05272263709945,408,225.44332122,98.43,,
62566,-72.65485168457032,0.001,152,860,62440,13.621133453845978,410,225.4816195100001,98.36,,
62960,-73.0911310935507,0.001,152,864,62833,12.181118595356844,413,228.24929192000002,99.24,,
63000,-74.01601821899413,0.001,,,62933,9.853334565162658,,,,98.9,229.8603360414505
63358,-74.01096267700196,0.001,152,868,63230,12.966228147949835,416,228.40948787000002,99.2,,
63755,-74.29871321697624,0.001,151,872,63629,16.271716532081065,419,228.38808286000003,99.15,,
64000,-73.72860297378229,0.001,,,63927,13.425205084742332,,,,98.8,228.56472175717354
64152,-73.61180908203124,0.001,151,876,64026,13.089614425042663,422,228.41264512000006,99.14,,
64549,-73.46475830078126,0.001,151,880,64422,14.218117735385896,425,228.46103809,99.1,,
64946,-74.08946350097656,0.001,151,884,64820,8.701173909986862,427,228.40441726999998,99.05,,
65000,-73.98850499367228,0.001,,,64919,19.545458025402493,,,,98.7,229.03940737247467
65340,-74.91230088837293,0.001,151,888,65215,11.188683176527219,431,228.42891979,99.02,,
65733,-74.24007057657047,0.001,151,892,65608,17.446498289400218,433,228.40482977,98.94,,
66000,-74.63713623046876,0.001,,,65906,8.62445335149765,,,,99.0,228.4001717031002
66133,-75.43924850463867,0.001,151,896,66006,12.086601066589356,436,228.52018770999996,98.94,,
66530,-74.84010750906808,0.001,151,900,66403,10.738453500124873,439,228.55391266000004,98.97,,
66924,-75.13005408462213,0.001,151,904,66799,18.986392158450503,441,228.59323082999998,99.01,,
67000,-74.9401578319316,0.001,,,66897,18.37389678371196,,,,99.4,228.7900728583336
67324,-74.85301330566406,0.001,151,908,67197,14.642105686664582,444,228.75360482,99.09,,
67725,-75.59441726684571,0.001,151,912,67597,9.242457010746001,447,228.98613943999996,99.21,,
68000,-76.40029571533204,0.001,,,67899,11.282076071984697,,,,99.9,230.69877024888993
68127,-76.63141098022462,0.001,151,916,67999,11.485978145599365,450,229.08670525000002,99.28,,
68531,-76.08942504882812,0.001,151,920,68403,12.87569029732506,452,229.07004271000002,99.36,,
68932,-76.63771697998047,0.001,151,924,68804,13.388257254362106,455,229.06370656,99.43,,
69000,-76.43152267456054,0.001,,,68905,20.099727012143276,,,,100.1,228.5985006392002
69336,-77.05506912231445,0.001,151,928,69207,16.364004729986192,459,229.18417427999998,99.51,,
69738,-77.31185668945312,0.001,151,932,69611,16.516151965254604,461,229.18255048999998,99.54,,
70000,-77.15374633789062,0.001,,,69911,10.584020095296426,,,,100.0,228.82679382562637
70139,-76.32834869384766,0.001,150,936,70011,13.138710614442825,465,229.18460808,99.56,,
70537,-76.61243362426758,0.001,150,940,70412,13.045012781620025,467,229.18036711000005,99.56,,
70931,-76.47275177637736,0.001,150,944,70806,13.525914642959833,470,229.18239956999997,99.54,,
71000,-77.11669034374003,0.001,,,70904,12.070704134143128,,,,97.9,226.65412024259567
71327,-77.2152180480957,0.001,150,948,71200,20.99027293920517,473,229.25374959000004,99.57,,
71724,-78.0844044494629,0.001,150,952,71599,14.646064035892486,476,229.24231055,99.56,,
72000,-76.75529556274414,0.001,,,71896,11.527957896993618,,,,98.2,226.1512152493
72120,-77.79795572709064,0.001,150,956,71995,10.278234927341192,479,229.26234480000002,99.53,,
72517,-77.33594131469727,0.001,150,960,72391,12.879387104511261,481,229.26363728,99.51,,
72917,-77.74176879882812,0.001,150,964,72791,9.721583367574333,483,229.41461587999999,99.57,,
73000,-78.12459899902343,0.001,,,72890,12.081736258786133,,,,99.0,229.91741795539855
73313,-77.69262710571289,0.001,150,968,73186,12.921264200499564,486,229.38528341999998,99.55,,
73711,-77.99335632324218,0.001,150,972,73583,7.901659977436066,488,229.39330789000005,99.56,,
74000,-78.29467056274414,0.001,,,73883,16.5451713013649,,,,98.8,228.6804097890854
74107,-77.50701328199737,0.001,150,976,73981,10.62005660241964,491,229.28462025000002,99.55,,
74501,-78.14904680439071,0.001,150,980,74376,8.811737733312173,494,229.20189962,99.52,,
74904,-79.51242965698242,0.001,150,984,74777,9.408302612304688,496,229.36287402000005,99.58,,
75000,-78.6551577758789,0.001,,,74877,9.45122875571251,,,,98.8,231.9768179655075
75303,-79.06666624779795,0.001,150,988,75176,17.599899528050187,499,229.50582029,99.63,,
75699,-79.60446615780101,0.001,150,992,75576,18.34093491983886,502,229.53900708000003,99.66,,
76000,-79.66228088378907,0.001,,,75964,7.515196994097546,,,,98.2,227.6445623576641
76090,,,150,996,,,505,229.39538208,99.57,,
76490,-78.49371023739086,0.001,150,1000,76362,12.194018755808916,507,229.58157941999997,99.6,,
76885,-79.33542068481445,0.001,150,1004,76761,9.7916288793087,509,229.62089753,99.61,,
77000,-79.26268721599968,0.001,,,76956,16.879646040955368,,,,98.7,226.29196233749389
77287,-78.29677447150735,0.001,150,1008,77158,13.352881978053858,512,229.61612586000004,99.63,,
77686,-78.79003158270145,0.001,150,1012,77558,8.043649242656066,515,229.45180158000002,99.61,,
78000,-79.90529876708985,0.001,,,77961,12.685493319034576,,,,99.8,232.40008167028427
78089,,,150,1016,,,518,229.44864452000002,99.62,,
78489,-79.496805378035,0.001,150,1020,78362,13.684987958114926,520,229.43748887000004,99.58,,
78891,-79.20278839111329,0.001,150,1024,78763,18.439139201641083,522,229.41544391000002,99.59,,
79000,-79.04228226019411,0.001,,,78963,9.665434461651426,,,,99.8,228.93620456457137
79294,-79.11257096832874,0.001,150,1028,79165,11.631446688782935,526,229.38056156,99.58,,
79695,-79.04384448481541,0.001,150,1032,79568,13.109546525643603,528,229.39811720999998,99.57,,
80000,-79.58595825195313,0.001,,,79968,4.892917343378067,,,,100.1,232.43716788887977
80095,,,150,1036,,,532,229.40234146,99.56,,
80501,-79.39567236806832,0.001,150,1040,80374,10.006230749335943,534,229.56260880000002,99.64,,
80899,-80.86235153198243,0.001,150,1044,80771,12.154739394046292,537,229.69236037,99.68,,
81000,-80.97470219930013,0.001,,,80969,15.646579476975903,,,,100.8,231.42359508872033
81297,-80.9747917175293,0.001,150,1048,81171,10.096953533887863,540,229.78932832,99.7,,
81694,-80.24744247436523,0.001,150,1052,81568,16.163898657066653,543,229.81463814999998,99.7,,
82000,-80.93061548349809,0.001,,,81965,10.830623463708527,,,,98.8,229.0573110163212
82091,,,150,1056,,,546,229.82807545,99.71,,
82477,-80.46427869796753,0.001,150,1060,82354,8.302473698164288,548,229.42594315,99.6,,
82863,-80.7641528447469,0.001,150,1064,82742,6.342211199303468,550,228.82225908999996,99.46,,
83000,-80.70047378540039,0.001,,,82929,7.305049792412789,,,,94.3,214.29960743188857
83238,-80.0406723022461,0.001,150,1068,83117,16.749512839824597,553,228.09584611,99.25,,
83610,-80.94754509303881,0.001,150,1072,83491,13.36567138600093,555,227.41316489000002,98.99,,
83977,-80.24446394178602,0.001,150,1076,83857,14.018424013158777,558,226.72339047999998,98.7,,
84000,-81.52146716828042,0.001,,,83950,12.827021950034686,,,,91.3,207.5939454257488
84339,-81.77647399902344,0.001,150,1080,84223,6.675992347381928,560,225.87448727,98.38,,
84703,-81.30155334472656,0.001,150,1084,84586,12.706534151236216,563,224.82763344,97.99,,
85000,-80.69458837094514,0.001,,,84949,13.841399273146754,,,,91.2,205.57055228352547
85067,,,150,1088,,,565,223.72696677,97.64,,
85434,-80.64351703809655,0.001,150,1092,85314,13.377177487362871,568,222.75437869,97.35,,
85806,-80.91555338320525,0.001,150,1096,85685,12.488080375868341,570,221.87042284000003,97.16,,
86000,-80.72218078613281,0.001,,,85878,9.993268953429329,,,,98.6,230.47777420282364
86204,-82.0099333190918,0.001,150,1100,86077,8.656920322097173,572,221.65233343,97.14,,
86599,-81.2793441473269,0.001,150,1104,86474,17.94498923596214,575,221.58338066999997,97.14,,
86989,-81.90738360087077,0.001,150,1108,86865,14.971498721653653,577,221.30729911999998,97.02,,
87000,-82.06128427933673,0.001,,,86962,13.724352856272274,,,,98.4,223.72803524136543
87374,-82.09580103556316,0.001,150,1112,87253,8.37879517643722,580,221.05256663999992,96.88,,
87765,-82.07540115045042,0.001,150,1116,87641,9.792244993910497,582,220.80716520000001,96.76,,
88000,-82.00087333212093,0.001,,,87935,11.310165487154565,,,,99.2,225.76582552790643
88161,-81.51429092407227,0.001,150,1120,88034,11.820265901209128,585,220.67900029999998,96.72,,
88558,-81.00070704246053,0.001,150,1124,88432,12.850419903288083,587,220.74662955000002,96.67,,
88953,-82.33233922841598,0.001,150,1128,88825,12.383208048464072,589,220.73598975000002,96.59,,
89000,-82.2952345305798,0.001,,,88926,7.80540930752707,,,,100.7,231.6521567940712
89356,-82.29886901855468,0.001,150,1132,89229,10.186776455086056,593,220.85012356,96.61,,
89759,-82.29742538452149,0.001,150,1136,89631,7.190230053250152,595,220.95788661000003,96.64,,
90000,-82.58088434958944,0.001,,,89931,10.62375124415966,,,,100.3,232.37883552312852
90159,-83.32946882060929,0.001,150,1140,90032,15.83198099561257,599,220.92928588000004,96.58,,
90561,-82.65540496826172,0.001,150,1144,90433,10.114534369789729,601,220.97964843000003,96.62,,
90963,-83.66072441549862,0.001,150,1148,90836,16.46556598007089,604,220.93623007999997,96.66,,
91000,-83.78453964233398,0.001,,,90936,10.635540337562562,,,,99.5,230.53459738492967
91361,-82.55207153320312,0.001,150,1152,91235,9.614601664023825,607,220.94321803000003,96.67,,
91762,-82.31328338623047,0.001,150,1156,91634,7.000936074256897,609,221.14278066999995,96.71,,
