time/total_timesteps,train/actor_loss,train/learning_rate,time/fps,time/episodes,train/n_updates,train/critic_loss,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_ep_length,eval/mean_reward
148143,-87.0116834453508,0.001,137,1720,148015,8.931125120789398,1075,236.21216675,101.18,,
148544,-88.02623611450196,0.001,137,1724,148417,6.464465385616416,1078,236.17243498,101.18,,
148951,-87.10440287870519,0.001,137,1728,148822,3.803333799044291,1081,236.20169900999997,101.22,,
149000,-86.55714685776654,0.001,,,148924,8.027933868707395,,,,101.9,237.2017450273037
149357,-87.28159927368164,0.001,137,1732,149230,11.329262871742248,1086,236.25047597999998,101.23,,
149762,-87.01761462641697,0.001,137,1736,149635,7.42475752620136,1090,236.36639405000003,101.25,,
150000,-86.66795227050781,0.001,,,149937,6.837033998966217,,,,100.4,235.53239285349846
150166,-87.35188385009765,0.001,137,1740,150037,6.625287549495697,1095,236.39388428,101.23,,
150567,-86.99195175170898,0.001,137,1744,150438,13.442146405427144,1098,236.23817850999995,101.16,,
150972,-87.504423828125,0.001,136,1748,150845,12.497842089374467,1102,236.30679580999995,101.16,,
151000,-86.77425186157227,0.001,,,150945,11.806844779253005,,,,98.9,230.72634760737418
151374,-87.58621619729435,0.001,136,1752,151246,3.5080553741738347,1107,236.25191327000002,101.12,,
151778,-87.42142959594726,0.001,136,1756,151650,10.241667963266373,1110,236.23096141000002,101.1,,
152000,-87.56303100585937,0.001,,,151952,7.692014185786247,,,,99.8,234.8905358195305
152178,-88.0989185255401,0.001,136,1760,152051,3.2896269024020492,1115,236.17689083000002,101.04,,
152580,-88.09252075195313,0.001,136,1764,152452,13.692202014923096,1118,236.13582302999998,100.99,,
152980,-87.20790222167969,0.001,136,1768,152853,5.926610870957375,1122,236.10832112,100.94,,
153000,-87.80117645263672,0.001,,,152953,10.893765953779221,,,,99.1,234.66037284731865
153377,-87.93893249511719,0.001,136,1772,153250,4.750869370102882,1127,235.96449698,100.84,,
153773,-87.67467919174506,0.001,136,1776,153646,3.171056184841662,1130,235.84973522,100.76,,
154000,-87.79626419067382,0.001,,,153947,15.480961427830234,,,,101.2,235.99510391950608
154134,-87.66642940745635,0.001,135,1780,154048,7.997791180516233,1135,234.51918616,100.32,,
154538,-87.87951385498047,0.001,135,1784,154410,4.892488089799881,1138,234.67109173999998,100.36,,
154937,-87.74198699951172,0.001,135,1788,154813,8.74852382361889,1142,234.56151596,100.32,,
155000,-88.04153271110691,0.001,,,154910,7.2706667233988185,,,,99.6,232.74977192878723
155340,-87.2244662475586,0.001,135,1792,155212,6.795550279021263,1146,234.56061723000002,100.33,,
155745,-87.87299197327857,0.001,135,1796,155617,14.264728540298986,1150,234.53128069,100.34,,
156000,-87.11596450805663,0.001,,,155918,8.114476592540742,,,,100.4,236.4025865316391
156149,-87.47399094525505,0.001,135,1800,156020,9.954066641774832,1154,234.45971475999994,100.31,,
156549,-87.62913833618164,0.001,135,1804,156423,7.936434731625094,1158,234.44355854000003,100.28,,
156951,-89.29296605727252,0.001,135,1808,156824,7.615475649927177,1162,234.36664367,100.24,,
157000,-87.86916046142578,0.001,,,156924,6.206398523449898,,,,100.7,236.36173981428146
157357,-87.96954600016277,0.001,134,1812,157228,9.616211292790432,1167,234.40523197000002,100.27,,
157760,-89.29241105621936,0.001,134,1816,157632,5.7568903974458285,1170,234.37849165,100.22,,
158000,-87.2277197265625,0.001,,,157932,4.737295635420867,,,,98.9,233.56353541612626
158162,-87.92482788085937,0.001,134,1820,158032,8.505314075946808,1175,234.33343692999998,100.19,,
158564,-88.18895980834961,0.001,134,1824,158436,5.833869990110397,1179,234.41277158999998,100.2,,
158969,-87.70217327043122,0.001,134,1828,158841,4.498260061530506,1183,234.4456475,100.18,,
159000,-88.08509332993451,0.001,,,158942,4.699286149279906,,,,101.2,237.80440013408662
159377,-87.45471774830537,0.001,134,1832,159247,6.261141821449878,1188,234.50383513999998,100.2,,
159779,-88.09015823364258,0.001,133,1836,159653,8.029526339173318,1192,234.42160230999997,100.17,,
160000,-88.77338638305665,0.001,,,159954,4.862969970107079,,,,100.3,234.53642337322236
160181,-88.06564102172851,0.001,133,1840,160054,4.224351595640183,1197,234.31714216,100.15,,
160582,-88.71268341064453,0.001,133,1844,160454,5.944009718268808,1201,234.38686453,100.15,,
160982,-88.39926785838847,0.001,133,1848,160853,5.851557784610325,1205,234.28206377999996,100.1,,
161000,-88.76049206303615,0.001,,,160955,3.4933483185721377,,,,100.7,236.91622489094735
161385,-88.83457122802734,0.001,133,1852,161257,9.834544782001194,1210,234.33780104,100.11,,
161786,-88.79479295380261,0.001,133,1856,161657,10.094566890687654,1214,234.31109496000002,100.08,,
162000,-88.49401735791973,0.001,,,161962,7.116597755120532,,,,100.8,235.6923152565956
162190,-89.45572891235352,0.001,132,1860,162063,8.464944930950013,1220,234.38024790000003,100.12,,
162588,-89.01279510498047,0.001,132,1864,162460,8.156002815365792,1224,234.22230416,100.08,,
162990,-89.2325146484375,0.001,132,1868,162864,9.21800642132759,1228,234.19463124,100.1,,
163000,-89.00067683628627,0.001,,,162963,5.8600990832454025,,,,99.5,233.91077370643615
163392,-89.38808898925781,0.001,132,1872,163264,5.328148649334907,1233,234.30311410000002,100.15,,
163791,-88.44767272949218,0.001,132,1876,163664,8.374628295802106,1237,234.41296232000002,100.18,,
164000,-89.30970581054687,0.001,,,163965,10.31631893157959,,,,101.3,238.87299726009368
164193,-89.54422356100643,0.001,132,1880,164066,6.92151023078673,1243,235.77517609000006,100.59,,
164595,-88.14531489780971,0.001,131,1884,164467,6.794513901074727,1247,235.76469099,100.57,,
164995,-88.84509628295899,0.001,131,1888,164868,8.671790103316306,1251,235.81873412999994,100.58,,
165000,-87.44732406616211,0.001,,,164968,9.252340990900993,,,,99.9,235.97186485528945
165393,-88.77793014526367,0.001,131,1892,165267,9.99381698948322,1256,235.81162552,100.53,,
165796,-88.3378108215332,0.001,131,1896,165671,8.80935528962919,1261,235.87954584,100.51,,
166000,-88.68890869140625,0.001,,,165968,6.290832612514496,,,,100.4,238.1619218826294
166198,-89.21155731201172,0.001,131,1900,166069,5.037923347831953,1266,235.91817027000002,100.49,,
166600,-88.04257507324219,0.001,131,1904,166473,7.730657662749291,1270,235.97124199,100.51,,
167000,-88.62010686537799,0.001,,,166878,3.13558116496778,,,,101.8,239.07963167428971
167006,,,130,1908,,,1276,236.10658056999998,100.55,,
167407,-88.21152877807617,0.001,130,1912,167280,7.978314222711505,1281,236.09627738999995,100.5,,
167808,-88.43582748413085,0.001,130,1916,167680,6.5592359165952665,1285,236.06145113,100.48,,
168000,-89.50473983764648,0.001,,,167881,3.880962083339691,,,,99.2,233.9262938797474
168204,-89.18292827995457,0.001,130,1920,168078,4.12207644995378,1290,235.92964611999997,100.42,,
168608,-88.01010655421837,0.001,130,1924,168480,4.393081751790377,1294,236.03116761000004,100.44,,
169000,-89.04014846801758,0.001,,,168883,8.813205535459046,,,,101.2,238.80542542338372
169011,,,129,1928,,,1300,236.02444953999998,100.42,,
169416,-89.47062118530273,0.001,129,1932,169289,9.443240990733155,1305,235.97462402999997,100.39,,
169819,-88.8599496459961,0.001,129,1936,169691,4.80778255879879,1309,236.02358464000005,100.4,,
170000,-88.42256469726563,0.001,,,169893,7.126506628966568,,,,100.0,234.18596492409705
170219,-88.90635260757135,0.001,129,1940,170091,10.360417099312098,1314,236.00809689000002,100.38,,
170624,-90.03247436523438,0.001,129,1944,170495,3.124712280631065,1318,236.1196479,100.42,,
171000,-88.38727661132812,0.001,,,170902,15.017409851551056,,,,101.0,238.51660884618758
171030,,,129,1948,,,1324,236.29281247,100.48,,
171429,-88.22788024902344,0.001,129,1952,171302,8.015338344405396,1328,236.20339196000003,100.44,,
171831,-88.53928482055665,0.001,128,1956,171704,6.013454558253288,1332,236.20719448,100.45,,
172000,-89.87056121826171,0.001,,,171905,10.108959237537762,,,,100.9,236.8070813715458
172235,-88.20556401271446,0.001,128,1960,172108,9.76881619550214,1337,236.18973683000004,100.45,,
172634,-89.64504821777344,0.001,128,1964,172507,6.605883204700923,1341,236.30026807000002,100.46,,
173000,-88.71833419799805,0.001,,,172909,3.54146414936179,,,,100.8,235.79532677531242
173037,,,128,1968,,,1346,236.35529814,100.47,,
173441,-89.85127166748048,0.001,128,1972,173313,2.417941652312137,1350,236.40571250000002,100.49,,
173848,-88.81636032403684,0.001,128,1976,173719,5.40303677089006,1355,236.59948695,100.57,,
174000,-89.49774050245098,0.001,,,173922,7.257997396558818,,,,101.0,238.30810310840607
174254,-89.23844757080079,0.001,128,1980,174125,9.005937407512477,1360,236.67550544999997,100.61,,
174658,-89.43985853008195,0.001,127,1984,174530,6.358165103020054,1364,236.698719,100.63,,
175000,-88.36513977050781,0.001,,,174930,4.287844208478927,,,,100.6,236.81338527202607
175057,,,127,1988,,,1369,236.73102379999997,100.62,,
175458,-90.6218396355124,0.001,127,1992,175332,5.817709764041523,1373,236.79787159,100.65,,
175857,-89.76248748779297,0.001,127,1996,175731,8.058755110986162,1377,236.72242133000003,100.61,,
176000,-88.59285690307617,0.001,,,175930,7.46757453262806,,,,99.9,233.99813066124915
176254,-88.75325899708028,0.001,127,2000,176128,10.690409066725751,1383,236.54390824,100.56,,
176658,-89.81893681544884,0.001,127,2004,176530,8.448833195879908,1387,236.57066388000004,100.58,,
177000,-89.74685028076172,0.001,,,176930,2.6193653760534343,,,,100.2,236.31725445389748
177057,,,127,2008,,,1392,236.43666574000002,100.51,,
177458,-89.82984670003255,0.001,127,2012,177330,5.85455067677073,1396,236.46129362000008,100.51,,
177859,-88.12066970825195,0.001,126,2016,177731,4.021448146104813,1400,236.46824782,100.51,,
178000,-88.79717666625976,0.001,,,177933,8.22995154692395,,,,100.8,237.23726179599763
178262,-89.80286361694336,0.001,126,2020,178135,11.223421212470177,1406,236.59993091,100.58,,
178666,-90.3712922668457,0.001,126,2024,178539,6.718623066892718,1410,236.53096373999998,100.58,,
179000,-89.57762451171875,0.001,,,178940,5.454507114309253,,,,100.8,238.10687220096588
179068,,,126,2028,,,1415,236.51550336000003,100.57,,
179471,-89.45309936523438,0.001,126,2032,179343,3.314567783681473,1419,236.52582889999996,100.55,,
179868,-90.09034526591398,0.001,126,2036,179741,4.597339896842687,1423,236.39114967,100.49,,
180000,-89.17497941559436,0.001,,,179943,5.218998344505534,,,,100.8,238.938057243824
180274,-89.6317029466816,0.001,126,2040,180146,7.27431989601343,1429,236.57537211000002,100.55,,
180678,-89.14220922133502,0.001,126,2044,180550,10.645199492865919,1433,236.54537494000004,100.54,,
181000,-88.94061172485351,0.001,,,180952,7.020647957921028,,,,100.0,235.0312489390373
181081,,,125,2048,,,1439,236.46467826999998,100.51,,
181482,-88.86735168457031,0.001,125,2052,181353,11.557945459485055,1443,236.50536578,100.53,,
181883,-89.76087188720703,0.001,125,2056,181756,5.534294173413632,1447,236.46617991000002,100.52,,
182000,-90.31600936889649,0.001,,,181957,7.366332179839068,,,,101.2,237.34971183538437
182282,-89.38551579689494,0.001,125,2060,182156,8.57937437539198,1452,236.37685292000003,100.47,,
182685,-90.35296310424805,0.001,125,2064,182557,5.999116219878196,1456,236.49686798,100.51,,
183000,-90.10860682468788,0.001,,,182960,6.285963800874087,,,,101.1,237.74390150308608
183089,,,125,2068,,,1462,236.54488816,100.52,,
183495,-90.61448489918428,0.001,125,2072,183367,5.931189437707265,1466,236.61601527,100.54,,
183894,-89.16848602294922,0.001,125,2076,183766,9.261871433619296,1470,236.39282500000002,100.46,,
184000,-90.42310592651367,0.001,,,183966,4.038157314363152,,,,100.2,235.95848076343538
184293,-89.85743789672851,0.001,124,2080,184167,7.202871224077621,1475,236.20060234999997,100.39,,
184693,-90.43067687988281,0.001,124,2084,184569,8.637263014912605,1479,236.03117553,100.35,,
185000,-88.84145706176758,0.001,,,184966,9.269886031150818,,,,99.6,231.73548653125764
185092,,,124,2088,,,1485,235.92890448000006,100.35,,
185493,-89.83658905029297,0.001,124,2092,185365,3.1714560230179587,1489,235.82404388999998,100.35,,
185899,-89.00991149902343,0.001,124,2096,185770,5.729372341036797,1493,235.98530703,100.42,,
186000,-90.37347741220512,0.001,,,185872,2.946919684316598,,,,101.6,238.55609508752823
186304,-89.76155509200751,0.001,124,2100,186174,12.782549040574654,1498,236.11777294,100.5,,
186709,-90.86889783073875,0.001,124,2104,186582,3.925354795290692,1502,236.07415607,100.51,,
187000,-89.57613983154297,0.001,,,186883,4.428212631344795,,,,100.0,233.29339256286622
187111,-90.3934237910252,0.001,124,2108,186984,2.152619980349399,1508,236.08847097999998,100.54,,
187511,-90.00967239379882,0.001,123,2112,187384,8.920531994104385,1512,236.04636036000008,100.53,,
187914,-89.26564399868835,0.001,123,2116,187786,8.467118015973876,1516,236.05186279,100.55,,
188000,-88.76958038330078,0.001,,,187887,5.493571669158369,,,,100.2,235.26122763156891
188314,-89.66464614868164,0.001,123,2120,188187,3.9395005285739897,1522,236.05038135000004,100.52,,
188720,-90.41265195958755,0.001,123,2124,188592,6.9075476959639905,1526,236.10373691999996,100.54,,
189000,-89.48580902697994,0.001,,,188897,4.2843771594412186,,,,99.0,233.03401160240173
189123,-90.14569625854492,0.001,123,2128,188996,8.866167470662282,1532,236.09777599000006,100.55,,
189526,-89.71506118774414,0.001,123,2132,189398,6.633636419177055,1536,236.09377796,100.55,,
189929,-90.6671273803711,0.001,123,2136,189803,7.085050181587143,1540,236.25860733000005,100.61,,
190000,-90.46751586914063,0.001,,,189902,5.279174975674562,,,,97.3,229.43812094926835
190326,-89.84638400953644,0.001,123,2140,190199,1.9679655721693328,1545,236.0526638,100.52,,
190731,-89.37256008970971,0.001,123,2144,190602,6.280159551318329,1549,236.09110736,100.53,,
191000,-89.71043740066827,0.001,,,190906,5.233752583513166,,,,100.1,234.86914931535722
191135,-89.17102066040039,0.001,122,2148,191007,3.865375370672434,1554,236.0906609,100.54,,
191539,-89.20656112670899,0.001,122,2152,191411,7.654435448127217,1559,236.21480215,100.57,,
191939,-90.31989227294922,0.001,122,2156,191813,4.8070765197277066,1563,236.20765253000002,100.56,,
192000,-90.24702972412109,0.001,,,191912,7.114784612800136,,,,99.9,235.33557426929474
192341,-90.7207373046875,0.001,122,2160,192213,4.02136214180748,1568,236.28933092000003,100.59,,
192738,-89.11879652373645,0.001,122,2164,192609,5.443326159399383,1572,236.12224901999997,100.53,,
193000,-90.59314089405294,0.001,,,192909,8.169360261790606,,,,96.5,227.8915999531746
193131,-89.93469892229352,0.001,122,2168,193006,5.135808509035209,1577,235.89749367000005,100.42,,
193523,-90.49736724853516,0.001,122,2172,193399,5.355432651638985,1581,235.53203872000006,100.28,,
193914,-89.93743774414062,0.001,122,2176,193791,6.994554879051624,1585,235.36696760000007,100.2,,
194000,-89.76360527674358,0.001,,,193887,6.483327346543471,,,,102.6,237.2039913535118
194314,-89.65806106567383,0.001,122,2180,194186,3.1827266043424607,1591,235.37423987999998,100.21,,
194714,-89.89449746268136,0.001,122,2184,194587,7.399368365003605,1594,235.45943723,100.21,,
195000,-89.09745208740235,0.001,,,194885,8.626895729267952,,,,100.0,236.0034013390541
195112,-90.50073760986328,0.001,121,2188,194985,5.254089148044586,1600,235.57185156,100.2,,
195515,-90.28052032470703,0.001,121,2192,195387,3.9669841581583025,1604,235.66374872,100.22,,
195917,-89.89238739013672,0.001,121,2196,195789,3.244241665005684,1608,235.57050800999997,100.18,,
196000,-89.55418650309245,0.001,,,195890,3.7513081992026605,,,,100.4,235.35253430604934
196321,-89.67098116407207,0.001,121,2200,196192,6.318644417984651,1613,235.58200093,100.17,,
196725,-89.72905102898093,0.001,121,2204,196598,2.9307640667008883,1617,235.66781981,100.16,,
197000,-90.44286425908406,0.001,,,196893,5.590229727948706,,,,99.4,234.22471874952316
197121,-90.306484375,0.001,121,2208,196993,4.337836251854896,1623,235.51358164,100.1,,
197522,-90.21322967529296,0.001,121,2212,197395,8.22551715137935,1627,235.61197026999997,100.11,,
197925,-90.07425582885742,0.001,121,2216,197797,4.8168926138689026,1631,235.64600887,100.11,,
198000,-90.02522158155254,0.001,,,197898,3.2708828508263768,,,,99.2,234.57188234329223
198323,-91.34267517089843,0.001,121,2220,198199,8.708070260463375,1636,235.59696183000003,100.09,,
198741,-90.05529166167636,0.001,121,2224,198611,5.233079661832791,1640,235.60036183000003,100.21,,
199000,-90.25392473660983,0.001,,,198714,9.30253262948064,,,,344.1,465.44285989403727
199764,-90.43914280941611,0.001,120,2228,199504,5.552793712992417,1654,242.25274948000003,106.41,,
200000,-90.62098467481006,0.001,,,199919,6.756470523037753,,,,272.0,374.6208856940269
