rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/episodes,time/total_timesteps,time/time_elapsed,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss,eval/mean_reward,eval/mean_ep_length
26.0,17.67479525,3968,4,104,0,,,,,,
17.5,9.146378499999999,501,8,140,0,0.001,0.023812573817041185,55,-0.4334065243601799,,
15.0,7.862146333333333,385,12,180,0,0.001,0.01686560660600662,94,-0.5970073223114014,,
13.75,7.2508871875,333,16,220,0,0.001,0.015804228326305746,134,-0.6522996068000794,,
13.0,6.884070799999999,303,20,260,0,0.001,0.013707310333848,174,-0.7611273407936097,,
12.5,6.641378458333333,289,24,300,1,0.001,0.013917671283707023,214,-0.8684047102928162,,
12.142857142857142,6.4663061428571424,276,28,340,1,0.001,0.017813706956803798,254,-0.8390899538993836,,
11.875,6.3336635,267,32,380,1,0.001,0.012552274391055107,294,-0.8937521815299988,,
11.666666666666666,6.229750694444444,258,36,420,1,0.001,0.011030659871175885,334,-0.9620200634002686,,
11.5,6.147712725,252,40,460,1,0.001,0.015227458160370588,374,-0.9596800804138184,,
11.363636363636363,6.079630863636364,247,44,500,2,0.001,0.014994034357368947,414,-0.9654156923294067,,
11.25,6.024135333333334,243,48,540,2,0.001,0.014180790074169636,454,-1.05355064868927,,
11.153846153846153,5.976576307692308,240,52,580,2,0.001,0.009512430196627975,494,-1.0393214225769043,,
11.071428571428571,5.935351196428571,237,56,620,2,0.001,0.0073705201502889395,534,-1.0950379252433777,,
11.0,5.899248683333332,236,60,660,2,0.001,0.013968841591849922,574,-1.1191016912460328,,
10.9375,5.869013921875,235,64,700,2,0.001,0.00690273279324174,614,-1.2173965215682983,,
10.882352941176471,5.8436900147058815,236,68,740,3,0.001,0.010721915145404637,654,-1.185250997543335,,
10.833333333333334,5.820574958333334,237,72,780,3,0.001,0.01070534884929657,694,-1.1333324670791627,,
10.789473684210526,5.7997132763157895,238,76,820,3,0.001,0.012060506828129291,734,-1.2422497987747192,,
10.75,5.784261262500001,238,80,860,3,0.001,0.011257572704926134,774,-1.2425561428070069,,
11.285714285714286,7.358725166666669,239,84,948,3,0.001,0.07938242695209655,850,-2.170584938742898,,
,,,,1000,,0.001,0.16266088238493961,917,-2.3330291618000376,46.62477535605431,27.7
12.045454545454545,8.567731829545455,228,88,1060,4,0.001,0.1779588661821825,945,-2.569964817592076,,
15.456521739130435,13.994833673913046,220,92,1422,6,0.001,0.22349452255095573,1327,-4.073147474451268,,
16.552083333333332,16.4668205,229,96,1589,6,0.001,0.33827902224253525,1444,-4.635477564551613,,
18.35,20.26878988,219,100,1835,8,0.001,0.49560534595870054,1715,-5.718679464780367,,
,,,,2000,,0.001,0.4961707694777127,1846,-6.179218660701405,168.88637627363204,86.3
20.7,26.20348466,207,104,2174,10,0.001,0.7308941632509232,2013,-6.95318033695221,,
23.8,32.999629389999996,207,108,2520,12,0.001,1.1562409862533383,2359,-8.427880497865898,,
