rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,train/critic_loss,train/actor_loss,train/learning_rate,train/n_updates,eval/mean_ep_length,eval/mean_reward
70.79,228,134.47961272,127,75,9626,6.2722561595051785,-26.458139818768167,0.001,9446,,
73.01,232,138.97497613000002,127,78,9969,6.082135294758996,-27.032048070153525,0.001,9788,,
,,,,,10000,5.388872723018422,-26.935401462373278,0.001,9873,85.1,163.72800341844558
74.92,236,142.78325818,125,81,10310,5.378855095353237,-27.222629147906638,0.001,10128,,
77.42,240,147.69375992000002,125,84,10648,5.242049611040524,-27.699580147152854,0.001,10466,,
79.9,244,152.58994837,125,87,10986,5.82656642285789,-28.1671795263523,0.001,10805,,
,,,,,11000,6.751014339222627,-28.63160399503486,0.001,10890,85.6,166.67040298581122
82.4,248,157.58628284,123,91,11328,5.867519094500431,-29.391580271166426,0.001,11147,,
83.18,252,159.40943690999998,123,94,11671,5.490828471128331,-29.600303960400957,0.001,11488,,
,,,,,12000,5.817633900922887,-30.504957062857493,0.001,11831,84.8,163.17352602481841
84.07,256,161.40632447,122,98,12010,,,,,,
84.53,260,162.53643724000003,121,101,12351,6.035083214903986,-30.563315458075945,0.001,12169,,
84.79,264,163.24717202999997,121,104,12691,5.450270868483043,-31.299480665297736,0.001,12509,,
,,,,,13000,5.068778499434976,-31.575430552164715,0.001,12851,84.8,165.33251045942308
85.04,268,163.90439775000002,120,107,13032,,,,,,
85.07,272,164.03797296999997,121,110,13374,4.328674003657173,-31.846540007480357,0.001,13192,,
85.19,276,164.40159563,121,112,13714,7.761222244711483,-32.29678499130976,0.001,13533,,
,,,,,14000,6.481768780596116,-32.88932818035747,0.001,13874,85.3,166.912162399292
85.22,280,164.56054190999998,120,116,14055,,,,,,
85.23,284,164.62153563,120,119,14397,6.153362223681282,-32.92030982084052,0.001,14216,,
85.23,288,164.72157746000002,121,121,14739,4.79278053100719,-33.408813875775,0.001,14557,,
,,,,,15000,6.678566057541791,-33.699441637311665,0.001,14899,85.1,166.10886907577515
85.21,292,164.66370006,120,125,15080,,,,,,
85.21,296,164.72681361000002,120,127,15422,6.471164108708847,-34.406369187111075,0.001,15241,,
85.19,300,164.76161959,120,130,15764,6.454294523527456,-34.61901478434718,0.001,15583,,
,,,,,16000,5.709539427313694,-34.699159001195156,0.001,15840,85.3,167.53202556967736
85.24,304,165.01053360000003,119,134,16106,5.040233738282147,-34.62197344643729,0.001,15925,,
85.22,308,165.10531955000002,119,137,16447,6.035436535165424,-35.50894846235003,0.001,16265,,
85.22,312,165.31322235000005,119,140,16790,4.50543803808301,-35.391207761542745,0.001,16608,,
,,,,,17000,8.61045546448508,-35.112762717313544,0.001,16866,85.8,169.8854560315609
85.25,316,165.58780692,118,144,17134,5.679507276591132,-35.605763662429084,0.001,16951,,
85.31,320,165.95129784,119,146,17476,7.862633197447833,-35.38776442062023,0.001,17294,,
85.33,324,166.17271195,119,149,17818,8.79257040865281,-35.67294524436773,0.001,17636,,
,,,,,18000,8.357382382071295,-36.29220368141352,0.001,17894,85.6,170.54801679253578
85.36,328,166.37745503,118,153,18162,5.4391136585279956,-36.00726788542991,0.001,17980,,
85.34,332,166.53015393,118,155,18503,6.025409858367023,-36.56319489589957,0.001,18322,,
85.36,336,166.78003115999996,119,158,18846,8.38088770938474,-36.405584290970204,0.001,18665,,
,,,,,19000,4.471646024737248,-36.5822907824849,0.001,18836,73.5,144.63061722517014
84.97,340,166.17389759000002,118,161,19145,7.6249256860919115,-36.31232089088077,0.001,18962,,
84.6,344,165.61679472,118,163,19446,5.671074080467224,-36.047827538989836,0.001,19265,,
84.61,348,165.79331968999998,118,166,19789,5.273688194363616,-37.06758011219113,0.001,19607,,
,,,,,20000,5.411775450145497,-36.759421030680336,0.001,19863,80.1,158.04851917028427
84.54,352,165.87320254,118,169,20125,6.976593154895155,-37.10924959182739,0.001,19942,,
84.2,356,165.36450496999998,118,172,20430,6.3678533825381045,-37.56120530949082,0.001,20289,,
84.22,360,165.59658720999997,118,174,20773,5.258565339931222,-36.795568954112916,0.001,20591,,
,,,,,21000,5.474204991845523,-37.246159930561866,0.001,20848,85.7,170.70407078266143
84.25,364,165.85647095000002,118,178,21116,5.137027959490931,-37.36150049608807,0.001,20934,,
84.24,368,166.04653954000003,118,181,21456,9.710231384565663,-37.42906548256098,0.001,21277,,
84.24,372,166.21185885,118,183,21798,5.89919052013131,-38.12139919192292,0.001,21616,,
,,,,,22000,5.470124939392353,-37.64625252124875,0.001,21875,86.2,172.54517412781715
84.31,376,166.56134628,117,187,22145,5.3450298007877395,-38.09495050256903,0.001,21962,,
84.17,380,166.31117105,118,190,22472,5.691914751559874,-37.34830093383789,0.001,22293,,
84.06,384,166.15994991,118,192,22803,5.24909992915828,-37.80123408247785,0.001,22625,,
,,,,,23000,5.848789586577305,-38.03583633067996,0.001,22879,86.2,171.95993473529816
84.11,388,166.37200665999998,117,196,23150,5.3586760033136125,-37.98941282792525,0.001,22966,,
84.15,392,166.65272444000001,117,199,23495,4.416625603686931,-37.91294976167901,0.001,23312,,
84.21,396,166.87064991000003,118,201,23843,4.545645611039523,-38.072528232227675,0.001,23660,,
,,,,,24000,5.886533423911693,-38.3533733279206,0.001,23833,86.3,172.97485329508783
84.25,400,167.08631880000002,117,205,24189,8.053598208860917,-38.10385643352162,0.001,24007,,
84.3,404,167.28902114999997,117,208,24536,4.046082873454039,-38.32626804085665,0.001,24353,,
84.34,408,167.41202256999998,117,210,24881,5.24620147272088,-38.160959157076746,0.001,24700,,
,,,,,25000,6.083815839098788,-38.805634845386855,0.001,24872,84.6,169.27177599072456
84.36,412,167.48490342999995,117,214,25226,5.1778383912711305,-38.226619543031205,0.001,25045,,
84.34,416,167.57528554,117,217,25568,4.828258039003395,-38.02904584931164,0.001,25387,,
84.28,420,167.46538988,117,219,25904,3.805567373948939,-38.486562063527664,0.001,25722,,
,,,,,26000,6.445227486166087,-39.05509940060702,0.001,25896,86.3,173.10704622864722
84.32,424,167.66233203,117,223,26250,7.034060361773469,-37.68966435277185,0.001,26068,,
84.32,428,167.75448491999995,117,226,26594,4.620005999886712,-38.556662005047464,0.001,26412,,
84.37,432,167.82230538999997,117,228,26940,5.067323011021282,-38.40940617406091,0.001,26757,,
,,,,,27000,5.273777567107102,-38.59411343661222,0.001,26844,86.3,172.12128536701204
84.38,436,167.90189963,117,232,27284,4.4729438992433765,-39.25611300801122,0.001,27102,,
84.82,440,168.9312722,117,235,27627,5.607032190921695,-38.60097299620163,0.001,27445,,
85.25,444,169.89966962000003,117,237,27971,4.321019896241122,-38.44920987861101,0.001,27789,,
,,,,,28000,5.38512897768686,-38.668659565060636,0.001,27875,86.2,171.41050694584845
85.27,448,169.94810697999998,117,241,28316,3.8410619538883832,-38.21433054014694,0.001,28134,,
84.73,452,168.76706435,117,243,28598,6.120516282181407,-38.52172532192496,0.001,28417,,
85.13,456,169.63173326999996,117,246,28943,5.406467344569064,-38.722810079885086,0.001,28761,,
,,,,,29000,5.787512962208238,-38.723419189453125,0.001,28847,86.4,173.1205867111683
85.14,460,169.66219764000002,117,250,29287,4.986931615097578,-38.7956322958303,0.001,29105,,
85.16,464,169.64692251999998,117,252,29632,4.803173457467278,-38.37898476179256,0.001,29451,,
85.19,468,169.63329694000004,117,255,29975,5.847377609374911,-38.820666823276255,0.001,29794,,
,,,,,30000,5.399032271609586,-39.00843266078404,0.001,29879,86.1,171.3591155230999
85.23,472,169.63907646000004,117,259,30321,4.5868828735132325,-38.63348060430482,0.001,30139,,
85.21,476,169.58465074999995,117,261,30666,4.87923866304858,-38.92256728085604,0.001,30484,,
,,,,,31000,4.236210283191725,-38.9154728734216,0.001,30829,85.5,167.4783652126789
85.39,480,170.00030277,116,265,31011,,,,,,
85.51,484,170.24300051999998,116,268,31354,4.629193573839524,-38.601634003395255,0.001,31172,,
85.49,488,170.15180301999996,117,270,31699,3.857793004013771,-38.48927378100018,0.001,31516,,
,,,,,32000,4.501506632150606,-38.727752774260765,0.001,31861,86.1,171.3090112030506
85.48,492,170.04579635000002,116,274,32043,,,,,,
85.46,496,169.97576,116,277,32389,3.998716960008117,-39.17574353651567,0.001,32206,,
85.44,500,169.88445617999997,116,279,32733,4.781253348949344,-38.80870144866233,0.001,32551,,
,,,,,33000,5.822312356427658,-38.61467884862146,0.001,32896,86.2,170.12629363536834
85.42,504,169.84835116,116,283,33078,,,,,,
85.4,508,169.80075949000002,116,286,33421,4.518012814138127,-38.686607183412065,0.001,33239,,
85.39,512,169.77124268,116,288,33765,5.520153752593107,-39.009385929551236,0.001,33583,,
,,,,,34000,5.729429942018846,-39.557384581792924,0.001,33841,85.5,170.7647963166237
85.38,516,169.68841534,116,292,34106,3.9875141936679217,-38.907920393832896,0.001,33927,,
85.43,520,169.87274827999997,116,295,34447,4.799135848170235,-39.29438908894857,0.001,34266,,
85.39,524,169.78738069999997,116,297,34789,4.057329566338483,-39.00501414707729,0.001,34607,,
,,,,,35000,3.527555069753102,-39.2806217556908,0.001,34863,85.1,169.86003431081772
85.37,528,169.76352242000002,116,301,35131,3.742560727651729,-39.38109508780546,0.001,34949,,
85.31,532,169.78666120999998,116,304,35471,5.651521548102884,-39.45688114609829,0.001,35290,,
85.26,536,169.79511166999998,116,306,35810,3.8076881506863764,-38.71327872503372,0.001,35629,,
,,,,,36000,4.564517360358011,-38.907992771693635,0.001,35882,84.9,171.5380452096462
85.19,540,169.87553307,116,310,36146,3.0047887166341147,-39.277105058942524,0.001,35966,,
85.16,544,169.88201633,116,313,36487,4.295727867026661,-38.92882963668468,0.001,36306,,
85.09,548,169.93918336000002,116,315,36825,4.008807323960697,-39.37267875671387,0.001,36645,,
,,,,,37000,6.447423546087174,-39.88085483369373,0.001,36899,85.1,173.28534628748895
85.67,552,171.31187827000002,116,319,37165,5.460141714881448,-39.92425962936046,0.001,36984,,
85.58,556,171.17504152,116,321,37501,5.159743333971778,-39.258198139279386,0.001,37320,,
85.54,560,171.29485632999993,116,324,37841,5.670766154457541,-39.21029388072879,0.001,37660,,
,,,,,38000,3.9473292605821477,-39.562748132750045,0.001,37831,84.7,172.28638443946838
85.49,564,171.37034441000003,116,328,38181,4.298794138999212,-39.562399092174715,0.001,38000,,
85.43,568,171.43942413999997,116,330,38518,5.9910233318805695,-39.85911432902018,0.001,38338,,
85.35,572,171.54401583000003,116,333,38856,4.298849955727072,-39.17582048688616,0.001,38677,,
,,,,,39000,7.557769076964434,-39.642934072585334,0.001,38845,84.4,174.01015103459358
85.3,576,171.59617678000004,116,337,39196,4.017208260648391,-39.577395212082635,0.001,39015,,
85.24,580,171.73617851999998,116,339,39535,4.271907361815957,-39.19663664352062,0.001,39354,,
85.21,584,171.91562768,116,342,39875,4.8393754440195424,-40.22112256427144,0.001,39694,,
,,,,,40000,4.610323927232197,-40.06462932768322,0.001,39863,84.5,172.3658276259899
85.14,588,172.01237125,116,345,40213,4.191548337655909,-40.02479571387882,0.001,40033,,
85.09,592,172.16037600999996,116,348,40552,4.654718787529889,-39.47817407652389,0.001,40372,,
84.92,596,171.88959433999997,116,350,40881,4.431756687164307,-39.59479673518691,0.001,40702,,
,,,,,41000,5.106088398484623,-40.19658554432004,0.001,40870,85.5,172.2368824183941
84.65,600,171.38419090999997,116,354,41198,5.642211647497283,-39.75299824608697,0.001,41027,,
84.21,604,170.3603397,116,356,41499,6.089284539222717,-40.12221760219998,0.001,41325,,
83.54,608,168.70677926999997,116,358,41775,5.168122750062209,-39.487144176776596,0.001,41630,,
,,,,,42000,5.002745276764978,-39.502342713184845,0.001,41837,86.3,172.87380743026733
83.33,612,168.20208893999995,116,362,42098,4.86745133756221,-39.55573159998114,0.001,41924,,
82.98,616,167.35117998,116,364,42404,5.9287239166155254,-39.53749630902264,0.001,42236,,
82.61,620,166.42720086,116,366,42708,3.2052388426504637,-39.76435069033974,0.001,42535,,
81.83,624,164.61929306000002,116,368,42972,5.599601009557413,-40.04367287214412,0.001,42803,,
,,,,,43000,4.282860982907962,-39.3680396208892,0.001,42876,85.6,171.43254055380822
81.78,628,164.47978235000002,116,372,43309,5.312699853619443,-40.043013156988685,0.001,43127,,
81.4,632,163.37141711999996,116,374,43611,5.7180288735558005,-40.01330838884626,0.001,43429,,
80.98,636,162.14236301000003,116,376,43908,6.816432840602342,-39.737873787103695,0.001,43726,,
,,,,,44000,6.772179908530656,-39.845383488854694,0.001,43898,79.6,157.1396810591221
80.73,640,160.73387938,116,379,44219,5.52831818943932,-40.45885717868805,0.001,44046,,
79.62,644,157.57932513000003,116,381,44449,9.296910927845882,-40.53674668532152,0.001,44305,,
78.56,648,154.37224751,116,383,44681,6.422797647015802,-40.06968675810715,0.001,44537,,
77.3,652,150.76208017000002,116,385,44895,5.8296925917006375,-40.98043573313746,0.001,44754,,
,,,,,45000,6.95641949630919,-41.062537783668155,0.001,44887,43.0,67.1481903553009
75.64,656,146.66055008000004,116,387,45065,9.246555220249087,-40.02054804021662,0.001,44930,,
73.86,660,142.19865921000002,116,388,45227,8.463226042142729,-40.70564289093018,0.001,45083,,
72.4,664,138.25007736,116,389,45421,7.842460471041062,-40.91710296043983,0.001,45278,,
71.07,668,134.46673690999998,116,391,45625,7.810395372765405,-40.905970982142854,0.001,45478,,
70.11,672,131.07380887,116,393,45867,8.026807671412826,-40.92758345603943,0.001,45708,,
,,,,,46000,5.025910930813484,-41.33464549137996,0.001,45897,52.1,75.38698729872704
69.17,676,127.78991475000001,116,395,46113,6.800227844490196,-41.40721723768446,0.001,45950,,
68.53,680,124.77276256,116,397,46388,4.677403800627765,-41.42423988791073,0.001,46223,,
67.86,684,121.65576021999999,116,399,46661,5.09634332207666,-41.18236609066234,0.001,46497,,
67.16,688,118.33526857999999,116,401,46929,6.950299292802811,-41.89159303552964,0.001,46765,,
,,,,,47000,14.038780436999556,-42.07294344220843,0.001,46902,68.9,97.12379495501519
66.5,692,115.06027076999999,116,404,47202,7.017618741562117,-41.834204729865576,0.001,47038,,
65.88,696,111.99404824999999,116,406,47469,5.6343042423476035,-42.274066027473,0.001,47306,,
65.43,700,109.45844616999997,116,408,47741,5.646533442966974,-42.29875865127101,0.001,47577,,
,,,,,48000,6.94659573962723,-43.141629948335535,0.001,47851,66.9,89.04453526656144
65.15,704,107.41727725000003,116,411,48014,,,,,,
65.09,708,105.90614957000001,116,413,48284,6.399963107179193,-42.700097364537854,0.001,48120,,
64.6,712,103.41795351,116,415,48558,8.492562964342643,-43.21357345581055,0.001,48395,,
64.28,716,101.37607188,116,417,48832,7.43601941185839,-42.67699791403378,0.001,48667,,
,,,,,49000,7.8562803907670835,-43.095579092843195,0.001,48874,70.7,107.20237216949462
64.02,720,99.56366726000002,116,420,49110,6.707895239761897,-43.345992170061386,0.001,48944,,
64.17,724,98.62204471999999,116,422,49389,6.310511633328029,-43.20365611485072,0.001,49222,,
63.59,728,95.97671742,116,424,49668,4.696123148713793,-44.98134504045759,0.001,49501,,
63.36,732,94.29672379000002,116,427,49947,6.647862677988798,-44.412242671421595,0.001,49782,,
,,,,,50000,5.785979877347532,-44.06663513183594,0.001,49851,73.8,117.91535289287567
63.27,736,93.09637241,116,430,50235,7.095958134106227,-43.836243983677456,0.001,50070,,
63.05,740,92.00286893,116,432,50524,5.526876599016324,-44.62843651241727,0.001,50350,,
63.86,744,93.48078806000001,116,434,50835,5.523471473138543,-45.06811846219576,0.001,50661,,
,,,,,51000,5.560431487952607,-44.739291477203366,0.001,50894,77.5,130.31008235812186
64.59,748,94.85404177000001,116,438,51140,5.873191378911336,-44.631460653769004,0.001,50969,,
65.53,752,96.69783851000003,116,440,51448,4.987263439557491,-43.93000822800856,0.001,51275,,
67.04,756,99.78961157000002,116,442,51769,6.708346524834633,-43.973713874816895,0.001,51600,,
,,,,,52000,5.189044889108635,-44.8071033198659,0.001,51836,82.5,146.80874316096305
68.74,760,103.31755962999999,116,446,52101,5.951039005208899,-44.6746319770813,0.001,51917,,
70.0,764,106.66911917000002,116,448,52421,4.0577112406492235,-44.22512807846069,0.001,52243,,
71.07,768,109.40203870999999,116,450,52732,6.503268454648271,-44.46837663650513,0.001,52564,,
,,,,,53000,6.412483434466755,-44.628802579991955,0.001,52847,73.6,139.01574860811235
71.5,772,111.21555033999998,116,453,53017,,,,,,
71.87,776,112.919185,116,456,53300,10.290996236343906,-44.94870335346943,0.001,53136,,
71.85,780,114.04749104999998,116,458,53573,4.587169414057451,-44.19350904576919,0.001,53414,,
71.96,784,115.62089215999998,117,460,53857,6.66723965546664,-44.47221666223862,0.001,53688,,
,,,,,54000,5.68523655304542,-44.78463213371508,0.001,53900,78.5,152.5105337023735
72.22,788,117.57787311999999,116,463,54151,5.446278821932126,-44.79154131147597,0.001,53973,,
72.38,792,119.30471559000001,116,465,54440,9.223476533765917,-45.23384586133455,0.001,54265,,
72.85,796,121.8648553,117,467,54754,4.641035059094429,-45.00914430618286,0.001,54580,,
,,,,,55000,4.159804740069825,-44.96107473373413,0.001,54899,80.7,154.7589975118637
73.4,800,124.42466761999998,116,471,55081,,,,,,
74.07,804,127.32362794999999,117,473,55421,4.5570962387939975,-44.38616388494318,0.001,55240,,
74.47,808,129.71416456,117,476,55731,4.199432527735119,-45.40871592930385,0.001,55575,,
74.37,812,130.84409775,117,477,55995,5.146458681287436,-44.9206306194437,0.001,55814,,
,,,,,56000,6.467220999212826,-45.00481523786272,0.001,55899,84.4,168.7418700814247
75.01,816,133.69415773,117,481,56333,6.991020156355465,-45.31328121451445,0.001,56152,,
75.0,820,134.9566754,117,483,56610,4.810084178868462,-45.170702253069194,0.001,56431,,
75.58,824,137.53913671,117,486,56947,5.585391959022073,-44.880270276750835,0.001,56767,,
,,,,,57000,4.948988387982051,-44.88028344653902,0.001,56851,84.0,167.7775967001915
76.1,828,139.96729231999998,116,489,57278,5.85628607938456,-45.321013162302414,0.001,57104,,
76.61,832,142.3125068,117,492,57608,6.440388457077305,-45.448649522734854,0.001,57429,,
76.9,836,143.91568073,117,494,57925,6.387780317664147,-45.086608505249025,0.001,57750,,
,,,,,58000,5.923100510730019,-45.033182486509666,0.001,57829,79.7,154.00849887132645
77.2,840,145.63703171,117,497,58244,6.978089363544019,-45.598722604604866,0.001,58068,,
77.33,844,146.67493899,117,500,58568,4.80440961284402,-44.897729301452635,0.001,58393,,
77.65,848,148.13814846,117,502,58905,6.093067898147408,-44.537923552773215,0.001,58726,,
,,,,,59000,5.190256466348488,-44.99693234761556,0.001,58892,84.4,162.78265797495843
77.89,852,149.46646379,117,506,59237,5.838605474276715,-45.12066278225038,0.001,59059,,
78.04,856,150.29124194,117,508,59573,6.527179381933557,-45.51154485562952,0.001,59393,,
78.03,860,150.70886189,117,511,59904,6.325559268637401,-44.858443097370426,0.001,59726,,
,,,,,60000,5.181432053810212,-44.96433472051853,0.001,59890,84.0,167.3431532740593
78.18,864,150.97113497,117,514,60239,6.978704275119872,-45.00311560857864,0.001,60060,,
78.39,868,151.70659031999998,117,516,60571,4.946689548880555,-44.86298893773279,0.001,60391,,
78.77,872,152.28674177999997,117,519,60894,5.908724311151002,-44.424366198087995,0.001,60722,,
,,,,,61000,4.762521844875963,-44.05984487289037,0.001,60877,82.7,163.32813564538955
79.27,876,153.36259743,117,522,61227,4.988590361058027,-44.95699487730514,0.001,61047,,
79.85,880,154.89262968,117,525,61558,5.204588519521506,-44.893713695247,0.001,61383,,
80.34,884,156.19109007999998,117,527,61891,6.141221050756523,-44.36498027894555,0.001,61711,,
,,,,,62000,6.661638664036262,-44.38379725014291,0.001,61877,81.8,159.6702293872833
80.66,888,157.03797071,117,531,62217,5.212105689979181,-45.176794284727514,0.001,62037,,
81.08,892,158.14246452999998,117,533,62548,3.882902910312017,-45.25220989045643,0.001,62370,,
81.25,896,158.62167145,117,535,62879,6.5671411016841,-44.373277152456886,0.001,62698,,
,,,,,63000,5.585254328796663,-44.67604773385184,0.001,62866,81.6,161.22811690568923
81.21,900,158.71110425999998,117,539,63202,3.775258532166481,-44.19832134246826,0.001,63026,,
81.05,904,158.41760399,117,541,63526,5.4683943442356435,-44.654591178894044,0.001,63347,,
81.16,908,158.7539791,117,544,63847,5.2936470955610275,-44.17899398803711,0.001,63670,,
,,,,,64000,4.712281352136193,-44.76737027051972,0.001,63833,80.7,160.79783115386962
81.78,912,160.24285636,117,547,64173,6.323848468501393,-44.936800700862236,0.001,63996,,
81.71,916,160.05892304,117,549,64504,5.657712551151834,-44.469068108535396,0.001,64325,,
82.23,920,161.20975310999998,117,551,64833,4.061823460317793,-44.91521880740211,0.001,64655,,
,,,,,65000,4.7021825313568115,-44.384263447352815,0.001,64820,83.1,165.51075208187103
82.19,924,161.09333594,117,555,65166,4.908325065801173,-45.26434774398804,0.001,64985,,
82.21,928,161.23656262999998,117,557,65499,4.668383168322699,-44.52472250802176,0.001,65320,,
82.17,932,161.28552713000002,117,560,65825,4.886883503053246,-44.94648975279273,0.001,65648,,
,,,,,66000,5.015937614731673,-45.37504279904249,0.001,65892,83.6,166.85281871557237
82.29,936,161.72850117,117,563,66154,7.2032990384669535,-45.284635452997115,0.001,65976,,
82.4,940,162.10433977,117,565,66484,4.902178950426055,-45.38196861453173,0.001,66306,,
