time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/critic_loss,train/learning_rate,train/actor_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
3220,52,0,11.245141,13.0,4,,,,,,
343,240,0,27.3140485,30.0,8,0.05070814106343392,0.001,-1.0870753870172016,119,,
282,329,1,31.19101383333334,27.416666666666668,12,0.027334507216106762,0.001,-1.7745447592301802,207,,
257,418,1,33.136075437500004,26.125,16,0.05849959083240141,0.001,-2.1900675730271773,297,,
245,516,2,32.747120550000005,25.8,20,0.06095606388281221,0.001,-2.7157146713950415,387,,
212,872,4,44.297751166666664,36.333333333333336,24,0.10705471619270569,0.001,-3.36405669559132,750,,
207,960,4,43.470861285714285,34.285714285714285,28,0.19012179225683212,0.001,-3.8123538494110107,840,,
,1000,,,,,0.24126372520219197,0.001,-4.011451721191406,883,22.2,38.76742123365402
195,1050,5,42.93671603125,32.8125,32,0.21334279571538386,0.001,-4.110755616968328,929,,
196,1160,5,43.4587013888889,32.22222222222222,36,0.2979686127408691,0.001,-4.5773857434590655,1018,,
192,1294,6,44.61657625,32.35,40,0.3302174453787944,0.001,-5.2013375338386085,1164,,
187,1406,7,44.99564013636364,31.954545454545453,44,0.2944632658073979,0.001,-5.565082963307699,1285,,
189,1626,8,49.27086845833333,33.875,48,0.3147895610395898,0.001,-6.265837609767914,1474,,
186,1787,9,50.816827961538465,34.36538461538461,52,0.3584843100385463,0.001,-6.9633970856666565,1666,,
186,1957,10,52.40129542857143,34.94642857142857,56,0.43591544619546485,0.001,-7.4444397046015816,1819,,
,2000,,,,,0.7321292459964752,0.001,-7.876526090833876,1895,40.8,70.40334278345108
179,2091,11,52.769271350000004,34.85,60,0.8571915596723556,0.001,-8.048294417063396,1966,,
180,2198,12,52.407743890625,34.34375,64,0.667461385684354,0.001,-8.469473975045341,2072,,
179,2300,12,51.953919544117646,33.8235294117647,68,0.7493873330262991,0.001,-8.895617118248573,2175,,
179,2397,13,51.44283991666667,33.291666666666664,72,0.9261659507950147,0.001,-9.114598592122396,2272,,
