rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss,eval/mean_ep_length,eval/mean_reward
84.43,272,168.44098671,150,100,15172,0.001,4.505725042960223,14991,-39.38678132920038,,
84.37,276,168.71742716999998,150,103,15510,0.001,4.627200638546663,15330,-39.36562657910724,,
84.91,280,170.19016475,150,105,15848,0.001,7.348626739838544,15667,-40.217912310645694,,
,,,,,16000,0.001,4.186789201287662,15837,-40.081006458827424,85.1,174.03937355279922
84.9,284,170.47628056000002,150,107,16190,0.001,4.3127901346184485,16008,-40.41169295200082,,
85.01,288,171.10049332000003,150,109,16529,0.001,5.97698731616486,16348,-40.789336980775346,,
85.05,292,171.43466983,151,111,16869,0.001,5.548903409873738,16688,-41.052405157754585,,
,,,,,17000,0.001,5.110641236816134,16857,-41.83466666085379,85.4,172.6707191824913
85.08,296,171.72950593,150,114,17208,0.001,7.0646763100343595,17028,-41.87891512138899,,
85.05,300,171.95469426,151,116,17547,0.001,5.50341635241228,17367,-41.885232289632164,,
85.07,304,172.21892171999997,151,118,17885,0.001,6.682382105361848,17705,-42.46465492248535,,
,,,,,18000,0.001,6.586485096386501,17873,-42.21523048764183,84.6,172.79510365724565
85.04,308,172.26498716999998,151,120,18223,0.001,6.3301235914230345,18042,-42.77667697640352,,
85.02,312,172.32352641999998,151,122,18561,0.001,3.51580153353074,18380,-42.956401115240055,,
85.05,316,172.44453148999995,151,124,18904,0.001,4.148381792797762,18720,-43.07348331185274,,
,,,,,19000,0.001,6.329212640013013,18892,-43.573706853957404,85.1,174.06675519943238
85.04,320,172.62251593999997,151,127,19244,0.001,4.328931346706961,19063,-43.41091519732808,,
85.03,324,172.51881708000002,151,128,19585,0.001,6.430158048517564,19404,-44.46263876626658,,
85.05,328,172.41303689,152,130,19930,0.001,5.188470175896568,19747,-44.41904289777889,,
,,,,,20000,0.001,5.369662827458875,19834,-44.116244836287066,86.4,170.98352069854735
85.1,332,172.42962997000004,151,133,20274,0.001,4.877180291073663,20091,-45.1226011912028,,
85.14,336,172.42581599000005,152,135,20617,0.001,5.354128911381676,20436,-44.94941084725516,,
85.18,340,172.34625484000003,152,137,20964,0.001,5.780254128367402,20782,-44.84222758093546,,
,,,,,21000,0.001,4.9974485982296075,20868,-45.0362328817678,86.1,170.18304207324982
85.25,344,172.33197849999996,152,139,21312,0.001,4.576010545094808,21129,-45.88775599280069,,
85.3,348,172.27076875999998,152,141,21658,0.001,5.103288122977333,21475,-45.762231250141944,,
,,,,,22000,0.001,4.042484599968483,21823,-45.898962686228195,86.1,169.99667115211486
85.37,352,172.2636365,152,144,22006,,,,,,
85.43,356,172.26639188,152,146,22354,0.001,4.3268681792007095,22171,-45.944020559621414,,
85.49,360,172.17821622,152,148,22700,0.001,4.189144590805316,22517,-46.33768090536428,,
,,,,,23000,0.001,5.092064915032222,22865,-46.89936438272166,86.1,169.35243113040923
85.54,364,172.07560013999998,152,151,23046,,,,,,
85.61,368,172.02215763,152,153,23393,0.001,5.656734977645436,23210,-46.459862275557086,,
85.67,372,171.87883000000005,153,155,23739,0.001,4.181451656352515,23556,-47.05662016435103,,
,,,,,24000,0.001,4.661831597949183,23903,-47.34470642444699,86.4,171.29629826545715
85.76,376,171.77869027,152,157,24086,,,,,,
85.84,380,171.73448892,152,159,24432,0.001,5.028081695007724,24249,-47.61729244853175,,
85.88,384,171.57352186000003,153,161,24778,0.001,4.320732617794081,24595,-46.68571747181027,,
,,,,,25000,0.001,3.233725497092324,24854,-47.2618107362227,86.3,171.58390846252442
85.96,388,171.47287908,152,164,25125,0.001,3.956169272291249,24941,-47.29337222077126,,
86.02,392,171.45286194999997,153,166,25471,0.001,4.881186673807544,25288,-47.858950504036834,,
86.1,396,171.37323135999995,153,168,25818,0.001,4.2704422141230385,25635,-47.326975534128586,,
,,,,,26000,0.001,4.612678676843643,25810,-49.04817615855824,93.9,194.46110241413118
86.83,400,173.11916394000002,153,171,26230,0.001,5.337901796444808,26007,-47.97939949035644,,
87.71,404,176.18075239999996,153,173,26656,0.001,7.10911999642849,26468,-48.567922512690224,,
,,,,,27000,0.001,6.2208533517776,26807,-49.01335771622196,128.0,334.9368509173393
88.61,408,179.6533236,153,176,27084,0.001,5.621550566673279,26932,-48.85871093992203,,
89.57,412,183.53993529000002,154,178,27518,0.001,8.12424255657196,27292,-49.7939706227136,,
,,,,,28000,0.001,6.420095052875456,27877,-51.43393388685289,91.7,197.0572952389717
91.44,416,189.54392871000005,153,182,28048,,,,,,
93.28,420,194.62029042000003,154,184,28572,0.001,8.748728617377903,28351,-53.35636245995237,,
,,,,,29000,0.001,8.352070426553245,28840,-53.41280771070911,120.7,263.5607460975647
94.73,424,198.36403754999995,154,188,29058,,,,,,
96.17,428,202.13348753999998,155,190,29547,0.001,8.185358317693074,29336,-54.474592717488605,,
,,,,,30000,0.001,9.786729662649092,29815,-55.21515446324502,120.3,261.2234838962555
97.54,432,205.71298266999992,154,193,30028,,,,,,
99.04,436,209.51689965999998,155,196,30521,0.001,10.756198038977962,30300,-55.02364004811933,,
,,,,,31000,0.001,9.167227783510763,30787,-55.44880276341592,123.9,269.15061836242677
100.44,440,213.27168663,155,199,31008,,,,,,
101.92,444,217.11662005999997,155,202,31504,0.001,10.349193143450524,31282,-55.96111847924404,,
100.54,448,213.98327854999997,155,204,31712,0.001,14.565430839856466,31563,-56.17374006907145,,
,,,,,32000,0.001,14.714407423622587,31857,-56.74845004903859,123.7,269.7728200912476
101.96,452,217.72699017000002,155,207,32202,0.001,13.568539758366862,31984,-57.200436651706696,,
103.45,456,221.65417446,155,209,32699,0.001,15.352544244655894,32475,-57.681443723042804,,
,,,,,33000,0.001,17.42244197892361,32849,-57.258800694199856,122.1,263.5069727778435
104.89,460,225.41450315999998,155,213,33189,0.001,15.93614844965741,32972,-57.19399070739746,,
106.31,464,229.13702729,155,216,33677,0.001,17.24972807101118,33455,-57.871443701572105,,
,,,,,34000,0.001,17.70564468975725,33819,-58.34186455299114,118.0,255.0052909374237
107.64,468,232.70437286,155,219,34157,0.001,18.623373957241284,33938,-58.221493593851726,,
108.96,472,236.22217011000004,155,222,34635,0.001,18.18829518953959,34413,-58.742693456013996,,
,,,,,35000,0.001,17.470440656197173,34902,-58.78528753916422,119.5,260.41577332019807
110.32,476,239.83910813000003,155,225,35118,,,,,,
111.8,480,243.75579262000002,156,228,35612,0.001,18.328087298075356,35392,-59.41111946105957,,
,,,,,36000,0.001,19.32900637651967,35867,-59.84153079986572,120.9,264.1472688674927
113.1,484,247.40347305,155,231,36088,,,,,,
114.32,488,250.76414369000003,155,234,36557,0.001,19.54330325337638,36346,-59.7973119501482,,
,,,,,37000,0.001,20.660506228438948,36816,-59.821544583638506,119.8,261.88877856731415
115.62,492,254.27596681,155,238,37033,,,,,,
116.84,496,257.67545523999996,155,240,37502,0.001,25.04803970881871,37292,-59.779643313090006,,
117.35,500,259.0582899,156,242,37965,0.001,22.2575228487859,37751,-60.42535206528961,,
,,,,,38000,0.001,21.610869399571822,37869,-60.59929036285918,119.3,257.0862385392189
118.0,504,259.60118202,155,246,38456,0.001,22.390024538963072,38235,-60.833776720108524,,
118.46,508,259.49352715,156,249,38930,0.001,22.230624675750732,38714,-60.8148171460187,,
,,,,,39000,0.001,20.010706901550293,38834,-61.490855089823405,114.2,246.48619350194932
118.7,512,258.54468436,155,252,39388,0.001,20.207333313791377,39177,-61.805732793975295,,
118.14,516,256.05886692,156,255,39862,0.001,22.578502134482065,39652,-61.739357248942056,,
,,,,,40000,0.001,21.52417995096222,39889,-62.1322018357574,119.9,261.9916877627373
117.69,520,254.56131201,155,258,40341,0.001,20.839203993479412,40125,-62.53748919169108,,
117.62,524,254.58496828,156,261,40820,0.001,18.06769368668233,40607,-62.528916104634604,,
,,,,,41000,0.001,19.017162030743016,40848,-62.41520297142767,122.0,266.64135630130767
117.64,528,254.70332528,155,264,41311,0.001,20.29252438111739,41094,-62.34168568595511,,
117.81,532,255.03653518,156,267,41809,0.001,23.075701999664307,41590,-62.05997915116568,,
,,,,,42000,0.001,20.46734282201972,41834,-62.30473508991179,123.9,272.8184067606926
117.78,536,255.11794991000002,156,271,42299,0.001,19.48669269706021,42081,-62.35412798089496,,
117.96,540,255.51077232999995,156,273,42804,0.001,18.340281408280134,42583,-62.42770701646805,,
,,,,,43000,0.001,19.54491118488149,42825,-62.227191267342405,122.9,270.0526915311813
117.89,544,255.62588624999998,156,277,43293,0.001,21.38242967857802,43074,-62.33616137895428,,
120.74,548,262.76167925000004,156,280,43786,0.001,16.055864211051695,43565,-62.630693435668945,,
,,,,,44000,0.001,17.909759153195512,43813,-63.09859854276063,121.8,266.2374490737915
120.83,552,263.01989987999997,155,283,44285,0.001,18.6748165473938,44063,-62.37202995054184,,
120.71,556,263.00006492,156,286,44770,0.001,16.29072837987222,44554,-62.69173619004547,,
,,,,,45000,0.001,16.446877786355426,44803,-62.405383586883545,121.7,266.4505322933197
120.81,560,263.33850162000005,155,290,45270,0.001,14.661686500581373,45049,-62.3513311612404,,
120.9,564,263.73862984000004,156,293,45767,0.001,16.791227646172047,45548,-61.85846394300461,,
,,,,,46000,0.001,17.030139219760894,45791,-61.77088692982991,123.7,275.8040931582451
120.99,568,264.1830953500001,155,296,46256,0.001,16.691113772354726,46040,-62.276862144470215,,
121.13,572,264.68381468,156,299,46748,0.001,15.352935983288672,46526,-62.20148000409526,,
,,,,,47000,0.001,16.95674080657959,46899,-62.195741899551884,123.1,272.9990143656731
121.23,576,265.28895163000004,155,303,47241,0.001,16.88700661468506,47024,-61.42465882074265,,
121.23,580,265.36400392,156,305,47735,0.001,17.886941351541658,47517,-62.17214940805904,,
,,,,,48000,0.001,17.239754125106433,47881,-61.4032341003418,126.3,280.6268013238907
121.38,584,265.83630861,156,309,48226,0.001,13.386861208946474,48005,-61.609568134430916,,
121.56,588,266.38909499,156,311,48713,0.001,16.838672148979317,48494,-61.406193102820446,,
,,,,,49000,0.001,14.492716520551651,48862,-61.074434371221635,122.2,269.73715130090716
121.73,592,266.83970013000004,156,315,49206,0.001,13.06193877061208,48982,-61.4861878712972,,
121.9,596,267.36310802,156,318,49692,0.001,14.25782762419793,49477,-61.564280294602916,,
,,,,,50000,0.001,14.112975556080736,49846,-61.028572380542755,120.9,264.4237032413483
122.19,600,268.20626427999997,155,321,50184,0.001,13.801001637668932,49964,-60.804195856643936,,
122.18,604,268.4558094,156,324,50674,0.001,12.774144984908023,50453,-60.92172499834481,,
,,,,,51000,0.001,13.530941797682077,50819,-61.344825426737465,124.5,275.7228602170944
122.33,608,269.05216773999996,155,328,51163,0.001,13.364984501065232,50946,-61.12041711807251,,
122.67,612,270.04920123000005,155,331,51655,0.001,13.346753549969886,51431,-60.804568163553874,,
,,,,,52000,0.001,11.008510154063307,51805,-60.968674856518945,123.6,274.079342520237
122.86,616,270.53292712,155,334,52148,0.001,13.93163001341898,51927,-61.31228362536821,,
123.19,620,271.32208915,155,337,52660,0.001,11.49443557485938,52435,-60.66479367017746,,
,,,,,53000,0.001,12.84798378983805,52809,-60.641525204976396,123.3,273.62906670570374
123.3,624,271.73004177,155,341,53150,0.001,13.136767253279686,52937,-61.02136158943176,,
123.34,628,272.04762370000003,155,344,53645,0.001,10.547057868988533,53424,-61.27210297123079,,
,,,,,54000,0.001,11.978826663891475,53793,-61.08113441467285,124.8,276.39866721630096
123.27,632,272.10615069000005,155,347,54136,0.001,11.146940016746521,53913,-60.78212903340658,,
123.23,636,271.92694908,155,350,54622,0.001,11.040145861796844,54405,-60.63608005129058,,
,,,,,55000,0.001,9.229633026764173,54890,-61.07914981842041,121.4,268.55131764411925
123.03,640,271.66633193999996,155,353,55107,,,,,,
123.03,644,271.65131113,156,356,55596,0.001,12.10197788619995,55379,-60.74503910926081,,
,,,,,56000,0.001,9.719175903126597,55875,-60.27041846513748,122.8,272.6442675590515
123.1,648,271.8132110799999,155,359,56096,,,,,,
122.95,652,271.63392537,155,362,56580,0.001,10.783541970333811,56365,-60.39564339589264,,
,,,,,57000,0.001,9.737996915491616,56855,-60.29986103245469,122.5,271.0137710690498
123.05,656,271.76350746,155,366,57075,,,,,,
123.01,660,271.71433074000004,155,369,57571,0.001,10.433947777184914,57346,-61.16427493095398,,
,,,,,58000,0.001,9.97104223432212,57831,-60.86720335072484,83.0,164.9913474559784
122.43,664,270.27856098000007,155,372,58010,,,,,,
122.31,668,269.82479828,155,375,58487,0.001,9.59186755578349,58273,-60.67414395771329,,
122.29,672,269.80681329000004,156,377,58977,0.001,10.588227466583252,58765,-60.621732527209865,,
,,,,,59000,0.001,12.860798535675839,58881,-60.406939802498655,120.8,265.30830373764036
122.1,676,269.1940545499999,155,381,59451,0.001,9.624814473214697,59237,-60.58966302090004,,
122.01,680,269.00629416,156,383,59936,0.001,8.709122958829848,59714,-60.45948377706237,,
,,,,,60000,0.001,10.548703922165764,59840,-60.395087166438024,121.0,267.2759024739265
121.87,684,268.65938336000005,155,387,60413,0.001,10.104599091966273,60196,-60.336255736270196,,
121.91,688,268.90172715999995,156,390,60904,0.001,9.921492964271607,60685,-59.94619969852635,,
,,,,,61000,0.001,9.314777238582208,60808,-60.44698413725822,119.8,263.20952274799345
121.8,692,268.51881666,155,393,61386,0.001,11.741596625103213,61169,-60.21513804451364,,
121.78,696,268.45462008000004,156,396,61870,0.001,10.339183470097984,61652,-59.7682061349192,,
,,,,,62000,0.001,10.456163067971506,61898,-60.76097802192934,121.5,269.18362439870833
121.74,700,268.42655519,155,400,62358,0.001,11.68191582309313,62140,-59.611131324142704,,
121.7,704,268.46352308,156,402,62844,0.001,9.357373801144687,62628,-59.80778884887695,,
,,,,,63000,0.001,10.291458164773337,62871,-59.50647135249904,120.4,264.9817436814308
121.65,708,268.16079352,155,406,63328,0.001,9.935154697351289,63107,-59.40561488636753,,
121.46,712,267.68677304,155,409,63801,0.001,10.692327315066041,63584,-58.6331449508667,,
,,,,,64000,0.001,10.72033293385151,63826,-58.95661463502978,122.0,269.3096938610077
121.39,716,267.40824218,155,412,64287,0.001,9.640786933504845,64071,-59.15700174967448,,
121.11,720,266.83074299,155,415,64771,0.001,9.794199695271894,64553,-59.65590000152588,,
,,,,,65000,0.001,9.776842909344172,64793,-59.539976669570144,119.9,260.5899932861328
121.02,724,266.33558234,155,419,65252,0.001,10.937120806087147,65034,-58.685999698326235,,
120.89,728,265.82737649,155,421,65734,0.001,10.04583472653854,65515,-59.1125192006429,,
,,,,,66000,0.001,12.696361720561981,65880,-59.572719701131184,118.0,255.86291877031326
120.86,732,265.47578067,155,424,66222,0.001,10.75728216568629,66000,-59.06271813710531,,
120.79,736,265.22438921,156,427,66701,0.001,10.21153259681443,66489,-59.646749076196706,,
,,,,,67000,0.001,12.603224795797598,66843,-58.961766493947884,118.3,255.5603103041649
120.71,740,264.8455503900001,155,430,67178,0.001,10.171474103269906,66959,-59.01808350661705,,
120.64,744,264.57222202,156,433,67660,0.001,10.23158583093862,67443,-59.44794976906698,,
,,,,,68000,0.001,10.897190120912366,67805,-59.229228542697044,122.1,268.4952602624893
120.38,748,264.02273318,156,436,68134,0.001,11.099724971014878,67921,-59.05971908569336,,
120.57,752,264.60687182000004,156,439,68637,0.001,9.59152978236281,68416,-58.7732435464859,,
,,,,,69000,0.001,11.148256131013234,68785,-58.99999510447184,124.5,277.0407187461853
120.61,756,265.03829997,156,442,69136,0.001,10.391493666556574,68909,-58.950503810759514,,
120.74,760,265.79610620000005,156,445,69645,0.001,10.477678140004477,69420,-58.96493324400887,,
,,,,,70000,0.001,9.35895385817876,69804,-58.87130374000186,128.1,291.44476224184035
121.42,764,267.75885628,156,449,70152,0.001,9.459014438447499,69930,-58.80294242737785,,
121.69,768,268.68367799000004,156,451,70656,0.001,10.925489156965225,70431,-58.801283518473305,,
,,,,,71000,0.001,9.382783891549751,70824,-58.49830263052414,127.9,289.37684055566785
121.97,772,269.64725458,156,455,71174,0.001,10.425835003928533,70950,-59.09468593294658,,
122.17,776,270.36020985999994,156,457,71668,0.001,10.318821189784202,71446,-58.9512108484904,,
,,,,,72000,0.001,10.719217555419258,71815,-58.966317093163205,119.9,266.76754758358004
122.32,780,270.9554521,156,461,72168,0.001,12.075893808156252,71943,-58.85360407829285,,
122.69,784,271.66876884,156,464,72682,0.001,9.955662387286045,72464,-58.82552255483774,,
,,,,,73000,0.001,9.637274131774902,72834,-58.833723885672434,125.9,273.06254706382754
122.78,788,271.66724416999995,156,467,73182,0.001,10.844804834574461,72962,-58.9293013215065,,
122.89,792,271.84889884999996,156,470,73675,0.001,11.226925775039295,73455,-59.685342915852864,,
,,,,,74000,0.001,10.488342457551223,73829,-58.877653033916765,124.4,270.45000450611116
123.05,796,272.0781447,156,473,74175,0.001,10.048030658721924,73954,-59.01145517258417,,
123.22,800,272.11905812,156,476,74680,0.001,10.604934617877007,74456,-59.314842104911804,,
,,,,,75000,0.001,12.778178188744493,74837,-58.586091843862384,127.5,278.39195240736007
123.49,804,272.46925064000004,156,479,75193,0.001,11.241121979646904,74966,-58.52194067148062,,
123.73,808,273.20105962,156,482,75701,0.001,11.129331127166749,75478,-58.77522804623558,,
,,,,,76000,0.001,12.154718348854466,75876,-58.681744931349115,129.0,282.7441461920738
124.34,812,274.74519949,156,486,76235,0.001,9.776483193150273,76011,-58.39916747363645,,
124.55,816,275.34827207000006,156,488,76742,0.001,10.875296180725098,76517,-58.301514225621375,,
,,,,,77000,0.001,10.765119207583792,76895,-58.573110736784386,120.8,261.9993369460106
124.59,820,275.47276486,156,492,77230,0.001,10.565703634593797,77010,-58.608863172859984,,
124.78,824,275.94387807,157,495,77730,0.001,10.069291848689318,77514,-58.756107330322266,,
,,,,,78000,0.001,11.461211415131887,77876,-58.6511864344279,146.7,373.15144822597506
125.16,828,277.65667113000006,156,498,78250,0.001,11.778337455415107,78030,-58.8375220360694,,
126.49,832,283.46662983,157,502,78871,0.001,12.05361265413689,78623,-58.84852842005288,,
,,,,,79000,0.001,10.673998989556965,78775,-58.96638242821945,170.2,440.7512173891067
128.02,836,289.31453556,156,506,79503,0.001,9.930477133568596,79226,-58.84071568881764,,
,,,,,80000,0.001,13.00562408235338,79834,-58.68958355398739,121.8,271.7383660316467
128.74,840,292.37369884000003,156,511,80052,,,,,,
129.5,844,295.32298351000003,156,514,80610,0.001,12.567846423518048,80364,-59.02857152966485,,
,,,,,81000,0.001,11.837143107548656,80848,-58.956778361002605,110.9,254.71705329418182
131.18,848,301.63469791,156,518,81252,0.001,12.730437036994454,80991,-58.779863706776794,,
133.01,852,309.27505785,156,521,81938,0.001,13.102177273659478,81654,-59.115684463864284,,
,,,,,82000,0.001,12.174126138078405,81842,-59.086810781600626,159.9,416.4065700531006
134.71,856,315.64400338,156,527,82607,0.001,11.595293442895807,82307,-59.151474328688636,,
,,,,,83000,0.001,10.956792959800133,82870,-58.84701177576086,154.1,407.6437289595604
136.04,860,320.93438033,156,533,83249,0.001,10.867861220041911,83020,-59.39025965372721,,
136.26,864,321.30675113,156,536,83778,0.001,11.119460306094803,83547,-59.386397728553185,,
,,,,,84000,0.001,12.004557328630787,83811,-58.98666214942932,134.8,305.51966021060946
136.82,868,323.15584016,155,541,84338,0.001,11.534285131622763,84082,-58.73803559471579,,
137.47,872,326.53574429,155,544,84921,0.001,12.674460781945122,84677,-58.697410412688754,,
,,,,,85000,0.001,12.931171510670636,84825,-58.699538205121016,135.6,318.4029266834259
138.19,876,328.95323267,155,548,85487,0.001,12.688660063321077,85244,-58.70217151883282,,
,,,,,86000,0.001,12.634529899667811,85802,-58.624367749249494,147.5,359.0923270702362
138.68,880,330.75785385,155,553,86036,,,,,,
139.24,884,333.18543602,155,556,86606,0.001,11.087497969930487,86354,-58.27686562171349,,
,,,,,87000,0.001,12.506595050189512,86804,-58.28374115849884,124.0,294.9818547964096
139.87,888,336.1376485500001,155,560,87169,0.001,12.431899907096984,86930,-58.11156875368149,,
139.55,892,334.88239421,155,562,87630,0.001,10.919187044103941,87445,-58.31592138608297,,
,,,,,88000,0.001,13.374493152461248,87801,-57.9040767985179,287.1,541.5752657964825
143.36,896,341.71622895,155,569,88511,0.001,12.650550723075867,88294,-58.46536588668823,,
