rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss,eval/mean_ep_length,eval/mean_reward
30.25,4,40.2772425,2476,0,121,,,,,,
18.625,8,23.110426,468,0,149,0.001,0.04385730517762048,52,-1.5530434250831604,,
14.75,12,17.37584325,359,0,177,0.001,0.03478626215032169,80,-1.5738987922668457,,
12.8125,16,14.4975090625,315,0,205,0.001,0.039955123992902894,108,-1.6102609932422638,,
11.65,20,12.77477,286,0,233,0.001,0.04189823967005525,136,-1.6153248250484467,,
10.875,24,11.631053916666668,268,0,261,0.001,0.03765314764210156,164,-1.6616674959659576,,
11.928571428571429,28,14.328872714285717,254,1,334,0.001,0.05749507118826327,222,-1.952074021100998,,
13.25,32,17.4759509375,231,1,424,0.001,0.06359941569035468,313,-2.421359517357566,,
14.222222222222221,36,19.84387522222222,222,2,512,0.001,0.09133261984044855,400,-2.868467179211703,,
15.0,40,21.724428324999998,216,2,600,0.001,0.14542440003292126,488,-3.191497325897217,,
15.590909090909092,44,23.2000735,212,3,686,0.001,0.1603150868957693,574,-3.5481002764268355,,
16.125,48,24.490948229166662,207,3,774,0.001,0.19102989103306423,662,-3.9041095863689077,,
16.557692307692307,52,25.567970999999996,204,4,861,0.001,0.17044273408299143,749,-4.255211353302002,,
16.910714285714285,56,26.453209999999995,202,4,947,0.001,0.20999378710985184,835,-4.565112634138628,,
,,,,,1000,0.001,0.18427761948921464,900,-4.89030746980147,22.1,38.893453049659726
17.266666666666666,60,27.291958683333334,192,5,1036,0.001,0.16983407687233842,923,-4.881095149300315,,
17.578125,64,28.0199679375,190,5,1125,0.001,0.1876321101318235,1013,-5.16389781778509,,
17.83823529411765,68,28.64808955882353,188,6,1213,0.001,0.1778119888833978,1102,-5.538007736206055,,
18.083333333333332,72,29.23503569444444,188,6,1302,0.001,0.1708210843869231,1190,-5.944124741987749,,
18.289473684210527,76,29.741574894736836,188,7,1390,0.001,0.20851068368012254,1278,-6.22553183815696,,
18.475,80,30.18758775,188,7,1478,0.001,0.13214896653186192,1366,-6.720709974115545,,
18.642857142857142,84,30.593840690476185,188,8,1566,0.001,0.19355853242070778,1454,-6.8711167971293134,,
18.488636363636363,88,30.180292477272726,187,8,1627,0.001,1.020948201417923,1529,-7.908357262611389,,
18.08695652173913,92,29.0349625326087,187,8,1664,0.001,0.35744472295045854,1564,-8.124461555480957,,
17.71875,96,27.986716927083336,187,9,1701,0.001,0.3061690943108665,1602,-8.162797927856445,,
17.37,100,27.01259603,186,9,1737,0.001,0.26246511439482373,1638,-8.22552433013916,,
16.75,104,25.4213391,187,9,1796,0.001,0.9351863457876093,1688,-8.701994895935059,,
17.19,108,25.127899490000004,186,10,1868,0.001,1.6016694207986195,1760,-9.143341700236002,,
17.61,112,24.849513109999997,185,10,1938,0.001,2.0052176503574146,1831,-9.504682779312134,,
,,,,,2000,0.001,2.1962531440787845,1901,-9.606842146979439,17.9,-1.3195459082722665
18.04,116,24.555776690000002,183,10,2009,,,,,,
18.47,120,24.26152288999999,183,11,2080,0.001,1.9958880263216354,1972,-9.998081631130642,,
18.91,124,23.96408694,183,11,2152,0.001,2.4628962212138705,2044,-10.075641102261013,,
18.89,128,22.690432939999997,183,12,2223,0.001,1.7338223275211122,2115,-10.705112139383951,,
18.7,132,21.059420250000002,183,12,2294,0.001,2.383383297257953,2187,-10.834155506557888,,
18.53,136,19.448228660000005,184,12,2365,0.001,2.4329028560055628,2257,-11.017519527011448,,
18.37,140,17.8382726,184,13,2437,0.001,2.044642471604877,2329,-11.444338692559135,,
18.23,144,16.269233259999996,184,13,2509,0.001,2.7416787015067206,2401,-11.247902764214409,,
