rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss,eval/mean_ep_length,eval/mean_reward
13.0,4,11.245141,3279,0,52,,,,,,
30.0,8,27.3140475,351,0,240,0.001,0.05070813585800596,119,-1.0870753445867765,,
27.416666666666668,12,31.191013166666675,293,1,329,0.001,0.02733452287925915,207,-1.7745447592301802,,
26.125,16,33.1360749375,264,1,418,0.001,0.058499575084583325,297,-2.190067551352761,,
25.8,20,32.74268395,251,2,516,0.001,0.06095617288804572,387,-2.7157262672077525,,
35.833333333333336,24,42.758165,220,3,860,0.001,0.13223983979095583,738,-3.3534955382347107,,
33.964285714285715,28,42.33777814285714,217,4,951,0.001,0.16454535204431284,831,-3.702627095309171,,
,,,,,1000,0.001,0.18355330646685933,897,-4.069150924682617,22.5,39.26803470849991
32.53125,32,41.93580365625,208,4,1041,0.001,0.1719721552470456,920,-4.02622526884079,,
31.38888888888889,36,41.58068436111111,207,5,1130,0.001,0.20918783901826196,1010,-4.524947007497151,,
30.475,40,41.308074525,206,5,1219,0.001,0.24771786562126616,1098,-4.803302884101868,,
29.727272727272727,44,41.09264422727273,205,6,1308,0.001,0.2618954667578573,1187,-5.126418763940984,,
29.125,48,40.93592772916667,204,6,1398,0.001,0.22157634341198465,1277,-5.4508044069463555,,
28.596153846153847,52,40.788905596153846,203,7,1487,0.001,0.2817559663368308,1367,-5.8059539794921875,,
28.160714285714285,56,40.696963875,202,7,1577,0.001,0.5077500810677354,1455,-6.1125241192904385,,
27.75,60,40.56215228333334,201,8,1665,0.001,0.38756451417099347,1544,-6.331681338223544,,
27.375,64,40.42596803125,200,8,1752,0.001,0.5971521782604131,1631,-6.741634022105824,,
27.08823529411765,68,40.3794983382353,198,9,1842,0.001,0.5005586052482779,1721,-6.921092640269887,,
26.791666666666668,72,40.275380625,198,9,1929,0.001,0.3928546022091593,1808,-7.396917256441983,,
,,,,,2000,0.001,0.5021598295054652,1896,-7.766358028758656,22.1,38.88946805000305
26.539473684210527,76,40.189386644736835,195,10,2017,,,,,,
