train/critic_loss,time/time_elapsed,time/total_timesteps,train/n_updates,time/episodes,train/actor_loss,train/learning_rate,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_ep_length,eval/mean_reward
5.814957172371621,,5000,4946,,-19.57374399761821,0.001,,,,41.5,71.94494448304177
,27,5014,,188,,,182,58.049987900000005,34.08,,
8.432821406874545,28,5224,5109,192,-20.60639880952381,0.001,183,60.41576572000001,35.29,,
7.319176003336906,29,5460,5393,196,-21.933785021305084,0.001,182,63.15138628,36.57,,
8.543641989881342,30,5600,5539,200,-22.473989963531494,0.001,182,65.16247919,37.59,,
10.051661781966686,32,5948,5833,204,-24.035349249839783,0.001,183,71.94787937000001,40.73,,
12.948143519461155,,6000,5953,,-24.48399591445923,0.001,,,,51.1,92.57270542383193
11.504203343391419,33,6122,6033,208,-24.845044326782226,0.001,181,74.63340556000001,42.09,,
12.660703933820493,35,6433,6358,212,-26.161589645757907,0.001,181,80.25495627000001,44.78,,
15.447184366928903,36,6743,6631,216,-27.229529685162483,0.001,183,85.88415712,47.44,,
17.294068114177602,,7000,6956,,-29.085791974454313,0.001,,,,80.7,157.2903570175171
,39,7064,,220,,,180,91.68904329000001,50.17,,
17.56311908000853,40,7391,7287,224,-30.581059990859615,0.001,180,94.81128988000002,51.71,,
19.805940065628445,42,7720,7617,228,-31.272122896634617,0.001,181,99.33175831,53.87,,
18.412426354009895,,8000,7926,,-33.01672735214233,0.001,,,,82.9,163.95162467956544
,44,8037,,232,,,179,102.91861697999998,55.49,,
20.96101008951664,46,8346,8243,236,-34.28096628189087,0.001,180,106.30467880000002,57.06,,
22.73182398990049,48,8744,8602,240,-35.63144302368164,0.001,181,112.65018020000004,59.77,,
22.17917302938608,,9000,8952,,-37.44781987116887,0.001,,,,135.4,285.4919784605503
22.20648248267896,51,9247,9084,244,-37.98552391745827,0.001,179,121.06928148000001,63.51,,
24.65815932542375,53,9694,9557,248,-40.54615619135838,0.001,179,128.02698994,66.57,,
25.851392531180167,,10000,9965,,-42.2991811578924,0.001,,,,101.5,219.55250974297525
,56,10096,,252,,,178,134.1055271,69.24,,
24.32617942924085,58,10513,10389,256,-44.44592749554178,0.001,178,140.66703512,72.14,,
30.87468816757202,61,10919,10810,260,-46.30470458984375,0.001,178,146.11346842,74.27,,
30.510300095488386,,11000,10892,,-46.6747450479647,0.001,,,,98.9,209.0368783533573
27.5550531356231,63,11280,11164,264,-47.78656768798828,0.001,177,149.62222366999998,75.59,,
34.78528847751847,65,11687,11545,268,-49.40156276051591,0.001,177,154.50022975,77.29,,
35.49221957140956,,12000,11873,,-50.67731449521821,0.001,,,,105.9,231.77260907888413
32.42064643859863,68,12114,11973,272,-51.19049308776855,0.001,176,159.26380993000004,78.95,,
32.28563681478086,70,12512,12384,276,-52.69352603780812,0.001,176,162.16106465000001,79.88,,
31.566394178234802,72,12876,12778,280,-54.052993540861166,0.001,176,167.29416177,82.06,,
30.69667605136303,,13000,12943,,-54.70000644440346,0.001,,,,97.1,204.7187306344509
30.817292160458035,75,13247,13128,284,-55.278510623508026,0.001,175,172.53142218000005,84.32,,
32.8258422537695,77,13584,13465,288,-56.605035146077476,0.001,176,175.55491428000005,85.7,,
34.21994152988296,78,13937,13824,292,-57.873946780250186,0.001,176,178.06806227,87.13,,
34.79974723416706,,14000,13910,,-58.08439795915471,0.001,,,,84.6,169.66400189399718
39.090763835345996,81,14249,14141,296,-58.80063404756434,0.001,175,179.14848338000004,87.89,,
35.181680640129194,82,14553,14451,300,-60.52378516727023,0.001,176,181.98958073000003,89.53,,
32.964715130188885,84,14837,14741,304,-60.95828639759737,0.001,176,179.24343404000004,88.89,,
32.69772696821657,,15000,14951,,-61.83103635576036,0.001,,,,69.5,104.88211064338684
36.16958083425249,86,15115,15021,308,-62.17627879551479,0.001,175,180.33110181,89.93,,
40.297522951574884,87,15386,15293,312,-62.94190350700827,0.001,175,178.11293943999996,89.53,,
39.07604644609534,88,15661,15566,316,-64.40181350708008,0.001,176,175.80645886999994,89.18,,
36.76717819887049,90,15935,15840,320,-64.70336308198817,0.001,176,173.21595759999997,88.71,,
44.00747013092041,,16000,15908,,-64.68501450033749,0.001,,,,67.2,88.33156032711267
42.85515270513647,92,16208,16112,324,-65.01070931378533,0.001,175,170.56553968,88.17,,
44.241931312224445,93,16484,16387,328,-65.54499379326316,0.001,176,167.99540932999997,87.64,,
39.11847773720236,94,16716,16628,332,-66.51240135641659,0.001,176,164.10912708999996,86.79,,
46.78169638150698,,17000,16935,,-67.4630702169318,0.001,,,,100.5,99.12053317725659
,97,17064,,336,,,175,161.31623377,87.18,,
45.54370144874819,99,17432,17314,340,-68.47247281987616,0.001,175,156.48305296,86.88,,
36.92949725804704,100,17786,17671,344,-69.11845710060813,0.001,176,149.82253416999998,85.39,,
45.591102812025284,,18000,17955,,-69.5789013615361,0.001,,,,117.0,194.2968811094761
40.6114548105393,103,18255,18092,348,-69.62363986692567,0.001,175,148.39882115,85.61,,
44.384260328553566,106,18788,18603,352,-71.26180842302847,0.001,176,150.13643043000002,86.92,,
45.858744159225346,,19000,18890,,-72.24640643780049,0.001,,,,124.8,243.17773861289024
42.33812913974794,109,19298,19143,356,-73.01005786960408,0.001,175,151.31569216,87.85,,
46.653358193694565,112,19800,19647,360,-74.08636374551742,0.001,176,152.73227387,88.81,,
55.983233517051765,,20000,19890,,-75.19686656887248,0.001,,,,644.5,703.267327105999
46.29332349491119,,21000,20890,,-77.30772869873047,0.001,,,,1000.0,997.508894765377
50.8886086063385,,22000,21890,,-80.53049472045899,0.001,,,,1000.0,1026.027689421177
,140,22917,,364,,,162,178.06827640999995,116.37,,
48.70912685680389,,23000,22890,,-82.6830717010498,0.001,,,,821.6,888.613194090128
45.077505942344665,,24000,23890,,-85.12914405822754,0.001,,,,109.6,248.58231914043427
47.099477939116646,157,24253,24120,368,-86.93233360678462,0.001,154,187.43207915,125.66,,
42.85436565300514,159,24693,24558,372,-87.33997239737675,0.001,154,188.00264077,125.79,,
48.126443021879425,,25000,24913,,-88.6806409321134,0.001,,,,116.3,260.8923178851604
35.73034228449283,163,25187,25028,376,-89.40481988314924,0.001,154,190.39658845999998,126.75,,
43.560073537341616,165,25685,25531,380,-90.25030944306971,0.001,155,193.97324267,128.09,,
57.57298391865146,,26000,25906,,-92.10613299954322,0.001,,,,124.3,280.7379259586334
48.13788109876978,169,26189,26033,384,-91.98997509668744,0.001,154,197.68363033000003,129.42,,
50.37690954430159,171,26684,26547,388,-94.33517873287201,0.001,155,202.06682214,131.0,,
45.62136868264178,,27000,26939,,-95.43382804981177,0.001,,,,131.4,291.455826240778
57.6240248973553,175,27224,27069,392,-96.36561126708985,0.001,155,207.62321982000006,132.87,,
57.34176249657908,177,27730,27583,396,-98.02842515514743,0.001,155,213.28197514000004,134.81,,
53.43644074031285,,28000,27963,,-99.39021902373342,0.001,,,,121.3,265.9966955780983
57.614124806722,181,28234,28083,400,-98.66355667114257,0.001,155,219.15847284,136.81,,
50.85259725141895,183,28747,28591,404,-100.52037954330444,0.001,156,226.16855619999998,139.1,,
53.8096043874347,,29000,28966,,-101.32718198261564,0.001,,,,121.5,272.00422526597976
45.21667012597761,187,29233,29083,408,-102.76507357893318,0.001,156,232.92790506999998,141.18,,
55.24621377989303,189,29736,29586,412,-102.9526583158053,0.001,156,240.31509292999996,143.5,,
54.7821005739907,,30000,29955,,-103.57431125640869,0.001,,,,120.3,268.02597935199736
48.603094341374245,193,30226,30074,416,-103.76876894632976,0.001,156,247.40154634999996,145.65,,
47.90928794830803,195,30714,30563,420,-104.50194355798146,0.001,156,254.55614809,147.79,,
48.06967294325522,,31000,30926,,-104.90499822443182,0.001,,,,120.8,268.91287832260133
49.45745369645416,198,31191,31048,424,-105.56940172539383,0.001,156,261.31387111000004,149.83,,
64.25129054574406,201,31669,31521,428,-105.91887276859607,0.001,157,267.88968531,151.85,,
55.330609493568296,,32000,31875,,-106.20333399538134,0.001,,,,117.4,257.5942826271057
39.61383843203203,204,32135,31984,432,-106.24613078724255,0.001,157,275.83427982,154.19,,
58.161192027005285,207,32629,32486,436,-107.0032722010757,0.001,157,283.58130516999995,155.65,,
47.2210401925515,,33000,32962,,-107.32837700843811,0.001,,,,120.6,268.877146935463
,210,33106,,440,,,157,290.39469163999996,156.74,,
47.105995085931596,213,33628,33482,444,-108.95334182247039,0.001,157,297.91780630000005,158.42,,
52.1969256401062,,34000,33857,,-108.34529055971088,0.001,,,,127.3,280.0898679792881
57.15994980978587,216,34134,33983,448,-108.69255053807818,0.001,157,301.22822248,158.79,,
51.82536689655201,219,34763,34576,452,-109.3776068816314,0.001,158,304.07740412,159.75,,
49.25214337666829,,35000,34886,,-109.91322001139324,0.001,,,,121.6,277.99473256468775
41.083205271850936,223,35340,35174,456,-109.80098048123446,0.001,158,306.38548669999994,160.42,,
53.626668080718,,36000,35934,,-109.92614855085101,0.001,,,,113.7,257.0592444598675
,228,36059,,460,,,158,306.14681442,162.59,,
38.17742636998494,230,36487,36350,464,-111.52714767456055,0.001,158,282.19643554999993,135.7,,
50.07415172686944,232,36946,36799,468,-111.03366778447078,0.001,158,274.66303974999994,126.93,,
58.10668543974558,,37000,36919,,-111.48194058736165,0.001,,,,117.5,267.7375699698925
55.281710340130715,235,37413,37277,472,-110.97659043342837,0.001,158,275.40793407,127.2,,
48.12169555195591,238,37858,37718,476,-110.00666795697128,0.001,158,274.65035771000004,126.71,,
45.74577615020472,,38000,37940,,-111.62330003218217,0.001,,,,108.7,245.60769350528716
53.273105905767075,241,38299,38163,480,-111.78489725213302,0.001,158,273.63247,126.14,,
39.843123086001896,243,38750,38611,484,-111.67207774409542,0.001,158,272.67576129,125.61,,
41.53599739074707,,39000,38941,,-112.71423584560178,0.001,,,,125.4,282.4139945745468
52.244546285316126,246,39230,39075,488,-111.43018375225921,0.001,158,272.64797905,125.46,,
66.45214068405028,249,39732,39576,492,-112.1180186117849,0.001,159,271.9397635,125.08,,
42.94175397604704,,40000,39833,,-112.33204233646393,0.001,,,,144.1,312.91448525190356
50.754949293063795,253,40271,40119,496,-113.38973588209886,0.001,158,272.83882781,125.41,,
42.17355625446026,255,40767,40608,500,-112.02965674966069,0.001,159,273.23054359,125.33,,
50.433512049510064,,41000,40873,,-111.29587358416933,0.001,,,,128.5,313.1660294353962
39.03405084991455,259,41290,41128,504,-111.8181877741738,0.001,159,274.12566613,125.43,,
49.94019203777461,262,41803,41639,508,-112.40230464935303,0.001,159,275.23936927000005,125.7,,
40.56348417070177,,42000,41911,,-112.44812136977467,0.001,,,,131.6,311.5661583900452
52.92928982550098,265,42317,42162,512,-111.41274273780084,0.001,159,276.36228267000007,125.81,,
44.47572375419445,268,42839,42682,516,-112.95279363375991,0.001,159,277.75102446999995,126.13,,
54.02827647216338,,43000,42945,,-111.56186756943211,0.001,,,,126.5,298.36279886364935
41.69916668453732,272,43386,43220,520,-111.40667085389833,0.001,159,279.3113969,126.72,,
41.70362021904865,274,43917,43745,524,-111.34233774038462,0.001,159,281.18755337,127.26,,
35.99243437997226,,44000,43890,,-111.63445982214523,0.001,,,,129.9,309.1047937095165
42.214922456813035,278,44449,44292,528,-111.0103568461404,0.001,159,282.95376083,127.8,,
41.08409009238546,281,44952,44795,532,-110.25420951843262,0.001,159,284.26716701,128.17,,
46.77832593184251,,45000,44925,,-111.56252065805289,0.001,,,,126.8,284.5151882648468
41.65472378806462,284,45463,45312,536,-111.06245507134332,0.001,159,284.86500221999995,128.34,,
42.3169452295465,287,45955,45797,540,-111.32381891800185,0.001,160,285.46124475,128.49,,
34.957377775934816,,46000,45928,,-110.61569260105942,0.001,,,,126.2,279.9506299674511
42.346784483126505,290,46460,46306,544,-110.77405744983304,0.001,160,285.12755889000005,128.32,,
39.43802734114166,292,46946,46788,548,-110.70960869223384,0.001,160,284.7311343,128.12,,
32.13835161514864,,47000,46919,,-110.74849043626051,0.001,,,,125.7,279.94257829785346
50.30895908321955,296,47420,47275,552,-111.52178055899483,0.001,160,282.38050368,126.57,,
39.61127814342235,298,47910,47769,556,-110.07606282727471,0.001,160,281.01805307,125.7,,
31.564745116652105,,48000,47883,,-110.84071845339055,0.001,,,,112.9,256.09892018437387
53.07265386338961,302,48365,48228,560,-110.58320061635163,0.001,160,281.57127452000003,123.06,,
40.43933188378274,304,48841,48696,564,-110.14781665802002,0.001,160,283.51301977,123.54,,
41.3806229504672,,49000,48935,,-111.36195398966471,0.001,,,,115.6,268.7735239982605
38.25078780310495,307,49292,49160,568,-109.43330832890102,0.001,160,283.29062619999996,123.46,,
28.778513422799765,310,49698,49581,572,-110.84953110306351,0.001,160,281.41123431,122.85,,
36.71855955034773,,50000,49885,,-110.36935928632629,0.001,,,,117.0,272.4314198732376
39.81097490390142,312,50140,50005,576,-110.5729216257731,0.001,160,281.2399053,122.82,,
44.12392238401017,315,50568,50438,580,-110.24901134562943,0.001,160,280.95923990000006,122.69,,
36.35512561128851,,51000,50867,,-110.26882693642064,0.001,,,,116.0,283.19981315732
,318,51010,,584,,,160,280.90826453,122.6,,
34.9326874756616,320,51483,51345,588,-110.2743579864502,0.001,160,281.59075302,122.53,,
30.41955115908668,322,51923,51781,592,-110.16731584989108,0.001,160,280.65842380999993,121.91,,
42.09379116555919,,52000,51896,,-108.63747274464575,0.001,,,,106.3,229.51571516990663
33.37669614103974,325,52368,52229,596,-110.26633065645812,0.001,160,279.04143952999993,120.97,,
40.7496088950102,328,52828,52688,600,-109.53532522232805,0.001,160,278.76212104999996,120.61,,
37.89672848826549,,53000,52923,,-109.13837570440573,0.001,,,,118.6,287.9183639585972
38.17770199529056,331,53299,53158,604,-108.66589697476091,0.001,160,277.67860819000003,120.09,,
35.38616867752763,333,53760,53618,608,-108.9895659855434,0.001,161,276.60040114000003,119.57,,
41.60713355280772,,54000,53963,,-109.2183590905141,0.001,,,,126.0,322.20052443146704
24.98562651145749,337,54224,54086,612,-109.08904364801222,0.001,160,275.62199967,119.07,,
32.72157734531467,339,54686,54544,616,-109.75321184578588,0.001,161,274.22298064,118.47,,
26.526308147112527,,55000,54905,,-109.44404843648275,0.001,,,,108.7,253.32932990193368
30.187795743075284,342,55147,55015,620,-109.41358989368786,0.001,160,272.74200384,117.61,,
37.40851197052002,345,55621,55471,624,-108.27024447533393,0.001,161,271.78840069999995,117.04,,
27.458694866725377,,56000,55929,,-109.67155143192836,0.001,,,,113.3,260.9919466137886
,348,56071,,628,,,160,269.76225348,116.22,,
39.28165922508583,350,56531,56378,632,-109.4647238595145,0.001,161,268.48255456,115.79,,
27.505555098989735,353,56975,56840,636,-109.05356637362776,0.001,161,267.0340564300001,115.12,,
31.33622917864058,,57000,56948,,-108.76307480423539,0.001,,,,113.4,252.6533948659897
30.24770147736008,356,57426,57285,640,-108.70231448086825,0.001,161,265.62394405,114.71,,
32.8119680115936,358,57865,57730,644,-108.05869820334695,0.001,161,264.1476062,114.05,,
34.47758576219732,,58000,57948,,-108.60873690518466,0.001,,,,109.7,245.120710927248
25.06332631022842,361,58303,58168,648,-108.38470473112883,0.001,161,263.02305276999994,113.57,,
27.6857460458702,363,58738,58603,652,-108.0486863334224,0.001,161,262.20994536,113.18,,
32.55383959603966,,59000,58933,,-107.26258030644169,0.001,,,,106.3,239.7261659860611
31.19877790055185,366,59174,59039,656,-107.64086798901828,0.001,161,261.11198157999996,112.64,,
19.149598390967757,369,59602,59465,660,-107.96559891877351,0.001,161,260.70181701,112.37,,
22.24710189070657,,60000,59894,,-107.66181098090277,0.001,,,,107.6,250.22145940661431
,371,60029,,664,,,161,259.99211286999997,111.88,,
36.76603062647693,374,60443,60317,668,-107.17389549399321,0.001,161,259.20910189,111.51,,
28.28742523476629,376,60855,60725,672,-107.44750869750976,0.001,161,259.96956784,111.57,,
35.60162542398694,,61000,60931,,-107.39130416570926,0.001,,,,103.6,245.28499644994736
29.079628331988467,378,61266,61137,676,-107.23736527386833,0.001,161,259.3914294,111.26,,
25.428301002040055,381,61670,61542,680,-106.30032150268555,0.001,161,258.822105,111.02,,
26.3680914663801,,62000,61948,,-105.92061659869026,0.001,,,,105.6,256.6240324318409
,383,62080,,684,,,161,258.25496789,110.7,,
23.621159342619087,386,62498,62362,688,-105.16029768723708,0.001,161,256.73574339,110.15,,
25.346626068518415,388,62991,62833,692,-105.12731108118277,0.001,162,259.43052009,110.68,,
26.419386656229733,,63000,62964,,-106.03568221583511,0.001,,,,114.3,307.02405642271043
24.377670542760328,391,63440,63284,696,-105.68045633489436,0.001,162,260.42076084,110.72,,
19.892089110154373,393,63926,63766,700,-104.641369363536,0.001,162,261.55824572,110.98,,
20.23426051605913,,64000,63899,,-105.18754230846058,0.001,,,,129.9,341.2748056828976
20.24337849362206,397,64417,64256,704,-106.7180351488518,0.001,162,262.27556485,111.18,,
31.382731914520264,399,64899,64745,708,-104.98224814732869,0.001,162,263.4932655,111.39,,
24.165795446380855,,65000,64872,,-105.65186929702759,0.001,,,,120.7,309.2740499317646
25.59499269531619,403,65384,65230,712,-105.57429713587607,0.001,162,264.6186813,111.6,,
24.164549734534287,405,65872,65725,716,-106.3706678796987,0.001,162,265.92086384000004,111.86,,
29.25294157663981,,66000,65965,,-105.4645315806071,0.001,,,,121.3,296.1354773581028
18.560233171780904,408,66354,66206,720,-105.49934908548991,0.001,162,267.20130363,112.07,,
20.649284094321626,411,66838,66692,724,-106.37720311482748,0.001,162,267.82843707000006,112.17,,
22.804376316070556,,67000,66931,,-106.23035786946615,0.001,,,,122.6,293.387109541893
22.40148880879084,414,67325,67172,728,-105.60544904073079,0.001,162,269.66158371999995,112.54,,
28.651864270032462,417,67790,67648,732,-106.49191840220305,0.001,162,271.02999831000005,112.59,,
22.940718477055178,,68000,67881,,-106.35496456340208,0.001,,,,116.7,286.85972172021866
28.757045252984312,420,68258,68114,736,-105.26654675801595,0.001,162,272.39320383,112.83,,
23.679903208199192,422,68730,68585,740,-105.83374954482257,0.001,162,274.34268008000004,113.04,,
25.66066323518753,,69000,68939,,-105.85418485005697,0.001,,,,122.5,298.6124931752682
25.73653719289516,426,69206,69062,744,-105.0399535394484,0.001,162,275.87150213,113.41,,
27.777285747528076,428,69680,69538,748,-106.20246087937127,0.001,162,277.1090377,113.77,,
21.39322277731147,,70000,69898,,-105.28870992191503,0.001,,,,115.3,264.90088920593263
21.158382445050957,431,70150,70012,752,-104.8492665876422,0.001,162,278.21941856999996,114.12,,
26.715471792658533,434,70599,70464,756,-105.83109893798829,0.001,162,278.44232537,114.25,,
28.34395454564226,,71000,70901,,-105.73358832465277,0.001,,,,110.9,248.0445038676262
,437,71039,,760,,,162,278.34399697000003,114.37,,
22.46671829311126,439,71478,71342,764,-105.90676907626066,0.001,162,278.14486755999997,114.49,,
19.238940341450345,441,71904,71769,768,-106.23501155061543,0.001,162,277.89536236999993,114.61,,
22.661568058861626,,72000,71877,,-106.2542153817636,0.001,,,,105.7,230.16359348297118
30.0176902664042,444,72329,72193,772,-106.27868234886313,0.001,162,277.55653476000003,114.74,,
21.754346292752487,447,72748,72618,776,-106.72887860811673,0.001,162,277.13037783,114.82,,
29.616805571430135,,73000,72931,,-106.62927044562574,0.001,,,,105.7,232.66154717803002
21.05534966486805,450,73170,73037,780,-106.49071200388782,0.001,162,277.00810139,115.0,,
22.3073251268505,452,73617,73473,784,-105.49041829790387,0.001,162,277.03261292999997,115.37,,
20.755342968578997,,74000,73934,,-106.02813904860923,0.001,,,,85.4,173.76704699993132
,455,74045,,788,,,162,276.28819408,115.47,,
27.206208793128408,457,74414,74304,792,-107.47670578375096,0.001,162,271.13417825,114.23,,
25.434707835868554,459,74845,74737,796,-106.35208186818592,0.001,162,269.83400958000004,114.05,,
15.807533560729608,,75000,74900,,-106.27400170302973,0.001,,,,82.4,161.8831833422184
22.328523657704128,462,75270,75114,800,-107.41528563065962,0.001,162,267.65394678999996,113.44,,
24.62327284500247,464,75736,75629,804,-106.86864233798669,0.001,162,267.27882095,113.19,,
19.22190170523561,,76000,75955,,-107.51755390167236,0.001,,,,85.0,174.3367718219757
,467,76063,,808,,,162,261.473665,111.64,,
34.296312941126075,469,76393,76284,812,-106.54431933448429,0.001,162,255.39360909000004,110.09,,
31.626800353268543,471,76784,76613,816,-106.96854940274866,0.001,162,251.37815176000004,109.12,,
28.33562112737585,,77000,76969,,-108.58878078460694,0.001,,,,101.9,233.76259843111038
23.87810168415308,474,77257,77097,820,-107.32750844955444,0.001,162,250.93545123999996,109.03,,
25.00510903596878,476,77598,77487,824,-106.01189231872559,0.001,162,245.8831537,107.6,,
24.907849278037002,,78000,77902,,-107.78606522083282,0.001,,,,130.6,346.54238775968554
,480,78056,,828,,,162,245.17874132999995,107.31,,
21.85631193675048,483,78584,78418,832,-107.44152187293685,0.001,162,247.2888051,107.94,,
25.4494140493697,,79000,78969,,-107.99414449498273,0.001,,,,121.9,303.5764007627964
,487,79094,,836,,,162,248.75314027000002,108.36,,
18.158985720740425,489,79637,79471,840,-107.27692219567678,0.001,162,251.41849743,109.07,,
22.45800652817218,,80000,79874,,-107.01593769460484,0.001,,,,131.2,325.8770299255848
25.819069544474285,493,80170,80009,844,-108.02865691683185,0.001,162,254.17743919,109.64,,
26.037033621470133,496,80710,80553,848,-108.16001254409107,0.001,162,257.7216202400001,110.3,,
21.860752552978752,,81000,80943,,-108.78816509246826,0.001,,,,124.8,303.51335369348527
22.24596882984042,500,81225,81071,852,-108.12037885189056,0.001,162,259.5775651400001,110.75,,
16.572711676576713,503,81756,81589,856,-108.47594463123994,0.001,162,263.03445167,111.57,,
23.270175369986653,,82000,81866,,-108.84810693713202,0.001,,,,140.5,377.6837372422218
29.02202816609736,507,82325,82151,860,-108.17173154589156,0.001,162,268.35918541,112.86,,
27.00851192047347,509,82857,82705,864,-108.1288519332658,0.001,162,272.43359433,113.79,,
22.33516604608769,,83000,82969,,-109.26706728727922,0.001,,,,132.5,374.7172523975372
19.34265012059893,513,83400,83237,868,-108.71695186070033,0.001,162,277.09530253,114.96,,
18.029336887857188,516,83947,83783,872,-109.25452389924422,0.001,162,282.22030803,116.18,,
22.72335744078142,,84000,83920,,-109.94095854828323,0.001,,,,134.2,337.6409567654133
19.463423003469195,520,84487,84327,876,-109.95767157418388,0.001,162,286.34961964,117.39,,
23.942375860895428,,85000,84871,,-109.33521292550223,0.001,,,,134.2,333.8023668408394
,524,85033,,880,,,162,291.11166094000004,118.63,,
21.67129861873432,527,85588,85425,884,-109.80732670952293,0.001,162,296.04699389,119.71,,
20.588400201521058,,86000,85835,,-109.93441562376161,0.001,,,,137.6,379.41103573441507
25.913404896639396,531,86133,85973,888,-109.80061517245528,0.001,162,301.28774051999994,120.88,,
28.390919491864633,534,86681,86518,892,-110.19439885236216,0.001,162,308.29110934,122.67,,
