rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss,eval/mean_ep_length,eval/mean_reward
,,,,,14000,0.001,5.725678224896276,13898,-36.39356852686682,84.8,165.47105798125267
84.54,224,163.89462302,166,85,14165,0.001,5.9401963716265795,13985,-36.19814486836278,,
84.9,228,164.95847297999998,166,87,14510,0.001,4.080270941230072,14327,-36.70274104628452,,
85.17,232,165.78903391,166,88,14843,0.001,6.6898404359817505,14665,-36.98238336472284,,
,,,,,15000,0.001,5.039001380288323,14833,-36.92750540445017,84.4,164.84170908927916
85.45,236,166.54707293999996,166,91,15185,0.001,6.050236724671864,15003,-37.07185981387184,,
85.38,240,166.41594001,166,93,15521,0.001,6.354075521230698,15345,-37.18541417803083,,
85.32,244,166.29115908,166,95,15862,0.001,6.756408355956854,15683,-37.79631627992142,,
,,,,,16000,0.001,5.938007278614734,15849,-37.90567816757574,85.4,168.29776727557183
85.31,248,166.29909646,166,97,16205,0.001,4.129871860493061,16022,-37.7323876314385,,
85.32,252,166.39596985,166,99,16545,0.001,5.856282597364381,16363,-38.091105971225474,,
85.32,256,166.45647245,166,101,16888,0.001,5.193787499035106,16707,-37.79176984514509,,
,,,,,17000,0.001,5.957720586033755,16878,-38.420085197271305,85.1,166.71328615546227
85.32,260,166.49555694,166,103,17231,0.001,5.704139524347642,17050,-38.5925011745719,,
85.31,264,166.54731871,166,105,17574,0.001,5.750565119954043,17391,-38.75719487389853,,
85.33,268,166.63046642999998,166,107,17915,0.001,5.45101940493251,17735,-39.0427281579306,,
,,,,,18000,0.001,5.372543044033504,17819,-39.09054011390323,84.2,164.47804014086722
85.32,272,166.63866892,166,109,18258,0.001,5.558737693830978,18077,-39.27196325257767,,
85.25,276,166.58066537,166,111,18596,0.001,3.9347461873576757,18415,-39.40967914036342,,
85.23,280,166.55525071,166,113,18939,0.001,5.075619156970534,18758,-39.43801445184752,,
,,,,,19000,0.001,4.654914871384116,18843,-39.208793458484465,85.0,167.7852216720581
85.16,284,166.52718822999995,166,116,19281,0.001,5.296881599481716,19101,-39.45569752537927,,
85.12,288,166.48011805000002,166,118,19623,0.001,5.464314365386963,19443,-39.6323120480492,,
85.12,292,166.51183901000002,166,119,19963,0.001,5.6779692145281055,19783,-39.542982234511264,,
,,,,,20000,0.001,6.899051921708243,19867,-39.58785393124535,85.1,167.6105192065239
85.09,296,166.47491949,165,122,20303,0.001,6.105409982592561,20125,-39.67837435700173,,
85.13,300,166.59714395,166,124,20645,0.001,4.773357865356264,20463,-39.90859204246884,,
85.17,304,166.77945391,166,126,20989,0.001,4.529020553543454,20807,-39.70215570359003,,
,,,,,21000,0.001,5.733153939247131,20893,-40.19690047862918,85.8,170.45432471632958
85.28,308,167.08428906999998,165,128,21335,0.001,5.858732641428366,21152,-40.904196825894445,,
85.32,312,167.23181827,165,130,21676,0.001,4.722602347994959,21494,-39.92732762181482,,
,,,,,22000,0.001,4.4875891984895215,21839,-39.90736389160156,84.9,166.19443236589433
85.36,316,167.33105797,165,133,22020,,,,,,
85.44,320,167.514917,165,135,22365,0.001,4.591304517069529,22183,-40.36082085897756,,
85.44,324,167.62795482,165,137,22709,0.001,4.651552552400633,22527,-40.285657749619595,,
,,,,,23000,0.001,4.894263676432676,22872,-40.267397592234055,85.6,169.66741572022437
85.44,328,167.6485078,165,139,23054,,,,,,
85.56,332,167.98366422000004,165,141,23399,0.001,4.571453034877777,23218,-40.38921178773392,,
85.58,336,168.07765094999996,165,143,23743,0.001,5.890670026855907,23563,-40.086798911870915,,
,,,,,24000,0.001,4.682623317871971,23820,-40.35810427232222,85.3,168.19530215859413
85.65,340,168.22518667999998,165,145,24086,0.001,3.9008762642394665,23906,-40.40038610059162,,
85.68,344,168.38667746,165,147,24430,0.001,5.532905194648476,24248,-40.75003300156704,,
85.69,348,168.40031516999997,165,149,24774,0.001,4.410902713620385,24591,-40.32711871834688,,
,,,,,25000,0.001,4.433161409421899,24851,-40.26873743811319,85.9,170.46897310614585
85.75,352,168.59875333000002,165,152,25120,0.001,4.825372775395711,24938,-40.34851828488436,,
85.72,356,168.55182868,165,154,25460,0.001,5.192554412869846,25281,-40.29121417091007,,
85.63,360,168.27362559999997,165,155,25794,0.001,6.1951280817928085,25612,-40.14507239205496,,
,,,,,26000,0.001,6.1766778971697835,25848,-41.077853228594805,75.2,139.7021284043789
85.19,364,167.00364484,164,158,26093,0.001,3.684465094192608,25922,-39.81333335670265,,
84.93,368,166.25047165,164,160,26408,0.001,6.0606222947438555,26237,-40.62395419630894,,
84.52,372,165.09988883999998,164,161,26710,0.001,5.4195653006837174,26539,-40.27468274090741,,
,,,,,27000,0.001,5.1848393113989575,26845,-40.76252806814093,75.5,139.94790095090866
84.2,376,164.05103773,164,164,27016,,,,,,
83.82,380,162.99091388000002,164,165,27321,0.001,4.037067885398865,27146,-40.17272467362253,,
83.45,384,161.90597359,164,167,27626,0.001,3.8153340291976927,27453,-40.04978509851404,,
83.12,388,160.96195145000002,164,169,27935,0.001,4.660777228000836,27763,-39.842391478709686,,
,,,,,28000,0.001,4.331907571930635,27839,-40.37134813007555,77.7,145.83138585090637
82.86,392,160.19600301000003,164,171,28249,0.001,4.78235282681205,28074,-40.84257526886769,,
82.61,396,159.45710609000002,164,173,28564,0.001,3.5774585596926802,28387,-40.57095668190404,,
82.24,400,158.41428173,164,175,28869,0.001,3.4767408545811973,28696,-39.83839627316124,,
,,,,,29000,0.001,4.369615405797958,28849,-40.85955479270533,77.6,145.7792014360428
81.87,404,157.39323782,164,177,29176,0.001,3.8234928097480383,29004,-40.00533177302434,,
81.45,408,156.24651706999998,164,179,29480,0.001,4.912399227681913,29308,-40.20670609725149,,
81.07,412,155.13893989000002,164,181,29783,0.001,3.7479468740915,29612,-40.33255275927092,,
,,,,,30000,0.001,5.702262199238727,29841,-40.06499089692768,76.1,140.86164342164994
80.69,416,154.07673277,164,183,30089,0.001,5.264474490483602,29916,-40.46901492068642,,
80.28,420,152.98471521,164,185,30393,0.001,5.151765515277912,30222,-40.10591311332507,,
79.92,424,151.94763336,164,186,30701,0.001,4.532056573232015,30529,-40.5351163503286,,
,,,,,31000,0.001,4.5140761105637806,30832,-39.916454917506165,77.7,146.0787356853485
79.5,428,150.79631409,164,188,31004,,,,,,
79.16,432,149.82472374,164,190,31315,0.001,3.7827106788754463,31142,-39.46473388671875,,
78.83,436,148.93082905,164,192,31626,0.001,4.289309377853687,31452,-39.339991056002106,,
78.49,440,147.97667128,164,193,31935,0.001,5.2983451673859046,31761,-40.16852991204513,,
,,,,,32000,0.001,5.158643901348114,31839,-39.77061120057717,78.0,146.58582344651222
78.21,444,147.04092357000002,164,196,32251,0.001,4.234496467170262,32076,-39.49537540617443,,
77.86,448,146.04325481,164,197,32560,0.001,3.640443534790715,32388,-39.87544221878052,,
77.49,452,144.83946211,164,199,32869,0.001,5.266871693887208,32694,-40.09021518104955,,
,,,,,33000,0.001,4.525356923477559,32852,-39.79195919036865,75.9,139.62653401494026
77.27,456,143.98587357999997,164,201,33187,0.001,3.6827017954877905,33003,-39.06947883399757,,
77.42,460,144.17311044000004,164,203,33536,0.001,4.1536377477057185,33351,-39.751236820220946,,
78.18,464,145.93275069,164,205,33911,0.001,4.496956691637144,33727,-39.890757412380644,,
,,,,,34000,0.001,3.1921448463743385,33815,-39.47923963720148,99.7,199.44733409285544
78.83,468,147.42695270000002,164,208,34291,0.001,5.262828916895623,34106,-39.67779092227711,,
79.52,472,149.0918626,164,210,34662,0.001,3.8133617376172264,34472,-39.354347406431685,,
,,,,,35000,0.001,4.183086111190471,34821,-39.81498223162712,93.6,180.45689574480056
79.96,476,150.16646708,164,213,35012,,,,,,
80.47,480,151.36508113,164,215,35368,0.001,3.8512354457378386,35206,-40.01568267822265,,
80.83,484,152.19513006,164,217,35709,0.001,4.122125500791213,35535,-39.56151344662621,,
,,,,,36000,0.001,4.0530120106304395,35806,-39.682936823645306,101.9,200.22518253922462
81.75,488,154.185842,164,219,36110,0.001,3.1358817096414238,35922,-40.10819165459995,,
82.07,492,154.91217932,164,221,36456,0.001,3.8154579202334085,36273,-39.77915081448025,,
82.46,496,155.74873349,164,223,36810,0.001,5.002134016374263,36625,-39.612491142459035,,
,,,,,37000,0.001,4.390749295552571,36888,-39.56403862346303,81.9,153.21919366717339
82.84,500,156.53569493999998,164,226,37153,0.001,4.354688462687702,36970,-39.62392630228182,,
83.24,504,157.33517325999998,164,228,37500,0.001,5.364757392295571,37313,-40.14565853739894,,
83.63,508,158.13607797999998,164,230,37843,0.001,5.340259192937828,37658,-39.933728535970054,,
,,,,,38000,0.001,3.2943240536583795,37837,-39.65038104587131,92.6,177.86255275011064
84.28,512,159.60761274,163,233,38211,0.001,3.5778256441417495,38024,-40.26698223749796,,
84.97,516,161.19976623,163,235,38586,0.001,3.8655118326564413,38397,-39.830298699273,,
85.63,520,162.75074443,164,237,38956,0.001,5.792518765695633,38763,-40.14398267994756,,
,,,,,39000,0.001,3.784983037673321,38860,-40.01317526369679,93.3,181.7470547258854
86.3,524,164.25272749999996,163,240,39331,0.001,4.374600534910684,39143,-40.41410903930664,,
87.06,528,165.85651783999998,163,242,39710,0.001,3.6574878295262656,39521,-40.44808396049168,,
,,,,,40000,0.001,3.7329942223789927,39893,-40.87864329020182,84.5,165.37319558262826
87.65,532,167.12264483,163,245,40080,,,,,,
88.0,536,167.80122511999997,163,247,40426,0.001,3.9389047143103064,40242,-40.496985695578836,,
88.45,540,168.79803526999996,163,249,40780,0.001,6.014718653174008,40594,-41.098394083422285,,
,,,,,41000,0.001,5.085842436136201,40856,-40.36339844104855,90.6,173.30926486849785
88.8,544,169.56828263999995,163,251,41131,0.001,4.638344788033029,40948,-40.14418461011804,,
89.16,548,170.41449426,163,253,41476,0.001,4.612518184156303,41295,-40.570924712390436,,
89.33,552,170.89360069000003,163,255,41802,0.001,3.2287965746486886,41640,-41.125288674997726,,
,,,,,42000,0.001,4.517078233616693,41876,-41.28414726257324,89.8,171.8730918645859
89.6,556,171.62720948999998,163,258,42147,0.001,4.059573846301813,41963,-41.208601663278976,,
89.87,560,172.23649343,163,260,42523,0.001,3.9061720620144853,42337,-40.81410912407769,,
89.5,564,171.52524449999999,163,262,42861,0.001,4.096683035840045,42668,-40.94398432192595,,
,,,,,43000,0.001,5.20840238897424,42860,-40.68904519081116,95.0,185.35091441869736
89.43,568,171.44628247000003,163,264,43234,0.001,4.334302844824614,43040,-41.07325577154392,,
89.57,572,171.75530154,163,266,43619,0.001,4.759840729285259,43427,-41.50828606741769,,
,,,,,44000,0.001,4.094421741541694,43819,-40.72918446858724,97.4,191.6491528213024
90.15,576,173.33788109,163,269,44027,,,,,,
90.64,580,174.48919392000005,163,272,44432,0.001,4.051139172819472,44240,-41.63334959380481,,
90.75,584,175.26861500000004,163,274,44784,0.001,3.9597214691100584,44622,-41.329467404273245,,
,,,,,45000,0.001,5.593099674425627,44861,-41.669014545197186,101.8,203.46003596186637
90.61,588,175.16966787,162,277,45171,0.001,3.8785379037116336,44964,-41.82611399430495,,
91.28,592,177.01482332999996,163,279,45584,0.001,3.517614967011391,45375,-41.63273117390085,,
,,,,,46000,0.001,4.549465045562157,45818,-41.7750605069674,109.6,223.53526012897493
92.08,596,179.38712101,162,282,46018,,,,,,
92.52,600,181.0314621,163,284,46405,0.001,4.170819914163048,46192,-41.838357364430145,,
93.41,604,184.32633526,163,287,46841,0.001,3.8836100603404797,46603,-41.80789244802374,,
,,,,,47000,0.001,3.7193015371401286,46842,-42.45080963446169,109.3,242.9622269511223
94.21,608,187.28703595000002,162,290,47264,0.001,4.233834447531865,47065,-42.32373770352068,,
95.13,612,191.00945451999996,162,292,47724,0.001,5.1437607956867595,47504,-42.548534617704505,,
,,,,,48000,0.001,6.865997525863349,47859,-42.85012763738632,157.2,422.984049898386
96.49,616,196.25188787,162,296,48235,0.001,4.04075638094256,48014,-43.19066316653521,,
97.67,620,200.33938012000002,162,299,48723,0.001,4.904681121649808,48517,-43.663423512079945,,
,,,,,49000,0.001,5.31062448117882,48868,-43.86639779806137,108.1,235.93245196938514
98.68,624,204.23593934999997,162,303,49199,0.001,4.941224145037787,48980,-43.844609464917866,,
100.87,628,212.14175717,162,306,49797,0.001,5.036827980655513,49551,-45.2331137461205,,
,,,,,50000,0.001,5.7581909205637825,49848,-45.329230695157435,167.4,462.3443570971489
103.21,632,220.32229766999998,161,311,50401,0.001,5.938348074137054,50182,-46.209750611105086,,
105.07,636,226.2625203,162,314,50933,0.001,6.176091392356229,50717,-47.50688755081361,,
,,,,,51000,0.001,8.238808423280716,50837,-47.58979460398356,121.3,270.93636684417726
106.84,640,232.36268956,161,317,51464,0.001,7.170069067642607,51194,-48.03122776952283,,
,,,,,52000,0.001,9.245798027899957,51837,-48.51219999635374,174.4,440.2514906585217
109.81,644,242.36933167999993,161,322,52112,,,,,,
112.62,648,252.49383918999996,161,326,52738,0.001,9.205498388835363,52469,-49.67840581621442,,
,,,,,53000,0.001,8.26058242550004,52819,-49.71967701478438,149.5,392.182670545578
115.9,652,263.69515737,161,331,53392,0.001,9.382006165457934,53142,-50.14476376045041,,
117.36,656,269.33240885,161,333,53883,0.001,9.022894819577536,53635,-51.31491924467541,,
,,,,,54000,0.001,9.549731380061099,53787,-51.351521692777936,137.6,344.23750153779986
119.46,660,276.93307282999996,161,337,54469,0.001,9.69461757615702,54238,-51.646993687278346,,
119.14,664,277.39000278,161,339,54775,0.001,11.592813676403415,54533,-52.009440358479814,,
,,,,,55000,0.001,10.986533855987808,54797,-51.67564489073673,112.7,260.02953058481216
119.69,668,280.09506487,161,342,55203,0.001,9.546162287394205,54975,-51.90045738220215,,
120.92,672,285.16340741999994,161,345,55711,0.001,11.214674711227417,55462,-52.39715623855591,,
117.94,676,278.73027985,161,346,55821,0.001,9.756441612243652,55700,-52.456163553091194,,
114.92,680,272.38530785,161,346,55924,0.001,12.195113544464112,55801,-52.32248465220133,,
,,,,,56000,0.001,10.196348175406456,55886,-52.54093098640442,32.8,56.30916319489479
112.53,684,267.01703108,161,347,56037,0.001,13.04758596420288,55914,-51.668586186000276,,
110.54,688,262.78606342,161,348,56225,0.001,15.745868520303206,56041,-51.71443644436923,,
108.67,692,259.5745662,161,350,56451,0.001,8.260056972503662,56330,-52.14211419912485,,
106.25,696,254.26697055999998,161,350,56643,0.001,24.374498060771398,56436,-52.0041435786656,,
103.9,700,248.81338614999996,161,352,56795,0.001,16.364452256096733,56677,-51.65712444598858,,
101.08,704,241.67004136999995,161,352,56949,0.001,10.99181395310622,56807,-52.786006927490234,,
,,,,,57000,0.001,24.337413946787517,56883,-52.41915613810222,24.3,39.771403312683105
97.87,708,233.95723148999997,161,353,57051,0.001,18.773526191711426,56930,-53.53242874145508,,
94.05,712,224.33868281000002,161,354,57129,0.001,7.639952993392944,57022,-51.39962539672852,,
90.37,716,214.72736267999997,161,354,57272,0.001,17.978766918182373,57066,-52.129499435424805,,
85.9,720,203.89770778,161,355,57313,0.001,41.755411529541014,57207,-51.521271514892575,,
81.57,724,193.20238712,161,355,57356,0.001,14.846110387281938,57250,-53.60863367716471,,
76.0,728,178.52621283,161,355,57397,0.001,12.911746835708618,57290,-53.02505187988281,,
70.52,732,164.00600394,161,355,57453,0.001,21.875613649686176,57336,-52.113402684529625,,
69.71,736,161.59117767,161,358,57904,0.001,16.642417074620038,57723,-52.53076535601949,,
,,,,,58000,0.001,17.652752332126393,57808,-52.70333019522734,121.2,275.48100167512894
68.63,740,157.95567888999997,161,361,58327,0.001,18.488920864105225,58146,-52.34596997215634,,
67.02,744,152.99828688000002,161,363,58814,0.001,14.046399501062208,58558,-52.48200010484265,,
,,,,,59000,0.001,16.394039303267082,58865,-52.49673566426316,112.2,257.1320534825325
66.13,748,149.62152799999998,161,367,59351,0.001,14.684671772413017,59114,-52.25966450425445,,
65.81,752,148.55734850000002,161,370,59973,0.001,16.251024472562573,59742,-52.361969863312154,,
,,,,,60000,0.001,14.901599149350767,59877,-52.107234613219305,140.6,359.91698400378226
66.17,756,149.35479444,161,374,60500,0.001,14.813110618755735,60236,-52.84768933263318,,
,,,,,61000,0.001,16.87989862097634,60894,-52.65329954359267,166.9,446.6891888797283
66.88,760,151.87792825999998,161,379,61157,,,,,,
69.51,764,159.18390632,161,382,61726,0.001,16.18586389176146,61485,-52.76974344828043,,
,,,,,62000,0.001,15.988111931756633,61781,-52.79778895060221,158.6,396.79346200823784
71.42,768,164.52971896,161,387,62345,0.001,16.16109168454536,62088,-53.18727521896362,,
72.47,772,167.34132516000003,161,390,62958,0.001,13.034395740456777,62719,-53.75069113953473,,
,,,,,63000,0.001,17.73215540972623,62862,-53.83270374933878,167.9,436.04354897737505
77.71,776,181.78003628000002,160,395,63592,0.001,13.712072083353997,63334,-54.422930002212524,,
,,,,,64000,0.001,15.920903725538425,63831,-54.25214289469891,181.8,473.0515698373318
83.91,780,198.24881918000005,160,400,64315,0.001,13.653657939552602,64012,-54.45099363222227,,
,,,,,65000,0.001,14.237292542641992,64724,-55.08362139188326,170.9,445.2942592263222
89.66,784,214.69044641,160,405,65003,,,,,,
94.52,788,229.49435505000002,160,409,65677,0.001,14.828182011842728,65392,-55.48653719160292,,
,,,,,66000,0.001,18.809818332393963,65773,-56.06426767508189,163.9,401.10480536818505
99.08,792,241.49790869,160,414,66359,0.001,16.911241226079987,66104,-55.701167595095754,,
103.55,796,253.93456638000004,160,418,66998,0.001,16.17329774540701,66738,-56.06699279592007,,
,,,,,67000,0.001,14.342182563572395,66902,-56.48239996375107,165.9,451.42978639006617
108.78,800,269.29615871999994,159,423,67673,0.001,16.64973720435888,67427,-56.680280496785926,,
,,,,,68000,0.001,15.300057417080726,67739,-56.810390331127024,167.8,460.3471200346947
113.78,804,283.90405559,159,428,68327,0.001,15.119417433057512,68089,-56.80741794630029,,
119.48,808,299.62289031999995,159,431,68999,0.001,17.568246293635596,68731,-56.68082736787342,,
,,,,,69000,0.001,16.127379833265792,68903,-56.998388024263605,174.6,470.51920478343965
125.79,812,317.42462058999996,159,437,69708,0.001,15.721519561524087,69442,-57.23348528273562,,
,,,,,70000,0.001,15.977762579917908,69780,-56.88019166673933,182.4,511.684541785717
131.17,816,333.56586836,159,442,70389,0.001,17.31900737976887,70127,-57.591860589526945,,
,,,,,71000,0.001,15.691981982186203,70849,-57.6694993671618,169.7,465.0170813679695
138.04,820,353.16429795,159,446,71117,,,,,,
144.37,824,370.44930321999993,159,450,71793,0.001,17.965601065851025,71534,-58.16744422912598,,
,,,,,72000,0.001,15.156412782724837,71868,-58.22472993717637,173.6,476.36514777541163
151.43,828,390.23028692,159,455,72540,0.001,15.784213282080257,72218,-58.07621778600356,,
,,,,,73000,0.001,16.462872034490363,72811,-59.02660652686809,169.4,460.1178111672401
158.04,832,409.17262539999996,158,461,73257,0.001,17.9572228206383,72993,-58.79943487146399,,
159.02,836,412.81232044000006,158,465,73806,0.001,19.309021132891296,73564,-59.09010608860704,,
,,,,,74000,0.001,17.11999457467816,73877,-59.45826546542616,171.1,463.95593308210374
161.95,840,422.73673183999995,158,469,74522,0.001,15.311154285707085,74248,-59.868094710616376,,
,,,,,75000,0.001,19.13349298330454,74821,-60.234807786487394,190.9,537.1476500689984
164.46,844,431.11288236000007,158,475,75260,0.001,16.17902384247891,74993,-60.62203105660372,,
165.17,848,433.3006816799999,158,478,75868,0.001,16.515518429802686,75617,-61.15611439216428,,
,,,,,76000,0.001,16.66204309055948,75889,-60.742703602231785,157.0,416.1709247112274
164.93,852,432.32956995999996,158,483,76466,0.001,14.24281807001247,76240,-60.964221865631814,,
,,,,,77000,0.001,18.036904967108438,76863,-61.33939436979072,168.7,454.7079143702984
166.18,856,436.97871889000004,158,487,77118,,,,,,
165.88,860,435.93797407,158,491,77745,0.001,18.953140367479886,77470,-61.715772572685694,,
,,,,,78000,0.001,16.225756018416686,77808,-61.90477290153503,167.0,445.72701089978216
166.67,864,438.8527242,158,495,78393,0.001,20.14788911927421,78125,-61.649089716657805,,
,,,,,79000,0.001,19.011155360522753,78788,-61.39977816317944,164.9,434.61628130078316
166.85,868,439.96184324,157,500,79030,,,,,,
167.26,872,441.58069398,158,504,79684,0.001,16.01556039467836,79463,-61.53621653920597,,
,,,,,80000,0.001,19.434314164684046,79787,-61.84884909427527,173.3,474.35634605288504
167.59,876,442.81182398,157,508,80351,0.001,17.15628034826638,80093,-61.83354070912237,,
,,,,,81000,0.001,18.004362883530263,80746,-61.79204595088959,149.2,369.07126305103304
166.94,880,441.63051887,157,513,81009,,,,,,
166.11,884,438.47025995999996,158,516,81614,0.001,19.770098547677737,81347,-62.33454693974675,,
,,,,,82000,0.001,16.32220929009574,81808,-62.14059457661193,131.5,310.0991101741791
165.15,888,434.70736363000003,157,520,82192,0.001,17.62094475530809,81963,-62.0740774575766,,
164.43,892,433.0994018200001,158,524,82802,0.001,17.63372249678364,82551,-61.311753227597194,,
,,,,,83000,0.001,17.81894194654056,82818,-62.06913423538208,145.4,354.2278319120407
164.2,896,432.26376371,157,528,83418,0.001,19.023521213208216,83154,-61.89434162954266,,
,,,,,84000,0.001,16.970655593775252,83714,-61.735660437381625,175.3,475.7564416885376
