time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/critic_loss,train/learning_rate,train/actor_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
3082,75,0,16.243347999999997,18.75,4,,,,,,
818,126,0,13.820448375,15.75,8,0.10671075501225212,0.001,-0.9480819801489512,22,,
319,242,0,26.487968750000004,20.166666666666668,12,0.02239220030605793,0.001,-1.7459727417338977,123,,
250,329,1,29.471682124999997,20.5625,16,0.04883256410671906,0.001,-2.281641873446378,212,,
229,417,1,31.328804849999994,20.85,20,0.09634845987671897,0.001,-2.641957426071167,299,,
217,489,2,25.89944433333333,20.375,24,0.11078047504027684,0.001,-2.8064476119147406,375,,
212,561,2,21.98517928571428,20.035714285714285,28,0.1159050330105755,0.001,-2.670141246583727,447,,
208,631,3,19.095599125,19.71875,32,0.13992020356304505,0.001,-2.792287677526474,517,,
203,703,3,16.833617222222223,19.52777777777778,36,0.19055719321800602,0.001,-2.76855821079678,589,,
199,774,3,15.01852835,19.35,40,0.1558448974700535,0.001,-2.625302341249254,660,,
197,845,4,13.529699909090908,19.204545454545453,44,0.15333724125391907,0.001,-2.6589536666870117,731,,
195,916,4,12.28654570833333,19.083333333333332,48,0.23932955289880434,0.001,-2.5466544363233776,802,,
192,988,5,11.228391826923074,19.0,52,0.24406425768716467,0.001,-2.48336042298211,874,,
,1000,,,,,0.13374660909175873,0.001,-2.411478863822089,892,17.9,-1.3157225608825684
183,1059,5,10.33069542857143,18.910714285714285,56,0.2576778000768493,0.001,-2.463791072368622,945,,
182,1131,6,9.54018855,18.85,60,0.29260092394219506,0.001,-2.2863096396128335,1017,,
181,1202,6,8.8552576875,18.78125,64,0.25618329337414575,0.001,-2.3284577793545194,1088,,
179,1272,7,8.264531249999997,18.705882352941178,68,0.2944917924263898,0.001,-2.1759570240974426,1159,,
179,1344,7,7.722193652777779,18.666666666666668,72,0.2805044878688123,0.001,-2.018183297581143,1230,,
177,1415,7,7.239411618421054,18.61842105263158,76,0.32717514741751885,0.001,-2.02651309967041,1302,,
177,1486,8,6.81042855,18.575,80,0.24386634015374714,0.001,-1.6203664143880208,1372,,
176,1558,8,6.416961107142858,18.547619047619047,84,0.41058057981232804,0.001,-1.8663831816779242,1444,,
175,1629,9,6.070477079545455,18.511363636363637,88,0.23137435068686804,0.001,-1.7351761791441176,1515,,
175,1700,9,5.750339293478263,18.47826086956522,92,0.32607660617898493,0.001,-1.8355284267001681,1586,,
175,1771,10,5.450939062500001,18.447916666666668,96,0.38148095327265125,0.001,-1.7553054839372635,1657,,
176,1843,10,5.1811684200000006,18.43,100,0.2996298273404439,0.001,-1.2582759592268202,1729,,
176,1995,11,7.27767952,19.2,104,0.4511240344980489,0.001,-2.4708696603775024,1874,,
,2000,,,,,0.59265465259552,0.001,-2.3690933883190155,1899,22.5,39.6349112033844
171,2093,12,8.547212359999998,19.67,108,0.7961034536361694,0.001,-3.259717812904945,1972,,
171,2185,12,8.09352548,19.43,112,1.0085361216749464,0.001,-3.9074295217340644,2066,,
170,2275,13,8.145150840000001,19.46,116,0.7902639934962447,0.001,-4.408166191794655,2157,,
171,2369,13,8.252253009999999,19.52,120,1.223827812982642,0.001,-4.841282884279887,2248,,
170,2457,14,9.85186838,19.68,124,1.470381723208861,0.001,-5.27234038439664,2339,,
170,2547,14,11.50215577,19.86,128,1.334808610379696,0.001,-5.379583716392517,2429,,
170,2668,15,13.687049620000003,20.37,132,1.5301494361073882,0.001,-6.103294460861771,2551,,
170,2818,16,16.50184139,21.15,136,1.637861879098983,0.001,-7.107500982284546,2699,,
170,2906,17,18.103618880000003,21.32,140,1.5068971446969293,0.001,-7.299962693994695,2788,,
171,2996,17,19.75469612,21.51,144,1.2254883036726998,0.001,-8.09217357635498,2874,,
,3000,,,,,1.3289316697762563,0.001,-7.845476774068979,2900,28.1,50.39410926103592
168,3088,18,21.44112493,21.72,148,1.550893444390524,0.001,-8.51026725769043,2971,,
171,3353,19,26.32252216,23.65,152,1.8361776851945453,0.001,-9.032692149281502,3170,,
171,3603,21,30.90380659,25.44,156,1.6519660262957863,0.001,-10.138544414354408,3422,,
171,3898,22,36.42754578,27.67,160,2.767624973319471,0.001,-11.566038578748703,3716,,
,4000,,,,,2.517554466237967,0.001,-12.136133903680845,3889,62.7,110.71122202277184
167,4212,25,42.37613015000001,30.1,164,2.8446628087904395,0.001,-12.801104778196754,4033,,
168,4528,26,48.41320305,32.56,168,2.4845566359059563,0.001,-14.166964331338573,4345,,
168,4867,28,54.99579238000001,35.23,172,2.938574976949807,0.001,-15.235658554803758,4684,,
,5000,,,,,3.3948791362773414,0.001,-15.782937331633134,4858,84.5,160.73660740852355
165,5195,31,61.25899338999999,37.8,176,3.6234906603550088,0.001,-16.225227269259367,5030,,
165,5533,33,67.81268163,40.47,180,3.9433432300406768,0.001,-17.02688752151117,5351,,
165,5874,35,74.45771878000001,43.16,184,3.6879261461801307,0.001,-17.95836874496105,5693,,
,6000,,,,,4.429221016604726,0.001,-18.661078755448504,5860,84.9,162.7838038921356
163,6216,38,81.08326107,45.87,188,4.711602667282367,0.001,-18.90159914710305,6034,,
163,6559,40,87.85195945000001,48.59,192,4.612062320989721,0.001,-19.947441600617907,6377,,
163,6901,42,94.52344914000001,51.3,196,5.043742349568535,0.001,-20.736382983979723,6719,,
,7000,,,,,4.09564501458201,0.001,-21.047251267866656,6892,85.1,164.55562423467637
160,7245,45,101.20555679999998,54.02,200,4.295470934538614,0.001,-21.651946749005997,7062,,
160,7582,47,104.92090199,55.87,204,4.285831936570101,0.001,-22.480674566224565,7402,,
161,7925,49,109.85275511,58.32,208,4.657680159391359,0.001,-23.11231111925702,7743,,
,8000,,,,,4.6347616314888,0.001,-23.276424496672874,7829,85.1,163.82148196697236
158,8268,52,114.84877590999999,60.83,212,5.1188614742700445,0.001,-23.94136655053427,8087,,
159,8609,53,119.74606550999997,63.34,216,4.909928326045765,0.001,-24.44264470963251,8427,,
159,8945,56,124.51574572999996,65.76,220,5.1203795827570415,0.001,-25.099858647301083,8763,,
,9000,,,,,4.8365510799164,0.001,-25.0967306092728,8849,85.1,164.26508246660234
157,9285,59,129.48606460999997,68.28,224,4.949285925820816,0.001,-25.777541848116144,9107,,
157,9626,61,134.47961272,70.79,228,6.2722561595051785,0.001,-26.458139818768167,9446,,
157,9969,63,138.97497613000002,73.01,232,6.082135294758996,0.001,-27.032048070153525,9788,,
,10000,,,,,5.388872723018422,0.001,-26.935401462373278,9873,85.1,163.72800341844558
156,10310,66,142.78325818,74.92,236,5.378855095353237,0.001,-27.222629147906638,10128,,
156,10648,68,147.69375992000002,77.42,240,5.242049611040524,0.001,-27.699580147152854,10466,,
156,10986,70,152.58994837,79.9,244,5.82656642285789,0.001,-28.1671795263523,10805,,
,11000,,,,,6.751014339222627,0.001,-28.63160399503486,10890,85.6,166.67040298581122
154,11328,73,157.58628284,82.4,248,5.867519094500431,0.001,-29.391580271166426,11147,,
155,11671,75,159.40943690999998,83.18,252,5.490828471128331,0.001,-29.600303960400957,11488,,
,12000,,,,,5.817633900922887,0.001,-30.504957062857493,11831,84.8,163.17352602481841
154,12010,77,161.40632447,84.07,256,,,,,,
154,12351,79,162.53643724000003,84.53,260,6.035083214903986,0.001,-30.563315458075945,12169,,
155,12691,81,163.24717202999997,84.79,264,5.450270868483043,0.001,-31.299480665297736,12509,,
,13000,,,,,5.068778499434976,0.001,-31.575430552164715,12851,84.8,165.33251045942308
154,13032,84,163.90439775000002,85.04,268,,,,,,
154,13374,86,164.03797296999997,85.07,272,4.328674003657173,0.001,-31.846540007480357,13192,,
154,13714,88,164.40159563,85.19,276,7.761222244711483,0.001,-32.29678499130976,13533,,
,14000,,,,,6.481768780596116,0.001,-32.88932818035747,13874,85.3,166.912162399292
154,14055,91,164.56054190999998,85.22,280,,,,,,
154,14397,93,164.62153563,85.23,284,6.153362223681282,0.001,-32.92030982084052,14216,,
154,14739,95,164.72157746000002,85.23,288,4.79278053100719,0.001,-33.408813875775,14557,,
,15000,,,,,6.678566057541791,0.001,-33.699441637311665,14899,85.1,166.10886907577515
154,15080,97,164.66370006,85.21,292,,,,,,
154,15422,99,164.72681361000002,85.21,296,6.471164108708847,0.001,-34.406369187111075,15241,,
154,15764,101,164.76161959,85.19,300,6.454294523527456,0.001,-34.61901478434718,15583,,
,16000,,,,,5.709539427313694,0.001,-34.699159001195156,15840,85.3,167.53202556967736
154,16106,104,165.01053360000003,85.24,304,5.040233738282147,0.001,-34.62197344643729,15925,,
154,16447,106,165.10531955000002,85.22,308,6.035436535165424,0.001,-35.50894846235003,16265,,
155,16790,108,165.31322235000005,85.22,312,4.50543803808301,0.001,-35.391207761542745,16608,,
,17000,,,,,8.61045546448508,0.001,-35.112762717313544,16866,85.8,169.8854560315609
154,17134,111,165.58780692,85.25,316,5.679507276591132,0.001,-35.605763662429084,16951,,
154,17476,113,165.95129784,85.31,320,7.862633197447833,0.001,-35.38776442062023,17294,,
154,17818,115,166.17271195,85.33,324,8.79257040865281,0.001,-35.67294524436773,17636,,
,18000,,,,,8.357382382071295,0.001,-36.29220368141352,17894,85.6,170.54801679253578
153,18162,117,166.37745503,85.36,328,5.4391136585279956,0.001,-36.00726788542991,17980,,
154,18503,120,166.53015393,85.34,332,6.025409858367023,0.001,-36.56319489589957,18322,,
154,18846,122,166.78003115999996,85.36,336,8.38088770938474,0.001,-36.405584290970204,18665,,
,19000,,,,,4.471646024737248,0.001,-36.5822907824849,18836,73.5,144.63061722517014
153,19145,124,166.17389759000002,84.97,340,7.6249256860919115,0.001,-36.31232089088077,18962,,
153,19446,126,165.61679472,84.6,344,5.671074080467224,0.001,-36.047827538989836,19265,,
154,19789,128,165.79331968999998,84.61,348,5.273688194363616,0.001,-37.06758011219113,19607,,
,20000,,,,,5.411775450145497,0.001,-36.759421030680336,19863,80.1,158.04851917028427
153,20125,131,165.87320254,84.54,352,6.976593154895155,0.001,-37.10924959182739,19942,,
153,20430,133,165.36450496999998,84.2,356,6.3678533825381045,0.001,-37.56120530949082,20289,,
153,20773,135,165.59658720999997,84.22,360,5.258565339931222,0.001,-36.795568954112916,20591,,
,21000,,,,,5.474204991845523,0.001,-37.246159930561866,20848,85.7,170.70407078266143
152,21116,138,165.85647095000002,84.25,364,5.137027959490931,0.001,-37.36150049608807,20934,,
152,21456,140,166.04653954000003,84.24,368,9.710231384565663,0.001,-37.42906548256098,21277,,
153,21798,142,166.21185885,84.24,372,5.89919052013131,0.001,-38.12139919192292,21616,,
,22000,,,,,5.470124939392353,0.001,-37.64625252124875,21875,86.2,172.54517412781715
152,22145,145,166.56134628,84.31,376,5.3450298007877395,0.001,-38.09495050256903,21962,,
152,22472,147,166.31117105,84.17,380,5.691914751559874,0.001,-37.34830093383789,22293,,
152,22803,149,166.15994991,84.06,384,5.24909992915828,0.001,-37.80123408247785,22625,,
,23000,,,,,5.848789586577305,0.001,-38.03583633067996,22879,86.2,171.95993473529816
152,23150,152,166.37200665999998,84.11,388,5.3586760033136125,0.001,-37.98941282792525,22966,,
152,23495,154,166.65272444000001,84.15,392,4.416625603686931,0.001,-37.91294976167901,23312,,
152,23843,156,166.87064991000003,84.21,396,4.545645611039523,0.001,-38.072528232227675,23660,,
,24000,,,,,5.886533423911693,0.001,-38.3533733279206,23833,86.3,172.97485329508783
151,24189,159,167.08631880000002,84.25,400,8.053598208860917,0.001,-38.10385643352162,24007,,
152,24536,161,167.28902114999997,84.3,404,4.046082873454039,0.001,-38.32626804085665,24353,,
152,24881,163,167.41202256999998,84.34,408,5.24620147272088,0.001,-38.160959157076746,24700,,
,25000,,,,,6.083815839098788,0.001,-38.805634845386855,24872,84.6,169.27177599072456
151,25226,166,167.48490342999995,84.36,412,5.1778383912711305,0.001,-38.226619543031205,25045,,
151,25568,168,167.57528554,84.34,416,4.828258039003395,0.001,-38.02904584931164,25387,,
152,25904,170,167.46538988,84.28,420,3.805567373948939,0.001,-38.486562063527664,25722,,
,26000,,,,,6.445227486166087,0.001,-39.05509940060702,25896,86.3,173.10704622864722
151,26250,173,167.66233203,84.32,424,7.034060361773469,0.001,-37.68966435277185,26068,,
151,26594,175,167.75448491999995,84.32,428,4.620005999886712,0.001,-38.556662005047464,26412,,
152,26940,177,167.82230538999997,84.37,432,5.067323011021282,0.001,-38.40940617406091,26757,,
,27000,,,,,5.273777567107102,0.001,-38.59411343661222,26844,86.3,172.12128536701204
151,27284,179,167.90189963,84.38,436,4.4729438992433765,0.001,-39.25611300801122,27102,,
151,27627,181,168.9312722,84.82,440,5.607032190921695,0.001,-38.60097299620163,27445,,
152,27971,183,169.89966962000003,85.25,444,4.321019896241122,0.001,-38.44920987861101,27789,,
,28000,,,,,5.38512897768686,0.001,-38.668659565060636,27875,86.2,171.41050694584845
151,28316,186,169.94810697999998,85.27,448,3.8410619538883832,0.001,-38.21433054014694,28134,,
151,28598,188,168.76706435,84.73,452,6.120516282181407,0.001,-38.52172532192496,28417,,
152,28943,190,169.63173326999996,85.13,456,5.406467344569064,0.001,-38.722810079885086,28761,,
,29000,,,,,5.787512962208238,0.001,-38.723419189453125,28847,86.4,173.1205867111683
151,29287,192,169.66219764000002,85.14,460,4.986931615097578,0.001,-38.7956322958303,29105,,
151,29632,194,169.64692251999998,85.16,464,4.803173457467278,0.001,-38.37898476179256,29451,,
151,29975,197,169.63329694000004,85.19,468,5.847377609374911,0.001,-38.820666823276255,29794,,
,30000,,,,,5.399032271609586,0.001,-39.00843266078404,29879,86.1,171.3591155230999
151,30321,200,169.63907646000004,85.23,472,4.5868828735132325,0.001,-38.63348060430482,30139,,
151,30666,202,169.58465074999995,85.21,476,4.87923866304858,0.001,-38.92256728085604,30484,,
,31000,,,,,4.236210283191725,0.001,-38.9154728734216,30829,85.5,167.4783652126789
151,31011,205,170.00030277,85.39,480,,,,,,
151,31354,207,170.24300051999998,85.51,484,4.629193573839524,0.001,-38.601634003395255,31172,,
151,31699,209,170.15180301999996,85.49,488,3.857793004013771,0.001,-38.48927378100018,31516,,
,32000,,,,,4.501506632150606,0.001,-38.727752774260765,31861,86.1,171.3090112030506
150,32043,212,170.04579635000002,85.48,492,,,,,,
151,32389,214,169.97576,85.46,496,3.998716960008117,0.001,-39.17574353651567,32206,,
151,32733,216,169.88445617999997,85.44,500,4.781253348949344,0.001,-38.80870144866233,32551,,
,33000,,,,,5.822312356427658,0.001,-38.61467884862146,32896,86.2,170.12629363536834
150,33078,219,169.84835116,85.42,504,,,,,,
151,33421,221,169.80075949000002,85.4,508,4.518012814138127,0.001,-38.686607183412065,33239,,
151,33765,223,169.77124268,85.39,512,5.520153752593107,0.001,-39.009385929551236,33583,,
,34000,,,,,5.729429942018846,0.001,-39.557384581792924,33841,85.5,170.7647963166237
150,34106,226,169.68841534,85.38,516,3.9875141936679217,0.001,-38.907920393832896,33927,,
150,34447,228,169.87274827999997,85.43,520,4.799135848170235,0.001,-39.29438908894857,34266,,
151,34789,230,169.78738069999997,85.39,524,4.057329566338483,0.001,-39.00501414707729,34607,,
,35000,,,,,3.527555069753102,0.001,-39.2806217556908,34863,85.1,169.86003431081772
150,35131,233,169.76352242000002,85.37,528,3.742560727651729,0.001,-39.38109508780546,34949,,
150,35471,235,169.78666120999998,85.31,532,5.651521548102884,0.001,-39.45688114609829,35290,,
150,35810,237,169.79511166999998,85.26,536,3.8076881506863764,0.001,-38.71327872503372,35629,,
,36000,,,,,4.564517360358011,0.001,-38.907992771693635,35882,84.9,171.5380452096462
150,36146,239,169.87553307,85.19,540,3.0047887166341147,0.001,-39.277105058942524,35966,,
150,36487,241,169.88201633,85.16,544,4.295727867026661,0.001,-38.92882963668468,36306,,
151,36825,243,169.93918336000002,85.09,548,4.008807323960697,0.001,-39.37267875671387,36645,,
,37000,,,,,6.447423546087174,0.001,-39.88085483369373,36899,85.1,173.28534628748895
150,37165,246,171.31187827000002,85.67,552,5.460141714881448,0.001,-39.92425962936046,36984,,
150,37501,248,171.17504152,85.58,556,5.159743333971778,0.001,-39.258198139279386,37320,,
151,37841,250,171.29485632999993,85.54,560,5.670766154457541,0.001,-39.21029388072879,37660,,
,38000,,,,,3.9473292605821477,0.001,-39.562748132750045,37831,84.7,172.28638443946838
150,38181,253,171.37034441000003,85.49,564,4.298794138999212,0.001,-39.562399092174715,38000,,
150,38518,255,171.43942413999997,85.43,568,5.9910233318805695,0.001,-39.85911432902018,38338,,
150,38856,257,171.54401583000003,85.35,572,4.298849955727072,0.001,-39.17582048688616,38677,,
,39000,,,,,7.557769076964434,0.001,-39.642934072585334,38845,84.4,174.01015103459358
150,39196,260,171.59617678000004,85.3,576,4.017208260648391,0.001,-39.577395212082635,39015,,
150,39535,262,171.73617851999998,85.24,580,4.271907361815957,0.001,-39.19663664352062,39354,,
150,39875,264,171.91562768,85.21,584,4.8393754440195424,0.001,-40.22112256427144,39694,,
,40000,,,,,4.610323927232197,0.001,-40.06462932768322,39863,84.5,172.3658276259899
150,40213,267,172.01237125,85.14,588,4.191548337655909,0.001,-40.02479571387882,40033,,
150,40552,269,172.16037600999996,85.09,592,4.654718787529889,0.001,-39.47817407652389,40372,,
150,40881,270,171.88959433999997,84.92,596,4.431756687164307,0.001,-39.59479673518691,40702,,
,41000,,,,,5.106088398484623,0.001,-40.19658554432004,40870,85.5,172.2368824183941
150,41198,273,171.38419090999997,84.65,600,5.642211647497283,0.001,-39.75299824608697,41027,,
150,41499,275,170.3603397,84.21,604,6.089284539222717,0.001,-40.12221760219998,41325,,
150,41775,276,168.70677926999997,83.54,608,5.168122750062209,0.001,-39.487144176776596,41630,,
,42000,,,,,5.002745276764978,0.001,-39.502342713184845,41837,86.3,172.87380743026733
150,42098,279,168.20208893999995,83.33,612,4.86745133756221,0.001,-39.55573159998114,41924,,
150,42404,280,167.35117998,82.98,616,5.9287239166155254,0.001,-39.53749630902264,42236,,
151,42708,282,166.42720086,82.61,620,3.2052388426504637,0.001,-39.76435069033974,42535,,
151,42972,284,164.61929306000002,81.83,624,5.599601009557413,0.001,-40.04367287214412,42803,,
,43000,,,,,4.282860982907962,0.001,-39.3680396208892,42876,85.6,171.43254055380822
151,43309,286,164.47978235000002,81.78,628,5.312699853619443,0.001,-40.043013156988685,43127,,
151,43611,288,163.37141711999996,81.4,632,5.7180288735558005,0.001,-40.01330838884626,43429,,
