time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/fps,train/critic_loss,train/actor_loss,train/learning_rate,train/n_updates,eval/mean_reward,eval/mean_ep_length
68,89.44511052941176,132.66176470588235,9021,51,175,,,,,,
72,106.5971493888889,137.31944444444446,9887,55,177,1.8805933349272783,-14.673224094066214,0.001,9578,,
,,,10000,,,1.8837613960107167,-15.507494354248047,0.001,9788,319.6360891805962,222.5
76,117.8877949342105,139.94736842105263,10636,60,176,1.7838161447468925,-17.39021110534668,0.001,10333,,
,,,11000,,,1.7866853921130152,-18.40386501161179,0.001,10739,300.82027211773675,222.9
80,129.52613419999997,143.6875,11495,65,176,2.308200836516498,-19.816940179031885,0.001,11120,,
,,,12000,,,2.1249260716880394,-22.05090596516927,0.001,11883,386.64368985416365,200.7
84,140.04233654761904,144.98809523809524,12179,70,172,,,,,,
88,149.7273985568182,146.85227272727272,12923,74,174,2.3806463784949723,-24.34799565110251,0.001,12663,,
,,,13000,,,2.1162841782806825,-24.702327445701318,0.001,12824,343.30845622718334,176.7
92,158.05592880434784,148.0,13616,78,173,2.0442857930765435,-26.016245505389044,0.001,13317,,
,,,14000,,,2.6701988452010683,-27.40196155971951,0.001,13840,378.87541696727277,217.5
96,163.02247268750003,149.72916666666666,14374,83,172,2.814400348618132,-27.603592681884766,0.001,14051,,
,,,15000,,,2.647840048585619,-28.26057369368417,0.001,14275,396.78721602715086,252.7
100,176.69556374,158.5,15850,93,170,2.75701925138764,-30.952899551391603,0.001,15601,,
,,,16000,,,3.0220360485712687,-31.02656918843587,0.001,15751,362.2967376857996,205.8
104,190.75776716000001,165.52,16633,98,169,2.920597317021921,-32.52167391995771,0.001,16409,,
,,,17000,,,3.1007248289504292,-33.47855155750857,0.001,16770,340.2004278730601,230.0
108,206.08079761000002,172.04,17532,103,169,3.096811890602112,-34.33376714109465,0.001,17208,,
,,,18000,,,3.0720310918523066,-35.89216922124227,0.001,17853,217.82002669582144,155.3
112,216.91999195999998,175.45,18173,107,168,3.307568552359095,-36.11065089702606,0.001,18012,,
116,230.56628537,179.57,18851,110,171,3.670317864276954,-37.14918500114889,0.001,18540,,
,,,19000,,,3.427048185523951,-37.38336678271024,0.001,18752,382.69873958746905,210.0
,,,20000,,,3.4790237206220627,-39.06296730041504,0.001,19886,432.9652132734656,236.0
120,255.31402897000004,193.54,20514,119,171,3.5094660916435183,-39.48852428037729,0.001,20154,,
,,,21000,,,3.318711529343815,-40.94858373295177,0.001,20757,352.0244708483806,220.1
124,268.128399,198.82,21310,125,169,3.372110526902335,-41.46288240634329,0.001,21002,,
,,,22000,,,3.995515436627144,-42.27294158935547,0.001,21788,330.35394931505436,201.5
128,282.70982368999995,205.24,22218,130,170,,,,,,
132,290.23301530000003,207.38,22700,133,170,4.591365706568529,-42.72556317862818,0.001,22507,,
,,,23000,,,4.696692676544189,-43.07612832387289,0.001,22759,445.96495090521637,260.1
136,299.00457252,207.08,23311,137,169,5.317873604943819,-43.527900909044725,0.001,23080,,
,,,24000,,,4.478528599481325,-44.20629827825873,0.001,23883,430.34289092402906,224.0
140,316.60754053,210.81,24201,142,169,,,,,,
,,,25000,,,4.39381489689861,-46.29406084333147,0.001,24712,468.0822200238705,236.0
144,332.30692078,213.19,25029,147,169,,,,,,
148,344.5778233899999,214.91,25820,151,170,4.555217665784499,-46.722076590544255,0.001,25463,,
,,,26000,,,4.535939636156541,-46.8888220676156,0.001,25721,398.6300979505331,296.6
,,,27000,,,4.3574480198799295,-48.218080455974,0.001,26670,518.5410498287529,255.2
152,360.15891636,217.74,27007,159,169,,,,,,
156,362.99480898999997,212.78,27957,163,170,4.3122232597449734,-48.92416164792817,0.001,27635,,
,,,28000,,,4.248069150565451,-49.64896750450134,0.001,27858,452.3676836311817,221.0
160,377.09967192,215.58,28822,169,169,4.194147078887276,-50.194927248747454,0.001,28515,,
,,,29000,,,4.12668586579653,-50.85242359454815,0.001,28723,429.7061029851437,206.5
164,384.95668980999994,219.63,29638,174,169,4.124123042821884,-51.26834823608399,0.001,29350,,
,,,30000,,,4.201986842836653,-52.17063704403964,0.001,29714,398.730520093441,216.7
168,379.65002679,214.38,30459,179,169,3.9361899626457086,-52.38414011163226,0.001,30149,,
,,,31000,,,3.8408772627512615,-53.03313282557896,0.001,30764,423.4201886415482,220.1
172,380.14070634,214.27,31314,184,169,3.7755620011261533,-53.611859457833425,0.001,30988,,
,,,32000,,,3.803646916643195,-54.93749650027774,0.001,31840,419.7485603749752,220.5
176,383.14834214,215.12,32148,190,169,,,,,,
,,,33000,,,3.963539754740104,-55.66995155264478,0.001,32688,440.62271586060524,222.9
180,386.19935337000004,215.18,33013,195,168,,,,,,
184,387.64313176,216.64,33843,200,168,3.7947925991482205,-56.909690196697525,0.001,33540,,
,,,34000,,,3.8324021346428814,-56.90541764801624,0.001,33744,375.5038967549801,206.1
188,388.4762198700001,217.01,34624,205,168,3.9622028585503863,-58.07843999067942,0.001,34340,,
,,,35000,,,3.9144391069557463,-57.88243827434501,0.001,34722,448.77943457365035,227.0
192,390.52114343,218.15,35431,211,167,3.9146441977641304,-58.17945904634437,0.001,35139,,
,,,36000,,,4.033845586126501,-58.790956323797054,0.001,35741,389.0260173738003,202.1
196,395.59373286000005,219.02,36276,217,166,3.8612683894587496,-58.97010492811016,0.001,35945,,
,,,37000,,,4.0946588595708215,-59.84092283703032,0.001,36791,471.71783796548846,239.6
200,392.10333957,212.7,37120,223,166,,,,,,
204,393.89035158,213.58,37991,227,166,4.211402648433125,-60.64774326108537,0.001,37670,,
,,,38000,,,3.9553897413047583,-60.929254720876884,0.001,37892,435.22526597976685,217.7
208,395.3229522200001,213.15,38847,233,166,4.071526846885681,-61.24977027893066,0.001,38528,,
,,,39000,,,4.249159175699408,-61.65709720958363,0.001,38748,450.7479620039463,218.0
212,402.84224301999996,215.44,39717,238,166,4.151925647580946,-62.04710749033335,0.001,39389,,
,,,40000,,,3.99529954736883,-62.32914910749955,0.001,39838,459.94550003409387,223.2
216,407.44068101000005,217.3,40581,244,165,4.149536803289113,-62.757016940992706,0.001,40259,,
,,,41000,,,4.191501112187162,-63.17773616823376,0.001,40717,513.830316478014,238.4
220,403.36413021999994,210.15,41529,250,165,4.319152250329489,-63.35152567713714,0.001,41188,,
,,,42000,,,4.44457625099833,-63.29353786650158,0.001,41641,573.9597292304039,264.9
224,412.91106788,212.76,42586,257,165,4.547259915735304,-63.98724557284651,0.001,42203,,
,,,43000,,,4.545683966492707,-63.98478485203389,0.001,42805,489.6379661142826,235.7
228,420.7130442399999,213.9,43608,263,165,4.353358022544695,-64.44587417270826,0.001,43281,,
,,,44000,,,4.440851298866758,-64.70621881667216,0.001,43823,544.2532032072544,253.0
232,435.53166529999993,219.55,44655,271,164,4.569725828350715,-64.6928473963882,0.001,44331,,
,,,45000,,,4.966479412296362,-65.39732946429336,0.001,44784,655.3358550935984,315.0
236,441.28552785000005,222.3,45541,278,163,4.708808873586609,-65.88380195099174,0.001,45335,,
,,,46000,,,5.025484463853656,-65.6577350732052,0.001,45707,623.6594601750373,277.6
240,446.03262635,223.8,46581,285,163,5.006024973733084,-65.90857934170081,0.001,46209,,
,,,47000,,,4.818048579352243,-66.4219557212217,0.001,46482,1670.5822349667549,819.3
,,,48000,,,4.935736516475678,-66.89129461669921,0.001,47482,833.6117563903332,397.3
244,475.79046038000007,237.7,48799,302,161,5.677282906921817,-67.67754163580426,0.001,48343,,
,,,49000,,,6.470434347788493,-68.16649421056111,0.001,48796,526.8609792845789,263.1
248,485.71637560000005,241.58,49978,308,161,6.177577798262886,-68.42266858971637,0.001,49493,,
,,,50000,,,6.7160687681306825,-68.33513234192843,0.001,49879,1018.8513218533247,539.9
,,,51000,,,6.856866588111685,-68.42840547321224,0.001,50589,670.0534799627683,456.8
252,484.06773252000005,240.05,51012,318,159,,,,,,
,,,52000,,,6.746469080924988,-68.7651474609375,0.001,51715,600.6763973470777,313.0
256,489.79399923000005,243.83,52340,326,160,,,,,,
,,,53000,,,6.966190018896329,-69.19415768474137,0.001,52655,1087.6655552983284,498.9
260,492.49560902999997,246.61,53483,336,159,7.540307488540808,-69.09335435231527,0.001,53135,,
,,,54000,,,7.990316867828369,-68.75432205200195,0.001,53617,1065.9535396384715,877.8
,,,55000,,,7.632417141329545,-68.90487373118498,0.001,54551,1260.388566827774,497.7
264,501.35964573999996,253.74,55012,353,155,,,,,,
,,,56000,,,7.979403651409069,-68.76843264910966,0.001,55677,1262.8005176633596,553.2
,,,57000,,,8.081201298243798,-68.77119456922348,0.001,56363,1757.4994665682316,867.5
268,534.38346397,268.28,57287,371,154,,,,,,
,,,58000,,,8.34673696768602,-68.60867185553406,0.001,57675,635.8535194426775,291.9
272,551.2732057399999,275.22,58836,381,154,8.666233145234957,-68.80677869139599,0.001,58356,,
,,,59000,,,8.573299218350508,-69.0078266545346,0.001,58737,599.5021176040173,278.6
276,556.1760481499999,277.03,59851,387,154,8.864466308903049,-68.77594334146251,0.001,59519,,
,,,60000,,,8.818839785367123,-68.64531991420648,0.001,59752,602.9465381173417,313.7
280,560.20540708,278.89,60902,393,154,8.739573113352275,-69.3458243994404,0.001,60547,,
,,,61000,,,8.664751820266247,-69.10345828533173,0.001,60803,756.5079408466815,291.0
,,,62000,,,9.509632618610675,-69.3108563056359,0.001,61836,662.4180840104818,307.3
284,577.3667900199999,286.72,62515,404,154,,,,,,
,,,63000,,,8.860140762954462,-69.04258263738532,0.001,62721,418.2833416759968,212.0
288,584.1951443100002,288.72,63496,411,154,8.844422230199605,-69.0677999608657,0.001,63187,,
,,,64000,,,9.077271302541098,-69.40598220295377,0.001,63685,812.3573614239692,332.9
292,597.8682826099999,292.27,64658,420,153,8.897588802708519,-69.25343500243292,0.001,64280,,
,,,65000,,,9.422938022613526,-69.59588761456244,0.001,64784,791.0448018729687,309.2
296,612.66684469,295.7,65846,428,153,9.401643959681193,-69.2530741373698,0.001,65405,,
,,,66000,,,9.725381474745902,-69.83589935302734,0.001,65747,695.9834903001786,256.6
300,619.54214631,297.15,66835,435,153,10.330782371159842,-69.32344620648553,0.001,66390,,
,,,67000,,,10.074369830203194,-69.22914718892532,0.001,66736,762.1172910749913,294.9
,,,68000,,,9.787868218592914,-68.67368786621094,0.001,67691,1823.5857109546662,803.4
304,645.8139610500001,306.69,68660,452,151,,,,,,
,,,69000,,,9.88046577661887,-69.16857744414231,0.001,68561,1064.449562484026,452.8
,,,70000,,,9.70307800300333,-69.36913547959439,0.001,69349,573.4630736783147,395.9
308,667.6718031200002,317.22,70569,467,151,10.092437428236007,-69.08604634602865,0.001,69949,,
,,,71000,,,9.867387896993568,-68.9511911384904,0.001,70470,1042.5215733901132,505.3
312,674.66913919,322.25,71942,476,151,9.796233829942722,-68.72046542477298,0.001,71475,,
,,,72000,,,9.876319692186687,-68.54824878858483,0.001,71843,957.857310768962,399.1
,,,73000,,,10.170081299928883,-68.2270056091913,0.001,72472,847.2405873499811,399.7
316,689.35459324,327.65,73346,487,150,10.192370140874708,-68.36811775344987,0.001,72916,,
,,,74000,,,9.62233075490531,-68.16046703292663,0.001,73578,872.1363187611103,368.1
,,,75000,,,9.775338222731405,-68.0757364586218,0.001,74522,792.2108294039965,393.8
320,706.57654094,334.75,75004,498,150,,,,,,
,,,76000,,,9.932065828083214,-67.85622941174553,0.001,75627,1114.033439016342,503.6
324,726.58121566,343.03,76889,508,151,9.720511542688502,-67.86126425714777,0.001,76233,,
,,,77000,,,9.952537624797444,-67.46544514591122,0.001,76790,1008.515505194664,425.5
,,,78000,,,10.177727022135567,-67.12872048837167,0.001,77836,803.6934286050498,456.5
328,729.3620504299998,346.22,78230,519,150,,,,,,
,,,79000,,,10.152789496636206,-67.3115902094878,0.001,78647,1180.9065699324478,600.6
332,733.64264612,352.48,79903,530,150,9.779593053490224,-66.89528334525323,0.001,79524,,
,,,80000,,,9.983343013695308,-66.83930173601424,0.001,79804,823.3403889507056,416.7
,,,81000,,,9.887871778772233,-66.23748708175401,0.001,80758,434.6518786839209,288.6
336,738.1729309400002,355.81,81122,539,150,,,,,,
,,,82000,,,10.00492491564908,-66.26337805977703,0.001,81780,912.9414551047142,478.4
340,733.7835478899999,357.52,82333,546,150,,,,,,
,,,83000,,,9.829601196461853,-65.85690646404987,0.001,82799,700.4514562560478,396.9
344,700.7060949199999,347.04,83503,554,150,10.430665515125662,-65.63231579554564,0.001,83144,,
,,,84000,,,9.99607746050908,-65.756709084144,0.001,83404,594.9077877555043,329.5
,,,85000,,,9.631597203769903,-66.01316769187021,0.001,84678,601.0170177652501,330.9
348,721.02534764,359.52,85930,567,151,9.724252502003464,-65.78833556391321,0.001,85340,,
,,,86000,,,9.692945570178527,-65.77425312898598,0.001,85831,405.4364067239687,350.2
,,,87000,,,9.341202866378708,-64.99838778051999,0.001,86296,945.6940484682855,665.1
352,726.7515411400001,364.62,87474,580,150,9.333137949705124,-65.29664878845215,0.001,87096,,
,,,88000,,,8.92414727807045,-65.11852517880891,0.001,87679,679.8997973531575,392.9
,,,89000,,,9.359933063901703,-65.32540211001576,0.001,88768,1059.4642780067866,606.5
356,738.9862732099999,372.04,89544,593,150,,,,,,
,,,90000,,,9.276808531496537,-65.82430660850123,0.001,89821,505.9099260678646,365.5
360,734.4949306999999,372.72,90755,601,150,9.241772333780924,-65.88488006591797,0.001,90079,,
,,,91000,,,9.045291858483415,-65.36983222961426,0.001,90837,323.24987899024853,248.1
,,,92000,,,8.923349008264966,-65.84893082158585,0.001,91787,350.75003782454877,297.9
364,732.8302769599998,371.33,92145,612,150,,,,,,
,,,93000,,,9.352633141787454,-66.01746065622832,0.001,92813,350.9283633529558,302.5
,,,94000,,,9.437629775031583,-65.83947311652885,0.001,93766,828.3253742378205,384.4
368,716.4042164999998,369.65,94252,625,150,,,,,,
,,,95000,,,9.108783116045686,-65.86843299865723,0.001,94541,928.4363502445864,513.4
,,,96000,,,9.835136271730255,-66.41111721569979,0.001,95691,920.5079432547093,362.2
372,727.23485964,372.8,96116,638,150,,,,,,
,,,97000,,,9.515613773752591,-66.4368234361921,0.001,96831,155.64786703545832,146.7
376,721.9750061999999,372.33,97084,643,150,,,,,,
,,,98000,,,9.534598706604598,-66.04581372149579,0.001,96985,1132.0867961466313,519.3
,,,99000,,,9.835931444421728,-66.85912791718827,0.001,98294,1179.9995991379024,545.9
380,755.4050288899999,386.93,99595,661,150,9.749238581951063,-66.91386096987907,0.001,98976,,
,,,100000,,,9.527391275641037,-66.50461546929328,0.001,99861,876.3875517129898,363.4
,,,101000,,,9.761895222347821,-67.24492722439628,0.001,100589,1038.7939789116383,443.3
384,759.9033593000001,386.47,101162,677,149,,,,,,
,,,102000,,,9.792092667850154,-67.10884575016243,0.001,101546,1039.528054177761,435.3
388,780.2892108100001,393.6,102856,687,149,10.028526462440109,-67.01031028747559,0.001,102282,,
,,,103000,,,10.044747125725998,-67.4876180077404,0.001,102757,788.3181275010108,361.8
,,,104000,,,10.054468158742377,-67.41546683897947,0.001,103130,1088.7603822562749,705.1
,,,105000,,,10.119056900462356,-66.98135251884001,0.001,104422,1199.3459106101188,590.2
392,799.8750888999999,405.97,105255,705,149,,,,,,
,,,106000,,,10.403690305401973,-67.57699040409358,0.001,105695,1353.0778069138528,654.8
,,,107000,,,10.817444487373427,-67.53948340085473,0.001,106200,865.6877522371709,506.4
396,808.33985103,412.37,107083,718,148,,,,,,
,,,108000,,,10.121646086780393,-67.65678396030349,0.001,107376,1215.8657985925674,527.8
400,827.48401249,420.52,108887,730,149,10.72469583942835,-67.39531754955803,0.001,108331,,
,,,109000,,,10.427035337986519,-67.16099061924297,0.001,108788,1294.5022736489773,574.5
,,,110000,,,10.488280583401115,-67.11365342432138,0.001,109827,1387.557509112358,689.9
,,,111000,,,10.764081648826599,-67.18842139434814,0.001,110827,996.2084496498107,445.0
404,837.6400114400001,427.19,111379,749,148,,,,,,
,,,112000,,,10.999377506052552,-67.1696529765374,0.001,111786,1048.3424043774605,458.7
,,,113000,,,10.488656966087447,-66.7814767036909,0.001,112753,1005.0981997169554,617.9
408,842.6360401699999,426.57,113226,763,148,,,,,,
,,,114000,,,10.354672778736461,-66.60193789069028,0.001,113127,1347.8188012897967,664.8
,,,115000,,,11.132110433820763,-66.44006374025125,0.001,114526,942.0532642424107,390.3
412,880.2472048700001,440.32,115974,778,148,10.726921166236673,-66.95008805437786,0.001,114937,,
,,,116000,,,11.006375802351213,-66.66622478265498,0.001,115875,1608.4505988538265,774.1
,,,117000,,,10.771472621401516,-66.6257062789497,0.001,116837,879.4492618083954,423.8
,,,118000,,,10.62974110364914,-66.3453621826172,0.001,117837,1002.7218000710011,465.6
416,891.84507266,449.42,118288,800,147,,,,,,
,,,119000,,,10.639824435774203,-65.87571439489854,0.001,118641,1198.138921302557,519.9
,,,120000,,,10.461769766131379,-66.11692976159803,0.001,119891,1018.8240847885609,514.5
420,901.0662246899999,454.19,120423,816,147,,,,,,
,,,121000,,,10.283351076667909,-66.15060644545314,0.001,120324,1088.6803521096706,523.8
,,,122000,,,10.343697925273524,-65.4056018639474,0.001,121414,1256.5199446856975,656.6
,,,123000,,,10.229410101890563,-65.50930300140381,0.001,122414,1157.3264463782311,528.9
424,906.91246814,461.31,123020,841,146,,,,,,
,,,124000,,,10.523229891913278,-64.98677597045898,0.001,123766,1352.6187426924705,627.1
428,919.0896766099997,464.21,124651,852,146,10.212274825934207,-65.37417105238447,0.001,124261,,
,,,125000,,,10.110202250202088,-65.2723729120542,0.001,124552,1101.5256157577037,506.2
,,,126000,,,9.971722449520394,-65.30159776638716,0.001,125630,840.2765435576439,435.5
432,920.4753804000002,461.13,126016,862,146,,,,,,
,,,127000,,,9.771791580918205,-64.88092343196033,0.001,126783,784.3272781133652,384.8
,,,128000,,,10.236358023859973,-64.73934110395747,0.001,127650,1554.0053931593895,943.1
436,944.7443792500001,474.49,128571,881,145,,,,,,
,,,129000,,,10.084863633134939,-64.65789338271983,0.001,128472,919.6278971612453,480.8
,,,130000,,,9.761448654789156,-64.79679441452026,0.001,129273,817.4894629478455,440.5
440,972.4717120199998,485.01,130834,898,145,9.319019662922827,-64.72624148303316,0.001,130272,,
,,,131000,,,9.500844880262667,-64.98963460880957,0.001,130735,609.1204514861107,288.1
,,,132000,,,9.83903616872327,-64.88377865082627,0.001,131834,684.9374766767025,310.1
444,988.8419044300003,487.58,132261,909,145,,,,,,
,,,133000,,,9.796359738995951,-64.60449694712227,0.001,132896,737.9102363182232,403.9
448,964.8225674600002,473.63,133293,917,145,,,,,,
,,,134000,,,10.004628355398118,-64.7606824239095,0.001,133792,719.2077034711838,334.7
452,960.01035123,469.54,134428,924,145,10.319882491603494,-64.33419308066368,0.001,134048,,
,,,135000,,,9.991808621699994,-64.53455003591684,0.001,134589,589.6279294490814,302.3
456,947.03322743,462.31,135775,932,145,10.213265199410287,-64.11491032650596,0.001,135423,,
,,,136000,,,9.872463999058418,-64.67909550103616,0.001,135676,740.7011355281575,393.3
,,,137000,,,10.188723510527707,-64.51156637745518,0.001,136673,506.90253085494044,246.8
460,954.9062098600002,462.54,137009,941,145,,,,,,
464,948.6477017400002,457.32,137877,946,145,9.97858332996526,-64.39555358886719,0.001,137620,,
,,,138000,,,10.086325373830675,-64.09464983396893,0.001,137778,606.1494065523148,344.2
,,,139000,,,10.486195161819458,-64.30409634399415,0.001,138892,571.4249282836914,292.3
468,942.8114227699999,449.96,139248,956,145,,,,,,
,,,140000,,,10.116094653550968,-64.40856259782737,0.001,139629,728.7696279108525,336.0
472,920.5380083000001,442.0,140316,963,145,10.144269932674456,-63.74549199357818,0.001,139945,,
,,,141000,,,10.160112235997174,-63.57546698080527,0.001,140842,792.5933311879635,413.2
476,931.78747637,445.58,141642,972,145,10.429688667502639,-63.818443058852125,0.001,141288,,
,,,142000,,,10.303927401133945,-63.61605135236468,0.001,141893,620.4884893238544,297.6
480,901.3760915500002,432.29,142824,979,145,10.975080457600681,-63.291117668151855,0.001,142448,,
,,,143000,,,10.821553863773277,-63.34216858684153,0.001,142725,745.3572029709816,356.2
,,,144000,,,10.487310740682814,-63.59300627531829,0.001,143882,551.0339029312133,257.2
484,894.5061985200002,430.71,144233,991,145,,,,,,
,,,145000,,,10.98650592894066,-63.35875864104023,0.001,144657,570.2092877089977,262.7
488,874.3659003600001,423.96,145252,997,145,11.145211583003402,-63.60099083185196,0.001,144913,,
,,,146000,,,11.570245360334715,-63.37704658508301,0.001,145882,529.125628143549,251.2
492,845.77999956,409.6,146215,1003,145,,,,,,
,,,147000,,,10.715904416208682,-63.19895580125892,0.001,146346,712.5610387569992,504.0
496,833.30582446,404.71,147554,1012,145,10.966094404459,-62.86415061354637,0.001,147191,,
,,,148000,,,11.38108925838547,-63.087724975585935,0.001,147704,585.3913266956806,258.4
,,,149000,,,11.243298241918572,-63.01818393386957,0.001,148718,708.5335424165008,354.7
500,820.3427980699998,402.09,149096,1023,145,,,,,,
,,,150000,,,11.131447222640592,-62.941304042015545,0.001,149887,591.8828668892384,261.6
504,796.509438,391.17,150496,1031,145,11.25811186246574,-62.70657053589821,0.001,150143,,
,,,151000,,,11.456479564413325,-63.326895200289215,0.001,150683,822.4219979822635,412.4
508,783.2422669,387.72,151998,1041,145,11.219166988398841,-63.00819214076212,0.001,151573,,
,,,152000,,,11.373982138428952,-62.77228312112071,0.001,151899,600.4020965397358,270.6
,,,153000,,,11.17648657620382,-63.100435874444976,0.001,152707,590.1512893736362,270.7
512,745.1293570599998,371.05,153079,1050,145,,,,,,
,,,154000,,,10.970583597225929,-63.02462321608814,0.001,153777,546.4017911367118,260.2
516,724.74040522,358.68,154156,1057,145,,,,,,
,,,155000,,,10.527739639875954,-62.5612855553627,0.001,154845,571.242492055893,269.3
520,701.21782666,347.92,155215,1065,145,,,,,,
,,,156000,,,10.894905092224242,-62.95622223142593,0.001,155825,535.8375980436801,250.0
524,673.9498391999998,331.63,156183,1071,145,,,,,,
,,,157000,,,11.224824614641143,-63.20844696789253,0.001,156884,598.395117008686,272.8
528,660.2230791200001,326.27,157278,1077,145,,,,,,
,,,158000,,,11.010916244371135,-62.988988664415146,0.001,157687,545.19300172925,259.7
532,654.4076734800002,322.93,158309,1083,146,10.633896235376596,-62.82177037000656,0.001,157943,,
,,,159000,,,10.590898285309473,-63.6320129831632,0.001,158852,520.6132040917873,256.9
536,634.8537246400001,309.25,159496,1089,146,10.99675772190094,-63.26757436899038,0.001,159112,,
,,,160000,,,10.791156505560648,-63.37797956646613,0.001,159714,554.1968397855759,274.5
540,610.4183383000001,298.25,160659,1096,146,10.792378853237818,-63.07933083791581,0.001,160305,,
,,,161000,,,11.056488333077267,-63.187332505446214,0.001,160821,611.8849875152112,267.1
,,,162000,,,11.268489081344326,-63.442355664107055,0.001,161350,563.1249407589436,286.2
544,609.46210545,298.58,162119,1104,146,,,,,,
,,,163000,,,11.242022068042473,-63.496975057818034,0.001,162691,553.632396119833,265.9
548,621.92386357,304.12,163705,1114,146,10.919230802791326,-63.431029133826684,0.001,163326,,
,,,164000,,,10.859527734742649,-63.65205637613932,0.001,163882,551.6766846120357,260.9
552,622.8243727000001,303.65,164793,1120,147,10.728018221280253,-63.27295011155149,0.001,164434,,
,,,165000,,,10.514932933220496,-63.34152647165152,0.001,164694,550.9099268019199,263.2
556,614.88467719,299.07,165682,1126,147,10.720958092115902,-64.2718596458435,0.001,165442,,
,,,166000,,,11.192778339151475,-64.26956076700179,0.001,165827,637.0345917761326,306.2
560,611.0090355699999,297.18,166727,1132,147,11.047642984507997,-64.18265852380972,0.001,166358,,
,,,167000,,,10.4047750673796,-63.90304391752414,0.001,166875,548.3842422246933,250.3
564,612.59494855,297.67,167644,1137,147,10.485073562528266,-64.52038561711547,0.001,167286,,
,,,168000,,,10.565244111670069,-64.40317199707032,0.001,167794,223.1398273527622,164.0
568,600.58726657,292.17,168465,1142,147,13.753314132075156,-64.24847857983082,0.001,168105,,
,,,169000,,,10.841107620695842,-64.74312118411989,0.001,168625,610.9155336603523,295.0
572,601.6625593900001,292.89,169605,1148,147,11.191092971144922,-64.5337767695749,0.001,169209,,
,,,170000,,,10.431568375621659,-64.8828116760254,0.001,169757,470.5360194325447,245.4
576,594.56293438,290.07,170649,1154,147,12.301593827529691,-64.5947892632283,0.001,170281,,
,,,171000,,,10.61603320017457,-64.80732589960098,0.001,170806,536.3429053246975,271.7
580,590.98874931,288.42,171666,1159,147,10.733778987343856,-65.17027168574296,0.001,171315,,
,,,172000,,,10.436783249936582,-65.53005356965241,0.001,171836,602.6262772321701,278.3
584,584.0004709599999,285.39,172772,1166,148,10.9907798783476,-65.19685521619073,0.001,172423,,
,,,173000,,,11.395727056503295,-65.3198518371582,0.001,172673,628.1821504890919,308.6
588,586.41648553,285.98,173850,1174,148,10.87432886614944,-65.78144816196325,0.001,173490,,
,,,174000,,,10.287815373519372,-65.60466581491323,0.001,173751,538.610253824573,266.3
592,586.59160939,286.26,174841,1180,148,10.244363129623537,-66.20377948419835,0.001,174509,,
,,,175000,,,11.056533166778957,-65.92997206989517,0.001,174742,456.3764114737511,238.2
596,578.84545978,282.41,175795,1185,148,10.028191999783592,-66.2200471484472,0.001,175446,,
