time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/fps,train/critic_loss,train/actor_loss,train/learning_rate,train/n_updates,eval/mean_reward,eval/mean_ep_length
,,,176000,,,11.695831983566285,-66.63866818237305,0.001,175696,420.56520124260567,224.0
600,570.14136632,276.85,176781,1190,148,10.849421388548679,-66.7378453290021,0.001,176433,,
,,,177000,,,10.159041414299164,-66.8209326171875,0.001,176682,595.948823517561,266.3
604,568.6609449,274.58,177954,1197,148,10.748652713195137,-67.3954183495563,0.001,177614,,
,,,178000,,,11.037510990601852,-67.58516969680787,0.001,177855,615.6048096179962,281.3
,,,179000,,,10.27694212373837,-67.74435735303302,0.001,178707,541.2619006216526,253.5
608,563.14202603,270.92,179090,1204,148,,,,,,
,,,180000,,,11.076505007782602,-68.13047154744466,0.001,179766,547.6037975609303,255.8
612,561.1790871999999,270.41,180120,1210,148,,,,,,
616,551.8969095599999,267.66,180922,1214,149,10.377182722091675,-68.13071857235296,0.001,180677,,
,,,181000,,,10.335587890180824,-67.42054320034916,0.001,180823,602.8608378171921,269.1
620,551.05527024,267.55,181970,1219,149,10.524801496505738,-68.53976266479492,0.001,181638,,
,,,182000,,,10.38506192301476,-68.66406371675689,0.001,181871,627.8765670776368,270.4
,,,183000,,,10.446937821679196,-68.82893662533517,0.001,182694,525.9726522266865,252.0
624,553.6629583399999,268.59,183042,1226,149,,,,,,
628,549.2629472899999,267.18,183996,1230,149,10.461326806917103,-69.22321578559526,0.001,183671,,
,,,184000,,,10.19894664688448,-69.45701096121189,0.001,183897,508.2431515647098,254.8
632,546.3032139999999,266.9,184999,1236,149,10.634840550804944,-69.69129084739365,0.001,184750,,
,,,185000,,,10.904513336817423,-69.69698354085287,0.001,184900,427.78882609719875,206.8
636,538.2277641599999,262.28,185724,1240,149,11.806653094429501,-69.93225421461948,0.001,185439,,
,,,186000,,,10.966901767684753,-69.83261549616435,0.001,185791,352.6203771492466,198.8
640,530.5022380800001,257.95,186454,1244,149,12.368776498215922,-69.76989163173718,0.001,186144,,
,,,187000,,,11.03997909462692,-70.50019810823787,0.001,186819,418.0204490020871,203.7
644,515.6817334899999,252.31,187350,1249,149,12.7535049601299,-69.9149091035417,0.001,187024,,
,,,188000,,,11.220796783666064,-70.15233037009168,0.001,187652,504.1338876157999,271.0
648,503.20662491999997,248.39,188544,1255,150,11.51838484577749,-70.05388829157903,0.001,188215,,
,,,189000,,,11.338399929385032,-70.36451831940681,0.001,188693,433.11115118786694,215.3
652,501.10034509,249.34,189727,1261,150,11.17759108238513,-70.71316033966687,0.001,189386,,
,,,190000,,,11.773971364517843,-70.438107041288,0.001,189628,489.96595303565266,285.3
656,506.28555795,252.28,190910,1268,150,11.467420056937398,-70.45577855192857,0.001,190540,,
,,,191000,,,12.530029870487228,-70.98599548339844,0.001,190811,598.570051535964,293.3
660,506.45750807,252.31,191958,1275,150,11.660586691472634,-71.10540582275391,0.001,191597,,
,,,192000,,,10.562188492476485,-70.5714973274988,0.001,191859,544.3592862606049,265.4
,,,193000,,,11.577789754402346,-71.00803458981397,0.001,192724,610.7141719275154,327.3
664,510.43652425999994,254.3,193074,1283,150,,,,,,
,,,194000,,,11.51017278412078,-71.25506466418713,0.001,193601,464.6289225716144,288.2
668,518.7903102600001,258.31,194296,1290,150,11.23780661351753,-71.46066311922941,0.001,193931,,
,,,195000,,,11.840877183960206,-71.2191121296216,0.001,194845,555.6362279474736,275.7
672,517.22617215,258.64,195469,1296,150,11.442138833786125,-71.55051934541162,0.001,195113,,
,,,196000,,,12.043911259695394,-71.83050355216525,0.001,195672,548.241656678915,281.5
676,518.4219176599998,258.78,196527,1303,150,11.021461502623163,-71.34029930962457,0.001,196161,,
,,,197000,,,11.761462583297337,-71.70591689129265,0.001,196852,393.8992854475975,190.7
680,514.9099436600001,257.77,197443,1308,150,13.846185215089003,-71.65785645275581,0.001,197099,,
,,,198000,,,11.690889226192493,-71.56182366151076,0.001,197887,485.41971515268085,242.3
684,509.91830929,257.26,198498,1314,151,11.71360354755014,-72.02613692587994,0.001,198074,,
,,,199000,,,12.207234294720868,-71.90235875447591,0.001,198780,455.65529337674377,245.0
688,503.89702330000006,256.74,199524,1320,151,11.412174235641686,-72.099417738481,0.001,199001,,
,,,200000,,,12.580779577369121,-71.96222212302744,0.001,199827,465.4134911298752,255.6
