rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_rew_mean,train/n_updates,train/actor_loss,train/critic_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
84.95,175,105,18528,280,162.87455544,18348,-42.406426274499225,4.410446939773338,0.001,,
84.87,175,107,18862,284,162.69029187,18681,-42.63100483542994,4.699246552083399,0.001,,
,,,19000,,,18850,-42.47885286240351,5.035912681193579,0.001,165.84221902489662,85.2
84.92,174,109,19205,288,162.95754180000003,19023,-43.20667941071267,3.252906706444053,0.001,,
84.98,175,111,19547,292,163.23825636,19366,-43.187766585239146,5.060995507240295,0.001,,
84.98,175,113,19886,296,163.35791929,19707,-43.148798476817994,4.942696800065595,0.001,,
,,,20000,,,19874,-42.78388468424479,5.365933818476541,0.001,137.23151829242707,75.6
84.93,174,115,20216,300,163.22650946,20035,-43.1249205271403,6.523403694232305,0.001,,
84.64,174,117,20530,304,162.48939052,20350,-43.91466047957137,3.9801240249260053,0.001,,
84.27,174,119,20829,308,161.68349031,20641,-43.407583713531494,4.697513996338357,0.001,,
,,,21000,,,20853,-43.370668462804844,4.396640472412109,0.001,135.6124569952488,74.9
83.63,173,121,21104,312,160.16232733,20928,-43.55725820440995,5.36777809937795,0.001,,
82.42,174,122,21322,316,157.46424364,21146,-43.1333056640625,3.856884177850217,0.001,,
80.96,174,123,21515,320,154.24844231999998,21370,-44.09897104899088,6.217243087788423,0.001,,
80.99,174,125,21858,324,154.06634983,21676,-44.45254536678917,7.581872218533566,0.001,,
,,,22000,,,21861,-43.73215698242188,5.635681235790253,0.001,95.1594761788845,55.0
79.6,174,126,22059,328,151.01794962,21916,-43.594752175467356,8.022976816784253,0.001,,
78.02,174,127,22234,332,147.62306866,22092,-44.90695730845133,9.135931946337223,0.001,,
76.54,174,128,22429,336,144.34784159,22282,-44.38364362716675,7.509708235661189,0.001,,
75.43,174,129,22656,340,141.91359172,22476,-45.3320166015625,7.76787235055651,0.001,,
,,,23000,,,22846,-45.45688529968262,7.072504309415817,0.001,140.3979077577591,77.3
75.65,173,132,23021,344,142.26454839,,,,,,
75.29,174,133,23327,348,141.28089971,23154,-45.539369240785255,7.683605994497027,0.001,,
74.96,174,135,23633,352,140.37223704999997,23459,-45.013999437030996,5.28880817394752,0.001,,
74.77,174,136,23955,356,139.96934883,23776,-45.73184458414713,6.3921654037682405,0.001,,
,,,24000,,,23859,-45.29242501607755,6.237736676112715,0.001,158.82690001130103,79.5
73.99,174,138,24221,360,138.31941724,24063,-46.20261067357556,6.489016791521492,0.001,,
73.4,174,140,24505,364,136.94070325,24346,-45.41116856419763,9.150837018910575,0.001,,
72.76,175,141,24780,368,135.51616009,24609,-46.22333583831787,10.433009262382985,0.001,,
,,,25000,,,24837,-46.380120354729726,5.382643033663432,0.001,164.47024981975557,86.6
72.46,174,143,25094,372,134.83232855999998,24915,-46.09264520498422,5.928262953574841,0.001,,
72.45,175,144,25431,376,134.61800631,25233,-46.940492678911255,7.61055573897484,0.001,,
71.28,175,146,25656,380,132.17770864000002,25479,-47.568302154541016,6.908841383953889,0.001,,
,,,26000,,,25861,-46.53692972435142,6.673033068113238,0.001,217.93207905888556,107.7
72.02,175,148,26064,384,133.99993529000002,,,,,,
73.03,175,150,26508,388,135.83598873,26299,-46.90934604406357,7.389372578822076,0.001,,
73.45,176,152,26892,392,136.46097869999997,26685,-46.934690615025964,9.649077373306925,0.001,,
,,,27000,,,26876,-46.61288471221924,10.947696048021317,0.001,181.6200325846672,87.6
73.96,175,155,27282,396,137.87317476,27072,-47.32604195089901,7.601058098615384,0.001,,
74.9,176,157,27706,400,140.42201463,27498,-47.773700567392204,8.89825913653924,0.001,,
,,,28000,,,27816,-48.3043345451355,8.789770239591599,0.001,277.9156921207905,124.9
77.1,176,160,28240,404,144.54788553999998,27937,-48.84094721476237,8.46353413644901,0.001,,
,,,29000,,,28746,-49.06974542965679,8.444377881119303,0.001,338.8442923367023,253.3
85.61,175,167,29390,408,154.31851737,29044,-49.14740443389688,8.133850726505253,0.001,,
86.66,175,170,29770,412,155.04275012,29632,-50.465987654293286,8.894637851154103,0.001,,
,,,30000,,,29874,-51.100392509909234,7.066857737653396,0.001,52.308285725861786,60.4
87.29,174,171,30051,416,154.44967366,29913,-51.07201726813065,8.912736935493273,0.001,,
88.16,175,173,30331,420,155.86840407,30156,-50.22285947799683,15.721009227293957,0.001,,
88.75,175,174,30733,424,156.66244282000002,30530,-51.725795364379884,8.555028757452964,0.001,,
,,,31000,,,30838,-51.37533989930764,8.5233965806472,0.001,226.4557030439377,102.4
90.97,175,177,31156,428,162.29401547,30943,-51.63863336122953,9.221481649080912,0.001,,
94.01,175,180,31635,432,169.86364836,31418,-52.42926633155952,8.57564624184269,0.001,,
,,,32000,,,31899,-52.80048639266217,9.543925442346712,0.001,266.5077641844749,120.9
96.84,175,183,32113,436,177.14743273000005,,,,,,
99.33,175,185,32589,440,183.64378042,32375,-53.69519437369654,10.403168614171133,0.001,,
,,,33000,,,32851,-54.83147710164388,10.572458243370056,0.001,264.21610195040705,120.7
100.48,175,188,33069,444,187.18699763999996,,,,,,
102.21,175,191,33548,448,192.12415986,33330,-55.676204999287926,9.05539107923748,0.001,,
,,,34000,,,33809,-55.99867717555312,8.990824829272139,0.001,266.0279398202896,121.4
103.92,175,194,34025,452,197.00113010999996,,,,,,
105.58,175,196,34513,456,201.43552271999997,34292,-57.28306191762288,8.594277252753576,0.001,,
107.74,175,198,34995,460,206.95492123,34780,-57.49379907805344,10.446921512998383,0.001,,
,,,35000,,,34899,-57.20541524078887,7.647026239323015,0.001,260.495542794466,120.1
109.7,175,202,35475,464,212.07074841000002,35254,-58.21683819011106,8.580919512316711,0.001,,
111.7,175,204,35950,468,217.36649511,35743,-58.7286491394043,6.8608583404171855,0.001,,
,,,36000,,,35854,-58.96280445371355,8.390420342350865,0.001,260.9353338897228,120.1
113.39,175,207,36433,472,221.98084939000003,36222,-59.62966524968382,9.635209902388151,0.001,,
114.93,175,209,36924,476,226.25042577,36706,-60.468396046122564,7.121403223178426,0.001,,
,,,37000,,,36828,-60.015902972612224,8.098704298011592,0.001,259.49244456887243,119.5
117.54,175,212,37410,480,232.63512482999994,37197,-60.69622901178175,8.776464563369752,0.001,,
118.22,175,215,37886,484,233.70628328999996,37665,-61.75633890875454,11.74523190759186,0.001,,
,,,38000,,,37790,-62.00575098915706,8.453400398254395,0.001,262.7949079036713,121.1
118.68,175,218,38376,488,235.76151392,38161,-62.26024651527405,8.138593189476072,0.001,,
119.56,175,221,38848,492,238.71460715000003,38634,-62.72042853145276,8.371536617605095,0.001,,
,,,39000,,,38874,-63.15437110525663,8.055017162541874,0.001,260.4301936030388,120.0
120.38,175,224,39320,496,240.95946634999993,39105,-62.603596202114176,9.446756541210672,0.001,,
120.93,175,226,39799,500,242.50576378999997,39585,-63.07407722473145,9.388426125049591,0.001,,
,,,40000,,,39824,-63.97081018666752,8.369087556176934,0.001,257.98591220974924,120.0
120.41,175,230,40281,504,242.95191379,40068,-64.8099022547404,10.103740257024764,0.001,,
113.72,175,232,40762,508,237.92362758999997,40543,-66.06205911151433,9.965057791782026,0.001,,
,,,41000,,,40789,-66.95165577872855,10.299156390554536,0.001,257.41092045903207,119.6
114.76,174,235,41246,512,242.61951172000002,41032,-66.11902843537878,8.881614989921696,0.001,,
116.77,174,238,41728,516,249.79491001999997,41512,-67.825270652771,8.958784920828682,0.001,,
,,,42000,,,41866,-68.8487087775921,11.27562459378407,0.001,256.12159659862516,118.9
118.69,174,241,42200,520,255.32223846999997,41982,-67.84642430009514,8.543304172055475,0.001,,
119.55,174,244,42688,524,258.70635896999994,42474,-69.20230988324698,9.424133947340108,0.001,,
,,,43000,,,42839,-70.72447690656108,11.847454519041124,0.001,260.6430205106735,120.7
120.31,173,248,43187,528,260.32000368999996,42965,-70.93540361192491,8.184785184406099,0.001,,
120.4,174,250,43675,532,260.25711252,43463,-71.58986176037398,12.28494050072842,0.001,,
,,,44000,,,43823,-72.6525628762167,10.842175264668658,0.001,258.9837503194809,120.5
120.56,173,254,44169,536,260.23687619,43944,-72.30573372762711,13.028377645271869,0.001,,
120.57,174,256,44646,540,260.0475171599999,44427,-73.34985217713474,8.99315274487371,0.001,,
,,,45000,,,44793,-73.48583775181925,11.26661770439148,0.001,260.4925578534603,120.6
120.58,173,259,45127,544,259.92821791,44913,-74.18265495300292,10.370748607317607,0.001,,
120.7,173,262,45618,548,259.97770419,45402,-74.21556854248047,6.971950383225749,0.001,,
,,,46000,,,45883,-74.69408403593918,10.092068095492502,0.001,261.82061005830764,121.5
120.85,173,265,46110,552,260.11410198,,,,,,
120.8,173,268,46593,556,259.96524062000003,46374,-75.87301534016927,9.594469132543612,0.001,,
,,,47000,,,46862,-76.50335988690776,13.607975907864109,0.001,260.01491503715516,119.8
120.85,173,271,47080,560,260.04674619,,,,,,
120.83,173,273,47558,564,260.09209135,47345,-76.2782435013076,8.982990186093216,0.001,,
,,,48000,,,47824,-76.6086033236596,13.796321747764464,0.001,268.83276520371436,121.4
120.88,173,277,48038,568,260.33265387,,,,,,
120.82,173,279,48515,572,260.34836165,48298,-76.4823841226512,7.59977551780898,0.001,,
,,,49000,,,48790,-78.24097721160405,8.583298450424557,0.001,269.6978079319,122.2
120.84,173,282,49008,576,260.62377543,,,,,,
120.7,173,285,49480,580,260.55051848,49264,-77.9739426729972,11.613010511063694,0.001,,
120.71,173,287,49957,584,261.82310101999997,49740,-78.65224644175747,12.010312795639038,0.001,,
,,,50000,,,49861,-78.6239522298177,9.637930190267642,0.001,264.6861995637417,119.9
120.61,173,290,50437,588,261.75051786,50218,-79.84809437736136,11.20791199384642,0.001,,
120.67,174,292,50915,592,261.92480457,50700,-80.26189681230966,11.90968237286907,0.001,,
,,,51000,,,50819,-80.71500642420882,8.38662442840448,0.001,258.3457447886467,117.4
120.61,173,295,51381,596,261.88893279,51172,-80.8022307098889,11.639608473817178,0.001,,
120.52,174,297,51851,600,261.84365891000004,51634,-81.79130249023437,11.704614673058192,0.001,,
,,,52000,,,51874,-82.50364481608072,9.607815788573578,0.001,265.7055238068104,120.9
120.63,174,300,52344,604,262.25594163,52120,-81.34085583295979,11.40527171580518,0.001,,
120.58,174,302,52820,608,262.48048479,52603,-82.4167049407959,12.13655753135681,0.001,,
,,,53000,,,52847,-82.15324639492347,8.094398983125764,0.001,274.5399428367615,122.6
120.62,174,305,53308,612,262.92085755,53092,-82.56042105252625,11.322728203945472,0.001,,
120.64,174,308,53792,616,263.22659545,53581,-82.83849753102949,15.519127347946167,0.001,,
,,,54000,,,53820,-83.19991634738061,6.794292494173972,0.001,275.8820176780224,124.3
120.92,174,311,54292,620,264.00849388,54070,-83.41837839926443,11.854737589436192,0.001,,
120.97,174,313,54785,624,264.54108489000004,54568,-83.74132044865534,10.042158396669137,0.001,,
,,,55000,,,54813,-82.94749192268618,8.89650220447971,0.001,274.10871839523315,120.5
120.8,174,317,55267,628,264.79165889,55052,-83.99158609324488,11.695945373896894,0.001,,
120.88,174,319,55763,632,265.36461519000005,55545,-84.12804206969246,11.287060260772705,0.001,,
,,,56000,,,55783,-83.59108852518015,7.99754030745605,0.001,274.3000960469246,121.5
120.75,174,322,56244,636,265.66140575,56026,-85.28128903706869,12.87995548248291,0.001,,
120.89,174,325,56735,640,266.46736134,56517,-84.92917820664702,11.124866399608674,0.001,,
,,,57000,,,56892,-84.92161047458649,8.576094905222496,0.001,277.27258202433586,122.7
121.1,174,328,57237,644,267.35989363000004,57017,-85.35773443406627,7.22034963798523,0.001,,
121.08,174,331,57726,648,267.76472021999996,57509,-85.40662334811303,13.909809396743775,0.001,,
,,,58000,,,57876,-85.023927257907,10.140879531060495,0.001,277.3764986813068,122.2
121.08,174,334,58218,652,268.34314888,57999,-85.3778576460041,9.8043248285123,0.001,,
121.3,174,336,58723,656,269.35332703999995,58500,-85.39389884471893,7.83923477679491,0.001,,
,,,59000,,,58875,-85.86331576988346,9.070694587269767,0.001,258.05579990744593,112.2
121.24,173,340,59204,660,269.72055939,58985,-86.01246532093396,10.831083713878284,0.001,,
121.17,174,342,59675,664,269.88408002,59463,-86.38014283727426,10.00506812040923,0.001,,
,,,60000,,,59825,-86.24144732567572,8.946593593205176,0.001,267.0335996985435,119.4
121.32,174,345,60170,668,270.29053756,59947,-86.94113259237321,14.712290716952966,0.001,,
121.47,174,348,60662,672,270.74596483,60449,-86.58806309555516,9.340242712121261,0.001,,
,,,61000,,,60805,-86.97249102983318,11.990103025746539,0.001,273.2342883527279,120.7
121.36,174,351,61144,676,270.67601598,60923,-87.82147139209812,6.708447228043767,0.001,,
121.53,174,353,61633,680,271.17852244,61414,-88.56533288955688,8.665022118017077,0.001,,
,,,62000,,,61780,-87.82748878608315,11.748723076958942,0.001,274.7625293016434,122.1
121.71,173,357,62128,684,271.7637043799999,61908,-88.27522003650665,6.181310836225748,0.001,,
121.7,174,359,62607,688,272.18100291,62395,-88.30517183501145,10.172337824462826,0.001,,
,,,63000,,,62855,-88.45166615077427,10.705557697642165,0.001,259.65914579629896,113.8
121.47,173,362,63062,692,272.14754857,,,,,,
121.29,174,364,63510,696,272.20220821000004,63304,-88.40866813013109,10.03171852887687,0.001,,
121.05,174,366,63956,700,272.10456851,63748,-87.93812492915562,11.157192644772229,0.001,,
,,,64000,,,63860,-88.4050737108503,11.906478485890798,0.001,257.7108094215393,113.0
120.6,174,369,64404,704,271.49044219999996,64196,-89.38558290715804,9.276043900272303,0.001,,
120.48,174,371,64868,708,271.40818,64656,-88.90549074370286,7.483944648245107,0.001,,
,,,65000,,,64889,-89.38119769918508,10.182667406196268,0.001,273.6901020765305,122.2
120.41,174,374,65349,712,271.36890253000007,65137,-88.72118835449218,12.55116853515307,0.001,,
120.28,174,376,65820,716,271.26541080000004,65603,-89.13710008818528,8.631960160711891,0.001,,
,,,66000,,,65829,-89.77663069504958,7.5243745622180755,0.001,260.2447408378124,117.0
119.91,174,379,66283,720,270.59564183,66068,-89.72559694383965,11.067453295731347,0.001,,
119.93,174,381,66778,724,270.49544026,66553,-89.42504156789472,9.795522992134094,0.001,,
,,,67000,,,66809,-90.07544453938802,12.587183284008598,0.001,274.5368632853031,123.6
120.15,174,385,67282,728,270.72842632,67062,-90.64742572490985,5.890835460332724,0.001,,
120.0,174,388,67763,732,270.46118456,67544,-90.70716444112487,9.461907584788436,0.001,,
,,,68000,,,67793,-90.45331706697979,8.092579255974481,0.001,275.86928941607476,124.2
120.08,174,391,68252,736,270.43079315,68035,-91.11527188618977,10.263729012012481,0.001,,
120.01,174,394,68736,740,270.09174667,68521,-91.22204477278913,12.237814478209762,0.001,,
,,,69000,,,68877,-91.06949124093784,8.50590500711393,0.001,278.72011706233025,123.9
119.8,174,397,69217,744,269.66071561999996,68997,-91.25374132792155,11.115796341498692,0.001,,
119.95,174,400,69721,748,269.99821564,69500,-92.24691891670227,10.96220763027668,0.001,,
,,,70000,,,69873,-91.70122390496927,8.496187991243067,0.001,277.20752037763594,123.4
119.92,173,403,70210,752,269.79515862000005,69993,-91.02040723164876,10.248495684067409,0.001,,
119.72,174,406,70695,756,269.31062403000004,70473,-91.74901804430732,7.416961511661267,0.001,,
,,,71000,,,70852,-91.17020828004867,12.066967152413868,0.001,272.7246860384941,122.7
119.95,173,409,71199,760,269.51043227,70977,-92.01012051490045,6.433346954345703,0.001,,
120.12,173,412,71687,764,269.76374771999997,71473,-92.024977684021,8.593206400983036,0.001,,
,,,72000,,,71831,-92.51541486837097,7.399281585917754,0.001,275.8782739520073,122.7
120.05,173,416,72175,768,269.69869604999997,71955,-91.9314203569966,7.551200812862765,0.001,,
119.98,173,418,72660,772,269.45289031,72447,-92.11934806560647,11.47516205168178,0.001,,
,,,73000,,,72810,-92.5893544514974,11.518359491805068,0.001,275.62764410972596,123.6
120.13,173,421,73157,776,269.69329478,72938,-91.54729449748993,9.74570367205888,0.001,,
120.28,173,424,73661,780,269.93574041,73438,-91.87630253453409,6.4757249884067045,0.001,,
,,,74000,,,73800,-91.8697333017985,11.192212454411163,0.001,273.52235718369485,122.7
120.21,173,427,74149,784,269.72693391,73925,-91.81433536160377,8.498019638061523,0.001,,
120.26,173,429,74633,788,269.65242021,74414,-92.04988327026368,12.560791227997852,0.001,,
,,,75000,,,74900,-93.57584686279297,6.268547339599674,0.001,274.87334762215613,122.9
120.55,173,433,75117,792,270.14757698,,,,,,
120.95,173,435,75605,796,270.77876853,75386,-92.83682924906412,6.790450277448702,0.001,,
,,,76000,,,75881,-92.95956470120338,7.592719425116816,0.001,272.065799343586,122.7
121.4,173,438,76096,800,271.5000133699999,,,,,,
121.86,173,441,76590,804,272.35337747,76373,-92.91960931593373,8.807062645112314,0.001,,
,,,77000,,,76860,-93.6296649509006,9.00235884057151,0.001,274.85478299856186,124.4
122.14,173,444,77082,808,272.79655296000004,,,,,,
122.3,173,447,77579,812,273.07840310999995,77359,-92.58645297634986,7.462399371208683,0.001,,
,,,78000,,,77855,-93.8608744221349,9.129201830394807,0.001,288.70371119976045,129.3
122.58,173,450,78078,816,273.73813160000003,,,,,,
122.95,173,452,78578,820,274.70900831,78357,-93.17073674355784,6.692720886230469,0.001,,
,,,79000,,,78856,-92.17555662061348,9.949640333159897,0.001,280.26532514691354,124.3
123.02,173,455,79080,824,275.04338396,,,,,,
123.03,173,458,79585,828,275.11944119000003,79363,-93.48882148379371,10.242501436717927,0.001,,
,,,80000,,,79866,-93.41239536169803,9.2797181224095,0.001,281.6993263363838,126.7
123.23,173,461,80086,832,275.55210596999996,,,,,,
123.31,173,464,80583,836,275.84138948,80365,-93.44333898825724,8.222801653088116,0.001,,
,,,81000,,,80866,-93.70610832100483,5.463083347277855,0.001,284.16249213814734,126.2
123.55,173,467,81091,840,276.41748039,,,,,,
123.81,173,469,81598,844,277.02655906999996,81376,-93.47389281742157,7.587326756545475,0.001,,
,,,82000,,,81876,-93.64716003880356,9.597076480135772,0.001,293.70882056355475,127.7
123.85,173,472,82106,848,277.30259541,,,,,,
124.09,173,475,82619,852,278.06756994,82395,-94.10658009847005,9.654272659430427,0.001,,
,,,83000,,,82896,-93.1624634035172,11.089025889673541,0.001,284.9406525015831,126.2
124.25,173,478,83120,856,278.50535108,,,,,,
124.21,173,480,83620,860,278.73223864999994,83397,-93.43741946750217,8.103854464160072,0.001,,
,,,84000,,,83896,-93.46406641314107,7.0256214901324245,0.001,290.5825560092926,126.2
124.35,173,483,84122,864,279.33111701999997,,,,,,
124.42,174,486,84617,868,279.73610413,84398,-94.14471968393477,9.473387479782104,0.001,,
,,,85000,,,84896,-93.87086991340884,9.42398660317544,0.001,292.7770741939545,127.5
124.56,173,489,85116,872,280.32536984999996,,,,,,
124.77,174,491,85634,876,281.01951555000005,85407,-93.2605413198471,9.704147885553539,0.001,,
,,,86000,,,85798,-94.21263062953949,8.971692400984466,0.001,283.6590730667114,125.5
124.91,174,494,86152,880,281.41403349,85928,-93.64295032207782,5.698806359217717,0.001,,
125.13,174,497,86662,884,282.07043771,86437,-94.00445427527795,8.875186095787928,0.001,,
,,,87000,,,86824,-94.1445260481401,9.599149335431688,0.001,292.28240687847136,127.7
125.39,174,500,87172,888,282.80332223,86954,-94.25464313213642,9.318279947684362,0.001,,
125.72,174,503,87689,892,283.56762999,87461,-94.30279290676117,12.003064505813658,0.001,,
,,,88000,,,87854,-94.41628470349667,7.830854045810984,0.001,291.3373269915581,129.6
126.05,174,506,88210,896,284.48261734999994,87988,-93.97439859874213,8.931270805757437,0.001,,
126.4,174,508,88736,900,285.41610702,88510,-95.1511009803185,7.020000794300667,0.001,,
,,,89000,,,88896,-94.89894138682972,6.35372693881844,0.001,290.50348222255707,129.3
126.68,174,512,89258,904,285.98805709,89028,-94.72630009506688,8.175511519114176,0.001,,
126.65,174,514,89747,908,286.11331434,89533,-93.6669822692871,8.04204293124932,0.001,,
