train/learning_rate,train/actor_loss,time/total_timesteps,train/n_updates,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,time/fps,eval/mean_ep_length,eval/mean_reward
0.001,-8.29418604190533,88817,88676,1720,39.61140575,558,0.20115815532895234,51.04,158,,
0.001,-8.396074383347123,89000,88884,,,,0.1903354279972889,,,50.2,38.55887085199356
,,89023,,1724,39.64388848000001,560,,51.07,158,,
0.001,-8.410777473449707,89223,89084,1728,39.575649289999994,561,0.21252871096134185,51.03,158,,
0.001,-8.188161098040068,89426,89285,1732,39.60008915,562,0.1717872482079726,51.03,158,,
0.001,-8.373854089666295,89630,89493,1736,39.66652669,563,0.20278087948207502,51.07,158,,
0.001,-8.226850326244648,89837,89698,1740,39.738214639999995,565,0.1960806571520292,51.11,158,,
0.001,-8.358029420559223,90000,89904,,,,0.20702618632752162,,,50.2,38.55887085199356
,,90044,,1744,39.80991628000001,566,,51.15,158,,
0.001,-8.247028864347017,90252,90111,1748,40.02355332,568,0.21148078916770108,51.24,158,,
0.001,-8.388264236450196,90453,90315,1752,39.969434559999996,569,0.19643736060927897,51.21,158,,
0.001,-8.402246585259071,90653,90516,1756,39.9083129,570,0.18841432837339547,51.21,158,,
0.001,-8.387641521600576,90855,90715,1760,39.94577334,571,0.18254551062217125,51.22,158,,
0.001,-8.217495858669281,91000,90867,,,,0.19587317139518504,,,50.2,38.55887085199356
0.001,-8.344684197352482,91060,90919,1764,39.91849054,573,0.18728552085275835,51.19,158,,
0.001,-8.427243874623226,91265,91129,1768,39.86947126,574,0.18408045258659583,51.18,158,,
0.001,-8.307340933726383,91469,91330,1772,39.973013189999996,575,0.19301171615427615,51.22,158,,
0.001,-8.499481256191547,91681,91541,1776,40.15548383,577,0.19091646616848615,51.34,158,,
0.001,-8.339386609884409,91888,91747,1780,40.20052805,578,0.17303282165756592,51.36,158,,
0.001,-8.402530604395373,92000,91910,,,,0.19061138010338732,,,50.2,38.55887085199356
0.001,-8.208194580078125,92099,91960,1784,40.19854519999999,580,0.1805673661828041,51.4,158,,
0.001,-8.31198655641996,92305,92169,1788,40.124248800000004,581,0.1812473518344072,51.42,158,,
0.001,-8.527069321385136,92513,92374,1792,40.11347489,583,0.18797937780618668,51.43,158,,
0.001,-8.311886328917284,92716,92576,1796,40.1030139,584,0.20191514185246298,51.42,158,,
0.001,-8.359866637449999,92924,92782,1800,40.12035057,586,0.21776256968195623,51.35,158,,
0.001,-8.525121212005615,93000,92886,,,,0.17740403175354003,,,50.2,38.55887085199356
0.001,-8.455635987795317,93131,92991,1804,40.192943639999996,588,0.1998505460528227,51.39,158,,
0.001,-8.340859214464823,93332,93191,1808,40.08275066,589,0.1787938199316462,51.35,158,,
0.001,-8.241189823150634,93535,93396,1812,39.98973246,591,0.17533704951405527,51.27,158,,
0.001,-8.406324514975914,93744,93602,1816,40.081676769999994,593,0.16652170568704605,51.32,157,,
0.001,-8.272112846374512,93955,93810,1820,40.12340208,595,0.19341941338543797,51.38,157,,
0.001,-8.220974377223424,94000,93867,,,,0.19566995702814638,,,50.2,38.55887085199356
0.001,-8.305189228057861,94167,94027,1824,40.18417144000001,597,0.17841759294855827,51.44,157,,
0.001,-8.346009378080014,94374,94234,1828,40.30712177,599,0.1807160515267894,51.51,157,,
0.001,-8.326846086061918,94581,94440,1832,40.40619166999999,601,0.18254210186355255,51.55,157,,
0.001,-8.385191402435304,94791,94651,1836,40.53505085999999,602,0.18914181929008633,51.61,157,,
0.001,-8.210513298328106,94998,94860,1840,40.53183577,604,0.19623782383460625,51.61,157,,
0.001,-8.359599399566651,95000,94910,,,,0.18156178966164588,,,50.2,38.55887085199356
0.001,-8.414597749710083,95201,95064,1844,40.48297626,606,0.2240192448975993,51.57,157,,
0.001,-8.360530835610849,95410,95270,1848,40.472280399999995,607,0.18188336519700177,51.58,156,,
0.001,-8.308823750569271,95614,95474,1852,40.53129311,609,0.18220923168986453,51.61,156,,
0.001,-8.363464593887329,95811,95673,1856,40.5183412,613,0.20358896954935424,51.58,156,,
0.001,-8.35193105844351,96000,95879,,,,0.17669333672186113,,,50.2,38.55887085199356
,,96018,,1860,40.59377316,624,,51.63,153,,
0.001,-8.276681588246273,96223,96082,1864,40.60752054,628,0.1661702634072771,51.63,153,,
0.001,-8.289126892089843,96426,96286,1868,40.55841617,632,0.17997061878442763,51.61,152,,
0.001,-8.333065529664358,96622,96483,1872,40.414310529999995,636,0.1947546221163808,51.53,151,,
0.001,-8.41402527002188,96821,96685,1876,40.23544698,640,0.20154985670859998,51.4,151,,
0.001,-8.155844650268556,97000,96887,,,,0.16788940511497796,,,50.2,38.55887085199356
,,97026,,1880,40.16926606,645,,51.38,150,,
0.001,-8.336901760101318,97232,97092,1884,40.16649433,648,0.17888119786977769,51.33,149,,
0.001,-8.278641854013715,97444,97304,1888,40.30345955000001,652,0.17622620905084269,51.39,149,,
0.001,-8.204293067638691,97646,97509,1892,40.2068337,655,0.18049727781460836,51.33,148,,
0.001,-8.21396897236506,97850,97709,1896,40.20926807000001,659,0.19116195399935046,51.34,148,,
0.001,-8.226112842559814,98000,97863,,,,0.18866968840360643,,,50.2,38.55887085199356
0.001,-8.377380151015062,98055,97915,1900,40.17137614999999,664,0.1989107011602475,51.31,147,,
0.001,-8.137908110251793,98267,98123,1904,40.189171349999995,668,0.18674354083262956,51.36,147,,
0.001,-8.517392800404476,98468,98328,1908,40.20427341,671,0.20958211988795036,51.36,146,,
0.001,-8.275025239357582,98673,98533,1912,40.22588648000001,673,0.18849822277059922,51.38,146,,
0.001,-8.18940752029419,98876,98737,1916,40.12140714,674,0.18671005636453628,51.32,146,,
0.001,-8.484445370160616,99000,98892,,,,0.20024947120020023,,,50.2,38.55887085199356
0.001,-8.403425958421495,99087,98946,1920,40.15724889,676,0.19792536080435472,51.32,146,,
0.001,-8.24963171005249,99290,99153,1924,40.033018500000004,677,0.17571022960485197,51.23,146,,
0.001,-8.382227039337158,99493,99354,1928,39.95299418,679,0.21278103608257917,51.19,146,,
0.001,-8.120920731471134,99699,99559,1932,39.93414785,680,0.1720792638281217,51.18,146,,
0.001,-8.155820369720459,99915,99778,1936,39.89497491,681,0.18531434211814612,51.24,146,,
0.001,-8.04074243398813,100000,99878,,,,0.19271649975402683,,,50.2,38.55887085199356
0.001,-8.216253519058228,100123,99981,1940,39.9401943,683,0.2300556585765802,51.25,146,,
0.001,-8.400224418640137,100325,100186,1944,39.879862540000005,684,0.18487590460144743,51.24,146,,
0.001,-8.23953678057744,100530,100390,1948,39.851389430000005,685,0.18939166150841058,51.2,146,,
0.001,-8.350390769817212,100731,100592,1952,39.77946324,686,0.20900056961010088,51.17,146,,
0.001,-8.514363637337318,100936,100797,1956,39.931386540000005,687,0.18778624500219637,51.25,146,,
0.001,-8.246991043090821,101000,100899,,,,0.1771012524179384,,,50.2,38.55887085199356
0.001,-8.199308643341064,101140,101001,1960,39.894294290000005,689,0.17428251516585255,51.22,146,,
0.001,-8.388953067638257,101351,101205,1964,39.89461473,690,0.1846367831307429,51.28,146,,
0.001,-8.347497045993805,101554,101413,1968,39.87614349,691,0.22070338375245532,51.28,146,,
0.001,-8.37397030989329,101758,101619,1972,40.02483252,693,0.22689727344075028,51.36,146,,
0.001,-8.26833099585313,101961,101824,1976,40.05643564,694,0.18475810467050627,51.4,146,,
0.001,-8.496964732805887,102000,101873,,,,0.19279599128937236,,,50.2,38.55887085199356
0.001,-8.205217644020363,102165,102028,1980,40.08504174000001,695,0.20885276366715078,51.39,146,,
0.001,-8.259341540160003,102365,102228,1984,39.92535073,696,0.20170474080023942,51.33,146,,
0.001,-8.337895283332237,102574,102435,1988,39.92234801,698,0.18990754465071055,51.3,146,,
0.001,-8.384476661682129,102785,102644,1992,40.073575489999996,699,0.18842646479606628,51.39,146,,
0.001,-8.1113554460031,102991,102852,1996,40.08515884,701,0.18859187265237173,51.41,146,,
0.001,-8.117677726745605,103000,102903,,,,0.1813293030741168,,,50.2,38.55887085199356
0.001,-8.244260080929461,103202,103064,2000,40.098513049999994,702,0.17897076316569982,51.47,146,,
0.001,-8.142402667999267,103406,103266,2004,40.03849285,704,0.19089112567658328,51.39,146,,
0.001,-8.181723833084106,103610,103473,2008,40.07090555,705,0.19024703272108762,51.42,146,,
0.001,-8.255115747451782,103816,103675,2012,40.07151336999999,706,0.19733616597247575,51.43,146,,
0.001,-8.410709032645592,104000,103883,,,,0.18459583228489138,,,50.2,38.55887085199356
,,104023,,2016,40.14178884,708,,51.47,146,,
0.001,-8.315357112884522,104229,104089,2020,40.094902389999994,709,0.17965063102105083,51.42,146,,
0.001,-8.357592185338339,104429,104293,2024,40.052318979999995,710,0.21603478187200975,51.39,146,,
0.001,-8.342731555302938,104633,104493,2028,40.059384939999994,712,0.2544683543395023,51.4,146,,
0.001,-8.308936939239501,104837,104697,2032,40.015088899999995,713,0.19663361386925565,51.38,146,,
0.001,-8.204498310089111,105000,104902,,,,0.18037270313623,,,50.2,38.55887085199356
,,105046,,2036,39.98048403,715,,51.31,146,,
0.001,-8.309624919891357,105251,105113,2040,39.90450425,716,0.1959772364181631,51.28,146,,
0.001,-8.21399585723877,105453,105317,2044,39.923412049999996,717,0.2132643426165861,51.28,146,,
0.001,-8.268122882843018,105654,105516,2048,39.84756144,718,0.18758825653669786,51.24,146,,
0.001,-8.259172421235304,105858,105719,2052,39.92263335,720,0.19569655292882368,51.27,146,,
0.001,-8.346383644984318,106000,105872,,,,0.1766569216090899,,,50.2,38.55887085199356
0.001,-8.30377031326294,106060,105923,2056,39.878129949999995,721,0.18249545217144722,51.24,146,,
0.001,-8.176273651123047,106264,106123,2060,39.89933056,723,0.19649137541943906,51.24,146,,
0.001,-8.291967465327335,106472,106334,2064,39.926343179999996,724,0.19262054892113575,51.21,146,,
0.001,-8.379346485137939,106676,106535,2068,39.961998969999996,725,0.1921925500911825,51.22,146,,
0.001,-8.253924388151903,106876,106738,2072,39.83328042,727,0.18503628992566876,51.18,147,,
0.001,-8.154048404693604,107000,106890,,,,0.17837383031845092,,,50.2,38.55887085199356
0.001,-8.329645538330078,107080,106941,2076,39.8789499,728,0.18551684506967955,51.19,146,,
0.001,-8.27838960647583,107282,107140,2080,39.82783553000001,730,0.20206506550312042,51.17,146,,
0.001,-8.237183532714845,107480,107342,2084,39.834321849999995,731,0.19175869925897948,51.15,146,,
0.001,-8.121614555517832,107680,107540,2088,39.64930382,732,0.20948947174474597,51.06,146,,
0.001,-8.237751801808676,107890,107750,2092,39.640915529999994,734,0.23094304899374643,51.05,146,,
0.001,-8.101004490485558,108000,107907,,,,0.20185169692222887,,,50.2,38.55887085199356
0.001,-8.268508522598832,108100,107960,2096,39.73124295,736,0.21006349066518387,51.09,146,,
0.001,-8.09707051057082,108301,108164,2100,39.631773079999995,737,0.21611922005048165,50.99,146,,
0.001,-8.338440914948782,108499,108362,2104,39.511389109999996,738,0.19698618616287908,50.93,146,,
0.001,-8.288213634490967,108697,108560,2108,39.40844102,739,0.20419624879956244,50.87,146,,
0.001,-8.416435775756836,108902,108765,2112,39.40943977,741,0.19285032182347542,50.86,146,,
0.001,-8.16969645023346,109000,108863,,,,0.21596698432552572,,,50.2,38.55887085199356
0.001,-8.100964393615723,109107,108967,2116,39.35886266000001,742,0.2467762744602035,50.84,146,,
0.001,-8.252269451434795,109313,109174,2120,39.352354070000004,744,0.22056019262355916,50.84,146,,
0.001,-8.229963567521837,109516,109380,2124,39.41491934,745,0.18539593382826391,50.87,146,,
0.001,-8.131100807189942,109718,109578,2128,39.3963909,746,0.2115999223018179,50.85,146,,
0.001,-8.30852165222168,109925,109784,2132,39.386310349999995,747,0.1884937411546707,50.88,146,,
0.001,-8.287883422992847,110000,109890,,,,0.21382930804536027,,,50.2,38.55887085199356
0.001,-8.155325376070463,110131,109992,2136,39.426454989999996,749,0.1779618889969938,50.85,146,,
0.001,-8.159677876366509,110340,110202,2140,39.47891835,750,0.18588964078786238,50.89,146,,
0.001,-8.412499134357159,110550,110409,2144,39.631576009999996,752,0.2020318810388727,50.97,146,,
0.001,-8.349753341674806,110760,110618,2148,39.74031484999999,753,0.21933384984731674,51.06,147,,
0.001,-8.230776731784527,110965,110826,2152,39.75071482,754,0.1946737184547461,51.07,147,,
0.001,-8.263269557952881,111000,110877,,,,0.18843218859504252,,,50.2,38.55887085199356
0.001,-8.356063041687012,111171,111030,2156,39.82021084,756,0.253795867562294,51.11,147,,
0.001,-8.327778299649557,111373,111235,2160,39.74594967,757,0.18425773798811193,51.09,147,,
0.001,-8.217865485411425,111576,111436,2164,39.65782771,758,0.20713485720065924,51.04,147,,
0.001,-8.287345485687256,111779,111641,2168,39.678050080000006,760,0.18121184335619794,51.03,147,,
0.001,-8.37926435470581,111991,111849,2172,39.92424073000001,761,0.18917572287456044,51.15,147,,
0.001,-8.038774808247885,112000,111903,,,,0.21939947621689904,,,50.2,38.55887085199356
0.001,-8.254444160461425,112194,112054,2176,39.869782580000006,763,0.19422459125518798,51.14,146,,
0.001,-8.233272234598795,112393,112257,2180,39.806762989999996,764,0.18434132818056612,51.11,146,,
0.001,-8.085119764010111,112593,112453,2184,39.862927219999996,766,0.19139301435401043,51.13,146,,
0.001,-8.369788187521475,112800,112660,2188,40.003146619999995,767,0.18993463409396838,51.2,146,,
0.001,-8.13958527491643,113000,112867,,,,0.19243755275910757,,,50.2,38.55887085199356
,,113006,,2192,39.94485634,769,,51.16,146,,
0.001,-8.357868017973724,113211,113072,2196,39.877311719999994,771,0.1979594610209735,51.11,146,,
0.001,-8.38390117425185,113412,113275,2200,39.89556487,772,0.2204455455335287,51.11,146,,
0.001,-8.263827782410841,113617,113480,2204,40.0317302,774,0.21518836360351712,51.18,146,,
0.001,-8.152636661529542,113826,113685,2208,40.2439851,775,0.21514302696667464,51.29,146,,
0.001,-8.24359655380249,114000,113887,,,,0.19657783024013042,,,50.2,38.55887085199356
,,114026,,2212,40.15735026,777,,51.24,146,,
0.001,-8.316977195739746,114229,114090,2216,40.12403004,778,0.1961187638190328,51.22,146,,
0.001,-8.322315784601065,114426,114290,2220,39.947004459999995,780,0.1970097314493329,51.13,146,,
0.001,-8.428906105182788,114630,114490,2224,39.97766867,781,0.18636300710012327,51.14,146,,
0.001,-8.284400386810303,114834,114694,2228,39.99815458,782,0.21089331656694413,51.16,146,,
0.001,-8.050424671173095,115000,114894,,,,0.19489952374477776,,,50.2,38.55887085199356
,,115034,,2232,39.891543659999996,784,,51.09,146,,
0.001,-8.477440071105956,115237,115098,2236,39.793951,785,0.19151976242661475,51.06,146,,
0.001,-8.304615232679579,115445,115306,2240,39.788207549999996,787,0.2349102148469889,51.05,146,,
0.001,-8.23873613357544,115646,115507,2244,39.611335159999996,788,0.19834434151649474,50.96,146,,
0.001,-8.201303830513588,115847,115709,2248,39.445653539999995,789,0.19713305567319578,50.87,146,,
0.001,-8.34690939463102,116000,115863,,,,0.20608104392886162,,,50.2,38.55887085199356
0.001,-8.277247924071093,116055,115914,2252,39.52803668,791,0.20713276912768683,50.9,146,,
0.001,-8.390225486755371,116255,116116,2256,39.46225919,792,0.2637236948311329,50.84,146,,
0.001,-8.217708514286922,116459,116320,2260,39.48852861,794,0.23995482119230124,50.86,146,,
0.001,-8.160954914093018,116666,116527,2264,39.57085363,795,0.19928764373064042,50.9,146,,
0.001,-8.215383338928223,116871,116734,2268,39.54984909000001,797,0.20268484473228454,50.92,146,,
0.001,-8.215800320660627,117000,116887,,,,0.20049683970433693,,,50.2,38.55887085199356
0.001,-8.298686861991882,117076,116935,2272,39.4065224,798,0.18059370232125124,50.85,146,,
0.001,-8.374701059781588,117278,117140,2276,39.40932057999999,800,0.20754382014274597,50.84,146,,
0.001,-8.231618037590614,117481,117342,2280,39.519691009999995,801,0.18129770558040875,50.88,146,,
0.001,-8.093012461295494,117688,117549,2284,39.622945769999994,802,0.20022579841315746,50.95,146,,
0.001,-8.250916132560143,117890,117754,2288,39.55807672,804,0.20716224610805511,50.9,146,,
0.001,-8.297269096374512,118000,117905,,,,0.24492779910564422,,,50.2,38.55887085199356
0.001,-8.28353050020006,118099,117959,2292,39.57111714,805,0.22677584972094605,50.93,146,,
0.001,-8.354810853799185,118302,118163,2296,39.502976190000005,807,0.1935870048342919,50.91,146,,
0.001,-8.28463581085205,118509,118369,2300,39.60371563,808,0.16758850275301465,50.97,146,,
0.001,-8.28543939957252,118715,118576,2304,39.63358459,809,0.19709165628049888,50.98,146,,
0.001,-8.360828014520498,118917,118780,2308,39.49456402999999,810,0.2563974800355294,50.91,146,,
0.001,-8.464658682162945,119000,118881,,,,0.21999265482792488,,,50.2,38.55887085199356
0.001,-8.269234371185302,119122,118983,2312,39.57069774,812,0.2205635714530945,50.96,146,,
0.001,-8.232958068847656,119324,119184,2316,39.57505313,813,0.1891171734551994,50.95,146,,
0.001,-8.161138940740514,119526,119390,2320,39.641194060000004,814,0.24064439253987008,51.0,146,,
0.001,-8.1917669406304,119732,119593,2324,39.65359163,815,0.1908687436074581,51.02,146,,
0.001,-8.173903080133291,119942,119801,2328,39.73851078,817,0.19304558452007906,51.08,146,,
0.001,-8.20867612838745,120000,119905,,,,0.20880231933266508,,,50.2,38.55887085199356
0.001,-8.308660708940947,120143,120006,2332,39.789808,818,0.1869599473877595,51.09,146,,
0.001,-8.254540824890137,120345,120205,2336,39.81336424999999,819,0.18920251800149096,51.08,146,,
0.001,-8.194703322190504,120554,120414,2340,39.830303629999996,821,0.20224555839712804,51.09,146,,
0.001,-8.188817405700684,120760,120621,2344,39.95444548,822,0.2030983549707076,51.14,146,,
0.001,-8.235549278259278,120966,120825,2348,40.06795477,823,0.20394598736482508,51.19,146,,
0.001,-8.307645621123138,121000,120878,,,,0.19513918782742518,,,50.2,38.55887085199356
0.001,-8.506124990957755,121170,121033,2352,39.94613631,825,0.2229947751318967,51.15,146,,
0.001,-8.108687070699839,121379,121239,2356,40.05574687,826,0.2016984188499359,51.24,146,,
0.001,-8.379736282207348,121585,121448,2360,40.09630979999999,827,0.18587854307777477,51.26,146,,
0.001,-8.286774501800537,121790,121649,2364,40.02755662,829,0.19931112095713616,51.24,146,,
0.001,-8.180983142852783,121996,121856,2368,40.09103478,830,0.21632517919856675,51.25,146,,
0.001,-8.230578569265512,122000,121908,,,,0.21764008328318596,,,50.2,38.55887085199356
0.001,-8.258997605397152,122207,122067,2372,40.141341139999994,832,0.19863013221094242,51.31,146,,
0.001,-8.361057775991934,122412,122272,2376,40.20424997,833,0.20044722450229358,51.34,146,,
0.001,-8.255409644200252,122608,122472,2380,40.03575251,834,0.1927168753509428,51.27,146,,
0.001,-8.292964553833007,122809,122671,2384,39.92404976,835,0.1918559968471527,51.21,146,,
0.001,-8.35719123840332,123000,122872,,,,0.2152598936855793,,,50.2,38.55887085199356
,,123009,,2388,39.83008495000001,837,,51.19,146,,
0.001,-8.23956173658371,123216,123074,2392,39.80728355,838,0.2435461787196497,51.17,146,,
0.001,-8.092332766606258,123429,123285,2396,39.95279171,839,0.2383052299045167,51.27,147,,
0.001,-8.269575687555166,123634,123494,2400,39.92673683,840,0.19411667407705233,51.25,147,,
0.001,-8.235563883414635,123838,123701,2404,39.89107920000001,841,0.18972916929767683,51.23,147,,
0.001,-8.257745596078726,124000,123910,,,,0.1996429369730108,,,50.2,38.55887085199356
,,124047,,2408,39.97507037,843,,51.3,147,,
0.001,-8.057391350085918,124251,124112,2412,39.95983545,845,0.19190397915931848,51.29,147,,
0.001,-8.371780242919922,124457,124316,2416,40.00961902,846,0.19708274517740523,51.33,147,,
0.001,-8.155955410003662,124659,124521,2420,40.01023708,847,0.1855919151008129,51.33,147,,
0.001,-8.265294194221497,124861,124720,2424,39.93896354,849,0.20228531071916223,51.29,147,,
0.001,-8.073601135840782,125000,124876,,,,0.18236563111153933,,,50.2,38.55887085199356
0.001,-8.145887228158804,125069,124928,2428,39.95165344,851,0.19007333711935923,51.27,146,,
0.001,-8.299291363468877,125273,125136,2432,39.96661062,852,0.21644491294644913,51.3,146,,
0.001,-8.086810607176561,125476,125338,2436,39.94088879,853,0.18720717642169732,51.31,146,,
0.001,-8.260016734783466,125684,125544,2440,39.93749133,855,0.1852840860016071,51.3,146,,
0.001,-8.066596929843609,125886,125748,2444,39.82831443,856,0.23348519807824722,51.26,147,,
0.001,-8.104129424461952,126000,125901,,,,0.20641344420190127,,,50.2,38.55887085199356
0.001,-8.353349685668945,126089,125951,2448,39.75504584,857,0.19925467193126678,51.23,146,,
0.001,-8.16037944646982,126290,126151,2452,39.704326519999995,859,0.23250230500158273,51.2,147,,
0.001,-8.16773717880249,126495,126353,2456,39.61529532,860,0.18939484268426895,51.16,147,,
0.001,-8.428901488964375,126694,126556,2460,39.47933946,861,0.208304888353898,51.09,147,,
0.001,-8.135748037925133,126900,126760,2464,39.540261429999994,862,0.20921645428125674,51.1,147,,
0.001,-8.381386445118832,127000,126865,,,,0.18106257774919834,,,50.2,38.55887085199356
0.001,-8.356079597473144,127104,126967,2468,39.50321217999999,864,0.19133456562663995,51.08,147,,
0.001,-8.21527389379648,127311,127169,2472,39.49611213,865,0.1966208013204428,51.04,147,,
0.001,-8.285179468301626,127514,127374,2476,39.47024744,866,0.17780438416144428,51.02,147,,
0.001,-8.012275775273642,127722,127581,2480,39.67407577,868,0.19985280248026052,51.14,147,,
0.001,-8.145787495833178,127930,127791,2484,39.80769992,869,0.21027856635359618,51.21,147,,
0.001,-8.100806522369385,128000,127893,,,,0.21048548759198657,,,50.2,38.55887085199356
0.001,-8.14372215270996,128130,127994,2488,39.84588383,871,0.18259135335683824,51.21,147,,
0.001,-8.206979389190673,128334,128196,2492,39.76813919,873,0.21039611055534713,51.18,146,,
0.001,-8.277812187488262,128534,128399,2496,39.581824909999995,874,0.21264998924057438,51.05,147,,
0.001,-8.129969100952149,128738,128601,2500,39.53301657,875,0.18421259105205537,51.04,147,,
0.001,-8.169463909589327,128944,128803,2504,39.57615952,877,0.2212321157925404,51.06,147,,
0.001,-8.29152721625108,129000,128909,,,,0.21713464580616862,,,50.2,38.55887085199356
0.001,-8.16878402709961,129150,129011,2508,39.60518586,878,0.1956655277925379,51.03,146,,
0.001,-8.070118078818687,129360,129221,2512,39.67702345,880,0.2010624237217993,51.09,146,,
0.001,-8.290527802247267,129567,129430,2516,39.697650589999995,881,0.18275119072081997,51.1,146,,
0.001,-8.285206079483032,129773,129632,2520,39.780899760000004,882,0.214150628218284,51.14,146,,
0.001,-8.344170918831459,129975,129837,2524,39.811806919999995,884,0.20253953996759194,51.14,146,,
0.001,-8.098400764465332,130000,129887,,,,0.19359971851110458,,,50.2,38.55887085199356
0.001,-8.112459030151367,130178,130041,2528,39.736252359999995,885,0.1945601885809618,51.09,146,,
0.001,-8.374994828150822,130381,130244,2532,39.692723969999996,887,0.19217132148789426,51.08,146,,
0.001,-8.191311799562895,130588,130450,2536,39.787114270000004,888,0.20795736906047052,51.12,146,,
0.001,-8.124245147705079,130789,130650,2540,39.64710016000001,889,0.1882226594856807,51.05,146,,
0.001,-8.191645108736479,130995,130855,2544,39.72096884,891,0.21363317550948033,51.09,146,,
0.001,-8.351636318060068,131000,130907,,,,0.2544100774595371,,,50.2,38.55887085199356
0.001,-7.992722625732422,131200,131060,2548,39.76690178999999,892,0.199823724980257,51.11,146,,
0.001,-8.284162769317627,131398,131261,2552,39.71307646,894,0.20933907419443132,51.08,146,,
0.001,-8.13336404800415,131608,131471,2556,39.75539623,895,0.2107227698845022,51.13,147,,
0.001,-8.13352869107173,131814,131676,2560,39.89456593,896,0.20276257337308398,51.2,147,,
0.001,-8.431084461212158,132000,131879,,,,0.1974209101468909,,,50.2,38.55887085199356
,,132019,,2564,39.88590689,897,,51.19,147,,
0.001,-8.230027885437012,132221,132082,2568,39.858193459999995,899,0.22899297267198562,51.17,147,,
0.001,-8.237799034118652,132424,132285,2572,39.792482920000005,900,0.19342767228098476,51.13,147,,
0.001,-8.194782752990722,132626,132488,2576,39.78198894,901,0.20147747880950265,51.12,147,,
0.001,-8.098886066012913,132833,132694,2580,39.82269975,902,0.21929164596323697,51.11,147,,
0.001,-8.227195262908936,133000,132897,,,,0.22321341648697854,,,50.2,38.55887085199356
,,133037,,2584,39.73125959,904,,51.07,147,,
0.001,-8.219899250910832,133240,133100,2588,39.77785818,905,0.19572119027949297,51.1,147,,
0.001,-8.179872608184814,133445,133308,2592,39.820202990000006,907,0.2061294849216938,51.11,147,,
0.001,-8.197476845521193,133655,133514,2596,39.996922700000006,908,0.20700320085653892,51.21,147,,
0.001,-7.991546997657189,133860,133723,2600,40.01897404000001,909,0.2057000830207231,51.22,147,,
0.001,-8.221153846153847,134000,133877,,,,0.18313668410365397,,,50.2,38.55887085199356
0.001,-8.403018256028494,134061,133925,2604,39.895928950000005,911,0.20124918268993497,51.17,147,,
0.001,-8.075175702571869,134261,134122,2608,39.785347099999996,912,0.20576702597293448,51.11,147,,
0.001,-8.288307119298864,134469,134332,2612,39.775896079999995,913,0.1899975797644368,51.09,147,,
0.001,-8.280660133361817,134669,134531,2616,39.63543479,914,0.2038773788511753,51.02,147,,
0.001,-8.242585716247559,134874,134733,2620,39.62472501,915,0.2598814058537577,51.01,147,,
0.001,-8.128526467543383,135000,134889,,,,0.21749778937261838,,,50.2,38.55887085199356
0.001,-8.165015587439903,135076,134940,2624,39.61669821,917,0.18880301173411163,51.01,147,,
0.001,-8.310601142736582,135284,135146,2628,39.69641883,918,0.21012839265898162,51.06,147,,
0.001,-8.251391251881918,135486,135349,2632,39.7164386,919,0.2106835384454046,51.05,147,,
0.001,-8.188018468710093,135690,135552,2636,39.68769006,920,0.23396613778403172,51.02,147,,
0.001,-8.183818615399874,135894,135758,2640,39.69581734,922,0.18640029258452928,51.05,147,,
0.001,-8.164289932984572,136000,135909,,,,0.24807872960589966,,,50.2,38.55887085199356
0.001,-8.336492112704686,136104,135964,2644,39.729539990000006,923,0.19654565345157277,51.09,147,,
0.001,-8.290891408920288,136309,136169,2648,39.75812816,924,0.17426192501978,51.09,147,,
0.001,-8.283655166625977,136517,136377,2652,39.95020129,926,0.2262559226155281,51.19,147,,
0.001,-8.25047788619995,136716,136579,2656,39.80461194,927,0.20009143024683,51.08,147,,
0.001,-8.172014566568228,136923,136782,2660,39.8217338,928,0.20303905397080457,51.09,147,,
0.001,-8.323399176964394,137000,136887,,,,0.19742868353541082,,,50.2,38.55887085199356
0.001,-8.0368589648494,137128,136990,2664,39.78742597,930,0.19081457212286176,51.09,147,,
0.001,-8.338062579815205,137333,137196,2668,39.82609507,931,0.2042023015136902,51.12,147,,
0.001,-8.305218806633583,137538,137397,2672,39.866039390000005,932,0.19354196781149277,51.14,147,,
0.001,-8.329139099121093,137749,137607,2676,39.96705642999999,933,0.20634920716285707,51.23,147,,
0.001,-8.354095617930094,137947,137809,2680,39.78281774,934,0.21767162638051168,51.14,147,,
0.001,-8.210144214630127,138000,137908,,,,0.2187010177544185,,,50.2,38.55887085199356
0.001,-8.310926417509714,138146,138007,2684,39.699810910000004,936,0.19813513953466805,51.09,147,,
0.001,-8.225607230113102,138353,138213,2688,39.78121084,937,0.22493097558617592,51.13,147,,
0.001,-8.390071780593306,138557,138418,2692,39.78874714999999,938,0.23485867918099998,51.12,147,,
0.001,-8.2312705883613,138771,138631,2696,39.80667966,940,0.19656817041910613,51.16,147,,
0.001,-8.241807758808136,138967,138830,2700,39.65869079,941,0.24628752594192824,51.07,147,,
0.001,-8.36992875734965,139000,138879,,,,0.2231617183709631,,,50.2,38.55887085199356
0.001,-8.284892272949218,139170,139030,2704,39.69831294000001,943,0.20813026040792465,51.09,147,,
0.001,-8.365608568544742,139376,139240,2708,39.757879159999995,944,0.2143510104912632,51.15,147,,
