rollout/ep_len_mean,time/time_elapsed,time/episodes,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss,eval/mean_reward,eval/mean_ep_length
17.0,0,4,13.752862,68,1595,,,,,,
14.125,0,8,10.710274875,113,731,0.001,0.3187069905300935,12,-0.7661793927351633,,
11.75,0,12,9.12672025,141,380,0.001,0.019505046840224947,40,-0.9118012636899948,,
10.5625,0,16,8.333583375,169,296,0.001,0.006464516278356314,68,-0.9397261440753937,,
9.85,0,20,7.852440899999998,197,252,0.001,0.004680264741182327,96,-0.9749816954135895,,
9.375,0,24,7.526660958333333,225,227,0.001,0.0029714608431926797,124,-1.0367715060710907,,
9.035714285714286,1,28,7.290759357142856,253,212,0.001,0.004187785188800522,152,-1.0670220851898193,,
8.78125,1,32,7.116817875000001,281,202,0.001,0.007415466010570526,180,-1.0979392528533936,,
8.583333333333334,1,36,6.981457416666668,309,200,0.001,0.005418966590826001,208,-1.15140500664711,,
8.425,1,40,6.873481125,337,199,0.001,0.004660150967538357,236,-1.170944094657898,,
8.295454545454545,1,44,6.786929727272727,365,198,0.001,0.0030407176985006246,264,-1.2339232861995697,,
8.1875,2,48,6.7125484166666665,393,196,0.001,0.006721796534423318,292,-1.2619974315166473,,
8.096153846153847,2,52,6.64829425,421,194,0.001,0.004451029002666473,320,-1.2547312378883362,,
8.017857142857142,2,56,6.594697035714286,449,193,0.001,0.004857371827321393,348,-1.2944137752056122,,
7.95,2,60,6.5470005,477,190,0.001,0.014536254307521241,376,-1.331751435995102,,
7.890625,2,64,6.5095954375,505,188,0.001,0.005400603038391897,404,-1.3322061598300934,,
7.838235294117647,2,68,6.473709588235294,533,188,0.001,0.005953872277002249,432,-1.3651431798934937,,
7.791666666666667,2,72,6.445386750000001,561,188,0.001,0.003718339738302997,460,-1.4266722798347473,,
7.75,3,76,6.415152960526316,589,188,0.001,0.004731632569538695,488,-1.4787630140781403,,
7.7125,3,80,6.391156975000001,617,189,0.001,0.00897850442145552,516,-1.4928610622882843,,
7.678571428571429,3,84,6.366269452380953,645,187,0.001,0.0181023338144379,544,-1.5178068280220032,,
7.6477272727272725,3,88,6.344770988636364,673,187,0.001,0.007829927739554219,572,-1.527914583683014,,
7.619565217391305,3,92,6.325515532608696,701,186,0.001,0.006309944737170424,600,-1.5368817448616028,,
7.59375,3,96,6.308902833333335,729,185,0.001,0.005960181488522461,628,-1.561564415693283,,
8.03,4,100,7.298244470000002,803,187,0.001,0.06341047411445867,686,-1.9980011744932695,,
8.22,4,104,8.28291068,890,187,0.001,0.12574545785107397,774,-2.3591983318328857,,
8.68,5,108,9.57819063,981,184,0.001,0.14252346872606061,864,-2.9272299246354536,,
,,,,1000,,0.001,0.16368735484454944,887,-2.9409867850216953,38.89345256090164,22.1
9.3,6,112,10.92246065,1071,175,0.001,0.21092002514911734,955,-3.2464853633533823,,
10.46,6,116,13.104289549999997,1215,180,0.001,0.24180477792802063,1045,-3.698351188139482,,
11.16,7,120,13.589523219999998,1313,173,0.001,0.36507492595248753,1201,-4.260693920983209,,
11.6,7,124,13.29167055,1385,174,0.001,0.37761668488383293,1273,-4.296984063254462,,
12.04,8,128,12.992268860000003,1457,173,0.001,0.40261254294051063,1345,-4.478122181362576,,
12.47,8,132,12.70022715,1528,173,0.001,0.312697880797916,1417,-4.412653022342258,,
12.95,9,136,12.807203030000004,1604,173,0.001,0.3721959951023261,1488,-4.608035299513075,,
13.55,9,140,14.106864690000004,1692,174,0.001,0.5165685064026287,1575,-4.929110908508301,,
14.16,10,144,15.420504450000001,1781,173,0.001,0.5146060067674388,1665,-5.202171282334761,,
14.76,10,148,16.720561319999998,1869,174,0.001,0.5402649376880039,1753,-5.478649486194957,,
15.36,11,152,18.02774173,1957,175,0.001,0.5017592388959158,1840,-5.7178215980529785,,
,,,,2000,,0.001,0.5295822017572143,1885,-5.99342003735629,38.78580940961838,22.2
15.96,11,156,19.333084569999997,2045,173,0.001,0.4983334622599862,1929,-5.963124491951683,,
16.55,12,160,20.62622305,2132,173,0.001,0.3603815236552195,2017,-6.436395385048606,,
17.16,12,164,21.94387397,2221,174,0.001,0.4893969361754981,2105,-6.833169026808306,,
17.77,13,168,23.256652060000008,2310,174,0.001,0.46151578879874683,2194,-6.974763909975688,,
