rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_rew_mean,train/n_updates,train/actor_loss,train/critic_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
8.68,206,4,981,108,9.57819063,864,-2.9272299246354536,0.14252346872606061,0.001,,
,,,1000,,,887,-2.9409867850216953,0.16368735484454944,0.001,38.89345256090164,22.1
9.3,196,5,1071,112,10.92246065,955,-3.2464853633533823,0.21092002514911734,0.001,,
10.46,202,5,1215,116,13.104289549999997,1045,-3.698351188139482,0.24180477792802063,0.001,,
11.16,194,6,1313,120,13.589523219999998,1201,-4.260693920983209,0.36507492595248753,0.001,,
11.6,193,7,1385,124,13.29167055,1273,-4.296984063254462,0.37761668488383293,0.001,,
12.04,192,7,1457,128,12.992268860000003,1345,-4.478122181362576,0.40261254294051063,0.001,,
12.47,192,7,1528,132,12.70022715,1417,-4.412653022342258,0.312697880797916,0.001,,
12.95,192,8,1604,136,12.807203030000004,1488,-4.608035299513075,0.3721959951023261,0.001,,
13.55,192,8,1692,140,14.106864690000004,1575,-4.929110908508301,0.5165685064026287,0.001,,
14.16,192,9,1781,144,15.420504450000001,1665,-5.202171282334761,0.5146060067674388,0.001,,
14.76,191,9,1869,148,16.720561319999998,1753,-5.478649486194957,0.5402649376880039,0.001,,
15.36,191,10,1957,152,18.02774173,1840,-5.7178215980529785,0.5017592388959158,0.001,,
,,,2000,,,1885,-5.99342003735629,0.5295822017572143,0.001,38.78580940961838,22.2
15.96,188,10,2045,156,19.333084569999997,1929,-5.963124491951683,0.4983334622599862,0.001,,
16.55,188,11,2132,160,20.62622305,2017,-6.436395385048606,0.3603815236552195,0.001,,
17.16,188,11,2221,164,21.94387397,2105,-6.833169026808306,0.4893969361754981,0.001,,
17.77,189,12,2310,168,23.256652060000008,2194,-6.974763909975688,0.46151578879874683,0.001,,
18.39,188,12,2400,172,24.587579260000002,2283,-7.465067299929532,0.3885993395339359,0.001,,
19.01,188,13,2490,176,25.914941000000002,2373,-7.721478418870405,0.35745514556765556,0.001,,
19.61,188,13,2578,180,27.217918769999997,2462,-8.134688594124533,0.47585059702396393,0.001,,
20.21,189,14,2666,184,28.52163376,2551,-8.253207206726074,0.36798464540730824,0.001,,
20.81,188,14,2754,188,29.83337603,2638,-8.94678631695834,0.47872447019273584,0.001,,
21.42,188,15,2843,192,31.15872579000001,2726,-9.300309788097035,0.6609483171593059,0.001,,
22.02,187,15,2931,196,32.47209214,2815,-9.284885146401145,0.6278641755166261,0.001,,
,,,3000,,,2901,-9.725614166259765,0.6658575520628974,0.001,38.98573513031006,22.2
22.15,184,16,3018,200,32.754835799999995,,,,,,
22.17,185,16,3107,204,32.78278191,2990,-10.10925206271085,0.6650113562742869,0.001,,
22.15,185,17,3196,208,32.740587569999995,3080,-10.180175383885702,0.6679825277432151,0.001,,
22.12,184,17,3283,212,32.69040726,3167,-10.584853432395242,0.6847704662518068,0.001,,
21.56,184,18,3371,216,31.82096528,3255,-10.962624376470393,0.6052290472117338,0.001,,
21.47,184,18,3460,220,32.66023798,3343,-10.765938845547764,0.6167770928957246,0.001,,
21.64,183,19,3549,224,34.277211349999995,3433,-11.384756088256836,0.6586224151694257,0.001,,
21.8,183,19,3637,228,35.89147258999999,3520,-11.473196029663086,0.6208179869822094,0.001,,
21.98,183,20,3726,232,37.51018391,3610,-11.887903993779963,0.3959025259722363,0.001,,
22.09,184,20,3813,236,38.68644216,3697,-12.038842114535244,0.42443397505716846,0.001,,
22.1,184,21,3902,240,38.71115958,3786,-12.547689958052201,0.3943435021422126,0.001,,
22.09,184,21,3990,244,38.70476504,3874,-12.776700886813076,0.3566132851622321,0.001,,
,,,4000,,,3896,-13.016431374983354,0.4182160740548914,0.001,39.438951921463016,22.4
22.09,182,22,4078,248,38.73390678,3962,-12.842171062122691,0.3902529620311477,0.001,,
22.09,182,22,4166,252,38.74252797,4050,-13.236215591430664,0.266690693795681,0.001,,
22.1,182,23,4255,256,38.761379670000004,4138,-13.190146793018688,0.292506990107623,0.001,,
22.12,183,23,4344,260,38.79541273999999,4228,-13.741393956271084,0.24967133660208096,0.001,,
22.11,183,24,4432,264,38.78627815,4316,-13.878406206766764,0.2540080320575963,0.001,,
22.1,183,24,4520,268,38.78688927,4404,-14.089350006797098,0.26308395103974774,0.001,,
22.09,183,25,4609,272,38.780247370000005,4492,-14.393484462391246,0.26215084303509106,0.001,,
22.07,183,25,4697,276,38.767310970000004,4580,-14.518824317238547,0.2914258201013912,0.001,,
22.07,183,26,4785,280,38.76884857,4668,-15.165990569374777,0.2910591598067965,0.001,,
22.08,184,26,4874,284,38.79140316,4758,-14.70182904330167,0.3068020845001394,0.001,,
22.36,184,27,4990,288,39.108608509999996,4870,-16.060307562351227,0.6209176365406283,0.001,,
,,,5000,,,4896,-16.109237084021935,0.845800410096462,0.001,37.475794261693956,24.7
22.43,182,27,5086,292,39.00719236,4968,-16.436206499735516,1.3271806115905445,0.001,,
22.51,182,28,5182,296,38.90277093,5064,-16.51127250989278,1.3784457047780354,0.001,,
22.6,183,28,5278,300,38.82766447,5160,-16.902371168136597,1.6847278115650017,0.001,,
22.67,183,29,5374,304,38.71137249,5256,-17.717051188151043,1.538656714061896,0.001,,
23.02,183,29,5498,308,38.81699612,5373,-17.80985476175944,1.5705886483192444,0.001,,
24.31,184,31,5714,312,40.61780502,5589,-18.04099544402092,2.091554420609628,0.001,,
25.35,185,31,5906,316,41.78712297,5743,-18.18729575475057,2.249455181260904,0.001,,
,,,6000,,,5890,-18.62480158683581,2.655680768764936,0.001,138.5816542685032,78.9
27.44,182,34,6204,320,45.17110943000001,6043,-18.599030996623792,2.6190826955594515,0.001,,
29.39,182,35,6488,324,48.23189904,6323,-19.347031893048968,2.2209673213287138,0.001,,
31.46,183,37,6783,328,51.50030522,6612,-19.57196483096561,2.8355338785746325,0.001,,
,,,7000,,,6845,-20.19802407960634,2.7514553753534954,0.001,131.35434453487397,77.7
33.63,180,39,7089,332,55.11723043,6921,-20.25765629818565,2.6438152868496743,0.001,,
35.95,181,40,7408,336,59.02927387,7236,-20.8428373336792,3.1521562449634075,0.001,,
38.05,181,42,7707,340,62.54631845,7540,-21.449414443969726,3.9213612645487244,0.001,,
,,,8000,,,7848,-21.948629429465846,3.199546283012942,0.001,132.87978551387786,77.9
40.31,179,44,8021,344,66.33547268000001,,,,,,
42.48,180,46,8326,348,69.93073016999999,8159,-22.269379465203535,3.685851063383253,0.001,,
44.74,180,47,8640,352,73.76802436000001,8471,-23.055303759691192,4.161055132383254,0.001,,
46.88,181,49,8943,356,77.41533199999999,8771,-23.473151206970215,4.010713539625469,0.001,,
,,,9000,,,8849,-23.44019938737918,4.05008697662598,0.001,133.01200029850006,78.0
49.05,179,51,9249,360,81.00937637,9079,-23.691853703679264,4.407222938537598,0.001,,
51.39,179,53,9571,364,84.97723624,9396,-24.23105766659691,4.686861075550677,0.001,,
53.11,179,54,9831,368,87.79521063,9686,-25.06730658919723,4.850845809336062,0.001,,
,,,10000,,,9867,-25.21225180992713,3.786803225301347,0.001,128.9380530357361,77.0
55.05,178,56,10114,372,90.97865001000002,9940,-25.199388710228174,5.910857602341534,0.001,,
56.71,179,57,10368,376,93.60529724999998,10201,-25.762764177824323,4.447841881157516,0.001,,
58.27,178,59,10612,380,96.21961122000002,10467,-26.042428970336914,4.511706445898328,0.001,,
59.21,178,60,10795,384,97.72802541000003,10659,-26.38182382998259,4.5748536586761475,0.001,,
59.79,178,61,10969,388,98.65330182,10845,-27.00747523588293,4.703299903869629,0.001,,
,,,11000,,,10905,-26.999052429199217,6.147005808353424,0.001,39.70204515606165,30.0
60.04,178,62,11090,392,98.79588357,10965,-27.08310661315918,4.903212761878967,0.001,,
60.32,178,62,11214,396,99.01633813000001,11089,-27.475647989908854,6.821925670869889,0.001,,
61.09,178,63,11387,400,100.49656988999999,11260,-27.64344887111498,5.701973153197247,0.001,,
61.67,178,64,11541,404,101.49327944999999,11405,-28.17403777440389,4.578754258652528,0.001,,
62.4,179,65,11738,408,103.24973581,11594,-28.514248809814454,5.167336113598882,0.001,,
62.18,179,66,11932,412,103.25360573,11788,-29.69548972447713,4.352928866942723,0.001,,
,,,12000,,,11885,-29.78336483499278,4.712724792196395,0.001,84.05493723750115,49.1
62.21,178,68,12127,416,103.88078550999998,11982,-30.16378418604533,4.512271891037623,0.001,,
61.13,178,69,12317,420,102.19642592999999,12176,-30.12433346112569,5.629967264831066,0.001,,
60.33,178,70,12521,424,101.07815082,12379,-31.013368606567383,5.524676647186279,0.001,,
59.43,178,71,12726,428,99.77097753999999,12581,-30.96769368207013,5.41888052004355,0.001,,
58.38,178,72,12927,432,98.03760978999999,12783,-31.388134384155272,5.578587548405516,0.001,,
,,,13000,,,12884,-31.849223870497482,5.66605550401351,0.001,83.32378148436547,48.4
57.14,177,73,13122,436,95.97110987999999,12979,-32.45739455845045,5.653857877913942,0.001,,
56.14,177,74,13321,440,94.30921889999999,13175,-32.63442817687988,5.794288308620453,0.001,,
55.11,178,76,13532,444,92.57687981,13385,-32.90943855285644,4.7683830120984245,0.001,,
54.05,178,77,13731,448,90.84716662,13587,-33.49224365234375,6.935314106941223,0.001,,
52.81,178,77,13921,452,88.73061028999999,13779,-33.314891732257344,4.878886613440006,0.001,,
,,,14000,,,13875,-33.90039865175883,4.125169778863589,0.001,84.56713102459908,49.3
51.7,177,79,14113,456,86.82166538999999,13972,-34.00218319892883,5.0587648923198385,0.001,,
50.57,177,80,14306,460,84.9666187,14163,-34.30634172757467,4.8259499218999125,0.001,,
49.41,178,81,14512,464,82.98577889999999,14370,-34.373684353298614,7.024158495443839,0.001,,
48.8,178,82,14711,468,82.04162401000002,14567,-34.50293477376302,4.8925051226907845,0.001,,
47.95,178,83,14909,472,80.71043037,14768,-35.257846408420136,4.869793281240283,0.001,,
,,,15000,,,14865,-35.823140411376954,5.903685007095337,0.001,89.80779349803925,52.0
47.48,177,84,15116,476,80.12808228,14969,-35.85698699951172,4.869323872602903,0.001,,
46.95,177,86,15307,480,79.255858,15163,-35.51993719736735,6.879321843385696,0.001,,
47.16,177,87,15511,484,79.68493883,15365,-35.99616813659668,5.298386800747651,0.001,,
47.19,178,88,15688,488,79.98085456000001,15548,-36.49098500338468,6.605557968450147,0.001,,
47.78,178,89,15868,492,81.5190483,15728,-36.49561425913935,5.1880513456132675,0.001,,
,,,16000,,,15866,-36.72738125013269,8.160609615885694,0.001,152.79414162039757,86.0
49.6,177,91,16174,496,85.21897169,15992,-36.79652749338457,6.105783939361572,0.001,,
50.18,176,92,16405,500,86.26997703,16247,-37.05787194293478,6.045342267827785,0.001,,
51.85,176,94,16726,504,89.54125705,16573,-37.53958266122,6.1079970962861,0.001,,
,,,17000,,,16890,-37.876905314127605,6.834201768542943,0.001,148.89156865477563,83.3
53.34,176,96,17072,508,92.33596541000001,,,,,,
54.65,176,98,17397,512,94.82383470000002,17214,-38.28732370775799,6.2294194123324225,0.001,,
56.18,176,100,17745,516,97.73497163000002,17562,-38.87565266808798,6.237264788852018,0.001,,
,,,18000,,,17821,-38.77785531068459,6.415582869626299,0.001,154.55864556431771,85.8
57.75,175,103,18092,520,100.70962983,17912,-38.659999515699305,5.473553867130489,0.001,,
59.24,175,104,18445,524,103.59052764,18259,-39.14280412462023,6.476375843142415,0.001,,
60.66,175,106,18792,528,106.43617914999999,18613,-39.53633791901345,6.522560600624528,0.001,,
,,,19000,,,18878,-39.3309322781033,6.616459951135847,0.001,165.35767929553987,89.0
62.2,174,109,19147,532,109.49176593999996,18968,-39.24627448187934,5.262566802236769,0.001,,
63.74,174,111,19496,536,112.52974576999999,19315,-39.97280111312866,6.00594509691,0.001,,
65.21,175,113,19842,540,115.40694567999998,19662,-40.064744567871095,7.743461279074351,0.001,,
,,,20000,,,19833,-39.75396964663551,6.373513555526733,0.001,153.48144581913948,85.0
66.6,173,116,20192,544,118.19450036,20016,-39.97827597724067,7.327718849976858,0.001,,
67.94,173,118,20525,548,120.79606340999999,20345,-39.89064081703744,6.730611123234393,0.001,,
69.27,173,119,20848,552,123.25567487,20669,-40.310090008903956,5.169619276243098,0.001,,
,,,21000,,,20835,-40.58122024536133,6.4334545061912065,0.001,153.07628269195556,84.4
70.65,173,122,21178,556,125.83133528,21009,-40.44569475000555,6.37021813202988,0.001,,
72.14,173,124,21520,560,128.65886024999998,21338,-40.54542278108143,6.251218682312103,0.001,,
73.36,173,125,21848,564,130.95100921,21669,-40.72882675543064,6.279809052685657,0.001,,
,,,22000,,,21839,-41.155311221168155,5.544037234081942,0.001,143.51161139011384,81.4
74.67,172,128,22178,568,133.38503957,22003,-40.87129211425781,6.025801606121517,0.001,,
75.97,173,129,22506,572,135.75894145,22331,-41.167558902647436,7.024645689057141,0.001,,
77.17,173,131,22833,576,137.9670175,22658,-41.01308264383456,7.888484419845954,0.001,,
,,,23000,,,22900,-41.46024217605591,4.868591945382613,0.001,143.01547120213507,81.7
78.52,172,134,23159,580,140.38374384,22979,-41.225904220189804,8.383231719837912,0.001,,
79.82,172,136,23493,584,142.78786031,23317,-41.94430216347299,4.61790712052081,0.001,,
81.44,172,138,23832,588,145.82598306,23658,-41.95627399020725,5.696860123216436,0.001,,
,,,24000,,,23822,-42.39035833449591,6.1143858801750905,0.001,147.58428131341935,82.9
82.82,171,140,24150,592,148.26118276,23974,-42.2974484761556,6.347838688980449,0.001,,
83.03,171,142,24477,596,148.66854842,24305,-41.83860524495443,6.59740746588934,0.001,,
83.9,172,143,24795,600,150.31994352,24631,-42.73134178339049,7.09784318679987,0.001,,
,,,25000,,,24843,-43.30895810808454,4.591182386875152,0.001,121.59171469211579,68.7
83.54,171,145,25080,604,149.69852964999998,24913,-42.83998903547015,5.0064952458654135,0.001,,
82.96,171,147,25368,608,148.62747719,25206,-43.10957168130314,4.422031925005071,0.001,,
82.55,171,149,25652,612,147.86259135999998,25480,-43.48473188612196,5.639202032290714,0.001,,
82.47,171,151,25992,616,147.47586469,25806,-43.5681581302565,7.676818482729853,0.001,,
,,,26000,,,25898,-43.99269692794137,6.663233865862307,0.001,123.55680270195008,69.4
82.07,171,153,26299,620,146.66698753,26127,-43.77075772407727,5.596553311898158,0.001,,
81.01,171,154,26546,624,144.60218997999996,26382,-44.201170701246994,5.931158213615418,0.001,,
80.37,171,156,26829,628,142.98763370999998,26670,-44.41369917586043,6.413210253192954,0.001,,
78.08,171,157,26955,632,137.89508167999998,26840,-45.12494087219238,4.532027853162665,0.001,,
,,,27000,,,26904,-45.408733714710586,8.763875982978128,0.001,44.228938832692805,35.3
76.28,171,158,27124,636,133.84121051000002,26963,-45.03680775083345,10.457967725850768,0.001,,
73.66,171,159,27208,640,127.91407397999997,27091,-45.44389088948568,9.349466171529558,0.001,,
71.1,171,159,27302,644,121.99927184999999,27176,-45.460282839261566,8.356029336269085,0.001,,
68.54,171,160,27379,648,116.30406105,27270,-45.39742872450087,9.379197312725914,0.001,,
65.97,171,160,27445,652,110.82735499,27334,-45.77330059475369,9.088492828256944,0.001,,
63.31,171,160,27509,656,105.21854497999998,27399,-45.10023880004883,5.161591678857803,0.001,,
61.21,171,161,27641,660,100.57214542999998,27471,-44.86877981821696,8.693735485275587,0.001,,
61.03,171,163,27951,664,100.00568560000002,27783,-45.43000120865671,7.28245715091103,0.001,,
,,,28000,,,27891,-44.93006627699908,5.293564607115353,0.001,37.09258855879307,40.6
59.0,170,164,28078,668,95.08973686999998,27952,-46.56185621373794,8.266210149316226,0.001,,
56.92,170,165,28198,672,90.21501203,28072,-45.238837178548174,7.352950383876932,0.001,,
54.98,170,165,28331,676,85.52700045,28197,-45.7769577923943,11.509783225900987,0.001,,
54.14,170,167,28573,680,83.27409806,28442,-46.37809629698057,10.437917087529156,0.001,,
53.37,170,168,28830,684,81.49302581,28675,-45.890693283081056,8.474758254157173,0.001,,
,,,29000,,,28880,-45.32834380013602,14.555310090382894,0.001,133.45826753377915,78.1
52.27,170,170,29059,688,78.74044441,,,,,,
52.25,170,172,29375,692,78.91825621,29199,-46.85970045390882,10.500997210477854,0.001,,
52.26,170,174,29703,696,79.00030955999999,29519,-46.835345570634054,8.974329676972815,0.001,,
,,,30000,,,29866,-47.73669195175171,6.735415218751641,0.001,148.67697021365166,83.7
52.44,170,176,30039,700,79.34178277000002,,,,,,
53.03,170,178,30383,704,80.46166585,30207,-47.811866937681685,12.071634748886371,0.001,,
53.61,170,180,30729,708,81.48732763,30547,-48.22632728923451,10.31488799111227,0.001,,
,,,31000,,,30893,-48.1350923018022,9.90407310041149,0.001,165.74502623081207,91.3
54.26,169,182,31078,712,82.69421629,,,,,,
54.56,169,185,31448,716,83.43721934,31260,-48.65966493256238,9.330218098827244,0.001,,
55.35,170,187,31834,720,84.98547425999999,31643,-49.264127528413816,10.90888400534366,0.001,,
,,,32000,,,31848,-48.80362475359881,7.1115457150671215,0.001,173.7575362920761,95.9
56.75,169,190,32221,724,87.60214157,32037,-49.00190760872581,9.967018225219812,0.001,,
57.53,169,192,32582,728,89.38464931,32397,-49.64033465915256,11.814896161739643,0.001,,
59.88,169,194,32943,732,94.48881844000002,32762,-49.85792550173673,10.440690062262796,0.001,,
,,,33000,,,32849,-49.60460334600404,12.103352801553134,0.001,163.0760609984398,90.4
61.75,169,196,33299,736,98.58439929000001,33117,-50.25234465165572,9.021538927313987,0.001,,
64.3,169,198,33638,740,104.33969766999999,33459,-49.28316059112549,9.871376190656497,0.001,,
66.84,169,200,33986,744,110.11378729999998,33806,-50.63237837086553,8.897972387271922,0.001,,
,,,34000,,,33892,-50.38620110445245,10.21783864082292,0.001,160.97572929263114,90.1
69.78,168,203,34357,748,116.46727617999998,34165,-50.38392656114366,9.992315087999616,0.001,,
73.17,168,205,34762,752,123.38911933,34568,-50.411662101745605,8.283638591949757,0.001,,
,,,35000,,,34873,-50.575528364915115,9.891360937981378,0.001,190.06159638762475,109.4
76.61,168,208,35170,756,130.31738966999998,34977,-50.702684475825386,9.465994125375381,0.001,,
79.69,168,211,35610,760,136.50176936999998,35413,-49.92221171515329,7.088280823378437,0.001,,
,,,36000,,,35845,-50.99407445734197,6.925551210437809,0.001,182.9045643746853,103.1
80.88,168,213,36039,764,138.83302298,,,,,,
83.51,168,215,36429,768,144.82505401,36237,-51.07627349853516,7.8003815495967865,0.001,,
86.9,169,218,36888,772,151.82227176000004,36675,-51.26354512860698,6.8878084125518795,0.001,,
,,,37000,,,36794,-50.95260454813639,8.358845424251395,0.001,199.1786703646183,114.2
90.15,168,221,37346,776,158.67386909,37143,-51.41571058545794,10.920736919462154,0.001,,
91.74,169,223,37747,780,162.39042631,37554,-51.26814921696981,7.585570770815799,0.001,,
,,,38000,,,37846,-51.57409739494324,8.822890727470318,0.001,179.07012383937837,99.6
93.07,168,225,38137,784,165.26945565000003,37943,-51.484877030054726,9.548263335965343,0.001,,
94.65,169,227,38524,788,168.78165879000005,38316,-51.03602981567383,8.572872579782858,0.001,,
95.35,169,229,38910,792,169.81955811,38726,-51.674233300345286,8.27766699166525,0.001,,
,,,39000,,,38904,-51.832687464627355,6.783435295928609,0.001,172.7986746251583,91.8
96.19,169,232,39322,796,171.12050104999997,39102,-51.106839705486685,8.061890233536156,0.001,,
96.58,169,234,39697,800,172.01075203,39501,-51.84826578992478,6.625741001179343,0.001,,
,,,40000,,,39808,-52.16646099090576,8.031892931709686,0.001,181.31735648214817,110.2
97.43,168,237,40126,804,172.95323975000002,39917,-52.086032231648765,8.687709711013584,0.001,,
98.0,168,240,40529,808,173.74332100000004,40347,-51.43784515674297,7.388703362299846,0.001,,
98.18,168,242,40896,812,174.14692464000007,40703,-51.84564930459727,6.662275752295619,0.001,,
,,,41000,,,40802,-52.010135116577146,9.06068111790551,0.001,181.34097868800163,112.9
98.74,167,246,41322,816,174.68749707000003,41126,-51.33395248413086,7.002340422868729,0.001,,
98.88,167,249,41722,820,174.80633089,41530,-51.81285047531128,6.611699752509594,0.001,,
,,,42000,,,41820,-51.91616195678711,6.746287219452135,0.001,169.985567009449,89.8
98.63,166,253,42084,824,174.66200052,41910,-51.1302981906467,6.407720140616099,0.001,,
98.46,166,255,42428,828,174.52700835,42250,-51.67942959329356,6.357582544503004,0.001,,
98.34,166,257,42777,832,174.48292837,42593,-51.902679443359375,6.979023923819092,0.001,,
,,,43000,,,42865,-52.360698943442486,5.684809447603023,0.001,175.34019238352775,96.4
98.5,165,260,43149,836,174.87176241999998,42963,-51.95391946909379,6.578004416154355,0.001,,
98.68,166,261,43506,840,175.31127993,43323,-52.23687015880238,7.5737225765531715,0.001,,
99.15,166,263,43901,844,176.24368254,43705,-51.96402813838078,6.9857469487648745,0.001,,
,,,44000,,,43904,-52.87731209579779,8.27520961491103,0.001,185.0376195669174,100.6
99.19,165,266,44276,848,176.50901573,44091,-52.10122050409732,5.681566945968136,0.001,,
99.06,166,268,44668,852,176.54306041999996,44471,-52.74235275268555,6.966209369130654,0.001,,
,,,45000,,,44885,-53.29372069414924,6.4385567591028305,0.001,175.30215647220612,93.5
99.05,165,271,45075,856,176.78113684,,,,,,
98.49,166,273,45459,860,176.17880434000003,45270,-53.48685867932378,7.3671368753787165,0.001,,
97.87,166,275,45826,864,175.40251691999998,45636,-53.233458823346076,6.414471945454998,0.001,,
,,,46000,,,45849,-53.686017398176524,6.700239577863971,0.001,187.29586087465287,103.6
98.38,165,278,46267,868,176.38449694000002,46067,-53.5579565516058,8.296258175484487,0.001,,
97.82,166,281,46670,872,175.82689854,46482,-54.03002746582031,5.047132549863873,0.001,,
,,,47000,,,46873,-53.59097392742451,6.021743941765565,0.001,181.824494856596,99.2
97.2,165,284,47066,876,175.17252420999998,,,,,,
97.12,165,286,47459,880,175.30144191000002,47265,-54.979982223510746,6.014095734357834,0.001,,
97.39,165,288,47876,884,175.85827233999996,47676,-54.154587538346,7.424783345107194,0.001,,
,,,48000,,,47889,-54.61572128871702,5.853621261142124,0.001,190.7108977138996,107.0
98.03,165,291,48327,888,176.96151401000003,48126,-54.929727613925934,6.648576684824125,0.001,,
98.1,165,293,48720,892,177.42174348999998,48527,-54.440101305643715,7.192667779234267,0.001,,
,,,49000,,,48815,-55.34161783301312,7.39274186600921,0.001,180.56646239757538,98.0
97.87,165,296,49109,896,177.47093503,48915,-54.699171447753905,6.985460147857666,0.001,,
98.17,165,299,49514,900,178.06402094000003,49312,-55.171034954963844,4.265084200717033,0.001,,
97.93,165,301,49919,904,178.31445580000002,49721,-55.261986923217776,8.11368701717641,0.001,,
,,,50000,,,49825,-55.54869923224816,6.730695633934094,0.001,185.31938198804855,99.7
98.3,165,304,50359,908,179.30642739000004,50161,-56.10781471946023,6.207518295124844,0.001,,
98.64,165,306,50760,912,180.03524457,50560,-55.91033869523268,7.2341147133937245,0.001,,
,,,51000,,,50883,-56.13569034848894,8.129413548824006,0.001,198.8701372385025,110.5
98.73,164,310,51195,916,180.74607646,50993,-56.18917534568093,7.428523324836384,0.001,,
99.68,164,314,51690,920,182.31202777000001,51477,-56.19483178853989,6.472676816396415,0.001,,
,,,52000,,,51815,-56.661312966976524,6.545226690904149,0.001,208.59061982035638,117.8
100.44,163,318,52128,924,183.41237336000006,51929,-56.64796802453827,8.237288639210819,0.001,,
101.9,163,321,52618,928,185.61136120000003,52405,-57.062026258827984,5.822418043578881,0.001,,
,,,53000,,,52873,-57.01280010871167,5.015314155029801,0.001,218.6280089557171,124.3
103.15,163,325,53092,932,187.54107858999996,,,,,,
104.03,163,328,53552,936,188.91276127,53343,-57.37581022854509,6.428849030763675,0.001,,
,,,54000,,,53835,-57.99387458275105,8.293649130397373,0.001,213.69305242300032,121.8
105.5,162,331,54056,940,191.05475115000002,,,,,,
106.14,162,334,54515,944,192.10231284999998,54305,-57.96359945933024,5.7259969228555345,0.001,,
,,,55000,,,54786,-58.38677439970129,6.558951747768066,0.001,216.2895646929741,124.1
107.36,162,338,55012,948,193.80898449000003,,,,,,
108.65,162,341,55533,952,195.53007815000004,55313,-58.80426119194656,7.118958881643952,0.001,,
,,,56000,,,55794,-59.558421419377915,6.630637031898164,0.001,214.50830080509186,121.5
109.44,162,345,56019,956,196.60758727,,,,,,
110.51,162,347,56510,960,198.15859687,56286,-59.533238145171616,7.133221384907557,0.001,,
,,,57000,,,56807,-59.63516195496516,8.136001047803395,0.001,230.07496148347855,135.1
112.16,162,351,57042,964,200.40796876999997,,,,,,
112.76,162,354,57543,968,201.2007487,57314,-59.76676807981549,6.700313209577371,0.001,,
,,,58000,,,57833,-60.343250744159405,7.5297283043388195,0.001,215.31569154262542,123.8
113.73,161,358,58043,972,202.55284464,,,,,,
114.38,162,360,58504,976,203.4526766,58297,-60.60115674825815,6.137940736917349,0.001,,
,,,59000,,,58769,-60.683292071024574,8.092326162275205,0.001,231.33969345092774,137.3
115.42,161,364,59001,980,204.86828609,,,,,,
116.13,161,367,59489,984,205.90927726,59290,-61.008041882124104,8.33806592964929,0.001,,
116.35,162,369,59962,988,206.40915398,59737,-61.39598760065043,7.103934772660799,0.001,,
,,,60000,,,59868,-60.99041805845319,6.890945865907742,0.001,202.90899592638016,120.0
