rollout/ep_len_mean,time/time_elapsed,time/episodes,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss,eval/mean_reward,eval/mean_ep_length
116.52,737,764,265.92300954,90391,122,0.001,25.89913305124842,90174,-57.22404622319919,,
,,,,91000,,0.001,23.88298911236702,90730,-56.86952096643582,872.1846315979958,345.9
120.0,743,768,275.9051112099999,91209,122,,,,,,
122.19,748,772,281.11386449,91862,122,0.001,25.584124902199054,91658,-56.92572271412816,,
,,,,92000,,0.001,24.599481612443924,91786,-56.43507242202759,493.45492349863054,207.6
,,,,93000,,0.001,26.767354354951213,92540,-56.536632056375154,1703.210422062874,634.3
135.32,762,776,315.16501845,93616,122,,,,,,
,,,,94000,,0.001,26.976770032246908,93892,-56.54273474843878,782.082034444809,268.8
140.23,772,780,332.33118912,94563,122,0.001,25.926922772381758,94188,-56.399457622218776,,
,,,,95000,,0.001,25.219418841460875,94487,-56.42449835962897,1048.466227710247,447.5
,,,,96000,,0.001,25.728823606916468,95910,-56.22417875017439,228.10326541662215,131.4
150.93,786,784,356.0964041900001,96119,122,,,,,,
,,,,97000,,0.001,26.013206490154925,96708,-55.77100069769497,1558.5175479114055,818.0
162.99,798,788,379.08829892,97784,122,,,,,,
,,,,98000,,0.001,24.8005306490006,97832,-56.35767063017814,270.34134231209754,144.0
165.31,807,792,382.57888799,98471,122,0.001,23.92834692496758,98129,-55.925700348693056,,
,,,,99000,,0.001,23.457288685513316,98766,-56.31768452223911,958.2159327983857,358.1
,,,,100000,,0.001,24.37913586180887,99565,-56.220005922978466,1278.0715436041355,831.3
182.5,825,796,421.05528456,100641,121,,,,,,
,,,,101000,,0.001,23.410362223504293,100842,-56.58011675552583,362.48370920419694,166.8
183.91,834,800,422.3689422500001,101197,121,0.001,24.614252350547098,100985,-56.29756245142977,,
,,,,102000,,0.001,22.86306528162073,101390,-56.42576862783993,1750.4975498914719,824.1
