rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,time/fps,time/total_timesteps,time/time_elapsed,train/critic_loss,train/actor_loss,train/n_updates,train/learning_rate,eval/mean_ep_length,eval/mean_reward
184.77334605999997,468,115.17,199,45924,230,1.493391411284269,-36.10934668072199,45708,0.001,,
,,,,46000,,1.4360503842090737,-36.28489902101714,45824,0.001,115.6,186.7223400950432
185.18004229000002,472,115.28,198,46393,233,1.6446682040670277,-36.3127121244158,46169,0.001,,
185.46247609,476,115.3,198,46860,235,1.7543422334334429,-36.56246776580811,46644,0.001,,
,,,,47000,,1.474181861958952,-36.63686693125758,46877,0.001,117.7,192.53784375190736
185.64968762999996,480,115.29,198,47325,238,1.7708527104467409,-36.35874117835093,47108,0.001,,
186.12990291000003,484,115.48,199,47796,240,1.4526626093912933,-36.60526954521567,47578,0.001,,
,,,,48000,,1.53872185845335,-36.808773881298,47815,0.001,121.7,198.93787393569946
186.74895501,488,115.75,198,48277,242,1.9019826271776425,-36.96189660541082,48061,0.001,,
187.29066002,492,116.02,199,48763,244,1.4358300363260603,-36.92471198430137,48544,0.001,,
,,,,49000,,1.681920211466532,-37.236502753363716,48789,0.001,122.6,200.57134858369827
187.75362367000002,496,116.27,198,49247,247,1.4751668344373288,-37.15647921645851,49025,0.001,,
188.22928820999996,500,116.56,199,49740,249,1.4428051006136917,-36.939085960388184,49518,0.001,,
,,,,50000,,1.61375763786941,-37.27945618710275,49881,0.001,121.3,197.89575894474984
188.90909364000004,504,116.9,199,50225,252,1.7276700691479008,-37.03887250346522,50004,0.001,,
189.68070346000002,508,117.29,199,50718,254,1.4419849153424873,-37.580366728735754,50494,0.001,,
,,,,51000,,1.5110085984071095,-37.20511430104573,50859,0.001,124.1,191.07401854395866
190.48261319999997,512,117.68,199,51209,257,1.5476127247656546,-37.53882525044103,50983,0.001,,
190.70625895,516,118.38,199,51751,259,1.6433178760709555,-37.65661295722513,51511,0.001,,
,,,,52000,,1.5034642170886605,-37.53925838985958,51798,0.001,134.4,192.64666726589203
191.18634187,520,119.31,199,52296,262,1.5031691785111572,-37.542268926447086,52072,0.001,,
191.35842754999993,524,119.92,199,52811,264,1.5188097367210993,-37.504427531408886,52573,0.001,,
,,,,53000,,1.6317459158315004,-37.69559889128714,52842,0.001,128.3,185.87963596582412
191.53762023,528,120.5,199,53334,267,2.106935222943624,-37.762544920950226,53107,0.001,,
191.71629301000002,532,121.12,199,53870,270,1.5883126341634326,-37.42475117577447,53645,0.001,,
,,,,54000,,1.5358531827926636,-37.58041303119962,53770,0.001,134.4,192.39421929717065
192.26075983999996,536,122.05,198,54428,273,1.538352538507881,-37.71901005336216,54195,0.001,,
192.73059933999997,540,122.94,199,54974,275,1.5062551935799688,-37.85269270081451,54739,0.001,,
,,,,55000,,1.6044150515838906,-37.938142383799835,54874,0.001,134.3,192.44067485332488
193.08639024000001,544,123.74,198,55517,279,1.7304951464062306,-37.75409356871648,55282,0.001,,
,,,,56000,,1.4902094621658326,-37.79778102087596,55824,0.001,134.3,192.48675332665442
193.43852939,548,124.55,198,56050,282,,,,,,
193.59713561000004,552,125.27,198,56586,284,1.7938316785372221,-38.062249931922324,56347,0.001,,
,,,,57000,,1.5588683674661377,-37.87087996109672,56897,0.001,134.3,192.47594029307365
193.82854029000006,556,126.06,198,57127,287,,,,,,
193.77562122,560,126.66,198,57654,289,1.6437383939412014,-37.85769837697347,57425,0.001,,
,,,,58000,,1.641022792039824,-37.79782460530599,57803,0.001,128.1,185.57028101682664
193.62966452000003,564,127.1,198,58168,292,1.5626385518482753,-37.98062248229981,57943,0.001,,
193.43059133999998,568,127.53,198,58677,294,1.659237654172173,-38.15527808666229,58453,0.001,,
,,,,59000,,1.78152133368112,-37.880167166392006,58862,0.001,128.1,185.56811357736586
193.84122419000002,572,128.33,198,59226,298,1.6986106773362541,-37.87174763399012,58999,0.001,,
194.51834422,576,128.77,198,59737,300,1.6016930820435051,-38.1136226351299,59511,0.001,,
,,,,60000,,1.849431681536859,-38.27873672977571,59887,0.001,126.4,204.49870953559875
195.16036177,580,129.23,198,60248,303,1.5645063682459295,-38.151149570941925,60015,0.001,,
195.88976649,584,129.68,198,60764,305,1.6940551391153624,-38.45099154385653,60534,0.001,,
,,,,61000,,1.6082666698302932,-38.312078681358926,60795,0.001,127.5,208.8026517152786
196.49979194,588,130.05,198,61282,308,1.5809510432756864,-38.58533923809345,61055,0.001,,
197.07216602000005,592,130.43,198,61806,311,1.5010923576909443,-38.354285841721754,61574,0.001,,
,,,,62000,,1.5427713546537816,-38.95653007969712,61839,0.001,128.2,209.6923579156399
197.5820242,596,130.71,198,62318,314,1.7932120661735536,-38.88140693543449,62094,0.001,,
198.02087736999994,600,130.97,198,62837,316,1.7335844039916992,-38.709545663686896,62606,0.001,,
,,,,63000,,1.7374264565039808,-39.09497952461243,62864,0.001,126.9,208.90236825346946
198.43272982000002,604,131.26,198,63351,319,1.791071581462073,-38.96987872653537,63120,0.001,,
198.54769289,608,131.42,198,63860,321,2.09378967885896,-39.130751170809305,63629,0.001,,
,,,,64000,,1.8555791901268122,-38.983206235445465,63891,0.001,126.6,207.2065403044224
198.90061534,612,131.69,198,64378,324,1.8588650099193778,-39.4142965258974,64150,0.001,,
199.79732986,616,131.75,198,64926,327,2.1670875163902914,-39.59923206158538,64686,0.001,,
,,,,65000,,2.1490069704396384,-39.298417227608816,64826,0.001,140.4,219.71212587952613
200.8135478,620,131.94,198,65490,330,2.213919838538041,-39.81495001509383,65246,0.001,,
195.73024685000001,624,128.41,198,65652,331,1.9298827477863856,-39.94766489664713,65545,0.001,,
188.39552986,628,123.46,198,65680,331,1.8726759467806136,-39.57515080769857,65573,0.001,,
180.91606842999997,632,118.38,198,65708,331,2.105031371116638,-39.07784779866537,65601,0.001,,
173.17289695000002,636,113.08,198,65736,331,2.1684074231556485,-40.445831298828125,65629,0.001,,
165.56857874000005,640,107.9,198,65764,331,2.105924163545881,-39.78450012207031,65657,0.001,,
158.00625716,644,102.75,198,65792,332,2.3082016706466675,-39.70449193318685,65685,0.001,,
150.57187882,648,97.7,198,65820,332,2.4570092133113315,-41.383477528889976,65713,0.001,,
143.09706339000002,652,92.62,198,65848,332,2.5277293920516968,-40.1240234375,65741,0.001,,
135.56045558999998,656,87.49,198,65876,332,2.135591541017805,-39.734354654947914,65769,0.001,,
128.19402097,660,82.5,198,65904,332,2.921419143676758,-40.20908228556315,65797,0.001,,
120.95653585,664,77.64,198,65932,332,2.213129469326564,-40.286614735921226,65825,0.001,,
113.79406600000002,668,72.83,198,65960,332,2.003479140145438,-39.758392333984375,65853,0.001,,
105.96836818999998,672,67.62,198,65988,332,1.8835562467575073,-39.61274337768555,65881,0.001,,
,,,,66000,,1.9580827440534319,-40.15935262044271,65895,0.001,7.0,4.992090481519699
97.8852605,676,62.79,198,66016,333,2.2448099511010304,-40.66171518961588,65909,0.001,,
89.81101629000001,680,57.96,198,66044,333,2.1463229996817454,-40.259710947672524,65937,0.001,,
81.61357536999999,684,53.08,198,66072,333,3.019286632537842,-39.35121154785156,65965,0.001,,
73.38165486000001,688,48.18,198,66100,333,1.805475882121495,-38.769735972086586,65993,0.001,,
65.08682448,692,43.22,198,66128,333,1.7032063603401184,-40.278428395589195,66021,0.001,,
56.91082123,696,38.38,198,66156,333,2.213083267211914,-38.28307088216146,66049,0.001,,
48.65318089,700,33.47,198,66184,333,1.9925617660794939,-40.377421061197914,66077,0.001,,
40.493342850000005,704,28.61,198,66212,333,2.266007661819458,-39.344720204671226,66105,0.001,,
32.47108214,708,23.8,198,66240,334,2.3462760959352766,-38.91650390625,66133,0.001,,
24.23719832,712,18.9,198,66268,334,1.9385444947651453,-38.74701944986979,66161,0.001,,
15.786818740000001,716,13.7,198,66296,334,2.0643676859991893,-39.230429331461586,66189,0.001,,
7.180799950000001,720,8.34,198,66324,334,2.3133064338139127,-39.96027119954427,66217,0.001,,
5.01744343,724,7.0,198,66352,334,1.9408880472183228,-39.998313903808594,66245,0.001,,
5.02588736,728,7.0,198,66380,334,2.067138433456421,-40.469966888427734,66273,0.001,,
5.03812432,732,7.0,198,66408,334,1.7823936598641532,-39.17159779866537,66301,0.001,,
5.04909152,736,7.0,198,66436,334,1.966453995023455,-40.15740458170573,66329,0.001,,
5.06155614,740,7.0,198,66464,335,1.6816507237298148,-40.08788808186849,66357,0.001,,
5.071830510000001,744,7.0,198,66492,335,2.026166762624468,-38.68820444742838,66385,0.001,,
5.085620619999999,748,7.0,198,66520,335,2.238515887941633,-39.62289555867513,66413,0.001,,
5.10470498,752,7.0,198,66548,335,1.752409781728472,-39.31487019856771,66441,0.001,,
5.124182040000001,756,7.0,198,66576,335,1.969350780759539,-38.76988220214844,66469,0.001,,
5.13869464,760,7.0,198,66604,335,2.34533269064767,-40.00891876220703,66497,0.001,,
5.156798399999999,764,7.0,198,66632,335,1.8567025320870536,-40.150567372639976,66525,0.001,,
,,,,67000,,2.983227635822157,-39.721247963283375,66838,0.001,128.9,209.8326569736004
13.993376600000001,768,12.46,198,67206,338,2.580558504881682,-40.23024800998061,66973,0.001,,
20.490721819999997,772,16.35,198,67623,340,2.261158415651697,-40.045412838459015,67476,0.001,,
24.80668741,776,18.94,198,67910,341,2.24756534741475,-40.0581405835274,67771,0.001,,
,,,,68000,,2.095553716023763,-39.86523628234863,67879,0.001,103.0,157.75145429372787
30.21566669,780,22.46,198,68290,343,2.176727628707886,-39.98839227084456,68084,0.001,,
38.72988774,784,28.0,198,68872,346,2.148417328490692,-40.045282106141784,68626,0.001,,
,,,,69000,,2.1977179209663444,-40.31373690252435,68772,0.001,87.1,125.00781418085099
43.51694493,788,31.25,198,69225,348,2.5996972488032446,-39.96337784661187,68982,0.001,,
45.925924239999986,792,32.88,198,69416,349,2.634465217590332,-39.97622871398926,69308,0.001,,
45.992344489999994,796,32.9,198,69446,349,3.3310132196971347,-40.01995086669922,69339,0.001,,
46.05094098000001,800,32.91,198,69475,350,3.7185021468571255,-39.564799308776855,69368,0.001,,
46.10862489,804,32.92,198,69504,350,4.768864103725979,-39.90530776977539,69396,0.001,,
46.1666429,808,32.93,198,69533,350,4.430135816335678,-39.94784736633301,69426,0.001,,
46.2230855,812,32.94,198,69562,350,5.443061351776123,-39.10107612609863,69454,0.001,,
46.307739149999996,816,32.98,198,69594,350,3.2817344665527344,-39.7277135848999,69486,0.001,,
46.421576910000006,820,33.05,198,69629,350,6.313953267203437,-40.889321899414064,69520,0.001,,
48.930870160000005,824,34.85,198,69837,351,5.661482530873972,-40.268476083245076,69699,0.001,,
,,,,70000,,3.0119486302137375,-40.796067237854004,69895,0.001,17.0,16.17220425605774
51.311553749999995,828,36.5,198,70030,352,3.9254124024335075,-41.703397538926865,69912,0.001,,
51.74992911000001,832,36.91,198,70099,352,3.8106258897220386,-40.50364542007446,69981,0.001,,
52.13837716999999,836,37.27,198,70163,353,4.836152970790863,-40.31053638458252,70049,0.001,,
52.56767781999999,840,37.67,198,70231,353,5.496814489364624,-40.98891025119357,70113,0.001,,
53.06018302,844,38.13,198,70305,353,8.79205709695816,-43.898238288031685,70186,0.001,,
53.41006761,848,38.45,198,70365,353,5.806630000472069,-44.67720699310303,70254,0.001,,
53.725713000000006,852,38.73,198,70421,354,8.72456862709739,-43.40843200683594,70309,0.001,,
55.86906725,856,39.94,199,70570,354,7.167886595393336,-45.08055652271617,70384,0.001,,
57.04399555999999,860,40.87,198,70691,355,7.932546781281293,-45.664815266927086,70574,0.001,,
57.683208379999996,864,41.5,198,70782,355,6.799534841820046,-44.9808725629534,70656,0.001,,
49.751792939999994,868,36.85,198,70891,356,3.2279342099239954,-45.40804545084635,70769,0.001,,
,,,,71000,,5.954344655786242,-44.97739274161203,70870,0.001,28.8,27.85678251385689
44.12236796,872,33.79,198,71002,356,,,,,,
45.47854672999999,876,34.87,199,71397,358,4.733662181299896,-44.09917446211273,71250,0.001,,
41.85147497999999,880,33.01,199,71591,359,3.133036029966254,-44.081692286900115,71445,0.001,,
35.70411686999999,884,29.63,199,71835,360,5.131856282552083,-43.65018902402936,71686,0.001,,
,,,,72000,,4.4206471654676625,-44.03499566355059,71868,0.001,62.9,66.75346180200577
33.87473423,888,29.03,199,72128,362,4.70773141063861,-44.410431717381336,71935,0.001,,
36.674529369999995,892,31.54,199,72570,363,4.619890338951541,-44.76287152690272,72314,0.001,,
,,,,73000,,4.954070670737161,-45.021385955810544,72829,0.001,163.8,277.62853628993037
48.63496343,896,38.16,199,73262,367,4.630287157335589,-45.14197188157301,72984,0.001,,
61.25013141999999,900,44.94,199,73969,370,5.397707404409136,-45.80972107973966,73692,0.001,,
,,,,74000,,4.773274437855866,-46.12240895357999,73869,0.001,157.6,286.2576648831367
72.93620752000001,904,51.32,199,74636,374,4.782534942998515,-46.27350819575322,74352,0.001,,
,,,,75000,,5.651475850878091,-47.25983547342235,74893,0.001,134.3,215.5079665839672
