rollout/ep_rew_mean,time/total_timesteps,time/episodes,time/fps,rollout/ep_len_mean,time/time_elapsed,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
14.577585500000001,85,4,2473,21.25,0,,,,,,
12.18054775,129,8,376,16.125,0,0.030241184202688082,37,-0.7569753328959147,0.001,,
10.095588166666667,157,12,267,13.083333333333334,0,0.02985803729721478,65,-0.770250658194224,0.001,,
9.050376125,185,16,225,11.5625,0,0.01960326119193009,93,-0.7657183607419332,0.001,,
8.433431449999997,213,20,200,10.65,1,0.008150997571647167,121,-0.8047012289365133,0.001,,
8.011841291666666,241,24,188,10.041666666666666,1,0.003106497327930161,149,-0.8846797943115234,0.001,,
7.713457678571429,269,28,179,9.607142857142858,1,0.0017736554312120592,177,-0.8865848580996195,0.001,,
7.49109415625,297,32,170,9.28125,1,0.0019121392563517605,205,-0.9084779222806295,0.001,,
7.315978444444446,325,36,165,9.027777777777779,1,0.0020901154660220656,233,-0.9231699705123901,0.001,,
7.17740895,353,40,160,8.825,2,0.00340821424366108,261,-1.0110559066136677,0.001,,
7.064677181818182,381,44,156,8.659090909090908,2,0.0025083618903798716,289,-0.9964970946311951,0.001,,
6.968919770833334,409,48,154,8.520833333333334,2,0.0034551275561430623,317,-1.0401870012283325,0.001,,
6.8893088076923075,437,52,151,8.403846153846153,2,0.006686230123575244,345,-1.0788257122039795,0.001,,
8.670003142857144,513,56,150,9.160714285714286,3,0.03266104839911515,406,-1.536419304934415,0.001,,
10.65660326666667,600,60,143,10.0,4,0.07651909559287808,493,-2.0293931635943325,0.001,,
12.388507890625,687,64,139,10.734375,4,0.11236030642281879,581,-2.411225904117931,0.001,,
13.96372613235294,776,68,136,11.411764705882353,5,0.11608145606111396,669,-2.6583780592138115,0.001,,
15.294682902777778,862,72,134,11.972222222222221,6,0.15404153750701385,755,-3.0766615217382256,0.001,,
16.543034815789472,951,76,132,12.513157894736842,7,0.17410024898973378,844,-3.4557520909742876,0.001,,
,1000,,,,,0.15868276797912337,911,-3.6747832515022973,0.001,22.1,38.8934569478035
17.6719431,1040,80,126,13.0,8,0.13834820823235947,933,-3.8106793490323154,0.001,,
18.737194749999997,1131,84,125,13.464285714285714,8,0.1656550985168327,1023,-4.182184566151012,0.001,,
19.64669946590909,1219,88,124,13.852272727272727,9,0.16947451098398728,1112,-4.418470989574086,0.001,,
20.53373734782609,1310,92,124,14.23913043478261,10,0.17090853870562886,1202,-4.822149833043416,0.001,,
21.252533729166668,1396,96,124,14.541666666666666,11,0.21533913165330887,1289,-5.128492658788508,0.001,,
21.939607990000003,1483,100,123,14.83,12,0.18092806086960164,1376,-5.249553767117587,0.001,,
22.897787280000003,1571,104,123,14.86,12,0.17780937000431798,1464,-5.711914972825483,0.001,,
24.075416960000002,1660,108,123,15.31,13,0.1678761663762006,1552,-5.996890674937855,0.001,,
26.714023210000004,1840,112,125,16.83,14,0.142500251732968,1688,-6.790039589530544,0.001,,
,2000,,,,,0.26313981869154507,1862,-7.2297633665579335,0.001,66.6,97.47205758690833
30.348516520000004,2088,116,120,19.03,17,0.4377384367540027,1928,-7.333186510837439,0.001,,
35.58067801000001,2403,120,121,21.9,19,0.7835143668416106,2231,-8.217841947078705,0.001,,
41.20253125,2707,124,121,24.66,22,0.959812137874819,2538,-9.260147957574754,0.001,,
,3000,,,,,1.0762385059805477,2879,-10.2988007409232,0.001,75.5,145.34021035432815
47.47084863,3040,128,117,27.71,25,,,,,,
53.971985060000016,3384,132,118,30.87,28,1.2997246027685876,3213,-11.561735463696857,0.001,,
60.51535170000001,3727,136,118,34.02,31,1.624354439765908,3557,-12.743204560390739,0.001,,
,4000,,,,,1.8066018746179693,3880,-13.951712963192962,0.001,66.5,124.16076114177704
66.05357428,4029,140,115,36.76,34,,,,,,
72.57838829999999,4372,144,115,39.91,37,1.985745559944663,4201,-14.960612585378248,0.001,,
78.95040288,4713,148,115,43.04,40,2.235035266987113,4543,-16.31854336760765,0.001,,
,5000,,,,,2.591634024592007,4885,-17.322469575064524,0.001,85.4,168.44115206599236
85.46268527000001,5055,152,112,46.18,44,,,,,,
90.31424651000002,5371,156,112,48.58,47,2.433424461939756,5200,-18.48717024159986,0.001,,
95.3835028,5712,160,112,51.12,50,3.0409322685973588,5541,-19.458728524141534,0.001,,
,6000,,,,,2.578262592470923,5885,-20.619935989379883,0.001,85.4,165.36041420698166
100.56387778999999,6056,164,110,53.69,54,,,,,,
105.50697688000002,6394,168,111,56.18,57,3.2132139184895685,6226,-21.609876189120982,0.001,,
110.65001628,6738,172,111,58.76,60,3.506520761306896,6567,-22.542592203894326,0.001,,
,7000,,,,,3.0395153795563896,6910,-23.545208553935208,0.001,85.7,168.6237430870533
115.70889324000001,7080,176,109,61.29,64,,,,,,
120.87255354999999,7425,180,110,63.85,67,3.4171620912330094,7253,-24.589894316917242,0.001,,
125.95351776,7770,184,111,66.39,69,3.872525922087736,7599,-25.492363641428394,0.001,,
,8000,,,,,4.4159101670564604,7857,-25.994207737057707,0.001,85.7,167.8866519331932
131.09609268,8114,188,109,68.95,73,3.5011570495228437,7943,-26.238565134447676,0.001,,
136.15037619999998,8458,192,110,71.48,76,5.520801402801691,8287,-27.242759438448175,0.001,,
141.35028986,8803,196,110,74.07,79,4.118753082530443,8631,-28.093559841777004,0.001,,
,9000,,,,,4.741404851508695,8890,-28.74777594278025,0.001,85.8,167.01315735578538
146.45886535,9145,200,109,76.62,83,4.835497126692817,8974,-29.178481874011812,0.001,,
151.62385668000002,9488,204,110,79.17,86,5.256047232899555,9317,-29.81412053662677,0.001,,
156.72488965,9832,208,110,81.72,89,5.703953196836072,9661,-30.646347711252613,0.001,,
,10000,,,,,4.120058044444683,9833,-30.974291335704716,0.001,84.8,164.02784022688866
160.42159589,10173,212,109,83.33,92,4.204200274102828,10003,-31.2797178540911,0.001,,
163.14805258,10515,216,109,84.27,95,5.344527920554666,10344,-32.21829959958099,0.001,,
164.38059478,10860,220,110,84.57,98,4.854870874521344,10688,-32.746108299077946,0.001,,
,11000,,,,,4.28554591228222,10862,-33.367381139235064,0.001,85.7,167.79832291007042
165.28605219000002,11205,224,109,84.98,102,4.894434274629105,11034,-33.66089430520701,0.001,,
165.53996924999998,11549,228,109,85.09,105,5.031672129797381,11378,-34.319618579953215,0.001,,
165.52937252,11893,232,109,85.09,108,5.898846384397773,11722,-35.151048970776934,0.001,,
158.68973435,11966,236,109,82.39,109,9.462872597906324,11862,-35.492179022894966,0.001,,
,12000,,,,,31.016027859279088,11911,-35.98405838012695,0.001,13.0,2.394853995461017
152.9404403,12026,240,109,79.97,109,44.064197100125824,11924,-36.33192334856306,0.001,,
146.11899226,12098,244,109,77.26,110,19.191071622901493,11995,-36.83636728922526,0.001,,
139.45283194,12170,248,109,74.57,110,10.03642213344574,12067,-36.83198886447482,0.001,,
132.64605311,12242,252,109,71.87,111,5.954550193415748,12139,-37.36107508341471,0.001,,
126.49495393000001,12300,256,109,69.29,112,19.32462215423584,12204,-38.58004633585612,0.001,,
119.89860857000002,12345,260,109,66.33,112,20.376658656380393,12248,-37.715538024902344,0.001,,
113.13371606000001,12413,264,109,63.57,112,14.28124252292845,12310,-38.52479934692383,0.001,,
106.55641938,12485,268,109,60.91,113,18.21998173660702,12382,-38.954974280463325,0.001,,
99.83718415999998,12557,272,110,58.19,114,9.208707054456076,12454,-38.58072365654839,0.001,,
93.18313040000001,12621,276,110,55.41,114,10.73309620221456,12522,-40.24457359313965,0.001,,
86.38834789,12691,280,110,52.66,115,14.105125957065159,12588,-38.28947109646268,0.001,,
79.6512332,12763,284,110,49.93,115,14.336225072542826,12660,-40.08068550957574,0.001,,
72.89579117,12835,288,110,47.21,116,25.17482732401954,12732,-41.214591556125214,0.001,,
66.17339439,12907,292,110,44.49,116,13.401243103875053,12804,-39.867859310574005,0.001,,
59.40512467000001,12979,296,110,41.76,117,20.14162341753642,12876,-41.30602264404297,0.001,,
,13000,,,,,11.30730797847112,12912,-41.363367292616104,0.001,17.9,-1.3939501747488976
52.69699364000001,13051,300,110,39.06,118,12.201749722162882,12948,-41.918792724609375,0.001,,
45.933308430000004,13122,304,110,36.34,118,16.65572452545166,13019,-41.450319078233505,0.001,,
39.19559567,13194,308,110,33.62,119,15.913490043746101,13091,-42.25197304619683,0.001,,
32.55979610000001,13266,312,110,30.93,120,14.15793208281199,13163,-43.274803161621094,0.001,,
25.90079645000001,13338,316,110,28.23,120,10.072953621546427,13235,-41.35447311401367,0.001,,
19.1428439,13409,320,110,25.49,121,13.556345065434774,13306,-42.752685123019745,0.001,,
12.3169905,13483,324,110,22.78,121,11.911601066589355,13379,-42.684913635253906,0.001,,
5.4967859100000025,13556,328,110,20.07,122,12.447010027037727,13453,-43.237358517116974,0.001,,
-1.28901794,13628,332,110,17.35,123,10.339350117577446,13525,-43.47832997639974,0.001,,
-1.28344382,13700,336,110,17.34,123,13.142498903804356,13597,-43.85802290174696,0.001,,
-1.3721222700000002,13771,340,110,17.45,124,9.776737994617886,13668,-43.52890099419488,0.001,,
-1.3664703099999997,13842,344,110,17.44,124,8.404270384046766,13740,-44.29615614149306,0.001,,
-1.36946079,13913,348,110,17.43,125,10.430305733400232,13810,-45.11861038208008,0.001,,
-1.3729487400000002,13985,352,111,17.43,125,7.722277694278294,13882,-45.00828509860568,0.001,,
,14000,,,,,15.678062478701273,13900,-44.07102160983615,0.001,17.9,-1.3780991159379483
-1.41433543,14057,356,110,17.57,126,10.142327653037178,13954,-43.78927315606011,0.001,,
-1.4840664899999998,14129,360,110,17.84,127,11.008848508199057,14026,-44.77556271023221,0.001,,
-1.48282955,14200,364,110,17.87,127,11.507494000827565,14097,-43.443923473358154,0.001,,
-1.47246626,14272,368,111,17.87,128,13.028400897979736,14169,-44.842582278781464,0.001,,
-1.4735146600000002,14344,372,111,17.87,129,14.04489008585612,14241,-45.775972578260635,0.001,,
-1.4947588600000004,14416,376,111,17.95,129,9.662319699923197,14313,-45.07334179348416,0.001,,
-1.4880549899999997,14487,380,111,17.96,130,11.970238049825033,14384,-46.0722647772895,0.001,,
-1.4890401800000004,14559,384,111,17.96,130,22.038086149427627,14456,-44.41781743367513,0.001,,
-1.4832976600000003,14631,388,111,17.96,131,17.502073579364353,14528,-45.96732033623589,0.001,,
-1.47910813,14702,392,111,17.95,132,15.32014144791497,14599,-46.399954901801216,0.001,,
-1.4794174999999998,14774,396,111,17.95,132,10.128864182366264,14671,-47.05034510294596,0.001,,
-1.47386786,14846,400,111,17.95,133,12.640392833285862,14743,-47.94863637288412,0.001,,
-1.47293602,14918,404,111,17.96,133,12.713846034473843,14815,-47.378975762261284,0.001,,
-1.4550299999999998,14989,408,111,17.95,134,17.813893768522476,14886,-46.24011908637153,0.001,,
,15000,,,,,11.344181961483425,14904,-46.825987074110245,0.001,18.0,-1.4722809381783009
-1.4531018599999999,15061,412,111,17.95,135,8.039439042409262,14958,-46.492368910047745,0.001,,
-1.46507985,15133,416,111,17.95,135,14.80721214082506,15030,-46.725498623318146,0.001,,
-1.4738801999999998,15204,420,111,17.95,136,11.133375141355726,15101,-45.992589738633896,0.001,,
-1.48798809,15276,424,111,17.93,137,16.409769852956135,15173,-45.076597425672745,0.001,,
-1.4907555800000003,15348,428,111,17.92,137,13.365190015898811,15245,-46.82334942287869,0.001,,
-1.4974730799999998,15420,432,111,17.92,138,17.947258922788834,15317,-46.027852376302086,0.001,,
-1.5119254599999998,15492,436,111,17.92,138,17.346612413724262,15389,-46.45320129394531,0.001,,
-1.5028747799999997,15562,440,111,17.91,139,12.762457160388722,15460,-46.921038733588325,0.001,,
-1.5079441199999999,15633,444,111,17.91,140,8.826577403966118,15530,-47.35780885484483,0.001,,
-1.51720821,15705,448,111,17.92,140,12.345595439275106,15602,-43.75564702351888,0.001,,
-1.5264844300000002,15777,452,111,17.92,141,9.324154257774353,15674,-45.143899281819664,0.001,,
-1.5290939799999999,15849,456,111,17.92,141,11.440542168087429,15746,-46.77094946967231,0.001,,
-1.5442405300000002,15921,460,111,17.92,142,7.0630720721350775,15818,-46.485160403781464,0.001,,
-1.5650966599999998,15992,464,111,17.92,143,11.634304232067532,15889,-44.450981563991974,0.001,,
,16000,,,,,16.37583903471629,15907,-43.929713779025604,0.001,17.9,-1.6207145981490612
-1.5699494299999999,16063,468,111,17.91,144,6.216234432326423,15960,-44.41735712687174,0.001,,
-1.55817653,16133,472,111,17.89,144,7.900808652242024,16031,-45.75838640001085,0.001,,
-1.55988901,16204,476,111,17.88,145,15.000635941823324,16101,-45.308408949110245,0.001,,
-1.5599131199999996,16275,480,111,17.88,145,10.739517225159538,16172,-43.243553161621094,0.001,,
-1.5618779700000005,16346,484,111,17.87,146,8.371797998746237,16243,-44.66079796685113,0.001,,
-1.57328442,16417,488,111,17.86,147,6.913038730621338,16315,-44.33643680148654,0.001,,
-1.54979847,16486,492,111,17.84,147,13.038698673248291,16384,-45.156271616617836,0.001,,
-1.55161983,16556,496,111,17.82,148,9.032500697506798,16454,-44.70998340182834,0.001,,
-1.5372132499999998,16625,500,111,17.79,148,9.63151332911323,16522,-43.00115203857422,0.001,,
-1.53969281,16696,504,111,17.78,149,11.80562182267507,16593,-45.33661142985026,0.001,,
-1.5508117000000003,16767,508,111,17.78,150,5.468789762920803,16665,-42.473946041531036,0.001,,
-1.54533934,16839,512,111,17.78,150,12.227349903848436,16736,-41.73689185248481,0.001,,
-1.3272040400000003,16878,516,111,17.45,151,14.780404514736599,16785,-42.6168098449707,0.001,,
-1.11396704,16910,520,111,17.06,151,3.7938596606254578,16817,-43.24794292449951,0.001,,
-0.8845583900000001,16942,524,111,16.66,151,16.7916222512722,16849,-46.43166255950928,0.001,,
-0.6552464600000001,16977,528,111,16.29,152,13.006643374760946,16883,-40.28721237182617,0.001,,
,17000,,,,,16.76280870437622,16912,-44.887621307373045,0.001,10.1,3.898686621338129
-0.42970797000000005,17017,532,111,15.97,152,14.480367279052734,16922,-43.70339736938477,0.001,,
-0.21914705999999995,17060,536,111,15.68,152,16.325929594039916,16964,-44.1239990234375,0.001,,
-0.026284260000000073,17104,540,111,15.42,153,8.008537530899048,17008,-43.49054972330729,0.001,,
0.15938855999999993,17153,544,111,15.2,153,15.566633184750875,17054,-39.45797920227051,0.001,,
0.60982578,17228,548,111,15.23,154,10.953230929374694,17124,-47.25789184570313,0.001,,
1.17300768,17301,552,111,15.24,154,17.492193811080035,17196,-47.880389319525825,0.001,,
1.7229812599999996,17375,556,111,15.26,155,16.442234595616657,17271,-51.95347679985894,0.001,,
2.25781385,17450,560,111,15.29,156,17.63102503826744,17347,-51.32732857598199,0.001,,
2.8146973500000003,17533,564,111,15.41,157,25.13353879828202,17423,-51.80074776543511,0.001,,
3.5976159800000005,17631,568,111,15.68,157,18.455762711438265,17518,-53.86192772605202,0.001,,
4.39204556,17726,572,111,15.93,158,21.063721120357513,17623,-54.13029098510742,0.001,,
4.94985282,17805,576,111,16.01,159,22.88943910598755,17697,-52.87734519110786,0.001,,
5.585828770000001,17885,580,111,16.1,160,31.263727132011862,17781,-52.121299266815186,0.001,,
6.1271748200000005,17951,584,111,16.05,160,39.125966021889134,17850,-52.455143737792966,0.001,,
,18000,,,,,29.616695263806513,17901,-53.89820194244385,0.001,15.8,11.239482507109642
6.6685135,18018,588,111,16.01,161,27.892487357644473,17918,-53.88433710734049,0.001,,
7.2307935,18095,592,111,16.09,162,36.33897818689761,17990,-54.60532156626383,0.001,,
7.832391600000001,18179,596,111,16.23,162,26.032918626611885,18072,-54.835649663751774,0.001,,
8.57280407,18276,600,111,16.51,163,30.75467854454404,18164,-54.69829732721502,0.001,,
9.44865156,18393,604,111,16.97,164,33.703029599683035,18274,-55.99590123494466,0.001,,
11.46672428,18556,608,111,17.89,166,33.03048963546753,18436,-55.3892936706543,0.001,,
13.70841889,18780,612,111,19.41,167,31.921691011499476,18630,-55.30601317794235,0.001,,
,19000,,,,,25.69976076772136,18883,-55.31024329893051,0.001,61.4,57.16798622608185
15.93510142,19028,616,111,21.5,170,,,,,,
17.83766433,19250,620,111,23.4,172,29.75694947946267,19116,-55.48218905541204,0.001,,
19.749037559999998,19476,624,111,25.34,174,17.53936047024197,19286,-55.267504828316824,0.001,,
24.63761101,19859,628,111,28.82,178,24.179999042959775,19716,-54.50687335087703,0.001,,
,20000,,,,,21.797983221287996,19880,-54.7977316514501,0.001,35.5,62.72750369310379
29.513850719999997,20132,632,111,31.15,180,21.13212141364512,20015,-53.35510744367327,0.001,,
32.032594509999996,20307,636,111,32.47,182,16.165013979066092,20180,-53.47619812576859,0.001,,
35.49097407,20514,640,111,34.1,184,21.645665483041242,20396,-54.76887182755904,0.001,,
41.793278869999995,20852,644,111,36.99,186,26.042226825097593,20669,-54.09295521950235,0.001,,
,21000,,,,,27.493455674913193,20857,-54.19982486300998,0.001,106.7,204.73982884287835
51.96049018000001,21506,648,111,42.78,193,25.589249383772316,21317,-55.999718096003186,0.001,,
59.568769749999994,21946,652,111,46.45,197,24.915186765058984,21764,-57.62430421361383,0.001,,
,22000,,,,,29.73909848498315,21861,-57.73388441403707,0.001,96.6,197.55664011240006
64.06942513,22219,656,110,48.44,201,25.583104105279,22099,-57.844458694458005,0.001,,
71.39873373,22612,660,110,51.62,204,22.910548448562622,22422,-59.55735228782476,0.001,,
77.54927269000001,22936,664,110,54.03,207,24.426978367567063,22771,-59.16815176010132,0.001,,
,23000,,,,,24.55681580901146,22851,-59.1897668838501,0.001,78.2,158.42522378563882
83.19867411,23250,668,110,56.19,210,27.929080250935677,23087,-59.980108114389274,0.001,,
88.79787666,23563,672,110,58.37,213,21.664780449557615,23399,-60.64798927307129,0.001,,
94.93062458,23882,676,110,60.77,216,25.600123031229913,23719,-60.38492828760392,0.001,,
,24000,,,,,27.664385879039763,23877,-60.511431980133054,0.001,80.5,164.55373215079308
100.97016191,24213,680,110,63.28,219,21.242133817076684,24039,-59.9097225189209,0.001,,
106.80390255000003,24549,684,110,65.98,222,23.830273535059785,24384,-60.66073365644975,0.001,,
112.75356522,24885,688,110,68.67,225,23.450509250164032,24717,-59.977078151702884,0.001,,
,25000,,,,,22.657437873792045,24879,-61.7276735550318,0.001,85.8,163.99112638235093
118.62111542000001,25212,692,109,71.17,229,25.196400596434813,25046,-60.56112280346098,0.001,,
126.72221221,25665,696,110,74.86,232,24.077406152672722,25420,-60.9219499761408,0.001,,
,26000,,,,,23.693763628238585,25794,-61.48409055894421,0.001,203.9,323.8288751065731
136.33840404,26249,700,109,79.73,240,23.260246366613053,25964,-61.57394593182732,0.001,,
144.88210394,26814,704,109,84.21,245,21.58122677738602,26587,-61.70462654732369,0.001,,
,27000,,,,,24.45038254611142,26872,-62.77074019114176,0.001,132.9,232.91811560988427
152.46693726,27397,708,108,88.41,252,19.651417144889994,27223,-62.46588052552322,0.001,,
160.83975046,27977,712,108,91.97,256,23.697990319003228,27742,-62.85849778548531,0.001,,
,28000,,,,,22.79448752085368,27892,-63.29585922241211,0.001,173.3,299.2265187561512
167.24260437,28508,716,108,94.8,263,25.060466530743767,28275,-64.00856090727306,0.001,,
,29000,,,,,24.17703288793564,28870,-65.86942655899945,0.001,127.7,235.19026802182196
175.75114911,29097,720,107,98.47,270,,,,,,
182.45246625000004,29670,724,107,101.94,274,24.935828533879032,29425,-66.31195449829102,0.001,,
,30000,,,,,25.03988878293471,29806,-67.40371270613237,0.001,205.5,320.67688670158384
188.38800894000005,30437,728,107,105.78,282,23.52267484541063,29960,-67.64216564228008,0.001,,
185.90042952,30783,732,107,106.51,287,28.676234815178848,30596,-68.76312646633241,0.001,,
,31000,,,,,25.038433907395703,30879,-70.7066650390625,0.001,49.8,28.528143897652626
184.91937125000007,31013,736,106,107.06,290,,,,,,
183.45433566,31253,740,106,107.39,292,30.66472653242258,31111,-69.85909344599797,0.001,,
178.55652939000004,31457,744,106,106.05,294,29.797138360830452,31329,-69.96579067523663,0.001,,
169.11862059000006,31632,748,106,101.26,296,41.8718018098311,31509,-69.40177798271179,0.001,,
161.94599607,31832,752,106,98.86,298,43.30901856692332,31703,-70.76888451209435,0.001,,
,32000,,,,,36.16586712996165,31883,-70.57998847961426,0.001,45.7,15.91474740311969
157.70512672,32019,756,106,98.0,300,,,,,,
152.14261725,32368,760,106,97.56,303,42.54644697904587,32234,-70.4116579691569,0.001,,
146.30123321,32552,764,106,96.16,304,38.8495687816454,32419,-70.1626331495202,0.001,,
140.77345918,32722,768,106,94.72,306,29.239400130731088,32598,-70.40898556179471,0.001,,
,33000,,,,,38.18677001840928,32756,-71.40962346394856,0.001,175.5,310.7427857160568
141.08957108,33205,772,106,96.42,312,35.238643341798046,33082,-73.01566525972807,0.001,,
140.26080879999998,33596,776,106,97.14,315,42.08640400381649,33355,-73.73076847621373,0.001,,
135.16115477000002,33744,780,106,95.31,317,30.084872603416443,33627,-75.27192497253418,0.001,,
130.16692821000004,33874,784,106,93.25,318,71.07295176562141,33753,-75.24485374899471,0.001,,
,34000,,,,,47.79248232000015,33823,-75.49225122788373,0.001,942.2,935.4608292460441
,35000,,,,,44.43550200523085,34137,-76.12387653520912,0.001,790.4,860.0327439591289
143.16424038000002,35564,788,100,106.79,353,43.763103140354154,35137,-79.32264236450196,0.001,,
,36000,,,,,50.84575286884949,35866,-83.09614397815822,0.001,293.1,475.7183961354196
152.76943812000002,36828,792,100,116.16,367,46.890114905265385,36392,-85.66179341017597,0.001,,
,37000,,,,,46.09671559564748,36743,-86.48923134940011,0.001,204.2,418.21164656877517
158.36930858000002,37536,796,99,118.71,377,53.727007417793736,37325,-89.82707186779344,0.001,,
,38000,,,,,56.30226684411367,37805,-92.04660784403482,0.001,165.5,344.3630898356438
157.85337063,38060,800,99,118.11,383,,,,,,
156.33806087000002,38541,804,99,117.27,387,58.59218878973098,38355,-95.66997237432571,0.001,,
,39000,,,,,59.32807788848877,38854,-97.00724889581853,0.001,207.0,391.01985589265826
157.47919697,39150,808,99,117.53,393,,,,,,
157.87334037,39685,812,99,117.08,399,59.91395560797159,39574,-99.24920822738054,0.001,,
,40000,,,,,56.331566310319744,39883,-101.94123891194661,0.001,129.8,301.5569490969181
157.39978593,40083,816,99,115.75,403,,,,,,
158.89534412000003,40592,820,99,114.95,408,49.78492738229257,40370,-103.71323147942039,0.001,,
,41000,,,,,56.62180036398081,40903,-105.14743006779598,0.001,130.0,310.7024634122848
162.52828693,41117,824,99,114.47,414,,,,,,
163.90737444,41629,828,99,111.92,418,63.614171923571874,41410,-107.56450445001775,0.001,,
,42000,,,,,48.80738609794557,41806,-109.90628981590271,0.001,80.3,178.75602341294288
171.81725644,42077,832,99,112.94,423,65.51929930767982,41959,-109.60870381405479,0.001,,
180.37665925,42530,836,99,115.17,426,71.00110160327348,42312,-109.97675126598728,0.001,,
187.81221840999999,42935,840,99,116.82,429,40.7443363070488,42727,-115.19976854324341,0.001,,
,43000,,,,,62.6697532191421,42883,-113.90604734420776,0.001,32.6,49.68714186549187
188.24125647999995,43064,844,99,116.07,431,71.38498576994866,42946,-114.7340726852417,0.001,,
191.85578585,43298,848,99,116.66,433,86.84965100884438,43178,-117.57883310317993,0.001,,
200.57704617,43706,852,99,118.74,437,87.81623723357916,43584,-117.39040791988373,0.001,,
204.73795263000002,43946,856,100,119.27,438,111.4705860808089,43737,-118.75006569756403,0.001,,
,44000,,,,,87.73217898030435,43861,-119.10539024106917,0.001,127.7,314.15904054641726
214.74821181,44443,860,100,120.75,444,98.52564504578358,44242,-119.5408296585083,0.001,,
225.63261450000002,44927,864,100,123.75,448,85.3104688707462,44719,-121.34873275756836,0.001,,
,45000,,,,,67.65164811824395,44842,-121.91801760273594,0.001,124.2,304.6448638916016
236.79200206999994,45417,868,100,126.95,453,104.8994949499766,45208,-123.24860305786133,0.001,,
241.70816875999998,45895,872,100,126.9,457,91.38203687904294,45693,-124.78754704793295,0.001,,
,46000,,,,,95.066192871485,45810,-125.5436737577794,0.001,118.8,284.411060410738
246.94987833,46362,876,100,127.66,463,81.30157208650009,46159,-126.35656417043586,0.001,,
257.28326458,46855,880,100,131.11,467,89.8332012548285,46648,-127.48631700418763,0.001,,
,47000,,,,,83.91052339036585,46888,-127.80160794015659,0.001,121.0,290.841120249033
267.68946607,47342,884,100,134.68,472,73.87319165743314,47140,-128.89897179236777,0.001,,
259.90653757,47830,888,100,122.66,476,75.28475401886797,47622,-129.76376530162077,0.001,,
,48000,,,,,91.75809206042373,47859,-131.65356779935067,0.001,124.1,289.682717192173
255.35040732000002,48313,892,100,114.85,482,101.14789419659114,48102,-130.69829585188526,0.001,,
