time/fps,time/episodes,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/critic_loss,train/learning_rate,train/n_updates,train/actor_loss,eval/mean_reward,eval/mean_ep_length
2629,4,121,40.2772425,30.25,0,,,,,,
436,8,149,23.110426,18.625,0,0.043857312096016746,0.001,52,-1.553043395280838,,
349,12,177,17.37584325,14.75,0,0.03478627013308661,0.001,80,-1.5738988816738129,,
299,16,205,14.4975090625,12.8125,0,0.03995513144348349,0.001,108,-1.6102609932422638,,
264,20,233,12.77477,11.65,0,0.041898242330976894,0.001,136,-1.6153248250484467,,
248,24,261,11.631053958333334,10.875,1,0.0376531540283135,0.001,164,-1.66166752576828,,
239,28,334,14.32887267857143,11.928571428571429,1,0.05749510244830795,0.001,222,-1.9520740409692128,,
218,32,424,17.4759508125,13.25,1,0.06362273033870303,0.001,313,-2.421430544419722,,
208,36,512,19.84387561111111,14.222222222222221,2,0.0908716105940667,0.001,400,-2.868935454975475,,
200,40,600,21.724428750000005,15.0,2,0.1454050586643544,0.001,488,-3.192759643901478,,
197,44,686,23.20007381818182,15.590909090909092,3,0.16047134910794822,0.001,574,-3.5454461574554443,,
193,48,774,24.490948354166665,16.125,3,0.1905961741100658,0.001,662,-3.9032482450658623,,
191,52,861,25.567971307692307,16.557692307692307,4,0.17100349796766584,0.001,749,-4.257036859338934,,
189,56,947,26.453211267857142,16.910714285714285,5,0.20946660434657877,0.001,835,-4.56554464860396,,
,,1000,,,,0.1839325058866631,0.001,900,-4.8895603093233975,38.89347143173218,22.1
182,60,1036,27.29196046666667,17.266666666666666,5,0.16841792380032333,0.001,923,-4.879194433038885,,
179,64,1125,28.01996971875,17.578125,6,0.18766356777885687,0.001,1013,-5.160014976154674,,
178,68,1221,28.823606485294118,17.955882352941178,6,0.17748453146354717,0.001,1102,-5.826795014468106,,
175,72,1259,27.40840888888889,17.48611111111111,7,0.29587991908192635,0.001,1155,-6.23433244228363,,
175,76,1329,25.89029071052632,17.486842105263158,7,0.5136060665051142,0.001,1221,-6.48979049258762,,
174,80,1401,24.527608637500002,17.5125,8,0.7502901951471964,0.001,1293,-7.129216776953803,,
173,84,1473,23.29096019047619,17.535714285714285,8,0.8602859410974715,0.001,1365,-7.474778016408284,,
172,88,1543,22.183343261363635,17.53409090909091,8,0.7144434874256452,0.001,1435,-7.419553279876709,,
172,92,1614,21.17082875,17.543478260869566,9,1.199218761589792,0.001,1506,-7.726604514651829,,
171,96,1686,20.226661822916665,17.5625,9,1.0339123507340748,0.001,1578,-7.9385061793857155,,
170,100,1758,19.356120569999998,17.58,10,0.9575123203297456,0.001,1650,-8.196161376105415,,
169,104,1829,17.690528519999997,17.08,10,0.9101631623857162,0.001,1721,-8.38075065612793,,
168,108,1901,17.39812131,17.52,11,1.196180123421881,0.001,1793,-8.344545523325602,,
167,112,1971,17.119168509999998,17.94,11,1.459881346891908,0.001,1864,-8.591110759311253,,
,,2000,,,,1.461805158191257,0.001,1899,-8.427385542127821,-1.3146810349076987,17.9
165,116,2042,16.82454968,18.37,12,1.266878828406334,0.001,1934,-8.512777964274088,,
165,120,2113,16.530099370000002,18.8,12,1.765756813918843,0.001,2005,-8.922140836715698,,
164,124,2185,16.232831799999996,19.24,13,1.4643106046650145,0.001,2077,-8.808969550662571,,
163,128,2256,14.958353839999997,19.22,13,1.1997170216507382,0.001,2148,-8.789999749925402,,
162,132,2327,13.327366499999998,19.03,14,1.3232086780998442,0.001,2220,-8.695601675245497,,
162,136,2398,11.716079520000001,18.86,14,1.6608068529102538,0.001,2290,-8.898780822753906,,
162,140,2470,10.10568938,18.7,15,2.234489483965768,0.001,2362,-8.897422896491157,,
162,144,2542,8.53676574,18.56,15,1.832465069161521,0.001,2434,-9.052668359544542,,
162,148,2613,6.93674462,18.39,16,1.7589069061419542,0.001,2505,-9.26396381855011,,
162,152,2684,5.341935329999999,18.23,16,2.3991432703203626,0.001,2576,-9.448840353224012,,
161,156,2756,3.7696833100000005,18.09,17,2.7902645998530917,0.001,2648,-8.79616822136773,,
161,160,2828,2.15574617,17.92,17,2.140798658132553,0.001,2720,-8.845166736178928,,
