time/fps,time/episodes,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/critic_loss,train/learning_rate,train/n_updates,train/actor_loss,eval/mean_reward,eval/mean_ep_length
2316,4,96,13.02575275,24.0,0,,,,,,
137,8,181,23.53482225,22.625,1,0.010822770631183748,0.001,64,-1.1596158345540364,,
130,12,270,28.783835833333338,22.5,2,0.029665219301188536,0.001,152,-1.6925189386714588,,
125,16,359,31.37441775,22.4375,2,0.04354086941616102,0.001,241,-2.121069984002547,,
119,20,448,32.9267097,22.4,3,0.07138783768143343,0.001,330,-2.5028135180473328,,
116,24,536,33.89662058333334,22.333333333333332,4,0.08886687542227181,0.001,418,-2.90716045553034,,
119,28,653,36.58004439285715,23.321428571428573,5,0.11008048209954392,0.001,507,-3.325590415434404,,
112,32,681,32.74186359375,21.28125,6,0.14202475334916795,0.001,578,-3.616766095161438,,
112,36,709,29.76339483333333,19.694444444444443,6,0.1395398240004267,0.001,606,-3.6021728515625,,
111,40,737,27.378828625,18.425,6,0.22510712913104466,0.001,634,-3.868703067302704,,
112,44,765,25.426844727272726,17.386363636363637,6,0.13187980758292334,0.001,662,-3.726564645767212,,
112,48,793,23.80198627083333,16.520833333333332,7,0.20568456607205526,0.001,690,-3.740426182746887,,
112,52,821,22.42665278846153,15.788461538461538,7,0.21968339809349605,0.001,718,-3.895361363887787,,
112,56,849,21.24751925,15.160714285714286,7,0.19860264446054185,0.001,746,-3.906404137611389,,
112,60,877,20.228843233333333,14.616666666666667,7,0.30569782853126526,0.001,774,-3.996838629245758,,
113,64,905,19.334267484375,14.140625,7,0.2806650166000639,0.001,802,-4.064998507499695,,
113,68,933,18.544230602941177,13.720588235294118,8,0.33889347314834595,0.001,830,-3.7976878881454468,,
113,72,961,17.845069319444445,13.347222222222221,8,0.2842083232743399,0.001,858,-4.014474928379059,,
113,76,989,17.21643956578947,13.013157894736842,8,0.30603565382105963,0.001,886,-3.9534571766853333,,
,,1000,,,,0.33656846625464304,0.001,900,-4.043251931667328,5.922591572999954,7.0
112,80,1017,16.652008875,12.7125,9,0.1894560530781746,0.001,914,-4.064054071903229,,
111,84,1045,16.139608321428575,12.44047619047619,9,0.3556454990591322,0.001,942,-3.986889123916626,,
113,88,1105,16.45634331818182,12.556818181818182,9,0.4130236015401103,0.001,987,-4.197710925882513,,
116,92,1233,18.182568902173912,13.402173913043478,10,0.7690519306220507,0.001,1093,-4.772828177401894,,
115,96,1357,19.66280184375,14.135416666666666,11,0.671255578165469,0.001,1239,-5.519446589730003,,
116,100,1446,20.4430259,14.46,12,0.7053836773742329,0.001,1327,-5.97393308986317,,
116,104,1535,21.481611879999996,14.39,13,0.9169573418118737,0.001,1417,-6.2880671674555,,
117,108,1635,21.879399579999998,14.54,13,0.9215788028456948,0.001,1504,-6.661379120566628,,
117,112,1746,22.26274535,14.76,14,0.9579106809740717,0.001,1627,-7.113844438032671,,
116,116,1866,22.834466250000002,15.07,16,0.9135322780771689,0.001,1747,-7.583161917599765,,
,,2000,,,,1.146061111241579,0.001,1839,-7.9923564195632935,165.29440774917603,85.3
113,120,2021,24.16306815,15.73,17,,,,,,
111,124,2121,24.403181720000003,15.85,19,0.9126545018874682,0.001,2002,-8.548559262202335,,
111,128,2234,24.310798270000006,15.81,19,1.1937226663033167,0.001,2110,-9.076902389526367,,
115,132,2578,30.75147536,18.97,22,1.665828226284049,0.001,2398,-10.13745962489735,,
116,136,2919,37.09180264,22.1,25,1.78198334678661,0.001,2741,-11.637845837792685,,
,,3000,,,,2.1965741297093833,0.001,2823,-11.858244430728075,165.72836384773254,85.5
112,140,3262,43.474343229999995,25.25,28,2.525207900030668,0.001,3082,-12.890590689903082,,
113,144,3604,49.83571022,28.39,31,2.357734265781584,0.001,3424,-14.171438307989211,,
114,148,3945,56.21322073,31.52,34,3.032994417155661,0.001,3763,-15.61304620417153,,
,,4000,,,,2.95235068437665,0.001,3849,-15.830320890559706,165.33074728250503,85.6
112,152,4286,62.56160366,34.65,37,2.8923700965684036,0.001,4105,-16.765821589980014,,
113,156,4630,69.02361608000001,37.81,40,2.83305147498153,0.001,4447,-18.155688263649164,,
114,160,4974,75.42413668,40.97,43,2.9058214830256057,0.001,4791,-19.262233955915583,,
,,5000,,,,2.9765936745994392,0.001,4878,-19.626255642284047,165.67624539136887,85.6
111,164,5314,81.73809200000001,44.09,47,3.091439110109176,0.001,5131,-20.357480781022893,,
112,168,5656,88.13417946999999,47.23,50,3.8389158664747725,0.001,5475,-21.368674655293308,,
113,172,5997,94.47081759999999,50.36,53,3.4512144653570083,0.001,5816,-22.39853509267171,,
,,6000,,,,3.558745290251339,0.001,5901,-22.418087051028298,165.80957734584808,85.6
111,176,6343,100.92725591999996,53.54,56,3.4855129143287398,0.001,6160,-23.03652741692283,,
112,180,6688,107.35635457000001,56.71,59,3.768812982873483,0.001,6507,-24.15499986301769,,
,,7000,,,,4.403605639249429,0.001,6853,-25.014325208442155,165.9044362604618,85.7
110,184,7036,113.85861098000001,59.91,63,,,,,,
111,188,7383,119.67985707999998,62.78,66,4.636819767397504,0.001,7200,-25.792000570962596,,
111,192,7725,124.07934406,64.92,69,4.704887797435124,0.001,7541,-26.686806905837287,,
,,8000,,,,5.407535647237023,0.001,7890,-27.19153630456259,168.55618771314622,86.2
111,196,8072,128.69415951000002,67.15,72,,,,,,
112,200,8416,133.84660187,69.7,75,5.712585083273954,0.001,8232,-27.947049917176713,,
111,204,8764,139.06888309,72.29,78,4.599784567952156,0.001,8581,-28.79865941134366,,
,,9000,,,,5.030310745800243,0.001,8841,-29.261152449108305,167.68111057281493,86.0
111,208,9107,143.99293175000003,74.72,81,4.407099837348575,0.001,8925,-29.291060583932058,,
112,212,9453,148.80861269,77.07,83,5.121260193457086,0.001,9270,-29.88392820812407,,
113,216,9798,153.42110909999997,79.32,86,4.832078065384518,0.001,9619,-30.59468733180653,,
,,10000,,,,6.1095399643693655,0.001,9874,-30.686048098972865,171.85047081708908,86.8
112,220,10141,157.25588594,81.2,89,4.867035519375521,0.001,9959,-31.134894461858842,,
113,224,10491,162.34579528,83.7,92,5.309127548878843,0.001,10309,-31.51698350906372,,
113,228,10839,167.15959708999998,86.05,95,5.504194991155104,0.001,10656,-32.15842749855735,,
,,11000,,,,6.41887079421864,0.001,10829,-32.2201191214628,170.46086972355843,86.5
113,232,11180,167.13686599999997,86.02,98,5.609843990137411,0.001,11000,-32.33881067675213,,
113,236,11530,167.4320578,86.11,101,5.529937272848085,0.001,11346,-33.08746976630632,,
113,240,11873,167.52096884,86.11,104,5.719529503934524,0.001,11694,-33.43763910337936,,
,,12000,,,,4.537790698083964,0.001,11865,-33.99833562157371,168.48273716568946,86.1
113,244,12223,167.80003687,86.19,107,4.990488942373883,0.001,12040,-34.257776433771305,,
113,248,12571,168.02930004,86.26,110,4.858839180277682,0.001,12387,-34.43405191288438,,
114,252,12918,168.22907836,86.32,113,6.008840821006081,0.001,12734,-34.83887906508012,,
,,13000,,,,6.901488736271858,0.001,12822,-35.20376322486184,170.50962901711463,86.3
113,256,13265,168.32632177,86.35,116,5.223283844835618,0.001,13083,-35.2382382892427,,
113,260,13614,168.55220971999998,86.4,119,5.923819225409935,0.001,13431,-35.63063386429188,,
114,264,13964,168.90495632,86.5,122,5.903420361605558,0.001,13780,-36.03507579456676,,
,,14000,,,,4.742750032381578,0.001,13868,-36.41337628798051,170.51529095172882,86.6
113,268,14312,169.08064623999996,86.56,126,4.882732773649281,0.001,14130,-36.51418529857289,,
113,272,14662,169.45993289,86.65,128,4.599757069891149,0.001,14480,-36.79121537642045,,
,,15000,,,,5.77857723406383,0.001,14824,-37.2819752466111,169.44406745433807,86.4
113,276,15008,169.56876140999998,86.65,132,,,,,,
113,280,15353,169.70145702999994,86.65,135,5.480209028998087,0.001,15172,-37.882396964139716,,
113,284,15699,169.81839366,86.63,138,4.435324572968757,0.001,15517,-37.79825583169627,,
,,16000,,,,5.904196815435276,0.001,15864,-38.441463293031205,172.07281539440154,86.6
113,288,16046,169.91368226999995,86.63,141,,,,,,
113,292,16393,170.10722042999998,86.68,144,4.251242561773821,0.001,16212,-38.82245566628196,,
113,296,16740,170.19596974999996,86.68,147,5.479615873911164,0.001,16560,-38.89741004597057,,
,,17000,,,,5.6924862848086795,0.001,16818,-39.006610350175336,173.44532692432404,86.9
113,300,17087,170.31136234000002,86.71,151,4.9288886549860935,0.001,16904,-39.56349998296693,,
113,304,17437,170.44575737,86.73,153,4.21805987217847,0.001,17253,-39.33101626804897,,
113,308,17784,170.57579092,86.77,156,4.0063062130018725,0.001,17602,-39.51233655352925,,
,,18000,,,,5.959565197720247,0.001,17858,-40.356093828068225,171.59013497829437,86.8
113,312,18129,170.66187682999995,86.76,160,3.9434034317389304,0.001,17945,-40.310776466547054,,
113,316,18477,170.84118507,86.79,163,5.005397847329063,0.001,18294,-40.744353381070226,,
113,320,18825,171.03545074000002,86.84,165,4.281993517930481,0.001,18642,-40.61858515305953,,
,,19000,,,,4.790629433489394,0.001,18903,-40.91216943430346,170.2605001747608,86.2
112,324,19172,171.09440582000002,86.81,169,5.3989787485407685,0.001,18990,-40.427580920132726,,
113,328,19522,171.16991793999998,86.83,172,5.075162757526744,0.001,19338,-41.387891422618516,,
113,332,19869,171.37364139,86.89,175,4.560189459811557,0.001,19689,-41.712561173872515,,
,,20000,,,,4.91887044635686,0.001,19861,-41.69466937672008,170.29664795398713,86.3
112,336,20217,171.35274435999997,86.87,179,6.2913443405519835,0.001,20036,-41.368414011868566,,
112,340,20563,171.40605467999998,86.9,182,4.6936685165693595,0.001,20383,-41.829438586567726,,
112,344,20913,171.42004478999996,86.9,185,5.008548128193822,0.001,20730,-42.310705791820176,,
,,21000,,,,5.68337020593531,0.001,20902,-42.10643023113872,170.34774364233016,86.4
