rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/episodes,time/total_timesteps,time/time_elapsed,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss,eval/mean_reward,eval/mean_ep_length
13.0,11.245141,3108,4,52,0,,,,,,
30.0,27.314048375,362,8,240,0,0.001,0.05070814106343392,119,-1.0870753870172016,,
27.416666666666668,31.191013500000007,309,12,329,1,0.001,0.027334480461749164,207,-1.7745447700673884,,
26.125,33.1360750625,283,16,418,1,0.001,0.05852539049969478,297,-2.1900571042841133,,
25.9,32.81534195,273,20,518,1,0.001,0.06006931213904982,387,-2.719098676334728,,
30.291666666666668,37.52848533333333,251,24,727,2,0.001,0.1296983477861985,605,-3.0781455039978027,,
29.107142857142858,37.673370285714284,242,28,815,3,0.001,0.19561664319851182,695,-3.434701442718506,,
28.25,37.810715968749996,234,32,904,3,0.001,0.1652550771832466,783,-3.834680752320723,,
27.52777777777778,37.81836702777777,230,36,991,4,0.001,0.16330640341924585,871,-4.163502498106523,,
,,,,1000,,0.001,0.1896659183715071,892,-4.262291951612993,38.37428895235062,22.0
27.0,37.919923575,217,40,1080,4,0.001,0.22398140346226486,959,-4.511500792069868,,
26.568181818181817,38.01831586363637,215,44,1169,5,0.001,0.1666172567916953,1048,-4.879302620887756,,
26.229166666666668,38.11464466666666,214,48,1259,5,0.001,0.27477058897847717,1138,-5.20307715733846,,
25.923076923076923,38.17525669230769,213,52,1348,6,0.001,0.1984439126175383,1228,-5.622231205304463,,
25.678571428571427,38.250772625,213,56,1438,6,0.001,0.3161294348537922,1316,-5.905225970528343,,
25.433333333333334,38.26437965000001,212,60,1526,7,0.001,0.20576124672185292,1405,-6.183197324926203,,
25.203125,38.259602625,211,64,1613,7,0.001,0.22852424836971544,1492,-6.483806393363259,,
25.044117647058822,38.32381763235294,211,68,1703,8,0.001,0.20391884276812727,1582,-6.894730221141469,,
24.86111111111111,38.32025254166667,210,72,1790,8,0.001,0.3207927207861628,1669,-7.17215051651001,,
