time/fps,time/episodes,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/critic_loss,train/learning_rate,train/n_updates,train/actor_loss,eval/mean_ep_length,eval/mean_reward
215,104,9.00462924,4,8.56,924,0.16078566573560238,0.001,808,-2.731755408373746,,
,,,,,1000,0.14285299520600925,0.001,898,-3.0694183869795366,22.1,38.89345097541809
206,108,10.299909130000001,4,9.02,1015,,,,,,
204,112,11.644178420000001,5,9.64,1105,0.26625824946424237,0.001,989,-3.5044876011935147,,
202,116,12.67604352,5,10.48,1217,0.35332286038569044,0.001,1105,-4.08093295778547,,
202,120,12.52556884,6,11.17,1314,0.27240700605842805,0.001,1202,-4.1089704566531715,,
201,124,12.32030555,6,11.73,1398,0.38570888837178546,0.001,1286,-4.141979959275988,,
202,128,12.886939039999998,7,12.34,1487,0.4032732747171236,0.001,1371,-4.4463114521720195,,
201,132,14.17137597,7,12.93,1574,0.7687352719632062,0.001,1458,-4.5923239101063125,,
200,136,15.492525230000002,8,13.54,1663,0.6827883396459662,0.001,1547,-5.162272713401101,,
199,140,16.79293715,8,14.14,1751,0.6075001564763841,0.001,1634,-5.2322634783658115,,
197,144,18.124515400000003,9,14.76,1841,0.5682610325191332,0.001,1725,-5.513929063623602,,
196,148,19.424025089999997,9,15.36,1929,0.46657767180692067,0.001,1813,-5.750637748024681,,
,,,,,2000,0.3760871227298464,0.001,1900,-6.346636728806929,22.2,38.80425847768784
194,152,20.731996769999995,10,15.96,2017,,,,,,
194,156,22.038193099999994,10,16.56,2105,0.5288369249213826,0.001,1989,-6.595268032767556,,
194,160,23.332167549999994,11,17.15,2192,0.43727814948016946,0.001,2077,-6.983403942801735,,
193,164,24.63159075,11,17.75,2280,0.32556603884413127,0.001,2164,-7.484887079759077,,
193,168,25.945589220000002,12,18.36,2369,0.37512047783188196,0.001,2253,-7.531908988952637,,
194,172,27.25858771,12,18.97,2458,0.35960177603093063,0.001,2341,-7.972374959425493,,
193,176,28.59983228,13,19.59,2548,0.6018244671550664,0.001,2431,-8.059962836178867,,
193,180,29.932099939999997,13,20.2,2637,0.5329960875890472,0.001,2521,-8.658090331337668,,
193,184,31.24496323,14,20.8,2725,0.5703635053201155,0.001,2610,-8.908753828568893,,
193,188,32.5547506,14,21.4,2813,0.6749488934874535,0.001,2697,-9.464906865900213,,
193,192,33.880826969999994,15,22.01,2902,0.797116064212539,0.001,2785,-9.718304720791904,,
192,196,34.81706988,15,22.43,2990,0.9583474540192148,0.001,2874,-10.074318806330362,,
,,,,,3000,0.9810219447721135,0.001,2896,-10.350662751631303,22.1,38.84706047773361
190,200,34.73945022,16,22.39,3076,1.1035188961596716,0.001,2960,-10.397785273465244,,
190,204,34.7688036,16,22.41,3165,0.9603145292827061,0.001,3048,-11.026573527943004,,
190,208,34.72594225,17,22.39,3254,0.9447721489097761,0.001,3138,-10.805173714955648,,
190,212,34.67655469,17,22.36,3341,0.830985202030702,0.001,3225,-11.059342124245383,,
190,216,34.95802598,17,22.12,3429,0.7235281315039505,0.001,3313,-11.39911989732222,,
190,220,36.43393381,18,22.04,3518,0.46857853166081687,0.001,3401,-11.929108793085272,,
190,224,37.95985087,18,22.09,3607,0.6411676057007002,0.001,3491,-12.025219917297363,,
192,228,39.945633789999995,19,22.9,3777,0.6836266466911803,0.001,3609,-12.618907347969387,,
,,,,,4000,1.21596974214992,0.001,3866,-13.48159815135755,47.6,83.8085960149765
188,232,42.425100949999994,21,24.28,4002,,,,,,
188,236,43.52029404999999,22,24.94,4157,1.299551613132159,0.001,4029,-14.288621393839518,,
188,240,44.237538859999994,22,25.39,4290,1.3712433441992729,0.001,4160,-14.738297581672668,,
189,244,45.935368079999996,23,26.36,4477,1.7340844739228487,0.001,4328,-15.206490933895111,,
188,248,47.62964127,24,27.29,4658,1.813066859136928,0.001,4524,-15.698189171877774,,
188,252,48.66480906999999,25,27.86,4803,1.9531581112316676,0.001,4674,-16.038741482628716,,
,,,,,5000,1.797389350154183,0.001,4851,-16.821413695812225,41.6,70.56884706020355
187,256,50.58547195,26,29.17,5022,,,,,,
187,260,53.51905298999999,28,31.07,5299,1.9648894663427916,0.001,5133,-17.796972165788922,,
187,264,57.0960174,29,33.24,5604,2.7217862091958525,0.001,5432,-18.88756957054138,,
188,268,60.24200736000001,31,35.2,5889,2.935401629242632,0.001,5722,-19.860201994578045,,
,,,,,6000,3.117784233942424,0.001,5868,-20.392900312269056,76.3,127.06336368322373
185,272,63.81637447999999,33,37.38,6196,2.8251533523584023,0.001,6020,-20.967287748287884,,
185,276,67.4931179,35,39.58,6506,3.4372905760239334,0.001,6330,-22.15413210942195,,
185,280,71.25385825,36,41.83,6820,3.535037522192125,0.001,6646,-23.24113136682755,,
,,,,,7000,3.833317948626233,0.001,6886,-23.843066142155575,77.4,132.29750151634215
183,284,75.09921016999998,38,44.12,7137,4.0959460478794725,0.001,6965,-23.974821041791866,,
183,288,78.88181944,40,46.37,7450,4.241256403635783,0.001,7280,-25.028308732169016,,
183,292,82.91883538,42,48.68,7770,5.06705069683847,0.001,7600,-26.021426155453636,,
,,,,,8000,4.613762026959723,0.001,7853,-26.84425947401259,90.7,171.0691812992096
181,296,88.03200369000002,44,51.4,8130,4.93830680981111,0.001,7942,-27.022956466674806,,
181,300,92.56775775,46,53.82,8458,4.473739263686267,0.001,8289,-28.253521572459828,,
181,304,97.09828094000002,48,56.17,8782,6.191557790026253,0.001,8606,-29.21218295213653,,
,,,,,9000,6.891021494027022,0.001,8874,-30.08582069562829,85.9,162.98317342996597
180,308,102.2644952,50,58.85,9139,7.40984411501303,0.001,8956,-30.252906799316406,,
180,312,107.12691199999999,52,61.39,9480,7.839402644471689,0.001,9292,-31.272869977084074,,
181,316,112.52777841000001,54,64.14,9843,7.344069573614332,0.001,9657,-32.21134214401245,,
,,,,,10000,7.846766197818449,0.001,9836,-32.752162586558946,91.8,179.35253089666367
179,320,117.40415259000001,56,66.59,10177,9.28593590089253,0.001,9994,-32.838779830932616,,
180,324,122.92073884999999,58,69.32,10539,7.562784273987231,0.001,10355,-33.79940609309984,,
180,328,127.07135285,60,71.19,10896,7.2833417751068295,0.001,10711,-34.69412639529206,,
,,,,,11000,7.444250437521165,0.001,10895,-35.26036469832711,90.8,174.17714241743087
179,332,129.93776513999998,62,72.51,11253,7.025297568085488,0.001,11072,-36.0614126417372,,
179,336,133.19104914,64,74.18,11575,7.971993178464054,0.001,11411,-36.66605706648393,,
180,340,136.53227286999999,65,75.91,11881,6.014441678795634,0.001,11719,-37.324766501402245,,
,,,,,12000,8.69919834676243,0.001,11871,-37.667598270234606,77.0,136.17714966535567
179,344,139.02901724,68,77.25,12202,7.082062862901127,0.001,12030,-38.55748855235965,,
179,348,141.64799320999998,69,78.66,12524,8.282069920039758,0.001,12356,-39.05927527823099,,
179,352,145.22310341,71,80.61,12864,9.118035311169095,0.001,12688,-40.128450351291235,,
,,,,,13000,7.7157530174368905,0.001,12854,-40.24197750999814,83.6,150.6690206646919
178,356,147.92713056000002,73,81.81,13203,8.270667661195514,0.001,13025,-40.754609573719115,,
178,360,149.43960467999997,75,82.34,13533,7.138713354087738,0.001,13356,-41.40410414196196,,
178,364,150.56989410000003,77,82.72,13876,8.25894231631838,0.001,13694,-42.392967050725765,,
,,,,,14000,8.149098224110073,0.001,13863,-42.945819568634036,85.4,156.46485137939453
177,368,152.13714033,79,83.31,14220,8.826793070543896,0.001,14039,-42.978027690540664,,
178,372,153.46558078,81,83.74,14570,8.834555595770649,0.001,14389,-43.94086589369663,,
178,376,154.84378314,83,84.22,14928,7.966882367695079,0.001,14742,-44.59487506955169,,
,,,,,15000,7.672597758148028,0.001,14834,-44.86034857708475,88.3,165.32419489622117
177,380,156.11846185000002,86,84.63,15283,9.33413313640343,0.001,15103,-45.43975584242079,,
177,384,157.3015379,87,84.99,15636,8.896333347919375,0.001,15455,-45.700232128764306,,
178,388,158.50608566,89,85.37,15987,11.549185167659413,0.001,15803,-46.543345191261984,,
,,,,,16000,7.947062504291535,0.001,15893,-46.92614457872179,89.0,165.9157415151596
177,392,159.57306055000004,92,85.74,16344,8.141597347789341,0.001,16164,-47.05739245944553,,
177,396,159.63390636,93,85.75,16705,5.983121628231473,0.001,16521,-48.31209131876628,,
,,,,,17000,9.812047733501954,0.001,16875,-48.83897044441917,89.8,168.85076237916945
176,400,160.17272361000002,96,86.0,17058,,,,,,
177,404,160.81414834999998,98,86.34,17416,7.605976867949826,0.001,17233,-49.4628326948299,,
177,408,160.95608809,100,86.39,17778,7.913309536623151,0.001,17593,-49.57097963853316,,
,,,,,18000,8.207473044925266,0.001,17864,-50.929617987738716,89.9,170.00991090536118
176,412,161.31266688999997,102,86.56,18136,8.347347028033678,0.001,17950,-50.306752404501275,,
176,416,161.1618959,104,86.51,18494,8.283212478865277,0.001,18306,-51.22650311209939,,
177,420,161.45917718,106,86.71,18848,7.829758396413591,0.001,18667,-51.822839779324,,
,,,,,19000,10.658855154159221,0.001,18848,-52.02696820522876,91.1,175.03999875783921
176,424,161.28867377,109,86.69,19208,8.609938272021033,0.001,19027,-52.23390397158536,,
176,428,161.81322297999998,111,86.9,19586,8.842482849307682,0.001,19388,-53.19015594150709,,
176,432,161.63009004999998,112,86.65,19918,11.953237769627336,0.001,19730,-53.86720208560719,,
,,,,,20000,11.076317236778584,0.001,19824,-53.44104401608731,72.1,142.60625032186508
175,436,162.28861176,115,86.59,20234,16.056285239182987,0.001,20047,-54.43812986520621,,
176,440,160.88706370000003,116,86.56,20537,20.7849035356559,0.001,20334,-55.44895010728102,,
176,444,160.19985294,118,87.01,20903,11.085214035585523,0.001,20730,-55.347652435302734,,
,,,,,21000,11.872565517058739,0.001,20887,-55.54656473795573,92.3,193.56730023026466
175,448,160.90554159,120,87.12,21236,12.282088270783424,0.001,21064,-55.71453332901001,,
176,452,162.77866299000002,122,87.45,21609,10.229659780107363,0.001,21408,-56.55444305419922,,
,,,,,22000,12.599235856204952,0.001,21831,-57.54690142031069,98.4,204.9618082165718
175,456,165.46050028999997,125,88.17,22020,,,,,,
175,460,167.92567828,127,88.9,22423,9.499598796551044,0.001,22230,-58.53884374178373,,
176,464,170.28656807,129,89.58,22834,12.52578748703003,0.001,22634,-58.67894195556641,,
,,,,,23000,10.408848285675049,0.001,22842,-58.999209160898246,104.2,218.4294585108757
175,468,172.61695244999996,132,90.21,23241,10.607660282438047,0.001,23046,-59.16722615559896,,
175,472,176.08854003999997,135,91.62,23732,10.329686058064302,0.001,23540,-60.46753406524658,,
,,,,,24000,12.514750443805347,0.001,23882,-61.06045809659091,116.1,228.60106964111327
175,476,179.43842826,138,93.16,24244,12.935695118976362,0.001,24014,-60.35082163955226,,
175,480,181.51554365999996,140,93.9,24673,10.772839234092018,0.001,24473,-61.796626351096414,,
,,,,,25000,12.114382859934931,0.001,24878,-62.580182042615164,110.7,234.071504342556
174,484,183.20549065000003,143,94.4,25076,,,,,,
174,488,185.77651971,145,95.34,25521,13.266547224937229,0.001,25316,-63.13860806551847,,
175,492,188.59762343,148,96.34,25978,11.455739769779267,0.001,25773,-64.41746170794377,,
,,,,,26000,10.896192866402703,0.001,25884,-64.80227974482945,108.4,216.03950663805009
174,496,190.60818045999997,151,97.09,26414,13.588574443851506,0.001,26210,-64.9891208239964,,
174,500,192.26277984000004,153,97.84,26842,14.142176767190298,0.001,26640,-65.24796245716236,,
,,,,,27000,13.076548281065914,0.001,26857,-65.44591423317239,113.0,221.1642054796219
174,504,194.19216568,156,98.7,27286,12.052261318800584,0.001,27074,-66.51336957823555,,
174,508,196.50416248,158,99.76,27754,14.515616733415992,0.001,27551,-67.56654732567924,,
,,,,,28000,17.193984264233073,0.001,27894,-68.14746825421443,114.1,223.38002212047576
174,512,199.16520841999997,162,100.91,28227,14.828723997132391,0.001,28011,-68.41714707736311,,
174,516,202.03236880999998,164,102.03,28697,10.214925219615301,0.001,28482,-69.2654343922933,,
,,,,,29000,14.246029922219574,0.001,28842,-69.63050367011398,120.7,254.106554543972
173,520,205.48740453000002,167,103.3,29178,15.607009012820358,0.001,28960,-69.44635345976232,,
174,524,208.44640657000002,170,104.58,29666,13.930493139829792,0.001,29446,-71.14377756587794,,
,,,,,30000,16.289997552788776,0.001,29875,-72.37080503764905,113.5,240.03443171977997
173,528,209.00961249000002,173,104.69,30055,,,,,,
173,532,211.47798118999998,175,105.75,30493,18.04544871824759,0.001,30288,-72.62918006049262,,
173,536,214.51806825000003,178,107.28,30962,17.85594534473259,0.001,30762,-73.65133666992188,,
,,,,,31000,17.551920530931007,0.001,30868,-73.94722359135466,114.6,231.57469391822815
173,540,219.5922031,181,108.92,31429,20.160308348826874,0.001,31222,-74.41983898615433,,
173,544,223.82451146,183,109.94,31897,18.51197590788857,0.001,31692,-75.28651953525231,,
,,,,,32000,15.86698663986481,0.001,31803,-75.91979162042792,117.6,237.2795823454857
173,548,226.69623674,186,111.31,32367,15.185368150727362,0.001,32152,-76.77696370270293,,
173,552,228.07022050999996,189,112.37,32846,19.384578186532725,0.001,32627,-77.65653831080387,,
,,,,,33000,15.423525290829796,0.001,32864,-77.38422448294503,119.0,246.52413090467454
172,556,228.57133898999996,192,112.84,33304,18.006683318238508,0.001,33100,-78.14099402176707,,
173,560,230.07241678999998,195,113.69,33792,19.04460133402801,0.001,33578,-79.14519500732422,,
,,,,,34000,19.149771274181834,0.001,33812,-79.96534380996437,114.4,236.6071226835251
172,564,230.89045832999997,198,114.23,34257,16.26496339846058,0.001,34046,-80.646506245931,,
172,568,231.52504159,200,114.73,34714,17.277269814163446,0.001,34516,-81.21241748332977,,
,,,,,35000,14.722772999056454,0.001,34848,-81.90482225089238,114.2,226.55808022022248
172,572,230.62277490000005,203,114.34,35166,17.251857468841273,0.001,34957,-81.5980997438784,,
172,576,229.58064695000002,206,113.67,35611,20.367144758241217,0.001,35407,-82.16348333526076,,
,,,,,36000,18.179116137007362,0.001,35862,-83.17056455450543,118.1,240.33314819931985
172,580,230.38502670999998,209,114.08,36081,,,,,,
172,584,231.47727117000002,211,114.76,36552,19.88415048356916,0.001,36338,-83.68740519539254,,
,,,,,37000,17.72141413766194,0.001,36816,-84.96833912018806,117.1,235.09715938568115
172,588,231.7852532,215,115.03,37024,,,,,,
172,592,231.94897170999997,217,115.23,37501,19.838741791875737,0.001,37288,-84.64587777121025,,
172,596,232.61712517000004,220,115.47,37961,21.57168753458106,0.001,37751,-85.94369279292592,,
,,,,,38000,20.93586016523427,0.001,37867,-85.78956801315834,110.7,220.511097240448
172,600,233.68826496000003,223,115.7,38412,23.961425394923598,0.001,38198,-87.00594400476527,,
172,604,236.22676204000004,225,116.58,38944,16.527591095854905,0.001,38696,-86.28770486932052,,
,,,,,39000,13.973002975637263,0.001,38850,-87.22306665197596,145.3,276.54855053424836
171,608,239.11573621000002,230,118.03,39557,17.08452623925711,0.001,39309,-87.72937875044973,,
,,,,,40000,15.935715960293281,0.001,39818,-88.3568005715647,117.4,234.64262882471084
171,612,239.06048369000004,233,118.03,40030,,,,,,
171,616,238.82464379000004,235,118.06,40503,17.133203018279303,0.001,40292,-90.01222386435857,,
171,620,237.65745511,238,117.8,40958,17.566559003932134,0.001,40745,-88.87715148925781,,
,,,,,41000,22.345831742807597,0.001,40864,-90.15113194783528,105.2,212.896655523777
171,624,236.28398708000003,241,117.13,41379,19.179234284621018,0.001,41178,-89.80773485623874,,
171,628,237.36110498000002,243,117.69,41824,15.510669035570961,0.001,41613,-89.48503371647426,,
,,,,,42000,21.33377172568134,0.001,41837,-90.94779478828862,116.2,233.72638281583787
171,632,237.18165488000002,246,117.75,42268,14.574892116249154,0.001,42064,-89.80306784889915,,
171,636,236.70906479,249,117.54,42716,15.164474452060201,0.001,42514,-91.20947910177297,,
,,,,,43000,19.282443398922947,0.001,42853,-91.32396452767509,114.3,234.05849397182465
171,640,236.84745670999996,252,117.45,43174,17.9569557522415,0.001,42962,-91.54059156938033,,
171,644,237.45114420999994,254,117.53,43650,18.0915113256759,0.001,43440,-92.19524192810059,,
,,,,,44000,13.628344073502914,0.001,43788,-91.29536345909382,117.9,243.10006490945815
171,648,237.67639696999996,257,117.46,44113,17.88700397349586,0.001,43909,-92.59093844095865,,
171,652,237.56816425999997,260,117.13,44559,21.518585468473887,0.001,44355,-92.71199974646935,,
,,,,,45000,19.19159963678141,0.001,44799,-91.65101836157626,111.0,235.08206290006638
171,656,237.47867083000006,263,117.01,45005,,,,,,
171,660,236.02986016000003,265,116.32,45424,19.999792562590706,0.001,45223,-92.1842892964681,,
171,664,235.29020497000002,267,115.89,45846,18.52977106457665,0.001,45648,-93.66798919101932,,
,,,,,46000,14.860353461099328,0.001,45861,-93.4969790423358,109.0,221.01763061285018
171,668,235.18311696,270,115.82,46296,18.849200460448195,0.001,46090,-92.87557243233296,,
171,672,234.94216591000003,273,115.61,46727,18.00997329216737,0.001,46521,-93.23117520258977,,
,,,,,47000,11.485755857912082,0.001,46850,-94.68027701744667,106.6,214.20246824622154
170,676,234.91412036999998,276,115.51,47162,18.185821736300433,0.001,46958,-93.84412030820494,,
170,680,234.44020619000005,278,115.25,47606,20.751829128998978,0.001,47405,-94.31116441579965,,
,,,,,48000,13.755338063760966,0.001,47865,-94.30031378794524,114.8,235.57525911927223
170,684,234.91441846000006,281,115.19,48071,,,,,,
170,688,234.75474285000004,284,114.96,48520,16.575029514986895,0.001,48309,-93.71238011327283,,
170,692,234.51973876,286,114.8,48981,18.593063009636744,0.001,48769,-94.12116759163993,,
,,,,,49000,20.426371190507535,0.001,48887,-93.85541793047372,114.8,235.74405185580252
170,696,234.96747406999998,289,114.98,49459,16.453227670173945,0.001,49248,-94.55246210098267,,
170,700,236.06385515000002,292,115.12,49924,19.061965870005743,0.001,49715,-94.40635517665318,,
,,,,,50000,14.541141045611838,0.001,49830,-94.21677766997239,114.7,250.5054517686367
170,704,235.04714141999997,295,114.37,50381,14.131264669705281,0.001,50168,-95.10676052695827,,
170,708,233.51075710000003,297,112.98,50855,17.249121851625695,0.001,50645,-94.54936831338065,,
,,,,,51000,17.905304902639145,0.001,50878,-95.52375198622882,112.2,252.60726752877235
170,712,234.39136775999998,300,112.82,51312,13.446793802997522,0.001,51106,-94.77900428102727,,
170,716,234.79390302,303,112.7,51773,16.563952600854076,0.001,51564,-94.34148161290055,,
,,,,,52000,15.069911605433413,0.001,51793,-94.71839650472005,117.0,247.95753574371338
170,720,235.53113001999998,306,112.78,52236,18.30425346636139,0.001,52022,-94.20721208003529,,
170,724,235.85204966,308,112.75,52654,13.937560238019385,0.001,52457,-95.50274144386759,,
,,,,,53000,18.367630598873927,0.001,52901,-96.38346244548929,110.8,250.7233233809471
170,728,236.46040077,311,112.84,53108,,,,,,
170,732,236.7054177,313,112.73,53541,18.441942007742195,0.001,53339,-94.731452510042,,
170,736,237.06942257999998,316,112.68,53984,13.248583282743182,0.001,53777,-94.79473127637591,,
,,,,,54000,17.676705894217026,0.001,53890,-94.65791307415878,115.9,247.55502039194107
170,740,237.14817014000005,319,112.62,54436,16.08651580767972,0.001,54226,-95.02498517717633,,
170,744,236.71422617999997,321,112.34,54884,14.104230804263421,0.001,54679,-95.00279106284087,,
,,,,,55000,17.288809156417848,0.001,54900,-95.38628456809305,113.9,235.18163738250732
170,748,236.69225107,324,112.29,55342,14.778780199330429,0.001,55136,-95.24555324685984,,
170,752,236.73038205,326,112.43,55802,16.252362151614957,0.001,55596,-95.12305300353003,,
,,,,,56000,12.092415075216975,0.001,55820,-95.63819204057965,113.7,230.04175688028334
170,756,236.76821284999997,330,112.49,56254,16.602123000792094,0.001,56048,-95.29631165095738,,
170,760,237.74228238000003,332,112.93,56717,15.743091763568525,0.001,56514,-95.14282290140788,,
,,,,,57000,17.756776957188624,0.001,56850,-95.83261742026119,106.8,220.55076498389244
170,764,238.41991264000004,335,113.23,57169,14.835540103021069,0.001,56957,-96.19045343938863,,
170,768,238.96948066999997,337,113.38,57634,12.14689231530214,0.001,57429,-95.7218958098313,,
,,,,,58000,21.070553762870922,0.001,57880,-94.75739274945175,114.9,243.28085649609565
170,772,239.53754368000006,340,113.57,58084,,,,,,
170,776,240.30155953000002,343,113.75,58537,11.520934424193008,0.001,58334,-95.45996856689453,,
,,,,,59000,14.692277105445536,0.001,58791,-95.31730138844458,116.6,245.15119057297707
170,780,241.13429239999994,346,113.97,59003,,,,,,
170,784,241.46560835999998,348,114.05,59476,14.176940961317582,0.001,59266,-96.04855071521196,,
170,788,241.27251998000003,351,113.78,59898,17.633510122780038,0.001,59700,-95.32718009948731,,
,,,,,60000,14.963675040465136,0.001,59804,-94.43216529259315,118.7,246.74495873451232
170,792,242.43557325999998,354,113.99,60380,13.684189790585002,0.001,60168,-95.19436958187916,,
170,796,243.12010775,356,113.97,60856,21.906932590453604,0.001,60642,-95.07734717092207,,
,,,,,61000,14.471516403658637,0.001,60878,-95.69024303041655,117.7,253.5759848535061
170,800,243.18338297000003,360,114.13,61337,14.97824288568189,0.001,61122,-94.91959984071794,,
170,804,241.98991020999998,362,113.74,61755,15.939108428027895,0.001,61553,-95.28726987485533,,
,,,,,62000,13.178814828923318,0.001,61891,-95.43099743979317,115.6,244.2167787730694
170,808,241.40942200999996,365,113.57,62212,16.11935345331828,0.001,62005,-95.09548869885896,,
170,812,240.48979473,367,113.35,62647,18.144832382682992,0.001,62472,-95.7678274790446,,
,,,,,63000,13.331761772893056,0.001,62865,-95.76847024691307,121.3,275.72578927278516
170,816,240.12713122000005,370,113.08,63081,,,,,,
170,820,239.57954042,373,112.8,63516,16.09360392187156,0.001,63295,-94.74012756347656,,
170,824,238.99284679999997,375,112.64,63918,18.060091519093774,0.001,63707,-95.41534084743924,,
,,,,,64000,12.068957373627232,0.001,63824,-95.69649182335804,108.9,234.1694292008877
170,828,237.89065861000006,378,112.21,64329,17.206613047450197,0.001,64136,-95.16804863424862,,
170,832,238.85240411000004,380,112.64,64805,12.287139531994654,0.001,64589,-95.18772900899252,,
,,,,,65000,13.199365478641582,0.001,64817,-94.92207552352042,115.8,248.99718780517577
170,836,238.48186194000004,383,112.58,65242,18.6245117528098,0.001,65039,-95.82378038309388,,
170,840,238.16278874,385,112.52,65688,15.566290226068583,0.001,65486,-94.72125434875488,,
,,,,,66000,14.524384718192252,0.001,65816,-94.91586839107045,117.7,247.70491855144502
170,844,238.86954465000002,388,112.72,66156,22.260822164384944,0.001,65930,-96.37787521094607,,
170,848,238.99241424,391,112.65,66607,18.280023291999218,0.001,66398,-94.92313579484528,,
,,,,,67000,16.797930177995713,0.001,66875,-95.31763277215472,122.3,287.33695617318153
169,852,240.74014026000003,394,112.91,67093,,,,,,
170,856,242.36750771999996,397,113.28,67582,16.419235977075868,0.001,67352,-95.81440631413864,,
,,,,,68000,13.79292323270182,0.001,67866,-95.0026673078537,126.9,270.84639567136765
169,860,243.41836021,400,113.62,68079,,,,,,
169,864,244.79781583,403,113.97,68566,14.61627025144142,0.001,68350,-94.24350002355743,,
,,,,,69000,17.110542838313,0.001,68856,-95.81277071634928,124.3,267.9583793640137
169,868,246.38938212999997,406,114.41,69075,,,,,,
169,872,247.54762551,409,114.74,69558,13.713451071682139,0.001,69342,-95.66646136267711,,
,,,,,70000,17.178397277169978,0.001,69820,-94.45591173015657,122.1,254.64976145625116
169,876,248.16634917000002,412,115.03,70040,,,,,,
169,880,248.46960026999997,415,115.08,70511,12.810065507888794,0.001,70293,-95.09264215929755,,
,,,,,71000,13.393208560326116,0.001,70814,-95.53652779715402,131.1,283.0549971222878
169,884,249.51032718000002,418,115.61,71037,,,,,,
169,888,252.65198561,421,116.9,71588,10.618669487181164,0.001,71360,-96.29635135547535,,
,,,,,72000,12.913223629906064,0.001,71902,-96.49572124178448,128.8,286.3963475167751
169,892,254.21423674999997,425,117.41,72121,,,,,,
169,896,255.45709735000003,428,117.87,72643,22.853306104660035,0.001,72422,-96.48298705570282,,
,,,,,73000,15.262149677208974,0.001,72815,-96.732105582101,139.8,304.41367810964584
169,900,256.66521208,431,118.44,73181,12.929810095877542,0.001,72952,-96.2991127345873,,
169,904,259.97373853,434,119.89,73744,14.288655071768142,0.001,73495,-96.0671622643104,,
,,,,,74000,12.03631418829511,0.001,73807,-96.33376683944311,137.8,308.13342027664186
169,908,263.99599303,438,121.29,74341,15.148392145095332,0.001,74103,-96.17114396528764,,
169,912,267.65327749999994,441,122.51,74898,16.705841243656632,0.001,74682,-97.319234377378,,
,,,,,75000,23.15126199605035,0.001,74804,-97.51509394411181,129.5,280.78642947673796
169,916,270.54819921999996,445,123.46,75427,12.891211562877078,0.001,75201,-98.091479315274,,
169,920,273.19024375999993,448,124.42,75958,13.37412027486666,0.001,75736,-98.44133841991425,,
,,,,,76000,11.13633481040597,0.001,75864,-98.48730289936066,124.0,269.92473887205125
169,924,277.09195661000007,451,125.62,76480,15.332926437503001,0.001,76240,-98.82563994360751,,
169,928,279.90559728000005,454,126.41,76970,17.336813551006895,0.001,76763,-98.34119900790128,,
,,,,,77000,21.343172632487473,0.001,76876,-97.92012251469127,105.3,245.0055384874344
169,932,281.02831070999997,457,126.71,77476,19.95471517178191,0.001,77246,-98.31615664164225,,
