train/critic_loss,train/learning_rate,time/total_timesteps,time/fps,train/actor_loss,rollout/ep_len_mean,train/n_updates,time/episodes,time/time_elapsed,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
6.908266002481634,0.001,15000,,-37.57716865074344,,14759,,,,269.9878240663238,191.7
8.031214695803973,0.001,15512,182,-38.86436061469876,153.8,15248,104,85,208.07276891,,
7.862607582755711,0.001,15872,182,-40.341412680489675,156.47,15720,108,87,215.87853178999998,,
8.786369875073433,0.001,16000,,-40.75326859951019,,15784,,,,233.28171949498355,123.5
8.465151384898595,0.001,16298,181,-41.188377380371094,158.03,16124,112,89,223.76127659000002,,
9.143151705192798,0.001,16770,183,-42.17473053350681,157.92,16531,116,91,230.38401278999999,,
8.575118392705917,0.001,17000,,-42.03531885147095,,16746,,,,151.06929901678376,151.7
10.912919815035833,0.001,17238,180,-43.106096627055734,149.92,17082,120,95,226.33774037999996,,
11.275311183929443,0.001,17683,181,-44.54499393039279,148.03,17501,124,97,223.07639407,,
10.522866954803467,0.001,18000,,-44.866209287901185,,17885,,,,148.72266565188767,136.5
11.120744573502314,0.001,18152,180,-44.73232830695386,148.32,17990,128,100,222.34585583,,
12.380035438845235,0.001,18580,181,-45.91259759472263,147.89,18412,132,102,227.21180744,,
11.799796390533448,0.001,19000,,-46.235926273890904,,18877,,,,168.39429426037242,115.6
,,19107,181,,144.39,,136,105,227.62482523,,
10.813718106624854,0.001,19624,181,-46.778927354251636,142.3,19359,140,107,227.17660945,,
11.956619135296071,0.001,20000,,-47.56156017596905,,19799,,,,174.86952722859715,106.8
10.828719096105607,0.001,20082,180,-47.97524461589876,140.28,19921,144,111,227.87485718000005,,
12.710144714490902,0.001,20500,181,-49.22072866103228,140.1,20390,148,113,225.67187333000004,,
13.94863538129614,0.001,20980,182,-49.63800194480202,139.98,20714,152,114,224.72043829999998,,
14.343829457679492,0.001,21000,,-50.29632486922018,,20892,,,,219.63226164302833,127.4
12.38206643291882,0.001,21551,182,-51.21518421173096,141.97,21283,156,118,227.68719531,,
19.02085302187049,0.001,21870,182,-51.742715199788414,141.37,21674,160,120,228.46923922999997,,
15.671033132643927,0.001,21956,181,-52.65532094782049,137.8,21848,164,120,219.80592137000002,,
19.87098479270935,0.001,22000,,-51.95545768737793,,21908,,,,-2.3915077676763756,20.0
17.44252018928528,0.001,22041,181,-54.268211364746094,132.17,21928,168,121,208.26383797999998,,
13.11008862445229,0.001,22216,181,-53.01453819274902,127.95,22108,172,122,198.25805431,,
17.91616049934836,0.001,22489,182,-53.656839856914445,122.58,22272,176,123,187.18082341000002,,
15.73394775390625,0.001,22762,182,-54.996417412391075,117.33,22579,180,124,177.70918619000003,,
16.362779791538532,0.001,23000,,-54.77806876255916,,22863,,,,110.84934037278872,89.4
19.3266139474026,0.001,23240,182,-54.8463274933571,114.77,23035,184,127,175.83067966,,
19.51469281790913,0.001,23535,182,-55.489249622120575,110.72,23419,188,128,165.34683818000002,,
21.120671272277832,0.001,23799,183,-55.855967888465294,104.03,23603,192,129,149.73810812,,
18.980863417348555,0.001,24000,,-55.72443567911784,,23899,,,,102.28878500687424,104.9
18.32699260888276,0.001,24198,183,-55.58721535294144,100.6,24007,196,132,143.78690459999999,,
16.799542832881848,0.001,24509,183,-56.07535139043281,96.62,24357,200,133,133.38225182,,
16.619280115250618,0.001,24869,183,-55.641073780675086,93.57,24694,204,135,128.21241933,,
15.512639829482156,0.001,25000,,-56.120812155983664,,24868,,,,172.99042884284864,99.7
16.93544023755997,0.001,25240,183,-55.967075529552645,93.68,25093,208,137,127.64168259,,
16.12351314562587,0.001,25764,184,-56.28361356483315,94.66,25575,212,139,129.68378991,,
16.498234053047337,0.001,26000,,-56.56849460212552,,25872,,,,11.660348541568965,104.8
18.605766134059177,0.001,26200,184,-56.20226022471552,94.3,26057,216,142,124.74456577000001,,
14.9753716458445,0.001,26594,184,-56.598429555478305,93.56,26403,220,144,121.98281419999998,,
16.345231974566424,0.001,27000,,-56.00143564483266,,26901,,,,228.62274515166936,160.2
17.427783979559845,0.001,27380,184,-56.53273517680618,96.97,27113,224,148,127.07453392,,
18.63691203625171,0.001,28000,,-55.7998842016443,,27829,,,,329.56356652933175,208.4
,,28073,183,,99.21,,228,153,137.29753196000001,,
17.257309955177885,0.001,29000,,-56.03770140445594,,28658,,,,548.7890579909551,305.2
,,29001,181,,104.21,,232,159,148.01272042,,
14.868776722252369,0.001,29966,182,-55.95033249855042,108.59,29760,236,164,157.67253592999998,,
16.060766923225533,0.001,30000,,-55.74059315051063,,29878,,,,378.1437075142283,199.4
13.487714570015669,0.001,30713,182,-56.46688359975815,110.89,30394,240,168,163.92053234000002,,
16.077053208723136,0.001,31000,,-56.064983851473094,,30886,,,,373.6264975678758,208.7
16.4806904882081,0.001,31546,181,-56.23942436849264,114.64,31153,244,173,170.82659336999998,,
13.731922006454711,0.001,32000,,-57.20795039641551,,31771,,,,459.03135702068687,250.6
16.407478637501672,0.001,32719,182,-57.43021778145222,122.19,32226,248,179,184.20338651999998,,
12.758043979076628,0.001,33000,,-57.64614211906821,,32866,,,,324.5818754474167,182.0
12.660272789001464,0.001,33531,180,-57.527824215772675,125.51,33283,252,185,188.69641771000002,,
15.303800267688299,0.001,34000,,-58.05819663572847,,33812,,,,453.6904341135174,259.4
,,34249,180,,126.98,,256,189,190.30071132,,
15.229130925358954,0.001,34843,180,-58.99255522306975,129.73,34638,260,193,193.43376179999998,,
13.779980256007267,0.001,35000,,-58.25493043044518,,34755,,,,301.49710305116605,208.0
13.729188600516418,0.001,35719,180,-58.87963444391887,137.63,35533,264,198,209.68256252,,
16.35618667699853,0.001,36000,,-59.12702661631059,,35631,,,,707.7509747584351,392.3
14.780517993989537,0.001,37000,,-59.53741191562853,,36847,,,,591.0002209305763,323.8
,,37263,178,,152.22,,268,208,236.16288948,,
13.394041136375764,0.001,38000,,-59.67160620689392,,37852,,,,558.8150902427733,318.9
,,38259,177,,160.43,,272,215,251.22152845,,
12.079699518181119,0.001,39000,,-59.893336492871484,,38699,,,,618.5358264997601,329.5
11.66523243209063,0.001,39437,176,-59.818535727423594,169.48,38994,276,222,268.67749875,,
11.874577722687652,0.001,40000,,-60.05524908978006,,39625,,,,583.3638374388217,299.0
13.24656419836006,0.001,40662,175,-60.51370092370044,179.0,40345,280,231,290.45649435999997,,
11.156865560858819,0.001,41000,,-60.392155943798414,,40813,,,,535.4803439497948,272.9
12.242351648004297,0.001,41949,175,-60.9042126864673,187.09,41522,284,238,307.39398405000003,,
12.833965999186917,0.001,42000,,-61.28381794585279,,41861,,,,533.6433400753886,292.9
12.237458773349461,0.001,43000,,-61.268356800079346,,42898,,,,711.8560253692791,392.0
,,43351,174,,198.16,,288,249,329.38286915,,
12.08675841808319,0.001,44000,,-62.1906921895345,,43845,,,,587.7615400254726,307.5
12.506040948397153,0.001,44632,173,-63.1013392117357,208.33,44230,292,257,353.60846347,,
11.221391350586222,0.001,45000,,-63.10813081634711,,44866,,,,626.281899211742,348.1
12.381071825112615,0.001,45974,173,-63.19025216783796,217.76,45346,296,264,369.75870163,,
12.838703568776449,0.001,46000,,-62.71862318250868,,45886,,,,519.4585639059544,240.5
12.358386824370692,0.001,46925,172,-63.53027416028475,224.16,46610,300,271,385.85133540000004,,
12.142553583640884,0.001,47000,,-63.6615041547117,,46837,,,,565.55610377267,375.3
12.822882995949135,0.001,47958,172,-63.97953627990173,230.89,47664,304,278,405.1151696,,
13.10171733550655,0.001,48000,,-64.14796747744663,,47870,,,,684.1405771970749,312.2
13.236411178572496,0.001,49000,,-63.85455459203475,,48706,,,,594.0249479174614,226.3
,,49042,171,,238.02,,308,286,425.48289836,,
13.680539824344494,0.001,49997,171,-63.90239433006004,242.33,49649,312,290,439.6984543999999,,
12.884975774471576,0.001,50000,,-64.36045904893142,,49909,,,,657.9731728374958,292.5
12.85257549428228,0.001,51000,,-64.57648627437763,,50638,,,,733.7684028506279,301.4
,,51052,170,,248.52,,316,298,460.03992027999993,,
12.419374509471085,0.001,52000,,-65.65142998813597,,51704,,,,788.3573455095291,282.4
,,52035,170,,254.41,,320,305,481.32350211000005,,
11.974304434415457,0.001,53000,,-65.54362995560105,,52623,,,,709.1516953885555,323.2
11.707637965858162,0.001,53340,170,-65.6745346206391,259.6,52956,324,312,505.69706811,,
12.314796939883218,0.001,54000,,-65.81989434707997,,53910,,,,1090.4470464527608,423.3
12.771253631438737,0.001,54526,169,-66.2283058401979,264.53,54234,328,321,520.08037185,,
12.038412435267999,0.001,55000,,-66.67071250977556,,54684,,,,655.6284258902073,291.4
11.261193056604755,0.001,55757,169,-67.23508211392075,267.56,55390,332,328,531.48212403,,
11.860621529817582,0.001,56000,,-67.35116189320883,,55909,,,,907.9319372534752,377.0
12.025240803466124,0.001,57000,,-67.4074371842777,,56666,,,,842.3194339990616,372.1
,,57122,168,,271.56,,336,338,547.8856582000001,,
11.75829827576353,0.001,58000,,-69.0301616512544,,57862,,,,850.562464358192,429.9
,,58487,168,,277.74,,340,347,567.2241207799999,,
11.491745761183441,0.001,59000,,-69.04199131485683,,58704,,,,627.0427961349487,294.1
10.958873647754475,0.001,59635,167,-69.33261261417367,280.89,59302,344,355,577.20781132,,
11.80666655872179,0.001,60000,,-69.41374747234842,,59777,,,,703.3816252350807,322.9
11.25000521399758,0.001,60720,167,-69.70402022869918,280.01,60375,348,362,581.12408334,,
11.326998808401093,0.001,61000,,-70.16176177100311,,60910,,,,764.241487121582,326.2
11.684127804778871,0.001,62000,,-70.71950299399239,,61712,,,,570.1174246370792,248.8
,,62052,167,,285.21,,352,371,599.8554576700001,,
11.813378070300315,0.001,63000,,-71.22263696691492,,62871,,,,529.5764777004719,249.5
11.806550475000178,0.001,63433,167,-71.11458787640322,291.84,63077,356,379,615.57127055,,
10.978478335282382,0.001,64000,,-71.6972045617945,,63617,,,,920.4494337379932,425.5
11.629187468587276,0.001,64535,166,-72.44196186894956,296.92,64251,360,386,631.59949663,,
11.435474459193808,0.001,65000,,-72.19462644136868,,64680,,,,1577.199231147766,670.1
12.32001517626599,0.001,66000,,-72.80021919044289,,65835,,,,732.4661932349205,318.3
,,66146,165,,304.27,,364,399,656.92007174,,
11.75203111844185,0.001,67000,,-73.40618335812592,,66748,,,,1541.9906104981899,562.8
12.318263273032224,0.001,67544,165,-73.08766252721252,302.81,67255,368,409,664.8773455,,
11.82863839551688,0.001,68000,,-73.95278922547685,,67833,,,,937.9811465203762,438.4
