train/critic_loss,train/learning_rate,time/total_timesteps,time/fps,train/actor_loss,rollout/ep_len_mean,train/n_updates,time/episodes,time/time_elapsed,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
27.454968162945338,0.001,511000,,-89.71184069769723,,510845,,,,663.1810061991215,267.4
27.03844181079309,0.001,511814,106,-89.73436403737485,274.16,511291,1500,4812,648.66648799,,
29.963778250244843,0.001,512000,,-89.63727244105908,,511726,,,,461.78974373340606,231.1
26.073945668350728,0.001,513000,,-90.07922764530888,,512559,,,,963.5556778937578,348.7
,,513032,106,,275.85,,1504,4821,656.21727242,,
28.749395235379538,0.001,514000,,-89.96905326843262,,513756,,,,528.974395173788,208.1
,,514054,106,,276.0,,1508,4828,659.8346829999999,,
28.772427836518403,0.001,515000,,-90.18981937695575,,514800,,,,470.42289648652076,211.2
,,515096,106,,277.56,,1512,4834,667.2743485599999,,
29.162076831569333,0.001,516000,,-89.65136958015036,,515894,,,,835.4578136384487,318.3
,,516418,106,,275.83,,1516,4842,665.61658988,,
30.275636189324516,0.001,517000,,-89.57903703962053,,516884,,,,1082.226384484768,399.1
31.800070940026796,0.001,517846,106,-89.46512909907445,275.29,517513,1520,4854,664.61068007,,
31.70610797648527,0.001,518000,,-89.50978869926638,,517758,,,,1053.372282075882,385.2
32.573042838804184,0.001,519000,,-89.22830956982028,,518752,,,,926.3049230337143,350.0
,,519081,106,,272.26,,1524,4870,655.61757144,,
29.124361536082098,0.001,520000,,-89.7947779823752,,519769,,,,1420.1839375197887,494.0
,,520298,106,,268.79,,1528,4880,641.99570304,,
31.13281833274024,0.001,521000,,-89.46389952160064,,520842,,,,1498.6602052152157,543.7
31.028429670008553,0.001,521749,106,-90.06546174193458,273.98,521399,1532,4892,657.93779568,,
31.284877678820195,0.001,522000,,-89.52181482679062,,521661,,,,1806.1245522737504,671.6
32.56692273276193,0.001,523000,,-89.36803007125854,,522831,,,,1259.6591272473336,472.4
31.279813325630045,0.001,523733,106,-89.47638522454028,280.34,523255,1536,4919,673.6258839000001,,
35.36968168111948,0.001,524000,,-89.27311327029497,,523645,,,,777.9570977985859,321.9
32.957355915690975,0.001,525000,,-89.11177197624656,,524790,,,,719.1268879368902,311.0
,,525160,106,,286.09,,1540,4939,690.6648561799999,,
36.785600917440064,0.001,526000,,-88.8747088472608,,525634,,,,1201.7834746420383,473.1
37.509461681797816,0.001,526367,106,-88.93766050518684,286.19,525952,1544,4955,688.3545801300002,,
33.50753257378719,0.001,527000,,-89.053918608986,,526760,,,,680.2700670719147,286.9
34.13685263527764,0.001,527812,106,-88.91646067301433,289.92,527397,1548,4971,698.5306010399999,,
34.92957292784244,0.001,528000,,-89.3378452207984,,527724,,,,557.9157760083675,251.4
29.97639156768681,0.001,528920,106,-89.37201567429763,291.13,528542,1552,4983,701.7322748800001,,
30.89617444728983,0.001,529000,,-89.51627881280307,,528832,,,,1030.7227508842946,396.9
28.009955285977917,0.001,530000,,-89.27547422777705,,529722,,,,557.8079572618008,256.6
,,530235,106,,291.03,,1556,5002,701.53790131,,
31.42221186016545,0.001,531000,,-88.93101368528424,,530743,,,,703.4697866857052,326.5
33.01926079940796,0.001,531440,105,-89.33421893310548,294.53,530993,1560,5016,711.7615544600001,,
31.7798904370705,0.001,532000,,-88.31185782465953,,531866,,,,566.2632091104985,290.5
30.851174417626922,0.001,533000,,-88.5591795179579,,532521,,,,1432.5330386519431,580.3
,,533030,105,,301.34,,1564,5040,728.56090485,,
33.01219592419973,0.001,534000,,-88.05696856689453,,533510,,,,1669.40590518713,648.3
32.84086622937169,0.001,534594,105,-88.54925610306518,308.98,534053,1568,5061,753.7453743899998,,
36.00867199718504,0.001,535000,,-88.47059591192948,,534772,,,,1033.1593444705009,383.1
32.14670386958767,0.001,535801,105,-88.44938298707368,309.46,535320,1572,5076,757.1336421499998,,
36.61228461975747,0.001,536000,,-89.00986391432743,,535901,,,,502.4941712319851,231.6
30.91004027219919,0.001,536784,105,-89.09171782273512,310.3,536392,1576,5087,760.01643651,,
32.533303825478804,0.001,537000,,-89.16914483120567,,536696,,,,596.4913683652878,249.2
30.436616106731137,0.001,537921,105,-88.93905721127408,311.86,537424,1580,5099,764.6387550499999,,
32.658636533835114,0.001,538000,,-89.31395885991115,,537833,,,,1412.8141166865826,510.7
31.50711283624908,0.001,539000,,-89.52934973445939,,538643,,,,1238.021605169773,434.4
31.31897733303217,0.001,539878,105,-89.7961970109206,320.56,539283,1584,5127,794.51781351,,
30.20782290313841,0.001,540000,,-90.18250797301765,,539790,,,,920.87791441679,341.1
31.343916384000625,0.001,541000,,-90.18558499169728,,540624,,,,1271.7622244417666,432.4
30.881281947658074,0.001,541427,105,-90.53152890442723,326.73,541066,1588,5151,817.14252087,,
31.267455163711496,0.001,542000,,-90.62470408472521,,541628,,,,970.7758558928966,368.5
30.952462767358856,0.001,542629,105,-90.50919876098632,329.09,542242,1592,5164,825.2583434000002,,
29.083244500132654,0.001,543000,,-91.0999521244468,,542887,,,,1066.5589671850205,384.6
28.829582691192627,0.001,544000,,-91.51521395330559,,543709,,,,1143.9640265583992,405.8
,,544168,104,,334.59,,1596,5185,843.5075529300001,,
29.194873554482886,0.001,545000,,-91.47798296727171,,544885,,,,1530.0983223348856,518.9
26.556701159414327,0.001,545614,104,-91.71875855295282,338.0,545264,1600,5203,855.46455237,,
30.80808055893449,0.001,546000,,-91.66663707386364,,545768,,,,1739.7578496098517,583.3
28.120827139287755,0.001,547000,,-91.88457700941298,,546596,,,,1746.0420351743699,572.0
28.756876896858216,0.001,548000,,-92.51108013916016,,547596,,,,1763.9502109348773,605.8
,,548521,104,,354.89,,1604,5244,912.9943037399999,,
26.55092001246153,0.001,549000,,-92.72273110202624,,548433,,,,1663.5555637121201,577.6
26.245876004270386,0.001,550000,,-93.21712873211015,,549786,,,,1874.4613672375679,627.7
25.35978853341305,0.001,550917,104,-93.23333413260323,368.63,550248,1608,5279,960.0425954100001,,
24.780583094401532,0.001,551000,,-93.46051762021821,,550829,,,,1445.385268342495,497.3
24.314522776732574,0.001,552000,,-94.14062999003642,,551748,,,,1478.4598063349724,496.8
,,552333,104,,372.37,,1612,5302,971.3685918799998,,
27.41744671120549,0.001,553000,,-93.89704869756635,,552547,,,,1262.804020780325,417.0
25.836689082058992,0.001,554000,,-93.83666827461936,,553393,,,,1396.0249375998974,486.8
,,554251,104,,378.33,,1616,5327,992.2745502399999,,
25.8155208131681,0.001,555000,,-94.0288901617063,,554460,,,,1364.0554717183113,489.7
24.575381827013135,0.001,556000,,-94.33366409676974,,555715,,,,1248.754372882843,456.7
,,556036,103,,381.9,,1620,5355,1003.7368855799999,,
25.69610208043685,0.001,557000,,-94.3562987767733,,556364,,,,2166.3845980763435,728.9
29.067385209401447,0.001,558000,,-94.2922336324056,,557607,,,,1532.680929851532,530.2
,,558152,103,,390.71,,1624,5386,1032.88319167,,
25.06161726366337,0.001,559000,,-94.63051982954437,,558473,,,,1608.222070968151,566.0
24.292458861815827,0.001,560000,,-94.40566038885036,,559425,,,,1218.2841062560678,485.4
26.046478961039934,0.001,560459,103,-94.29869304429616,401.61,560028,1628,5418,1069.1759994499998,,
25.570918542060298,0.001,561000,,-94.76294051153812,,560716,,,,998.0722970545291,384.3
23.747300509380118,0.001,562000,,-95.27156094264556,,561751,,,,1042.64122736454,403.3
,,562239,103,,404.9,,1632,5441,1081.87797591,,
24.609663720087173,0.001,563000,,-95.61807083297562,,562696,,,,1249.5829204201698,442.7
24.092238527314368,0.001,563923,103,-95.86579360084973,401.9,563367,1636,5459,1077.2657468,,
24.494014403758904,0.001,564000,,-96.04800874758989,,563835,,,,1788.6466699361802,600.1
23.887546926304914,0.001,565000,,-95.76966516011979,,564729,,,,1231.755737900734,430.3
24.224393873072383,0.001,565510,103,-95.46756404461247,403.5,564930,1640,5484,1088.42135264,,
24.765258375158165,0.001,566000,,-96.12751204592323,,565816,,,,1351.8849263250827,463.7
25.430587431217763,0.001,567000,,-96.85000772679106,,566673,,,,991.776688927412,380.7
,,567214,102,,408.47,,1644,5508,1110.21359499,,
26.841576648795087,0.001,568000,,-96.73824368352476,,567868,,,,1536.2328234851361,516.3
26.83259333359016,0.001,568858,102,-97.00379646217431,410.46,568232,1648,5527,1121.34808447,,
25.53214425047977,0.001,569000,,-96.93935728959434,,568770,,,,1713.1613552212716,564.0
24.418548008491253,0.001,570000,,-97.19604272952024,,569749,,,,826.9337055742741,323.6
25.716497300437133,0.001,570454,102,-97.27957407633464,415.34,569970,1652,5551,1139.5384479999998,,
24.39497077097746,0.001,571000,,-96.86204335930643,,570723,,,,1510.7311198174953,498.2
25.688117510325995,0.001,572000,,-97.18522960141527,,571645,,,,1895.0846185863018,630.2
25.087793757246978,0.001,572590,102,-97.01353209089525,423.55,572048,1656,5581,1171.8044256199996,,
26.538580894470215,0.001,573000,,-96.98806881545177,,572901,,,,1158.0546139001847,406.4
26.560888952367446,0.001,574000,,-97.36248967787799,,573807,,,,877.2517481029033,330.4
,,574273,102,,428.33,,1660,5604,1192.2430751399997,,
27.848863825702026,0.001,575000,,-97.5243973699992,,574816,,,,757.8955212473869,296.4
27.573418109113184,0.001,575392,102,-97.24173387630965,423.62,575075,1664,5617,1184.5913420499999,,
28.89692063829792,0.001,576000,,-97.00550269131637,,575706,,,,767.4486557424068,288.0
28.334859481512332,0.001,576954,102,-97.17920222244864,423.6,576267,1668,5630,1188.0269147899999,,
28.88688899439842,0.001,577000,,-96.97328717549642,,576866,,,,708.3032296359539,287.4
28.6078009832473,0.001,578000,,-97.18148628113762,,577635,,,,1178.3833599805832,419.7
,,578403,102,,426.02,,1672,5650,1196.14720072,,
32.08120735923013,0.001,579000,,-96.71361453716571,,578679,,,,1406.0247926056386,483.6
27.66715834985066,0.001,579944,102,-97.47413573946271,431.6,579557,1676,5670,1213.1779148,,
30.063994630922043,0.001,580000,,-97.16006642659505,,579856,,,,1405.4721757173538,496.5
29.272834692150354,0.001,581000,,-97.82541739940643,,580508,,,,768.1890598833561,286.8
28.203692526187538,0.001,581687,102,-97.9132617014759,437.66,581144,1680,5693,1234.51196234,,
27.781023893251525,0.001,582000,,-98.20025863311365,,581599,,,,1244.6464853167533,419.8
29.462613486803157,0.001,583000,,-98.5983156125117,,582412,,,,1226.8674220979215,412.7
29.50547445979383,0.001,583489,102,-98.44047005971272,436.11,582988,1684,5717,1232.9689007499999,,
27.639517280254285,0.001,584000,,-98.3068451669052,,583895,,,,813.3951141566038,303.1
30.260791176702917,0.001,585000,,-98.4589050572093,,584552,,,,1258.8240343153477,440.4
,,585253,101,,438.26,,1688,5738,1242.71314972,,
29.597751545148256,0.001,586000,,-98.5341084798177,,585869,,,,1287.2909916460515,476.0
30.449759162202174,0.001,586804,101,-98.12951196164501,441.75,586359,1692,5757,1254.52438674,,
29.59309188725234,0.001,587000,,-98.51734391537458,,586716,,,,501.3329426586628,227.3
29.465175863762735,0.001,588000,,-98.30041743081713,,587432,,,,1366.6600852191448,501.5
29.752204225176857,0.001,588289,101,-98.03909989008828,441.21,587936,1696,5779,1254.30277422,,
29.912101080817898,0.001,589000,,-97.55935112055201,,588475,,,,1443.243054127693,558.8
31.413040539614524,0.001,589915,101,-97.32303786277771,443.01,589468,1700,5797,1259.01218525,,
30.971812282764148,0.001,590000,,-96.97498006128066,,589827,,,,1032.055100607872,374.6
30.843985952805205,0.001,591000,,-97.14566802978516,,590757,,,,842.7757975280285,347.9
,,591088,101,,425.67,,1704,5816,1197.44148094,,
32.2981865029586,0.001,592000,,-97.20034852501942,,591755,,,,951.3490605413914,366.6
30.038712844982015,0.001,592524,101,-97.03475354601453,416.07,592041,1708,5831,1159.2324535,,
31.855271171246255,0.001,593000,,-96.85360145568848,,592884,,,,1651.5926473528148,583.7
30.15478941599528,0.001,594000,,-96.71465561237741,,593776,,,,1101.3279139101505,409.8
,,594191,101,,418.58,,1712,5856,1166.38132519,,
31.990272852507506,0.001,595000,,-96.37089006828539,,594631,,,,1094.9448777616024,408.2
34.12161502432316,0.001,595742,101,-96.83971356331034,414.91,595317,1716,5873,1153.5892548,,
30.17577722589057,0.001,596000,,-96.55472244172407,,595654,,,,1091.11916615963,416.7
30.959386712477613,0.001,597000,,-97.03628059447281,,596648,,,,1203.0048094280064,430.0
,,597001,101,,409.65,,1720,5894,1134.64025854,,
29.893275412646208,0.001,598000,,-96.15831472223455,,597750,,,,1669.6832374215126,579.1
,,598502,101,,403.5,,1724,5910,1114.78540437,,
31.801316964973523,0.001,599000,,-96.74704747385793,,598723,,,,984.6319881677628,380.1
32.418009941394516,0.001,600000,,-97.03843966958976,,599884,,,,1051.6169471383096,394.8
,,600452,101,,399.93,,1728,5935,1102.3652320899998,,
33.96036924024635,0.001,601000,,-97.13961270324185,,600833,,,,616.3432930350303,286.0
35.87319918194333,0.001,601833,101,-96.35404555862014,395.94,601487,1732,5950,1086.94997136,,
36.299121923224874,0.001,602000,,-96.2854618397794,,601745,,,,781.7735468685627,310.0
34.78786983116,0.001,602914,101,-97.06432156299982,389.91,602553,1736,5962,1067.3415550500001,,
36.937353466019964,0.001,603000,,-97.17074306515882,,602826,,,,969.7505073964596,370.7
35.19048636992348,0.001,604000,,-97.3835382308552,,603792,,,,1920.8213224887847,678.9
,,604612,101,,391.02,,1740,5985,1069.34421464,,
34.41170966560072,0.001,605000,,-97.276904726289,,604524,,,,1862.4852579951287,640.5
35.42867268806647,0.001,606000,,-97.5008736710522,,605887,,,,1202.5902854025364,422.1
35.104451972351974,0.001,606891,100,-97.64911963107318,396.77,606225,1744,6016,1084.5149059599999,,
33.62556712932653,0.001,607000,,-97.58364812725556,,606803,,,,1837.455861568451,637.9
36.3253241648157,0.001,608000,,-97.35496130334326,,607467,,,,2568.704526564479,951.7
35.54786618479182,0.001,609000,,-97.5313008340557,,608357,,,,1245.1529582560063,469.2
34.81595916346825,0.001,609337,100,-98.1112394116843,404.79,608975,1748,6062,1105.15610566,,
34.14379486693858,0.001,610000,,-98.57058267593384,,609850,,,,398.37143671512604,200.9
33.937547110522964,0.001,610496,100,-98.28063734372456,400.42,610043,1752,6073,1089.1751748000001,,
39.145601399006694,0.001,611000,,-98.79413926670317,,610755,,,,953.4932218134403,352.4
31.808899205140392,0.001,612000,,-99.00743645789639,,611696,,,,777.6079289466143,307.6
,,612129,100,,395.39,,1756,6093,1067.2820928800002,,
33.52504187363844,0.001,613000,,-99.12450790405273,,612732,,,,606.5466657727957,257.4
31.82869326125744,0.001,613285,100,-99.00917609384126,390.12,612947,1760,6106,1049.54624781,,
33.6808162689209,0.001,614000,,-98.74658557561439,,613683,,,,823.5987223148346,336.0
32.19003646270089,0.001,614282,100,-98.9387205372686,388.9,613959,1764,6118,1042.0119690200002,,
34.3168712541895,0.001,615000,,-99.16776875616277,,614845,,,,618.7386758238077,252.6
,,615203,100,,382.49,,1768,6128,1019.62401059,,
34.43982516594653,0.001,616000,,-99.41244823527786,,615792,,,,468.92118268013,217.8
,,616068,100,,376.65,,1772,6137,999.51425403,,
36.70726993528463,0.001,617000,,-99.79531478881836,,616705,,,,614.4513013720513,267.9
,,617062,100,,371.18,,1776,6147,982.3089168000001,,
35.070254712922804,0.001,618000,,-99.43340110778809,,617740,,,,641.7745873272419,255.8
,,618081,100,,363.94,,1780,6159,958.55605453,,
36.408093490600585,0.001,619000,,-99.20173199408877,,618672,,,,548.4003244400025,244.9
,,619013,100,,355.24,,1784,6169,924.7751501500002,,
38.54925112258223,0.001,620000,,-98.70216782648761,,619417,,,,671.909192687273,296.8
39.61018470682708,0.001,620291,100,-98.15223275724254,350.38,619979,1788,6183,896.70039724,,
41.89275445216205,0.001,621000,,-97.7877665928432,,620870,,,,775.5177109777927,302.7
,,621271,100,,344.67,,1792,6194,879.99691569,,
42.03513949430442,0.001,622000,,-97.54772633253926,,621578,,,,731.0770549714565,344.2
41.78203195783827,0.001,622695,100,-97.80499526432583,344.06,622215,1796,6209,874.2651313799998,,
39.4401439744599,0.001,623000,,-97.46046292051977,,622607,,,,1106.1831069529057,608.3
36.535774379695226,0.001,623761,100,-98.54092015257669,338.46,623454,1800,6227,856.6153764100001,,
34.390968838253535,0.001,624000,,-97.91231676327286,,623858,,,,653.7417938053608,260.4
40.340731821562116,0.001,624668,100,-98.43658326801501,335.8,624326,1804,6237,851.22739658,,
39.35435710541189,0.001,625000,,-97.96762763907056,,624799,,,,402.88550558686256,186.1
36.8460487638201,0.001,625466,100,-97.80021843543419,329.42,625159,1808,6246,834.52834237,,
37.30118154384222,0.001,626000,,-98.3106833981796,,625876,,,,515.7139928042889,230.4
34.58332039077929,0.001,626489,100,-98.63338561556232,322.98,626145,1812,6256,813.5963486200001,,
36.58315779682348,0.001,627000,,-98.45405792467523,,626850,,,,562.0590797781945,237.0
34.317972391747965,0.001,627600,100,-98.08658993628717,318.58,627161,1816,6267,797.6939388200002,,
33.04180303470109,0.001,628000,,-97.41103416265443,,627770,,,,728.4929281771183,304.5
35.820630359649655,0.001,628711,100,-97.28622851371765,317.1,628401,1820,6280,794.8251027700001,,
34.56584676536354,0.001,629000,,-97.45611579138954,,628623,,,,825.2667963802814,316.4
32.276953250642805,0.001,630000,,-97.32771165030343,,629860,,,,873.409368506074,372.8
,,630278,100,,317.76,,1824,6300,795.7654883600001,,
31.23692083798922,0.001,631000,,-96.71337586385341,,630866,,,,718.1817168533802,360.3
31.354114285055196,0.001,631761,100,-96.83993911743164,313.09,631290,1828,6316,775.57532622,,
29.013467718975974,0.001,632000,,-96.81126635486542,,631673,,,,580.3368280875729,305.2
27.59852017017833,0.001,633000,,-97.06004440575315,,632636,,,,1027.667909437418,402.7
28.46584989410086,0.001,633431,99,-97.12292461552896,315.98,633121,1832,6339,772.6350041999999,,
28.38345707587476,0.001,634000,,-97.02345824964118,,633871,,,,637.6499687075615,257.0
29.7936787781892,0.001,634443,99,-97.15616789020476,315.29,634114,1836,6349,769.5620158300001,,
26.64154913846184,0.001,635000,,-97.25087078318876,,634695,,,,1026.0306963056325,391.8
28.440723409150777,0.001,635699,99,-97.03417711759869,310.87,635355,1840,6364,754.92081433,,
29.906000126239864,0.001,636000,,-97.82444390585256,,635783,,,,548.1548822671175,214.8
28.030257584708078,0.001,636400,99,-97.44148482399426,295.09,636127,1844,6372,706.4352489699999,,
28.137564162685447,0.001,637000,,-97.32350241921165,,636740,,,,669.9995819091797,258.9
27.45888059980729,0.001,637333,99,-97.21164821175968,279.96,637012,1848,6382,662.5405328800001,,
26.918124575010488,0.001,638000,,-96.68341503503187,,637829,,,,453.51401271224023,197.4
,,638151,99,,276.55,,1852,6391,653.34883402,,
27.04251880769606,0.001,639000,,-97.11854260927672,,638822,,,,966.3475092977285,353.5
,,639147,99,,270.18,,1856,6403,633.4012715800001,,
24.79043555657069,0.001,640000,,-96.4848819732666,,639788,,,,530.4138303935528,224.5
,,640095,99,,268.1,,1860,6413,627.2600463800001,,
28.550661267352705,0.001,641000,,-96.60674433347558,,640679,,,,978.5736029565335,334.3
,,641061,99,,267.79,,1864,6425,630.65063117,,
28.200114462110733,0.001,641904,99,-96.78057780546301,267.01,641571,1868,6432,625.4459581099999,,
26.794575975379164,0.001,642000,,-96.28768126945185,,641816,,,,553.118749492988,271.6
27.60060721922686,0.001,642919,99,-96.34824002173639,268.51,642501,1872,6442,630.61356662,,
30.429331854617956,0.001,643000,,-96.08641560872395,,642831,,,,418.6399965378223,219.8
25.868497132156303,0.001,643762,99,-96.62278474580258,267.0,643464,1876,6452,622.67008499,,
26.252516969045004,0.001,644000,,-96.04587169828869,,643674,,,,731.8065196394921,303.8
27.33293990414552,0.001,645000,,-96.81716001876677,,644336,,,,1369.4653173085012,552.8
26.725706409378304,0.001,645603,99,-96.94904829259727,275.22,644938,1880,6474,644.6039913399999,,
26.49472134062891,0.001,646000,,-96.57721815913557,,645846,,,,924.3372853636741,346.9
25.409848430340105,0.001,647000,,-96.65842852180387,,646171,,,,2006.2316276192664,682.9
26.711080310821533,0.001,647897,99,-97.02959689331054,288.84,647171,1884,6503,682.4983199399999,,
25.294166161348826,0.001,648000,,-97.23406441906776,,647809,,,,2595.464755517244,889.6
26.29969471645355,0.001,649000,,-97.77906929016113,,648809,,,,571.4695679962635,267.4
27.41179855819297,0.001,650000,,-97.52742851203215,,649629,,,,1970.9857367038726,720.3
,,650717,99,,304.26,,1888,6545,736.0103143,,
27.954960962295534,0.001,651000,,-97.52757650756836,,650629,,,,2765.0533901110293,1000.0
30.25105929278169,0.001,652000,,-97.33845243146342,,651702,,,,1039.6523451805115,399.3
28.15621026427345,0.001,652663,99,-97.23334337757753,313.92,652154,1892,6581,764.3833595499999,,
28.681167588947506,0.001,653000,,-97.2952397664388,,652575,,,,1418.1153339266777,517.0
28.45555235888507,0.001,654000,,-96.95619700663798,,653541,,,,1092.944788622856,411.4
29.64411616158652,0.001,654497,99,-96.68492733267851,318.02,653970,1896,6606,779.6560047899999,,
28.53501153046558,0.001,655000,,-96.90799545915159,,654409,,,,1374.1732308972628,511.1
28.439554702151906,0.001,656000,,-96.65962300156102,,655807,,,,1801.4335372015835,736.1
,,656895,98,,331.34,,1900,6636,814.65154729,,
30.40163458251953,0.001,657000,,-97.03081874084472,,656807,,,,453.9337283074856,211.7
31.71208208153047,0.001,657902,98,-96.91612358552864,332.34,657617,1904,6652,817.4209107199999,,
29.66878118369785,0.001,658000,,-96.31424982860835,,657814,,,,957.4302687942982,344.6
29.509187337868813,0.001,659000,,-96.95231102252829,,658427,,,,1554.3722391545773,548.0
29.854375086713453,0.001,659469,98,-97.11610921223958,340.03,659086,1908,6673,841.64372529,,
30.426283455435346,0.001,660000,,-97.30756537658347,,659734,,,,885.1193395018578,325.5
29.846527918917207,0.001,661000,,-97.0749808533551,,660352,,,,2073.3359809398653,647.2
,,661173,98,,346.84,,1912,6695,867.0682282199997,,
31.821147684191093,0.001,662000,,-97.07296577828829,,661694,,,,660.6115925610065,288.6
29.45509744841477,0.001,662354,98,-97.14280100855333,347.54,661984,1916,6710,870.3674335300001,,
28.586509398364147,0.001,663000,,-97.07146844631288,,662858,,,,684.582221865654,268.9
28.361477889876436,0.001,663470,98,-96.93343441728233,347.59,663134,1920,6722,871.0028510899999,,
30.827223431305047,0.001,664000,,-97.25620298457325,,663649,,,,603.5179137766361,256.0
29.573263235390186,0.001,664604,98,-96.50534516572952,343.26,664173,1924,6734,857.5350521899999,,
30.05283543041774,0.001,665000,,-96.87852691468738,,664852,,,,752.1603228211403,315.1
31.545524892141653,0.001,666000,,-96.6766875510992,,665644,,,,635.298396641016,271.7
,,666675,98,,349.14,,1928,6753,881.6136388099999,,
30.055023939868484,0.001,667000,,-96.91049911726766,,666854,,,,688.4386081039905,293.6
28.575461577593796,0.001,667679,98,-96.89040511216575,342.48,667330,1932,6768,873.54770669,,
30.967469922701518,0.001,668000,,-96.50146827697753,,667831,,,,421.153783339262,204.9
32.157395014056455,0.001,668572,98,-96.91575601365831,341.29,668230,1936,6778,869.3036009199998,,
28.19943217560649,0.001,669000,,-96.76536107063293,,668740,,,,353.9162992119789,191.6
28.05705815639222,0.001,669430,98,-97.17265253800612,337.31,669165,1940,6787,853.54130014,,
27.924227540455167,0.001,670000,,-97.0510576439913,,669911,,,,717.4647892683745,303.6
30.242056643627734,0.001,670505,98,-97.58420440673828,341.05,670160,1944,6799,863.7407964999999,,
29.49296970665455,0.001,671000,,-97.73783604303996,,670881,,,,1886.6167864963413,636.4
28.197112553155243,0.001,671724,98,-97.7385734720433,343.91,671350,1948,6815,869.5481313600001,,
27.94043669333825,0.001,672000,,-97.96414296610372,,671636,,,,834.0725571990013,326.9
26.00768687508323,0.001,672741,98,-97.82496650772866,345.9,672457,1952,6828,873.4214449200001,,
28.5493789054252,0.001,673000,,-98.29654718214466,,672838,,,,454.4811831831932,208.6
28.940485927165966,0.001,673650,98,-98.64885762532552,345.03,673291,1956,6837,869.74962107,,
26.948745822554585,0.001,674000,,-98.15559645260082,,673562,,,,744.5925437569618,298.4
26.625976416405212,0.001,674939,98,-98.98774823571881,348.44,674609,1960,6851,881.2636415899999,,
26.0451962337021,0.001,675000,,-98.84592601681544,,674851,,,,346.35907554626465,181.3
24.598993471063718,0.001,675867,98,-99.18547015979978,348.06,675574,1964,6860,877.4335976599999,,
24.475525381506944,0.001,676000,,-99.02684006036496,,675779,,,,672.717741125822,264.6
24.128005703747043,0.001,676898,98,-98.84037428635817,349.94,676581,1968,6871,888.03230271,,
23.634019755900688,0.001,677000,,-99.31067445174507,,676810,,,,652.0887211561203,237.3
27.927591449958232,0.001,678000,,-99.22676382774164,,677543,,,,1118.6450769245625,361.7
,,678134,98,,352.15,,1972,6886,901.6571090000001,,
22.80757298257187,0.001,679000,,-99.91719024412093,,678760,,,,591.8866487622261,256.9
,,679105,98,,353.43,,1976,6898,911.6668382500002,,
25.964092360602486,0.001,680000,,-99.47567757894826,,679636,,,,992.7315614819527,362.2
,,680010,98,,344.07,,1980,6909,882.70721748,,
24.208037044691004,0.001,681000,,-99.45214750870414,,680424,,,,1189.5874636530875,415.2
23.984868896285764,0.001,681349,98,-99.9499505406661,334.52,680981,1984,6924,860.28364468,,
24.081968708038332,0.001,682000,,-99.84702171325684,,681834,,,,703.1741589665413,272.5
25.468444352436403,0.001,682460,98,-100.18642322729666,317.43,682117,1988,6936,809.2622402900001,,
23.540824204302847,0.001,683000,,-99.85091921814487,,682831,,,,487.7835890471935,227.9
25.935832169998523,0.001,683395,98,-99.89458126491971,307.32,683046,1992,6946,778.5812746300002,,
24.812678324437773,0.001,684000,,-99.71066446219925,,683750,,,,681.1722181737423,276.4
26.754631580450596,0.001,684336,98,-99.60780980036809,298.39,683984,1996,6956,750.8267360999998,,
25.938071801527492,0.001,685000,,-99.1916574420351,,684749,,,,465.6525448918343,219.5
23.865695405330055,0.001,685250,98,-100.4904642878352,283.55,684970,2000,6967,710.17746975,,
24.982318937778473,0.001,686000,,-100.06614263852437,,685811,,,,447.81036526560786,200.5
,,686095,98,,281.93,,2004,6975,703.59651429,,
26.154388411148734,0.001,687000,,-99.96564868429432,,686738,,,,487.73397886157034,231.2
,,687047,98,,275.78,,2008,6985,681.1720766900003,,
23.622045883425958,0.001,687987,98,-100.01984278361003,268.14,687668,2012,6992,654.2071293700001,,
24.42359188624791,0.001,688000,,-99.90665117346722,,687899,,,,504.12055649757383,230.7
23.00518036282752,0.001,688870,98,-99.87890517810159,265.16,688557,2016,7002,643.4581315700001,,
22.982816365559895,0.001,689000,,-99.69166531183023,,688782,,,,620.5978794515133,252.5
24.33355556299657,0.001,689831,98,-99.99636613830062,263.61,689483,2020,7012,637.00338318,,
23.527109421216526,0.001,690000,,-99.81240169818585,,689743,,,,598.1217097520828,279.3
23.60881644296864,0.001,690820,98,-99.72631218650125,262.16,690510,2024,7023,631.38595164,,
25.28988214870831,0.001,691000,,-99.89299492363457,,690732,,,,502.4436312496662,208.6
23.509109440797605,0.001,692000,,-99.87580236588946,,691565,,,,726.0519967675209,282.8
,,692229,98,,255.54,,2028,7038,612.7044127199999,,
23.427817505948685,0.001,693000,,-99.59788731967701,,692639,,,,662.0054401874543,281.9
24.494395273194897,0.001,693254,98,-99.80694124509962,255.75,692917,2032,7051,612.47251281,,
25.06387494365621,0.001,694000,,-99.60218341898474,,693811,,,,1212.4104877144098,474.3
24.356891265282265,0.001,694519,98,-99.68296415155584,259.47,694162,2036,7066,624.5021298199999,,
24.503273777941946,0.001,695000,,-99.97969408271726,,694672,,,,777.8851015746593,321.0
25.061815527769234,0.001,695517,98,-99.8228189761822,260.87,695196,2040,7078,630.47359981,,
24.422436705986318,0.001,696000,,-100.49919911088615,,695429,,,,1097.2067000329494,428.2
