rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss,eval/mean_ep_length,eval/mean_reward
21.25,4,14.577585500000001,3052,0,85,,,,,,
16.125,8,12.18054775,614,0,129,0.001,0.030241184202688082,37,-0.7569753328959147,,
13.083333333333334,12,10.095588166666667,413,0,157,0.001,0.02985803729721478,65,-0.770250658194224,,
11.5625,16,9.050376125,351,0,185,0.001,0.01960326119193009,93,-0.7657183607419332,,
10.65,20,8.433431449999997,307,0,213,0.001,0.008150997571647167,121,-0.8047012289365133,,
10.041666666666666,24,8.011841291666666,284,0,241,0.001,0.003106497327930161,149,-0.8846797943115234,,
9.607142857142858,28,7.713457678571429,268,1,269,0.001,0.0017736554312120592,177,-0.8865848580996195,,
9.28125,32,7.49109415625,254,1,297,0.001,0.0019121392563517605,205,-0.9084779222806295,,
9.027777777777779,36,7.315978444444446,242,1,325,0.001,0.0020901154660220656,233,-0.9231699705123901,,
8.825,40,7.17740895,228,1,353,0.001,0.00340821424366108,261,-1.0110559066136677,,
8.659090909090908,44,7.064677181818182,221,1,381,0.001,0.0025083618903798716,289,-0.9964970946311951,,
8.520833333333334,48,6.968919770833334,218,1,409,0.001,0.0034551275561430623,317,-1.0401870012283325,,
8.403846153846153,52,6.8893088076923075,214,2,437,0.001,0.006686230123575244,345,-1.0788257122039795,,
9.160714285714286,56,8.670003142857144,208,2,513,0.001,0.03266104839911515,406,-1.536419304934415,,
10.0,60,10.65660326666667,202,2,600,0.001,0.07651909559287808,493,-2.0293931635943325,,
10.734375,64,12.388507890625,196,3,687,0.001,0.11236030642281879,581,-2.411225904117931,,
11.411764705882353,68,13.96372613235294,192,4,776,0.001,0.11608145606111396,669,-2.6583780592138115,,
11.972222222222221,72,15.294682902777778,190,4,862,0.001,0.15404153750701385,755,-3.0766615217382256,,
12.513157894736842,76,16.543034815789472,187,5,951,0.001,0.17410024898973378,844,-3.4557520909742876,,
,,,,,1000,0.001,0.15868276797912337,911,-3.6747832515022973,22.1,38.8934569478035
13.0,80,17.6719431,179,5,1040,0.001,0.13834820823235947,933,-3.8106793490323154,,
13.464285714285714,84,18.737194749999997,180,6,1131,0.001,0.1656550985168327,1023,-4.182184566151012,,
13.852272727272727,88,19.64669946590909,179,6,1219,0.001,0.16947451098398728,1112,-4.418470989574086,,
14.23913043478261,92,20.53373734782609,179,7,1310,0.001,0.17090853870562886,1202,-4.822149833043416,,
14.541666666666666,96,21.252533729166668,177,7,1396,0.001,0.21533913165330887,1289,-5.128492658788508,,
14.83,100,21.939607990000003,177,8,1483,0.001,0.18092806086960164,1376,-5.249553767117587,,
14.86,104,22.897787280000003,177,8,1571,0.001,0.17780937000431798,1464,-5.711914972825483,,
15.31,108,24.075416960000002,178,9,1660,0.001,0.1678761663762006,1552,-5.996890674937855,,
16.83,112,26.714023210000004,182,10,1840,0.001,0.142500251732968,1688,-6.790039589530544,,
,,,,,2000,0.001,0.26313981869154507,1862,-7.2297633665579335,66.6,97.47205758690833
19.03,116,30.348516520000004,177,11,2088,0.001,0.4377384367540027,1928,-7.333186510837439,,
21.9,120,35.58067801000001,178,13,2403,0.001,0.7835143668416106,2231,-8.217841947078705,,
24.66,124,41.20253125,178,15,2707,0.001,0.959812137874819,2538,-9.260147957574754,,
,,,,,3000,0.001,1.0762385059805477,2879,-10.2988007409232,75.5,145.34021035432815
27.71,128,47.47084863,173,17,3040,,,,,,
30.87,132,53.971985060000016,174,19,3384,0.001,1.2997246027685876,3213,-11.561735463696857,,
34.02,136,60.51535170000001,174,21,3727,0.001,1.624354439765908,3557,-12.743204560390739,,
,,,,,4000,0.001,1.8066018746179693,3880,-13.951712963192962,66.5,124.16076114177704
36.76,140,66.05357428,169,23,4029,,,,,,
39.91,144,72.57838829999999,170,25,4372,0.001,1.985745559944663,4201,-14.960612585378248,,
43.04,148,78.95040288,169,27,4713,0.001,2.235035266987113,4543,-16.31854336760765,,
,,,,,5000,0.001,2.591634024592007,4885,-17.322469575064524,85.4,168.44115206599236
46.18,152,85.46268527000001,164,30,5055,,,,,,
48.58,156,90.31424651000002,164,32,5371,0.001,2.433424461939756,5200,-18.48717024159986,,
51.12,160,95.3835028,164,34,5712,0.001,3.0409322685973588,5541,-19.458728524141534,,
,,,,,6000,0.001,2.578262592470923,5885,-20.619935989379883,85.4,165.36041420698166
53.69,164,100.56387778999999,161,37,6056,,,,,,
56.18,168,105.50697688000002,161,39,6394,0.001,3.2132139184895685,6226,-21.609876189120982,,
