time/fps,rollout/ep_len_mean,time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/n_updates,train/actor_loss,train/critic_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
,,,,,10000,9815,-29.86182032691108,9.454677470304349,0.001,160.7,272.1007127940655
134,85.24,116,75,127.76978072000003,10217,10049,-30.813836024357723,7.147014868410328,0.001,,
,,,,,11000,10286,-32.16063871383667,5.518912883905264,0.001,925.4,1005.6602034628391
120,91.17,120,93,133.53507423,11363,11197,-34.45550455365862,7.761424257647978,0.001,,
121,89.84,124,96,132.97842336000002,11758,11582,-37.033121689506196,9.523627198260764,0.001,,
,,,,,12000,11668,-37.60803089585415,9.790373009304668,0.001,920.9,926.6066435337067
,,,,,13000,12759,-40.55084779527452,8.399178337264846,0.001,1000.0,1053.2016494214536
105,106.56,128,132,150.38351157,13950,13759,-41.85402380371094,8.259806084394455,0.001,,
,,,,,14000,13860,-43.604382758047066,8.571483394887188,0.001,109.4,233.91103801131248
105,107.47,132,136,154.87101318999999,14408,14229,-45.02253809282857,9.140585524420585,0.001,,
107,110.08,136,139,163.07012701,14883,14669,-46.25645167032878,10.289055649439494,0.001,,
,,,,,15000,14890,-47.419524445825694,10.871641242627016,0.001,114.3,241.5149962067604
106,111.2,140,143,166.56203286,15299,15120,-48.31528343588619,10.217007632948395,0.001,,
108,113.19,144,146,172.19467730000005,15840,15635,-49.88611444933661,12.552058089492668,0.001,,
,,,,,16000,15842,-50.94673869920813,12.522211331388224,0.001,172.4,230.68591250777246
107,115.74,148,152,176.72116954,16386,16199,-51.940952952315165,14.52173079513922,0.001,,
109,118.39,152,155,184.06930341999998,16987,16750,-54.09548434089212,14.245039859940023,0.001,,
,,,,,17000,16897,-54.815655590736704,13.147202495004045,0.001,125.2,227.49077807068824
109,121.38,156,161,190.60464466999997,17574,17370,-56.16893134006234,14.770173100700156,0.001,,
,,,,,18000,17855,-58.01929447012888,16.665452999128423,0.001,115.1,194.07338958382607
109,122.14,160,165,193.19167688999994,18061,,,,,,
109,124.21,164,168,197.00518974999994,18545,18352,-59.695461996670424,21.072529640691034,0.001,,
110,123.83,168,171,197.23084457000002,18974,18762,-60.918083044198845,24.53678413039272,0.001,,
,,,,,19000,18884,-61.66112036783187,22.5817425055582,0.001,96.9,164.02534281015397
110,122.9,172,175,196.87264922999995,19360,19181,-62.29818790516955,22.8569822261208,0.001,,
111,124.12,176,178,200.61244722999996,19874,19661,-63.508930151803156,21.13879488545952,0.001,,
,,,,,20000,19784,-64.5609792278659,21.59135399019815,0.001,138.6,238.3072095811367
111,124.5,180,183,202.37137769,20417,20213,-65.95163496802834,22.258407901315127,0.001,,
112,126.99,184,186,207.47786101000003,20898,20712,-67.18302676256965,21.065897626035355,0.001,,
,,,,,21000,20808,-67.639093319575,24.429459472497303,0.001,106.9,216.8999842762947
112,129.23,188,190,212.72614535,21394,21176,-68.5011345394074,19.7988562697456,0.001,,
112,131.21,192,193,217.16141138999996,21869,21650,-69.82346954345704,16.99445013006528,0.001,,
,,,,,22000,21900,-70.08866131891969,20.57892607066257,0.001,115.6,224.49002707600593
113,134.2,196,198,222.86540322000002,22429,22122,-70.78316048213414,23.371418076592523,0.001,,
,,,,,23000,22875,-72.53563799176898,24.748985540782307,0.001,219.5,335.0705018877983
112,139.2,200,205,231.42306535,23139,,,,,,
113,142.16,204,208,237.228011,23617,23449,-74.15497064590454,22.19303237274289,0.001,,
113,143.55,208,210,239.99661824999998,23969,23771,-74.31899602789628,19.068529711141213,0.001,,
,,,,,24000,23879,-74.65793779161241,23.147156371010674,0.001,119.6,229.54891642332078
113,147.27,212,215,247.7366332,24524,24283,-75.66174677798622,22.1676680776808,0.001,,
,,,,,25000,24878,-77.0033680507115,21.995221179166286,0.001,151.5,265.1328440487385
113,149.05,216,220,250.97124985000005,25122,,,,,,
114,145.36,220,225,250.14144334,25899,25649,-78.8778587140535,18.78125453774446,0.001,,
,,,,,26000,25809,-78.96578254699708,18.65029203891754,0.001,208.6,323.3373700201511
114,147.85,224,232,254.32542151000004,26543,26318,-80.02576428994365,22.46322837095151,0.001,,
,,,,,27000,26638,-80.35567433346984,26.70201467565588,0.001,272.0,380.0308807551861
113,133.08,228,240,240.40604450000006,27258,27081,-81.14768860832093,19.60871528640507,0.001,,
113,132.36,232,242,237.79562941,27644,27452,-81.9263784790039,17.700418696403503,0.001,,
,,,,,28000,27861,-83.82191144503079,28.226636441548667,0.001,89.7,170.66018754839897
113,131.53,236,246,235.39879255000002,28036,,,,,,
114,131.7,240,249,234.48868068,28469,28280,-83.9105236346905,28.022129223896908,0.001,,
114,130.54,244,251,231.94771402000003,28894,28699,-85.29573089599609,20.460080490112304,0.001,,
,,,,,29000,28804,-85.04496390864534,18.93003631773449,0.001,104.9,220.35886709094046
114,129.69,248,255,233.32549462999995,29355,29139,-85.84853737309294,31.3673173031717,0.001,,
115,129.17,252,259,233.08970353,29904,29666,-86.73258575021404,24.793139523022795,0.001,,
,,,,,30000,29814,-86.57344828425227,22.89605035008611,0.001,145.8,310.37109422683716
115,129.03,256,264,234.61175191,30477,30254,-88.31401649681297,24.93805671704782,0.001,,
,,,,,31000,30798,-89.33753705024719,28.346498673356425,0.001,133.3,295.36682094335555
115,129.61,260,269,238.06313252000004,31022,,,,,,
115,129.98,264,273,241.74554277999997,31543,31325,-89.79149058327747,26.54296884607913,0.001,,
,,,,,32000,31810,-90.56622225443522,27.719381392502985,0.001,127.2,275.6420932650566
115,130.54,268,277,245.39507819999994,32028,,,,,,
115,131.64,272,280,249.09293538000006,32524,32295,-91.12954700526906,27.818468510214963,0.001,,
,,,,,33000,32752,-91.41944538463245,32.101672331492104,0.001,140.1,279.62459230422974
115,132.31,276,286,251.16657331999994,33105,32946,-92.0249886266964,28.15736977587041,0.001,,
116,132.41,280,289,253.02440642,33658,33416,-92.76361869038016,17.453691680936046,0.001,,
,,,,,34000,33769,-92.91024767766234,20.344806686776582,0.001,178.4,341.0559298932552
116,132.68,284,294,254.59202435999995,34166,33943,-92.54952029524178,27.461925418897607,0.001,,
116,133.38,288,298,256.63846162000004,34732,34524,-93.6827787511489,28.079909429830664,0.001,,
,,,,,35000,34790,-93.80443119358372,24.460894069156133,0.001,187.1,350.946402579546
116,134.81,292,304,259.17596408,35350,35168,-94.59034960782981,26.445846814143508,0.001,,
,,,,,36000,35757,-94.72760248184204,26.60268384218216,0.001,372.9,518.3187697827816
115,136.78,296,312,262.75144433,36107,,,,,,
115,136.38,300,317,263.35154308999995,36777,36539,-95.611323928833,23.76922883093357,0.001,,
,,,,,37000,36843,-96.15964097243089,26.61524147559435,0.001,154.9,302.6308630168438
116,143.57,304,326,272.78212096,37974,37653,-96.91016456879765,21.8291469624168,0.001,,
,,,,,38000,37884,-97.2980794577763,23.750413085475113,0.001,186.5,314.78388640880587
115,146.39,308,332,278.77089467,38608,38366,-97.89139546288385,17.690867135922115,0.001,,
,,,,,39000,38826,-98.55887123206993,20.346890102733266,0.001,141.0,293.91875683665273
115,148.07,312,339,281.51707057999994,39331,39114,-98.98553968455694,23.440293550491333,0.001,,
116,147.58,316,342,282.35521916,39880,39664,-99.55303332989033,21.858692342920822,0.001,,
,,,,,40000,39790,-99.58666253468347,20.52218432653518,0.001,332.4,485.69904763698577
115,147.96,320,351,283.47755723,40695,40468,-99.8232493746108,20.563849089802176,0.001,,
,,,,,41000,40900,-100.54195623528467,18.934968972859316,0.001,151.4,303.1263105094433
115,147.41,324,356,284.04019019000003,41284,41051,-100.48713022867838,17.189763596515782,0.001,,
116,145.86,328,360,284.57931247000005,41844,41615,-100.94225945271236,15.426878582347523,0.001,,
,,,,,42000,41874,-101.25443687438965,16.869822617371877,0.001,132.8,269.7509613275528
116,147.28,332,365,288.55961827000004,42372,42142,-101.70587630498977,19.110615711363536,0.001,,
,,,,,43000,42690,-101.79754818187041,18.085293377770316,0.001,200.6,395.75441455841064
116,152.64,336,371,296.66841042000004,43300,,,,,,
116,154.46,340,377,302.06422541999996,43915,43690,-102.96641918064392,17.071749638036355,0.001,,
,,,,,44000,43825,-102.93151513854069,18.988795534769693,0.001,265.9,460.2125171303749
116,157.01,344,384,308.24016271000005,44595,44335,-102.70044602614183,22.89264087822601,0.001,,
,,,,,45000,44866,-103.82942137607309,18.86967420996281,0.001,145.8,317.56277230381966
116,160.0,348,390,313.78805306000004,45355,45010,-103.41530683305528,17.40525057249599,0.001,,
116,160.82,352,394,315.67136172,45986,45760,-104.638974801088,17.529689625770814,0.001,,
,,,,,46000,45896,-104.81063528621898,21.745746630079605,0.001,143.6,320.3772915482521
116,161.66,356,400,317.99569822,46643,46397,-104.72337544759115,18.722613451496656,0.001,,
,,,,,47000,46880,-105.8411042288448,18.151361752092168,0.001,202.1,385.50521474480627
116,163.17,360,406,319.86702762,47339,47007,-105.50489092630053,15.683168978203,0.001,,
116,163.95,364,411,321.20285059,47938,47699,-106.25995953052075,13.216018099289435,0.001,,
,,,,,48000,47848,-106.37692423502604,12.396033402257318,0.001,229.7,448.8703399121761
116,166.72,368,417,325.73372183,48700,48367,-106.63848629332425,15.855152584059269,0.001,,
,,,,,49000,48902,-106.52938445626873,19.50728697646154,0.001,200.2,376.1624146580696
116,168.55,372,424,330.48579992,49379,49138,-106.71685396614721,22.870829985303395,0.001,,
116,168.29,376,428,331.61164883000004,49934,49701,-107.86402457101005,15.651989316940307,0.001,,
,,,,,50000,49844,-106.88964462280273,16.80389130198872,0.001,167.0,377.54238361120224
116,168.75,380,434,332.75835850999994,50533,50302,-107.59899286476963,17.687714591170803,0.001,,
,,,,,51000,50894,-107.74872507731119,16.805227944056192,0.001,163.8,360.0442176938057
116,170.39,384,439,336.54685208,51205,,,,,,
116,171.18,388,443,338.97139157,51850,51598,-108.12058605725252,17.397703006768683,0.001,,
,,,,,52000,51869,-108.4086545308431,19.47178540536023,0.001,178.5,342.1761377811432
116,171.81,392,449,341.08373011000003,52531,52292,-108.00819346110026,18.618076907793682,0.001,,
,,,,,53000,52849,-108.62047576904297,23.104416599079055,0.001,207.4,466.749575728178
116,172.1,396,456,343.20524885,53317,53060,-108.90575423330631,20.1221887692456,0.001,,
,,,,,54000,53838,-109.17652610178745,20.622148993309963,0.001,179.9,352.4385855793953
116,173.32,400,462,347.66736179,54109,,,,,,
117,169.12,404,467,345.27476392999995,54886,54606,-109.16009147799745,15.631486564266439,0.001,,
,,,,,55000,54796,-109.05610785233347,15.472187017139635,0.001,157.6,356.83976886868476
117,169.23,408,473,347.67072229000007,55531,55284,-109.61615394143497,18.11658806631551,0.001,,
,,,,,56000,55768,-109.6988498003055,19.31042125148158,0.001,185.7,360.8092561006546
117,168.82,412,480,348.96676005999996,56213,55946,-109.97364095623574,21.80416097801723,0.001,,
117,170.41,416,484,352.8389775999999,56921,56643,-110.17353200912476,15.067106153654015,0.001,,
,,,,,57000,56831,-110.01923354128574,16.07107719969242,0.001,164.4,372.03749949336054
117,169.19,420,491,354.23546261,57614,57366,-110.52465241819948,18.142300857292426,0.001,,
,,,,,58000,57736,-110.0728831741045,15.502480530513907,0.001,173.0,389.1010136306286
117,170.53,424,497,358.59173403000005,58337,58093,-110.58452846227067,15.853650759052298,0.001,,
,,,,,59000,58806,-110.86050347720875,18.83492036660512,0.001,595.9,728.6184709250927
117,180.52,428,509,370.21211995,59896,,,,,,
,,,,,60000,59806,-110.71067874145508,16.43503530526161,0.001,324.7,499.9758662939072
116,184.51,432,523,377.03289653,60823,60549,-111.40638934864717,18.56277039923319,0.001,,
,,,,,61000,60733,-111.30281564463739,19.510880427516025,0.001,172.9,378.82777376770974
116,183.62,436,530,377.04218946000003,61662,61355,-111.28158810264186,12.68801149273418,0.001,,
,,,,,62000,61844,-111.36733172921573,15.673034863436923,0.001,1000.0,1073.7817911863326
,,,,,63000,62844,-111.75431614685058,14.932763936519622,0.001,242.7,340.49277386665347
114,195.1,440,555,387.6034422100001,63425,63095,-112.16343536376954,11.671543994272847,0.001,,
,,,,,64000,63800,-112.24558122696415,14.542819949779433,0.001,177.3,351.20203177332877
114,196.92,444,562,389.18332955000005,64287,63981,-112.54722205268013,16.589148321204423,0.001,,
114,196.37,448,567,386.59661822999993,64992,64713,-112.96844507300335,16.19602641204129,0.001,,
,,,,,65000,64902,-112.87405748869243,17.965820263302515,0.001,189.6,381.21427423357966
114,197.52,452,574,386.89922722999995,65738,65532,-112.60524536842523,15.497899633045344,0.001,,
,,,,,66000,65843,-113.13232767950628,16.78285874097775,0.001,184.0,371.38998250365256
114,199.28,456,580,389.64681219,66571,66253,-112.86937204996745,14.324918986465525,0.001,,
,,,,,67000,66868,-113.40416192317355,17.348948764628258,0.001,113.1,186.98528850078583
114,198.57,460,586,386.9031446,67196,66983,-114.1665103310033,12.717269721238509,0.001,,
,,,,,68000,67818,-114.0872203013936,13.706847895364293,0.001,210.8,505.230989253521
114,201.88,464,594,393.89558502,68126,,,,,,
114,201.87,468,599,394.82513573000006,68887,68641,-114.21825532831697,17.23954660943214,0.001,,
,,,,,69000,68896,-115.28064910888672,19.833299186494614,0.001,279.7,612.9905057549477
114,202.73,472,607,394.8135899200001,69652,69389,-114.51685683957992,21.886185888305725,0.001,,
,,,,,70000,69891,-114.43405337449981,19.430492496055674,0.001,326.4,703.8423653781414
114,209.04,476,617,407.58528563,70838,70362,-114.5549675527245,17.6841018078896,0.001,,
,,,,,71000,70856,-114.3833401997884,20.971935810866178,0.001,113.4,187.94802415966987
114,213.17,480,625,412.42038889,71850,71320,-115.41536233084543,16.15441655227116,0.001,,
,,,,,72000,71866,-115.67324512409714,24.933769257563466,0.001,108.1,181.85084134936332
114,210.64,484,630,405.17975007,72269,72074,-114.75297149658203,19.334070274829866,0.001,,
,,,,,73000,72802,-115.89148679343603,16.71589761395608,0.001,191.5,464.59816014766693
114,212.38,488,637,409.86361228999994,73088,,,,,,
,,,,,74000,73640,-116.26743046153675,22.466195365515624,0.001,630.0,1492.7881265699864
114,216.58,492,649,422.08209371,74189,,,,,,
,,,,,75000,74588,-117.32565446333452,17.57493681174058,0.001,422.0,922.5298548102379
113,219.24,496,662,431.33407912,75241,74912,-117.89601507304627,22.75142589174671,0.001,,
,,,,,76000,75868,-118.20302050875634,20.677847817886708,0.001,432.9,962.0137460410594
113,225.31,500,675,444.6573573600001,76640,76278,-118.5646932090201,20.283202189352455,0.001,,
,,,,,77000,76748,-118.59551578097873,21.39482892161668,0.001,290.5,647.0778598129749
113,227.13,504,684,449.66985660000006,77599,77270,-118.409087647783,19.572961842886492,0.001,,
,,,,,78000,77718,-118.34561295282273,22.271989137932444,0.001,206.9,461.04958148002623
113,228.72,508,692,453.1511338600001,78403,78107,-119.00910295758929,31.06704589460023,0.001,,
,,,,,79000,78767,-119.20099195397418,20.55763994047652,0.001,199.5,442.1210775196552
113,230.07,512,699,456.84284804999993,79220,78968,-119.32367925360651,16.64757911008389,0.001,,
,,,,,80000,79661,-119.47048854827881,18.917164732950816,0.001,261.8,583.6530480742455
113,230.94,516,707,459.50196612,80015,,,,,,
113,233.71,520,713,467.80370973,80985,80679,-119.47602566083272,19.915151342826803,0.001,,
,,,,,81000,80895,-119.62945867467809,19.42950859003597,0.001,212.9,534.9560904979705
113,235.18,524,720,472.28892615000007,81855,81362,-118.77014266612917,22.520991608153942,0.001,,
,,,,,82000,81765,-119.72500382608442,23.699629645193777,0.001,286.2,648.8565875589848
113,228.77,528,730,469.19929121000007,82773,82433,-120.16719243555893,21.138450664976624,0.001,,
,,,,,83000,82683,-119.63780401611328,17.578858644485475,0.001,280.3,608.9838188350201
113,228.31,532,739,470.11347539,83654,83385,-120.04504111318877,20.237711411602092,0.001,,
,,,,,84000,83839,-119.8840819138747,14.068851318114843,0.001,189.1,377.4820966660976
113,226.23,536,745,466.26714573,84285,84026,-119.95259280914956,27.478667264316172,0.001,,
,,,,,85000,84752,-120.91439836290148,21.2631723774804,0.001,168.3,360.8519082129002
113,215.76,540,751,457.49531708,85001,,,,,,
113,216.23,544,757,460.30604274999996,85910,85544,-120.06386795043946,16.944205729166665,0.001,,
,,,,,86000,85820,-120.7370387091153,24.250166625216387,0.001,185.7,395.5812352180481
,,,,,87000,86726,-120.85498935736499,22.83625056847785,0.001,237.6,437.2920941650867
113,221.3,548,769,472.99706145000005,87122,,,,,,
,,,,,88000,87812,-120.96143223689153,19.409896565298748,0.001,300.7,640.8064822494983
113,223.76,552,779,479.27778742999993,88114,,,,,,
,,,,,89000,88868,-122.14740948428475,21.68814208524487,0.001,349.3,664.4178748250008
,,,,,90000,89293,-122.6104858326462,24.1493201973859,0.001,1000.0,2517.065877622366
,,,,,91000,90293,-122.9355682220459,21.708332572460176,0.001,1000.0,2392.7779165506363
110,248.12,556,824,540.83870195,91383,,,,,,
,,,,,92000,91751,-123.85521685692572,25.70312121702779,0.001,165.3,389.63614424467085
,,,,,93000,91928,-123.73516485664283,22.182061971244167,0.001,1000.0,2380.5934347450734
109,258.22,560,849,568.7629385600001,93018,,,,,,
,,,,,94000,93104,-124.36578759280118,16.39628331498666,0.001,1000.0,2238.5452070653437
,,,,,95000,94282,-125.44661717327095,21.725275088090164,0.001,855.3,2206.5238162636756
107,272.46,564,890,605.1733665200002,95372,,,,,,
,,,,,96000,95282,-126.10545260620117,20.4028282828331,0.001,934.3,1771.7284000873565
,,,,,97000,96282,-126.91828894042969,20.53598683643341,0.001,1000.0,2168.029523253441
,,,,,98000,97282,-127.46193797302246,19.22360252571106,0.001,1000.0,2252.7045779764653
103,298.33,568,956,658.10611878,98720,98282,-128.75403713989257,19.127794437408447,0.001,,
,,,,,99000,98630,-128.80100228320592,16.010872654531195,0.001,1000.0,2096.0775902807713
,,,,,100000,99630,-129.70801458740235,20.113346033096313,0.001,1000.0,2112.419743901491
,,,,,101000,100630,-130.77605543518067,18.111478414058684,0.001,1000.0,2102.302214038372
,,,,,102000,101630,-131.4834546966553,20.13002364206314,0.001,644.1,1230.8025897145271
100,330.68,572,1026,725.26239255,102720,,,,,,
,,,,,103000,102630,-132.03507608032226,18.683343853235243,0.001,1000.0,2336.234889858961
,,,,,104000,103630,-132.9739783477783,19.965199372291565,0.001,969.1,2134.3631854116916
,,,,,105000,104630,-133.5642410736084,19.08017386507988,0.001,1000.0,2331.904161673784
,,,,,106000,105630,-134.90194512939453,20.175201220035554,0.001,950.0,2152.7769126594067
96,358.82,576,1105,791.4378102300002,106720,,,,,,
,,,,,107000,106630,-135.94398510742187,18.62557405757904,0.001,380.5,701.7491334974766
,,,,,108000,107550,-135.80953286440317,24.42436794668322,0.001,1000.0,2425.338348996639
95,367.9,580,1135,817.2198180399998,108640,,,,,,
,,,,,109000,108550,-136.89703239440917,16.394417799949647,0.001,1000.0,2336.0008259117603
,,,,,110000,109550,-138.08888101196288,20.14457964491844,0.001,981.8,2266.556603461504
,,,,,111000,110550,-138.76524354553223,21.966039355278014,0.001,970.7,2125.00054987669
,,,,,112000,111550,-139.96208116149901,21.22582118988037,0.001,1000.0,2297.3060511767862
93,403.71,584,1208,901.63514394,112640,,,,,,
,,,,,113000,112550,-140.27263470458985,17.372554335832596,0.001,1000.0,2232.5172474741935
,,,,,114000,113550,-140.69147093200684,18.409962577819826,0.001,1000.0,2418.8242554306985
,,,,,115000,114899,-141.93878340447085,16.010910792473737,0.001,391.3,1112.7962987720966
91,424.53,588,1259,955.49982368,115541,,,,,,
,,,,,116000,115818,-143.54134360603663,17.05303492013375,0.001,465.4,1168.6624812424184
91,427.33,592,1276,963.6124940699999,116922,116555,-143.06670638493128,14.030965349409316,0.001,,
,,,,,117000,116832,-144.4985286794978,17.058095594605813,0.001,530.7,1406.265398722887
,,,,,118000,117832,-144.69553784179686,23.709748017072677,0.001,219.1,524.0659034609795
,,,,,119000,118065,-145.6013404583109,23.571109579356442,0.001,1000.0,2821.8521485567094
90,442.47,596,1315,1009.0265098399999,119488,119065,-145.98955142211915,19.3154480843544,0.001,,
,,,,,120000,119398,-145.76037835218236,23.654679959958738,0.001,915.0,2628.1005128622055
,,,,,121000,120398,-147.10252478027343,19.850684770345687,0.001,1000.0,2582.8786386430265
,,,,,122000,121398,-148.36837869262695,24.04946416068077,0.001,1000.0,2593.6527329266073
,,,,,123000,122398,-148.7342230529785,21.763082998037337,0.001,1000.0,2508.4878263413907
88,468.48,600,1389,1084.2703908100002,123488,,,,,,
,,,,,124000,123398,-149.43276498413087,24.056279907226564,0.001,1000.0,2733.421560138464
,,,,,125000,124398,-150.01701736450195,23.307584896564485,0.001,1000.0,2650.4106857955458
,,,,,126000,125529,-151.8605529785156,23.305733451406464,0.001,1000.0,2714.8570106863976
87,490.2,604,1447,1147.88045358,126619,,,,,,
,,,,,127000,126529,-151.78069509887695,21.560392849206924,0.001,928.6,2507.193855500221
,,,,,128000,127529,-152.5251614379883,22.79543492603302,0.001,1000.0,2601.656062233448
,,,,,129000,128529,-153.25491598510743,23.59744355082512,0.001,1000.0,2595.7289804041384
,,,,,130000,129529,-154.34591952514648,21.63713703584671,0.001,1000.0,2579.4235031545163
86,522.16,608,1508,1234.26005048,130619,,,,,,
,,,,,131000,130529,-155.34289990234376,22.735274082660673,0.001,1000.0,2825.2881018340586
,,,,,132000,131529,-155.86804721069336,26.154640692949297,0.001,1000.0,2718.6344295442104
,,,,,133000,132529,-156.617941986084,21.816113728284837,0.001,1000.0,2712.951469606161
,,,,,134000,133529,-157.6585720214844,18.911698261499406,0.001,1000.0,2722.796968984604
86,553.99,612,1550,1325.7661945900002,134619,,,,,,
,,,,,135000,134529,-157.96864260864257,19.130301122665404,0.001,1000.0,2645.9638308227063
,,,,,136000,135529,-159.26232238769532,23.216880406141282,0.001,693.8,2038.0707944989203
,,,,,137000,136199,-159.06520094438034,29.9816199649464,0.001,1000.0,2725.007227653265
87,572.74,616,1576,1379.0445494900005,137289,,,,,,
,,,,,138000,137199,-160.8043878173828,24.58648054790497,0.001,1000.0,2986.128859061003
,,,,,139000,138199,-161.6884352722168,22.051938363075255,0.001,1000.0,2916.2855669736864
,,,,,140000,139354,-162.8940905057467,16.08625542271522,0.001,962.6,3207.2937243521214
87,594.59,620,1605,1451.4729183300003,140444,,,,,,
,,,,,141000,140354,-162.81567504882813,30.149139111995698,0.001,1000.0,3015.419530975819
,,,,,142000,141354,-163.95095764160158,18.990163084745408,0.001,1000.0,2867.9444544494154
,,,,,143000,142354,-164.63096325683594,23.330567635059356,0.001,1000.0,2945.5129154622555
,,,,,144000,143354,-165.2612589416504,19.902305954933166,0.001,799.9,2654.3562488794328
87,622.87,624,1642,1542.28629855,144142,,,,,,
,,,,,145000,144052,-166.04574807940378,31.48280597313769,0.001,1000.0,3122.053689736128
,,,,,146000,145200,-167.30943628259607,19.14595987829002,0.001,1000.0,3096.5430917561052
,,,,,147000,146200,-167.92790170288086,23.044864938735962,0.001,1000.0,2991.480051231384
88,645.17,628,1671,1616.8854215200004,147290,,,,,,
,,,,,148000,147200,-169.36705801391602,19.159197602272034,0.001,1000.0,3205.8020558297635
,,,,,149000,148200,-169.9669817199707,31.315057124614714,0.001,1000.0,2998.8465843677523
,,,,,150000,149200,-171.34260540771484,21.42619927072525,0.001,1000.0,3119.7967161297797
,,,,,151000,150200,-172.4719416809082,22.587366161823272,0.001,1000.0,3099.352986961603
88,676.36,632,1714,1722.2354951399998,151290,,,,,,
,,,,,152000,151200,-173.25998635864258,26.763071063995362,0.001,1000.0,3189.2967093646525
,,,,,153000,152200,-174.22022705078126,23.991210064888,0.001,1000.0,3379.616977709532
,,,,,154000,153200,-174.94975387573243,29.73405725669861,0.001,1000.0,3074.2406342327595
,,,,,155000,154200,-175.7119359741211,21.818956045150756,0.001,1000.0,3177.527959382534
88,710.05,636,1758,1838.4284065400002,155290,,,,,,
,,,,,156000,155200,-176.88788909912108,27.061926166534423,0.001,1000.0,3089.8409842312335
,,,,,157000,156200,-177.44649865722656,22.637991562366487,0.001,1000.0,3223.4473312675955
,,,,,158000,157200,-177.9475484008789,26.67448145914078,0.001,1000.0,3137.1925134718417
,,,,,159000,158200,-179.61731787109375,23.30887952709198,0.001,1000.0,3245.349486482143
88,742.89,640,1804,1950.86097865,159290,,,,,,
