time/fps,rollout/ep_len_mean,time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/n_updates,train/actor_loss,train/critic_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
,,,,,160000,159200,-180.5500354003906,23.439289643764496,0.001,1000.0,3287.020844358206
,,,,,161000,160200,-181.57805975341796,22.61843560886383,0.001,1000.0,3219.875089627504
,,,,,162000,161479,-181.7797829607408,23.67716409655882,0.001,1000.0,3234.4583370864393
88,766.59,644,1839,2037.90622618,162569,,,,,,
,,,,,163000,162479,-182.85429205322265,22.74045925283432,0.001,1000.0,3368.285558205843
,,,,,164000,163479,-183.63853833007812,21.723863623619078,0.001,1000.0,3301.6794987142084
,,,,,165000,164479,-184.70789138793944,23.31760177898407,0.001,1000.0,3251.476784592867
,,,,,166000,165479,-185.2480537109375,31.92621707487106,0.001,993.4,3183.674878412485
88,794.47,648,1880,2142.92456483,166569,,,,,,
,,,,,167000,166479,-186.53564492797852,25.339345077037812,0.001,880.8,3084.7354962825775
,,,,,168000,167224,-186.89962891279532,23.195138146573264,0.001,1000.0,3046.326484435797
,,,,,169000,168224,-187.22791012573242,28.397975355625153,0.001,1000.0,3211.7884971737863
,,,,,170000,169224,-187.98489752197267,27.438324729919433,0.001,1000.0,3307.149736094475
88,822.0,652,1920,2244.6841946900004,170314,,,,,,
,,,,,171000,170865,-190.05913457870483,25.615287910199573,0.001,1000.0,3315.8230252563953
,,,,,172000,171865,-190.62959426879883,24.013639999866484,0.001,1000.0,3653.762203246355
,,,,,173000,172865,-191.69753985595702,33.02501155471802,0.001,992.8,3479.34104334116
88,825.72,656,1954,2293.85170358,173955,,,,,,
,,,,,174000,173865,-192.53127130126953,25.97984042739868,0.001,681.1,2499.1198487639426
,,,,,175000,174575,-193.19052880515514,26.73238569850653,0.001,693.1,2498.6881598889827
,,,,,176000,175575,-193.64009353637695,31.187721438884736,0.001,994.7,3683.7628376066687
,,,,,177000,176575,-194.45713317871093,26.695571574687957,0.001,1000.0,3442.9839212179186
89,846.47,660,1990,2390.17145719,177665,,,,,,
,,,,,178000,177575,-195.6479015197754,28.607227801799773,0.001,944.5,3502.4407049119473
,,,,,179000,178416,-196.0068306820976,22.883380701085475,0.001,861.1,3134.266408342123
,,,,,180000,179203,-196.88976184951744,28.521138801356585,0.001,1000.0,3554.7574368655683
89,854.58,664,2022,2448.0081298,180830,180203,-198.15059045410158,28.03985000705719,0.001,,
,,,,,181000,180740,-198.14609104993175,21.893824438809016,0.001,455.8,1617.998834604025
,,,,,182000,181714,-198.69955290409555,27.70855482960795,0.001,468.0,1609.0207996070385
,,,,,183000,182178,-199.37181137348043,27.731679485789662,0.001,904.2,2259.7859228253365
89,845.48,668,2041,2465.4108355000003,183268,,,,,,
,,,,,184000,183895,-200.21608045263199,29.443128754020123,0.001,871.1,2955.3900027275085
89,817.65,672,2054,2421.2410004,184485,183995,-200.36625915527344,19.572430453300477,0.001,,
,,,,,185000,184757,-200.13588845268796,36.28092685852261,0.001,596.0,2059.0345722675324
,,,,,186000,185333,-201.5261090596517,24.887667008572155,0.001,1000.0,3445.7625230789185
89,801.18,676,2077,2410.2466296600005,186838,186333,-201.39754806518556,27.553757696151735,0.001,,
,,,,,187000,186748,-202.49457249274622,27.90264533284199,0.001,575.9,1039.806435379386
,,,,,188000,187236,-201.84516750398228,29.740927638577634,0.001,776.7,2678.7275024473665
,,,,,189000,188574,-203.23741274041646,27.563756141274002,0.001,563.1,2052.158629399538
89,805.46,680,2104,2442.1019613599997,189186,,,,,,
,,,,,190000,189096,-203.01831879012886,28.521629191906516,0.001,1000.0,3867.56097471714
,,,,,191000,190096,-204.0154460144043,27.16512735414505,0.001,669.0,1177.691063028574
,,,,,192000,191418,-205.08898442428304,22.173030918429358,0.001,630.9,1952.017141407728
89,794.51,684,2139,2427.75145217,192091,,,,,,
,,,,,193000,192001,-204.59505811343897,33.10757254000185,0.001,1000.0,3623.9386500835417
,,,,,194000,193001,-205.6738550415039,29.455104675769807,0.001,780.2,2769.5294564008714
,,,,,195000,194610,-206.44013506779905,22.149056623330452,0.001,447.8,1480.2515577495099
89,797.6,688,2175,2467.55796824,195301,,,,,,
,,,,,196000,195654,-207.0942348445858,28.923009947783253,0.001,429.4,1398.5937764942646
,,,,,197000,196458,-207.740353752585,38.04292640225817,0.001,494.3,1674.3545723795892
89,801.54,692,2192,2491.4282401,197076,,,,,,
,,,,,198000,196986,-208.17056193496242,30.227493259039793,0.001,983.8,3518.979096573591
,,,,,199000,198655,-209.14661402902203,28.579115494840703,0.001,618.8,2142.5581278681757
90,802.92,696,2219,2515.1304726999997,199780,199239,-209.17590791885166,29.901155651432195,0.001,,
,,,,,200000,199690,-210.06676273852324,28.56207385665826,0.001,718.0,2574.554163497686
