time/fps,time/episodes,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/critic_loss,train/learning_rate,train/n_updates,train/actor_loss,eval/mean_reward,eval/mean_ep_length
157,136,4650,64.40862896,39.63,29,3.425459632203599,0.001,4501,-16.979208946228027,,
,,5000,,,,3.7267265047213827,0.001,4811,-18.403770297765732,279.83447803258895,123.6
153,140,5083,73.86650190000002,43.25,33,3.666642032018522,0.001,4934,-18.829854934446274,,
156,144,5668,88.01827080999999,48.39,36,4.523288639478905,0.001,5453,-21.17830591423567,,
,,6000,,,,4.623201023538908,0.001,5824,-22.99815886815389,284.50015847682954,125.0
153,148,6163,99.25089771000005,52.62,40,5.6588481324059625,0.001,5950,-23.492802180941144,,
153,152,6689,111.69368076,57.17,43,6.200293282667796,0.001,6462,-25.89878227597191,,
,,7000,,,,5.781173969945337,0.001,6893,-27.821842719768657,336.3537652134895,141.4
150,156,7241,124.55238146000002,61.99,48,5.547925723716617,0.001,7021,-28.44612020254135,,
151,160,7716,135.36018166000002,66.03,50,5.831538602083671,0.001,7508,-30.636315727233885,,
,,8000,,,,6.388899977390583,0.001,7862,-31.956254312547586,254.4543955683708,117.3
149,164,8186,145.58301727999998,70.02,54,6.3512804404548975,0.001,7977,-32.39599348369398,,
150,168,8648,155.59891776999999,73.92,57,6.1430247908053195,0.001,8440,-34.268701224491515,,
,,9000,,,,7.4192321410700055,0.001,8908,-36.14954853057861,245.49021195173265,114.6
149,172,9118,165.71647191,77.91,60,,,,,,
150,176,9578,175.03139662,81.33,63,7.069524656171384,0.001,9371,-38.4165870934202,,
,,10000,,,,7.96085796416816,0.001,9838,-39.70464221501754,247.20074907541274,114.4
148,180,10039,181.90072186999996,84.25,67,,,,,,
149,184,10502,189.75820062,87.7,70,9.09828281608121,0.001,10296,-41.62581128087537,,
150,188,10970,198.26418728000002,91.49,72,9.329020664853564,0.001,10757,-43.64681825799457,,
,,11000,,,,8.217643269749939,0.001,10879,-43.844757955582416,247.5520420074463,114.8
149,192,11423,206.55010501999996,95.15,76,8.86281278516565,0.001,11213,-45.41079160145351,,
150,196,11879,214.82981643000002,98.83,78,9.923659142694975,0.001,11671,-46.935325823332136,,
,,12000,,,,7.164652317762375,0.001,11908,-47.99138717651367,253.71006731987,116.3
149,200,12348,222.52820974000002,102.12,82,9.294458477436995,0.001,12143,-48.473702382233185,,
150,204,12808,228.43667413,104.6,85,11.491872154433151,0.001,12606,-50.53976821899414,,
,,13000,,,,10.200594539135958,0.001,12830,-51.25151584022924,253.79906078577042,116.9
149,208,13266,236.79593116999996,108.27,88,11.258000605187174,0.001,13061,-51.987055439060015,,
149,212,13728,245.19736829000001,112.01,91,13.182982795006406,0.001,13521,-53.33270297731672,,
,,14000,,,,11.17584254448874,0.001,13864,-54.90658616183097,253.68912538290024,116.8
149,216,14182,253.05299365000008,115.37,95,11.563735611479858,0.001,13980,-55.00115184126229,,
149,220,14650,257.50100953000003,117.07,97,14.260929562349235,0.001,14438,-56.23633220739532,,
,,15000,,,,12.080761181789896,0.001,14906,-57.95483490516399,224.08654159642757,103.3
149,224,15111,258.36216259,117.42,101,,,,,,
149,228,15367,254.47966460999996,115.81,102,11.334950513667888,0.001,15160,-58.327309472220286,,
149,232,15821,254.32241512000002,115.84,105,12.984031991234847,0.001,15616,-59.58166176932199,,
,,16000,,,,12.381612622437357,0.001,15849,-60.01348767038119,255.77355580925942,118.2
149,236,16300,255.93670694,116.5,109,11.790569380295178,0.001,16090,-60.75700872452533,,
149,240,16778,256.87684572,116.95,112,13.200900028149286,0.001,16570,-62.910108184814455,,
,,17000,,,,14.107904378856931,0.001,16829,-63.41119303022112,231.61353567540647,120.7
148,244,17149,249.60087632000003,114.81,115,13.917417107558832,0.001,16952,-63.6155090947305,,
149,248,17668,247.60111497999998,115.05,118,18.524207148407445,0.001,17455,-64.40058833796803,,
,,18000,,,,14.384161694710995,0.001,17818,-65.92237218221028,258.67757815718653,118.5
148,252,18151,245.40243397999998,114.62,121,17.185192464780407,0.001,17937,-66.39220215102374,,
149,256,18632,242.91734861,113.91,124,15.00288117548515,0.001,18418,-67.59567892140356,,
,,19000,,,,19.747426202474546,0.001,18898,-68.83110177712362,252.1310796916485,117.2
148,260,19107,242.36927066,113.91,128,,,,,,
149,264,19572,242.18880857,113.86,131,16.757918018940067,0.001,19362,-69.87670948466317,,
,,20000,,,,17.603779090775383,0.001,19817,-70.36151511580856,251.58276506066323,117.3
148,268,20025,241.82827089000003,113.77,134,,,,,,
148,272,20484,241.69465213999996,113.66,137,20.305579524394894,0.001,20280,-71.78779577036373,,
149,276,20945,241.73161946,113.67,140,15.433312792202521,0.001,20738,-72.4473798028354,,
,,21000,,,,15.453994004890836,0.001,20854,-72.8182013939167,254.73206138014794,118.4
148,280,21409,241.63546777000008,113.7,144,23.00996658982349,0.001,21207,-73.63504261081502,,
149,284,21859,241.22774887,113.57,146,19.261823263661615,0.001,21659,-74.73583602905273,,
,,22000,,,,16.23628712088112,0.001,21891,-74.61153799588563,256.62692786455153,117.9
148,288,22346,241.63892529,113.76,150,21.088832141907236,0.001,22136,-74.52328577349263,,
148,292,22816,242.04282996999999,113.93,153,19.543120543853096,0.001,22609,-76.05227353280051,,
,,23000,,,,19.772576297450268,0.001,22842,-76.58449670823954,262.18276687264444,120.4
148,296,23300,242.79207777,114.21,157,22.929312992871292,0.001,23088,-76.74945978964529,,
148,300,23784,243.18532795999997,114.36,160,21.276068586414144,0.001,23577,-77.68765543274961,,
,,24000,,,,20.79096253283389,0.001,23804,-77.51071630205426,256.372514539957,115.1
148,304,24250,243.48560761000005,114.42,163,20.56967305752539,0.001,24048,-78.41459237375567,,
148,308,24711,243.62050923000004,114.45,166,19.852092169098935,0.001,24506,-79.49811864303331,,
,,25000,,,,16.409310712416968,0.001,24858,-79.63993174235026,265.56235443353654,119.9
148,312,25183,244.09678773000005,114.55,169,16.540052353252065,0.001,24968,-78.65675839510831,,
148,316,25665,244.81659090000005,114.83,172,15.782389825788037,0.001,25452,-80.46361988988416,,
,,26000,,,,19.531663048785667,0.001,25802,-81.74485094793911,260.6127782702446,118.0
147,320,26110,244.21340987999997,114.6,176,23.244965654078538,0.001,25925,-81.83057591172515,,
148,324,26548,243.42367278999998,114.37,179,17.266291590297925,0.001,26334,-81.7535006205241,,
148,328,26986,248.08785773,116.19,181,30.98209459613068,0.001,26788,-83.6075653076172,,
,,27000,,,,22.90917859122018,0.001,26895,-83.23271625446823,235.7715217113495,105.9
148,332,27470,247.96016032,116.49,185,22.025683020817414,0.001,27233,-83.96104971078726,,
148,336,27913,244.81605709000004,116.13,188,20.589006175597508,0.001,27718,-84.8582026163737,,
,,28000,,,,27.193638696120335,0.001,27822,-85.44799481905423,186.57902205586433,106.4
148,340,28396,243.94478812999998,116.18,191,33.66611498636557,0.001,28205,-85.30937227521623,,
148,344,28851,245.29347161,117.02,194,34.74824236621376,0.001,28639,-87.12308476334911,,
,,29000,,,,28.002604124497395,0.001,28908,-87.2062348346321,206.56082081496714,113.6
147,348,29239,242.80448300000003,115.71,197,36.14680710123546,0.001,29042,-87.38085425077979,,
148,352,29682,239.40569732,115.31,200,28.759480516115826,0.001,29477,-88.62766186396281,,
,,30000,,,,43.212386117917355,0.001,29854,-89.42099083794488,172.98670428395272,106.1
147,356,30132,236.51106875000005,115.0,204,40.22302495865595,0.001,29959,-89.6624188056359,,
147,360,30524,232.75877466000003,114.17,206,34.82498424862503,0.001,30326,-89.54966153231534,,
148,364,30902,229.34408067,113.3,208,25.11114863707469,0.001,30706,-90.5516414642334,,
,,31000,,,,29.885200727553595,0.001,30811,-91.73858319796048,306.46215344667434,122.3
147,368,31301,229.38095234,112.76,212,32.34826409614692,0.001,31151,-92.1107730207772,,
147,372,31714,228.91593052999997,112.3,214,36.398223009976476,0.001,31538,-93.09605484008789,,
,,32000,,,,36.035133573744034,0.001,31816,-93.45774813051577,264.2813552796841,111.5
147,376,32096,227.29551428,111.51,217,42.462486128205235,0.001,31919,-93.3319512161554,,
147,380,32515,226.57535581999997,111.06,219,35.01515983618223,0.001,32320,-94.82121320871207,,
,,33000,,,,46.706855527285875,0.001,32818,-97.05298588193696,237.45714994072915,106.3
147,384,33011,228.95141788,111.52,223,,,,,,
147,388,33550,232.73715019000002,112.04,226,52.50955685285422,0.001,33304,-98.63314100412222,,
,,34000,,,,37.0474325300942,0.001,33854,-98.34870416345731,360.271053725481,139.2
147,392,34101,237.04762876,112.85,231,,,,,,
147,396,34764,243.82443214,114.64,235,39.75536002053155,0.001,34519,-99.72945262767651,,
,,35000,,,,40.47292457024256,0.001,34817,-100.73893112606473,455.7529603004456,168.8
147,400,35353,249.28270669000003,115.69,239,33.601584176371865,0.001,35122,-101.44339945778918,,
,,36000,,,,35.29783634263642,0.001,35706,-101.80720839629302,406.85380481481553,164.1
147,404,36027,257.03037605000003,117.77,244,,,,,,
147,408,36671,264.57289683000005,119.6,249,35.07266669954572,0.001,36399,-103.70144936697824,,
,,37000,,,,36.2156712895348,0.001,36900,-104.10984084719703,386.69243081212045,148.7
146,412,37299,270.62005242,121.16,254,41.32723037004471,0.001,37060,-105.05877532958985,,
147,416,37886,275.22653855,122.21,257,33.74964590561696,0.001,37664,-104.40087518936548,,
,,38000,,,,38.96844963627007,0.001,37795,-104.6001971905048,298.20600440502164,129.1
146,420,38426,279.05192444,123.16,261,37.65053441694805,0.001,38196,-106.09954370771136,,
,,39000,,,,36.58201552040969,0.001,38790,-106.48792402050164,365.4571507036686,145.6
146,424,39021,284.89367918999994,124.73,266,,,,,,
146,428,39589,289.22648367,126.03,269,40.28149142780819,0.001,39382,-107.35954057848132,,
,,40000,,,,45.7940232333015,0.001,39848,-108.05168151855469,413.4539580345154,159.8
146,432,40098,292.79929166,126.28,273,,,,,,
146,436,40725,301.61346947000004,128.12,277,37.921573861440024,0.001,40453,-106.98659993489584,,
146,440,40960,297.28611861999997,125.64,279,39.94935865402222,0.001,40850,-106.75586013793945,,
,,41000,,,,24.99089251066509,0.001,40888,-106.48807144165039,115.9130623102188,52.6
146,444,41337,297.09615256,124.86,281,47.820944074724544,0.001,41131,-108.34973394675333,,
147,448,41875,303.64388654000004,126.36,284,35.15656944962799,0.001,41639,-108.62738825063236,,
,,42000,,,,36.674003642902036,0.001,41898,-109.08197851348342,307.829477250576,128.6
146,452,42366,308.2321586,126.84,288,45.86323792492902,0.001,42160,-108.9808889276841,,
146,456,42870,313.09557432,127.38,291,45.81691707349291,0.001,42670,-109.71350366928998,,
,,43000,,,,43.97327348098014,0.001,42882,-109.18356557992789,372.757557874918,147.5
146,460,43382,319.77177273,128.58,295,44.985850649142485,0.001,43144,-109.54102589000355,,
147,464,43947,327.43323777,130.45,298,38.746178162836394,0.001,43703,-109.96898814610073,,
,,44000,,,,40.10158932754417,0.001,43856,-109.68098608239904,493.1040216445923,202.5
146,468,44562,333.61159246000005,132.61,303,42.80947885059175,0.001,44307,-111.22386980813647,,
,,45000,,,,41.613291089779864,0.001,44830,-112.12070549858942,372.5490026831627,146.7
146,472,45108,337.81739816999993,133.94,308,,,,,,
146,476,45537,338.99339182999995,134.41,310,48.82258754306369,0.001,45337,-112.63019039012768,,
,,46000,,,,37.39253471477612,0.001,45854,-112.10186431228473,241.43222224712372,109.4
146,480,46053,342.6295852700001,135.38,314,,,,,,
146,484,46498,340.50231418,134.87,317,37.947429572586465,0.001,46297,-111.59708295549665,,
146,488,46981,337.76892358999993,134.31,320,37.216983558934764,0.001,46789,-112.91772093596282,,
,,47000,,,,47.54298417875082,0.001,46890,-112.4264451569202,240.54270958304406,108.2
146,492,47494,336.00909973999995,133.93,324,46.35423084813306,0.001,47294,-112.13399040092857,,
,,48000,,,,45.9089606148856,0.001,47819,-112.228016543698,352.221439409256,135.0
146,496,48042,332.73253687,132.78,328,,,,,,
146,500,48603,331.26525882000004,132.5,331,49.66563910571011,0.001,48366,-113.4021562056108,,
,,49000,,,,42.38119527745374,0.001,48858,-113.59697195824157,428.23534882068634,155.2
146,504,49240,331.48287608000004,132.13,336,38.075319599953424,0.001,49015,-113.81168815417168,,
146,508,49734,325.64913920000004,130.63,339,46.74212386690337,0.001,49531,-114.09764769981648,,
,,50000,,,,30.917358888898576,0.001,49892,-114.43360857693654,334.349656945467,130.0
146,512,50257,323.09514463000005,129.58,343,30.662289468068924,0.001,50018,-115.0751459030878,,
146,516,50832,323.49427435,129.46,346,44.19635844230652,0.001,50586,-115.79015174278847,,
,,51000,,,,31.957972022025817,0.001,50741,-114.86427188229251,515.8215206086636,177.1
146,520,51501,329.48582616,130.75,351,44.20882965496608,0.001,51207,-115.84439032418388,,
,,52000,,,,34.86133645814041,0.001,51812,-116.74430512728756,271.339034730196,108.6
146,524,52036,328.64165355,130.15,355,,,,,,
146,528,52552,327.99426612,129.63,359,43.372904777526855,0.001,52338,-117.35494316948785,,
,,53000,,,,33.54787739221152,0.001,52838,-117.50208857152369,373.11772562861444,138.5
146,532,53046,327.42603057,129.48,362,,,,,,
146,536,53568,325.38738095,128.43,365,32.95091703493301,0.001,53337,-117.27035679229319,,
,,54000,,,,33.149286488355216,0.001,53869,-118.51834520242981,328.589695328474,126.2
146,540,54080,333.63409976,131.2,369,,,,,,
146,544,54632,340.77584334000005,132.95,373,30.27530361760047,0.001,54404,-118.88074062716576,,
,,55000,,,,31.692399571018836,0.001,54821,-119.71509145921276,322.64360612630844,126.2
146,548,55193,343.27222561,133.18,377,41.15747568011284,0.001,54949,-117.92012751102448,,
146,552,55736,346.34461066000006,133.7,380,44.27246939919212,0.001,55479,-119.1212104103782,,
,,56000,,,,41.50789468993181,0.001,55804,-120.87082395553588,391.74636287093165,139.1
146,556,56321,350.0075175899999,134.51,385,32.47855811513913,0.001,56109,-119.9591285509941,,
146,560,56858,351.147276,134.76,388,34.13556957244873,0.001,56649,-119.78996452918419,,
,,57000,,,,38.0356128356036,0.001,56886,-120.46159311930339,315.88108680844306,127.1
146,564,57411,351.87589224,134.64,392,37.758985727011755,0.001,57160,-120.17387565406594,,
146,568,57967,351.19020405000003,134.05,395,36.5272312487586,0.001,57736,-120.73030749822067,,
,,58000,,,,33.395880576542446,0.001,57876,-120.42552784511021,304.86483942866323,123.4
146,572,58509,351.4963318799999,134.01,399,39.0342812538147,0.001,58280,-120.8461221146257,,
,,59000,,,,29.078628886829723,0.001,58870,-122.19128992650415,370.30797812342644,144.6
146,576,59122,358.7849504999999,135.85,404,,,,,,
146,580,59773,362.84666022000005,137.2,408,35.54594088447165,0.001,59492,-121.46880852194393,,
,,60000,,,,35.989460047553564,0.001,59852,-122.02720184326172,458.859450083971,162.1
146,584,60419,370.54818909,139.21,413,39.67515987627434,0.001,60172,-121.87012546033745,,
,,61000,,,,32.370470901330314,0.001,60844,-121.13164480527242,507.2387968063355,182.0
145,588,61106,377.88505099,141.25,419,,,,,,
145,592,61725,381.43544599000006,142.31,422,44.03093668247791,0.001,61470,-123.6758749941562,,
,,62000,,,,36.67453614821345,0.001,61795,-123.19556245803832,452.92788462638856,172.0
145,596,62376,385.49702254000005,143.34,427,41.60440362583507,0.001,62123,-122.38065060702237,,
,,63000,,,,31.57424180758627,0.001,62791,-122.9445588965165,464.6218571305275,167.4
145,600,63062,389.07393063999996,144.59,432,,,,,,
145,604,63692,387.84952726000006,144.52,436,34.91826950794942,0.001,63470,-123.04154730355867,,
,,64000,,,,30.210531739422876,0.001,63863,-124.58339130177217,442.7635499536991,167.6
145,608,64298,391.81476035000014,145.64,441,43.044562272464525,0.001,64033,-123.61109224207262,,
145,612,64904,393.8151349600001,146.47,444,27.73756574521399,0.001,64640,-124.76765548126608,,
,,65000,,,,47.43198891457795,0.001,64813,-124.25169612086097,475.5793522655964,168.9
145,616,65528,395.5284436799999,146.96,449,39.6917495983559,0.001,65282,-124.20090606689453,,
,,66000,,,,38.599036916097006,0.001,65757,-124.30447862206435,432.3819939017296,157.1
145,620,66163,393.4151727800001,146.62,454,23.618498120126844,0.001,65915,-124.76831692079955,,
145,624,66811,396.76185953999993,147.75,458,33.68996821846932,0.001,66560,-124.26232340366026,,
,,67000,,,,35.83745770640188,0.001,66874,-125.07166518174209,434.32664238214494,160.9
145,628,67415,399.5099150799999,148.63,463,30.410810735490585,0.001,67161,-124.54485054621621,,
,,68000,,,,34.54303174805872,0.001,67901,-125.55267119176179,443.3555883347988,169.2
145,632,68179,407.79563795999997,151.33,469,,,,,,
145,636,68856,412.3648965,152.88,473,31.902871264351738,0.001,68621,-125.44545542399088,,
,,69000,,,,33.32498817311393,0.001,68765,-127.50032573276096,529.7154934346676,191.7
145,640,69522,416.93396802999996,154.42,478,37.9645811304634,0.001,69264,-126.08763697117935,,
,,70000,,,,23.347368005034213,0.001,69857,-127.40939073438769,432.65405322909356,157.4
145,644,70106,417.3653844500001,154.74,483,,,,,,
145,648,70699,417.8003432,155.06,486,31.76572832743327,0.001,70462,-126.37285970052083,,
,,71000,,,,37.395138226583335,0.001,70775,-126.4732871917357,422.42081410884856,155.8
145,652,71342,420.72039259999997,156.06,491,28.82631811625521,0.001,71081,-126.55942911497304,,
145,656,71947,421.18007426,156.26,495,33.769261714888785,0.001,71715,-126.76710835898795,,
,,72000,,,,41.166356543277175,0.001,71856,-126.933664563676,389.32853546142576,144.5
144,660,72519,421.30184549999996,156.61,500,31.115021613255845,0.001,72312,-126.15658315022786,,
,,73000,,,,26.552222075000888,0.001,72801,-127.00461110761088,298.01606552004813,127.4
144,664,73031,418.3359110899999,156.2,504,,,,,,
144,668,73592,417.26023140999996,156.25,507,32.017075101837854,0.001,73361,-126.10580115685096,,
,,74000,,,,31.366928113134282,0.001,73858,-127.18790020859032,335.31575348377226,135.8
144,672,74092,415.16637012000007,155.83,511,,,,,,
144,676,74568,409.71144123,154.46,514,32.14783583420974,0.001,74357,-126.99689483642578,,
,,75000,,,,23.94633396329551,0.001,74843,-128.16400738420157,359.2866051077843,138.7
144,680,75070,404.90649004000005,152.97,518,,,,,,
144,684,75627,401.55458396,152.08,522,32.82705230086389,0.001,75391,-127.07912860197179,,
,,76000,,,,31.50535280196393,0.001,75896,-126.83602367463659,285.23791126012804,118.7
144,688,76103,393.87000531999996,149.97,526,,,,,,
144,692,76623,390.5532389499999,148.98,529,32.442854030526796,0.001,76415,-127.72253771795742,,
,,77000,,,,29.09435694793175,0.001,76877,-127.27661882597825,307.79825099110604,121.3
144,696,77079,383.45117569,147.03,532,,,,,,
144,700,77578,378.24060213000007,145.16,535,29.622255289193355,0.001,77357,-126.44250892870355,,
,,78000,,,,40.38297452059659,0.001,77833,-126.68722118030895,324.8542406320572,128.8
144,704,78055,372.64614495,143.63,539,,,,,,
144,708,78590,370.33982591,142.92,542,35.58263504989748,0.001,78323,-125.92719281306032,,
,,79000,,,,31.26524922155565,0.001,78900,-127.07123331869802,295.75717067718506,121.8
144,712,79106,367.4213020000001,142.02,546,,,,,,
144,716,79584,362.35586055,140.56,549,26.065858580271403,0.001,79373,-126.3228628540039,,
,,80000,,,,38.61476425024179,0.001,79890,-128.28122288630559,416.08735846877096,140.9
144,720,80103,358.62623579,139.4,553,,,,,,
144,724,80603,353.6881574000001,137.92,555,29.75567780002471,0.001,80382,-127.31048657817226,,
,,81000,,,,28.1973787857936,0.001,80771,-126.01808037391076,393.91213104724886,147.5
144,728,81147,351.7687899,137.32,560,27.748734584470995,0.001,80918,-127.31757674346099,,
144,732,81693,344.56272551999996,135.14,563,33.11472976568973,0.001,81445,-126.6725336710612,,
,,82000,,,,37.879033769880024,0.001,81859,-126.85367899092417,280.2300374209881,118.2
144,736,82189,338.12870833999995,133.33,567,33.42675049430446,0.001,81954,-127.77550077438354,,
145,740,82747,333.89124878,132.25,570,27.947561694430068,0.001,82488,-127.8003551929028,,
,,83000,,,,27.379884004592896,0.001,82808,-127.38194796913548,301.4415300488472,128.9
144,744,83313,332.2513220299999,132.07,575,29.57788870981987,0.001,83074,-126.81737076608758,,
145,748,83932,331.84040473999994,132.33,578,23.419192607338363,0.001,83661,-128.15372776340794,,
,,84000,,,,28.696724732716877,0.001,83841,-127.73590655856663,237.65073328614235,108.2
145,752,84480,327.35534434,131.38,582,36.03862219408524,0.001,84229,-127.34956487019856,,
,,85000,,,,25.516474492622145,0.001,84906,-127.90655361313418,445.76696620583533,174.5
145,756,85184,328.69750598999997,132.37,586,,,,,,
145,760,85883,332.75593351000003,133.64,590,30.41128553936829,0.001,85662,-128.02982376098632,,
,,86000,,,,34.19012402020968,0.001,85792,-128.39117678128756,481.16730731129644,185.2
145,764,86569,336.7781756499999,135.38,595,31.417715179187624,0.001,86291,-128.3947370722053,,
,,87000,,,,42.77630919615428,0.001,86895,-129.3889912923177,672.7992279946805,246.6
145,768,87188,337.34428211000005,135.96,599,,,,,,
145,772,87755,338.49648340999994,136.63,603,43.17662913835228,0.001,87540,-129.01043823242188,,
,,88000,,,,53.059227829305534,0.001,87781,-128.50551657841123,406.8193580329418,162.5
145,776,88499,346.15623258000005,139.31,607,41.15955285042051,0.001,88221,-129.40688717554485,,
145,780,88928,343.82785843000005,138.58,610,34.27162635158485,0.001,88764,-129.43276638454861,,
,,89000,,,,37.7438073484865,0.001,88837,-128.59531105889215,490.15198826789856,186.1
145,784,89558,345.87804004,139.31,615,42.05283845822836,0.001,89325,-129.55822006697508,,
,,90000,,,,48.428486697281464,0.001,89830,-129.4813420742373,544.8569248020649,197.4
145,788,90266,353.79629337000006,141.63,620,32.2479194185269,0.001,89989,-129.59641159637064,,
145,792,90978,361.22466306,143.55,624,43.148928075087696,0.001,90718,-129.82337084318462,,
,,91000,,,,39.689128934984375,0.001,90887,-130.0064585549491,478.89088955521584,169.3
145,796,91630,368.33800742999995,145.51,629,38.78598396909749,0.001,91378,-130.32796245667993,,
,,92000,,,,31.0613345350538,0.001,91801,-129.1934095110212,516.9097931683064,171.6
145,800,92228,372.39204800999994,146.5,634,41.49852361507759,0.001,91968,-129.87176332019624,,
145,804,92842,379.23913274,147.87,637,35.61384539074368,0.001,92590,-129.4227870517307,,
,,93000,,,,32.27767665637946,0.001,92751,-128.84975452423095,413.25922518372533,146.6
145,808,93271,372.37925770000004,146.81,641,41.131946641571666,0.001,93098,-130.46165964554768,,
145,812,93628,365.90342882000004,145.22,643,45.57577105699959,0.001,93426,-129.99882817672471,,
,,94000,,,,24.18950366973877,0.001,93840,-130.1043160831227,518.9468483150006,314.5
145,816,94219,364.3276699,146.35,649,40.11831874113817,0.001,93970,-130.22550130990837,,
145,820,94734,365.01234925999995,146.31,652,50.46713953527785,0.001,94486,-129.28794144139147,,
,,95000,,,,48.61524178187052,0.001,94886,-129.18735936482747,319.49741730690005,123.6
145,824,95203,364.09010497,146.0,656,34.77369343439738,0.001,95006,-130.008562596639,,
145,828,95665,361.4431626399999,145.18,658,44.65367164946439,0.001,95465,-129.33263879073294,,
,,96000,,,,37.36121297296072,0.001,95871,-130.2401535566463,400.1984753549099,142.9
145,832,96249,364.21279709000004,145.56,663,36.31996870849092,0.001,95989,-128.2658357781879,,
145,836,96847,369.50504998,146.58,666,33.44195179119232,0.001,96590,-129.93476742128783,,
,,97000,,,,28.23755051429013,0.001,96756,-130.13903716673335,479.43791858553885,161.0
145,840,97366,369.80457372000006,146.19,670,41.166778539356436,0.001,97154,-129.77981085526315,,
145,844,97957,373.61315561,146.44,674,50.760979355082796,0.001,97723,-127.91200382008272,,
,,98000,,,,44.83269288656595,0.001,97866,-129.57918241288928,482.824974489212,165.0
145,848,98510,373.07006715000006,145.78,678,22.173320659449402,0.001,98248,-130.08819805736272,,
,,99000,,,,50.85108482231528,0.001,98852,-128.7901968228615,388.33147644400594,136.7
145,852,99111,377.6980465800001,146.31,683,,,,,,
145,856,99708,377.0906566799999,145.24,686,43.998609995540185,0.001,99457,-129.83020724525934,,
,,100000,,,,27.916060467396886,0.001,99884,-129.12811241775262,331.9470143079758,126.7
145,860,100282,374.75054986000004,143.99,690,30.451651139692828,0.001,100005,-129.27955703735353,,
