rollout/ep_len_mean,time/time_elapsed,train/learning_rate,time/episodes,train/critic_loss,rollout/ep_rew_mean,train/n_updates,train/actor_loss,time/total_timesteps,time/fps,eval/mean_reward,eval/mean_ep_length
124.34,1078,,692,,322.94841399000006,,,108017,100,,
123.39,1081,0.001,696,40.337671130895615,323.44276956,108354,-122.45174105962117,108513,100,,
121.84,1083,0.001,700,29.62982955900561,320.41191362,108810,-123.01059659322102,108958,100,,
,,0.001,,22.736597786264973,,108931,-122.41262334187826,109000,,306.50210378170016,121.1
121.08,1087,0.001,704,31.123437154860724,319.50943242,109298,-122.91862935868521,109449,100,,
121.42,1090,0.001,708,26.784235690956685,322.92650432000005,109819,-122.87325446285419,109979,100,,
,,0.001,,22.63429278180115,,109952,-123.99883885170097,110000,,367.21569340229036,134.8
120.81,1094,0.001,712,24.616873202785367,323.49558579000006,110345,-123.92755902198053,110505,100,,
,,0.001,,25.603389227029048,,110880,-123.70514713634144,111000,,360.0167666733265,133.2
120.46,1099,,716,,324.36774832000003,,,111042,101,,
120.17,1101,0.001,720,37.26565689359393,324.21220565000004,111378,-123.53948341225679,111541,101,,
,,0.001,,31.50548764038086,,111902,-122.93190656389508,112000,,382.4540583729744,133.3
120.02,1105,,724,,325.1054966,,,112060,101,,
120.67,1108,0.001,728,26.306903047995135,329.20979648,112428,-123.76590983072917,112588,101,,
,,0.001,,22.0904889669944,,112945,-123.10007912772042,113000,,393.7395709216595,128.2
120.69,1112,,732,,330.26697475000003,,,113102,101,,
120.21,1115,0.001,736,21.75678652745706,330.78553048000003,113455,-122.6652533919723,113595,101,,
,,0.001,,25.335054419257425,,113926,-122.88251842151989,114000,,321.09151340126994,116.5
120.21,1118,,740,,331.43480642000003,,,114077,101,,
121.32,1121,0.001,744,22.253061027526854,335.80312405000006,114461,-123.6064517211914,114611,102,,
,,0.001,,24.72862164739152,,114856,-123.25378385731872,115000,,354.05152309536936,120.5
122.39,1125,0.001,748,25.06026953458786,341.10535386000004,114976,-124.2393290201823,115124,102,,
123.2,1128,0.001,752,27.80940654501319,344.74721741,115458,-124.14551818370819,115608,102,,
,,0.001,,25.55484762612511,,115960,-124.6975154876709,116000,,343.6306174516678,117.8
123.7,1132,,756,,347.68294357999997,,,116110,102,,
123.62,1134,0.001,760,31.87846156756083,347.4651591299999,116449,-125.06645914713542,116597,102,,
,,0.001,,29.30313389492731,,116855,-125.408774544211,117000,,327.9922520756721,128.4
124.39,1138,0.001,764,29.33002081371489,349.28389236,116981,-125.91680714440724,117152,102,,
126.9,1142,0.001,768,33.428387920606085,357.76850447000004,117716,-126.58176137750799,117878,103,,
,,0.001,,36.934896963614,,117851,-126.04504405918406,118000,,324.688324534893,132.8
128.49,1147,0.001,772,28.45483846891494,363.00082619000005,118276,-127.88216824001736,118516,103,,
