rollout/ep_len_mean,time/time_elapsed,time/episodes,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss,eval/mean_reward,eval/mean_ep_length
71.47,53,160,134.52679667,8359,156,0.001,4.054254468790321,8179,-27.783878415129905,,
73.63,55,164,138.70709496999999,8687,157,0.001,3.3833593644201754,8505,-28.557079982757568,,
,,,,9000,,0.001,3.927854432616123,8846,-29.37902268698049,154.96781783103944,82.4
76.11,57,168,143.49657631000002,9023,156,,,,,,
78.52,59,172,148.16318561999998,9354,157,0.001,4.218589439988136,9176,-29.722609065827868,,
81.04,61,176,153.05755528999998,9694,157,0.001,3.6130691284225103,9512,-30.568377903529576,,
,,,,10000,,0.001,4.268148420870989,9853,-31.145071916801985,159.45277407169343,83.8
82.02,64,180,155.15873548,10033,156,,,,,,
82.3,66,184,155.68236919999998,10375,157,0.001,3.375668217276418,10193,-32.123551080393234,,
82.34,68,188,155.76879502999998,10713,157,0.001,3.437905795433942,10532,-32.50360054193541,,
,,,,11000,,0.001,4.270513007439763,10867,-32.756782252614094,161.0197165966034,84.4
82.95,70,192,157.06077127,11049,156,,,,,,
83.77,72,196,158.82705826999995,11388,156,0.001,4.633499882050923,11208,-34.0057430267334,,
83.9,74,200,159.22367642,11723,157,0.001,4.183052492577855,11541,-34.52211249746927,,
,,,,12000,,0.001,3.8919019588204318,11884,-34.96284192107444,161.8751722574234,84.5
83.91,77,204,159.27175395999998,12066,155,,,,,,
83.92,79,208,159.31700545,12402,156,0.001,5.9231008348694765,12222,-35.23779569353376,,
83.88,81,212,159.1984938,12741,156,0.001,4.236133548544674,12560,-35.58255302615282,,
,,,,13000,,0.001,4.0416215907695685,12902,-36.42962788426599,162.16019839644431,84.5
83.85,84,216,159.16499845,13080,155,,,,,,
83.8,86,220,158.99244647000003,13419,155,0.001,4.412915560461226,13238,-37.227951503935316,,
83.81,88,224,158.99299686,13759,155,0.001,4.4682425066482185,13580,-37.428561454595524,,
,,,,14000,,0.001,4.6443150208657045,13831,-37.930967470494714,161.71653017401695,84.3
83.77,91,228,158.91050232999999,14099,154,0.001,4.966881808193251,13918,-38.05474732138894,,
83.68,93,232,158.73663376,14432,154,0.001,4.15849384807405,14255,-38.58856092180525,,
83.72,95,236,158.87731646000003,14775,154,0.001,4.352503868085997,14593,-38.89155342465355,,
,,,,15000,,0.001,4.377582833346199,14851,-38.97187523614792,163.4848740696907,84.8
83.8,98,240,159.18230825000003,15113,153,0.001,4.442157412568728,14935,-38.5179808480399,,
84.22,100,244,160.30140956,15456,154,0.001,8.001176268555398,15275,-39.37019241687863,,
84.36,102,248,160.67949488,15798,154,0.001,5.67557017747746,15616,-39.97234442067701,,
,,,,16000,,0.001,5.643612203853471,15870,-40.08250454493931,164.44406670928,85.2
84.42,104,252,160.85026299999998,16137,153,0.001,3.9669860075501835,15955,-39.90033976236979,,
84.52,106,256,161.20585583,16478,154,0.001,3.9780482139932105,16297,-40.68738741990997,,
84.63,109,260,161.55486551,16822,154,0.001,5.025863332803859,16641,-41.09967937025913,,
,,,,17000,,0.001,5.93479908205742,16897,-41.33582368007926,165.87159611582757,85.3
84.78,111,264,162.09864894999998,17165,153,0.001,4.010265644206557,16983,-40.75437767561092,,
84.81,113,268,162.24374992000003,17504,153,0.001,4.092622687419255,17323,-41.91209929330008,,
84.94,115,272,162.60017092,17848,154,0.001,4.777342544045559,17666,-41.95252351982649,,
,,,,18000,,0.001,5.7418559915879195,17837,-41.98920758565267,165.26920164227485,85.4
84.92,118,276,162.70389063999997,18186,153,0.001,3.7968085760093597,18005,-41.62287995873428,,
84.95,120,280,162.87455544,18528,153,0.001,4.410446939773338,18348,-42.406426274499225,,
84.87,122,284,162.69029187,18862,154,0.001,4.699246552083399,18681,-42.63100483542994,,
,,,,19000,,0.001,5.035912681193579,18850,-42.47885286240351,165.84221902489662,85.2
84.92,125,288,162.95754180000003,19205,153,0.001,3.252906706444053,19023,-43.20667941071267,,
84.98,127,292,163.23825636,19547,153,0.001,5.060995507240295,19366,-43.187766585239146,,
84.98,128,296,163.35791929,19886,154,0.001,4.942696800065595,19707,-43.148798476817994,,
,,,,20000,,0.001,5.365933818476541,19874,-42.78388468424479,137.23151829242707,75.6
84.93,131,300,163.22650946,20216,153,0.001,6.523403694232305,20035,-43.1249205271403,,
84.64,133,304,162.48939052,20530,154,0.001,3.9801240249260053,20350,-43.91466047957137,,
84.27,135,308,161.68349031,20829,154,0.001,4.697513996338357,20641,-43.407583713531494,,
,,,,21000,,0.001,4.396640472412109,20853,-43.370668462804844,135.6124569952488,74.9
83.63,137,312,160.16232733,21104,153,0.001,5.36777809937795,20928,-43.55725820440995,,
82.42,138,316,157.46424364,21322,153,0.001,3.856884177850217,21146,-43.1333056640625,,
80.96,140,320,154.24844231999998,21515,153,0.001,6.217243087788423,21370,-44.09897104899088,,
80.99,141,324,154.06634983,21858,153,0.001,7.581872218533566,21676,-44.45254536678917,,
,,,,22000,,0.001,5.635681235790253,21861,-43.73215698242188,95.1594761788845,55.0
79.6,143,328,151.01794962,22059,153,0.001,8.022976816784253,21916,-43.594752175467356,,
78.02,144,332,147.62306866,22234,153,0.001,9.135931946337223,22092,-44.90695730845133,,
76.54,145,336,144.34784159,22429,153,0.001,7.509708235661189,22282,-44.38364362716675,,
75.43,147,340,141.91359172,22656,154,0.001,7.76787235055651,22476,-45.3320166015625,,
,,,,23000,,0.001,7.072504309415817,22846,-45.45688529968262,140.3979077577591,77.3
75.65,149,344,142.26454839,23021,153,,,,,,
75.29,151,348,141.28089971,23327,153,0.001,7.683605994497027,23154,-45.539369240785255,,
74.96,153,352,140.37223704999997,23633,154,0.001,5.28880817394752,23459,-45.013999437030996,,
74.77,155,356,139.96934883,23955,154,0.001,6.3921654037682405,23776,-45.73184458414713,,
,,,,24000,,0.001,6.237736676112715,23859,-45.29242501607755,158.82690001130103,79.5
73.99,157,360,138.31941724,24221,153,0.001,6.489016791521492,24063,-46.20261067357556,,
73.4,159,364,136.94070325,24505,153,0.001,9.150837018910575,24346,-45.41116856419763,,
72.76,161,368,135.51616009,24780,153,0.001,10.433009262382985,24609,-46.22333583831787,,
,,,,25000,,0.001,5.382643033663432,24837,-46.380120354729726,164.47024981975557,86.6
72.46,163,372,134.83232855999998,25094,153,0.001,5.928262953574841,24915,-46.09264520498422,,
72.45,165,376,134.61800631,25431,153,0.001,7.61055573897484,25233,-46.940492678911255,,
71.28,166,380,132.17770864000002,25656,153,0.001,6.908841383953889,25479,-47.568302154541016,,
,,,,26000,,0.001,6.673033068113238,25861,-46.53692972435142,217.93207905888556,107.7
72.02,170,384,133.99993529000002,26064,153,,,,,,
73.03,172,388,135.83598873,26508,153,0.001,7.389372578822076,26299,-46.90934604406357,,
73.45,175,392,136.46097869999997,26892,153,0.001,9.649077373306925,26685,-46.934690615025964,,
,,,,27000,,0.001,10.947696048021317,26876,-46.61288471221924,181.6200325846672,87.6
73.96,178,396,137.87317476,27282,153,0.001,7.601058098615384,27072,-47.32604195089901,,
74.9,180,400,140.42201463,27706,153,0.001,8.89825913653924,27498,-47.773700567392204,,
,,,,28000,,0.001,8.789770239591599,27816,-48.3043345451355,277.9156921207905,124.9
77.1,184,404,144.54788553999998,28240,153,0.001,8.46353413644901,27937,-48.84094721476237,,
,,,,29000,,0.001,8.444377881119303,28746,-49.06974542965679,338.8442923367023,253.3
85.61,192,408,154.31851737,29390,152,0.001,8.133850726505253,29044,-49.14740443389688,,
86.66,195,412,155.04275012,29770,151,0.001,8.894637851154103,29632,-50.465987654293286,,
,,,,30000,,0.001,7.066857737653396,29874,-51.100392509909234,52.308285725861786,60.4
87.29,197,416,154.44967366,30051,151,0.001,8.912736935493273,29913,-51.07201726813065,,
88.16,199,420,155.86840407,30331,152,0.001,15.721009227293957,30156,-50.22285947799683,,
88.75,201,424,156.66244282000002,30733,152,0.001,8.555028757452964,30530,-51.725795364379884,,
,,,,31000,,0.001,8.5233965806472,30838,-51.37533989930764,226.4557030439377,102.4
90.97,204,428,162.29401547,31156,152,0.001,9.221481649080912,30943,-51.63863336122953,,
94.01,207,432,169.86364836,31635,152,0.001,8.57564624184269,31418,-52.42926633155952,,
,,,,32000,,0.001,9.543925442346712,31899,-52.80048639266217,266.5077641844749,120.9
96.84,211,436,177.14743273000005,32113,152,,,,,,
99.33,213,440,183.64378042,32589,152,0.001,10.403168614171133,32375,-53.69519437369654,,
,,,,33000,,0.001,10.572458243370056,32851,-54.83147710164388,264.21610195040705,120.7
100.48,217,444,187.18699763999996,33069,152,,,,,,
102.21,219,448,192.12415986,33548,152,0.001,9.05539107923748,33330,-55.676204999287926,,
,,,,34000,,0.001,8.990824829272139,33809,-55.99867717555312,266.0279398202896,121.4
103.92,223,452,197.00113010999996,34025,152,,,,,,
105.58,226,456,201.43552271999997,34513,152,0.001,8.594277252753576,34292,-57.28306191762288,,
107.74,229,460,206.95492123,34995,152,0.001,10.446921512998383,34780,-57.49379907805344,,
,,,,35000,,0.001,7.647026239323015,34899,-57.20541524078887,260.495542794466,120.1
109.7,232,464,212.07074841000002,35475,152,0.001,8.580919512316711,35254,-58.21683819011106,,
111.7,235,468,217.36649511,35950,152,0.001,6.8608583404171855,35743,-58.7286491394043,,
,,,,36000,,0.001,8.390420342350865,35854,-58.96280445371355,260.9353338897228,120.1
113.39,239,472,221.98084939000003,36433,152,0.001,9.635209902388151,36222,-59.62966524968382,,
114.93,242,476,226.25042577,36924,152,0.001,7.121403223178426,36706,-60.468396046122564,,
,,,,37000,,0.001,8.098704298011592,36828,-60.015902972612224,259.49244456887243,119.5
117.54,246,480,232.63512482999994,37410,151,0.001,8.776464563369752,37197,-60.69622901178175,,
118.22,249,484,233.70628328999996,37886,152,0.001,11.74523190759186,37665,-61.75633890875454,,
,,,,38000,,0.001,8.453400398254395,37790,-62.00575098915706,262.7949079036713,121.1
118.68,253,488,235.76151392,38376,151,0.001,8.138593189476072,38161,-62.26024651527405,,
119.56,255,492,238.71460715000003,38848,151,0.001,8.371536617605095,38634,-62.72042853145276,,
,,,,39000,,0.001,8.055017162541874,38874,-63.15437110525663,260.4301936030388,120.0
120.38,259,496,240.95946634999993,39320,151,0.001,9.446756541210672,39105,-62.603596202114176,,
120.93,262,500,242.50576378999997,39799,151,0.001,9.388426125049591,39585,-63.07407722473145,,
,,,,40000,,0.001,8.369087556176934,39824,-63.97081018666752,257.98591220974924,120.0
120.41,266,504,242.95191379,40281,150,0.001,10.103740257024764,40068,-64.8099022547404,,
113.72,269,508,237.92362758999997,40762,151,0.001,9.965057791782026,40543,-66.06205911151433,,
,,,,41000,,0.001,10.299156390554536,40789,-66.95165577872855,257.41092045903207,119.6
114.76,273,512,242.61951172000002,41246,150,0.001,8.881614989921696,41032,-66.11902843537878,,
116.77,276,516,249.79491001999997,41728,150,0.001,8.958784920828682,41512,-67.825270652771,,
,,,,42000,,0.001,11.27562459378407,41866,-68.8487087775921,256.12159659862516,118.9
118.69,280,520,255.32223846999997,42200,150,0.001,8.543304172055475,41982,-67.84642430009514,,
119.55,283,524,258.70635896999994,42688,150,0.001,9.424133947340108,42474,-69.20230988324698,,
,,,,43000,,0.001,11.847454519041124,42839,-70.72447690656108,260.6430205106735,120.7
120.31,286,528,260.32000368999996,43187,150,0.001,8.184785184406099,42965,-70.93540361192491,,
120.4,289,532,260.25711252,43675,150,0.001,12.28494050072842,43463,-71.58986176037398,,
,,,,44000,,0.001,10.842175264668658,43823,-72.6525628762167,258.9837503194809,120.5
120.56,293,536,260.23687619,44169,150,0.001,13.028377645271869,43944,-72.30573372762711,,
120.57,296,540,260.0475171599999,44646,150,0.001,8.99315274487371,44427,-73.34985217713474,,
,,,,45000,,0.001,11.26661770439148,44793,-73.48583775181925,260.4925578534603,120.6
120.58,300,544,259.92821791,45127,150,0.001,10.370748607317607,44913,-74.18265495300292,,
120.7,303,548,259.97770419,45618,150,0.001,6.971950383225749,45402,-74.21556854248047,,
,,,,46000,,0.001,10.092068095492502,45883,-74.69408403593918,261.82061005830764,121.5
120.85,307,552,260.11410198,46110,150,,,,,,
120.8,310,556,259.96524062000003,46593,150,0.001,9.594469132543612,46374,-75.87301534016927,,
,,,,47000,,0.001,13.607975907864109,46862,-76.50335988690776,260.01491503715516,119.8
120.85,314,560,260.04674619,47080,149,,,,,,
120.83,317,564,260.09209135,47558,149,0.001,8.982990186093216,47345,-76.2782435013076,,
,,,,48000,,0.001,13.796321747764464,47824,-76.6086033236596,268.83276520371436,121.4
120.88,321,568,260.33265387,48038,149,,,,,,
120.82,323,572,260.34836165,48515,149,0.001,7.59977551780898,48298,-76.4823841226512,,
,,,,49000,,0.001,8.583298450424557,48790,-78.24097721160405,269.6978079319,122.2
120.84,327,576,260.62377543,49008,149,,,,,,
120.7,330,580,260.55051848,49480,149,0.001,11.613010511063694,49264,-77.9739426729972,,
120.71,333,584,261.82310101999997,49957,149,0.001,12.010312795639038,49740,-78.65224644175747,,
,,,,50000,,0.001,9.637930190267642,49861,-78.6239522298177,264.6861995637417,119.9
120.61,337,588,261.75051786,50437,149,0.001,11.20791199384642,50218,-79.84809437736136,,
120.67,339,592,261.92480457,50915,149,0.001,11.90968237286907,50700,-80.26189681230966,,
,,,,51000,,0.001,8.38662442840448,50819,-80.71500642420882,258.3457447886467,117.4
120.61,343,596,261.88893279,51381,149,0.001,11.639608473817178,51172,-80.8022307098889,,
120.52,346,600,261.84365891000004,51851,149,0.001,11.704614673058192,51634,-81.79130249023437,,
,,,,52000,,0.001,9.607815788573578,51874,-82.50364481608072,265.7055238068104,120.9
120.63,349,604,262.25594163,52344,149,0.001,11.40527171580518,52120,-81.34085583295979,,
120.58,352,608,262.48048479,52820,149,0.001,12.13655753135681,52603,-82.4167049407959,,
,,,,53000,,0.001,8.094398983125764,52847,-82.15324639492347,274.5399428367615,122.6
120.62,356,612,262.92085755,53308,149,0.001,11.322728203945472,53092,-82.56042105252625,,
120.64,359,616,263.22659545,53792,149,0.001,15.519127347946167,53581,-82.83849753102949,,
,,,,54000,,0.001,6.794292494173972,53820,-83.19991634738061,275.8820176780224,124.3
120.92,363,620,264.00849388,54292,149,0.001,11.854737589436192,54070,-83.41837839926443,,
120.97,367,624,264.54108489000004,54785,149,0.001,10.042158396669137,54568,-83.74132044865534,,
,,,,55000,,0.001,8.89650220447971,54813,-82.94749192268618,274.10871839523315,120.5
120.8,371,628,264.79165889,55267,148,0.001,11.695945373896894,55052,-83.99158609324488,,
120.88,373,632,265.36461519000005,55763,149,0.001,11.287060260772705,55545,-84.12804206969246,,
,,,,56000,,0.001,7.99754030745605,55783,-83.59108852518015,274.3000960469246,121.5
120.75,377,636,265.66140575,56244,148,0.001,12.87995548248291,56026,-85.28128903706869,,
120.89,380,640,266.46736134,56735,148,0.001,11.124866399608674,56517,-84.92917820664702,,
,,,,57000,,0.001,8.576094905222496,56892,-84.92161047458649,277.27258202433586,122.7
121.1,384,644,267.35989363000004,57237,148,0.001,7.22034963798523,57017,-85.35773443406627,,
121.08,387,648,267.76472021999996,57726,148,0.001,13.909809396743775,57509,-85.40662334811303,,
,,,,58000,,0.001,10.140879531060495,57876,-85.023927257907,277.3764986813068,122.2
121.08,391,652,268.34314888,58218,148,0.001,9.8043248285123,57999,-85.3778576460041,,
121.3,394,656,269.35332703999995,58723,148,0.001,7.83923477679491,58500,-85.39389884471893,,
,,,,59000,,0.001,9.070694587269767,58875,-85.86331576988346,258.05579990744593,112.2
121.24,398,660,269.72055939,59204,148,0.001,10.831083713878284,58985,-86.01246532093396,,
121.17,401,664,269.88408002,59675,148,0.001,10.00506812040923,59463,-86.38014283727426,,
,,,,60000,,0.001,8.946593593205176,59825,-86.24144732567572,267.0335996985435,119.4
121.32,405,668,270.29053962,60170,148,0.001,14.712291111711595,59947,-86.94113271744524,,
121.46,408,672,270.72078783000006,60661,148,0.001,9.365182213711016,60448,-86.57096099853516,,
,,,,61000,,0.001,10.923798052594066,60813,-87.16373705863953,275.90295389294624,121.9
121.51,412,676,271.02065908000003,61159,148,0.001,6.409530059765961,60931,-87.50306300793665,,
121.85,415,680,271.87063285000005,61665,148,0.001,7.619901315186375,61443,-88.43680381774902,,
,,,,62000,,0.001,12.658415557974475,61810,-88.15810032214148,276.51856583952906,122.3
122.02,419,684,272.44344688,62159,148,0.001,5.57498065353364,61939,-88.35979998111725,,
121.97,422,688,272.74097259000007,62634,148,0.001,8.394673156738282,62419,-88.10173864531936,,
,,,,63000,,0.001,12.681545785788831,62884,-88.77339132900896,254.37707837224008,109.8
121.75,425,692,272.73925205,63090,148,,,,,,
121.45,428,696,272.65492486,63526,148,0.001,10.173339967142072,63321,-88.0742511414645,,
121.17,430,700,272.63531012,63968,148,0.001,11.207162854945764,63757,-88.97320938110352,,
,,,,64000,,0.001,12.831634942344998,63872,-88.84982102492759,253.16372516155243,109.6
120.54,434,704,271.8004158,64398,148,0.001,9.145971002979813,64201,-89.11595484895527,,
119.95,436,708,270.8934129,64815,148,0.001,6.288780380003523,64617,-89.29223236083985,,
,,,,65000,,0.001,10.127988845399283,64822,-89.32591614356407,247.0279636979103,106.9
119.33,440,712,269.84432361,65241,148,0.001,10.088929600671891,65037,-88.80695074575918,,
118.68,443,716,268.71596549000003,65660,148,0.001,8.512972600251725,65468,-89.71810795710637,,
,,,,66000,,0.001,7.766935098404978,65874,-89.26871924306832,231.11290346980095,102.1
117.79,446,720,266.89530779,66071,147,,,,,,
117.3,449,724,265.22006797000006,66515,148,0.001,6.409348666667938,66303,-89.65296862202305,,
116.67,451,728,263.67746313,66934,148,0.001,13.68361668671127,66732,-89.76305683872155,,
,,,,67000,,0.001,11.177929421640792,66838,-89.70645890145931,259.185731369257,112.9
116.21,455,732,262.90567673000004,67384,148,0.001,8.727990395432219,67173,-90.21766266999421,,
116.24,458,736,262.64463593,67868,148,0.001,9.111700937665741,67656,-90.96113836354223,,
,,,,68000,,0.001,9.90478883087635,67892,-90.07699050903321,267.1324160516262,119.7
116.01,461,740,261.9964966,68336,147,0.001,6.992409097842681,68126,-89.30554160425218,,
115.62,464,744,261.11220614999996,68799,148,0.001,10.406673301910532,68585,-90.99020754057786,,
,,,,69000,,0.001,7.640166924694392,68830,-90.52334344387054,270.805312615633,120.9
115.67,468,748,261.1245261099999,69293,147,0.001,12.322117565155029,69074,-90.98486751980252,,
115.62,471,752,260.90008459,69780,148,0.001,9.210485273599625,69562,-90.59723409016927,,
,,,,70000,,0.001,9.641861505675735,69798,-90.41505806906181,278.81555954813956,124.3
115.4,475,756,260.37373572999996,70263,147,0.001,7.196734631270693,70041,-90.53162022640831,,
115.61,478,760,260.76635547,70765,148,0.001,8.982565639448948,70541,-90.86873889360271,,
,,,,71000,,0.001,9.094238084251598,70902,-91.37498137910487,281.7241301178932,124.5
115.72,481,764,260.94629199999997,71247,147,0.001,6.838057725004448,71031,-90.68746209144592,,
115.79,484,768,261.02588239,71749,148,0.001,6.8035524360776884,71522,-90.92991364002228,,
,,,,72000,,0.001,8.297610476613045,71781,-90.40895068645477,286.714995777607,129.8
115.9,488,772,261.10796948,72251,147,0.001,8.192332340725537,72032,-91.21109850653286,,
116.0,491,776,261.22019542000004,72759,147,0.001,12.154548911597786,72539,-91.170655265687,,
,,,,73000,,0.001,10.49983114666409,72789,-90.59188200935485,269.5845457017422,122.1
116.0,495,780,261.03584644,73265,147,0.001,9.515678411483764,73041,-90.23748287077873,,
115.91,498,784,260.72014033000005,73750,147,0.001,12.82049512094067,73528,-91.57336056616998,,
,,,,74000,,0.001,8.31060599287351,73897,-91.46050872802735,271.8201337218285,122.4
115.99,501,788,260.642509,74233,147,0.001,6.763779161340099,74015,-91.4314700627731,,
116.26,504,792,260.92810255,74716,148,0.001,8.160768979737739,74497,-91.26138900498212,,
,,,,75000,,0.001,8.034036504543893,74869,-91.81270386742764,270.96978372335434,121.9
116.81,508,796,261.67959334,75207,147,0.001,8.105020252863566,74989,-91.18099861145019,,
117.31,511,800,262.27124276999996,75699,148,0.001,10.956002342991713,75484,-91.69888391802388,,
,,,,76000,,0.001,10.298834580136097,75851,-91.20789119175502,259.8019435942173,118.8
117.89,514,804,263.0264057499999,76187,147,0.001,9.642185950279236,75971,-90.51999651590982,,
118.52,517,808,263.95153380999994,76667,148,0.001,10.307248835641195,76451,-91.94265797099129,,
,,,,77000,,0.001,12.408953643728186,76825,-91.41217450953242,263.44684492349626,119.5
119.24,521,812,265.12833283,77165,147,0.001,8.666114894355216,76948,-92.39160636163527,,
119.84,524,816,266.14909335000004,77644,148,0.001,9.94211850464344,77431,-91.2376116434733,,
,,,,78000,,0.001,10.343866240410577,77796,-90.80213443816655,266.9600557744503,120.5
120.64,528,820,267.8027989,78135,147,0.001,7.600724659314969,77919,-91.62853566154105,,
121.29,531,824,269.59150316999995,78644,148,0.001,9.569965403231363,78422,-90.91617560008216,,
,,,,79000,,0.001,11.524429514759877,78792,-91.21052326139856,262.6210873544216,119.1
121.99,534,828,270.91006153,79133,148,0.001,9.605083143124816,78914,-90.6494758480885,,
122.34,537,832,271.27847842999995,79618,148,0.001,8.01680426093621,79396,-91.05249552572927,,
,,,,80000,,0.001,7.57803145229307,79888,-91.44659747107555,265.4544699132442,121.4
122.37,540,836,271.33529526,80105,148,,,,,,
122.6,543,840,271.53560815000003,80596,148,0.001,8.30989553720232,80379,-91.89339519682385,,
,,,,81000,,0.001,6.129268765449524,80861,-91.63954317771783,264.755704331398,120.3
122.78,547,844,271.69697878000005,81077,148,,,,,,
122.65,549,848,271.26701848000005,81558,148,0.001,7.471847938111991,81337,-92.26056226094563,,
,,,,82000,,0.001,8.766303186742668,81823,-91.57356143819875,289.9434847176075,130.2
122.69,553,852,271.11091107000004,82049,148,,,,,,
122.73,556,856,270.95724679,82536,148,0.001,9.858915708898529,82318,-92.23876411684098,,
,,,,83000,,0.001,11.002042517066002,82796,-91.35804392496745,265.5974829494953,120.3
122.48,559,860,270.13791915999997,83013,148,,,,,,
122.49,562,864,269.90709211999996,83496,148,0.001,9.802886046762541,83278,-91.61962950229645,,
122.4,565,868,269.74565277000005,83989,148,0.001,6.873587724662596,83768,-92.23508847144342,,
,,,,84000,,0.001,8.171945828437805,83893,-91.63701149725145,271.43741858005524,122.3
122.3,569,872,269.56786286000005,84481,148,0.001,12.10655674196425,84267,-91.89176589723617,,
122.27,572,876,269.39550496,84986,148,0.001,11.005410741015178,84762,-93.1295772675545,,
,,,,85000,,0.001,9.703481236472726,84890,-91.93322968482971,276.4915537178516,123.5
122.31,576,880,269.57866368,85496,148,0.001,6.868403095245362,85273,-91.86935350971837,,
122.46,579,884,269.88581665,85996,148,0.001,7.520017172609057,85776,-92.98388671875,,
,,,,86000,,0.001,7.109002762263821,85900,-92.84025253788117,271.6824250102043,121.4
122.47,582,888,269.97637703,86480,148,0.001,11.398703759278709,86269,-92.41740517538102,,
122.47,585,892,270.05800408000005,86963,148,0.001,9.187144714938707,86745,-93.28410237630209,,
,,,,87000,,0.001,10.041314728924485,86867,-92.72886620193232,271.566281157732,121.4
122.42,589,896,270.05310755,87449,148,0.001,6.456953573611475,87233,-92.78109507406911,,
122.49,591,900,270.29415492,87948,148,0.001,10.23910240650177,87729,-93.54039149130544,,
,,,,88000,,0.001,7.671221257225285,87852,-94.09558425411102,270.07466289997103,121.5
122.49,595,904,270.4482031,88436,148,0.001,6.307493823473571,88216,-92.75728957379451,,
