time/fps,time/episodes,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/critic_loss,train/learning_rate,train/n_updates,train/actor_loss,eval/mean_ep_length,eval/mean_reward
162,848,397.5653377399999,642,140.13,104188,14.178732247913585,0.001,103977,-90.77018154368682,,
162,852,396.3954864300001,645,139.89,104735,14.072456398430992,0.001,104520,-91.02447980992935,,
,,,,,105000,13.569679579314064,0.001,104795,-90.49156660192153,136.8,383.1427532911301
162,856,396.89890719000005,649,139.92,105281,13.241739958742238,0.001,105068,-91.60336712823398,,
162,860,397.0538026400001,652,139.91,105857,12.650575193159419,0.001,105641,-90.93756075258608,,
,,,,,106000,15.64198498385293,0.001,105921,-90.92161396571568,138.5,387.6671993255615
162,864,389.1607433699999,655,137.49,106187,18.457730806790867,0.001,106085,-89.8590815617488,,
162,868,388.4182651499999,657,137.28,106734,17.853027252589953,0.001,106521,-90.9211784811581,,
,,,,,107000,13.486745004173663,0.001,106797,-91.2802323051121,150.7,459.76625510454176
162,872,388.82060065999997,661,137.34,107286,14.852089422089714,0.001,107074,-90.91579807826452,,
162,876,387.5115752200001,665,137.08,107855,16.407048924996033,0.001,107621,-90.48821864408605,,
,,,,,108000,13.821128287138762,0.001,107914,-90.59974412357106,135.6,380.3105144262314
162,880,387.39028853,668,136.97,108394,14.420449518274378,0.001,108183,-91.25258556764517,,
162,884,386.1033144100001,672,136.7,108941,12.718772996081054,0.001,108728,-90.55352738974752,,
,,,,,109000,15.031110415493485,0.001,108865,-90.22838749605067,136.0,384.8524811863899
161,888,385.0238619399999,676,136.45,109485,12.811458446361401,0.001,109273,-91.5401974578402,,
,,,,,110000,15.388203490552284,0.001,109822,-91.01501192365374,152.8,470.35100133419036
161,892,382.79551782000004,680,136.06,110036,,,,,,
161,896,382.91432442999997,683,136.08,110581,13.987073035135756,0.001,110369,-91.10944635727826,,
,,,,,111000,14.23163407742977,0.001,110800,-90.7033592224121,150.4,454.2550853967667
161,900,385.77298105,687,136.6,111175,18.46674812802617,0.001,110961,-90.02505226135254,,
161,904,385.75110134999994,690,136.62,111747,17.377968638482756,0.001,111532,-90.68408733865489,,
,,,,,112000,14.404553723161237,0.001,111808,-90.9365338311679,137.3,381.82738904953004
161,908,386.65333443999987,694,136.73,112333,15.598829385561821,0.001,112100,-90.5596087529109,,
161,912,389.36755542,697,137.23,112931,15.985952683651085,0.001,112719,-90.20649114469202,,
,,,,,113000,15.818581728374257,0.001,112855,-90.39712973201976,147.1,439.13351278305055
161,916,389.2751083399999,701,137.21,113478,14.209889683410198,0.001,113265,-90.49552670647117,,
,,,,,114000,13.900624049953157,0.001,113866,-90.67095193630311,138.3,384.01181774139405
161,920,392.34361077,705,137.76,114080,,,,,,
161,924,393.80609563999997,708,138.02,114655,16.913145428938833,0.001,114438,-90.41485181535994,,
,,,,,115000,15.196224156721138,0.001,114904,-90.81509842107326,136.8,379.49509330391885
161,928,396.0881219799999,712,138.48,115280,14.929654023943156,0.001,115041,-90.4480474135455,,
161,932,396.06385759000005,715,138.44,115831,15.600956245060384,0.001,115618,-91.1799087524414,,
,,,,,116000,14.770240154819213,0.001,115893,-91.1642714790676,137.8,379.7439963698387
161,936,395.86239234,719,138.38,116380,14.404556930065155,0.001,116167,-91.36358552820542,,
161,940,399.30103426,722,138.99,116989,12.612212278224805,0.001,116778,-90.98946305263189,,
,,,,,117000,17.414213494901304,0.001,116913,-90.69936609979885,153.6,471.05371512174605
161,944,404.04392343,727,139.81,117623,13.443461339684982,0.001,117392,-90.13005027288123,,
,,,,,118000,13.426440680249137,0.001,117870,-91.0365727742513,149.3,451.59958084225656
161,948,408.87171737000006,731,140.72,118260,13.762045632368364,0.001,118029,-90.49614802493325,,
161,952,408.73153214999996,735,140.75,118810,15.039898302244103,0.001,118596,-91.20689126719599,,
,,,,,119000,14.570748082042611,0.001,118871,-90.74308384166045,156.4,488.44128904938697
161,956,409.74545241999994,739,140.95,119376,13.9683978136848,0.001,119161,-90.4697016547708,,
161,960,409.3240832,742,140.88,119945,15.678973331170923,0.001,119711,-90.360237233779,,
,,,,,120000,14.595790543133699,0.001,119869,-90.80096986022177,136.9,381.6027686059475
161,964,416.14440411,746,143.09,120496,13.285343961994144,0.001,120284,-90.4594337352808,,
,,,,,121000,13.00202041820888,0.001,120855,-90.49236881031709,147.7,435.8996069252491
161,968,418.6204189299999,750,143.59,121093,,,,,,
161,972,418.30266797999997,753,143.58,121644,13.603717454965564,0.001,121430,-90.73920285874519,,
,,,,,122000,15.333567068086449,0.001,121848,-90.89314957739602,138.1,381.00275787115095
161,976,417.08366222000006,757,143.44,122199,12.877768174461696,0.001,121986,-90.37859576681386,,
161,980,417.12594699999994,760,143.52,122746,13.332736064047708,0.001,122534,-90.54248157445936,,
,,,,,123000,14.114180064495699,0.001,122832,-90.84464226239993,145.6,426.24535071849823
161,984,421.12137819,764,144.33,123374,13.871904669738397,0.001,123160,-90.35480089885432,,
161,988,414.19337128,766,142.18,123703,14.520451005299886,0.001,123491,-90.19843037923177,,
,,,,,124000,15.481331333969578,0.001,123792,-90.59061358348433,137.1,376.9650132417679
161,992,416.58303266999997,770,142.65,124301,15.39944314956665,0.001,124068,-91.30894038988197,,
161,996,416.80426053999986,773,142.72,124853,14.844526725656847,0.001,124639,-90.61118664461024,,
,,,,,125000,13.305120585621268,0.001,124915,-91.31245665619339,137.5,378.97537447810174
161,1000,415.57862291,777,142.53,125428,13.010111448899755,0.001,125211,-91.28829270374926,,
,,,,,126000,13.885846212506294,0.001,125807,-90.83318824768067,154.4,475.9452121138573
161,1004,417.93311396000007,782,142.95,126042,,,,,,
161,1008,418.52412058999994,785,143.11,126644,16.6759343907453,0.001,126403,-90.56278560472572,,
,,,,,127000,17.455343521424453,0.001,126842,-90.82925702523494,137.8,381.6912582337856
161,1012,415.66369947,789,142.6,127191,14.406076848506927,0.001,126978,-90.25309169993682,,
161,1016,418.36500100999996,792,143.13,127791,12.301043964922428,0.001,127578,-91.2198540687561,,
,,,,,128000,14.66932458251062,0.001,127852,-90.95227106066717,137.9,380.18552535176275
161,1020,416.5375897800001,796,142.79,128359,12.722162457479946,0.001,128127,-91.25316266046055,,
161,1024,416.36475895999996,799,142.77,128932,17.59978063263162,0.001,128694,-90.79672771951427,,
,,,,,129000,14.755066132839815,0.001,128856,-90.96776185212312,146.6,430.5533632159233
161,1028,416.53906435,803,142.81,129561,15.92258634083513,0.001,129322,-91.30571193971495,,
,,,,,130000,14.303485705572015,0.001,129781,-91.14110363230986,151.4,454.9637812972069
161,1032,421.05076591000005,808,143.6,130191,14.340926989387063,0.001,129951,-91.22190426097197,,
161,1036,422.45461797999997,811,143.86,130766,13.694308315498242,0.001,130553,-91.43214449675187,,
,,,,,131000,17.224716117978097,0.001,130850,-91.13084526062012,137.5,377.4546649813652
161,1040,421.5680965,815,143.76,131365,13.752382071121879,0.001,131125,-91.0186591770338,,
161,1044,418.0971001999999,819,143.09,131932,16.531471943154056,0.001,131721,-91.00824513154872,,
,,,,,132000,13.669386948479547,0.001,131856,-91.64725898293888,146.5,433.59347784519196
160,1048,415.70679121999996,823,142.65,132525,13.332937139664253,0.001,132284,-91.70621490478516,,
,,,,,133000,15.300892515458923,0.001,132911,-90.73007987202078,159.1,500.6376580357552
160,1052,419.41479784999996,827,143.34,133144,,,,,,
160,1056,420.69448307,831,143.56,133732,13.820691018864729,0.001,133505,-91.31523353466089,,
,,,,,134000,13.398552970652199,0.001,133819,-90.88875344358844,154.7,477.53783375024796
160,1060,423.05836799000014,835,143.95,134340,13.499634115319504,0.001,134127,-90.96938534786827,,
160,1064,424.45506477,838,144.19,134915,15.03274060729751,0.001,134710,-91.15036466228428,,
,,,,,135000,15.74434392766435,0.001,134839,-91.0302460193634,144.0,416.00989531874654
160,1068,423.61598681,842,143.99,135492,16.70870258177028,0.001,135261,-91.60357598697438,,
,,,,,136000,12.941836421966553,0.001,135822,-91.78332192557198,152.3,467.7520411133766
160,1072,423.80757321,846,143.9,136034,,,,,,
160,1076,425.9345996300001,849,144.23,136622,12.617772064069761,0.001,136408,-90.72666864809783,,
,,,,,137000,11.137698404929218,0.001,136806,-91.33490618537454,119.1,303.4787116587162
160,1080,422.29690729000004,853,143.37,137083,13.770013741084508,0.001,136925,-91.24150098380396,,
160,1084,419.13046976000004,855,142.64,137638,16.471046820930813,0.001,137406,-92.16782142376077,,
,,,,,138000,14.116494269152872,0.001,137850,-91.03319846809684,152.5,472.0159536242485
160,1088,428.35915796,860,145.22,138225,14.826518423763321,0.001,138012,-91.37902756679205,,
160,1092,428.25635356,863,145.19,138820,16.402611739444037,0.001,138583,-91.3575735653148,,
,,,,,139000,14.902855915181776,0.001,138880,-91.14385829252355,159.7,504.8529717862606
160,1096,430.77602011999994,868,145.62,139415,14.023635897666786,0.001,139202,-91.53986184808272,,
,,,,,140000,14.306312598833223,0.001,139809,-91.52445723370808,147.9,445.96562856435776
160,1100,432.94746797,872,145.94,140022,,,,,,
160,1104,431.86311447000014,875,145.75,140617,13.722923076957281,0.001,140404,-91.5553117147306,,
,,,,,141000,13.688460992730182,0.001,140838,-91.39952209030372,145.6,430.19055196642876
160,1108,430.3300881100001,879,145.44,141188,14.65709381730017,0.001,140975,-91.4385435440961,,
160,1112,434.16689131999993,883,146.07,141798,14.696126146194262,0.001,141588,-91.44903926360301,,
,,,,,142000,12.981167944038615,0.001,141858,-91.14326768762925,141.6,403.82061483860014
160,1116,432.4422585599999,887,145.75,142366,17.14071005620774,0.001,142153,-92.17979998466296,,
160,1120,433.7020231699999,890,146.02,142961,19.00308734623354,0.001,142722,-90.87329181272592,,
,,,,,143000,14.139286655589848,0.001,142885,-91.36062113444011,144.5,424.1631574213505
160,1124,434.56283285999996,894,146.18,143550,15.34033769862667,0.001,143337,-90.82400943071414,,
,,,,,144000,15.177248092214013,0.001,143794,-91.06226271617261,136.9,378.87088588476183
160,1128,433.99282115999995,898,146.03,144164,14.560719872913221,0.001,143931,-91.39319588156307,,
160,1132,430.43721566,901,145.36,144727,17.225687941908838,0.001,144515,-91.59371366500855,,
,,,,,145000,17.009846292896036,0.001,144813,-91.0461393756631,159.1,500.81278999447824
160,1136,434.1959325699999,906,146.02,145368,15.076655543825161,0.001,145130,-91.67594900131226,,
160,1140,435.02257643999997,909,146.09,145974,16.43969940233834,0.001,145764,-90.92692208591896,,
,,,,,146000,15.86297214920841,0.001,145898,-90.83681875200413,139.7,395.8158106684685
160,1144,435.00595056,913,146.13,146545,14.729266159674701,0.001,146307,-91.60893574882957,,
,,,,,147000,16.322823527512277,0.001,146787,-91.31191214537009,159.0,501.23017277121545
160,1148,437.7772775699999,918,146.67,147192,17.196191148060123,0.001,146951,-91.89424272862877,,
160,1152,435.39309927999994,921,146.18,147762,19.66780656926772,0.001,147527,-91.22536502164952,,
,,,,,148000,16.676694147828698,0.001,147824,-91.67374751878822,144.6,431.35791636109354
160,1156,434.52034562999995,925,146.02,148334,14.334260408429133,0.001,148097,-90.97707156858583,,
160,1160,434.71573186,928,146.09,148949,15.050552853777365,0.001,148737,-91.52490611135224,,
,,,,,149000,14.940145783564624,0.001,148873,-90.57755212222828,149.0,447.3041307747364
160,1164,427.9706495100001,932,144.02,149317,19.273246901375906,0.001,149210,-90.30702609107608,,
160,1168,430.0043946400001,934,144.45,149937,16.159464176108198,0.001,149701,-91.20343594434785,,
,,,,,150000,19.691753467917444,0.001,149861,-90.77088623046875,154.9,475.8473740398884
160,1172,433.71149037,939,145.18,150552,14.132396978490492,0.001,150317,-91.11217409021714,,
,,,,,151000,16.213163223819457,0.001,150889,-90.84463512033656,139.9,399.32514173388483
160,1176,431.65118153000003,943,144.81,151103,,,,,,
160,1180,436.48590537999996,946,145.9,151673,14.78810275132489,0.001,151460,-90.80784491044056,,
,,,,,152000,16.145330074955435,0.001,151892,-90.67164039611816,149.4,446.5144286930561
160,1184,438.14136657,950,146.31,152269,15.437844258767587,0.001,152054,-90.63635027850115,,
160,1188,438.3190173600001,953,146.37,152862,17.465777148107055,0.001,152647,-90.53173084748097,,
,,,,,153000,15.596914154641768,0.001,152922,-90.89988977768841,137.5,387.14866666197776
160,1192,437.11698400999995,957,146.07,153427,17.747399372213028,0.001,153195,-90.79053609511432,,
160,1196,432.75428350000004,960,145.05,153920,13.92209619069271,0.001,153690,-90.79917885916574,,
,,,,,154000,14.645202156785247,0.001,153844,-90.51954601337383,154.4,478.7903698682785
160,1200,431.68992380999987,964,144.84,154506,14.71851708094279,0.001,154274,-90.9893123402315,,
,,,,,155000,16.56846670894062,0.001,154839,-90.35073168137494,138.4,394.6694386780262
160,1204,429.16762213999993,968,144.35,155052,,,,,,
160,1208,427.8086448299998,971,144.08,155596,15.851701867138898,0.001,155384,-90.27585882299087,,
,,,,,156000,14.852647538397722,0.001,155836,-90.67588352251657,137.8,387.1762022614479
160,1212,426.4320914900001,975,143.87,156185,15.637599920704417,0.001,155973,-90.81706866096047,,
160,1216,425.5936244100001,978,143.7,156736,16.025679781817008,0.001,156521,-90.37452122785044,,
,,,,,157000,14.703988570433397,0.001,156821,-90.68620241605319,158.0,495.75600599646566
160,1220,421.01072704,982,142.31,157192,14.720975632880144,0.001,156978,-90.54911533790299,,
160,1224,421.36395012,985,142.38,157788,18.534824876019556,0.001,157550,-90.86933943154155,,
,,,,,158000,18.28929888087211,0.001,157903,-90.24659529976223,144.1,420.0844899654388
159,1228,411.19733197,988,139.51,158115,,,,,,
160,1232,412.79920339999995,991,139.77,158704,17.04988794395889,0.001,158469,-89.8743206521739,,
,,,,,159000,15.44606323483624,0.001,158786,-90.26706927335715,153.3,477.8126135349274
159,1236,410.20983373,996,139.24,159292,17.351361814206534,0.001,159080,-90.70619986713797,,
159,1240,406.9412797,999,138.65,159839,19.470701974980972,0.001,159627,-90.37165765201344,,
,,,,,160000,15.934080334270702,0.001,159899,-90.44561947093291,145.1,429.6124458909035
159,1244,408.1826658299999,1003,138.82,160427,16.161213978742943,0.001,160216,-90.03017777663011,,
,,,,,161000,21.25561829875497,0.001,160783,-89.58328695858226,146.4,435.0716075062752
159,1248,405.46739477000006,1007,138.27,161019,,,,,,
159,1252,404.22981251000004,1010,138.03,161565,18.837401953610506,0.001,161350,-89.88139921246153,,
,,,,,162000,17.005788975954054,0.001,161786,-90.41995763778687,156.5,467.4096934199333
159,1256,406.39317539,1014,138.54,162188,18.222880719837388,0.001,161976,-90.16843872070312,,
159,1260,405.3271537400001,1017,138.34,162783,16.962467611933047,0.001,162547,-89.40041294804325,,
,,,,,163000,19.260073306786754,0.001,162844,-89.92665321239527,138.8,413.62262253165244
159,1264,413.97067767,1022,140.73,163390,19.112154177256993,0.001,163156,-90.34145226416649,,
159,1268,411.13686149,1025,140.16,163953,18.01548698411059,0.001,163721,-89.86836698162021,,
,,,,,164000,16.74324111449413,0.001,163877,-89.64907748882587,154.9,474.450025087595
159,1272,408.75403475,1029,139.73,164525,17.149356189370156,0.001,164312,-89.77988910675049,,
,,,,,165000,18.653711406436898,0.001,164894,-90.49725332821117,154.1,460.8859447896481
159,1276,411.3798368599999,1033,140.29,165132,,,,,,
159,1280,411.56995580999995,1036,140.32,165705,16.697408550977705,0.001,165491,-89.47135372161866,,
,,,,,166000,17.04595875566023,0.001,165903,-89.7203623827766,153.4,471.1163383126259
159,1284,410.36930807000005,1040,140.09,166278,14.868810338082074,0.001,166042,-89.62974581037248,,
159,1288,410.43802528,1043,140.12,166874,15.531121208117558,0.001,166634,-89.59769997229942,,
,,,,,167000,17.77951432146677,0.001,166798,-89.44677380817693,147.9,436.8848909497261
159,1292,411.90001695000007,1047,140.48,167475,17.842528518155323,0.001,167235,-88.9167649642281,,
,,,,,168000,14.986923973325272,0.001,167806,-89.86977064105827,168.0,497.6197942852974
159,1296,415.45160029000004,1051,141.51,168071,,,,,,
159,1300,415.82970634000014,1054,141.77,168683,14.73116388887462,0.001,168468,-89.62305254039198,,
,,,,,169000,15.501042466414603,0.001,168893,-89.75591659545898,76.5,162.32128531336784
159,1304,408.8338888,1057,139.75,169027,,,,,,
159,1308,412.97395819999997,1060,140.69,169665,15.96017913640656,0.001,169422,-89.17738992196543,,
,,,,,170000,17.20819229844176,0.001,169751,-89.17167343328029,167.9,527.6760303914547
159,1312,416.44877703000003,1065,141.64,170349,14.827845123227082,0.001,170103,-89.02029427517665,,
159,1316,418.9087605800001,1068,142.13,170949,15.445267981793506,0.001,170712,-89.59398329401591,,
,,,,,171000,13.89473885779055,0.001,170873,-89.26479988098144,147.4,435.30740201473236
159,1320,425.5017151299999,1072,144.0,171592,15.862592620727343,0.001,171327,-89.52991231282552,,
,,,,,172000,16.937069074312845,0.001,171852,-90.21040064493815,85.8,202.945825535059
159,1324,421.8333142,1076,143.06,172094,,,,,,
160,1328,432.5440965800001,1079,146.04,172719,18.108859340596645,0.001,172504,-89.83876781699098,,
,,,,,173000,19.23414096599672,0.001,172807,-89.04980813003168,146.1,431.58115030527114
159,1332,432.74244280000016,1083,146.16,173320,19.022173896339368,0.001,173105,-89.14275302886963,,
160,1336,432.18085764000006,1086,146.38,173930,17.99636343251104,0.001,173719,-89.32082449871561,,
,,,,,174000,17.7762786688628,0.001,173854,-89.37785619847915,192.1,525.3033264219761
159,1340,431.83650383,1091,146.84,174523,23.348253682454427,0.001,174423,-89.59806088038853,,
160,1344,424.54832126,1093,145.25,174952,17.44189373084477,0.001,174743,-89.81863385155087,,
,,,,,175000,20.157537990942934,0.001,174876,-89.15704448187529,191.6,564.7897044539452
159,1348,422.00510108,1097,144.91,175510,16.95426479486319,0.001,175405,-90.12669734364933,,
159,1352,413.99825462000007,1098,142.34,175799,19.776592965395945,0.001,175541,-89.58065854586087,,
,,,,,176000,18.17613767529582,0.001,175723,-89.26841475937393,162.0,457.64204732775687
159,1356,414.3490599700001,1103,142.86,176474,19.464471699117304,0.001,176316,-89.90914816384787,,
,,,,,177000,20.486142784145706,0.001,176876,-89.44108710490482,136.2,392.3926763176918
159,1360,413.68184185000007,1107,143.03,177086,,,,,,
160,1364,416.45834388000003,1111,143.98,177788,16.643657638004846,0.001,177539,-89.27126189483994,,
,,,,,178000,18.22163525973361,0.001,177875,-90.38278782220534,179.8,527.1099305868149
159,1368,420.5625298900002,1115,145.07,178460,18.656247023469913,0.001,178206,-89.60057764877507,,
,,,,,179000,17.56747444518312,0.001,178900,-89.55358414422898,135.2,375.374768525362
159,1372,423.4758476200001,1120,145.85,179110,,,,,,
160,1376,425.0309141200001,1123,146.6,179792,20.0926473381814,0.001,179530,-89.93895189949636,,
,,,,,180000,19.43190219730674,0.001,179883,-89.85615796927947,164.7,486.7511547982693
159,1380,427.49112219999995,1127,147.1,180415,16.997563633774266,0.001,180174,-90.2164731312947,,
,,,,,181000,22.17865250375536,0.001,180850,-89.92011532253689,174.7,482.92383501529696
159,1384,429.33808538,1132,148.23,181101,,,,,,
160,1388,431.37506228,1136,149.24,181798,18.66372549466494,0.001,181542,-89.67496704787351,,
,,,,,182000,21.530584503303874,0.001,181898,-90.53145538676868,180.2,510.9667189538479
159,1392,434.39088171,1140,150.37,182512,20.321834616322334,0.001,182262,-90.43860161822775,,
,,,,,183000,19.199635569085466,0.001,182814,-90.3279623478017,185.1,517.7226098299027
159,1396,438.6811702299999,1146,151.85,183256,21.988427614897823,0.001,182992,-89.97217165486197,,
,,,,,184000,19.733839219031125,0.001,183744,-91.12307390959367,187.8,550.6756696879863
159,1400,442.35647548000003,1151,153.26,184009,,,,,,
159,1404,451.87118533,1154,156.2,184647,19.338261085190798,0.001,184395,-90.52839713521523,,
,,,,,185000,18.345443699386095,0.001,184839,-90.96733789129571,187.5,550.1276006817818
159,1408,450.2519557600001,1158,156.16,185281,22.199353809052326,0.001,185027,-91.14699148624501,,
,,,,,186000,20.51741149232194,0.001,185763,-91.67497435860012,189.0,511.56449501514436
159,1412,450.50678804999995,1163,156.86,186035,,,,,,
159,1416,453.8922943399999,1168,158.37,186786,20.79874244160677,0.001,186524,-91.22108443578084,,
,,,,,187000,20.809171746448918,0.001,186891,-90.97797215779623,185.5,492.60330908894537
159,1420,454.4787719899999,1173,159.47,187539,22.980680691568477,0.001,187288,-91.20329284667969,,
,,,,,188000,19.571783828735352,0.001,187923,-91.08678385416667,187.5,519.3461380839348
159,1424,458.09664493000014,1177,160.94,188188,,,,,,
159,1428,460.2702960200001,1181,162.07,188926,20.846618461608887,0.001,188655,-90.8915298461914,,
,,,,,189000,23.443216744447366,0.001,188850,-91.03072123624841,183.4,533.392750865221
159,1432,461.4421182500001,1186,163.29,189649,21.520400456406854,0.001,189393,-91.08102703094482,,
,,,,,190000,22.24999965676939,0.001,189915,-91.49150366922026,189.7,390.56322196722033
159,1436,460.47257757000006,1191,164.31,190361,24.019501520527733,0.001,190059,-90.63520060645209,,
159,1440,458.90805439999997,1195,164.63,190986,22.87106733427522,0.001,190825,-91.47711393568251,,
,,,,,191000,26.397340348187615,0.001,190910,-91.33921654279843,115.5,250.5993286192417
159,1444,459.53918074,1198,165.71,191523,29.479025392647248,0.001,191365,-92.66884166438405,,
159,1448,453.53689448,1200,164.43,191953,21.734052341215072,0.001,191798,-92.50271322788336,,
,,,,,192000,23.350892815408827,0.001,191877,-91.72584103315305,81.1,152.06091969013215
159,1452,457.25650262000005,1203,166.42,192441,21.70339525051606,0.001,192114,-93.15207143930289,,
159,1456,449.35353873000014,1206,164.68,192942,25.953658794793558,0.001,192722,-93.13717186450958,,
,,,,,193000,26.35574318965276,0.001,192866,-93.06388187408447,118.0,253.56484133005142
159,1460,440.37029139,1209,162.45,193331,23.671476858207978,0.001,193179,-93.98097061529393,,
159,1464,426.32868723,1211,159.12,193700,26.822471705350008,0.001,193487,-93.38830606560958,,
,,,,,194000,25.515160034713432,0.001,193867,-92.91282054806544,293.0,723.1361642420292
159,1468,432.4773493,1218,162.96,194756,23.718425462225905,0.001,194471,-93.75562151740579,,
,,,,,195000,24.161172825753972,0.001,194680,-93.60960359119234,162.8,413.6046719312668
159,1472,433.64489519999995,1223,164.0,195510,21.86172925369649,0.001,195242,-93.60931589633604,,
,,,,,196000,24.11668275637799,0.001,195773,-93.07478424439947,116.3,259.79033163785937
159,1476,433.16546823,1227,164.37,196229,29.213540393315004,0.001,195951,-93.7842184345374,,
159,1480,429.64111405999995,1231,164.28,196843,22.625751667885325,0.001,196662,-94.35989212036132,,
,,,,,197000,24.206536697891522,0.001,196873,-94.45861499714401,122.1,283.3304510474205
159,1484,424.1229063800001,1234,162.92,197393,27.187978485174348,0.001,197145,-94.28677287382239,,
,,,,,198000,22.331803861417267,0.001,197797,-94.89117361369885,154.2,375.24981409907343
159,1488,420.17070620999993,1239,162.33,198031,,,,,,
159,1492,417.37102479999993,1242,162.28,198740,26.92935186495884,0.001,198474,-94.97017418997628,,
,,,,,199000,20.059241520321887,0.001,198848,-95.61326035209323,186.7,478.3251697063446
159,1496,414.99531593,1247,162.31,199487,25.733213728124444,0.001,199231,-95.42021055895873,,
,,,,,200000,23.773261290330154,0.001,199901,-95.94433887188251,326.6,921.006254196167
