rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_rew_mean,train/n_updates,train/actor_loss,train/critic_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
,,,23000,,,22858,-49.324781904033586,6.360235106711294,0.001,270.7000573992729,111.9
99.51,188,123,23257,348,204.60586506000007,23075,-49.15198228944023,7.203051292671348,0.001,,
100.28,188,125,23681,352,207.62269256,23495,-49.39853007976826,7.118051492250883,0.001,,
,,,24000,,,23878,-49.57230796813965,6.902552214690617,0.001,111.69962680935859,65.6
100.59,187,128,24060,356,208.94177836999998,23930,-50.43655512883113,8.11856515590961,0.001,,
103.4,189,130,24686,360,216.02800485000003,24438,-50.04237302144369,8.100502411524454,0.001,,
,,,25000,,,24868,-50.278629420353816,9.656806903619033,0.001,307.4596638143063,128.1
105.17,187,134,25202,364,221.61979297000005,24999,-50.775355471097505,10.54781907569361,0.001,,
107.63,188,136,25809,368,230.24771278000003,25556,-51.311920048640324,11.181347553546612,0.001,,
,,,26000,,,25858,-51.46200519137912,11.455372463226318,0.001,317.76441949009893,131.3
109.72,188,140,26334,372,236.4125803,26113,-51.67684148973034,10.219786191940308,0.001,,
112.83,188,142,26957,376,244.86283981999998,26729,-52.35206814816124,9.896484736523597,0.001,,
,,,27000,,,26881,-52.41288345738461,12.126094010315443,0.001,358.6873984456062,147.1
115.33,187,146,27543,380,252.01286266,27336,-52.94258343731916,11.362755759162193,0.001,,
,,,28000,,,27804,-53.84164424564528,12.204032293434352,0.001,432.4348185539246,170.1
118.42,186,150,28195,384,260.16762557,27977,-53.40020011192144,12.300468047919301,0.001,,
120.93,187,154,28899,388,267.53756850999997,28631,-54.81632514621901,12.276577444334288,0.001,,
,,,29000,,,28823,-54.4024703502655,14.108382612466812,0.001,397.52019145488737,186.8
123.66,186,158,29667,392,276.14469822,29398,-55.2618093685228,11.136921079791321,0.001,,
,,,30000,,,29766,-55.43285616961393,13.971259790148054,0.001,362.4770490169525,168.4
125.31,185,163,30373,396,280.54481862,30104,-56.04921955781825,13.947697966761844,0.001,,
125.22,185,166,30926,400,283.11976864,30723,-56.6565934383508,13.09427085428527,0.001,,
,,,31000,,,30850,-56.9725986123085,18.15479069807398,0.001,337.44901527166365,155.3
127.47,185,170,31583,404,288.57516121000003,31341,-57.47982377272386,15.315739368781065,0.001,,
,,,32000,,,31809,-57.936891751411636,17.193921921359507,0.001,359.6142551600933,178.5
129.42,184,174,32212,408,293.72881835,31983,-57.78024020140199,15.617084229129484,0.001,,
131.46,184,177,32790,412,298.82999051999997,32573,-58.0723708805285,16.71783152065779,0.001,,
,,,33000,,,32859,-58.128787464565704,14.900175656943485,0.001,335.6363776862621,135.6
133.22,184,181,33341,416,304.44893752999997,33134,-58.396257041157156,16.3010103771652,0.001,,
134.98,184,183,33900,420,309.56356470000003,33683,-58.28452826237333,14.568580838217251,0.001,,
