time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/fps,train/critic_loss,train/actor_loss,train/learning_rate,train/n_updates,eval/mean_reward,eval/mean_ep_length
4,0.45685375000000006,19.0,76,0,3509,,,,,,
8,-2.8097069999999995,18.125,145,0,585,0.2106082375560488,0.07043023593723774,0.001,40,,
12,-6.796963416666666,27.333333333333332,328,1,322,0.042724161025355846,0.17692995810306028,0.001,176,,
16,-7.3248666875,37.5625,601,2,245,0.022276917869663414,0.1828624550937949,0.001,443,,
20,-2.30408755,38.9,778,3,224,0.0446217638750871,-0.15684206137919557,0.001,642,,
24,4.353551666666667,40.333333333333336,968,4,218,0.02998713451497098,-0.5457693425317606,0.001,830,,
,,,1000,,,0.030792259572384257,-0.6365731991827488,0.001,878,34.76854929327965,46.6
28,8.605418785714287,41.285714285714285,1156,5,195,0.03836839118351539,-0.8668043985962868,0.001,1019,,
32,11.85949571875,42.0625,1346,7,189,0.054384271847084165,-1.1482532570759456,0.001,1211,,
36,14.45368836111111,42.638888888888886,1535,8,188,0.07089175283908844,-1.4814843634764354,0.001,1398,,
40,16.312491375,43.05,1722,9,186,0.07345173485120948,-1.7712492084503173,0.001,1586,,
44,18.024596522727276,43.40909090909091,1910,10,184,0.07676538687361323,-1.945125709409299,0.001,1773,,
,,,2000,,,0.06796651350127327,-2.112613759257577,0.001,1865,34.649665316939355,47.0
48,19.187814354166665,43.645833333333336,2095,11,182,0.06253461329702367,-2.213884281075519,0.001,1959,,
52,38.44749471153846,51.78846153846154,2693,14,190,0.28323223608496945,-3.941499286576321,0.001,2452,,
,,,3000,,,0.28660087869051964,-5.036725099270161,0.001,2758,286.0339267730713,169.0
56,55.39117433928571,59.30357142857143,3321,19,174,0.2598135933748909,-6.241517206033071,0.001,3086,,
,,,4000,,,0.2661505254670746,-8.333649630399094,0.001,3778,284.6164144873619,164.2
60,71.60924456666666,67.25,4035,23,174,,,,,,
64,76.35070193749999,71.125,4552,25,177,0.47422873709775226,-10.182997465133667,0.001,4364,,
,,,5000,,,0.3348426586309356,-10.99499750566912,0.001,4873,76.16106361285347,189.1
68,80.01215451470587,78.27941176470588,5323,29,178,0.33045083167421263,-11.208202273346657,0.001,5045,,
,,,6000,,,0.37263674766589433,-12.517768690926689,0.001,5747,308.748666125536,187.0
72,92.03675079166666,86.20833333333333,6207,35,177,0.3934186441368527,-13.186755188798482,0.001,5972,,
76,103.53323535526316,91.65789473684211,6966,38,183,0.5032199249558506,-15.35012320109776,0.001,6642,,
,,,7000,,,0.5612378052921376,-15.71287170638386,0.001,6876,317.06701704263685,195.4
80,113.31078857500002,96.075,7686,42,180,0.607652939289634,-17.156493759155275,0.001,7417,,
,,,8000,,,0.645057007022526,-18.32600876559382,0.001,7780,269.47191512584686,150.0
84,121.04058442857145,98.9047619047619,8308,46,178,0.5926276878036302,-19.048683643341064,0.001,8073,,
88,127.88012732954547,101.27272727272727,8912,49,181,0.6338907784515327,-21.09020988146464,0.001,8678,,
,,,9000,,,0.6360280513763428,-21.322581185234917,0.001,8822,271.6094247877598,152.7
