time/fps,time/episodes,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/critic_loss,train/learning_rate,train/n_updates,train/actor_loss,eval/mean_reward,eval/mean_ep_length
166,164,6599,95.89791994,53.97,39,3.3167957775733052,0.001,6417,-21.808974538530624,,
167,168,6941,102.66456305000001,56.69,41,3.2795452342313878,0.001,6759,-22.70457717350551,,
,,7000,,,,2.8241315400877665,0.001,6845,-23.060778506966525,164.32758378982544,85.0
164,172,7279,109.22825182999999,59.35,44,3.528982150554657,0.001,7100,-23.831781032473543,,
165,176,7619,115.92054914,62.04,46,4.453407697116627,0.001,7438,-24.684976622115734,,
165,180,7875,120.74365739000002,63.89,47,3.442269612913546,0.001,7738,-25.70599721825641,,
,,8000,,,,4.718921433554756,0.001,7824,-25.83094008072563,165.35432758927345,85.2
163,184,8175,126.61805012,66.17,49,4.8035541856990145,0.001,7994,-26.068910110828487,,
164,188,8516,132.3553812,68.68,51,4.614126633195316,0.001,8335,-26.791443779355003,,
164,192,8860,136.09584955,70.35,53,3.575774796392726,0.001,8679,-27.911344395127408,,
,,9000,,,,5.5191815152935595,0.001,8851,-28.261608611705693,171.73426770567895,86.0
163,196,9205,141.31252795,72.87,56,4.506651122902715,0.001,9023,-28.517226906709894,,
163,200,9548,146.66755023,75.43,58,5.225375017454458,0.001,9367,-29.015920639038086,,
163,204,9868,151.40503022999997,77.75,60,5.1602319329977036,0.001,9699,-29.90637951805478,,
,,10000,,,,5.326837826378738,0.001,9851,-30.64467576833872,163.86287972927093,82.3
162,208,10199,156.47066827999998,80.18,62,5.0873858651449515,0.001,10019,-31.0800750643708,,
162,212,10544,157.98126706000002,80.68,64,5.487137760533843,0.001,10361,-31.83358986433162,,
163,216,10851,157.23452513,80.33,66,4.453594335194292,0.001,10687,-32.208986016206964,,
,,11000,,,,6.807814955711365,0.001,10839,-32.970902579171316,119.65400189757347,65.0
162,220,11163,157.42885552,80.38,68,5.374505915812084,0.001,10988,-32.98805908929734,,
162,224,11486,157.19404606,80.19,70,5.8024516071396315,0.001,11327,-34.1238012092058,,
163,228,11813,156.93058073999998,80.03,72,6.177244585613872,0.001,11648,-34.42543517711551,,
,,12000,,,,4.954479891893476,0.001,11889,-35.42891706422318,119.4595854640007,64.8
162,232,12136,156.64833788,79.85,74,5.5606942772865295,0.001,11954,-35.271922256007336,,
162,236,12481,157.64876043,80.16,76,6.295959884407877,0.001,12300,-35.766419410705566,,
163,240,12825,157.64104491999998,80.12,78,6.631495091804238,0.001,12643,-36.85938600052235,,
,,13000,,,,6.287697330288504,0.001,12903,-37.27671831707622,171.2868297636509,85.7
162,244,13156,159.22290857000002,80.87,80,7.39623331352019,0.001,12974,-37.66865401797824,,
163,248,13503,160.39351196,81.4,82,4.711029288412511,0.001,13321,-38.73845991977426,,
164,252,13848,163.33289705,82.78,84,6.1312546383502875,0.001,13666,-39.29151481805846,,
,,14000,,,,6.064206375472847,0.001,13839,-40.00678616900777,172.23523565530778,86.4
163,256,14194,163.24709496999998,82.79,86,5.265962018523106,0.001,14011,-39.97592438098996,,
164,260,14542,163.37684614000003,82.82,88,6.407379660113104,0.001,14359,-41.22007538551508,,
165,264,14889,163.78437311,82.9,90,6.402302874915901,0.001,14707,-41.855361228765446,,
,,15000,,,,7.233661108238753,0.001,14879,-41.769456730332486,173.83078255653382,86.8
164,268,15233,163.92811526999998,82.92,92,5.375664981673745,0.001,15052,-42.28006575828375,,
165,272,15583,164.44131792,83.04,94,4.606358387930826,0.001,15399,-43.17443353479559,,
165,276,15923,164.59012059999998,83.04,95,4.99529355695878,0.001,15743,-43.49679157345794,,
,,16000,,,,7.764102282978239,0.001,15827,-44.014527820405505,170.5651482820511,85.6
165,280,16270,166.71272739000003,83.95,98,6.437706794458277,0.001,16085,-44.76368150256929,,
166,284,16609,167.54466608,84.34,99,7.474058518926781,0.001,16429,-45.07063814488853,,
166,288,16922,166.80105635000004,84.06,101,7.117215444875318,0.001,16744,-45.97404613051304,,
,,17000,,,,7.101689174407866,0.001,16826,-45.97997386281083,171.6721617102623,87.1
166,292,17269,166.75924421000002,84.09,103,7.6937328455123035,0.001,17089,-46.26752012426203,,
166,296,17611,166.62581933,84.06,105,8.081142544746399,0.001,17427,-47.50877933502197,,
167,300,17957,166.59245352,84.09,107,7.484825859236163,0.001,17773,-48.07242939084075,,
,,18000,,,,7.323561159047213,0.001,17861,-48.03952988711271,170.27720273733138,85.5
167,304,18300,167.05978816000004,84.32,109,10.470676351677287,0.001,18117,-48.78305365822532,,
167,308,18642,167.15602534,84.43,111,6.7720186650753025,0.001,18461,-49.24519834518433,,
167,312,18973,166.62958294,84.29,113,5.578470563604718,0.001,18801,-50.02712513151623,,
,,19000,,,,7.946784085349033,0.001,18877,-49.53641018114592,171.66209876537323,86.7
167,316,19295,166.99558438000003,84.44,115,7.029648143124867,0.001,19117,-50.2495485631431,,
167,320,19646,167.85380579,84.83,117,9.394857548595814,0.001,19464,-50.76260282728407,,
168,324,19989,168.18882545000005,85.03,118,8.448680879055768,0.001,19809,-51.23432975591615,,
,,20000,,,,6.037699954850333,0.001,19893,-51.642288934616815,173.4920056581497,88.0
167,328,20337,168.59913796,85.24,121,7.470783007144928,0.001,20153,-52.24622141520182,,
167,332,20694,169.23579233,85.58,123,7.118149364387596,0.001,20508,-52.82133102416992,,
,,21000,,,,8.879821390241057,0.001,20862,-52.65673479826554,176.8127358198166,89.4
167,336,21048,169.24682791000004,85.67,125,,,,,,
167,340,21405,169.47852440999998,85.8,127,8.868965291164137,0.001,21222,-53.54543408480558,,
167,344,21760,169.97746544999998,86.04,129,10.591749288223602,0.001,21573,-53.92987314860026,,
,,22000,,,,12.336305549198931,0.001,21840,-53.526479721069336,173.1157874107361,87.6
167,348,22111,170.03585175,86.08,132,6.271449656322084,0.001,21927,-54.36579087723133,,
167,352,22455,169.86969157,86.07,134,8.179655447111024,0.001,22287,-54.055296156141495,,
167,356,22815,170.17061431,86.21,135,8.613045949406095,0.001,22630,-55.16538382636176,,
,,23000,,,,7.426614348278489,0.001,22896,-55.42811886099882,175.72091723680495,88.5
167,360,23172,170.29718289000002,86.3,138,6.35430696115389,0.001,22987,-55.05213326348199,,
167,364,23530,170.45601431,86.41,140,6.813840326997969,0.001,23348,-55.24554926554362,,
168,368,23892,170.76605338000002,86.59,141,6.996361854312184,0.001,23706,-55.53554244663405,,
,,24000,,,,6.737768459594113,0.001,23883,-55.651979756909746,176.662344789505,89.0
167,372,24252,170.88855968,86.69,144,7.591024825106496,0.001,24067,-56.36368660304857,,
168,376,24606,171.1349014,86.83,146,7.096766851414209,0.001,24420,-57.08569743416526,,
168,380,24959,171.25590778999998,86.89,148,8.563080758884036,0.001,24774,-56.767889282920144,,
,,25000,,,,9.54551289858443,0.001,24863,-56.929262768138535,176.7661451756954,89.0
168,384,25311,171.58383852999998,87.02,150,7.958441753279079,0.001,25127,-56.601693933660336,,
168,388,25661,172.50532986,87.39,152,6.652815800973738,0.001,25477,-56.6465809844261,,
,,26000,,,,6.406747907072633,0.001,25835,-57.18553983900282,177.1723167538643,89.4
168,392,26019,172.72936743,87.5,154,,,,,,
168,396,26377,173.07686016,87.66,156,5.412481883710081,0.001,26191,-58.239718437194824,,
168,400,26729,173.12798006,87.72,158,8.860959685250615,0.001,26546,-58.90594295925564,,
,,27000,,,,9.295650605360667,0.001,26898,-58.68783874511719,165.48177486658096,84.7
167,404,27076,173.1798565,87.76,161,,,,,,
167,408,27415,173.08489474,87.73,163,5.299805835068944,0.001,27238,-58.37080637613932,,
167,412,27752,173.15654156000005,87.79,165,11.208993327470473,0.001,27567,-58.31117916107178,,
,,28000,,,,5.110876323211761,0.001,27824,-59.25214758373442,167.30396142601967,85.1
167,416,28093,173.5447012,87.98,168,6.923868159453074,0.001,27911,-58.833011804625045,,
167,420,28432,173.22207143,87.86,170,9.640078179719971,0.001,28248,-58.71303251313,,
167,424,28768,173.0705212,87.79,172,4.904068369463266,0.001,28587,-58.87399403641864,,
,,29000,,,,8.165601517377274,0.001,28853,-58.30261707305908,170.6468203008175,86.5
166,428,29115,173.03990458,87.78,174,4.594798956290785,0.001,28936,-58.94533157348633,,
166,432,29452,172.62818824,87.58,176,7.132653943608316,0.001,29276,-58.87066667344835,,
166,436,29798,172.44933820999995,87.5,178,8.805696804415096,0.001,29615,-58.967347925359554,,
,,30000,,,,6.930958614462898,0.001,29877,-59.13292639596121,174.21294350624083,88.2
166,440,30151,172.38744758999997,87.46,181,9.573592226157027,0.001,29966,-58.987724219428166,,
166,444,30511,172.50155996,87.51,183,9.349765224890275,0.001,30325,-59.83598665757613,,
166,448,30857,172.37106458000002,87.46,185,6.167923138585201,0.001,30676,-60.24877326433049,,
,,31000,,,,6.02720716562164,0.001,30850,-59.62376598782009,169.31789060235025,85.9
166,452,31202,172.44942617000004,87.47,187,5.597651689902119,0.001,31019,-59.64338107441747,,
166,456,31517,171.44220830000003,87.02,189,7.23481612829935,0.001,31330,-59.64982069106329,,
166,460,31862,171.16680494000005,86.9,191,8.746532599131266,0.001,31681,-60.11756888101267,,
,,32000,,,,7.734612743521845,0.001,31852,-59.852815140125365,171.55384185910225,86.7
165,464,32209,170.90862084,86.79,194,7.659884718331424,0.001,32024,-59.925540924072266,,
166,468,32553,170.50406873,86.61,195,5.383655151182955,0.001,32371,-59.738579750061035,,
166,472,32892,170.02070760999996,86.4,197,7.236158639551645,0.001,32708,-59.504442759922576,,
,,33000,,,,4.419578975023225,0.001,32882,-59.6320080424464,150.11948370933533,77.7
166,476,33204,168.97578239000006,85.98,199,12.417203455731489,0.001,33022,-59.62565656389509,,
166,480,33542,168.68222921,85.83,201,9.26814666390419,0.001,33364,-59.74079413641067,,
166,484,33868,168.07257828000002,85.57,202,6.94928285905293,0.001,33686,-59.74844469342913,,
,,34000,,,,7.1856860721812525,0.001,33857,-59.68317585899716,153.19012689590454,78.3
166,488,34176,167.12470521999995,85.15,204,4.111328107469222,0.001,34011,-60.171914493336395,,
167,492,34488,166.15753826999998,84.69,206,9.246931256249894,0.001,34307,-60.27727393216865,,
167,496,34805,165.25343536,84.28,208,3.9546559089901803,0.001,34637,-59.375753890636354,,
,,35000,,,,6.21852349819139,0.001,34866,-59.5158015406409,157.85413115620614,80.1
167,500,35118,164.43106463,83.89,210,7.610583825166835,0.001,34952,-59.467318690100385,,
167,504,35446,164.11087034,83.7,211,7.193832172863726,0.001,35263,-60.26043252383961,,
167,508,35774,163.94144835,83.59,213,7.209005773067474,0.001,35592,-59.91565864030705,,
,,36000,,,,8.189540103934277,0.001,35840,-60.8923809745095,171.3920527756214,86.2
167,512,36108,163.97644528,83.56,215,6.43827900530278,0.001,35927,-60.23138729361601,,
167,516,36453,164.12954856999997,83.6,217,8.005775279776994,0.001,36272,-60.283300621565,,
167,520,36798,164.31251597,83.66,219,7.323960268634489,0.001,36616,-59.61449180949818,,
,,37000,,,,4.995722752878035,0.001,36875,-59.8594488099564,170.43045675754547,85.8
167,524,37143,164.50438268000002,83.75,221,5.277035831018936,0.001,36961,-59.765397094016855,,
167,528,37490,164.56940881,83.75,223,6.1343472305385545,0.001,37307,-59.49826475631359,,
168,532,37838,164.97485646,83.86,225,5.691455040169858,0.001,37655,-59.30987903683685,,
,,38000,,,,7.637263238430023,0.001,37830,-60.15136016498912,174.56851181983947,87.0
167,536,38187,165.09371768,83.89,227,6.58318341748659,0.001,38003,-59.410289941832076,,
167,540,38535,165.11777511,83.84,229,8.686292635983435,0.001,38352,-60.08253366296942,,
167,544,38882,164.92483529999998,83.71,231,6.5998052262711795,0.001,38699,-59.61197112327398,,
,,39000,,,,5.535144555157628,0.001,38873,-59.841110939203304,172.87000181078912,86.8
167,548,39230,165.09724407,83.73,233,5.2127086157086255,0.001,39046,-60.11160651120272,,
167,552,39576,165.19554906000002,83.74,235,6.1141796518455855,0.001,39393,-59.091679919849746,,
168,556,39920,165.88236609,84.03,237,8.119395123286681,0.001,39739,-59.47942898490212,,
,,40000,,,,5.496838412565343,0.001,39824,-59.612623436506404,173.15645174384116,86.7
167,560,40260,165.87300564999998,83.98,239,4.366198785697358,0.001,40077,-60.29027342184996,,
168,564,40608,166.01508418999998,83.99,241,4.439953106573259,0.001,40425,-59.331780278405475,,
168,568,40955,166.15776035,84.02,243,6.9200687505478085,0.001,40772,-59.49717348675395,,
,,41000,,,,5.943516087257999,0.001,40859,-59.28375971594522,174.50168714523315,86.9
168,572,41304,166.47426073999995,84.12,245,5.578774994817273,0.001,41121,-59.253307608670966,,
168,576,41649,167.33958414,84.45,247,3.5309165633001993,0.001,41466,-59.24282783685729,,
168,580,41996,167.5995754,84.54,249,4.4417439754619155,0.001,41813,-58.75938424398733,,
,,42000,,,,5.123410938800066,0.001,41900,-59.70656039498069,173.80166700482368,86.5
168,584,42344,168.16256618000003,84.76,251,5.013897898553432,0.001,42161,-59.456025678058005,,
168,588,42692,169.15270940000002,85.16,253,5.285147795843524,0.001,42509,-58.626200742499776,,
,,43000,,,,6.042982357469472,0.001,42856,-58.934227596629746,173.1283787071705,87.0
168,592,43039,170.00076896,85.51,255,,,,,,
168,596,43387,170.74613675,85.82,257,5.021315221128793,0.001,43205,-58.79363348317701,,
168,600,43733,171.58434974,86.15,259,4.375097054381703,0.001,43550,-58.558245547982146,,
,,44000,,,,5.763651359912961,0.001,43897,-58.34974856709325,174.34755108356475,87.2
168,604,44080,172.07467897000004,86.34,262,,,,,,
168,608,44427,172.4752014,86.53,264,4.2456779068913955,0.001,44244,-59.02714174444025,,
168,612,44775,172.82699921,86.67,266,6.879679844297212,0.001,44592,-58.58896350860596,,
,,45000,,,,2.927306406799404,0.001,44853,-58.81249068504156,171.2654892385006,85.9
168,616,45123,172.92918675000004,86.7,268,6.06624850048416,0.001,44940,-58.357891256159,,
168,620,45473,173.09230465000005,86.75,270,7.891212585297498,0.001,45290,-58.41446980563077,,
168,624,45821,173.21720993000002,86.78,272,6.098262410054262,0.001,45639,-58.411527944165606,,
,,46000,,,,4.799507827921347,0.001,45895,-58.50950934670188,160.01177818775176,81.4
167,628,46165,173.14783623,86.75,275,4.99476393748974,0.001,45982,-58.05497655001554,,
167,632,46507,172.87319637999997,86.69,276,5.002397770105406,0.001,46330,-57.451061781062634,,
168,636,46855,172.86211759999995,86.68,278,4.8699483898864395,0.001,46672,-57.995008121837266,,
,,47000,,,,5.347396582707591,0.001,46846,-57.967209642583676,170.54493789672853,86.3
167,640,47201,172.68718539999998,86.66,281,5.312846979875674,0.001,47019,-57.73700687497161,,
167,644,47548,172.67079757,86.66,283,2.628203067286261,0.001,47365,-57.882136943728426,,
167,648,47894,172.61071952000003,86.64,285,3.6624105863792953,0.001,47712,-58.18202369157658,,
,,48000,,,,5.800403484078341,0.001,47884,-57.86620135639989,172.7117581665516,86.4
167,652,48239,172.54066605,86.63,287,4.864430932804596,0.001,48057,-57.79610931041629,,
167,656,48587,172.66445773999996,86.67,289,4.739723683088675,0.001,48404,-57.84557143124667,,
167,660,48936,172.85462727999996,86.76,291,4.876035577949437,0.001,48754,-58.08681904185902,,
,,49000,,,,5.508204600145651,0.001,48840,-57.21214392018873,172.50971899628638,86.8
167,664,49282,172.73531595,86.74,293,3.78643722312395,0.001,49099,-58.535691106042194,,
167,668,49631,172.76728884999997,86.76,295,4.43405323192991,0.001,49447,-57.502763703812,,
168,672,49977,172.70004997,86.73,297,5.661400697259015,0.001,49795,-57.92055901815725,,
,,50000,,,,4.2404506123343175,0.001,49881,-58.050068345180776,173.73867684602737,87.0
167,676,50325,172.75288351,86.76,299,4.8902549497012435,0.001,50142,-58.03100976076993,,
168,680,50672,172.72521439,86.76,301,4.651082844569765,0.001,50489,-57.50747334679892,,
,,51000,,,,5.617212677824086,0.001,50838,-57.60377441753041,174.4010478377342,87.0
167,684,51022,172.72070377999998,86.78,303,,,,,,
168,688,51367,172.66706169,86.75,305,6.729550406850618,0.001,51184,-57.99236366965554,,
168,692,51713,172.69529862,86.74,307,5.695856050003407,0.001,51530,-57.20147642978402,,
,,52000,,,,4.101638865196842,0.001,51878,-57.263863736932926,174.6366646528244,87.5
167,696,52063,172.79280164,86.76,310,,,,,,
167,700,52412,172.82264755,86.79,312,2.7138660776204078,0.001,52229,-57.5569848348928,,
167,704,52761,172.79870774000003,86.81,314,5.677794350819155,0.001,52578,-57.33666367964311,,
,,53000,,,,5.366361165868825,0.001,52839,-57.17113619072493,172.96099986433984,86.6
167,708,53109,172.92707980999995,86.82,317,3.759808859605899,0.001,52926,-57.264239658008925,,
167,712,53459,172.93895649,86.84,318,3.821183776990934,0.001,53275,-57.857072136618875,,
167,716,53809,173.05640872000004,86.86,320,2.2625732110305266,0.001,53625,-57.13422671231356,,
,,54000,,,,5.219844823533839,0.001,53888,-56.98717368732799,173.97665330171586,87.1
167,720,54159,173.00584469,86.86,323,4.640464227307927,0.001,53976,-57.40587624636564,,
167,724,54508,173.06367568000002,86.87,325,3.9229721790072563,0.001,54325,-57.4049011053041,,
167,728,54857,173.17865821999996,86.92,327,4.736934245317832,0.001,54674,-57.588503490794785,,
,,55000,,,,3.3477903816891814,0.001,54848,-56.730386300520465,173.3938448727131,86.8
167,732,55205,173.40257628999998,86.98,329,5.795596946244952,0.001,55022,-57.44972931254994,,
167,736,55556,173.48413949000002,87.01,331,4.426277537237514,0.001,55372,-57.496357917785645,,
167,740,55907,173.62943479999998,87.06,333,3.8437980874018236,0.001,55724,-57.43841847506437,,
,,56000,,,,2.947423736254374,0.001,55898,-57.36586180600253,172.47479390501977,86.9
167,744,56258,173.70080291000002,87.1,335,5.217770053581758,0.001,56074,-58.158254103227094,,
167,748,56606,173.67707919,87.12,337,3.5054873995397284,0.001,56424,-56.71599596196955,,
168,752,56956,173.8149679,87.17,338,3.2496136742076653,0.001,56773,-57.4637617953988,,
,,57000,,,,4.593003451139078,0.001,56860,-56.81832859732888,174.57553511857986,87.4
167,756,57308,173.81328750000003,87.21,341,3.8609656564305337,0.001,57124,-56.49049504597982,,
168,760,57661,173.80664123,87.25,342,5.981631750410253,0.001,57477,-56.90224534815008,,
,,58000,,,,5.474875126372684,0.001,57829,-56.95889542319558,174.58694164156913,87.4
168,764,58013,173.97335542000002,87.31,345,,,,,,
168,768,58367,174.05388462,87.36,347,3.5177973723143676,0.001,58183,-56.530372099442914,,
168,772,58720,174.20178210999995,87.43,349,3.631018617613749,0.001,58536,-56.30364001880992,,
,,59000,,,,5.855022949733954,0.001,58887,-57.326952024947765,174.3633679032326,87.0
167,776,59070,174.26637497999997,87.45,351,,,,,,
167,780,59418,174.29299378,87.46,353,3.0137880821337646,0.001,59235,-56.635282826978106,,
167,784,59760,174.20872990999993,87.38,355,4.785894670020575,0.001,59584,-56.95651357824152,,
,,60000,,,,4.051198570207617,0.001,59837,-56.454247585562776,174.40197987556456,87.0
167,788,60107,174.30075931999997,87.4,358,3.644741173448234,0.001,59924,-56.20875922116366,,
167,792,60455,174.30934618999999,87.42,360,2.0970103987332047,0.001,60272,-56.747231830250136,,
167,796,60803,174.23902292999995,87.4,362,3.4984020892230943,0.001,60620,-56.44242858886719,,
,,61000,,,,5.628369264981964,0.001,60882,-56.78315474770286,174.04410194158555,87.1
167,800,61151,174.29461878,87.39,364,6.818986136337807,0.001,60969,-56.51516670404479,,
167,804,61501,174.35966113000003,87.4,366,4.315607068182408,0.001,61317,-56.39929181475972,,
167,808,61839,174.05965199000002,87.3,368,4.390007084813611,0.001,61656,-56.365673932162196,,
,,62000,,,,2.8510383799158294,0.001,61830,-56.250639568675645,174.66961359977722,87.0
167,812,62186,174.10940431999998,87.27,370,5.2270976305007935,0.001,62004,-56.45279797640714,,
167,816,62533,174.03998108000005,87.24,372,5.268163754181429,0.001,62350,-56.23846088756215,,
167,820,62883,174.04013773999998,87.24,374,5.194849229260777,0.001,62700,-56.56185955471463,,
,,63000,,,,4.16413431195007,0.001,62874,-56.29002276333895,173.55341469049455,86.8
167,824,63232,174.03425998999998,87.24,376,4.5026757634919266,0.001,63048,-56.55355774272572,,
167,828,63581,174.03946189999996,87.24,378,4.262496153513591,0.001,63397,-56.99001888896144,,
167,832,63929,174.05792784000002,87.24,380,6.061975440759769,0.001,63745,-55.627733452375544,,
,,64000,,,,3.990816291082989,0.001,63833,-56.17409706115723,175.0350182592869,87.1
167,836,64277,174.00623126999994,87.21,383,3.877957368438894,0.001,64094,-56.33080161701549,,
167,840,64625,173.93506518999996,87.18,384,4.301653897061067,0.001,64442,-56.15919689799464,,
168,844,64974,173.90880793000005,87.16,386,4.853969602749266,0.001,64791,-56.57251845958621,,
,,65000,,,,2.4791745166668946,0.001,64878,-56.04592357982289,174.55572608709335,86.9
167,848,65317,173.81703635999995,87.11,388,4.86495395775499,0.001,65133,-56.61144371919854,,
168,852,65668,173.80864643999996,87.12,390,2.509295823930324,0.001,65484,-56.58772416548295,,
,,66000,,,,3.572065296498212,0.001,65829,-56.04460924321955,174.60055059194565,87.0
167,856,66012,173.75292134000003,87.04,393,,,,,,
168,860,66362,173.74137398000005,87.01,395,3.3292547992684622,0.001,66179,-56.37869410081343,,
168,864,66711,173.69510293,86.98,396,4.024016104895493,0.001,66527,-56.285405536030616,,
,,67000,,,,3.473758494716951,0.001,66875,-56.74528015491574,156.12436156868935,79.7
167,868,67051,173.41119966999997,86.84,399,,,,,,
168,872,67399,173.35277765000006,86.79,401,4.027101002890488,0.001,67216,-55.40903941067782,,
168,876,67733,173.01147897,86.63,403,4.596333333815651,0.001,67549,-56.35490958635197,,
,,68000,,,,3.744532958350398,0.001,67900,-56.10999462821267,172.5957374691963,86.4
167,880,68078,172.87248197999998,86.6,405,,,,,,
167,884,68422,172.84454037999996,86.62,407,2.895049243137754,0.001,68238,-56.131891857494004,,
168,888,68771,172.80617445,86.64,409,3.443114254666471,0.001,68586,-55.726472247730605,,
,,69000,,,,4.493399673038059,0.001,68844,-56.1180562275212,172.88828353285788,86.3
167,892,69115,172.66606474000008,86.6,411,2.8677673120608276,0.001,68931,-56.075660882994185,,
168,896,69416,171.66916815999997,86.13,412,4.466012388467789,0.001,69233,-55.19328098297119,,
168,900,69765,171.60205265000002,86.14,414,3.8713927597835145,0.001,69582,-55.6550986550071,,
,,70000,,,,4.1891762406638495,0.001,69844,-56.56863784790039,174.1360028386116,87.1
168,904,70115,171.59643717000003,86.14,417,2.2241514578632926,0.001,69931,-55.784857905188275,,
168,908,70467,171.92330514000002,86.28,418,6.698223681612448,0.001,70282,-56.16771697998047,,
168,912,70817,171.91174016000002,86.31,420,6.00117033042691,0.001,70633,-56.235106294805355,,
,,71000,,,,4.648698855530132,0.001,70897,-55.794468359513715,173.26284296512603,86.6
168,916,71168,171.95985967000004,86.35,423,2.8773602071133526,0.001,70985,-55.513589425520465,,
168,920,71518,172.0089977,86.35,424,2.5682524408417184,0.001,71334,-55.82989449934526,,
168,924,71869,172.02905636,86.37,426,3.0227774201437483,0.001,71684,-55.95252556024596,,
,,72000,,,,2.8249374736439097,0.001,71861,-55.73610574548895,175.65621880888938,87.8
168,928,72219,172.05144061,86.38,429,6.675648974276137,0.001,72035,-55.06416196601335,,
168,932,72570,172.03863120999998,86.41,430,2.7024588598446413,0.001,72386,-55.57408185438676,,
168,936,72921,172.11084032,86.44,432,4.219267437403852,0.001,72738,-54.988920038396664,,
