time/fps,time/episodes,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/critic_loss,train/learning_rate,train/n_updates,train/actor_loss,eval/mean_reward,eval/mean_ep_length
2125,4,160,45.74943424999999,40.0,0,,,,,,
316,8,232,22.194041749999997,29.0,0,0.009967771177697513,0.001,118,-1.1442717578676012,,
264,12,304,14.362090916666665,25.333333333333332,1,0.00756162045420044,0.001,190,-1.006303522321913,,
239,16,376,10.468487,23.5,1,0.01069576893415716,0.001,262,-0.9500774145126343,,
225,20,446,8.130978899999999,22.3,1,0.017320517502311204,0.001,332,-0.8620711631245084,,
217,24,518,6.556848041666666,21.583333333333332,2,0.028903779677218862,0.001,404,-0.8326853877968259,,
210,28,590,5.397403392857143,21.071428571428573,2,0.031097762959284916,0.001,476,-0.55443141857783,,
204,32,662,4.5390481875,20.6875,3,0.02283174272937079,0.001,548,-0.47454066077868146,,
200,36,734,3.891406222222222,20.38888888888889,3,0.02969364940913187,0.001,620,-0.44100838485691285,,
195,40,806,3.3429550499999996,20.15,4,0.031211860840105347,0.001,692,-0.30915872090392643,,
193,44,878,2.9091634772727275,19.954545454545453,4,0.028737777792331245,0.001,764,-0.2252396759059694,,
194,48,967,2.779866333333333,20.145833333333332,4,0.034762870261652604,0.001,834,-0.09249896266394192,,
,,1000,,,,0.1454066586765376,0.001,893,-0.459900553253564,38.89345928430557,22.1
183,52,1055,5.5578585,20.28846153846154,5,0.17150443995540793,0.001,937,-0.5925341587175023,,
183,56,1142,7.9134434464285714,20.392857142857142,6,0.277601209892468,0.001,1024,-1.5260484164411372,,
182,60,1230,9.976718966666665,20.5,6,0.4353614273396405,0.001,1112,-2.0116349783810703,,
182,64,1319,11.79961728125,20.609375,7,0.3401040008122271,0.001,1201,-2.4243322068994697,,
180,68,1406,13.359882220588235,20.676470588235293,7,0.46126946197314694,0.001,1289,-2.975425113331188,,
178,72,1494,14.767718041666667,20.75,8,0.39299658652056346,0.001,1376,-3.5039618665521797,,
177,76,1583,16.03813368421053,20.82894736842105,8,0.49329689145088196,0.001,1465,-3.897172537716952,,
176,80,1671,17.172622087500002,20.8875,9,0.4069599115422794,0.001,1552,-4.792364575646141,,
176,84,1759,18.195878511904766,20.94047619047619,9,0.54006277769804,0.001,1641,-4.912902701984752,,
176,88,1850,19.178575704545455,21.022727272727273,10,0.4527106686778691,0.001,1731,-5.726832389831543,,
176,92,1938,20.028939945652176,21.065217391304348,11,0.462728777392344,0.001,1820,-6.079477483575994,,
,,2000,,,,0.497925917533311,0.001,1886,-6.309349103407427,38.89345866441727,22.1
172,96,2026,20.810232333333335,21.104166666666668,11,0.4209975688294931,0.001,1908,-6.47685415094549,,
172,100,2117,21.572643250000002,21.17,12,0.4687037066273067,0.001,1998,-6.947274883588155,,
172,104,2208,21.334806740000005,20.48,12,0.35331326787886413,0.001,2089,-7.406124331734397,,
172,108,2296,22.938583610000002,20.64,13,0.4479260695251552,0.001,2178,-7.817396597428755,,
171,112,2384,24.54422977,20.8,13,0.4242902086539702,0.001,2266,-8.40295496853915,,
170,116,2472,26.14363105,20.96,14,0.5978350768918577,0.001,2354,-8.73954963684082,,
170,120,2560,27.741586270000006,21.14,15,0.40336401625113055,0.001,2441,-9.341483029452236,,
169,124,2650,29.3778275,21.32,15,0.5301814306041469,0.001,2531,-9.423981406471945,,
169,128,2738,30.988225380000003,21.48,16,0.4925977914106278,0.001,2620,-9.781940373507412,,
169,132,2827,32.60857817,21.65,16,0.5562527412953584,0.001,2710,-10.125498533248901,,
169,136,2914,34.19124154000001,21.8,17,0.5668285318783352,0.001,2796,-10.4442852193659,,
,,3000,,,,0.5144376836039803,0.001,2885,-10.91391372680664,38.89345895051956,22.1
167,140,3003,35.817949809999995,21.97,17,,,,,,
167,144,3092,37.44238264,22.14,18,0.5817542879477792,0.001,2974,-11.238247315088907,,
167,148,3181,38.95539236,22.14,18,0.6027144952253862,0.001,3063,-11.818816878578879,,
167,152,3269,38.945391220000005,22.14,19,0.5158293044025247,0.001,3151,-12.104734507474033,,
167,156,3356,38.941714770000004,22.14,19,0.641093597525642,0.001,3238,-12.201776071028275,,
167,160,3447,38.983091210000005,22.17,20,0.613006941974163,0.001,3328,-12.677936467257412,,
167,164,3535,38.96943048,22.16,21,0.7913394353606484,0.001,3418,-12.868363727222789,,
168,168,3623,38.981001629999994,22.17,21,0.6087349978360262,0.001,3505,-13.295634356412021,,
168,172,3713,39.014679550000004,22.19,22,0.7578324743292548,0.001,3594,-13.59002754905007,,
168,176,3802,39.01918438999999,22.19,22,0.826063079678494,0.001,3684,-13.976097901662191,,
168,180,3891,39.03374335,22.2,23,0.6247498894279654,0.001,3773,-13.8607779416171,,
167,184,3979,39.03120776,22.2,23,0.8250688995633807,0.001,3861,-14.409887599945069,,
,,4000,,,,0.8404306159778074,0.001,3883,-14.519927545027299,38.893465077877046,22.1
166,188,4065,38.95509596,22.15,24,0.7877162006639299,0.001,3948,-14.524857867847789,,
165,192,4128,38.27146077,21.9,24,0.7132513165473938,0.001,4022,-17.159378433227538,,
166,196,4188,37.2869604,21.62,25,1.7143621623516083,0.001,4062,-16.972817993164064,,
167,200,4463,40.337327359999996,23.46,26,3.0499712145990796,0.001,4303,-17.224417368570965,,
166,204,4656,42.06460526,24.48,27,2.139347786838944,0.001,4518,-17.59222532573499,,
166,208,4822,43.39466651000001,25.26,28,2.5388649702072144,0.001,4685,-17.519165169108998,,
167,212,4993,44.80989379999999,26.09,29,2.503726834474608,0.001,4852,-17.487409418279473,,
,,5000,,,,2.009210341506534,0.001,4897,-17.4425312389027,90.56356467604637,52.5
165,216,5230,47.30108812,27.58,31,2.112803163669877,0.001,5070,-17.702072397867838,,
166,220,5510,50.482620770000004,29.5,33,1.8481754343231003,0.001,5349,-18.033408315558184,,
166,224,5788,53.67865512,31.38,34,1.9158009212268026,0.001,5612,-18.312765779166387,,
,,6000,,,,2.187779273966263,0.001,5862,-18.609241617136988,95.53027673363685,55.8
163,228,6010,55.93250114000001,32.72,36,,,,,,
164,232,6253,58.48270588,34.26,38,2.116259620074303,0.001,6097,-19.03240486883348,,
163,236,6457,60.48800947999999,35.43,39,1.9412155884962816,0.001,6308,-19.063731633699856,,
163,240,6686,62.82139236,36.83,40,2.4540939406823306,0.001,6541,-19.654893940892713,,
163,244,6907,65.04017598,38.15,42,2.814201650836251,0.001,6755,-19.991360346476238,,
,,7000,,,,2.1576715829008717,0.001,6870,-20.02067534128825,95.19699058532714,55.6
162,248,7167,67.79217918,39.86,44,3.0606405905314853,0.001,6994,-20.200873970985413,,
162,252,7490,71.60204098,42.21,45,2.865002000179046,0.001,7309,-20.951404229188576,,
163,256,7828,75.90813011,44.72,47,3.5073019910690397,0.001,7652,-21.564336954161178,,
,,8000,,,,3.0867894992425846,0.001,7888,-21.80835807017791,138.9629862844944,79.8
161,260,8146,79.84444661,46.99,50,3.35640044712726,0.001,7969,-21.92351851463318,,
161,264,8467,83.88208737000001,49.32,52,3.533123565571649,0.001,8287,-22.48295479729062,,
161,268,8773,87.61481042,51.5,54,3.339791559075054,0.001,8599,-22.95954990386963,,
161,272,8997,89.89437346999999,52.84,55,3.308801551227984,0.001,8853,-23.30838161966075,,
,,9000,,,,4.304542710383733,0.001,8901,-23.62345798810323,115.69655818939209,67.4
160,276,9295,93.45886969999998,54.93,57,3.8026593923568726,0.001,9120,-23.63798245021275,,
160,280,9470,94.94664083999999,55.79,59,3.6894512637968986,0.001,9345,-24.2940554300944,,
160,284,9742,98.0350354,57.63,60,4.776161065584497,0.001,9564,-24.407544565200805,,
,,10000,,,,5.667241316243826,0.001,9879,-24.862866378412015,137.88783324360847,81.9
159,288,10059,101.74027434,59.94,63,,,,,,
159,292,10383,106.45173884999998,62.55,65,5.286165900173641,0.001,10208,-25.38219147636777,,
159,296,10729,111.84479874,65.41,67,4.742934152327086,0.001,10547,-25.74461612295597,,
,,11000,,,,4.318873506196788,0.001,10872,-26.127240286933052,134.28914973139763,77.2
158,300,11043,112.58237859,65.8,69,,,,,,
158,304,11364,114.83034479,67.08,71,5.531009282106939,0.001,11196,-26.621524105901305,,
159,308,11648,116.88483456,68.26,73,5.5569434989066355,0.001,11479,-26.966790517171223,,
159,312,11979,119.61335581999998,69.86,75,5.593673002018648,0.001,11799,-27.288332030886696,,
,,12000,,,,6.049478938182195,0.001,11883,-27.466442198980424,145.97014085054397,85.5
158,316,12333,121.67744373,71.03,77,5.123105936862053,0.001,12151,-27.828737421238674,,
158,320,12658,122.36349912,71.48,79,5.448672716210528,0.001,12483,-27.95201417876453,,
158,324,12953,122.23219239999999,71.65,81,6.52473862831657,0.001,12780,-28.42208480834961,,
,,13000,,,,6.224911265559011,0.001,12857,-28.824291731181898,148.40326171517373,84.8
158,328,13298,124.44387684000002,72.88,84,6.161290718848447,0.001,13119,-29.047175523711413,,
