rollout/ep_rew_mean,time/total_timesteps,time/episodes,time/fps,rollout/ep_len_mean,time/time_elapsed,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
13.02575275,96,4,3882,24.0,0,,,,,,
23.53482225,181,8,525,22.625,0,0.010822768586323313,64,-1.1596158842245738,0.001,,
28.78383616666667,270,12,319,22.5,0,0.02966479847038334,152,-1.6925086216493086,0.001,,
31.374418187499998,359,16,258,22.4375,1,0.043561212295158344,241,-2.1209079135547984,0.001,,
32.92670995,448,20,229,22.4,1,0.07154410267653673,330,-2.5042938590049744,0.001,,
33.896621,536,24,216,22.333333333333332,2,0.08963225256990302,418,-2.9097447395324707,0.001,,
35.08447875,631,28,215,22.535714285714285,2,0.11004237593574957,507,-3.263562419197776,0.001,,
36.09815021875001,735,32,211,22.96875,3,0.2063329477722828,612,-3.7771931061377892,0.001,,
36.35582283333335,823,36,208,22.86111111111111,3,0.2605999115515839,705,-4.181974324313077,0.001,,
36.528138925,910,40,206,22.75,4,0.48162560029463336,792,-4.665699612010609,0.001,,
,1000,,,,,0.4173751974105835,882,-5.063825680659368,0.001,45.4,82.16699965000153
37.75587025,1023,44,199,23.25,5,,,,,,
40.08569364583334,1177,48,200,24.520833333333332,5,0.4990349154580723,1039,-5.627174680883234,0.001,,
42.69673521153847,1344,52,200,25.846153846153847,6,0.4762250442057848,1206,-6.42858772277832,0.001,,
45.209243464285706,1519,56,200,27.125,7,0.6061924210888274,1378,-7.190518756707509,0.001,,
44.81050701666666,1608,60,198,26.8,8,0.6369145492261107,1490,-7.601617986505682,0.001,,
44.5184925625,1699,64,199,26.546875,8,1.1227745901454578,1581,-7.935325969349254,0.001,,
44.181768,1787,68,199,26.279411764705884,8,0.8408635705709457,1669,-8.352834961631082,0.001,,
45.0166235,1918,72,200,26.63888888888889,9,0.9626998346427391,1793,-8.717557413824673,0.001,,
,2000,,,,,0.8489154088497162,1877,-9.173426946004232,0.001,69.1,136.7697208881378
47.559345789473674,2119,76,194,27.88157894736842,10,0.7847116401140717,1964,-9.301568486473776,0.001,,
52.519551037499994,2424,80,197,30.3,12,1.2088416846508676,2242,-10.094727555910746,0.001,,
55.02796932142856,2653,84,194,31.583333333333332,13,1.2281559886885625,2509,-11.138684349060059,0.001,,
59.23572035227273,2968,88,195,33.72727272727273,15,1.5382158296017707,2793,-12.085359279926006,0.001,,
,3000,,,,,1.4684500007689754,2872,-12.412118077278137,0.001,47.5,85.78558928370475
61.76443485869565,3223,92,192,35.03260869565217,16,1.6719087686719774,3049,-12.983524444775703,0.001,,
65.17344661458334,3533,96,193,36.802083333333336,18,2.1542432278017456,3358,-14.022633743286132,0.001,,
68.46235071,3847,100,193,38.47,19,2.1708376847016506,3674,-15.10652153308575,0.001,,
,4000,,,,,2.2163418040999883,3830,-15.465263080596923,0.001,77.8,145.86426100730895
73.72101645,4157,104,189,40.61,21,2.516666540189793,3985,-16.114707043296413,0.001,,
78.17418033000001,4468,108,189,42.87,23,2.522085427855834,4295,-17.03526844122471,0.001,,
82.38114604,4781,112,190,45.11,25,2.742749424357163,4601,-17.896069878026058,0.001,,
,5000,,,,,2.560429543643803,4840,-18.794094330225235,0.001,77.8,145.38389284610747
86.58839047000001,5091,116,187,47.32,27,2.9085899132948656,4918,-19.00120133620042,0.001,,
90.76910225000003,5401,120,187,49.53,28,2.8127381592601925,5228,-19.87788351988181,0.001,,
95.00064472000003,5711,124,187,51.75,30,3.3342712895992475,5539,-20.78666735918094,0.001,,
,6000,,,,,2.423767913471569,5847,-21.58093055925871,0.001,77.1,142.742142444849
99.00334946,6020,128,185,53.89,32,,,,,,
102.91780539999999,6326,132,185,55.91,34,2.8366119326689305,6155,-22.462142455272186,0.001,,
107.27866768,6640,136,186,58.17,35,3.3701469991114235,6460,-23.268934298784306,0.001,,
112.44226367999998,6983,140,186,60.73,37,3.288689605718435,6803,-24.264239776966182,0.001,,
,7000,,,,,3.352808114318621,6887,-24.33995146978469,0.001,85.0,165.82064179182052
117.23314358999998,7330,144,184,63.07,39,2.982045666422955,7147,-24.910734753276028,0.001,,
121.31974356999999,7674,148,184,64.97,41,3.416810636719068,7492,-25.73617272149949,0.001,,
,8000,,,,,4.523029532925836,7832,-26.59721677953547,0.001,85.9,168.2809611260891
124.96644742999997,8013,152,182,66.69,43,,,,,,
128.55710757999998,8356,156,183,68.37,45,3.926925476255088,8173,-27.142588371454284,0.001,,
133.67810809,8699,160,184,70.91,47,4.352231227803505,8516,-27.935742594979025,0.001,,
,9000,,,,,3.330443015043763,8860,-28.7683648629622,0.001,85.8,168.3810308456421
138.79983782,9043,164,182,73.44,49,,,,,,
143.85025468,9382,168,183,75.95,51,4.0453851743676195,9203,-29.56156894772552,0.001,,
148.17918519,9726,172,183,78.08,52,5.014314040888188,9543,-30.22601318359375,0.001,,
,10000,,,,,4.833834921204766,9888,-30.779757033946904,0.001,85.9,169.42021017670632
151.16824382,10071,176,182,79.52,55,,,,,,
152.07556064,10416,180,182,79.92,57,3.9484652143785324,10234,-31.393617846749045,0.001,,
154.63126806999998,10765,184,183,81.12,58,4.322912843748071,10583,-31.84198552508687,0.001,,
,11000,,,,,5.070861565655675,10842,-31.9950365153226,0.001,85.8,168.29901316165925
155.51695214,11111,188,182,81.43,60,5.022125458994577,10928,-32.14151644152264,0.001,,
157.42183183999998,11451,192,182,82.28,62,6.283220296882721,11268,-32.704772722153436,0.001,,
158.37313727999998,11794,196,182,82.61,64,6.644114302186405,11613,-33.35203874678839,0.001,,
,12000,,,,,5.166131636675666,11867,-33.92576998756046,0.001,84.7,164.95901229977608
159.04484418,12132,200,182,82.85,66,5.36230774529009,11950,-33.461500803629555,0.001,,
159.85244260000002,12472,204,182,83.15,68,5.806746805415434,12291,-34.13237113044376,0.001,,
160.52163684,12807,208,182,83.39,70,4.593475158725466,12629,-34.56583522614979,0.001,,
,13000,,,,,5.89105784332051,12883,-34.824001948038735,0.001,85.6,168.24955083727838
161.30325120999998,13144,212,181,83.63,72,6.082406553221338,12964,-35.174157863709986,0.001,,
162.15460979000002,13484,216,181,83.93,74,5.626424261893349,13308,-35.16718144850297,0.001,,
162.96420591999998,13821,220,182,84.2,75,4.417105851350008,13640,-36.00514621269412,0.001,,
,14000,,,,,5.725678224896276,13898,-36.39356852686682,0.001,84.8,165.47105798125267
163.89462302,14165,224,181,84.54,77,5.9401963716265795,13985,-36.19814486836278,0.001,,
164.95847297999998,14510,228,181,84.9,79,4.080270941230072,14327,-36.70274104628452,0.001,,
165.78903391,14843,232,181,85.17,81,6.6898404359817505,14665,-36.98238336472284,0.001,,
,15000,,,,,5.039001380288323,14833,-36.92750540445017,0.001,84.4,164.84170908927916
166.54707293999996,15185,236,181,85.45,83,6.050236724671864,15003,-37.07185981387184,0.001,,
166.41594001,15521,240,181,85.38,85,6.354075521230698,15345,-37.18541417803083,0.001,,
166.29115908,15862,244,181,85.32,87,6.756408355956854,15683,-37.79631627992142,0.001,,
,16000,,,,,5.938007278614734,15849,-37.90567816757574,0.001,85.4,168.29776727557183
166.29909646,16205,248,180,85.31,89,4.129871860493061,16022,-37.7323876314385,0.001,,
166.39596985,16545,252,180,85.32,91,5.856282597364381,16363,-38.091105971225474,0.001,,
166.45647245,16888,256,180,85.32,93,5.193787499035106,16707,-37.79176984514509,0.001,,
,17000,,,,,5.957720586033755,16878,-38.420085197271305,0.001,85.1,166.71328615546227
166.49555694,17231,260,179,85.32,95,5.704139524347642,17050,-38.5925011745719,0.001,,
166.54731871,17574,264,180,85.31,97,5.750565119954043,17391,-38.75719487389853,0.001,,
166.63046642999998,17915,268,180,85.33,99,5.45101940493251,17735,-39.0427281579306,0.001,,
,18000,,,,,5.372543044033504,17819,-39.09054011390323,0.001,84.2,164.47804014086722
166.63866892,18258,272,179,85.32,101,5.558737693830978,18077,-39.27196325257767,0.001,,
166.58066537,18596,276,179,85.25,103,3.9347461873576757,18415,-39.40967914036342,0.001,,
166.55525071,18939,280,179,85.23,105,5.075619156970534,18758,-39.43801445184752,0.001,,
,19000,,,,,4.654914871384116,18843,-39.208793458484465,0.001,85.0,167.7852216720581
166.52718822999995,19281,284,179,85.16,107,5.296881599481716,19101,-39.45569752537927,0.001,,
166.48011805000002,19623,288,179,85.12,109,5.464314365386963,19443,-39.6323120480492,0.001,,
166.51183901000002,19963,292,179,85.12,111,5.6779692145281055,19783,-39.542982234511264,0.001,,
,20000,,,,,6.899051921708243,19867,-39.58785393124535,0.001,85.1,167.6105192065239
166.47491949,20303,296,179,85.09,113,6.105409982592561,20125,-39.67837435700173,0.001,,
166.59714395,20645,300,179,85.13,115,4.773357865356264,20463,-39.90859204246884,0.001,,
166.77945391,20989,304,179,85.17,116,4.529020553543454,20807,-39.70215570359003,0.001,,
,21000,,,,,5.733153939247131,20893,-40.19690047862918,0.001,85.8,170.45432471632958
167.08428906999998,21335,308,179,85.28,118,5.858732641428366,21152,-40.904196825894445,0.001,,
167.23181827,21676,312,179,85.32,120,4.722602347994959,21494,-39.92732762181482,0.001,,
,22000,,,,,4.4875891984895215,21839,-39.90736389160156,0.001,84.9,166.19443236589433
167.33105797,22020,316,179,85.36,123,,,,,,
167.514917,22365,320,179,85.44,124,4.591304517069529,22183,-40.36082085897756,0.001,,
167.62795482,22709,324,179,85.44,126,4.651552552400633,22527,-40.285657749619595,0.001,,
,23000,,,,,4.894263676432676,22872,-40.267397592234055,0.001,85.6,169.66741572022437
167.6485078,23054,328,178,85.44,128,,,,,,
167.98366422000004,23399,332,179,85.56,130,4.571453034877777,23218,-40.38921178773392,0.001,,
168.07765094999996,23743,336,179,85.58,132,5.890670026855907,23563,-40.086798911870915,0.001,,
,24000,,,,,4.682623317871971,23820,-40.35810427232222,0.001,85.3,168.19530215859413
168.22518667999998,24086,340,178,85.65,134,3.9008762642394665,23906,-40.40038610059162,0.001,,
168.38667746,24430,344,179,85.68,136,5.532905194648476,24248,-40.75003300156704,0.001,,
168.40031516999997,24774,348,179,85.69,138,4.410902713620385,24591,-40.32711871834688,0.001,,
,25000,,,,,4.433161409421899,24851,-40.26873743811319,0.001,85.9,170.46897310614585
168.59875333000002,25120,352,178,85.75,140,4.825372775395711,24938,-40.34851828488436,0.001,,
168.55182868,25460,356,179,85.72,142,5.192554412869846,25281,-40.29121417091007,0.001,,
168.27362559999997,25794,360,179,85.63,143,6.1951280817928085,25612,-40.14507239205496,0.001,,
,26000,,,,,6.1766778971697835,25848,-41.077853228594805,0.001,75.2,139.7021284043789
167.00364484,26093,364,178,85.19,145,3.684465094192608,25922,-39.81333335670265,0.001,,
166.25047165,26408,368,179,84.93,147,6.0606222947438555,26237,-40.62395419630894,0.001,,
165.09988883999998,26710,372,179,84.52,149,5.4195653006837174,26539,-40.27468274090741,0.001,,
,27000,,,,,5.1848393113989575,26845,-40.76252806814093,0.001,75.5,139.94790095090866
164.05103773,27016,376,178,84.2,151,,,,,,
162.99091388000002,27321,380,178,83.82,152,4.037067885398865,27146,-40.17272467362253,0.001,,
161.90597359,27626,384,178,83.45,154,3.8153340291976927,27453,-40.04978509851404,0.001,,
160.96195145000002,27935,388,179,83.12,156,4.660777228000836,27763,-39.842391478709686,0.001,,
,28000,,,,,4.331907571930635,27839,-40.37134813007555,0.001,77.7,145.83138585090637
160.19600301000003,28249,392,178,82.86,158,4.78235282681205,28074,-40.84257526886769,0.001,,
159.45710609000002,28564,396,179,82.61,159,3.5774585596926802,28387,-40.57095668190404,0.001,,
158.41428173,28869,400,179,82.24,161,3.4767408545811973,28696,-39.83839627316124,0.001,,
,29000,,,,,4.369615405797958,28849,-40.85955479270533,0.001,77.6,145.7792014360428
157.39323782,29176,404,178,81.87,163,3.8234928097480383,29004,-40.00533177302434,0.001,,
156.24651706999998,29480,408,179,81.45,164,4.912399227681913,29308,-40.20670609725149,0.001,,
155.13893989000002,29783,412,179,81.07,166,3.7479468740915,29612,-40.33255275927092,0.001,,
,30000,,,,,5.702262199238727,29841,-40.06499089692768,0.001,76.1,140.86164342164994
154.07673277,30089,416,178,80.69,168,5.264474490483602,29916,-40.46901492068642,0.001,,
152.98471521,30393,420,178,80.28,169,5.151765515277912,30222,-40.10591311332507,0.001,,
151.94763336,30701,424,179,79.92,171,4.532056573232015,30529,-40.5351163503286,0.001,,
,31000,,,,,4.5140761105637806,30832,-39.916454917506165,0.001,77.7,146.0787356853485
150.79631409,31004,428,178,79.5,173,,,,,,
