rollout/ep_len_mean,time/time_elapsed,time/episodes,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss,eval/mean_reward,eval/mean_ep_length
76.9,367,836,143.91568073,57925,157,0.001,6.387780317664147,57750,-45.086608505249025,,
,,,,58000,,0.001,5.923100510730019,57829,-45.033182486509666,154.00849887132645,79.7
77.2,369,840,145.63703171,58244,157,0.001,6.978089363544019,58068,-45.598722604604866,,
77.33,371,844,146.67493899,58568,157,0.001,4.80440961284402,58393,-44.897729301452635,,
77.65,373,848,148.13814846,58905,157,0.001,6.093067898147408,58726,-44.537923552773215,,
,,,,59000,,0.001,5.190256466348488,58892,-44.99693234761556,162.78265797495843,84.4
77.89,376,852,149.46646379,59237,157,0.001,5.838605474276715,59059,-45.12066278225038,,
78.04,378,856,150.29124194,59573,157,0.001,6.527179381933557,59393,-45.51154485562952,,
78.03,380,860,150.70886189,59904,157,0.001,6.325559268637401,59726,-44.858443097370426,,
,,,,60000,,0.001,5.181432053810212,59890,-44.96433472051853,167.3431532740593,84.0
78.18,383,864,150.97113497,60239,157,0.001,6.978704275119872,60060,-45.00311560857864,,
78.39,385,868,151.70659031999998,60571,157,0.001,4.946689548880555,60391,-44.86298893773279,,
78.77,386,872,152.28674177999997,60894,157,0.001,5.908724311151002,60722,-44.424366198087995,,
,,,,61000,,0.001,4.762521844875963,60877,-44.05984487289037,163.32813564538955,82.7
79.27,389,876,153.36259743,61227,157,0.001,4.988590361058027,61047,-44.95699487730514,,
79.85,391,880,154.89262968,61558,157,0.001,5.204588519521506,61383,-44.893713695247,,
80.34,392,884,156.19109007999998,61891,157,0.001,6.141221050756523,61711,-44.36498027894555,,
,,,,62000,,0.001,6.661638664036262,61877,-44.38379725014291,159.6702293872833,81.8
80.66,395,888,157.03797071,62217,157,0.001,5.212105689979181,62037,-45.176794284727514,,
81.08,397,892,158.14246452999998,62548,157,0.001,3.882902910312017,62370,-45.25220989045643,,
81.25,398,896,158.62167145,62879,157,0.001,6.5671411016841,62698,-44.373277152456886,,
,,,,63000,,0.001,5.585254328796663,62866,-44.67604773385184,161.22811690568923,81.6
81.21,401,900,158.71110425999998,63202,157,0.001,3.775258532166481,63026,-44.19832134246826,,
81.05,403,904,158.41760399,63526,157,0.001,5.4683943442356435,63347,-44.654591178894044,,
81.16,404,908,158.7539791,63847,157,0.001,5.2936470955610275,63670,-44.17899398803711,,
,,,,64000,,0.001,4.712281352136193,63833,-44.76737027051972,160.79783115386962,80.7
81.78,407,912,160.24285636,64173,157,0.001,6.323848468501393,63996,-44.936800700862236,,
81.71,409,916,160.05892304,64504,157,0.001,5.657712551151834,64325,-44.469068108535396,,
82.23,410,920,161.20975310999998,64833,157,0.001,4.061823460317793,64655,-44.91521880740211,,
,,,,65000,,0.001,4.7021825313568115,64820,-44.384263447352815,165.51075208187103,83.1
82.19,413,924,161.09333594,65166,157,0.001,4.908325065801173,64985,-45.26434774398804,,
82.21,415,928,161.23656262999998,65499,157,0.001,4.668383168322699,65320,-44.52472250802176,,
82.17,417,932,161.28552713000002,65825,157,0.001,4.886883503053246,65648,-44.94648975279273,,
,,,,66000,,0.001,5.015937614731673,65892,-45.37504279904249,166.85281871557237,83.6
82.29,419,936,161.72850117,66154,157,0.001,7.2032990384669535,65976,-45.284635452997115,,
82.4,421,940,162.10433977,66484,157,0.001,4.902178950426055,66306,-45.38196861453173,,
82.5,423,944,162.47731992,66818,157,0.001,4.910382041011948,66638,-45.59924071175711,,
,,,,67000,,0.001,6.032278418540955,66886,-45.752664384387785,158.43146899938583,79.9
82.38,426,948,162.36625369,67143,157,0.001,6.38665987700224,66966,-45.51657428741455,,
82.28,427,952,162.16001188,67465,157,0.001,4.8147197380298525,67288,-45.660689191120426,,
82.21,429,956,162.18650530000002,67794,157,0.001,4.966408161469448,67615,-46.283737659454346,,
,,,,68000,,0.001,4.134790627729325,67864,-46.48097356160482,161.32099862098693,80.9
82.15,432,960,162.11969718999998,68119,157,0.001,5.731283551309167,67946,-45.735349794713464,,
82.02,434,964,161.84835690999998,68441,157,0.001,5.110656116902828,68262,-46.72817316055298,,
81.98,436,968,161.78114744,68769,157,0.001,4.136471519987267,68590,-46.73817362104143,,
,,,,69000,,0.001,7.1156437237088275,68838,-46.32993493429044,162.09832915067673,81.4
82.0,438,972,162.32843915,69094,157,0.001,5.415924933221605,68919,-46.76108741760254,,
81.89,440,976,162.2164005,69416,157,0.001,6.580113519982594,69242,-47.371458751399345,,
81.72,442,980,161.53239976,69730,157,0.001,4.804060222286927,69559,-46.78049830386513,,
,,,,70000,,0.001,4.728578893761886,69863,-47.627357482910156,142.76919300556182,78.7
81.45,444,984,160.25903313,70036,157,,,,,,
81.41,446,988,160.11440273999997,70358,157,0.001,4.778144455537563,70182,-47.08119499392626,,
81.33,448,992,159.97310237000002,70681,157,0.001,5.209767810809306,70504,-47.67879202427008,,
,,,,71000,,0.001,5.467137161596321,70828,-47.559825711134,162.59117792844773,81.9
81.25,451,996,159.87819208000002,71004,157,,,,,,
81.27,453,1000,159.97339545,71329,157,0.001,4.876045650243759,71149,-47.585680675506595,,
81.39,454,1004,160.28331883999996,71665,157,0.001,4.37270511599148,71484,-47.34940329263377,,
81.45,456,1008,160.3698246,71992,157,0.001,5.9408705990488935,71815,-47.823070060916066,,
,,,,72000,,0.001,3.0438782329912537,71896,-47.32228488456912,165.4058367729187,83.0
81.53,459,1012,160.49617023,72326,157,0.001,5.061620873648946,72145,-47.65405301349919,,
81.53,461,1016,160.50207674,72657,157,0.001,4.9440774670461325,72480,-47.7832797911109,,
81.56,463,1020,160.62868575000002,72989,157,0.001,4.320217718561012,72810,-47.52410670689174,,
,,,,73000,,0.001,4.31829248278974,72893,-47.62777021454602,165.5692476630211,83.2
81.56,465,1024,160.7054251,73322,157,0.001,6.032641555889543,73142,-47.473892121087935,,
81.54,467,1028,160.65925804,73653,157,0.001,4.896766461977145,73476,-47.872401539872335,,
81.39,469,1032,160.15636955,73964,157,0.001,5.004152566958696,73790,-48.243451240735176,,
,,,,74000,,0.001,4.1087064895874414,73868,-47.65979101719,160.87381313443183,81.4
81.43,471,1036,160.30205254999998,74297,157,0.001,8.766477765807187,74117,-47.54865162547042,,
81.44,473,1040,160.32667963999998,74628,157,0.001,4.98093036571181,74449,-47.52535713009718,,
81.41,475,1044,160.25370304,74959,157,0.001,4.852598954649532,74781,-48.20927211216518,,
,,,,75000,,0.001,6.1745840587267065,74863,-48.36875403799662,165.20526965260507,83.1
81.52,478,1048,160.5277255,75295,157,0.001,4.794613392212812,75115,-48.222340356735955,,
81.64,479,1052,160.92978542,75629,157,0.001,4.278043944695416,75449,-48.115993318103605,,
81.74,481,1056,161.14542793999996,75968,157,0.001,6.838572876397953,75787,-48.406884393026665,,
,,,,76000,,0.001,5.096402869505041,75872,-47.68158677566883,165.00567172765733,84.4
81.82,484,1060,161.32763469,76301,157,0.001,4.201560870903294,76120,-48.788810636939075,,
81.91,486,1064,161.51476820999997,76632,157,0.001,5.369724383073694,76451,-48.180251076107936,,
81.95,488,1068,161.48584037999998,76964,157,0.001,5.489299514207495,76785,-48.114670637177255,,
,,,,77000,,0.001,6.286022614283734,76868,-48.49927520751953,167.89191128611566,84.2
82.04,490,1072,161.66298439,77298,157,0.001,4.131211350130481,77119,-48.07573566880337,,
