rollout/ep_len_mean,time/time_elapsed,time/episodes,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss,eval/mean_reward,eval/mean_ep_length
21.25,0,4,14.577585500000001,85,3519,,,,,,
16.125,0,8,12.18054775,129,546,0.001,0.03024118287222726,37,-0.7569753328959147,,
13.083333333333334,0,12,10.095588166666667,157,391,0.001,0.02985805193228381,65,-0.7702506383260092,,
11.5625,0,16,9.050376125,185,312,0.001,0.019603249483874867,93,-0.765718400478363,,
10.65,0,20,8.433431449999997,213,281,0.001,0.008150999168200153,121,-0.8047011892000834,,
10.041666666666666,0,24,8.011841291666666,241,263,0.001,0.003106496097253902,149,-0.8846798340479533,,
9.607142857142858,1,28,7.713457678571429,269,248,0.001,0.0017736555808889015,177,-0.8865848580996195,,
9.28125,1,32,7.49109415625,297,238,0.001,0.0019121413019352726,205,-0.9084779818852743,,
9.027777777777779,1,36,7.315978444444446,325,229,0.001,0.0020901095122098923,233,-0.9231699903806051,,
8.825,1,40,7.17740895,353,220,0.001,0.003408212647108095,261,-1.0110559463500977,,
8.659090909090908,1,44,7.064677181818182,381,215,0.001,0.0025082489009946585,289,-0.9964993000030518,,
8.520833333333334,1,48,6.968919729166667,409,211,0.001,0.0034556140724037376,317,-1.040174086888631,,
8.403846153846153,2,52,6.889305730769231,437,206,0.001,0.00715236591973475,345,-1.0799400011698406,,
9.160714285714286,2,56,8.669798089285715,513,205,0.001,0.03215048589151014,406,-1.5268710093064741,,
10.0,2,60,10.656411533333333,600,202,0.001,0.07642821561206471,493,-2.0081806724721734,,
10.734375,3,64,12.388328015625,687,201,0.001,0.11391305195336993,581,-2.3841277252544057,,
11.411764705882353,3,68,13.963556838235293,776,198,0.001,0.12054868618195708,669,-2.6191497282548384,,
11.972222222222221,4,72,15.294523000000002,862,195,0.001,0.14834043044935574,755,-3.0321629264137964,,
12.513157894736842,4,76,16.542883315789474,951,191,0.001,0.16937625882300464,844,-3.425006801431829,,
,,,,1000,,0.001,0.15427880429408766,911,-3.638055931438099,38.893456888198855,22.1
13.0,5,80,17.671799175,1040,181,0.001,0.135239426554604,933,-3.777655666524714,,
13.464285714285714,6,84,18.73705767857143,1131,181,0.001,0.16293412176045505,1023,-4.163561755960638,,
13.852272727272727,6,88,19.646568625,1219,180,0.001,0.1699545027857477,1112,-4.397331237792969,,
14.23913043478261,7,92,20.53361219565218,1310,180,0.001,0.16632166909782783,1202,-4.803015073140462,,
14.541666666666666,7,96,21.252413791666665,1396,179,0.001,0.21641310524534096,1289,-5.120781421661377,,
14.83,8,100,21.939492849999997,1483,179,0.001,0.18177391825751824,1376,-5.243307417089289,,
14.86,8,104,22.89767215,1571,179,0.001,0.1694547992876985,1464,-5.710435823960737,,
15.31,9,108,24.075298189999998,1660,178,0.001,0.16453539681705562,1552,-6.001212726939809,,
15.92,9,112,25.401220540000004,1749,178,0.001,0.12175584390111592,1642,-6.557059168815613,,
17.29,10,116,28.28624736,1914,183,0.001,0.17556508861127354,1749,-7.115525359199161,,
