time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,train/learning_rate,train/actor_loss,train/n_updates,train/critic_loss,eval/mean_ep_length,eval/mean_reward
2389,145074,684,763.29511369,283.93,60,,,,,,
2398,145989,688,758.67950889,283.2,60,0.001,-133.56184294260092,145807,11.885866440398784,,
,146000,,,,,0.001,-132.6438868323038,145892,12.832223976359648,200.3,455.48604699224234
,147000,,,,,0.001,-133.29288534293497,146646,12.2050990233744,273.7,742.0472624659538
2414,147420,692,777.04661027,289.47,61,0.001,-133.0583896636963,146919,12.329456118000296,,
,148000,,,,,0.001,-134.0472657987387,147323,13.637165181707628,586.5,1286.5878205955028
,149000,,,,,0.001,-133.6423332646208,148641,13.410415898329058,307.6,713.2451014995574
2444,149499,696,796.5151620099998,297.96,61,0.001,-134.59526195526124,149040,13.402037391088959,,
,150000,,,,,0.001,-134.63980333732837,149865,13.640308432651132,451.7,1022.2455476433039
,151000,,,,,0.001,-134.09248785879097,150388,14.023596519319883,400.6,949.6111572593451
2466,151094,700,809.16986691,304.18,61,,,,,,
,152000,,,,,0.001,-135.3138577208227,151876,13.782487489739243,454.9,1187.9577177703381
2487,152602,704,817.6065792799999,308.72,61,0.001,-135.00442657470703,152326,13.401262610753378,,
,153000,,,,,0.001,-135.80060585964932,152505,13.086379996891129,563.7,1471.4122769504786
,154000,,,,,0.001,-136.5520159213697,153371,12.778727769851685,647.7,1415.4221217021345
2517,154465,708,830.88245397,314.24,61,0.001,-135.69140758458798,154056,13.123904279722785,,
,155000,,,,,0.001,-136.15377186619958,154713,13.510428481171097,324.5,832.7923237457871
2534,155984,712,843.91511166,320.27,61,0.001,-136.67542809898677,155510,12.399932213745783,,
,156000,,,,,0.001,-137.1768044005049,155887,12.827283517751516,385.4,984.4995862452313
,157000,,,,,0.001,-136.54957609910232,156366,13.382778222744282,803.2,1788.8872538074852
2563,157720,716,860.3904330100002,327.69,61,0.001,-137.02385171719035,157325,12.472605602833228,,
,158000,,,,,0.001,-137.02907260152318,157623,12.841595516908889,344.0,908.7001529619098
,159000,,,,,0.001,-137.43446001546636,158759,12.790702093100245,467.4,1124.2733959287405
2585,159267,720,869.6818999,333.02,61,,,,,,
,160000,,,,,0.001,-138.31063629478535,159896,13.362349475490436,358.6,920.1464065670967
2601,160638,724,876.68945553,336.98,61,0.001,-137.36772793286468,160188,12.85683230994499,,
,161000,,,,,0.001,-138.22463083267212,160541,13.008469106117658,356.1,928.1172301471233
,162000,,,,,0.001,-138.5280587456443,161698,12.743496222373766,348.3,912.0755252599716
2623,162158,728,888.70165226,341.88,61,,,,,,
,163000,,,,,0.001,-138.7697072462602,162500,12.741765051604947,422.3,1065.254410417378
2642,163793,732,903.25550045,347.95,61,0.001,-139.00567460334165,163259,12.831891898780976,,
,164000,,,,,0.001,-139.23697878345507,163696,13.290771594582216,331.0,748.6390093477443
,165000,,,,,0.001,-139.82922724673622,164516,12.844556070684076,427.1,1004.1040533393622
2665,165477,736,916.85394469,355.03,62,0.001,-140.19152937264278,165038,12.875801918607106,,
,166000,,,,,0.001,-139.85233786798292,165753,12.630333261259759,471.4,1054.8738458974287
,167000,,,,,0.001,-140.2834814913446,166796,13.223441603463455,417.8,1090.5846428062766
2691,167313,740,931.45176267,362.51,62,,,,,,
,168000,,,,,0.001,-141.23278928132652,167651,12.495917492351312,381.3,961.086040228256
2707,168693,744,929.0897321099999,363.96,62,0.001,-141.28818140274439,168167,12.272386323114869,,
,169000,,,,,0.001,-141.00831482985924,168887,11.865251672226949,722.6,1685.6340164214373
2725,169902,748,931.3275525100001,365.3,62,0.001,-141.1876835477525,169338,13.070751607853131,,
,170000,,,,,0.001,-140.70826364279816,169805,12.981807457558348,427.8,1061.9722694139928
,171000,,,,,0.001,-141.07530302438676,170710,12.835567905152699,440.3,1085.3624266158906
2747,171188,752,932.4026878000001,367.93,62,,,,,,
,172000,,,,,0.001,-141.00375667027066,171805,12.79116363199348,441.0,1049.6314270865173
,173000,,,,,0.001,-140.8366660196273,172415,13.034001126836557,360.3,959.6550424799323
2770,173049,756,960.18110239,377.73,62,,,,,,
,174000,,,,,0.001,-140.6878679448908,173872,12.016403570319667,306.4,908.2435290545225
2787,174287,760,965.2764175799998,379.68,62,0.001,-141.04810902429006,173999,11.980181078272542,,
,175000,,,,,0.001,-140.46427609775606,174552,13.52725151494063,839.0,2029.0136602014304
,176000,,,,,0.001,-141.1837386154547,175881,12.450228063531197,449.0,1223.5560856580735
2818,176857,764,998.93850975,393.31,62,,,,,,
,177000,,,,,0.001,-141.5555124803023,176760,12.461554392748454,871.9,2293.1353969112038
,178000,,,,,0.001,-140.96993456388773,177761,12.23759423162704,617.6,1689.8571003139018
2854,178656,768,1013.3615373300001,398.36,62,0.001,-141.19058519251206,178101,11.924783954900853,,
,179000,,,,,0.001,-141.191392257224,178559,12.556182033630439,351.0,977.0868103832006
,180000,,,,,0.001,-141.59569584719048,178993,12.007892341657717,635.5,1408.787193963211
2884,180942,772,1028.11996199,403.68,62,0.001,-141.39334261244622,180131,12.949653034624847,,
,181000,,,,,0.001,-142.02007847206266,180845,11.498638046221906,304.4,840.0107969105244
,182000,,,,,0.001,-141.96338497508657,181196,11.677190305161,1000.0,2116.037346421182
,183000,,,,,0.001,-141.92614696552226,182504,11.939635608103368,429.5,1158.3219166874885
2924,183091,776,1047.41371851,412.86,62,,,,,,
,184000,,,,,0.001,-142.6263548143867,183781,11.853923478094089,414.4,1123.464282077551
2943,184714,780,1046.35301134,412.15,62,0.001,-142.72091190825475,184235,12.147999357021853,,
,185000,,,,,0.001,-142.654212432382,184617,12.194924720294813,375.6,1046.737291198969
,186000,,,,,0.001,-143.9384606344658,185741,11.261121507807426,448.4,1235.4270696401595
2969,186785,784,1063.27380259,417.11,62,0.001,-143.2886905594777,186247,12.27334639488944,,
,187000,,,,,0.001,-143.70672075780809,186688,12.296337430439298,433.3,1128.5567533701658
,188000,,,,,0.001,-142.8353252108135,187596,11.97819031230987,730.1,1683.5689365029334
2995,188148,788,1077.97921165,421.59,62,,,,,,
,189000,,,,,0.001,-143.62004341984428,188731,12.53074008265868,264.7,697.5580155963078
3010,189290,792,1069.3264476100003,418.7,62,0.001,-143.5575778984024,189065,11.73339407743808,,
,190000,,,,,0.001,-142.55659413337708,189193,12.722111001610756,557.8,1400.4259706407786
,191000,,,,,0.001,-144.19200966574928,190675,11.846488587784044,232.5,687.1299138307571
3032,191094,796,1063.27247553,415.95,63,,,,,,
,192000,,,,,0.001,-143.61550892574687,191787,11.851849141037254,401.3,1082.079180871835
3047,192275,800,1057.91931366,411.81,63,,,,,,
,193000,,,,,0.001,-142.4035954824308,192818,10.493771884054947,384.5,1079.7070253521204
3060,193137,804,1045.11888185,405.35,63,,,,,,
,194000,,,,,0.001,-142.84573597950978,193040,12.86711708060256,447.2,1272.7306321874262
,195000,,,,,0.001,-143.0835368156433,194560,11.481265305725385,289.7,816.2502560019493
3084,195023,808,1047.73964608,405.58,63,,,,,,
,196000,,,,,0.001,-144.05199325725596,195707,11.957000970840454,365.7,1009.4186399936676
3098,196161,812,1040.5783101200002,401.77,63,,,,,,
,197000,,,,,0.001,-143.2021538063332,196497,11.632310993952233,401.3,1126.461402928829
3119,197838,816,1041.71783202,401.18,63,0.001,-143.72516711199725,197535,11.629809537640325,,
,198000,,,,,0.001,-144.46101571981188,197741,10.359551404286357,701.6,1725.613761560619
3137,198984,820,1033.99384826,397.17,63,0.001,-143.77033348606057,198784,11.917315205824314,,
,199000,,,,,0.001,-144.56356422573913,198887,11.936188864476472,543.3,1510.60814358294
,200000,,,,,0.001,-143.76484824671888,199414,11.43355724752741,778.4,1959.8006766438484
