train/n_updates,time/fps,rollout/ep_len_mean,time/episodes,train/learning_rate,time/total_timesteps,rollout/ep_rew_mean,train/critic_loss,train/actor_loss,time/time_elapsed,eval/mean_ep_length,eval/mean_reward
,117,383.0,3936,,1469460,646.3092066299998,,,12531,,
1469752,,,,0.001,1470000,,4.100643869147213,-83.83677793173266,,898.8,1333.213250459265
1470752,,,,0.001,1471000,,4.475114613890648,-84.19419839477538,,970.2,1336.9292067261413
1471752,,,,0.001,1472000,,4.169735416412354,-84.2398521270752,,1000.0,1362.7262971132993
,117,400.41,3940,,1472841,668.00010618,,,12568,,
1472752,,,,0.001,1473000,,4.299089275598526,-84.22506480407715,,342.5,368.880547140236
1473301,,,,0.001,1474000,,4.3944933227719725,-84.1329505252142,,900.9,1164.1208442468196
1474680,,,,0.001,1475000,,4.623402438251827,-84.68762223093134,,777.2,891.2693922963459
,117,409.11,3944,,1475227,676.1049458099999,,,12597,,
1475138,,,,0.001,1476000,,4.125638128107812,-84.32542152904527,,1000.0,1286.1640990823507
1476138,,,,0.001,1477000,,4.19231162071228,-84.56403022766114,,690.6,1024.4683011099696
1477517,,,,0.001,1478000,,4.379094829392987,-84.30097277547411,,510.4,779.3580603004433
,117,423.28,3948,,1478094,692.54272894,,,12627,,
1478840,,,,0.001,1479000,,4.226375720827713,-84.09515369241008,,480.2,750.3659087687731
1479211,117,422.63,3952,0.001,1479637,691.98472616,3.963893903233613,-84.0188840711439,12639,,
1479548,,,,0.001,1480000,,3.9806773800524478,-84.07007093260275,,422.3,686.5252550303936
1480884,,,,0.001,1481000,,4.290738224983215,-84.22541836208768,,972.2,1024.4214986671227
,117,430.86,3956,,1481973,698.95284838,,,12659,,
1481884,,,,0.001,1482000,,4.282796237945557,-84.2118295135498,,318.8,583.8169171452522
1482788,,,,0.001,1483000,,4.129821771562698,-84.50364491134184,,678.7,1120.0764063328504
1483788,,,,0.001,1484000,,4.021789266109467,-84.3824458770752,,729.6,1077.2500085026027
,117,442.99,3960,,1484770,716.3808697000001,,,12686,,
1484681,,,,0.001,1485000,,4.318109264699502,-84.44021563679648,,426.8,687.9009170234203
1485879,,,,0.001,1486000,,3.9128945959902657,-84.87926947188704,,353.3,610.152211177349
1486229,117,447.41,3964,0.001,1486675,721.7145720200001,3.890982598917825,-84.58493813650949,12704,,
1486586,,,,0.001,1487000,,4.064042545834175,-84.48541012556193,,422.4,688.5709720671177
1487470,,,,0.001,1488000,,4.526802711820198,-85.02735664884923,,424.4,690.3819981336594
1487914,117,449.85,3968,0.001,1488634,723.80575908,4.100248984388403,-84.62267269100155,12720,,
1488545,,,,0.001,1489000,,4.18077623881931,-84.79757407052176,,616.4,966.6958864629269
1489556,,,,0.001,1490000,,4.009890562270111,-84.49053027000262,,457.5,722.6137607157231
1489994,117,454.94,3972,0.001,1490703,733.29201181,3.884967891048623,-84.58607845219304,12739,,
1490614,,,,0.001,1491000,,4.076006712644331,-84.91499377835181,,651.9,925.0201241142116
1491614,,,,0.001,1492000,,4.2547753095626835,-84.57523477172852,,394.1,645.087085300684
1492437,117,460.84,3976,0.001,1492938,736.0560521900002,4.398313174352927,-85.32376977509144,12759,,
1492849,,,,0.001,1493000,,4.314190290217261,-84.89097939648674,,328.9,583.610764092207
1493523,,,,0.001,1494000,,5.210286169621482,-84.82578446622381,,544.4,704.3307296743035
1493945,116,454.77,3980,0.001,1494447,729.2604754700001,4.6127227409191045,-84.51669832202495,12773,,
1494683,,,,0.001,1495000,,4.785301915682279,-84.43275107866452,,314.2,582.3438412368298
1495291,117,454.0,3984,0.001,1495754,729.1864017,4.479827455819224,-84.42033508496407,12782,,
1495665,,,,0.001,1496000,,5.207285280214911,-84.76477254775756,,325.7,590.8708750963211
1496578,,,,0.001,1497000,,4.1398325636193105,-84.63851058315224,,395.0,657.7620695352555
,117,452.42,3988,,1497060,727.8780512500001,,,12794,,
1497668,,,,0.001,1498000,,4.421952350781514,-84.77387778313606,,327.1,579.5554498493672
1498020,117,451.86,3992,0.001,1498428,727.87651963,4.1841442879628055,-83.94007721814242,12804,,
1498658,,,,0.001,1499000,,4.295391674325757,-84.95155391693115,,359.3,615.3829793989659
1499336,117,450.73,3996,0.001,1499777,725.0223532000002,4.157141354738497,-84.7060973223518,12814,,
1499688,,,,0.001,1500000,,4.389734334227714,-85.06391243501143,,324.7,578.0958037078381
1500673,,,,0.001,1501000,,4.234456545249983,-85.02531792900778,,305.9,568.0780607700348
,117,451.93,4000,,1501063,727.2308774899998,,,12825,,
1501671,,,,0.001,1502000,,4.274397282728127,-84.97198063986642,,296.1,554.6288335561752
1501964,117,453.47,4004,0.001,1502348,730.3085057299999,4.1961465406743335,-84.8002172976124,12833,,
1502830,,,,0.001,1503000,,4.292709955177107,-85.41495199136801,,274.6,530.9737515300512
1503097,117,447.2,4008,0.001,1503487,726.7736018900001,4.5373236320438455,-85.3225242213199,12841,,
1503671,,,,0.001,1504000,,4.487790661853748,-85.0476069169886,,272.2,521.5831990033388
1504266,117,447.02,4012,0.001,1504634,726.82464461,4.341850040155813,-84.93827275532048,12849,,
1504898,,,,0.001,1505000,,4.475113221673722,-85.0989447555973,,438.9,707.5207098126411
1505318,,,,0.001,1506000,,4.356040640672048,-84.53688467116584,,659.1,990.8234318051021
1505982,117,454.07,4016,0.001,1506422,735.8700241500001,4.206124251326883,-84.88609079567783,12867,,
1506762,,,,0.001,1507000,,3.87371786546596,-85.52075280477834,,791.7,1125.6824474573136
1507589,,,,0.001,1508000,,4.285651119617338,-85.18142609677072,,864.8,1240.5459149040282
1508589,,,,0.001,1509000,,4.3588726296424865,-85.17100038146972,,648.2,982.9325918832794
,117,469.79,4020,,1509286,752.81107223,,,12897,,
1509197,,,,0.001,1510000,,4.516359396670994,-85.31265552420365,,675.4,1037.4956671999767
1510763,,,,0.001,1511000,,4.128286150745724,-85.27111723526664,,447.3,707.7879035755992
,116,475.75,4024,,1511145,756.99593725,,,12916,,
1511056,,,,0.001,1512000,,3.8351274964752458,-85.60678619592368,,685.7,1019.432668915391
1512542,,,,0.001,1513000,,4.440938386406918,-85.36272336229865,,643.5,1016.0075390897691
1513514,,,,0.001,1514000,,4.016374883950983,-85.10727682231385,,738.1,1137.3005524840205
,116,495.23,4028,,1514603,779.8118893199999,,,12945,,
1514514,,,,0.001,1515000,,4.078372512698174,-85.52117832946777,,517.6,850.3001980185509
1515807,,,,0.001,1516000,,4.047744595214148,-85.43958387849081,,491.4,753.3509693652392
1516245,,,,0.001,1517000,,4.39062214414823,-85.42657411479514,,630.2,939.8262514352798
,116,507.18,4032,,1517195,796.3706983100003,,,12971,,
1517532,,,,0.001,1518000,,4.213727983790384,-85.82119059674616,,434.5,677.3013875424862
1518826,,,,0.001,1519000,,3.85138045462235,-85.49214874123628,,352.4,602.5766960024833
,116,498.15,4036,,1519275,780.7171431000003,,,12990,,
1519186,,,,0.001,1520000,,3.9976048370202384,-85.63358798556858,,727.8,1194.2906552314757
1520536,,,,0.001,1521000,,4.359946628298078,-85.53892678397042,,897.0,1414.2717653989791
1521348,116,489.44,4040,0.001,1521785,773.20979693,4.46135449923318,-86.2145121907953,13013,,
1521696,,,,0.001,1522000,,4.319424830634018,-85.77080430655644,,364.2,608.8281804442406
1522636,,,,0.001,1523000,,4.320537369648616,-85.67116017659505,,385.8,653.7899771988392
1523024,116,484.58,4044,0.001,1523685,770.8730636600001,3.862842038120191,-85.91638187526428,13026,,
1523596,,,,0.001,1524000,,3.8525424212008925,-85.74344981800427,,751.4,1202.6132264077664
1524772,,,,0.001,1525000,,4.361254718169957,-85.45611355474087,,786.1,1182.4697316855193
1525772,,,,0.001,1526000,,4.365557592272759,-85.38127464294433,,1000.0,1347.3988933414744
,116,487.67,4048,,1526861,776.6178224500001,,,13056,,
1526772,,,,0.001,1527000,,4.082119619011879,-85.14621069335938,,1000.0,1483.1678189367055
1527772,,,,0.001,1528000,,4.001865624666214,-85.21904144287109,,855.5,1216.194727769494
1528656,,,,0.001,1529000,,3.9989902956992793,-85.15450941059923,,790.7,1137.1453967489301
1529335,116,501.52,4052,0.001,1529789,796.31641033,4.113079411818458,-84.77163111143759,13090,,
1529700,,,,0.001,1530000,,4.079487814315378,-85.28925886310515,,722.4,1147.377399048209
1530700,,,,0.001,1531000,,4.034190630674362,-85.23751875305176,,711.3,1058.2059708237648
1531700,,,,0.001,1532000,,3.857556372642517,-84.76345072937012,,456.8,740.4208967417478
1532127,116,508.12,4056,0.001,1532785,807.2258890400001,4.247469391420798,-84.83546447753906,13119,,
1532696,,,,0.001,1533000,,3.9184209198440523,-85.06753968355949,,323.9,589.5913514077663
1533668,,,,0.001,1534000,,3.751928017998384,-84.8077096619062,,356.2,617.9943816661835
,116,493.46,4060,,1534116,787.0223957799999,,,13133,,
1534765,,,,0.001,1535000,,3.656509388167903,-85.43535057403757,,384.9,649.9280444025993
1535132,116,489.13,4064,0.001,1535588,781.6622434499998,3.9353052952633893,-85.3233823361604,13144,,
1535898,,,,0.001,1536000,,3.585117457205789,-85.15610683441162,,411.2,686.9624353855849
1536663,,,,0.001,1537000,,3.7252990367648366,-85.48953565660413,,372.3,643.9416987270117
,116,485.11,4068,,1537145,778.04085565,,,13159,,
1537769,,,,0.001,1538000,,3.817231666489583,-85.91420032938973,,349.3,630.2971905052661
1538127,116,478.5,4072,0.001,1538553,770.7178526499998,3.4642807421737545,-85.97226075753153,13169,,
1538801,,,,0.001,1539000,,3.8022035519517847,-85.9040899730864,,310.9,581.6482201993465
1539496,116,469.24,4076,0.001,1539862,764.57168135,3.5257371361985763,-85.76121867411845,13178,,
1539773,,,,0.001,1540000,,3.7149965151983046,-86.1860194551772,,357.7,630.7496056079865
1540764,,,,0.001,1541000,,3.8771830891415835,-85.84374341572801,,357.4,639.4538052797318
,116,467.71,4080,,1541218,763.85947598,,,13192,,
1541762,,,,0.001,1542000,,3.893349689849909,-86.09964390572785,,322.0,600.5975727498532
1542096,116,466.68,4084,0.001,1542422,761.8378395499999,3.8956969733723623,-86.12763300912823,13201,,
1542621,,,,0.001,1543000,,4.111705810659462,-86.38460154003567,,319.6,594.6350488245487
1543194,116,467.11,4088,0.001,1543771,762.61805604,4.121333915808984,-86.5054744832656,13209,,
1543682,,,,0.001,1544000,,3.5379810913420116,-86.58639485718774,,277.2,565.3375053822995
1544554,116,464.94,4092,0.001,1544922,761.50516287,4.402214143984615,-86.71126362017006,13217,,
1544833,,,,0.001,1545000,,3.686332337317928,-87.05339198489841,,316.1,600.7309034824372
1545866,,,,0.001,1546000,,4.068390059245141,-86.53248827604321,,326.1,611.823150151968
,116,465.11,4096,,1546288,762.8758758499998,,,13230,,
1546778,,,,0.001,1547000,,3.9195266033096057,-86.73189885457357,,497.0,770.055360019207
1547382,116,466.9,4100,0.001,1547753,767.88719466,3.794580844459155,-87.20795145097948,13242,,
1547664,,,,0.001,1548000,,4.825383806059547,-86.99203723880416,,284.6,564.3272629857063
1548570,116,466.04,4104,0.001,1548952,767.6736828899998,3.920751101956396,-87.11387707373339,13251,,
1548863,,,,0.001,1549000,,3.83773829342969,-87.4314052111482,,283.3,560.2276108205318
1549556,,,,0.001,1550000,,3.9671830346785395,-87.31461888093214,,405.6,678.2153562903404
1549981,116,469.89,4108,0.001,1550476,772.2829098799999,3.8815941530115463,-87.18583743977096,13263,,
1550387,,,,0.001,1551000,,4.466868502459502,-87.33219789401652,,515.5,945.98564915061
1551734,,,,0.001,1552000,,4.018256868673174,-87.10975438276213,,655.6,1028.5638169497252
,116,479.01,4112,,1552535,784.7446569000001,,,13282,,
1552732,,,,0.001,1553000,,5.210275957217584,-87.58029286844747,,473.1,752.7258079722524
1553888,,,,0.001,1554000,,4.106572262202459,-87.98290281657931,,635.9,1110.5788444459438
,116,484.85,4116,,1554907,793.1513061400001,,,13302,,
1554818,,,,0.001,1555000,,4.253795122843917,-87.86749215074765,,635.3,948.7870203256607
1555396,,,,0.001,1556000,,4.465042800639328,-87.84598308946022,,585.0,926.2266957759857
1556867,,,,0.001,1557000,,4.115294141439522,-87.690796628707,,1000.0,1745.3622989177704
,116,486.7,4120,,1557956,803.35643716,,,13333,,
1557867,,,,0.001,1558000,,4.141436362504959,-88.04329867553712,,953.9,1569.4377038180828
1558772,,,,0.001,1559000,,4.268857572618769,-87.96228542706824,,926.1,1592.961357629299
1559682,,,,0.001,1560000,,4.383254899297442,-88.12062743469909,,492.2,822.7050164580345
1560058,116,494.92,4124,0.001,1560637,820.1853179100002,4.664259927069887,-88.04713066588057,13366,,
1560548,,,,0.001,1561000,,4.499926839312729,-87.83476073595942,,650.0,1027.064504173398
1561683,,,,0.001,1562000,,4.739943487418665,-87.39268285390493,,804.4,1359.3562667369843
1562185,,,,0.001,1563000,,4.440536846202683,-87.72816485522753,,878.0,1501.4977715432644
,116,486.71,4128,,1563274,811.0800230200002,,,13396,,
1563548,,,,0.001,1564000,,4.8810668201814345,-87.47850460010571,,555.4,954.7492733240127
1564226,,,,0.001,1565000,,4.469241246888771,-87.4099273006473,,754.4,1260.4457273721696
1565141,,,,0.001,1566000,,4.209412120469932,-87.28906820952501,,861.3,1491.3186449110508
,116,490.35,4132,,1566230,819.2822387499999,,,13426,,
1566141,,,,0.001,1567000,,4.0883498295545575,-87.34736642456055,,1000.0,1571.7711666882037
1567082,,,,0.001,1568000,,4.207276813915508,-87.18754971255163,,982.3,1291.2230574190617
1568082,,,,0.001,1569000,,4.519177171349526,-86.765310256958,,1000.0,1635.9170443043113
1569082,116,504.49,4136,0.001,1569724,844.6070052600002,4.537620508909225,-86.76678166198731,13467,,
1569635,,,,0.001,1570000,,4.674872197682345,-87.01165365136188,,859.8,1318.4698289632797
1570334,,,,0.001,1571000,,4.3322777180201,-87.02236225673131,,787.9,1175.90619481802
1571068,,,,0.001,1572000,,4.396041450123696,-86.79441026900705,,762.1,1151.2397917836904
1572068,,,,0.001,1573000,,4.312802945137024,-86.54169105529785,,946.3,1360.2009198725223
,116,513.72,4140,,1573157,854.1963460199997,,,13509,,
1573798,,,,0.001,1574000,,4.412180576340793,-86.74734296406785,,746.9,1130.3165225982666
1574647,,,,0.001,1575000,,4.04885189285526,-87.00127506256104,,339.1,612.5723366558552
,116,513.96,4144,,1575081,854.7515820399999,,,13530,,
1575601,,,,0.001,1576000,,4.134623658138772,-86.43531218240427,,298.0,558.0790407121182
1575934,116,496.81,4148,0.001,1576542,833.28772728,3.9829310647718184,-86.43474907789401,13540,,
1576823,,,,0.001,1577000,,4.178146283690994,-86.78611120275549,,349.8,617.2309497952461
1577498,,,,0.001,1578000,,3.9459076339418107,-86.79542856730387,,798.0,1226.689355969429
,116,484.94,4152,,1578283,818.55996742,,,13557,,
1578595,,,,0.001,1579000,,4.329265180074069,-86.58852451324464,,342.9,623.8532994687557
1579307,116,467.45,4156,0.001,1579530,797.5160628799999,4.098517545237528,-86.79029612723595,13568,,
1579567,,,,0.001,1580000,,4.567613262978811,-86.04208809988839,,299.3,525.376707663387
1580243,116,465.62,4160,0.001,1580678,794.4257872600001,3.9556604704549234,-86.86909588229271,13575,,
1580589,,,,0.001,1581000,,4.4396187235854265,-86.54546148928604,,251.7,438.2305577427149
1581159,116,457.73,4164,0.001,1581361,781.1694746000001,5.210893953333096,-86.98548702317841,13582,,
1581599,116,446.6,4168,0.001,1581805,762.4334644299998,5.045658899934252,-86.88774820963542,13584,,
1581821,,,,0.001,1582000,,6.184993171691895,-86.54389953613281,,196.9,363.26738411547956
1582251,116,438.57,4172,0.001,1582410,747.2763959899999,6.411792717533982,-86.8262840906779,13589,,
1582815,,,,0.001,1583000,,4.8857068086515,-86.53061738561411,,145.4,220.24717425233683
1583208,116,435.38,4176,0.001,1583400,739.8962180400001,5.858609485868886,-86.88557836852098,13594,,
1583677,116,426.78,4180,0.001,1583896,724.19009236,5.613751535945468,-86.7759701173697,13597,,
1583895,,,,0.001,1584000,,6.01310947023589,-87.83931568690709,,31.0,22.62771927155554
,116,415.96,4184,,1584018,703.0834992899998,,,13598,,
1584064,116,404.15,4188,0.001,1584186,680.41181575,8.187545038759708,-87.46540641784668,13599,,
1584191,116,393.91,4192,0.001,1584313,658.4999824299999,5.753180049359798,-85.96738004684448,13600,,
1584318,116,381.51,4196,0.001,1584439,634.58073259,4.5622999745030555,-86.452889919281,13600,,
1584695,,,,0.001,1585000,,7.117522516994612,-87.14770643085453,,208.1,345.3798504123115
,116,374.27,4200,,1585180,619.33780823,,,13604,,
1585402,116,366.41,4204,0.001,1585593,601.33890092,24.798014809103574,-86.77076571595435,13607,,
1585843,,,,0.001,1586000,,6.905906481620593,-86.32879441359947,,73.9,102.80188540296513
,116,355.67,4208,,1586043,581.03895464,,,13610,,
1586090,116,337.57,4212,0.001,1586292,549.73935972,4.266993584840194,-84.55224355061848,13611,,
1586343,116,315.48,4216,0.001,1586455,513.94418804,4.72820752620697,-85.86113929748535,13612,,
1586662,116,288.88,4220,0.001,1586844,468.59369628,6.093705835796538,-86.90128144763764,13614,,
1586910,,,,0.001,1587000,,5.598789235084287,-86.85939016097632,,123.3,235.63291283189318
1587142,116,266.87,4224,0.001,1587324,430.49519717999993,5.68775613272368,-86.21249048033756,13617,,
1587770,116,247.06,4228,0.001,1587980,402.32569105000005,6.8852184295654295,-86.41047780354818,13620,,
1587891,,,,0.001,1588000,,7.634411052238843,-86.13004811604817,,119.1,241.59142949581147
1588273,116,222.29,4232,0.001,1588459,362.4303582999999,6.8802156876894385,-86.50939951444927,13624,,
1588481,,,,0.001,1589000,,5.21196520650709,-86.07558579878373,,456.7,771.916927421093
1589220,116,198.88,4236,0.001,1589612,324.76945548,6.262473378293092,-86.50085032145182,13632,,
1589896,,,,0.001,1590000,,5.258007005183366,-86.6938806063887,,111.6,207.6960357710719
,116,169.48,4240,,1590105,283.476863,,,13636,,
1590356,116,154.59,4244,0.001,1590540,259.95731820000003,6.171861444200788,-86.77560125078473,13638,,
1590797,,,,0.001,1591000,,5.741106434301897,-86.86523984273275,,122.8,249.31868610940873
,116,144.69,4248,,1591011,244.01514242000002,,,13641,,
1591223,116,131.41,4252,0.001,1591424,221.66431423999995,6.6749381263657375,-86.75305877685547,13643,,
1591725,116,124.08,4256,0.001,1591938,210.01587390999998,5.433174124433974,-86.67318725585938,13645,,
1591849,,,,0.001,1592000,,4.84143616980122,-86.31609922839749,,120.1,238.90016874670982
1592194,116,117.21,4260,0.001,1592399,198.52614984999997,5.6327160552695945,-86.99754601937754,13649,,
1592660,,,,0.001,1593000,,5.43983554158892,-86.76192164829799,,269.1,552.2125654876232
1593192,116,121.56,4264,0.001,1593517,207.54895013,5.932299235321227,-86.6456770397368,13656,,
1593843,,,,0.001,1594000,,5.199242707620184,-86.7953434082621,,596.9,1024.885722682951
1594673,,,,0.001,1595000,,7.298336843820089,-86.59095456364841,,818.7,1440.7860803484916
,116,133.86,4268,,1595191,231.01680373,,,13672,,
1595897,,,,0.001,1596000,,5.304783562966335,-86.74735837879747,,825.2,1183.343518406246
1596361,116,144.49,4272,0.001,1596859,248.79784174000005,5.675875617512341,-86.81774185443747,13686,,
1596770,,,,0.001,1597000,,5.456342500987438,-86.43825333758099,,414.6,717.6525509178639
1597506,,,,0.001,1598000,,5.803327353244804,-86.50564933684934,,537.8,970.7082695034333
1597961,,,,0.001,1599000,,5.4672421057145675,-86.76018534252822,,813.3,1361.2923270708998
,116,156.5,4276,,1599050,270.1379721,,,13706,,
1599701,,,,0.001,1600000,,5.532269133520978,-86.16378443581718,,347.6,621.0939967274666
1600056,116,165.97,4280,0.001,1600493,287.15225829,5.579869061792401,-86.24194027332777,13719,,
1600730,,,,0.001,1601000,,5.6458179943400655,-86.5108740870938,,377.4,633.1144003987313
1601492,,,,0.001,1602000,,5.201649808949167,-86.56907104659867,,453.2,699.8480437278747
,116,182.22,4284,,1602240,314.79447813999997,,,13732,,
1602570,,,,0.001,1603000,,5.833705184852309,-86.02585140409924,,514.6,904.0335218071938
1603468,,,,0.001,1604000,,5.397313165058991,-86.43445794593354,,515.9,797.7577732145786
,116,198.45,4288,,1604031,341.56679583000005,,,13749,,
1604854,,,,0.001,1605000,,5.470037888520236,-86.15423559975791,,689.2,1165.4980083167552
1605854,,,,0.001,1606000,,6.955830445885658,-86.29700660705566,,351.6,597.3566945910454
,116,219.65,4292,,1606278,378.77393538,,,13768,,
1606875,,,,0.001,1607000,,5.25694689208162,-86.20470807652273,,326.7,575.9890091180802
1607300,116,232.99,4296,0.001,1607738,403.22336199,5.682847829145544,-85.95596571371588,13778,,
1607649,,,,0.001,1608000,,5.354185575400519,-85.4453212255719,,407.3,699.7864551782608
1608489,,,,0.001,1609000,,5.322223771911069,-85.47074860651136,,550.0,1004.8418047308921
1609489,,,,0.001,1610000,,5.461759360551834,-85.92324797058106,,867.6,951.9452179908752
,116,253.98,4300,,1610578,431.03048135000006,,,13803,,
1610801,,,,0.001,1611000,,5.2085666679419,-85.98316583877954,,392.6,661.2092051446438
1611623,,,,0.001,1612000,,5.366958581206404,-85.76605573992863,,455.7,724.4238615095616
,116,266.36,4304,,1612229,453.28162483,,,13821,,
1612881,,,,0.001,1613000,,5.344548279734144,-85.97183354695638,,498.4,835.1203085064888
1613567,,,,0.001,1614000,,6.7379630690239605,-85.86361556428514,,429.3,711.2054303884506
,116,280.6,4308,,1614103,478.9153622100002,,,13838,,
1614910,,,,0.001,1615000,,7.165465850456088,-85.55650789910855,,310.7,571.7048970758915
1615223,116,293.28,4312,0.001,1615620,501.82811737000003,5.80144311482914,-85.4477720505152,13849,,
1615873,,,,0.001,1616000,,4.94867576005166,-85.7413607591774,,317.0,567.2091128945351
1616561,,,,0.001,1617000,,4.49272661957859,-85.39758600055842,,456.8,741.9567949533463
,116,306.18,4316,,1617073,524.8227324200001,,,13861,,
1617898,,,,0.001,1618000,,4.665421152499414,-85.66987058577999,,341.1,613.3218505084515
,116,314.9,4320,,1618334,541.886884,,,13872,,
1618822,,,,0.001,1619000,,5.039663629133218,-84.7540947840764,,309.3,563.2975897848606
1619117,116,321.83,4324,0.001,1619507,555.66613414,4.517179231320397,-85.38761808434312,13880,,
1619805,,,,0.001,1620000,,4.612066267380727,-85.54327238409013,,389.4,656.8754931509495
1620593,,,,0.001,1621000,,5.061606683592865,-85.57553874582484,,334.9,603.4790399968624
,116,330.42,4328,,1621022,568.8379693200001,,,13893,,
1621702,,,,0.001,1622000,,4.830535322548407,-85.916655079011,,282.9,532.7942166686058
,116,336.08,4332,,1622067,579.1377269400001,,,13900,,
1622664,,,,0.001,1623000,,4.632645803836126,-85.62595835975979,,338.7,589.826550835371
1623020,116,337.79,4336,0.001,1623391,582.47883783,4.283664090579816,-85.86287273449844,13910,,
1623687,,,,0.001,1624000,,5.5144134801703615,-85.45162268479665,,360.2,628.0937814474106
1624373,116,346.98,4340,0.001,1624803,598.37499971,4.419224812023676,-85.61200047110368,13919,,
1624714,,,,0.001,1625000,,4.570331399042236,-85.51620858175713,,322.0,591.587396389246
1625739,,,,0.001,1626000,,4.077394006272551,-86.00552199103616,,338.8,604.6942851305008
,116,356.31,4344,,1626171,614.38837809,,,13931,,
1626742,,,,0.001,1627000,,4.413498360498816,-85.75001180312213,,402.6,664.5984486579895
1627144,116,365.36,4348,0.001,1627547,628.91363752,3.9485637085947825,-86.5290924755495,13941,,
1627816,,,,0.001,1628000,,4.462691382322897,-86.28190923935874,,378.8,643.2928504288196
1628185,,,,0.001,1629000,,4.6024988556942,-86.69125743534254,,642.4,1080.3596624314785
1629045,116,380.46,4352,0.001,1629470,654.16963859,4.57703008388364,-86.48865830177485,13957,,
1629725,,,,0.001,1630000,,4.8025345161210655,-86.6298436453176,,517.4,795.4931772530078
1630802,,,,0.001,1631000,,4.333178567285297,-86.72256188104616,,358.6,617.280310279131
,116,393.03,4356,,1631241,672.09438458,,,13973,,
1631571,,,,0.001,1632000,,4.761043279011665,-86.89873851429333,,638.7,1016.0531485319137
1632430,116,404.48,4360,0.001,1632847,689.7550985,4.256294667058521,-87.13303786383734,13986,,
1632758,,,,0.001,1633000,,4.001603993700772,-86.5994620439483,,316.9,577.7121674656868
1633488,,,,0.001,1634000,,4.32179833429831,-86.88087290496074,,467.7,779.562389665842
1633918,116,409.34,4364,0.001,1634451,695.10585417,4.090632063289021,-87.18891228964162,14002,,
1634702,,,,0.001,1635000,,4.4280225231367,-87.39629260792452,,373.6,639.0134751677513
1635440,116,406.88,4368,0.001,1635879,689.2289346199999,4.349960394754802,-87.5530913722971,14012,,
1635790,,,,0.001,1636000,,4.511922957045692,-87.8983702305385,,351.8,614.849388062954
1636763,,,,0.001,1637000,,4.8136388590218315,-87.73582985031773,,310.6,569.3017793118954
,116,403.15,4372,,1637174,684.9961289199999,,,14025,,
1637809,,,,0.001,1638000,,4.987817770957947,-87.94402606984511,,308.6,562.1463099360466
1638090,116,395.5,4376,0.001,1638600,672.2361939900001,4.411433043004779,-87.64708801702405,14034,,
1638832,,,,0.001,1639000,,4.21380144301976,-87.47742196787958,,336.5,593.7530179917812
1639521,116,394.67,4380,0.001,1639960,670.27098196,4.223358905986551,-87.5261976180538,14044,,
1639871,,,,0.001,1640000,,4.41606765304293,-87.2279174368722,,403.1,654.7013365805149
1640603,,,,0.001,1641000,,4.472841347697415,-87.91123146346852,,331.3,591.5997576594352
1640935,116,391.23,4384,0.001,1641363,666.1667013699999,4.015830204249864,-87.99347686767578,14056,,
1641711,,,,0.001,1642000,,3.868564240446898,-87.79882742505555,,318.2,595.8557429730893
1642571,,,,0.001,1643000,,3.8959745050570285,-87.89027676862828,,377.5,638.9926757216454
,116,390.22,4388,,1643053,666.9585065199999,,,14070,,
1643387,,,,0.001,1644000,,3.7509060254051896,-88.16665215514847,,615.8,1048.334012544155
1644537,,,,0.001,1645000,,4.407342222623447,-87.73722208622131,,506.8,796.9001318633557
,116,389.68,4392,,1645246,666.0350223,,,14089,,
1645572,,,,0.001,1646000,,4.2217437163893,-87.67258075567392,,727.0,1291.789383673668
1646809,,,,0.001,1647000,,3.7203899714105946,-88.10515483911486,,377.1,759.6187154710293
,116,398.0,4396,,1647538,684.7728317600001,,,14108,,
1647783,,,,0.001,1648000,,4.248159831869388,-88.22169088032432,,410.5,734.1455237150192
1648529,,,,0.001,1649000,,3.7940317901898184,-87.57299199179998,,471.3,766.3994939088822
,116,385.06,4400,,1649084,670.3071927,,,14123,,
1649831,,,,0.001,1650000,,4.07336882409478,-88.064548965328,,375.8,640.9426050424576
1650203,116,384.22,4404,0.001,1650651,669.0049674200001,4.062047865762506,-88.23062256843814,14134,,
1650905,,,,0.001,1651000,,5.248616071901238,-88.49705960457786,,554.4,959.184913867712
1651738,,,,0.001,1652000,,4.049290761490848,-88.63261149754034,,401.1,664.7627731919289
,116,381.21,4408,,1652224,663.7827430299999,,,14150,,
1652526,,,,0.001,1653000,,3.7292152774303466,-88.69195724020199,,396.9,666.7147831082344
1653347,116,382.35,4412,0.001,1653855,664.4998126800002,4.40230909917247,-88.33729531424386,14162,,
1653766,,,,0.001,1654000,,3.6122562435760135,-88.5747434706915,,397.8,667.1740601480008
1654900,,,,0.001,1655000,,3.906209778264572,-88.75749756859952,,423.0,689.7705371618271
,116,383.5,4416,,1655423,666.1579187199999,,,14177,,
1655749,,,,0.001,1656000,,4.096353042700205,-88.58313003024041,,303.2,575.7049841880798
1656417,116,385.51,4420,0.001,1656885,668.2801253800001,4.4633103517905175,-88.9113280989907,14188,,
1656796,,,,0.001,1657000,,4.070123648895123,-88.34233193648488,,336.0,602.8237741649151
1657551,,,,0.001,1658000,,3.900241101234802,-89.24125510202327,,371.1,662.2932590067387
1657915,116,389.86,4424,0.001,1658493,673.71382666,3.7647172199500787,-89.11525990412785,14202,,
1658853,,,,0.001,1659000,,4.048556675093211,-88.65786283356803,,437.1,750.101679623127
