rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/episodes,time/total_timesteps,time/time_elapsed,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss,eval/mean_reward,eval/mean_ep_length
20.49,11.69923529,217,108,2175,9,0.001,1.0488841506567868,2056,-4.0475945689461446,,
20.25,11.24736635,217,112,2267,10,0.001,1.0823915043602819,2147,-4.419301228089766,,
20.27,11.27994676,217,116,2356,10,0.001,1.2677465609528802,2238,-5.100199179215864,,
20.29,11.30986606,217,120,2446,11,0.001,1.066833610561761,2327,-5.724313302473589,,
20.45,12.910110080000003,217,124,2534,11,0.001,1.434313411062414,2416,-6.2780798131769355,,
20.62,14.54217977,216,128,2623,12,0.001,1.2186690970607426,2505,-6.935871557755903,,
21.43,17.391911000000004,217,132,2774,12,0.001,1.1051458418369293,2657,-7.754394314505837,,
,,,,3000,,0.001,0.8851047711712974,2869,-8.793668794631959,162.6601954460144,84.7
23.48,22.733333520000002,212,136,3051,14,,,,,,
26.1,29.113783259999995,212,140,3384,15,0.001,1.3386892374782335,3206,-9.826062633877708,,
28.67,35.387996539999996,213,144,3712,17,0.001,1.7740319130650486,3534,-11.352481705801827,,
,,,,4000,,0.001,1.5920324859231016,3869,-12.466050414151924,164.02841789722441,85.2
31.32,41.92967356,207,148,4048,19,,,,,,
34.03,48.62967468,208,152,4391,21,0.001,1.6730148210081943,4209,-13.771077222602312,,
36.72,55.22811402,209,156,4731,22,0.001,1.6433743337790172,4549,-14.83400265375773,,
,,,,5000,,0.001,1.9194111477497011,4887,-16.265737999317256,164.1180850505829,84.9
39.37,61.775246450000004,205,160,5068,24,,,,,,
42.08,68.40414405,206,164,5410,26,0.001,2.26228488964193,5229,-17.2208586647397,,
44.81,75.0343322,207,168,5753,27,0.001,2.0936551697032395,5570,-18.323875959529435,,
,,,,6000,,0.001,2.510673637797193,5823,-19.034674109482182,162.85559051036836,84.8
47.45,81.51141046999999,204,172,6089,29,0.001,2.2489838422763917,5907,-19.246504011608305,,
50.18,88.13531456000003,205,176,6433,31,0.001,2.6139279288807136,6252,-20.130107792941008,,
52.86,94.66945241000002,206,180,6772,32,0.001,2.3440691970643543,6589,-20.998880295526412,,
,,,,7000,,0.001,2.582346711439245,6845,-21.523958297002885,164.0845139145851,85.2
55.56,101.31201245,202,184,7114,35,0.001,2.6771284917305254,6932,-21.68622810190374,,
58.3,108.01272417999999,203,188,7459,36,0.001,2.802085805213314,7276,-22.573417360132392,,
61.02,114.71088373,204,192,7802,38,0.001,2.613762448114507,7620,-23.263026082238486,,
,,,,8000,,0.001,3.327366929895738,7876,-23.94244158545206,168.09763293266298,86.1
63.47,120.60071648000002,201,196,8144,40,0.001,2.5344194152775934,7961,-24.40091995965867,,
64.97,123.65533292999999,202,200,8487,41,0.001,3.201209767755256,8304,-25.096185184660413,,
67.47,128.69160339,203,204,8830,43,0.001,2.2953215359255323,8648,-25.742434479469477,,
,,,,9000,,0.001,3.219904724893899,8821,-25.81262278002362,170.30586400032044,86.1
70.02,133.9158553,201,208,9177,45,0.001,2.8868047622428543,8994,-26.26820403879339,,
72.57,139.11602537,201,212,9524,47,0.001,3.4939238634602776,9342,-26.651171164079145,,
75.16,144.36640658,202,216,9872,48,0.001,3.8866048983552237,9689,-27.569320028478447,,
,,,,10000,,0.001,3.09944308078152,9863,-28.10229483316111,169.88707052469255,86.3
77.72,149.58146304,200,220,10218,50,0.001,3.022897427222308,10035,-28.144425437563942,,
80.28,154.78883752,201,224,10562,52,0.001,3.3710662030625618,10382,-28.53842895681208,,
82.78,159.81150147,202,228,10901,53,0.001,2.9237865153480977,10723,-29.36776606241862,,
,,,,11000,,0.001,3.088087436796605,10892,-29.209466847506437,167.22634978294371,85.7
84.38,163.03495093,200,232,11212,55,0.001,3.217482997083116,11066,-30.151414307680998,,
83.71,161.61577713000003,200,236,11422,56,0.001,3.5295486980014377,11276,-30.070849030106157,,
83.11,160.50072343,200,240,11695,58,0.001,3.831304003210629,11546,-30.752419316491416,,
,,,,12000,,0.001,4.312690961360931,11819,-31.09960952758789,150.1921179652214,78.2
82.88,160.11902769,200,244,12000,59,,,,,,
82.89,160.08940482999998,200,248,12337,61,0.001,3.706824164057887,12157,-31.607240765593772,,
82.89,160.04578481000001,200,252,12680,63,0.001,3.524933568266935,12497,-32.19871827059014,,
,,,,13000,,0.001,4.0709333649600845,12839,-32.718600156830576,160.40102090835572,84.3
82.87,159.95249617,198,256,13018,65,,,,,,
82.93,160.08036529000003,199,260,13361,67,0.001,4.441498649531398,13179,-32.58595395642658,,
82.93,160.10771017,199,264,13703,68,0.001,3.856519255293421,13519,-33.00021915900998,,
,,,,14000,,0.001,3.800436502344468,13862,-34.19687226761219,168.0742339372635,86.0
82.93,160.18344182,197,268,14046,70,,,,,,
83.08,160.71238193000002,198,272,14397,72,0.001,4.8469321917403825,14213,-34.07685284181075,,
83.16,161.04761547,198,276,14749,74,0.001,3.904921971518418,14565,-34.34183701803518,,
,,,,15000,,0.001,3.729904971339486,14829,-34.554287910461426,170.52861524820327,86.9
83.25,161.39515295,197,280,15097,76,0.001,3.585334640173685,14913,-34.46174176534017,,
83.3,161.59768574999998,198,284,15444,77,0.001,3.9618116248221624,15262,-35.0291017804827,,
83.35,161.79051015999997,198,288,15794,79,0.001,4.804072433504565,15612,-35.371396498246625,,
,,,,16000,,0.001,3.936934906860878,15872,-35.51868924227628,165.52835507392882,85.5
83.39,161.86331253,197,292,16141,81,0.001,4.9294456873817,15959,-35.55682009319926,,
83.37,161.86055559999997,197,296,16481,83,0.001,4.126107860179174,16299,-36.041480654761905,,
83.34,161.80023287,197,300,16821,85,0.001,4.064929206703985,16640,-36.164169666378996,,
,,,,17000,,0.001,3.4937501480413036,16895,-36.18288430502248,164.74273616075516,84.6
83.31,161.73309012,196,304,17161,87,0.001,4.540273075945237,16980,-36.38484449164812,,
83.25,161.5501413,196,308,17502,88,0.001,4.851805834885103,17319,-36.464940326969796,,
83.25,161.63451442999997,197,312,17849,90,0.001,3.4903881741666245,17666,-36.76192283630371,,
,,,,18000,,0.001,5.422295996722053,17838,-36.93700692819994,166.45442345142365,83.8
83.23,161.72041302999997,196,316,18195,92,0.001,4.115740292602116,18012,-37.348102484809026,,
83.81,163.51392936,196,320,18599,94,0.001,4.98466011502526,18396,-37.15328937877308,,
,,,,19000,,0.001,5.4830386828975515,18831,-37.55228430537854,252.78616160154343,114.3
84.79,166.51077414000002,196,324,19041,97,,,,,,
86.1,170.33732147000003,196,328,19511,99,0.001,4.502432225147883,19296,-38.44781354268392,,
87.25,173.35206371,196,332,19937,101,0.001,5.035096324980259,19767,-39.83639574050903,,
,,,,20000,,0.001,4.9621967721629785,19841,-39.69405395920212,226.6170975089073,106.3
88.41,175.92630434999998,195,336,20263,103,0.001,5.387187413973351,20093,-40.00334209865994,,
88.75,176.68081127000002,196,340,20570,104,0.001,7.8398709955968355,20394,-41.608959097611276,,
88.66,176.49370460999995,196,344,20866,106,0.001,8.061787876817915,20698,-41.81514973110623,,
,,,,21000,,0.001,8.02162709882704,20888,-41.95871514789129,143.84338731765746,74.9
88.65,176.84906593999997,195,348,21202,108,0.001,8.926607830423704,21034,-42.607222345140244,,
88.11,175.73666062999996,195,352,21491,109,0.001,12.518938982808912,21328,-42.91606614396379,,
88.75,177.85028833,196,356,21893,111,0.001,10.574607013670866,21675,-44.22092838287354,,
,,,,22000,,0.001,9.694035696201636,21797,-44.4617732939173,273.9690890908241,122.0
89.79,181.01327940999997,194,360,22340,114,0.001,12.208777981039919,22121,-44.81209659576416,,
91.31,185.35699935999997,194,364,22834,117,0.001,10.455224254438955,22619,-46.70517693796465,,
,,,,23000,,0.001,11.129667375564575,22863,-47.08737853265578,273.4818822145462,123.1
92.81,189.58088867999996,193,368,23327,120,0.001,13.681463958771248,23112,-47.381111698765906,,
94.06,193.01782864,193,372,23803,122,0.001,10.602831367685013,23591,-49.00819616802668,,
,,,,24000,,0.001,13.37042931378898,23825,-49.5277309741004,256.76819386482236,117.2
95.19,196.27523568,192,376,24268,126,0.001,13.681374883229754,24055,-50.45065586907523,,
96.41,199.83325621999995,192,380,24738,128,0.001,12.518842758803531,24520,-51.81134881644413,,
,,,,25000,,0.001,11.907176345081652,24877,-52.48050094863116,265.27735725641253,119.8
97.7,203.67511905999996,191,384,25214,131,0.001,14.279735532581297,24994,-52.88266314490367,,
99.12,207.90107633000002,192,388,25706,133,0.001,15.617685471811603,25486,-54.25224193449943,,
98.53,206.78182962000002,192,392,25994,135,0.001,14.685610983106825,25817,-55.46067237854004,,
,,,,26000,,0.001,13.657006728796311,25898,-55.64371992902058,304.18168568611145,129.3
99.29,209.59782381999997,180,396,26410,146,0.001,16.467809621025534,26186,-55.82728888193766,,
100.74,213.79401101999997,179,400,26895,149,0.001,17.73357403967991,26676,-56.78144104754338,,
,,,,27000,,0.001,16.192991462180284,26799,-57.04047331262807,271.67072026729585,121.6
102.09,217.80096604,178,404,27370,153,0.001,15.670454902648926,27162,-57.9434083000062,,
103.49,221.94586445000002,178,408,27851,155,0.001,17.21557172976042,27640,-58.078521728515625,,
,,,,28000,,0.001,18.451417475480298,27885,-58.3073855473445,265.27643822431565,118.3
105.12,226.62179827999998,177,412,28361,159,0.001,22.087559252518872,28131,-59.32200657771184,,
106.7,231.85182655000006,177,416,28865,162,0.001,16.338614650070667,28647,-59.49862992763519,,
,,,,29000,,0.001,19.471266945203144,28871,-59.49860636393229,148.70637294054032,67.1
104.01,225.40825963000003,176,420,29000,163,,,,,,
100.73,217.47922067000007,176,424,29114,164,0.001,27.718446670040006,28992,-60.13246250152588,,
97.18,208.90024248,176,428,29229,165,0.001,23.063685548716578,29102,-59.80787989298503,,
94.01,201.57560256999997,176,432,29338,165,0.001,16.338995916502817,29217,-60.16631753104074,,
93.24,200.04392779999995,176,436,29587,167,0.001,24.351974627176922,29457,-59.68429056803385,,
,,,,30000,,0.001,25.799566745758057,29805,-60.28973775227865,278.3654157757759,125.2
94.59,203.58968742999997,176,440,30029,170,,,,,,
96.93,209.89218197000002,176,444,30559,173,0.001,25.32608474002165,30329,-60.9245127509622,,
,,,,31000,,0.001,20.721155621455267,30847,-60.78700942993164,277.60277874469756,123.3
98.59,214.41668284,175,448,31061,176,,,,,,
101.05,221.40201959,175,452,31596,179,0.001,22.66499094830619,31361,-61.87580256991916,,
,,,,32000,,0.001,21.490900314920317,31877,-62.02313332479508,277.6343831419945,122.7
102.07,224.27159519999998,175,456,32100,183,,,,,,
102.78,226.09759388999998,174,460,32618,186,0.001,21.930188350095094,32385,-61.773083026592545,,
,,,,33000,,0.001,22.592486339230692,32782,-62.16546520110099,286.18274011611936,128.7
103.12,226.85240739000005,174,464,33146,190,0.001,19.661561973112867,32915,-62.080877072883375,,
103.21,227.20500474000005,174,468,33648,193,0.001,21.2217130317688,33425,-62.5595457015499,,
,,,,34000,,0.001,23.071268569678068,33806,-62.37649488449097,298.9351974248886,133.1
103.66,228.54843340000002,173,472,34169,197,0.001,21.28199013762587,33933,-62.38316454206194,,
104.44,230.56064473000006,173,476,34712,200,0.001,22.507310939557623,34484,-62.43859100341797,,
,,,,35000,,0.001,19.791507888386267,34883,-62.929805344801686,293.38042600750924,131.5
105.02,231.93776572000002,172,480,35240,204,0.001,23.15555715560913,35013,-62.99783143263597,,
105.42,233.04172274999996,172,484,35756,206,0.001,19.39357134219139,35526,-62.77237806012553,,
,,,,36000,,0.001,20.983407612890005,35788,-63.031924068927765,318.20113025903703,138.3
105.28,232.58071538999997,171,488,36234,210,0.001,22.699668982672314,36056,-62.73567266312857,,
105.85,234.02722637,171,492,36579,212,0.001,22.244310442223608,36406,-62.58030301048642,,
104.76,230.58353990999996,171,496,36886,214,0.001,21.767246500238194,36710,-63.11335881551107,,
,,,,37000,,0.001,20.000146578898473,36903,-62.48997606549944,247.79291194677353,114.6
104.46,229.89985515999996,171,500,37341,217,0.001,20.71845310768195,37128,-62.56561841462788,,
104.41,229.20737867999998,171,504,37811,220,0.001,18.56466041874682,37600,-62.83957665653552,,
,,,,38000,,0.001,17.493874771553173,37829,-62.66021373815704,260.93737374544145,116.4
104.43,229.14060547,171,508,38294,223,0.001,19.756783678418113,38075,-62.502921997554715,,
104.18,228.32693874,171,512,38779,226,0.001,21.766148441094014,38572,-62.567483495493406,,
,,,,39000,,0.001,20.613050056716144,38801,-62.655386326676705,260.1498389482498,117.6
103.65,226.31058167000003,170,516,39230,230,0.001,20.89211749155587,39028,-62.63534004905007,,
106.64,233.78700991999995,170,520,39664,232,0.001,17.633605611433676,39471,-62.43975074202926,,
,,,,40000,,0.001,20.713700743554867,39873,-62.14888957902497,251.682662576437,113.5
109.7,240.78153698999998,169,524,40084,235,,,,,,
112.79,247.64364958,169,528,40508,238,0.001,16.29056387577417,40310,-62.08576562269678,,
115.59,254.0482159,169,532,40897,240,0.001,17.71219555536906,40699,-62.068046967188515,,
,,,,41000,,0.001,20.689494876300586,40801,-62.045501858580344,224.41137292981148,102.9
117.23,258.41600615999994,169,536,41310,244,0.001,15.613601023296141,41110,-61.83592274503888,,
117.3,259.03762395999996,169,540,41759,246,0.001,22.938758684241254,41551,-62.06173585590563,,
,,,,42000,,0.001,20.350928580242655,41890,-61.660220179064524,223.0388515651226,101.7
116.34,256.84668718999995,168,544,42193,249,0.001,20.555755771123447,41994,-61.20608227069561,,
115.68,254.80567571000003,169,548,42629,252,0.001,21.216972761065048,42416,-60.65775560449671,,
,,,,43000,,0.001,17.7393194019285,42875,-60.83460544717723,225.15054423213004,104.0
114.88,252.1438384,168,552,43084,255,,,,,,
114.15,250.06978931999998,168,556,43515,257,0.001,19.577176540821522,43312,-60.559434686388286,,
113.3,247.59298616,168,560,43948,260,0.001,18.26285368569043,43743,-60.39299089081433,,
,,,,44000,,0.001,22.25933246875028,43852,-59.698248291015624,217.9503678202629,102.1
112.49,245.66592185000002,168,564,44395,263,0.001,20.68916741092648,44185,-59.84549454280308,,
111.89,244.18803626000002,168,568,44837,266,0.001,20.883674244258714,44635,-58.8633754127904,,
,,,,45000,,0.001,18.432796647063398,44854,-59.66369147049753,252.8022155225277,107.9
110.94,242.35695144000002,168,572,45263,269,0.001,19.47530209902421,45062,-59.81451738797701,,
109.71,240.22619472999997,168,576,45683,271,0.001,18.364671489170618,45481,-58.54956509516789,,
,,,,46000,,0.001,17.93924390145068,45902,-58.735756352262676,250.53050877451898,105.8
108.63,238.26329184,167,580,46103,274,,,,,,
107.71,236.38784477,167,584,46527,277,0.001,17.745659342266265,46325,-59.04092267843393,,
107.12,235.56046529000002,167,588,46946,279,0.001,20.20868158340454,46747,-58.03176678351636,,
,,,,47000,,0.001,23.94436170522449,46850,-58.41538627331074,247.83686931729318,105.8
107.94,238.52353317,167,592,47373,282,0.001,18.604430675506592,47169,-57.713298868249964,,
109.17,242.61007198999997,167,596,47803,285,0.001,18.041770618612116,47599,-57.94483628706499,,
,,,,48000,,0.001,22.15164886264626,47816,-57.242989626797765,245.72549374103545,107.6
109.07,242.68415979000002,167,600,48248,288,0.001,18.44140549942299,48034,-56.99472815902145,,
108.77,243.04053151999997,167,604,48688,291,0.001,18.26163453793307,48478,-57.21687067205256,,
,,,,49000,,0.001,19.584255210284528,48820,-56.58775204625623,263.60492060780524,116.4
108.87,243.56639926999998,167,608,49181,294,0.001,17.905435823258898,48946,-56.819080837189205,,
107.71,235.66663057000002,167,612,49550,296,0.001,17.42255534728368,49397,-56.68852371639676,,
,,,,50000,,0.001,19.489476326248408,49856,-56.05511371294657,357.2788185954094,194.1
110.69,238.30343298,167,616,50299,300,0.001,18.456918721788384,50034,-56.08007765352056,,
112.32,240.89566905,167,620,50896,303,0.001,17.8554922061808,50653,-55.21284423154943,,
,,,,51000,,0.001,19.34602216474053,50800,-55.50027017335634,285.86264518499377,126.2
113.66,244.68070975999998,167,624,51450,307,0.001,20.48599864719631,51219,-55.298273704421355,,
114.88,248.51739658999998,168,628,51996,309,0.001,18.53761873313849,51764,-55.22537928989956,,
,,,,52000,,0.001,17.31602926114026,51900,-54.962310061735266,285.61683546304704,129.0
116.13,251.87095251,168,632,52510,312,0.001,17.409783000788412,52273,-54.90699462890625,,
,,,,53000,,0.001,18.89692721190276,52815,-54.278493738886134,306.4888992369175,138.5
117.39,254.53126645999998,167,636,53049,315,,,,,,
118.18,256.01072951000003,168,640,53577,318,0.001,17.299932916285627,53347,-53.89580044503939,,
,,,,54000,,0.001,16.037194248428918,53850,-53.84770259572499,289.22591784596443,131.6
118.84,257.04945028,168,644,54077,321,,,,,,
119.73,259.60097717,168,648,54602,323,0.001,18.830231308937073,54378,-53.76887321472168,,
,,,,55000,,0.001,15.765393322349613,54865,-53.11508020861395,265.6532967507839,121.1
119.92,260.18778211000006,168,652,55076,326,,,,,,
119.62,259.31131581,168,656,55477,328,0.001,18.47568034362793,55259,-52.67582647262081,,
119.43,258.98733954,169,660,55891,330,0.001,16.805128197337307,55663,-52.93392378091812,,
,,,,56000,,0.001,18.07730172619675,55795,-52.434521993001304,248.7120034456253,113.3
119.71,259.68684896999997,168,664,56366,333,0.001,16.48409227964257,56146,-52.50935325622559,,
119.89,260.07016564,169,668,56826,335,0.001,17.45421211536114,56626,-52.07388040574931,,
,,,,57000,,0.001,15.50257693869727,56842,-52.058347020830425,250.02371143698693,110.7
120.14,260.33314112,169,672,57277,338,0.001,15.358803325229221,57069,-52.28083945964945,,
120.58,259.78431257999995,169,676,57741,340,0.001,16.330558785852396,57529,-51.88852324575748,,
,,,,58000,,0.001,16.56314018877541,57809,-51.71460677356255,168.6897734940052,101.1
121.22,258.79095073,169,680,58225,343,0.001,15.074296308118244,58000,-50.70971731706099,,
123.2,260.45321178,169,684,58847,346,0.001,14.972862480250933,58568,-51.13709386189779,,
,,,,59000,,0.001,15.126066669088896,58751,-50.94550994202331,346.229077026248,206.2
125.75,262.9017235,169,688,59521,350,0.001,14.13103359086173,59259,-51.05615376063756,,
,,,,60000,,0.001,13.491882922432639,59789,-50.70066313310103,263.5577013015747,134.9
126.48,261.90157394,169,692,60021,354,,,,,,
126.56,260.5632601500001,169,696,60459,356,0.001,14.712520627414479,60332,-49.930941899617515,,
125.84,258.07412022,169,700,60832,358,0.001,14.445295692509056,60627,-50.64526419804014,,
,,,,61000,,0.001,14.776556938066395,60736,-50.1102444041859,196.10881789922715,110.0
127.63,259.45464739000005,169,704,61451,361,0.001,13.023568525648953,61247,-49.843138443796256,,
127.03,257.37124461,170,708,61884,363,0.001,13.115937529258357,61681,-50.149594400443284,,
,,,,62000,,0.001,12.19847144647078,61898,-49.583322490345346,230.00413599014283,104.5
127.74,263.9336296,170,712,62324,366,0.001,14.279210270575756,62114,-49.27428213155495,,
124.51,260.59718799999996,170,716,62750,368,0.001,13.113620557955333,62554,-49.43589530672346,,
,,,,63000,,0.001,13.489983120743108,62852,-48.9790014928701,210.16047372817994,98.1
122.64,257.57527904000005,170,720,63160,370,0.001,14.016172409057617,62948,-49.565598805745445,,
122.77,255.85780319000003,170,724,63727,373,0.001,13.383055358462864,63533,-48.2926873948839,,
119.81,248.51867058000005,170,728,63977,374,0.001,10.82046724955241,63852,-49.11016718546549,,
,,,,64000,,0.001,13.316987169199976,63881,-49.228178296770366,45.31496722698212,27.5
117.78,243.76954628000004,170,732,64288,376,0.001,12.345102164619847,64100,-48.74787052472433,,
118.21,244.04021749,171,736,64870,378,0.001,13.297927144207533,64606,-48.518319480026825,,
,,,,65000,,0.001,14.36970588422957,64774,-48.30431606656029,292.63107261657717,137.3
118.85,244.90237860000002,171,740,65462,382,0.001,13.80146204495261,65185,-48.238949639456614,,
,,,,66000,,0.001,12.964034795761108,65827,-48.60667883383261,303.4683437526226,140.9
119.85,246.54414695999995,171,744,66062,386,,,,,,
119.72,246.03975271,171,748,66574,388,0.001,13.101222052828955,66350,-47.8276200727983,,
,,,,67000,,0.001,13.830961922119403,66823,-48.23227066829287,242.17226070165634,105.1
119.47,245.68943327,171,752,67023,391,,,,,,
120.61,247.86410608999998,171,756,67538,393,0.001,12.211437307943509,67290,-48.287596583366394,,
,,,,68000,,0.001,12.719147215794473,67800,-47.94877558169158,272.0110294997692,135.5
121.4,249.54941777999997,171,760,68031,396,,,,,,
121.02,248.79730958000005,171,764,68468,398,0.001,11.629379703885032,68271,-47.74070204221285,,
120.75,248.44147651000003,171,768,68901,400,0.001,11.896896577798403,68690,-47.737701856173004,,
,,,,69000,,0.001,13.470040317203688,68805,-47.77201314558063,247.50243816971778,112.0
120.34,247.74854155999998,171,772,69311,403,0.001,11.508380331993102,69113,-47.40901237487793,,
119.77,247.55585131,171,776,69718,405,0.001,12.296081926308426,69522,-47.583995145909924,,
,,,,70000,,0.001,12.273298957560321,69822,-47.83869500253715,238.1318019092083,102.4
118.98,248.17804106,171,780,70123,408,0.001,11.623935526492549,69924,-47.56868459664139,,
116.94,246.36571204999996,172,784,70541,409,0.001,11.631805497124082,70342,-47.760398504868995,,
,,,,71000,,0.001,10.871275744438172,70761,-47.77654487609863,278.5149106919765,139.7
114.99,244.43765267000003,172,788,71020,412,,,,,,
114.45,245.30079154999999,172,792,71466,415,0.001,10.611439122094048,71264,-47.450199661254885,,
114.22,246.24815124,172,796,71881,416,0.001,11.86042564355054,71678,-47.58181615976187,,
,,,,72000,,0.001,12.135620748295503,71887,-47.221846412209906,237.19447742700578,106.1
114.55,247.91127640000002,172,800,72287,419,0.001,11.121864747519444,72088,-47.49892486572266,,
112.51,245.64011298000003,172,804,72702,421,0.001,13.425341081619262,72508,-47.1457798350941,,
,,,,73000,,0.001,13.074181393081068,72708,-47.06347641290403,300.07448134720323,168.9
113.48,245.66308072,172,808,73232,424,0.001,12.64914131641388,73019,-47.514038467407225,,
114.67,247.35105439,172,812,73791,427,0.001,9.918494049865421,73507,-47.18700431823731,,
,,,,74000,,0.001,11.721953830333671,73794,-46.98756935119629,287.06578767597676,147.4
116.2,248.98540963,172,816,74370,430,0.001,12.441915568771895,74106,-47.31914038128323,,
116.33,249.92861922,172,820,74793,432,0.001,11.660646051463514,74589,-47.1147265625,,
,,,,75000,,0.001,14.537578830718994,74865,-46.95522720336914,260.07302567362785,117.7
114.81,248.25403068999995,172,824,75208,435,0.001,12.68587116573168,75003,-46.881549945776015,,
118.52,255.03771231000002,173,828,75829,438,0.001,11.73965942515114,75584,-47.059167357696886,,
,,,,76000,,0.001,12.627051263485315,75892,-47.32298941612244,265.2583617269993,112.3
120.29,259.16759516999997,172,832,76317,441,0.001,12.497551948652355,76114,-46.9348090431907,,
118.78,257.21394817,173,836,76748,443,0.001,12.424983881052258,76544,-46.89107557443472,,
,,,,77000,,0.001,12.916672547658285,76869,-46.65595796373155,252.4008862912655,109.4
117.4,254.8395464,173,840,77202,446,0.001,12.50655912252573,76999,-46.745108090914215,,
115.57,251.95124335,173,844,77619,447,0.001,11.984779454965507,77419,-46.53062629699707,,
,,,,78000,,0.001,12.952512598483361,77811,-46.918946895959245,281.2616605192423,137.2
116.8,252.12863967000004,173,848,78254,450,,,,,,
117.75,253.04371240999998,173,852,78798,454,0.001,12.904059528408194,78510,-46.89181581184046,,
,,,,79000,,0.001,12.000483561445165,78810,-46.45792155795627,241.15911960601807,106.2
116.95,252.42051312000004,173,856,79233,457,0.001,12.892949781247548,79027,-46.18719066892351,,
116.42,252.04605905000005,173,860,79673,459,0.001,12.838195164998373,79468,-46.60066042448345,,
,,,,80000,,0.001,11.62835399309794,79901,-46.67103357668276,276.00326592326167,113.9
116.44,252.55072997000002,173,864,80112,461,,,,,,
116.79,253.21371471999998,173,868,80580,463,0.001,12.107294983334011,80375,-46.722083924308656,,
,,,,81000,,0.001,12.754977810901144,80833,-46.248532479269464,286.96298171281813,116.5
117.31,254.88629056999997,173,872,81042,466,,,,,,
117.79,257.08123039000003,173,876,81497,468,0.001,13.192269819123405,81286,-46.12024702344622,,
118.71,258.91535038999996,174,880,81994,471,0.001,12.317512847085036,81776,-46.09592934810754,,
,,,,82000,,0.001,12.616769493603316,81898,-46.16304422597416,277.8728553533554,113.0
119.04,260.2260288500001,173,884,82445,473,0.001,12.234495238253945,82234,-45.74624118470309,,
118.95,261.58718747,174,888,82915,476,0.001,11.122920513153076,82706,-46.702034531978136,,
,,,,83000,,0.001,11.198982511247907,82889,-46.53792931692941,250.0093049645424,104.1
117.96,259.66719964,174,892,83262,478,0.001,12.745960292531484,83053,-45.9905812812574,,
118.26,260.39402143999996,174,896,83707,480,0.001,11.287627111781728,83492,-45.957776017622514,,
,,,,84000,,0.001,12.17929897222433,83833,-45.87745617953214,267.68456212878226,109.2
118.59,261.85745010000005,174,900,84146,483,0.001,11.346351794146617,83942,-46.097788446599786,,
118.94,262.6502565800001,174,904,84596,485,0.001,11.62175449882586,84395,-45.61211999257406,,
,,,,85000,,0.001,12.616789507014412,84824,-46.00560597011021,272.69341495037077,127.4
