time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/fps,train/critic_loss,train/actor_loss,train/learning_rate,train/n_updates,eval/mean_reward,eval/mean_ep_length
,,,138000,,,6.377502991622236,-91.87153343393021,0.001,137702,549.4598596224562,316.9
,,,139000,,,6.249581193536278,-91.51595790211748,0.001,137948,1551.3151751545258,752.8
728,717.76831306,380.88,139528,948,147,6.407010215044021,-91.56751358032227,0.001,138948,,
,,,140000,,,6.641026407786218,-91.8574477458687,0.001,139435,500.31743613791184,315.5
,,,141000,,,6.564507397439118,-91.56899937306802,0.001,139942,1089.5653805979296,724.8
732,727.7611736199999,389.71,141529,967,146,6.324575901955598,-91.96338470222415,0.001,141200,,
,,,142000,,,6.1350027075560964,-91.6800400769269,0.001,141653,885.9654378347099,378.4
736,730.5733544999999,390.87,142660,975,146,6.581803600896489,-91.75998225356594,0.001,142230,,
,,,143000,,,7.405090106347195,-91.79650524684361,0.001,142567,1191.4590792194008,555.7
,,,144000,,,6.557551170027019,-92.11039450942286,0.001,143629,753.0868553459644,303.7
740,742.29509407,395.23,144307,990,145,7.248129221054169,-91.71554734464178,0.001,143962,,
,,,145000,,,6.609458271279393,-91.75225922369188,0.001,144709,496.97296489703,261.0
744,744.7760721,395.34,145277,997,145,6.971447596678862,-92.13994052593524,0.001,144968,,
,,,146000,,,6.774253060096918,-91.89688965984594,0.001,145655,695.0803264081478,301.5
748,751.5312200500001,397.11,146415,1006,145,6.994068413715198,-91.82117791011416,0.001,146002,,
,,,147000,,,6.864417879521346,-91.80423800684825,0.001,146800,522.5076717615127,237.7
752,753.48914147,397.01,147367,1013,145,6.5850460901260375,-92.08175952148437,0.001,147050,,
,,,148000,,,6.542890910235318,-91.87670787059477,0.001,147785,537.1252562463284,228.5
756,751.46537247,395.37,148312,1019,145,7.001938200913942,-92.18547138800987,0.001,147993,,
,,,149000,,,6.970034401331629,-91.8235103062221,0.001,148853,508.31684057712556,219.6
760,751.6893413899999,394.06,149173,1024,145,,,,,,
,,,150000,,,7.012505900512621,-92.09630399537318,0.001,149749,560.403396499157,250.6
764,751.8048591099999,393.76,150046,1029,145,,,,,,
,,,151000,,,6.848798119185264,-91.20527802852162,0.001,150667,923.59958941831,392.6
768,753.04824948,393.1,151247,1036,145,,,,,,
,,,152000,,,6.635476669973257,-91.1563018423612,0.001,151897,635.4954910337925,281.7
772,745.23567647,388.13,152287,1043,145,,,,,,
,,,153000,,,6.6845240627310805,-91.19680865513796,0.001,152853,1364.408503879793,710.7
776,738.88211781,382.0,153826,1054,145,6.637723634327055,-90.94918359827112,0.001,153392,,
,,,154000,,,6.9226514908575245,-90.87579879760742,0.001,153733,772.7317439436913,335.7
780,734.76655841,376.33,154950,1061,145,7.061853744295746,-90.87180845005305,0.001,154570,,
,,,155000,,,6.927787387827963,-90.63185188987039,0.001,154857,653.0645128905774,269.8
,,,156000,,,6.617686499056019,-90.52879366193498,0.001,155651,834.0315733015537,368.8
784,722.01199934,368.87,156280,1070,145,,,,,,
,,,157000,,,6.529758045043068,-90.62610985766882,0.001,156895,709.977756780386,307.7
788,717.8095360699999,358.85,157522,1081,145,6.347468440699729,-90.28347608238269,0.001,157209,,
,,,158000,,,6.3365726144225505,-90.37821174904153,0.001,157699,589.1000624477863,251.0
792,708.16279251,352.54,158474,1088,145,6.711223663895894,-90.40106707352858,0.001,158183,,
,,,159000,,,6.2700514767291775,-90.25534753729828,0.001,158655,901.9287269175053,389.0
796,716.7041404400001,355.84,159733,1097,145,6.447985482872079,-89.89487241967323,0.001,159423,,
,,,160000,,,6.621103423955489,-89.90003304403336,0.001,159885,398.51923474669456,183.5
800,709.8628919500001,351.24,160623,1102,145,6.598799930876167,-89.52458840549582,0.001,160280,,
,,,161000,,,6.483233962260502,-89.59494176900611,0.001,160743,591.060994309187,256.0
804,704.80863563,347.91,161568,1108,145,6.319491160442552,-89.7304227275233,0.001,161231,,
,,,162000,,,6.443411768243668,-89.32926992642678,0.001,161710,564.1675807118415,251.2
808,704.45454749,346.16,162611,1114,145,6.31058221188123,-89.34968411480939,0.001,162290,,
,,,163000,,,6.125027667185304,-89.54181219210291,0.001,162832,552.5296533107758,235.0
812,699.3710686999999,340.96,163727,1120,146,6.1965932467187095,-89.54278824680536,0.001,163342,,
,,,164000,,,6.183618581853807,-88.98322826623917,0.001,163890,522.8089062869549,234.6
816,696.54706303,335.65,164762,1126,146,6.079384896490309,-89.43926456239488,0.001,164453,,
,,,165000,,,6.2402622887381805,-89.25704963118942,0.001,164669,626.9641076743603,269.4
820,677.1736351499999,319.35,165947,1133,146,6.3105422010961565,-89.40279052542441,0.001,165602,,
,,,166000,,,5.7824246817164955,-89.37276876540412,0.001,165854,600.982896488905,256.9
824,652.9387485000001,299.78,166821,1139,146,6.3871681160397,-89.19586492217748,0.001,166522,,
,,,167000,,,6.001591319019354,-89.47633339594869,0.001,166728,510.99297547340393,219.2
828,625.93213463,282.61,167789,1146,146,6.127946096018326,-89.34512896577189,0.001,167482,,
,,,168000,,,5.92467026277022,-89.3580323036271,0.001,167894,464.28934197425843,205.8
832,613.3375147500001,271.28,168657,1151,146,6.071267501631779,-89.39013381502521,0.001,168352,,
,,,169000,,,6.220107967700433,-89.32510382976007,0.001,168782,618.2891294479371,247.1
836,612.9506489700001,269.83,169643,1158,146,5.673371374088785,-89.45562193497368,0.001,169282,,
,,,170000,,,5.920076197916918,-89.69713554760017,0.001,169752,434.008586192131,198.0
840,595.6912112099999,261.46,170453,1163,146,5.84085425676084,-88.9918503854789,0.001,170153,,
,,,171000,,,6.251152183424752,-89.54607194842714,0.001,170625,647.2632974982262,288.2
844,596.0132437100001,261.91,171468,1170,146,5.803299385258275,-89.52290376842531,0.001,171157,,
,,,172000,,,5.824312766016377,-89.83784693592,0.001,171842,643.6682353258133,283.7
848,593.7658726,260.89,172504,1177,146,6.06050178673768,-90.03277397155762,0.001,172123,,
,,,173000,,,6.052930243176185,-90.12123468317137,0.001,172737,721.2238608837127,301.8
852,598.31669837,262.54,173621,1186,146,5.568044423248808,-90.17777731611922,0.001,173324,,
,,,174000,,,5.937182502972113,-89.49505811124234,0.001,173824,836.8856021463871,333.1
,,,175000,,,6.141455103316397,-90.46481828044232,0.001,174706,613.595842075348,277.6
856,612.10703405,267.64,175076,1197,146,,,,,,
,,,176000,,,5.988241965550158,-90.75744575366639,0.001,175708,583.0422305226326,273.7
860,612.81729677,268.5,176023,1204,146,,,,,,
,,,177000,,,6.341472748048142,-90.08582504719787,0.001,176765,779.457328826189,323.4
864,624.31484602,273.88,177434,1214,146,6.048593320155072,-90.40851390792663,0.001,177096,,
,,,178000,,,5.928481475210391,-90.50343463801536,0.001,177856,673.2196959018708,292.3
868,622.7147705,273.57,178604,1221,146,6.335405730269242,-90.35064283383439,0.001,178163,,
,,,179000,,,6.557078992567098,-90.31103696469907,0.001,178780,612.3302488088608,263.3
872,622.9729272300001,273.17,179604,1228,146,6.363301077452093,-90.40757476582246,0.001,179304,,
,,,180000,,,6.316422432392567,-90.38195793907921,0.001,179733,516.5456747174263,224.1
876,610.93606541,266.78,180504,1234,146,5.816041526340303,-89.97950028129246,0.001,180169,,
,,,181000,,,5.993460005288447,-90.51374524704953,0.001,180692,524.2825125455856,231.5
880,608.09876048,265.71,181521,1241,146,5.869239121785463,-90.68682070131655,0.001,181193,,
,,,182000,,,6.168181069093208,-90.14332209547905,0.001,181720,517.282900762558,231.2
884,599.97770954,261.98,182478,1246,146,6.2572823399637905,-90.18181336231721,0.001,182156,,
,,,183000,,,6.03897600563205,-90.36678964583601,0.001,182849,538.6518689572811,239.7
888,591.63992344,258.89,183411,1252,146,6.0251089764828505,-90.30836436374129,0.001,183090,,
,,,184000,,,5.950424555881482,-89.91381080195589,0.001,183755,579.9592086315155,248.2
892,589.38400415,258.35,184309,1259,146,6.2044468019727015,-89.80575402301291,0.001,183984,,
,,,185000,,,6.160801157806858,-90.28668624214504,0.001,184863,497.00136093497275,222.0
896,580.7240443999999,254.58,185191,1265,146,,,,,,
,,,186000,,,6.078525096446544,-90.19387604309632,0.001,185721,443.50249230861664,204.0
900,578.3475572299999,253.95,186018,1271,146,,,,,,
904,575.25356523,252.98,186866,1275,146,6.52974232540855,-90.11065900123725,0.001,186565,,
,,,187000,,,6.070298923895909,-90.42870052044208,0.001,186773,466.9692715704441,216.0
908,572.5287983599999,252.03,187814,1281,146,6.525511026382446,-89.82208651588077,0.001,187420,,
,,,188000,,,6.364500494890435,-90.23290812174479,0.001,187721,540.2087865829468,231.4
912,566.1599227700001,249.85,188712,1287,146,6.6928540217249015,-90.45344295836331,0.001,188398,,
,,,189000,,,6.565327888160809,-90.3026518388228,0.001,188619,685.7444469869137,286.2
916,565.95226652,249.67,189729,1294,146,5.976779501227772,-90.28014542074764,0.001,189395,,
,,,190000,,,6.11425409660683,-90.30731723544834,0.001,189858,649.1885984539986,274.8
920,563.8558236499999,248.54,190801,1300,146,5.847512324651082,-90.29582774254584,0.001,190367,,
,,,191000,,,5.985777062754477,-90.67042728892544,0.001,190708,744.7914048492909,298.3
924,569.17919988,250.63,191884,1306,146,6.081203473886482,-90.3544083247109,0.001,191513,,
,,,192000,,,6.047410183673282,-89.92854435323811,0.001,191791,523.6269629359246,236.5
928,567.03519753,250.56,192845,1312,146,6.412322185436884,-90.40957520802816,0.001,192502,,
,,,193000,,,6.521723834991455,-90.17570349121094,0.001,192752,508.80586407184603,232.7
932,569.73210111,251.6,193817,1318,147,6.562323838165126,-89.48488672000846,0.001,193466,,
,,,194000,,,6.686848941699479,-89.60187388575355,0.001,193724,592.9033536493778,260.0
,,,195000,,,6.326340353972203,-89.49354991397342,0.001,194673,747.9093888640404,305.4
936,576.36461486,254.06,195049,1326,147,,,,,,
,,,196000,,,6.419543931154701,-89.83766347993681,0.001,195714,696.9056757688522,279.8
940,584.20357027,256.43,196096,1333,147,,,,,,
,,,197000,,,6.4244529155974694,-89.14339714376335,0.001,196747,487.11463030576704,211.4
944,584.7177101999999,256.02,197070,1338,147,,,,,,
948,579.0350469100001,254.02,197906,1342,147,6.627384295066197,-89.30552320127134,0.001,197589,,
,,,198000,,,6.721904783376625,-89.07887826647077,0.001,197813,528.2175253272056,229.9
952,574.6564514,252.2,198841,1350,147,6.600822795200818,-89.73674706851735,0.001,198520,,
,,,199000,,,6.59187857832825,-89.50048004953484,0.001,198748,502.13470366597176,229.7
956,559.0994293,246.12,199688,1356,147,6.6595840829278,-89.25272747001263,0.001,199398,,
,,,200000,,,6.3095334108593395,-89.53999573050193,0.001,199801,438.2566145181656,201.1
