train/learning_rate,time/fps,time/total_timesteps,rollout/ep_len_mean,train/actor_loss,train/n_updates,rollout/ep_rew_mean,time/time_elapsed,time/episodes,train/critic_loss,eval/mean_ep_length,eval/mean_reward
0.001,171,4815,32.99,-18.85603568133186,4753,55.95447566,28,184,5.7630084650857105,,
0.001,,5000,,-19.57374399761821,4946,,,,5.814957172371621,41.5,71.94494448304177
,170,5014,34.08,,,58.049987900000005,29,188,,,
0.001,171,5224,35.29,-20.60639880952381,5109,60.41576572000001,30,192,8.432821406874545,,
0.001,169,5460,36.57,-21.933785021305084,5393,63.15138628,32,196,7.319176003336906,,
0.001,169,5600,37.59,-22.473989963531494,5539,65.16247919,33,200,8.543641989881342,,
0.001,171,5948,40.73,-24.035349249839783,5833,71.94787937000001,34,204,10.051661781966686,,
0.001,,6000,,-24.48399591445923,5953,,,,12.948143519461155,51.1,92.57270542383193
0.001,169,6122,42.09,-24.845044326782226,6033,74.63340556000001,36,208,11.504203343391419,,
0.001,168,6433,44.78,-26.161589645757907,6358,80.25495627000001,38,212,12.660703933820493,,
0.001,169,6743,47.44,-27.229529685162483,6631,85.88415712,39,216,15.447184366928903,,
0.001,,7000,,-29.085791974454313,6956,,,,17.294068114177602,80.7,157.2903570175171
,168,7064,50.17,,,91.68904329000001,42,220,,,
0.001,168,7391,51.71,-30.581059990859615,7287,94.81128988000002,43,224,17.56311908000853,,
0.001,168,7720,53.87,-31.272122896634617,7617,99.33175831,45,228,19.805940065628445,,
0.001,,8000,,-33.01672735214233,7926,,,,18.412426354009895,82.9,163.95162467956544
,166,8037,55.49,,,102.91861697999998,48,232,,,
0.001,165,8346,57.06,-34.28096628189087,8243,106.30467880000002,50,236,20.96101008951664,,
0.001,166,8744,59.77,-35.63144302368164,8602,112.65018020000004,52,240,22.73182398990049,,
0.001,,9000,,-37.44781987116887,8952,,,,22.17917302938608,135.4,285.4919784605503
0.001,163,9247,63.51,-37.98552391745827,9084,121.06928148000001,56,244,22.20648248267896,,
0.001,163,9694,66.57,-40.54615619135838,9557,128.02698994,59,248,24.65815932542375,,
0.001,,10000,,-42.2991811578924,9965,,,,25.851392531180167,101.5,219.55250974297525
,162,10096,69.24,,,134.1055271,62,252,,,
0.001,162,10513,72.14,-44.44592749554178,10389,140.66703512,64,256,24.32617942924085,,
0.001,162,10919,74.27,-46.30470458984375,10810,146.11346842,67,260,30.87468816757202,,
0.001,,11000,,-46.6747450479647,10892,,,,30.510300095488386,98.9,209.0368783533573
0.001,161,11280,75.59,-47.78656768798828,11164,149.62222366999998,69,264,27.5550531356231,,
0.001,162,11687,77.29,-49.40156276051591,11545,154.50022975,71,268,34.78528847751847,,
0.001,,12000,,-50.67731449521821,11873,,,,35.49221957140956,105.9,231.77260907888413
0.001,161,12114,78.95,-51.19049308776855,11973,159.26380993000004,75,272,32.42064643859863,,
0.001,161,12512,79.88,-52.69352603780812,12384,162.16106465000001,77,276,32.28563681478086,,
0.001,161,12876,82.06,-54.052993540861166,12778,167.29416177,79,280,31.566394178234802,,
0.001,,13000,,-54.70000644440346,12943,,,,30.69667605136303,97.1,204.7187306344509
0.001,160,13247,84.32,-55.278510623508026,13128,172.53142218000005,82,284,30.817292160458035,,
0.001,161,13584,85.7,-56.605035146077476,13465,175.55491428000005,84,288,32.8258422537695,,
0.001,161,13937,87.13,-57.873946780250186,13824,178.06806227,86,292,34.21994152988296,,
0.001,,14000,,-58.08439795915471,13910,,,,34.79974723416706,84.6,169.66400189399718
0.001,161,14249,87.89,-58.80063404756434,14141,179.14848338000004,88,296,39.090763835345996,,
0.001,161,14553,89.53,-60.52378516727023,14451,181.98958073000003,90,300,35.181680640129194,,
0.001,161,14837,88.89,-60.95828639759737,14741,179.24343404000004,92,304,32.964715130188885,,
0.001,,15000,,-61.83103635576036,14951,,,,32.69772696821657,69.5,104.88211064338684
0.001,160,15115,89.93,-62.17627879551479,15021,180.33110181,94,308,36.16958083425249,,
0.001,160,15386,89.53,-62.94190350700827,15293,178.11293943999996,95,312,40.297522951574884,,
0.001,161,15661,89.18,-64.40181350708008,15566,175.80645886999994,97,316,39.07604644609534,,
