train/learning_rate,time/fps,time/total_timesteps,rollout/ep_len_mean,train/actor_loss,train/n_updates,rollout/ep_rew_mean,time/time_elapsed,time/episodes,train/critic_loss,eval/mean_ep_length,eval/mean_reward
0.001,161,15935,88.71,-64.70336308198817,15840,173.21595759999997,98,320,36.76717819887049,,
0.001,,16000,,-64.68501450033749,15908,,,,44.00747013092041,67.2,88.33156032711267
0.001,161,16208,88.17,-65.01070931378533,16112,170.56553968,100,324,42.85515270513647,,
0.001,161,16484,87.64,-65.54499379326316,16387,167.99540932999997,102,328,44.241931312224445,,
0.001,161,16716,86.79,-66.51240135641659,16628,164.10912708999996,103,332,39.11847773720236,,
0.001,,17000,,-67.4630702169318,16935,,,,46.78169638150698,100.5,99.12053317725659
,161,17064,87.18,,,161.31623377,105,336,,,
0.001,161,17432,86.88,-68.47247281987616,17314,156.48305296,107,340,45.54370144874819,,
0.001,162,17786,85.39,-69.11845710060813,17671,149.82253416999998,109,344,36.92949725804704,,
0.001,,18000,,-69.5789013615361,17955,,,,45.591102812025284,117.0,194.2968811094761
0.001,161,18255,85.61,-69.62363986692567,18092,148.39882115,112,348,40.6114548105393,,
0.001,162,18788,86.92,-71.26180842302847,18603,150.13643043000002,115,352,44.384260328553566,,
0.001,,19000,,-72.24640643780049,18890,,,,45.858744159225346,124.8,243.17773861289024
0.001,161,19298,87.85,-73.01005786960408,19143,151.31569216,119,356,42.33812913974794,,
0.001,162,19800,88.81,-74.08636374551742,19647,152.73227387,122,360,46.653358193694565,,
0.001,,20000,,-75.19686656887248,19890,,,,55.983233517051765,644.5,703.4947261035443
0.001,,21000,,-77.36969152832032,20890,,,,46.34328959655762,1000.0,999.3817887485027
0.001,,22000,,-80.72790281677246,21890,,,,50.78313321495056,1000.0,1034.4183085501195
,7,22917,116.37,,,178.19556027,3173,364,,,
0.001,,23000,,-82.98880838012695,22890,,,,48.95630401468277,110.9,251.06895694732665
0.001,7,23370,116.83,-84.67388930144133,23217,179.68667288,3181,368,53.12561585285045,,
0.001,7,23828,117.14,-86.35193726112102,23685,180.63664706999995,3183,372,50.92883156507443,,
0.001,,24000,,-86.72553437755954,23924,,,,51.24040493538709,110.9,249.6394176721573
0.001,7,24298,117.86,-87.53815473136255,24153,182.55041792,3186,376,47.47126417400456,,
0.001,7,24738,118.62,-87.61222942058856,24590,184.90683092,3189,380,42.192412922683275,,
0.001,,25000,,-89.3906081577517,24932,,,,48.14850805373419,111.1,250.45431050658226
0.001,7,25188,119.41,-89.4104684193929,25052,187.37701894999998,3192,384,35.91149599552155,,
0.001,8,25672,120.88,-90.43978336879185,25525,191.50534969000003,3194,388,44.537915714203365,,
0.001,,26000,,-91.8594731113367,25875,,,,60.7902995897376,118.5,267.21322305202483
0.001,8,26131,121.94,-91.55903470314155,25993,195.23906802000005,3198,392,48.67163921614825,,
0.001,8,26641,123.92,-94.08331480480376,26484,201.05316752,3201,396,51.26213611118377,,
0.001,,27000,,-95.21312337378933,26904,,,,47.494379339546995,137.0,296.4573674917221
0.001,8,27191,126.38,-94.92910194396973,27040,207.76254729000001,3205,400,59.30727192934822,,
0.001,8,27696,128.59,-97.6624368429184,27540,214.48151044999997,3207,404,56.974837325689364,,
0.001,,28000,,-98.29445549749559,27941,,,,55.308993522644045,152.3,316.36058482527733
0.001,8,28258,131.43,-99.09305935371214,28104,222.32361423000003,3212,408,62.8892508898776,,
0.001,8,28814,134.28,-99.90431102629631,28644,230.20706026000005,3215,412,44.97305577751098,,
0.001,,29000,,-100.72522335960751,28912,,,,50.413655029296876,121.6,270.49743313193324
0.001,9,29307,136.46,-101.03755836486816,29156,237.23579809000003,3218,416,49.51480116964388,,
0.001,9,29798,138.63,-102.25094616602338,29643,244.36317511999997,3221,420,57.5589467003232,,
0.001,,30000,,-102.0206423997879,29899,,,,53.127349711954594,123.0,272.18759870529175
0.001,9,30302,140.94,-102.24563777446747,30148,251.67692385,3225,424,58.52154517918825,,
0.001,9,30799,143.15,-104.55096018314362,30644,258.63930616000005,3228,428,47.273171289699285,,
0.001,,31000,,-104.4160208268599,30904,,,,50.83841505195155,123.9,273.68924510478973
0.001,9,31296,145.8,-104.51687444959369,31141,267.20731918999996,3232,432,56.42179337569645,,
0.001,9,31770,147.06,-104.63348624489524,31623,274.49186833,3234,436,66.56071226446478,,
0.001,,32000,,-105.906516196511,31966,,,,44.97074471386996,112.0,242.85459641218185
0.001,9,32219,147.87,-106.22704756887336,32081,280.52115531999993,3238,440,48.433619034808615,,
0.001,10,32679,148.93,-106.70194389080179,32537,286.64843017,3240,444,58.96196750114704,,
0.001,,33000,,-105.24448572794596,32897,,,,48.527566515709744,122.5,279.9906333208084
