time/fps,rollout/ep_len_mean,time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/n_updates,train/actor_loss,train/critic_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
,,,,,191000,190618,-185.39349942016602,25.68335798883438,0.001,1000.0,2951.1297695994376
68,893.75,524,2788,2491.20800391,191715,,,,,,
,,,,,192000,191618,-186.11052151489258,26.405331785678865,0.001,1000.0,2949.0343364834785
,,,,,193000,192618,-186.82515899658202,25.603866577148438,0.001,1000.0,3036.1316273927687
,,,,,194000,193618,-187.64859600830079,24.399495084762574,0.001,1000.0,2748.7569613039495
,,,,,195000,194618,-188.2192512512207,27.081035958766936,0.001,1000.0,2874.775171381235
68,917.34,528,2860,2567.9933196999996,195715,,,,,,
,,,,,196000,195618,-189.1810606994629,24.028372677326203,0.001,1000.0,3044.9256074368955
,,,,,197000,196618,-190.09434451293944,20.435986474514007,0.001,916.6,2455.816321152449
,,,,,198000,197618,-190.19081765747072,22.352069943904876,0.001,1000.0,3138.0441405117513
,,,,,199000,198618,-190.75553768920898,24.829445833206176,0.001,949.3,2662.1585396051405
68,929.59,532,2931,2614.55291314,199715,,,,,,
,,,,,200000,199618,-191.2568540649414,23.87898518896103,0.001,1000.0,2947.168399876356
