time/fps,rollout/ep_len_mean,time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/n_updates,train/actor_loss,train/critic_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
179,130.07,172,112,194.74814295,20189,19969,-46.13444876292395,7.920904531365349,0.001,,
179,128.29,176,115,193.29176227,20668,20481,-47.52280536596326,7.737703668985436,0.001,,
,,,,,21000,20824,-48.36023818469438,8.705126823949032,0.001,115.0,182.94368547201157
178,126.97,180,118,192.79240430000002,21173,20943,-48.976439847784526,9.266901491068992,0.001,,
177,125.28,184,121,191.08100318999996,21572,21375,-50.196150131225586,7.126084380810804,0.001,,
177,124.36,188,123,190.41194638999997,21920,21742,-51.23608537153764,7.131492471153086,0.001,,
,,,,,22000,21823,-51.23020658493042,8.932459885691419,0.001,107.5,174.23679082393647
175,123.5,192,127,190.09466132999995,22353,22152,-51.95388595874493,8.807510244036184,0.001,,
175,123.01,196,129,190.74929107,22835,22606,-52.84274137192878,8.497891432177411,0.001,,
,,,,,23000,22840,-53.60643020330691,7.456581773711186,0.001,109.0,185.05920749902725
174,122.47,200,133,191.30423544000004,23293,23059,-53.9024411981756,8.572650425068966,0.001,,
174,122.55,204,136,193.15322571000002,23826,23599,-55.1346311008229,9.452866705901483,0.001,,
,,,,,24000,23851,-55.406257566858514,10.96144061205817,0.001,118.2,210.1813541471958
172,122.54,208,140,194.73326832000006,24328,24103,-56.477387841068094,9.553377268919304,0.001,,
172,123.4,212,143,196.95646252999998,24809,24597,-57.660104817357556,9.546466070362646,0.001,,
,,,,,25000,24838,-58.19441725715758,11.51633674190158,0.001,120.9,217.93712041974067
170,124.07,216,148,199.48965314,25289,25084,-58.827215164426775,11.170876277923584,0.001,,
,,,,,26000,25192,-59.28698631569191,9.938816090424856,0.001,841.3,915.7502399653197
159,136.45,220,168,212.79980682000001,26984,26710,-62.436265277862546,12.893818565884477,0.001,,
,,,,,27000,26887,-63.25041034004905,14.186236529027001,0.001,174.2,306.612484896183
,,,,,28000,27414,-63.62077512023269,11.609713360827456,0.001,597.0,667.1045460134744
156,146.7,224,182,224.74803738,28511,,,,,,
,,,,,29000,28414,-65.26866062927246,12.583107315778733,0.001,848.8,906.9538698554039
,,,,,30000,29414,-67.16902713775634,12.524400588035583,0.001,344.6,470.1246917307377
,,,,,31000,30414,-69.11656175994872,12.156766601800918,0.001,779.8,843.2466205902398
138,173.26,228,228,250.89553683000003,31627,31414,-70.55196194458007,11.646894029259682,0.001,,
,,,,,32000,31822,-71.11354573567708,10.194894363482794,0.001,130.1,253.9202840745449
138,174.15,232,232,254.30804531,32181,31953,-71.5153312096229,13.417107500192774,0.001,,
138,174.29,236,235,255.66904333,32671,32445,-71.67593214246962,10.972901360256465,0.001,,
,,,,,33000,32846,-72.30811655521393,11.351273708045483,0.001,141.6,253.79567318558694
138,174.65,240,240,256.66730884000003,33216,32996,-72.48514678955078,12.252617290814717,0.001,,
138,173.96,244,242,257.17750940999997,33752,33522,-72.72212849934895,10.254497753693753,0.001,,
,,,,,34000,33900,-73.18690878247457,9.595078791890826,0.001,112.5,212.15850395560264
138,172.68,248,246,256.94108780999994,34236,34014,-73.25564106723718,9.693148617158856,0.001,,
139,172.82,252,249,259.23390212999993,34775,34545,-73.79990621713492,10.664187726173692,0.001,,
,,,,,35000,34812,-74.25714908429046,10.281226336066403,0.001,117.7,226.53563367128373
138,173.85,256,253,263.19280811000004,35299,35073,-74.65780558730617,11.449054807648622,0.001,,
139,176.29,260,257,268.77418461,35866,35630,-74.37485401050465,11.506975217741363,0.001,,
,,,,,36000,35769,-74.3892361184825,9.932411571200802,0.001,138.4,265.0324340999126
139,178.46,264,261,274.34202422000004,36460,36175,-74.89703324912252,11.39058990615735,0.001,,
,,,,,37000,36871,-74.96328604093162,10.371586865919797,0.001,184.7,323.4867260634899
138,179.88,268,267,277.44037125,37135,,,,,,
,,,,,38000,37298,-74.78803939819336,11.633799429123219,0.001,365.0,395.456224421435
137,185.67,272,281,281.19327345,38756,38479,-76.10454262627496,10.54202558454229,0.001,,
,,,,,39000,38832,-76.40191352230379,11.022569375231086,0.001,133.8,204.13164162635803
137,187.01,276,286,283.83377405,39369,39086,-76.55294581821987,11.299103265750908,0.001,,
137,187.95,280,290,285.51481155,39968,39707,-77.51656854348104,10.929397920282875,0.001,,
,,,,,40000,39871,-76.94326103024366,13.262795637293559,0.001,176.1,300.5778388798237
,,,,,41000,40373,-77.72578121137015,12.34001670393554,0.001,823.9,918.3459351062775
134,196.07,284,306,296.3876198699999,41179,,,,,,
133,197.95,288,312,300.71053071,41715,41486,-79.57781257158445,10.248070222360116,0.001,,
,,,,,42000,41618,-79.62976663762873,12.656082048560634,0.001,369.2,476.2142598092556
132,204.19,292,321,309.81711057999996,42772,42408,-80.76213240423122,11.46573244770871,0.001,,
,,,,,43000,42811,-80.76666327083812,9.748302091570462,0.001,134.4,257.4642693758011
132,205.0,296,326,312.16948669,43335,43104,-81.0464430809021,9.930949756934208,0.001,,
,,,,,44000,43861,-81.54644792862521,12.073924809807608,0.001,1000.0,1094.1649347156285
131,216.65,300,342,326.62081201999996,44958,,,,,,
,,,,,45000,44861,-82.14938410949706,11.707374794721604,0.001,202.5,334.89281222224236
,,,,,46000,45885,-82.74863474605648,12.863969534522226,0.001,322.2,518.6029382348061
127,226.84,304,363,345.92756952999997,46510,46183,-82.88431671961843,12.698798909283324,0.001,,
,,,,,47000,46873,-83.06049657061817,11.371098985516928,0.001,294.0,439.69172509908674
126,231.19,308,374,352.11769438999994,47447,47142,-83.296055037887,10.546442703686683,0.001,,
,,,,,48000,47844,-83.69190071724556,10.812368301244883,0.001,149.3,273.3187736332417
126,235.0,312,383,357.88203454,48309,47991,-83.70412131531597,9.841723412883525,0.001,,
,,,,,49000,48778,-84.13785968440594,8.83095895771933,0.001,197.9,331.6882333397865
124,237.51,316,392,361.71883584999995,49040,,,,,,
,,,,,50000,49720,-85.14887051789657,10.101036958445132,0.001,455.6,722.1004932463169
123,233.88,320,408,364.95869546999995,50372,50102,-86.17346047606144,10.643136825236974,0.001,,
,,,,,51000,50818,-87.00979843139649,8.9138673722744,0.001,520.1,1155.6345082998275
121,227.49,324,420,363.3955088699999,51260,,,,,,
,,,,,52000,51163,-86.80346626459166,9.053467712540558,0.001,802.3,1805.8504827558995
,,,,,53000,52343,-87.98573450124042,9.593102287061466,0.001,1000.0,1765.6185618877412
,,,,,54000,53343,-88.65165536499023,9.795187082529068,0.001,1000.0,2393.0299963831903
113,228.13,328,480,397.03345984999993,54440,,,,,,
,,,,,55000,54343,-89.5311436920166,9.690250495910645,0.001,1000.0,1548.508955925703
,,,,,56000,55343,-90.29117854309082,9.523173369646072,0.001,1000.0,1783.720481532812
,,,,,57000,56343,-90.86347007751465,9.608349415540696,0.001,721.3,1239.7129435166717
,,,,,58000,57343,-91.70341897583008,9.148412130117416,0.001,555.1,1143.225969082117
105,260.46,332,554,453.64206286,58227,,,,,,
,,,,,59000,58130,-92.71942669243982,8.626240055321738,0.001,1000.0,1869.8950551569462
,,,,,60000,59130,-93.87443026733398,9.129845809221267,0.001,835.7,1601.5958431243896
,,,,,61000,60070,-94.79491577148437,9.10758532234963,0.001,1000.0,1873.8771776139736
99,292.55,336,621,515.23864225,61926,61070,-95.88258349609374,9.448199706315995,0.001,,
,,,,,62000,61829,-96.98370437823374,9.41127173325761,0.001,589.4,1158.1376701653003
,,,,,63000,62869,-98.34570766897762,9.76090621598911,0.001,997.0,2295.949522036314
,,,,,64000,63869,-99.69249626159667,9.598267116785049,0.001,497.3,1178.5791326403619
96,317.5,340,672,572.73147243,64966,,,,,,
,,,,,65000,64869,-100.85451313781738,10.21601972913742,0.001,613.4,1342.2051638185978
,,,,,66000,65739,-102.42759845681387,9.924364083842056,0.001,433.6,926.7433394014836
94,327.93,344,702,595.2113932699999,66545,66058,-103.35271878242493,9.666546364189315,0.001,,
,,,,,67000,66831,-104.06373147403492,16.6420103149973,0.001,242.8,418.94379510879514
94,333.28,348,713,605.43397912,67564,67119,-104.22144301732381,13.350593171185917,0.001,,
,,,,,68000,67467,-104.69716170738484,13.953080710323377,0.001,698.2,1674.4081949472427
,,,,,69000,68840,-106.70421632980919,12.758643996619666,0.001,1000.0,2611.5147883832456
,,,,,70000,69840,-107.67287355041503,14.367770326375961,0.001,1000.0,2402.5816645860673
91,361.62,352,773,676.8756477399999,70937,,,,,,
,,,,,71000,70840,-109.00254251098633,14.707157882928849,0.001,144.5,246.75750277638434
,,,,,72000,71359,-109.81175049193605,11.991643541962354,0.001,919.8,2388.436371219158
90,373.63,356,803,707.18289671,72662,72359,-111.22634643554687,13.41195766544342,0.001,,
,,,,,73000,72686,-111.88821923928182,13.559158136036771,0.001,425.6,988.5464029610157
,,,,,74000,73890,-113.13251697507678,34.19594904703972,0.001,360.2,789.4563358604908
90,383.59,360,823,731.2042022400002,74225,,,,,,
,,,,,75000,74777,-113.74278721784681,25.205996942026008,0.001,698.7,1663.3316600203514
90,395.36,364,843,757.87212653,75996,75602,-114.4387946140391,20.298781444087172,0.001,,
,,,,,76000,75899,-115.40260320096402,18.606769163600525,0.001,336.5,708.9437018096447
,,,,,77000,76868,-116.11701156979515,21.5266297098066,0.001,318.8,707.5588998973369
,,,,,78000,77236,-116.69002893696661,16.49827081353768,0.001,500.2,1109.2230940580368
89,409.95,368,869,794.45882844,78130,,,,,,
,,,,,79000,78873,-118.78270924520149,19.92690129433909,0.001,345.9,762.3804587125778
89,404.54,372,884,794.3317738999999,79210,,,,,,
,,,,,80000,79113,-119.14178949991862,31.810312402248382,0.001,611.5,1470.275319969654
,,,,,81000,80290,-121.31589499484288,19.05728850930424,0.001,564.2,1366.7813712656498
89,425.73,376,915,850.0175756499999,81942,81290,-121.42781079101563,23.572369943141936,0.001,,
,,,,,82000,81845,-122.30163235440581,24.079102695740023,0.001,997.5,2382.9410195350647
,,,,,83000,82845,-123.06711549377441,23.104894780158997,0.001,748.0,1692.342564111948
88,440.19,380,952,888.05387253,83987,83685,-123.69770135879517,33.90819704532623,0.001,,
,,,,,84000,83890,-124.53350689341721,25.68882753093068,0.001,330.8,776.4339761614799
,,,,,85000,84845,-125.25499790119675,23.886347781910615,0.001,812.8,1831.3866707086563
87,444.85,384,977,910.7381428900001,85664,85249,-125.72950068558796,26.694055106970342,0.001,,
,,,,,86000,85567,-126.10232399994473,29.55366940618311,0.001,538.7,1268.4072898328304
,,,,,87000,86579,-126.3058898641456,19.567506214106306,0.001,293.2,690.0352239787578
87,456.49,388,997,943.14552454,87364,,,,,,
,,,,,88000,87521,-127.19604696439008,20.755001559970886,0.001,435.3,992.3488586485386
87,460.26,392,1013,959.3553300099999,88798,88242,-128.00293286177364,20.255569478967686,0.001,,
,,,,,89000,88701,-128.0984355476746,31.58258097883403,0.001,321.8,761.9083319425583
,,,,,90000,89770,-129.32239500681558,28.98122654579304,0.001,490.3,1258.163733690977
87,473.14,396,1034,993.47875664,90649,,,,,,
,,,,,91000,90552,-130.04294063246158,27.279360185193894,0.001,332.9,799.2920387923717
87,470.32,400,1050,1002.8479425099998,91990,91615,-130.94338508561856,33.23218282292831,0.001,,
,,,,,92000,91893,-131.10424167989828,32.43997552068971,0.001,392.0,920.2893524348735
,,,,,93000,92818,-131.77340438685465,29.498546977633055,0.001,286.9,677.5296416521072
87,466.49,404,1066,1002.01155678,93159,,,,,,
,,,,,94000,93824,-131.6126726414827,29.39012113342142,0.001,296.1,699.4357259213924
87,470.8,408,1079,1019.2897209899999,94527,94117,-131.7732044376739,25.702324243942627,0.001,,
,,,,,95000,94430,-132.57970909556005,30.885946301225655,0.001,936.2,2410.5370436668395
,,,,,96000,95430,-133.0719402770996,29.29973520231247,0.001,541.9,1219.4296149015427
,,,,,97000,96579,-133.49897924055134,25.36913985671596,0.001,458.1,1158.440461820364
86,487.11,412,1119,1067.3461430399998,97020,,,,,,
,,,,,98000,97876,-134.61985724664504,25.149234750124243,0.001,709.6,1730.7907760202884
86,493.32,416,1137,1086.71256661,98372,,,,,,
,,,,,99000,98275,-134.3534112671512,32.725235989219264,0.001,730.3,1843.0656901717186
,,,,,100000,99615,-135.9322256885224,28.995667999187173,0.001,467.9,1128.2934345304966
86,504.23,420,1168,1123.33936837,100795,100322,-135.87771462047166,27.256354427742316,0.001,,
,,,,,101000,100698,-135.89128599775597,26.969354247793238,0.001,434.1,1072.4048318803311
,,,,,102000,101503,-135.46070123291017,33.151389583587644,0.001,299.4,669.2292907476425
86,510.8,424,1188,1142.3937635,102340,101994,-136.47997125765173,30.85752947801485,0.001,,
,,,,,103000,102644,-136.35474968905473,25.787544283783642,0.001,486.8,1115.450554472208
86,495.41,428,1204,1114.95614889,103981,103533,-136.7169001802485,35.58177719116211,0.001,,
,,,,,104000,103884,-137.14003992080688,32.32118406594649,0.001,551.6,1233.1222341954708
,,,,,105000,104295,-136.80875947533585,33.714644936749536,0.001,914.3,2218.7996512949467
,,,,,106000,105295,-137.2816098175049,28.941844404697417,0.001,734.7,1939.916584867239
85,485.29,432,1250,1117.9203108499999,106756,106295,-138.28565199279785,29.14943359184265,0.001,,
,,,,,107000,106659,-138.7153519850511,40.9346470623226,0.001,585.8,1439.814457309246
,,,,,108000,107597,-138.47483135405042,24.16943617321196,0.001,844.7,2174.395063120127
,,,,,109000,108597,-139.68129429626464,32.59179041957855,0.001,567.7,1411.5184887170792
84,470.91,436,1290,1102.9224351299997,109017,,,,,,
,,,,,110000,109902,-139.81914459663594,29.040055315751893,0.001,849.4,1946.3587197840213
,,,,,111000,110902,-140.9981280975342,30.012756509304047,0.001,1000.0,2560.831497061253
,,,,,112000,111902,-141.20250996398926,28.142591819286345,0.001,327.7,665.7965847074986
83,472.29,440,1339,1115.5194553299998,112195,,,,,,
,,,,,113000,112098,-141.0153526773258,26.07519268989563,0.001,969.2,2529.291146939993
,,,,,114000,113098,-141.73411457824707,26.47236047029495,0.001,715.3,1640.3684937238693
,,,,,115000,114098,-142.08426510620117,30.379292205810547,0.001,766.6,1877.557898747921
,,,,,116000,114984,-142.34445961980197,32.71581587403946,0.001,777.1,1873.6204609513284
82,495.36,444,1401,1183.29975124,116081,,,,,,
,,,,,117000,115984,-143.45184019470216,25.641352388381957,0.001,987.9,2539.9954313337803
,,,,,118000,116984,-143.60680743408204,27.608708981990816,0.001,1000.0,2203.7800363838674
,,,,,119000,117984,-144.09819702148437,31.205687294960022,0.001,1000.0,2399.829748791456
,,,,,120000,118984,-144.38084716796874,29.86482693386078,0.001,1000.0,2656.1784406423567
81,525.17,448,1477,1261.38975514,120081,,,,,,
,,,,,121000,119984,-145.1552084350586,24.951655904769897,0.001,955.6,2597.542596280575
,,,,,122000,121137,-145.29705429077148,23.87610407436595,0.001,821.6,2268.068884187937
,,,,,123000,122008,-145.52205136500368,29.59442020968099,0.001,716.5,2012.7594682753086
80,521.68,452,1529,1262.49597198,123105,,,,,,
,,,,,124000,123566,-146.40963504476787,34.16058368922135,0.001,953.2,2424.6696580290795
,,,,,125000,124566,-146.66125799560547,25.24092320394516,0.001,952.2,2412.042923027277
,,,,,126000,125566,-147.51863006591796,25.31963725042343,0.001,1000.0,2716.7746155023574
79,540.01,456,1589,1315.5811350899999,126663,,,,,,
,,,,,127000,126566,-147.59731533813476,23.705604721546173,0.001,1000.0,2986.9371495425703
,,,,,128000,127566,-147.90070764160157,23.885082540988922,0.001,855.3,2025.7875177025794
,,,,,129000,128566,-148.51227828979492,27.013090082168578,0.001,1000.0,2530.853522479534
,,,,,130000,129566,-148.2031044616699,27.426904067993163,0.001,1000.0,2737.526837104559
78,564.38,460,1663,1385.1240686200001,130663,,,,,,
,,,,,131000,130566,-149.17850576782226,27.433082557678222,0.001,896.5,1857.4573303177954
,,,,,132000,131016,-148.75128675672744,31.546329345703125,0.001,1000.0,2606.563104349375
,,,,,133000,132016,-148.96324591064453,24.812751176834105,0.001,978.1,2410.620994991064
,,,,,134000,133016,-149.67145022583009,22.82121530151367,0.001,1000.0,3041.802652025223
77,581.17,464,1733,1433.9570192700003,134113,,,,,,
,,,,,135000,134016,-150.10535766601564,23.604047674655913,0.001,1000.0,3067.6534521996973
,,,,,136000,135806,-150.49662436956092,27.40821765283995,0.001,708.0,2108.30399633646
76,585.35,468,1777,1447.56643223,136665,136437,-150.5430674235026,23.40204890669809,0.001,,
,,,,,137000,136568,-150.095095316569,31.519148175043004,0.001,847.4,2385.100881975889
,,,,,138000,137568,-150.61374893188477,25.144935214042665,0.001,748.8,1935.7072866857052
,,,,,139000,138568,-150.786271484375,22.834109516620636,0.001,1000.0,2880.5075626552107
76,605.05,472,1831,1512.0355214200004,139715,139568,-150.722840423584,24.126079889774324,0.001,,
,,,,,140000,139618,-151.32049865722655,17.342746829986574,0.001,1000.0,2796.9879221111537
,,,,,141000,140618,-150.75102761840822,23.214483929634095,0.001,1000.0,2643.9047142028808
,,,,,142000,141618,-151.53476712036132,24.247265731811524,0.001,1000.0,2917.7156528756022
,,,,,143000,142618,-151.73015536499022,21.991660921096802,0.001,1000.0,3072.41332475543
75,617.73,476,1899,1560.0153275799998,143715,,,,,,
,,,,,144000,143618,-152.42164398193358,27.40527559328079,0.001,1000.0,2853.881244820356
,,,,,145000,144618,-152.5343729248047,26.389971062660216,0.001,920.0,2600.182239872217
,,,,,146000,145618,-153.9709050292969,23.752473640441895,0.001,1000.0,3000.5007817864416
,,,,,147000,146618,-154.57968032836914,26.007670677661896,0.001,1000.0,2792.7942113757135
74,637.28,480,1973,1627.4728057,147715,,,,,,
,,,,,148000,147618,-155.50113253784178,23.13807203912735,0.001,1000.0,2942.444710165262
,,,,,149000,148618,-155.78144918823241,21.270425816059113,0.001,1000.0,2835.915442633629
,,,,,150000,149618,-156.60556365966798,21.68630412864685,0.001,1000.0,2906.273836094141
,,,,,151000,150618,-157.38397619628907,26.811126104831697,0.001,1000.0,2761.4232737123966
74,660.51,484,2045,1701.0354701799997,151715,,,,,,
,,,,,152000,151618,-157.95243225097656,21.050400578975676,0.001,1000.0,3023.346811300516
,,,,,153000,152618,-158.90803176879882,22.64409766101837,0.001,1000.0,2774.4298209667204
,,,,,154000,153618,-159.0504818725586,25.889953510284425,0.001,1000.0,2958.5766882538796
,,,,,155000,154618,-159.92487704467774,26.173270380973815,0.001,1000.0,2916.241448879242
73,683.51,488,2117,1775.2330680500004,155715,,,,,,
,,,,,156000,155618,-161.11305386352538,24.15565263223648,0.001,1000.0,2860.2969029963015
,,,,,157000,156618,-161.50099627685546,25.301558455467223,0.001,1000.0,2775.6683654069902
,,,,,158000,157618,-161.51865759277345,23.373502158641816,0.001,1000.0,3066.851960206032
,,,,,159000,158618,-162.34344985961914,23.90226364994049,0.001,1000.0,2929.4448509573936
72,709.17,492,2189,1860.3655453900003,159715,,,,,,
,,,,,160000,159618,-163.49438681030273,22.048858331680297,0.001,1000.0,2822.9726646363733
,,,,,161000,160618,-163.5576500854492,24.429774374485017,0.001,1000.0,2693.808884316683
,,,,,162000,161618,-164.38085513305663,22.126766715526582,0.001,1000.0,2960.75923961401
,,,,,163000,162618,-165.16990280151367,22.63997385072708,0.001,1000.0,2940.7844876646996
72,730.66,496,2261,1929.9570519500005,163715,,,,,,
,,,,,164000,163618,-165.83424151611328,23.458282945156096,0.001,1000.0,3023.8458901703357
,,,,,165000,164618,-167.2494250793457,22.126868209838868,0.001,1000.0,2879.9701613068582
,,,,,166000,165618,-167.0547817993164,24.099766310214996,0.001,1000.0,2934.3452205061913
,,,,,167000,166618,-168.11223278808595,24.36629981946945,0.001,1000.0,2934.5285801649093
71,757.25,500,2333,2015.2169814500003,167715,,,,,,
,,,,,168000,167618,-168.70416403198243,20.10967343521118,0.001,1000.0,3001.7702553868294
,,,,,169000,168618,-169.91991915893556,19.748822082042693,0.001,1000.0,2971.7324465155602
,,,,,170000,169618,-169.9893491821289,22.360744482040406,0.001,1000.0,2919.346712142229
,,,,,171000,170618,-171.01712664794923,25.690657875061035,0.001,1000.0,3002.5524609267713
71,785.56,504,2408,2107.14124973,171715,,,,,,
,,,,,172000,171618,-171.43020874023438,23.179088534355163,0.001,995.9,2839.3967951714994
,,,,,173000,172618,-172.467607421875,22.629282769203186,0.001,1000.0,3149.8976987183096
,,,,,174000,173618,-172.81272857666016,21.38528143405914,0.001,1000.0,2888.40107781291
,,,,,175000,174618,-174.25598205566405,21.57679631614685,0.001,1000.0,3132.2274392366407
70,811.88,508,2483,2194.7387135100003,175715,,,,,,
,,,,,176000,175618,-174.76107284545898,26.40439941072464,0.001,1000.0,2898.099489879608
,,,,,177000,176618,-175.82654061889647,21.42088927412033,0.001,1000.0,3084.986323028803
,,,,,178000,177618,-176.24855078125,21.491871377468108,0.001,1000.0,2966.2672807335853
,,,,,179000,178618,-176.8815712585449,22.629354033470154,0.001,1000.0,3081.104667592049
70,826.95,512,2557,2252.6053909799994,179715,,,,,,
,,,,,180000,179618,-177.84999380493164,20.97882973098755,0.001,1000.0,3152.46225861907
,,,,,181000,180618,-178.44781900024415,21.421129024505614,0.001,1000.0,3066.184745079279
,,,,,182000,181618,-178.87220703125,22.809184668064116,0.001,1000.0,3071.4148427784444
,,,,,183000,182618,-179.53805950927733,22.897878311157225,0.001,1000.0,3004.4331924498083
69,853.43,516,2634,2343.1517305300003,183715,,,,,,
,,,,,184000,183618,-180.30325549316407,23.316418614387512,0.001,1000.0,3091.1592779576777
,,,,,185000,184618,-181.4479426574707,21.659711133956908,0.001,1000.0,2984.6027074337007
,,,,,186000,185618,-181.90235943603517,26.41058035707474,0.001,1000.0,2674.309457874298
,,,,,187000,186618,-182.86674075317381,18.492621529102326,0.001,1000.0,3046.9607071220876
69,869.2,520,2713,2401.49439263,187715,,,,,,
,,,,,188000,187618,-183.32298193359375,20.20322181892395,0.001,1000.0,3163.1440123975276
,,,,,189000,188618,-184.31657498168946,24.06652197790146,0.001,994.7,3286.7188754081726
,,,,,190000,189618,-184.79862283325195,23.684507256507874,0.001,1000.0,3063.084671276808
