rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,time/fps,time/total_timesteps,time/time_elapsed,train/critic_loss,train/actor_loss,train/n_updates,train/learning_rate,eval/mean_ep_length,eval/mean_reward
50.572843500000005,4,49.0,337,196,0,,,,,,
128.448724875,8,89.875,250,719,2,0.06674157923002166,-2.8293112938220686,507,0.001,,
,,,,1000,,0.20535205414549249,-3.9471626164483244,876,0.001,146.2,226.44596658349036
145.76593916666667,12,101.16666666666667,196,1214,6,0.24743790874793514,-4.365308412133831,1022,0.001,,
189.4755581875,16,123.625,209,1978,9,0.6222268154238721,-6.704066828072789,1691,0.001,,
,,,,2000,,0.6160799070075155,-7.3170600938797,1891,0.001,189.2,307.1864849448204
218.15724744999997,20,139.85,194,2797,14,0.926664315122232,-9.49878770849678,2496,0.001,,
,,,,3000,,0.9828107764957644,-10.771228040967669,2851,0.001,220.2,379.30102440714836
235.760696875,24,148.91666666666666,183,3574,19,1.40042795673967,-12.184104377148198,3286,0.001,,
,,,,4000,,1.3735983451639397,-14.208307488450727,3891,0.001,185.9,333.22765312194826
251.00270521428573,28,155.53571428571428,182,4355,23,1.320428336497213,-14.95969175255817,4074,0.001,,
251.18560724999998,32,155.375,184,4972,26,1.5787370747283977,-17.313304845024557,4737,0.001,,
,,,,5000,,1.5983189627326824,-17.743432921332282,4885,0.001,123.1,201.81393361091614
251.8180897777778,36,155.47222222222223,184,5597,30,2.9917012125802187,-19.073280899612993,5337,0.001,,
,,,,6000,,3.874351128669722,-20.88195412499564,5908,0.001,116.1,176.38517650961876
247.3991274,40,152.65,182,6106,33,,,,,,
247.2617631363636,44,151.8409090909091,187,6681,35,4.449742032545749,-22.167887652361834,6412,0.001,,
,,,,7000,,4.224028040156808,-23.068095451177552,6766,0.001,159.5,283.9168554842472
244.5752553125,48,149.83333333333334,183,7192,39,4.428287987099138,-23.914977117685172,7050,0.001,,
238.9420815576923,52,146.53846153846155,185,7620,41,3.895592740230393,-24.994576872440806,7461,0.001,,
,,,,8000,,4.764123820800048,-25.787752004770134,7803,0.001,118.0,190.1180972456932
235.0192944642857,56,144.82142857142858,185,8110,43,5.020091872061452,-25.926937995418424,7927,0.001,,
232.97758368333334,60,142.95,187,8577,45,5.5436889395285185,-27.106184222481467,8367,0.001,,
,,,,9000,,6.702679487550334,-28.322286972632774,8799,0.001,113.7,159.39041769504547
237.69585256249997,64,145.015625,188,9281,49,6.527050043580719,-28.83686093671606,9016,0.001,,
239.33625289705878,68,145.61764705882354,190,9902,52,7.543818142414093,-30.35097234725952,9631,0.001,,
,,,,10000,,5.804129164503968,-30.895176659459654,9815,0.001,182.3,316.90962466597557
243.39128099999996,72,147.80555555555554,189,10642,56,7.6945916132074625,-32.18750574038579,10312,0.001,,
,,,,11000,,5.252184948874909,-33.92549078281109,10882,0.001,134.7,176.99089949131013
244.1565515131578,76,148.8815789473684,188,11315,59,6.833868656839643,-34.08308188120524,11015,0.001,,
,,,,12000,,8.361902502156044,-35.628985702991486,11793,0.001,186.9,308.54976111650467
247.30917773749997,80,150.8875,187,12071,64,,,,,,
241.71658190476185,84,148.61904761904762,187,12484,66,8.680600795894861,-36.683743953704834,12304,0.001,,
237.76481503409087,88,147.64772727272728,189,12993,68,8.555478014983237,-37.69870084524155,12787,0.001,,
,,,,13000,,8.540234200092925,-37.70298449198405,12906,0.001,144.8,180.70289771854877
238.6180184673913,92,149.69565217391303,190,13772,72,7.866284384871975,-38.46481360010354,13420,0.001,,
,,,,14000,,8.130101526458308,-38.61722015612053,13685,0.001,727.1,815.7358026891947
,,,,15000,,8.757400612850658,-41.17457149067863,14652,0.001,301.0,400.4803534388542
250.829015625,96,161.14583333333334,181,15470,85,7.123965579391326,-41.80943467313011,14950,0.001,,
,,,,16000,,8.52945608647439,-43.49199820464512,15806,0.001,307.2,403.63538620471957
258.38861908,100,168.23,179,16823,93,7.583834592769208,-44.96780093748178,16466,0.001,,
,,,,17000,,10.083700018900412,-45.23252365677445,16736,0.001,252.8,385.3391514122486
271.39994161,104,175.27,177,17723,99,9.859183458777947,-46.69442048111582,17431,0.001,,
,,,,18000,,9.27790664718841,-47.45856102145448,17833,0.001,209.4,362.66550478339195
276.86131897,108,177.74,177,18493,104,8.634659593303999,-48.102566281954445,18235,0.001,,
,,,,19000,,7.819791265130043,-49.54287956237793,18799,0.001,491.2,623.4443663537502
,,,,20000,,9.036158260583878,-49.94863116455078,19799,0.001,229.0,383.6327116549015
291.56693100999996,112,189.18,173,20132,116,,,,,,
292.07686783,116,189.11,174,20889,119,10.236080808123363,-52.41298474970552,20641,0.001,,
,,,,21000,,5.905233123287651,-52.58228254906925,20802,0.001,182.0,315.4320659041405
291.67526187,120,188.37,174,21634,123,10.467797123419272,-53.952677819036666,21354,0.001,,
,,,,22000,,8.04715395035843,-55.07729991277059,21739,0.001,169.9,298.5748237967491
291.19931011,124,187.65,174,22339,128,9.12465605486271,-55.47841076518214,22085,0.001,,
,,,,23000,,9.690623593814482,-56.99158955583669,22812,0.001,174.7,317.83150997161863
290.32398857000004,128,187.17,174,23072,132,,,,,,
,,,,24000,,10.47342815566621,-58.12171546936035,23660,0.001,468.5,604.5404501855373
296.94007978999997,132,192.17,173,24189,139,,,,,,
,,,,25000,,9.201777837125425,-58.55490498952736,24102,0.001,1000.0,1063.1755908966065
308.32913044,136,202.97,168,25894,153,9.837576349008652,-60.92111474900019,25615,0.001,,
,,,,26000,,9.092800732081136,-61.26735611756643,25807,0.001,185.9,322.14035120010374
312.48471681999996,140,205.06,168,26612,158,10.751524605502972,-61.956919396060634,26356,0.001,,
,,,,27000,,9.275836786574866,-63.030237669103286,26862,0.001,147.9,278.35215946435926
314.45406486,144,205.84,168,27265,162,9.13912320693334,-63.253514506022135,27012,0.001,,
317.8546093,148,207.4,169,27932,165,8.909895090013743,-64.20064888000488,27678,0.001,,
