rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/episodes,time/total_timesteps,time/time_elapsed,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss,eval/mean_reward,eval/mean_ep_length
21.25,14.577585500000001,3995,4,85,0,,,,,,
16.125,12.18054775,715,8,129,0,0.001,0.03024118287222726,37,-0.7569753328959147,,
13.083333333333334,10.095588166666667,518,12,157,0,0.001,0.02985805193228381,65,-0.7702506383260092,,
11.5625,9.050376125,432,16,185,0,0.001,0.019603249483874867,93,-0.765718400478363,,
10.65,8.433431449999997,378,20,213,0,0.001,0.008150999168200153,121,-0.8047011892000834,,
10.041666666666666,8.011841291666666,337,24,241,0,0.001,0.003106496097253902,149,-0.8846798340479533,,
9.607142857142858,7.713457678571429,317,28,269,0,0.001,0.0017736555808889015,177,-0.8865848580996195,,
9.28125,7.49109415625,285,32,297,1,0.001,0.0019121413019352726,205,-0.9084779818852743,,
9.027777777777779,7.315978444444446,275,36,325,1,0.001,0.0020901095122098923,233,-0.9231699903806051,,
8.825,7.17740895,261,40,353,1,0.001,0.003408212647108095,261,-1.0110559463500977,,
8.659090909090908,7.064677181818182,254,44,381,1,0.001,0.0025082489009946585,289,-0.9964993000030518,,
8.520833333333334,6.968919729166667,247,48,409,1,0.001,0.0034556140724037376,317,-1.040174086888631,,
8.403846153846153,6.889305730769231,244,52,437,1,0.001,0.00715236591973475,345,-1.0799400011698406,,
9.160714285714286,8.669798035714285,235,56,513,2,0.001,0.03215047793293541,406,-1.5268709767948498,,
10.0,10.656411416666666,232,60,600,2,0.001,0.07642827462404966,493,-2.00818133354187,,
10.734375,12.388327859375,234,64,687,2,0.001,0.11383225684138862,581,-2.3846753293817695,,
11.411764705882353,13.963556661764706,233,68,776,3,0.001,0.11887129226868803,669,-2.6290054538033227,,
11.972222222222221,15.294522791666667,232,72,862,3,0.001,0.14657088843258945,755,-3.030798543583263,,
12.513157894736842,16.542883092105264,230,76,951,4,0.001,0.16796241361986508,844,-3.4242484352805396,,
,,,,1000,,0.001,0.15173794600096616,911,-3.622647523880005,38.8934564113617,22.1
13.0,17.671798924999997,221,80,1040,4,0.001,0.13344515521417966,933,-3.760396350513805,,
13.464285714285714,18.737057404761906,220,84,1131,5,0.001,0.1618552306158976,1023,-4.149583274667913,,
13.852272727272727,19.646568329545456,218,88,1219,5,0.001,0.16845086521723054,1112,-4.376934138211337,,
14.23913043478261,20.533611880434783,220,92,1310,5,0.001,0.1652645875254403,1202,-4.782739559809367,,
14.541666666666666,21.25241346875,221,96,1396,6,0.001,0.21677271005782214,1289,-5.107387239282781,,
14.83,21.939492519999998,221,100,1483,6,0.001,0.17963627133179794,1376,-5.22071023420854,,
14.86,22.897671780000007,220,104,1571,7,0.001,0.16684922457418658,1464,-5.682850360870361,,
15.31,24.07529779,220,108,1660,7,0.001,0.16178446567871355,1552,-5.967878124930642,,
15.92,25.401220089999995,219,112,1749,7,0.001,0.12358766616038654,1642,-6.520815094312032,,
16.52,26.706108020000002,218,116,1837,8,0.001,0.15403080376034434,1729,-6.715636253356934,,
17.1,27.98048165999999,218,120,1923,8,0.001,0.1112762824410484,1816,-7.116924502632835,,
,,,,2000,,0.001,0.11110073057087985,1903,-7.151317769830877,38.89345735311508,22.1
17.69,29.269556480000006,214,124,2010,9,,,,,,
18.36,30.706441209999994,215,128,2105,9,0.001,0.1251348446715962,1991,-7.662502418864857,,
20.76,35.27365784,219,132,2373,10,0.001,0.20482811752868735,2202,-8.444050664487092,,
22.31,38.03945211,215,136,2556,11,0.001,0.6192847349281821,2411,-9.087065730776105,,
24.87,42.3022643,217,140,2840,13,0.001,0.6877600385285005,2682,-9.499338312846858,,
,,,,3000,,0.001,0.7670528212418923,2864,-10.192362198462853,101.12777183055877,58.6
26.98,46.16666012,213,144,3079,14,0.001,0.9410855211317539,2924,-10.371340274810791,,
28.88,49.99843958,212,148,3297,15,0.001,0.8587679403669694,3170,-11.031361358110296,,
30.53,53.30710583000001,213,152,3490,16,0.001,1.1416232033209368,3356,-11.736380849565778,,
32.36,56.897412239999994,212,156,3749,17,0.001,1.2100148583358188,3608,-12.246217904267487,,
33.62,59.299207890000005,213,160,3962,18,0.001,1.5653473316577442,3822,-12.97567186684444,,
,,,,4000,,0.001,1.2478073846210134,3877,-13.159321043226454,103.22638980150222,55.6
34.97,61.85350846999999,210,164,4184,19,0.001,1.4028149962425231,4044,-13.866061687469482,,
36.65,65.15952911,211,168,4441,21,0.001,1.740213767403648,4298,-14.429996467771984,,
38.93,69.66860838000001,213,172,4755,22,0.001,2.124571812014247,4584,-15.321792092434196,,
,,,,5000,,0.001,2.002425430101507,4841,-16.10292405173892,166.24963700771332,84.9
41.0,73.83821332000001,207,176,5051,24,0.001,1.971185947920001,4927,-16.391398895618526,,
41.83,75.40845088,207,180,5223,25,0.001,2.3676520586013794,5090,-17.079160435994467,,
42.72,77.03197771,208,184,5403,25,0.001,3.0099757025981773,5273,-17.802313123430526,,
43.66,78.72546364,208,188,5585,26,0.001,2.8022426095875828,5456,-18.380073287270285,,
44.5,80.25823274999999,208,192,5760,27,0.001,3.509210323178491,5631,-19.01488467625209,,
45.44,81.96855134000002,209,196,5940,28,0.001,3.785802980264028,5809,-19.751351356506348,,
,,,,6000,,0.001,3.0535358929115795,5855,-19.80241294529127,143.69825953245163,77.0
47.64,86.12967581999999,208,200,6247,29,0.001,3.734022610281643,6084,-20.75920682204397,,
49.81,90.19886571,210,204,6552,31,0.001,4.319848746448368,6395,-21.446410530491878,,
51.99,94.28401554999999,209,208,6859,32,0.001,4.240709592769672,6694,-22.571102778116863,,
,,,,7000,,0.001,5.277399967114131,6852,-23.195381213457157,150.49260958433152,81.3
54.16,98.4157019,206,212,7165,34,0.001,4.0821641714541945,7008,-23.580313853728466,,
56.54,102.96357231000002,207,216,7491,36,0.001,5.524366532463625,7312,-24.30201162610735,,
58.03,105.28548009000001,206,220,7726,37,0.001,4.805801200178953,7588,-25.109692133389988,,
59.66,107.90989574999999,206,224,7976,38,0.001,7.644896188339629,7831,-25.843263977452327,,
,,,,8000,,0.001,5.79750195145607,7891,-26.080326334635416,103.19335306882859,61.9
61.09,110.19711557999999,204,228,8214,40,0.001,7.759201860789097,8078,-26.797025275952887,,
60.98,109.75776679,204,232,8471,41,0.001,7.944218775582692,8323,-27.611230973274477,,
61.52,110.71903543999998,205,236,8708,42,0.001,6.42658748626709,8569,-28.040040969848633,,
61.04,110.19774511,205,240,8944,43,0.001,7.477612377892078,8805,-28.89836654663086,,
,,,,9000,,0.001,7.4444386872378265,8914,-29.215918949672155,139.3339510321617,77.2
61.55,111.31063832000001,204,244,9234,45,0.001,6.799123881992541,9074,-29.589131871859234,,
62.42,112.73355955000001,205,248,9539,46,0.001,7.865453563379438,9370,-30.244223064846462,,
62.82,113.52726505000001,204,252,9772,47,0.001,8.748876511349398,9655,-30.59355440593901,,
,,,,10000,,0.001,7.054454893566842,9858,-31.36656242193178,151.7929872393608,83.4
63.7,115.20170427,202,256,10119,49,0.001,9.646901438402574,9944,-31.379425403683683,,
65.45,117.84689546999999,202,260,10507,51,0.001,8.510940857160659,10323,-32.1906681060791,,
66.23,118.92837386,202,264,10807,53,0.001,7.158276395364241,10636,-32.87184793298895,,
,,,,11000,,0.001,7.446065248354621,10899,-33.30356050574261,162.00676493644715,84.2
66.78,119.75328711999998,200,268,11119,55,0.001,8.240903342471404,10984,-33.335160366324494,,
65.89,117.90646803000001,200,272,11344,56,0.001,9.292816746468638,11181,-34.14570770263672,,
66.34,118.75748800000001,202,276,11685,57,0.001,7.203904136489419,11516,-34.57119236436001,,
,,,,12000,,0.001,7.9452159858885265,11852,-35.08126031784784,164.96148121356964,85.1
68.0,122.11460725,201,280,12023,59,,,,,,
69.6,125.55416778,202,284,12363,60,0.001,7.750406714046703,12192,-35.938809328301005,,
71.18,128.91419263,203,288,12703,62,0.001,8.029223742204554,12533,-36.47131547473726,,
,,,,13000,,0.001,7.171518157510197,12875,-37.208841142200285,166.260803937912,85.1
72.86,132.50981016,202,292,13046,64,,,,,,
74.46,136.01936197,203,296,13386,65,0.001,6.131708182567774,13217,-37.757327944733376,,
74.8,137.02193929999999,204,300,13727,67,0.001,8.170315577002132,13558,-38.144291190213934,,
,,,,14000,,0.001,6.609091283480327,13889,-38.85140630361196,167.24839839339256,85.3
75.07,137.87456586,203,304,14059,69,,,,,,
75.45,139.00420347000002,203,308,14404,70,0.001,7.608424954636153,14233,-39.19693206077398,,
75.81,140.10576244999996,203,312,14746,72,0.001,7.479459799999415,14576,-39.959066346634266,,
,,,,15000,,0.001,6.682563555941862,14831,-40.67064575921921,168.56884689927102,85.3
75.96,140.73650394999999,202,316,15087,74,0.001,7.160415192211375,14916,-40.658379310785335,,
77.04,143.67299475,203,320,15430,75,0.001,8.078550136790556,15260,-41.15452407127203,,
78.42,146.29012466,203,324,15818,77,0.001,8.365262735669859,15646,-41.36105643378364,,
,,,,16000,,0.001,6.6325884749812465,15841,-42.18981755574544,140.11248490810394,73.6
78.11,145.24074164,201,328,16025,79,0.001,7.628462802719426,15915,-42.3893544996107,,
77.81,143.03310771999998,202,332,16252,80,0.001,8.102851300626188,16138,-42.49473250539679,,
81.07,142.12363919999999,202,336,16815,82,0.001,9.569223138689996,16634,-43.514003086090085,,
,,,,17000,,0.001,9.258344654824324,16887,-44.04254844861153,83.7680262023583,104.5
82.8,143.07707413,199,340,17224,86,0.001,9.251467477191579,17112,-44.51516557173296,,
81.78,139.77121815,200,344,17412,86,0.001,9.401272757300015,17219,-44.244799750191824,,
81.45,137.81599439,200,348,17684,88,0.001,7.191170303026835,17567,-45.14215342203776,,
81.98,137.09782014,200,352,17970,89,0.001,10.617083249553557,17853,-45.248392995198564,,
,,,,18000,,0.001,8.145911321043968,17885,-44.948219299316406,28.57424373756512,42.3
80.54,132.56262203000003,199,356,18173,91,0.001,10.272899101827747,18059,-45.99171253420272,,
78.89,128.21791386,200,360,18396,91,0.001,10.984355680870287,18182,-45.74986446605009,,
80.37,129.75459596000002,199,364,18844,94,0.001,9.252748487359387,18646,-46.59498279377566,,
,,,,19000,,0.001,9.609890432532774,18868,-46.88817270452326,146.5997492134571,98.1
81.57,130.69747121,199,368,19276,96,0.001,8.841790134661666,19083,-46.854380121770895,,
83.36,132.70379489000004,199,372,19680,98,0.001,10.515555129051208,19488,-47.236201782226566,,
,,,,20000,,0.001,10.11804276650105,19814,-47.718553230979225,177.14973104521633,119.7
84.25,132.57911419000004,198,376,20110,101,0.001,9.730622677763632,19935,-47.82078711191813,,
85.02,132.66359217,198,380,20525,103,0.001,10.692993389625176,20333,-48.30769931568819,,
85.41,131.91661313999998,198,384,20904,105,0.001,10.101228961850158,20734,-48.84423700968424,,
,,,,21000,,0.001,9.633014064364962,20909,-49.25255457560221,159.0729863524437,99.5
85.84,131.30265346999997,198,388,21287,107,0.001,11.727881916733676,21097,-48.69804524266443,,
86.12,130.71156868999998,198,392,21658,108,0.001,10.759272384643555,21474,-49.77034333694813,,
,,,,22000,,0.001,9.889169719815254,21842,-49.99248924255371,156.05266517996787,82.4
86.33,131.42110172999998,198,396,22019,111,,,,,,
86.17,131.18740437000002,198,400,22344,112,0.001,12.00882931730964,22172,-50.024074120955035,,
86.32,131.55093086,198,404,22691,114,0.001,10.2684301082478,22519,-50.81694288031999,,
,,,,23000,,0.001,8.111532504531159,22865,-50.98580054349677,176.49582713246346,82.5
86.29,131.60080797999998,197,408,23033,116,,,,,,
85.43,129.35944903,197,412,23289,117,0.001,9.575856692863233,23150,-51.614634794347424,,
85.34,129.70178929999997,198,416,23621,119,0.001,11.478472942397708,23452,-51.514497847784135,,
85.05,129.60125594000002,198,420,23935,120,0.001,12.838006657223369,23765,-52.23198096696721,,
,,,,24000,,0.001,9.018047346788293,23884,-51.50828327852137,181.95800286531448,83.0
83.5,127.13817673,197,424,24168,122,0.001,13.935304301125663,24052,-52.218058268229164,,
83.78,128.52607870999998,197,428,24403,123,0.001,14.937384599731082,24229,-52.284288588024324,,
84.8,133.40514317,197,432,24732,124,0.001,11.83656110821,24565,-52.92576059480993,,
,,,,25000,,0.001,10.847183105422229,24894,-52.66333966138886,177.7934674203396,83.5
82.48,137.32963904,197,436,25063,127,,,,,,
81.84,139.42287516,197,440,25408,128,0.001,11.325967113655734,25232,-53.04455375671387,,
83.27,144.42710606,197,444,25739,130,0.001,10.328849125992168,25572,-53.740114038640804,,
,,,,26000,,0.001,14.188802363036515,25897,-53.865765019467005,169.3919848024845,80.9
83.79,147.66385236999997,196,448,26063,132,,,,,,
84.13,150.69895838,196,452,26383,133,0.001,11.865667505028807,26221,-54.01908187866211,,
85.2,154.99416395,197,456,26693,135,0.001,13.39513866106669,26530,-54.25030771891276,,
,,,,27000,,0.001,12.726041933158776,26841,-54.19934403268915,157.3313498020172,77.8
86.07,159.04473219,196,460,27003,137,,,,,,
84.7,158.59147445,196,464,27314,138,0.001,11.47188893752762,27150,-53.705136108398435,,
83.49,158.004176,196,468,27625,140,0.001,11.68693793594063,27464,-54.054629888290016,,
82.71,157.86738353999996,197,472,27951,141,0.001,14.870830017843364,27786,-54.2875436922399,,
,,,,28000,,0.001,13.657601398229598,27866,-55.098400592803955,152.29093096256256,76.1
81.62,157.73633769,196,476,28272,143,0.001,11.056914931688553,28108,-54.72034483689528,,
80.59,157.19551271,196,480,28584,145,0.001,9.825383826305991,28420,-55.42375122873407,,
80.1,157.58754965000003,197,484,28914,146,0.001,13.447149131871477,28739,-55.34567417242588,,
,,,,29000,,0.001,11.527035154236687,28829,-56.06086875067817,174.79743772149087,90.6
79.81,158.33115795,196,488,29268,149,0.001,10.72691110504998,29095,-55.15705252753364,,
79.66,158.67448231000003,196,492,29624,150,0.001,10.923036649492051,29447,-55.58636796739366,,
79.49,157.4588374,196,496,29968,152,0.001,14.629279761087327,29794,-55.509486062186106,,
,,,,30000,,0.001,11.188319530379907,29883,-55.5272609537298,164.2994944691658,89.1
79.82,157.4649816,195,500,30326,155,0.001,12.235333252460398,30153,-55.614928631072345,,
79.84,156.82452118999998,195,504,30675,156,0.001,12.919083178728476,30499,-56.45748537640239,,
,,,,31000,,0.001,10.87971411080196,30854,-56.57834295793013,155.88563678860663,87.2
79.92,156.29019752,195,508,31025,159,,,,,,
80.98,158.33958848999998,195,512,31387,160,0.001,10.54976644464161,31207,-56.743273113084875,,
81.17,157.84187154,195,516,31738,162,0.001,16.07214835078217,31562,-57.39913532345794,,
,,,,32000,,0.001,10.013427106813452,31828,-57.0967980298129,172.25819264054297,88.0
81.58,158.09769473000003,195,520,32093,164,0.001,8.51556890734126,31917,-56.77690835432573,,
82.65,160.45454488,195,524,32433,165,0.001,11.961736188378445,32267,-57.64443073716274,,
83.77,162.95590129,195,528,32780,167,0.001,11.129506399465162,32608,-57.15157256015512,,
,,,,33000,,0.001,10.00920690241314,32868,-57.632526488531205,170.34744498729705,86.9
84.01,162.85601422,195,532,33133,169,0.001,10.216595776875813,32958,-56.49114642673069,,
84.24,162.72810359999997,195,536,33487,171,0.001,9.678144384216477,33317,-58.45200610690647,,
84.25,162.74738377,195,540,33833,172,0.001,8.363058067770565,33662,-57.41334444977517,,
,,,,34000,,0.001,6.423252267399054,33835,-57.368008280909336,162.89070209264756,85.3
84.01,161.66470213,195,544,34140,174,0.001,8.14086564043735,33967,-58.450375100840695,,
84.3,162.11611722,195,548,34493,176,0.001,10.131481574131893,34320,-57.67481455595597,,
84.49,162.88302084,196,552,34832,177,0.001,12.01481915361741,34664,-57.95872275773869,,
,,,,35000,,0.001,11.638805724853693,34833,-58.02068754684093,204.51708760261536,89.1
84.64,163.84873636999998,195,556,35157,179,0.001,10.700065721948462,35005,-57.632459128775245,,
85.24,165.57876875000002,195,560,35527,181,0.001,7.384850149684482,35338,-57.93227513631185,,
85.4,166.57298059000001,195,564,35854,183,0.001,9.570026896893978,35681,-58.76965665817261,,
,,,,36000,,0.001,12.854711195029834,35870,-58.45869535558364,169.39269756674767,78.1
85.7,167.62742113999997,195,568,36195,185,0.001,6.013217409005326,36047,-58.9782921184193,,
85.42,167.79033641,195,572,36493,186,0.001,13.190515085629054,36325,-58.414275251116074,,
85.18,167.12737808999998,195,576,36790,188,0.001,12.910290546104557,36633,-58.851235961914064,,
,,,,37000,,0.001,8.72789111445027,36897,-58.61262992120558,123.94547762274742,62.3
84.54,165.74143331,195,580,37038,189,,,,,,
83.36,162.78991445999998,195,584,37250,190,0.001,6.985402185341408,37127,-59.01516868328226,,
83.51,164.10419222000002,195,588,37619,191,0.001,8.776356908182303,37435,-59.20007665952047,,
82.73,163.49120900999998,196,592,37897,193,0.001,10.0007064305819,37730,-60.174039667302914,,
,,,,38000,,0.001,14.683602897132316,37894,-59.755577552609324,214.74296392798425,111.2
83.1,165.20908233999998,195,596,38278,195,0.001,10.463558893158751,38111,-59.92261735448297,,
82.9,166.39504362999998,195,600,38616,197,0.001,10.85017673366041,38446,-60.392602193923224,,
82.97,168.26061192999998,196,604,38972,198,0.001,9.649635864107797,38799,-59.55505986647172,,
,,,,39000,,0.001,14.219706524502147,38887,-60.06251387162642,205.37680991888047,89.8
83.04,170.09665997,195,608,39329,200,0.001,9.814280241727829,39157,-60.54708758267489,,
82.91,171.57771958,196,612,39678,202,0.001,11.490703863256117,39504,-59.94724672894145,,
,,,,40000,,0.001,13.162533250348321,39853,-60.401646547539286,181.84292515516282,84.3
82.84,172.45730013,195,616,40022,204,,,,,,
82.63,172.66701631000004,196,620,40356,205,0.001,12.585718870162964,40189,-60.71417245632264,,
82.51,172.90505767999994,196,624,40684,207,0.001,12.116421298282903,40518,-60.32931248734637,,
,,,,41000,,0.001,12.384430072925708,40843,-60.21670656204223,168.02905294299126,80.4
82.29,172.91178911000003,196,628,41009,208,,,,,,
81.99,172.72882936000005,196,632,41332,210,0.001,8.466150504350662,41167,-61.06043949127197,,
81.64,172.46517552999998,196,636,41651,212,0.001,8.3615338289285,41486,-60.41087265014649,,
81.4,172.15727524,196,640,41973,213,0.001,10.421466415311084,41808,-61.0532141894829,,
,,,,42000,,0.001,14.358217638731002,41888,-60.91336650848389,163.59521520137787,79.2
81.51,172.87563745,196,644,42291,215,0.001,6.575965289828144,42126,-61.025339412689206,,
81.11,171.99287339000003,196,648,42604,217,0.001,10.044588092045906,42441,-60.83199232052534,,
80.82,170.83246633999997,196,652,42914,218,0.001,11.160459317170181,42752,-61.12897481673803,,
,,,,43000,,0.001,8.65409391886228,42906,-60.69894047272511,159.84611701965332,78.5
80.69,169.89786923,196,656,43226,220,0.001,11.997059628933291,43064,-60.844646549224855,,
80.15,168.3389178,196,660,43542,221,0.001,10.1750230671447,43377,-61.35706558227539,,
80.11,167.78560888,196,664,43865,223,0.001,14.051538115594445,43700,-61.57177697158441,,
,,,,44000,,0.001,12.970418584056016,43862,-61.263103205983235,155.15427615046502,77.2
79.89,167.25882366999997,196,668,44184,225,0.001,9.881474727316748,44018,-60.88955955505371,,
80.11,167.63432203,196,672,44504,226,0.001,8.681818589186056,44338,-61.50195077749399,,
80.29,168.39148141,196,676,44819,228,0.001,12.240096644510198,44656,-61.10777730941773,,
,,,,45000,,0.001,6.639094790290383,44897,-62.2768672761463,155.77290229797364,77.6
81.0,170.22657521000002,196,680,45138,229,0.001,12.261250217239578,44974,-61.19412524883564,,
82.04,173.22151319999995,196,684,45454,231,0.001,9.837932063387585,45291,-61.734513332969264,,
81.51,171.55712200999997,196,688,45770,232,0.001,8.264367574598731,45605,-61.88657704795279,,
,,,,46000,,0.001,10.561674765598626,45845,-61.50059013366699,173.53040202260019,82.9
81.97,172.42616676999998,196,692,46094,234,0.001,11.262242926172464,45928,-61.79633458455404,,
81.48,171.32201936,196,696,46426,236,0.001,11.909259831033102,46261,-61.26173475312024,,
81.42,170.66664663999995,196,700,46758,238,0.001,12.569236548550158,46588,-60.96733583722796,,
,,,,47000,,0.001,8.361417008034977,46837,-61.53710594177246,174.94697732925414,83.0
81.14,169.47458296999994,195,704,47086,240,0.001,10.155470504993346,46919,-62.13475604173614,,
80.85,168.16101101,195,708,47414,242,0.001,14.000006325450943,47247,-61.60876350402832,,
80.72,167.17342134000003,195,712,47750,243,0.001,10.347848013222936,47582,-62.39019966125488,,
,,,,48000,,0.001,8.701867569060553,47832,-62.12729108901251,182.12049077749253,85.9
80.61,166.76745599999998,195,716,48083,245,0.001,9.970728008520036,47916,-61.873426619030184,,
80.73,167.09112604,195,720,48429,247,0.001,9.996111514893444,48255,-62.053758881308816,,
80.97,168.05795598000003,195,724,48781,249,0.001,15.87499872218357,48608,-62.585046980116104,,
,,,,49000,,0.001,9.107934490839641,48874,-61.92730585734049,207.89679692983628,91.3
81.29,169.27731408,195,728,49138,251,0.001,10.850367043329323,48966,-62.7824999767801,,
81.67,170.79219664000001,195,732,49499,253,0.001,7.775326410929362,49325,-62.899013943142364,,
82.16,172.56314812,195,736,49867,254,0.001,11.245397673712837,49692,-62.426063028971356,,
,,,,50000,,0.001,8.537202492188872,49871,-62.32730900157582,204.6031700372696,89.4
82.54,174.04578262000004,195,740,50227,257,0.001,11.868060527907478,50051,-62.917991468641496,,
83.0,175.72278522000005,195,744,50591,258,0.001,8.203508658253629,50414,-63.45396406754203,,
83.48,177.58870872,195,748,50952,260,0.001,6.087951244888725,50777,-63.113892025417755,,
,,,,51000,,0.001,8.212817197375827,50867,-63.28542980617947,206.55087759494782,92.3
84.04,179.63610593000004,195,752,51318,262,0.001,8.523965866334978,51144,-63.44186514996468,,
84.53,181.52110603999998,195,756,51679,264,0.001,7.166763318909539,51503,-63.152999284532335,,
,,,,52000,,0.001,7.789217634515448,51863,-63.521518283420136,208.994363874197,90.9
84.97,183.26844036999998,195,760,52039,266,,,,,,
85.35,184.85205319,195,764,52400,268,0.001,8.629354935425978,52225,-63.860838911268445,,
85.78,186.57072249,195,768,52762,269,0.001,10.929630941814846,52585,-63.933773295084634,,
,,,,53000,,0.001,14.204719401477428,52857,-63.85850438204679,206.54855940937995,89.6
86.15,188.13650094000002,195,772,53119,271,0.001,9.977119874418452,52946,-64.32408031887478,,
86.61,189.98927784999995,195,776,53480,273,0.001,8.271090768443214,53305,-63.89886762830946,,
87.04,191.80486202,195,780,53842,274,0.001,10.638689174756898,53668,-64.76031635118568,,
,,,,54000,,0.001,8.691351024309794,53847,-65.36234427558051,200.48442386984826,88.0
87.48,193.68187763000006,195,784,54202,277,0.001,8.631165191691409,54029,-65.32787439097528,,
87.88,195.35374644,195,788,54558,278,0.001,9.59180684523149,54385,-66.23551724173807,,
88.19,196.62308819000006,196,792,54913,280,0.001,8.782278526913036,54738,-65.79657537286931,,
,,,,55000,,0.001,13.40109385119544,54828,-66.47535230848524,199.9768606364727,88.1
88.5,198.07251700999998,195,796,55276,282,0.001,12.261618573614891,55101,-65.90164566040039,,
88.75,199.25559191000005,195,800,55633,283,0.001,8.033171011642976,55460,-66.03992176055908,,
89.06,200.62368166,196,804,55992,285,0.001,7.584359174364068,55818,-66.4842266506619,,
,,,,56000,,0.001,8.078170331676354,55907,-66.32127111608332,205.38587815761565,89.5
89.35,201.91919012,196,808,56349,287,0.001,14.68109166893092,56173,-66.41989031704989,,
89.55,202.94575498000003,196,812,56705,289,0.001,5.799116331539797,56532,-67.23152804904514,,
,,,,57000,,0.001,8.895412785666329,56889,-67.85288704766168,200.0074056148529,89.5
89.8,204.02488305999998,195,816,57063,291,,,,,,
89.93,204.79342006,195,820,57422,292,0.001,6.931718227598402,57248,-67.08363299899631,,
90.07,205.31094643,196,824,57788,294,0.001,7.893842215123384,57613,-67.46164263849673,,
,,,,58000,,0.001,10.723339494069418,57883,-67.54167929755317,163.94056343436242,77.0
89.75,204.4680603,195,828,58113,296,0.001,9.345393605665727,57938,-68.48438208443778,,
89.38,203.33490605,196,832,58437,298,0.001,9.44864912783162,58297,-67.67440795898438,,
89.33,203.29850738999997,196,836,58800,299,0.001,7.941390326288011,58624,-68.29621081882053,,
,,,,59000,,0.001,15.593926000595093,58906,-68.36142211914063,210.5254062116146,91.3
88.55,200.92246570999995,196,840,59082,301,,,,,,
88.18,199.89501580000004,196,844,59409,302,0.001,8.789836673946171,59232,-68.6196871218474,,
88.35,200.29745977,195,848,59787,305,0.001,13.075885277727377,59607,-68.29086312003757,,
,,,,60000,,0.001,8.938918049415845,59879,-67.9735152504661,216.7318825185299,99.7
88.45,200.36215995000006,195,852,60163,307,0.001,9.336786019802094,59979,-69.12371139526367,,
88.32,199.99778272,195,856,60511,308,0.001,8.773120306850819,60340,-69.45744696723091,,
88.34,200.12330065000003,196,860,60873,310,0.001,8.550231663386027,60698,-69.1546752081977,,
,,,,61000,,0.001,8.750306418206957,60878,-69.38269246419271,208.76801977753638,90.1
88.37,200.22364627000002,195,864,61237,312,0.001,12.850141118402066,61060,-69.83227704918903,,
88.4,200.33385934999998,196,868,61602,314,0.001,11.765450938717349,61425,-68.44379060533312,,
88.48,200.56458901,196,872,61967,315,0.001,7.545028167300754,61792,-69.62381235758464,,
,,,,62000,,0.001,9.322025365299648,61882,-70.24853193495008,209.78883454799652,91.3
88.56,200.50123106000004,195,876,62336,318,0.001,9.045889387632672,62160,-70.27807267506917,,
88.64,200.40281513000002,196,880,62706,319,0.001,13.997024655342102,62524,-70.00628628938094,,
,,,,63000,,0.001,12.128749622695748,62889,-69.83591957979424,170.78245512247085,87.5
