rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/episodes,time/fps,time/time_elapsed,train/learning_rate,train/actor_loss,train/n_updates,train/critic_loss,eval/mean_ep_length,eval/mean_reward
268.74439309999997,118.84,46684,492,184,252,0.001,-64.74761480093002,46469,11.805860232561827,,
,,47000,,,,0.001,-64.29119630293413,46853,11.811030080824187,123.6,284.16243435144423
270.89967515,119.1,47188,496,184,256,0.001,-64.41691816898815,46967,11.908022591942235,,
272.66143745,119.25,47665,500,184,258,0.001,-64.1710561578924,47462,12.13098440257781,,
,,48000,,,,0.001,-64.2523984100859,47815,12.784693871514271,127.2,285.8732466340065
273.54457189,119.15,48145,504,183,262,0.001,-64.50848751976376,47941,12.232697831259834,,
273.69655052999997,119.24,48617,508,183,264,0.001,-64.33416868510999,48397,12.61507995505082,,
,,49000,,,,0.001,-63.931351555718315,48868,13.302581867324971,120.2,280.54015736579896
273.85063978,119.26,49074,512,183,267,,,,,,
274.41871806,119.4,49541,516,183,269,0.001,-63.08293801023249,49335,14.237884915393332,,
,,50000,,,,0.001,-62.54816349765711,49794,12.636649182412476,115.5,273.433697617054
274.94109399,119.52,50002,520,183,273,,,,,,
275.21422378,119.61,50463,524,183,275,0.001,-62.71602175528543,50251,11.447485735541896,,
275.38062926,119.75,50933,528,183,277,0.001,-62.67215481139066,50725,13.656553587706192,,
,,51000,,,,0.001,-62.26025875544144,50842,12.309757607614893,114.2,269.72921661138537
275.1988265,119.47,51381,532,182,280,0.001,-61.94482178523623,51181,14.883377683573755,,
275.86520293999996,119.42,51859,536,183,283,0.001,-61.68606694539388,51636,13.049570320033226,,
,,52000,,,,0.001,-61.34140429580421,51883,13.669523786461871,114.2,271.2309804201126
276.10347164,119.21,52324,540,182,286,0.001,-60.89957880569717,52118,15.985368878154432,,
276.93641556,119.07,52793,544,183,288,0.001,-60.837561162312824,52582,13.31793639239143,,
,,53000,,,,0.001,-60.73747121637518,52813,16.159878872536325,112.4,259.8103302955627
276.63760241,118.93,53253,548,182,291,0.001,-59.96917987691945,53045,14.896416684501192,,
276.84914649999996,118.87,53732,552,182,294,0.001,-60.55564753214518,53525,17.0852693716685,,
,,54000,,,,0.001,-60.01575075785319,53878,13.019879575570425,115.2,276.7409482598305
277.39082518000004,118.6,54199,556,182,297,0.001,-59.54910745291874,53994,13.893477920828195,,
278.34611917,118.75,54682,560,182,299,0.001,-59.59448403827215,54470,13.376093751293118,,
,,55000,,,,0.001,-59.49007336846714,54828,15.14304926888696,124.5,291.8960254013538
278.43246373,118.76,55162,564,182,302,0.001,-58.93602205091907,54952,14.358923988957558,,
